SA1_CODE_2021,Median_rent_weekly,Median_tot_hhd_inc_weekly,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,rent_to_income_ratio,rental_stress,severe_rental_stress,stress_category,low_income_households,total_households,low_income_pct,high_low_income_concentration,public_housing_dwellings,total_rental_dwellings,total_dwellings,public_housing_rate,estimated_demand,public_housing_gap,supply_demand_ratio,critical_housing_gap,unemployment_rate,labour_force_participation,norm_rent_income_ratio,norm_low_income_pct,norm_public_housing_gap,norm_unemployment,norm_public_housing_rate,rental_stress_score,displacement_risk_score,stress_risk_category,displacement_risk_category,investment_priority_score,investment_priority,Area sqkm,latitude,longitude,dist_to_0,dist_to_1,dist_to_2,dist_to_3,dist_to_4,dist_to_5,dist_to_6,dist_to_7,dist_to_8,dist_to_9,dist_to_10,dist_to_11,dist_to_12,dist_to_13,dist_to_14,dist_to_15,nearest_employment_center_km,nearest_center_name,employment_accessibility_score,accessibility_category,estimated_pt_quality,state_code,pt_multiplier,public_transport_score,estimated_weekly_transport_cost,transport_to_income_ratio,housing_transport_burden,severe_combined_burden,optimal_location_score,new_dwellings,new_total_public_housing,new_public_housing_rate,new_public_housing_gap
10402109146,219,661,464,72,1.6,0.3313161875945537,1,0,Moderate Stress (30-50%),249,185,134.59459459459458,1,0,28,14,0.0,249,249,0.0,1,11.6,14.6,0.0,0.0,0.7111984282907662,0.1159999999999999,1.0,25.383968565815323,22.32,Moderate (25-50),Low (0-25),32.64954027504911,Moderate Priority,0.6259,-37.59,142.91,855.3331794992713,182.32670841088824,1469.5929911275243,486.59885299842347,2539.338801559814,697.514000632525,3040.2640418922088,612.6416106822928,842.0972999841262,957.195342115844,799.143735339294,141.82059049071623,1445.193367039726,1545.3002420565708,2073.2406949500883,2315.632655972687,141.82059049071623,11,0.8179409509283762,Poor (>60km),50.0,1,1.2,60.0,200.0,0.302571860816944,0.6338880484114977,1,28.57015242280307,50,50,357.14285714285717,199
10501109214,150,450,342,32,2.3,0.3333333333333333,1,0,Moderate Stress (30-50%),15,16,93.75,1,12,29,17,70.58823529411765,15,3,0.8,0,100.0,3.6,0.0,0.0,0.550098231827112,1.0,0.7647058823529411,28.649023460071653,35.294117647058826,Moderate (25-50),Moderate (25-50),37.96255633884202,Moderate Priority,1.7732,-32.61,147.89,338.9279869227333,636.689801096208,755.4122444575509,896.1083789322998,3000.506160457587,1143.2687786394229,2833.9474513265136,318.2467205739532,318.8838476761121,365.5665240331436,344.0082952835011,693.9577540081466,735.0248190406954,830.0997665644616,1488.4065567572595,1757.6527633651292,318.2467205739532,7,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.4444444444444444,0.7777777777777777,1,30.98127816942101,50,62,364.70588235294116,-47
10501109301,150,662,364,40,2.3,0.2265861027190332,0,0,Affordable (<30%),34,23,147.82608695652172,1,0,46,23,0.0,0,0,0.0,0,87.5,16.3,0.0,0.0,0.5481335952848723,0.875,1.0,29.71267190569745,37.5,Moderate (25-50),Moderate (25-50),37.07907662082515,Moderate Priority,3.9786,-32.64,147.86,340.06837201900225,632.5038286927323,759.7707385713912,892.3587296208549,2997.294407239003,1139.8250718584743,2834.5733698362988,316.1430023731592,319.9967490485021,367.9909999406932,344.2863372070613,689.7205725859403,739.3507508935771,834.4591195506758,1491.521603005401,1760.6002361421006,316.1430023731592,7,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.3021148036253776,0.5287009063444108,1,30.53953831041257,50,50,217.39130434782606,-50
10501109628,168,593,274,28,3.3,0.2833052276559865,0,0,Affordable (<30%),22,15,146.66666666666666,1,0,18,9,0.0,0,0,0.0,0,83.3,14.6,0.0,0.0,0.5481335952848723,0.833,1.0,29.292671905697443,36.66,Moderate (25-50),Moderate (25-50),36.49107662082515,Moderate Priority,0.7963,-32.57,147.93,337.4859127368925,642.2747796167724,749.5999176652309,901.118769982754,3004.795411313359,1147.8688842552117,2833.125309442536,321.1201773244317,317.4838757014712,362.3871860213825,343.7201625241356,699.6098988064023,729.256238335937,824.2864785868767,1484.2642094507155,1753.7333400690843,317.4838757014712,8,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.3372681281618887,0.6205733558178752,1,30.245538310412574,50,50,555.5555555555555,-50
10603112146,265,663,509,79,1.4,0.3996983408748115,1,0,Moderate Stress (30-50%),237,223,106.2780269058296,1,0,190,95,0.0,237,237,0.0,1,10.4,14.8,0.0,0.0,0.7033398821218074,0.104,1.0,25.10679764243616,22.08,Moderate (25-50),Low (0-25),32.18291552062868,Moderate Priority,0.2451,-38.29,147.21,608.8312984787993,203.74121058469288,1319.242364961956,854.0420561632526,2921.950054088888,510.71396145227845,3296.85120011394,375.7279364876943,602.9640758583074,725.1967495062762,541.3760409896311,249.3028610760244,1278.6209862712583,1405.250036578798,2116.4913506044163,2380.487407710714,203.74121058469288,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.3016591251885369,0.7013574660633484,1,28.09145776031434,50,50,52.63157894736842,187
10603112405,400,795,500,75,1.8,0.5031446540880503,1,1,Severe Stress (50%+),292,325,89.84615384615384,1,0,27,15,0.0,292,292,0.0,1,4.7,15.5,0.0,0.0,0.739358218729535,0.047,1.0,25.2571643745907,20.94,Moderate (25-50),Low (0-25),32.75361231172233,Moderate Priority,0.3664,-38.3,147.2,610.2446895918255,203.17609803558588,1320.6240185751594,853.6820402286878,2921.1647184239496,509.6192749425367,3297.2903473043884,377.1179802077808,604.3761554678583,726.6093733364829,542.7894996081451,248.4862597619796,1280.0147252753911,1406.6246075045306,2117.585979393148,2381.540039513176,203.17609803558588,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2515723270440251,0.7547169811320755,1,28.376806155861164,50,50,333.33333333333337,242
10801115218,280,703,509,61,1.6,0.3982930298719772,1,0,Moderate Stress (30-50%),495,478,103.55648535564856,1,24,437,218,11.009174311926609,495,471,0.0484848484848484,1,8.3,30.7,0.0,0.0,0.8565815324165029,0.083,0.963302752293578,27.59465817126584,20.92605504587156,Moderate (25-50),Low (0-25),37.56530924100142,Moderate Priority,0.327,-37.97,147.53,563.5660857825138,225.91347668869375,1275.056341263101,866.830845456214,2947.440239870225,546.4697634656688,3283.1752777294605,331.3401363618214,557.7488721665794,679.9608121061694,496.10538785790686,278.09485418346515,1234.0289937972648,1361.298835775838,2081.7126884503487,2347.053642069494,225.91347668869375,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2844950213371266,0.6827880512091038,1,30.78265462050071,50,74,33.94495412844037,421
10801115227,380,700,477,80,1.5,0.5428571428571428,1,1,Severe Stress (50%+),236,221,106.78733031674209,1,0,21,14,0.0,236,236,0.0,1,16.1,9.6,0.0,0.0,0.7026850032743942,0.161,1.0,25.66370006548788,23.22,Moderate (25-50),Low (0-25),32.95603012442698,Moderate Priority,0.1605,-37.98,147.52,564.9816862377048,225.11210090841453,1276.4362901146212,866.3944606230821,2946.6332026693717,545.3323912664187,3283.591533276321,332.72397684641294,559.1626548056191,681.3753510505398,497.5212624013761,277.12491009022483,1235.422211260852,1362.6712033418808,2082.79205032261,2348.090967946973,225.11210090841453,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2857142857142857,0.8285714285714285,1,28.47801506221349,50,50,357.14285714285717,186
10801115413,320,723,483,68,1.7,0.4426002766251729,1,0,Moderate Stress (30-50%),420,382,109.9476439790576,1,7,106,51,13.725490196078432,420,413,0.0166666666666666,1,6.2,26.3,0.0,0.0,0.8185985592665357,0.062,0.9542483660130718,26.53445484546143,20.32496732026144,Moderate (25-50),Low (0-25),35.79173871618064,Moderate Priority,0.3283,-38.02,147.48,570.6434109660971,221.9704284489948,1281.956685150638,864.6723421973524,2943.4117628495774,540.7951329187271,3285.263758025826,338.2617753404921,564.8172838770749,687.0329289076482,503.1840118239803,273.2863608893227,1240.9952954971277,1368.1614316672485,2087.1143996059377,2352.245166585182,221.9704284489948,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2766251728907331,0.719225449515906,1,29.89586935809032,50,57,111.76470588235294,363
10802115805,215,714,468,71,1.7,0.3011204481792717,1,0,Moderate Stress (30-50%),307,304,100.98684210526316,1,8,124,61,13.114754098360656,307,299,0.0260586319218241,1,13.2,18.0,0.0,0.0,0.7439423706614277,0.132,0.9562841530054644,25.7616889432832,21.76568306010929,Moderate (25-50),Low (0-25),33.94294669715611,Moderate Priority,1.4151,-38.0,142.5,908.174320132544,217.0829061333961,1527.5044408728968,487.9998876804611,2508.979609131226,679.1341313240707,3065.627800638186,664.0983832817254,895.3570196493995,1011.41913981739,850.8341853918483,163.80787672514285,1502.8301577220363,1603.3379865627137,2125.3567925755638,2365.897946607436,163.80787672514285,11,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2801120448179272,0.5812324929971988,1,28.97147334857805,50,58,95.08196721311475,249
10802116015,290,772,459,67,1.8,0.3756476683937824,1,0,Moderate Stress (30-50%),277,261,106.13026819923373,1,0,138,70,0.0,277,277,0.0,1,13.4,23.7,0.0,0.0,0.7295350360183366,0.134,1.0,25.93070072036673,22.68,Moderate (25-50),Low (0-25),33.59833136869679,Moderate Priority,1.0049,-37.9,142.6,895.2524711563577,207.6818485213438,1513.3928431407764,486.9836804011984,2516.260682293518,683.2415338995967,3059.336492988534,651.4726725534075,882.3362760598309,998.1780357750677,838.1770101788661,156.79188680070172,1488.7852386929644,1589.1952548193842,2112.6113873129107,2353.597321291851,156.79188680070172,11,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2590673575129533,0.6347150259067358,1,28.799165684348395,50,50,71.42857142857143,227
10804116249,325,783,492,68,1.8,0.4150702426564495,1,0,Moderate Stress (30-50%),334,353,94.61756373937678,1,0,176,88,0.0,334,334,0.0,1,11.7,28.3,0.0,0.0,0.7668631303208906,0.1169999999999999,1.0,26.50726260641781,22.34,Moderate (25-50),Low (0-25),34.778798952193846,Moderate Priority,0.6202,-37.86,142.64,890.0894869835748,204.06864836528337,1507.745822588402,486.69853248478574,2519.1956001934955,684.9533770869867,3056.838819107863,646.4351338688525,877.1331728360163,992.884247326538,833.1226475194023,154.25321314846477,1483.1649437468116,1583.5358390631193,2107.519252723913,2348.684299447982,154.25321314846477,11,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2554278416347382,0.6704980842911876,1,29.389399476096923,50,50,56.81818181818182,284
10804162031,365,747,514,69,1.7,0.4886211512717537,1,0,Moderate Stress (30-50%),272,302,90.06622516556291,1,3,151,77,3.896103896103896,272,269,0.0110294117647058,1,6.5,29.8,0.0,0.0,0.7242960052390308,0.065,0.987012987012987,25.00604997491049,21.040259740259746,Moderate (25-50),Low (0-25),32.38130014713512,Moderate Priority,0.1749,-38.34,142.16,952.2476172811516,252.23184336161532,1575.4199360327498,494.6470042246067,2484.832283814787,667.0551714694641,3087.515923532714,707.3309679658158,939.752306901288,1056.5011874183767,894.0754038690872,193.426675088938,1550.5202979333594,1651.3608402248258,2168.845638678214,2407.906664438314,193.426675088938,11,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2677376171352075,0.7563587684069613,1,28.19065007356756,50,53,68.83116883116884,219
10805116952,240,681,468,75,1.6,0.3524229074889868,1,0,Moderate Stress (30-50%),232,187,124.06417112299468,1,0,142,73,0.0,232,232,0.0,1,10.3,14.8,0.0,0.0,0.7000654878847413,0.103,1.0,25.03130975769483,22.06,Moderate (25-50),Low (0-25),32.044488539620176,Moderate Priority,1.4495,-37.93,147.57,557.9030098736705,229.1808409945824,1269.537159990765,868.5997090408088,2950.675082624007,551.0312719503326,3281.5174681070507,325.8073343467261,552.093247164458,674.302083011897,490.4411423021104,282.0146130971613,1228.4563494855502,1355.810138596196,2077.4001703506005,2342.9092572188592,229.1808409945824,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2936857562408223,0.6461086637298091,1,28.022244269810088,50,50,68.4931506849315,182
10902117810,170,700,368,29,3.2,0.2428571428571428,0,0,Affordable (<30%),27,29,93.10344827586206,1,18,57,27,66.66666666666666,0,-18,0.0,0,66.7,10.7,0.0,0.0,0.5363457760314342,0.667,0.7777777777777778,25.174693298406464,28.89555555555556,Moderate (25-50),Moderate (25-50),32.83025060030561,Moderate Priority,0.8278,-32.85,142.65,802.724143570138,590.4083424699044,1162.203659225306,439.3922364605842,2510.3842412842137,1188.1522639269324,2565.448930294433,655.0600892147442,782.9631571316207,852.4311207729878,782.7598467802283,609.3167070806204,1161.461945214347,1218.1601657414028,1567.0768173704057,1799.0773872073887,439.3922364605842,3,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2857142857142857,0.5285714285714285,1,28.415125300152805,50,68,251.85185185185185,-68
11002119421,135,479,288,26,3.1,0.2818371607515658,0,0,Affordable (<30%),51,33,154.54545454545453,1,0,31,14,0.0,0,0,0.0,0,50.0,8.4,0.0,0.0,0.5481335952848723,0.5,1.0,25.962671905697444,30.000000000000004,Moderate (25-50),Moderate (25-50),31.82907662082515,Moderate Priority,0.9837,-37.64,142.86,861.7565158239685,185.9644090602945,1476.6629756178631,486.376997303529,2535.565182465294,695.0578412006655,3043.295820405238,618.8703644421864,848.5735910867115,963.798200270158,805.4170300381326,143.44931612425182,1452.2296690791466,1552.3854324350732,2079.5760305817507,2321.738436975196,143.44931612425182,11,0.6550683875748167,Poor (>60km),50.0,1,1.2,60.0,200.0,0.4175365344467641,0.6993736951983298,1,28.11105882668502,50,50,357.14285714285717,-50
11003119607,150,1071,407,27,3.5,0.1400560224089636,0,0,Affordable (<30%),23,42,54.761904761904766,1,0,82,41,0.0,0,0,0.0,0,41.3,33.8,0.0,0.0,0.5481335952848723,0.413,1.0,25.09267190569745,28.26,Moderate (25-50),Moderate (25-50),30.61107662082515,Moderate Priority,2.0077,-37.58,147.92,508.306087068892,261.44167758497747,1221.2908448029652,885.6386650362233,2979.4322654903435,591.7056389595175,3267.5068900999595,277.6155211421946,502.5751577742455,624.7505899102534,440.8284296391958,318.7026603946295,1179.7146551206677,1307.8415569470449,2040.0105886448343,2306.988828043701,261.44167758497747,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.1867413632119514,0.326797385620915,0,27.30553831041257,50,50,121.95121951219512,-50
11004120122,188,665,415,31,2.5,0.2827067669172932,0,0,Affordable (<30%),28,33,84.84848484848484,1,0,62,31,0.0,0,0,0.0,0,41.7,20.7,0.0,0.0,0.5481335952848723,0.417,1.0,25.13267190569745,28.340000000000003,Moderate (25-50),Moderate (25-50),30.66707662082515,Moderate Priority,0.7243,-38.53,141.97,976.9584794568332,273.4904424365241,1602.1529224307574,500.4484189830132,2471.7543240660607,661.6118345150009,3100.077328049625,731.6680528941947,964.634133049919,1081.72904468699,918.3623784764968,212.8243494008708,1577.1281838618436,1678.1547848861685,2193.2466207032194,2431.5021469407634,212.8243494008708,11,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.3007518796992481,0.5834586466165412,1,27.33353831041257,50,50,161.29032258064515,-50
11004120305,360,905,612,61,1.9,0.3977900552486187,1,0,Moderate Stress (30-50%),312,408,76.47058823529412,1,0,204,103,0.0,312,312,0.0,1,6.1,36.2,0.0,0.0,0.7524557956777996,0.061,1.0,25.659115913556,21.22,Moderate (25-50),Low (0-25),33.44732023575639,Moderate Priority,1.0088,-38.5,142.0,973.0532871953152,270.0727963411769,1597.934000158148,499.4358330597224,2473.7991786699827,662.4077643023796,3098.078424535654,727.8178275787982,960.7023517168038,1077.744278368072,914.5223137031988,209.6578661039205,1572.92897734361,1673.926193403449,2189.3893487203213,2427.7710287722207,209.6578661039205,11,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2209944751381215,0.6187845303867403,1,28.7236601178782,50,50,48.54368932038835,262
11101121103,200,588,521,70,1.3,0.3401360544217687,1,0,Moderate Stress (30-50%),458,339,135.1032448377581,1,0,65,32,0.0,458,458,0.0,1,11.1,18.5,0.0,0.0,0.8480681074001309,0.111,1.0,28.07136214800262,22.22,Moderate (25-50),Low (0-25),37.780588081204975,Moderate Priority,0.3167,-33.42,147.08,385.4612131187709,524.6396282265101,872.8634526290206,797.6136144321943,2915.39334049982,1052.3580927515336,2853.625109661029,279.6888998168117,365.6722561758749,440.9566880873256,369.2107360031842,580.2114826932524,851.6600254792546,947.6103841483044,1574.8476777834503,1839.4899435519264,279.6888998168117,7,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.3401360544217687,0.6802721088435374,1,30.890294040602488,50,50,156.25,408
11201123617,240,740,488,68,1.8,0.3243243243243243,1,0,Moderate Stress (30-50%),334,347,96.25360230547552,1,0,128,65,0.0,334,334,0.0,1,5.2,27.8,0.0,0.0,0.7668631303208906,0.052,1.0,25.85726260641781,21.04,Moderate (25-50),Low (0-25),33.86879895219385,Moderate Priority,0.5351,-38.18,147.32,593.2793694196557,210.50102713375216,1304.04733146241,858.1621202490318,2930.6339089344774,522.8500180330348,3292.0675221620863,360.44778554805,587.4275279829646,709.6538290528434,525.8229800881555,258.64108629593443,1263.2906566446532,1390.1339261637052,2104.4812056070546,2368.939411785998,210.50102713375216,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2702702702702703,0.5945945945945945,1,28.934399476096925,50,50,76.92307692307693,284
11202124608,310,893,619,56,1.9,0.3471444568868981,1,0,Moderate Stress (30-50%),306,378,80.95238095238095,1,4,177,86,4.651162790697675,306,302,0.0130718954248366,1,3.4,46.7,0.0,0.0,0.7459070072036673,0.034,0.9844961240310076,25.103101384383425,20.36992248062016,Moderate (25-50),Low (0-25),32.758450769863394,Moderate Priority,0.5156,-38.07,142.43,917.2313128211612,223.94819223482665,1537.37748762427,488.96765613716354,2503.930909489614,676.406981057227,3070.0715665924627,672.9621762282345,904.4820723029912,1020.6932418293724,859.7115475680695,169.23715571068666,1512.6566410669034,1613.2329491843154,2134.291153384394,2374.523515227388,169.23715571068666,11,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.2239641657334826,0.5711086226203808,1,28.379225384931697,50,54,62.7906976744186,252
11202124834,215,577,508,54,1.3,0.3726169844020797,1,0,Moderate Stress (30-50%),241,183,131.69398907103823,1,0,193,100,0.0,241,241,0.0,1,20.0,37.9,0.0,0.0,0.7059593975114604,0.2,1.0,26.119187950229204,24.000000000000004,Moderate (25-50),Low (0-25),33.62645710543549,Moderate Priority,7.1638,-38.11,142.39,922.4108726712795,227.96676558697587,1543.017349295646,489.6148494100673,2501.0638024739237,674.9039389917417,3072.625520625053,678.0362832353828,909.7001018823912,1025.9945885198938,864.7904736480856,172.51309176436226,1518.2699351711171,1618.8853786046068,2139.4010683898987,2379.457922407718,172.51309176436226,11,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.3466204506065858,0.7192374350086654,1,28.813228552717742,50,50,50.0,191
