SA1_CODE_2021,Median_rent_weekly,Median_tot_hhd_inc_weekly,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,rent_to_income_ratio,rental_stress,severe_rental_stress,stress_category,low_income_households,total_households,low_income_pct,high_low_income_concentration,public_housing_dwellings,total_rental_dwellings,total_dwellings,public_housing_rate,estimated_demand,public_housing_gap,supply_demand_ratio,critical_housing_gap,unemployment_rate,labour_force_participation,norm_rent_income_ratio,norm_low_income_pct,norm_public_housing_gap,norm_unemployment,norm_public_housing_rate,rental_stress_score,displacement_risk_score,stress_risk_category,displacement_risk_category,investment_priority_score,investment_priority,Area sqkm,latitude,longitude,dist_to_0,dist_to_1,dist_to_2,dist_to_3,dist_to_4,dist_to_5,dist_to_6,dist_to_7,dist_to_8,dist_to_9,dist_to_10,dist_to_11,dist_to_12,dist_to_13,dist_to_14,dist_to_15,nearest_employment_center_km,nearest_center_name,employment_accessibility_score,accessibility_category,estimated_pt_quality,state_code,pt_multiplier,public_transport_score,estimated_weekly_transport_cost,transport_to_income_ratio,housing_transport_burden,severe_combined_burden,optimal_location_score
10703114149,310,545,468,60,1.2,0.5688073394495413,1,1,Severe Stress (50%+),73,47,155.3191489361702,1,0,22,11,0.0,73,73,0.0,1,12.5,23.9,0.0,0.0,0.595939751146038,0.125,1.0,23.16879502292076,22.5,Low (0-25),Low (0-25),28.39571054354944,Moderate Priority,0.0524,-33.06,147.44,361.00368709981075,574.1709236382081,820.7216898907211,840.6452704910942,2952.804137264194,1092.2121361524714,2844.170329997579,291.807530096214,340.8780733058893,405.1518473202231,353.625266539592,630.5858705693414,799.8660255827987,895.4335470058678,1535.8502186622238,1802.5548367773952,291.807530096214,7,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.3669724770642202,0.9357798165137615,1,26.19785527177472
21401137027,477,725,1024,60,1.2,0.6579310344827586,1,1,Severe Stress (50%+),4,5,80.0,1,0,0,0,0.0,4,4,0.0,0,0.0,53.8,0.0,0.0,0.5507531106745253,0.0,1.0,21.015062213490506,20.0,Low (0-25),Low (0-25),24.92861820563196,Low Priority,1.0482,-42.28,145.22,1071.498738291439,497.1214619233273,1792.138676738013,998.7998436443362,2826.9372972802544,185.05549395481495,3594.6552779706185,848.604677161383,1068.0843647953554,1188.8001780271813,1002.9351773253906,464.985155060324,1749.6008639756587,1878.8315018048384,2564.234059998482,2820.558448401985,185.05549395481495,5,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.27586206896551724,0.9337931034482758,1,23.96430910281598
11501155804,434,680,503,74,1.7,0.638235294117647,1,1,Severe Stress (50%+),127,105,120.95238095238096,1,0,15,6,0.0,127,127,0.0,1,1.7,29.2,0.0,0.0,0.6313032089063523,0.017,1.0,22.796064178127047,20.340000000000003,Low (0-25),Low (0-25),28.227521938441388,Moderate Priority,0.1326,-33.01,147.49,358.05251977514456,581.0868688406496,813.4723072968205,846.7210212646305,2958.053558666582,1097.8196050218528,2842.9465192773873,294.16485047808794,337.9043455658589,400.44154290561227,351.9942509074905,637.6064437065284,792.6666839719841,888.1803203095133,1530.5048922613348,1797.494392534162,294.16485047808794,7,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.29411764705882354,0.9323529411764706,1,26.113760969220692
30907125246,395,602,522,56,1.8,0.6561461794019934,1,1,Severe Stress (50%+),182,157,115.92356687898088,1,0,34,18,0.0,182,182,0.0,1,2.0,41.1,0.0,0.0,0.6673215455140799,0.02,1.0,23.5464309102816,20.4,Low (0-25),Low (0-25),29.63821872953504,Moderate Priority,0.1458,-26.99,153.51,795.984357607279,1444.9093361717205,71.72777523906589,1670.4853841376344,3667.827149553716,1853.435687781952,2861.1720765158007,1011.4529628374208,796.058952062602,680.9403726747179,863.9511108767613,1506.3755811830272,114.67814706224895,58.00380481829323,1098.3043169324435,1373.8357937852086,58.00380481829323,13,9.199619518170676,Poor (>60km),50.0,3,1.0,50.0,166.00760963658647,0.27576014889798417,0.9319063282999775,1,27.578995220218722
12703152342,474,724,575,48,1.7,0.6546961325966851,1,1,Severe Stress (50%+),0,9,0.0,0,0,6,6,0.0,0,0,0.0,0,0.0,42.9,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,1.8837,-33.33,147.17,378.84923480006717,536.9761824372614,859.8368999036425,808.2488376220861,2924.681982196682,1062.233524012991,2851.1558817194878,281.8881902219836,358.95125207637113,431.7179272749658,364.7059631569611,592.7749164547115,838.7184709543284,934.5739037885061,1565.0162687596523,1830.1755377007944,281.8881902219836,7,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.27624309392265195,0.930939226519337,1,24.414538310412574
30601114004,170,399,425,70,1.3,0.4260651629072681,1,0,Moderate Stress (30-50%),0,3,0.0,0,0,0,0,0.0,0,0,0.0,0,33.3,75.0,0.0,0.0,0.5481335952848723,0.3329999999999999,1.0,24.292671905697446,26.66,Low (0-25),Moderate (25-50),29.491076620825147,Moderate Priority,9.1425,-32.11,153.39,282.14386732733834,995.1805281292144,517.1655976072814,1404.9315614549175,3519.5303848852277,1310.8708190334355,3172.1931949789823,528.7022303173852,292.6128086879183,176.1174493781877,346.83189879906234,1059.7857050429739,455.15520975521116,607.9307234962725,1572.4577816197468,1854.905342317031,176.1174493781877,9,0.0,Poor (>60km),50.0,3,1.0,50.0,200.0,0.5012531328320802,0.9273182957393482,1,24.745538310412574
12104141710,180,410,350,74,1.3,0.4390243902439024,1,0,Moderate Stress (30-50%),18,18,100.0,1,28,31,13,215.3846153846154,18,-10,1.5555555555555556,0,0.0,4.5,0.0,0.0,0.5415848068107401,0.0,0.282051282051282,13.652208956727623,5.641025641025641,Low (0-25),Low (0-25),21.70842778701325,Low Priority,0.0365,-33.45,142.05,848.7150023922604,551.9539712152847,1243.321440328373,357.2963342526534,2449.7984799189585,1145.1642962151525,2595.8342930092563,680.8017175131283,829.4024486919432,907.1108044592976,822.7248741518766,562.5983980769009,1240.5620355182746,1300.977679913569,1647.2817165804286,1875.6597489670764,357.2963342526534,3,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.4878048780487805,0.9268292682926829,1,22.854213893506625
31602158105,366,612,350,58,1.8,0.5980392156862745,1,1,Severe Stress (50%+),3,3,100.0,1,0,8,5,0.0,3,3,0.0,0,0.0,40.0,0.0,0.0,0.550098231827112,0.0,1.0,21.00196463654224,20.0,Low (0-25),Low (0-25),24.90373280943026,Low Priority,1.3162,-31.7,148.8,329.95486484567834,764.6536494731108,622.9017132236229,1012.8325306828588,3099.981788548524,1250.1409609403859,2818.7829811854394,399.3512765066125,312.48325391677423,311.69886419314963,360.59588884124025,823.1932838250176,603.6247647924272,697.629378565767,1397.5309206927436,1671.6478004840003,311.69886419314963,9,0.0,Poor (>60km),50.0,3,1.0,50.0,200.0,0.32679738562091504,0.9248366013071896,1,22.45186640471513
30908155908,255,495,295,21,1.1,0.5151515151515151,1,1,Severe Stress (50%+),114,131,87.02290076335878,1,3,229,116,2.586206896551724,114,111,0.0263157894736842,1,15.3,47.4,0.0,0.0,0.6208251473477406,0.153,0.9913793103448276,23.86029605040309,22.88758620689656,Low (0-25),Low (0-25),29.698872840593456,Moderate Priority,0.5484,-26.97,148.53,808.8874978040641,1251.1011241235499,447.9144113091406,1294.6562096272478,3198.6904497064384,1772.685604271401,2449.500400601431,925.8865540501632,797.0805040760805,732.7467923687184,859.4109346336596,1302.660110767008,494.21956382485814,451.6113489084036,875.0986559510966,1153.00581230519,447.9144113091406,2,0.0,Poor (>60km),50.0,3,1.0,50.0,200.0,0.40404040404040403,0.9191919191919191,1,24.849436420296726
21103126605,225,399,399,46,1.0,0.5639097744360902,1,1,Severe Stress (50%+),0,3,0.0,0,0,9,3,0.0,0,0,0.0,0,100.0,12.5,0.0,0.0,0.5481335952848723,1.0,1.0,30.962671905697448,40.0,Moderate (25-50),Moderate (25-50),38.82907662082515,Moderate Priority,0.349,-37.4,145.1,677.2510812133729,47.5450578284396,1330.0706674661046,644.7260542431827,2729.9030568501466,638.2356091282388,3114.201069757829,430.99703114605904,665.6986734876754,784.5680160794508,617.3878312565412,105.65786551763507,1299.3722423423674,1410.3395767229538,2024.0650255420505,2278.396739906994,47.5450578284396,1,11.227471085780198,Limited (40-60km),52.4549421715604,2,1.15,60.32318349729445,141.4077023995386,0.35440526917177595,0.9183150436078662,1,34.84741633560553
10402108909,360,612,452,83,1.5,0.5882352941176471,1,1,Severe Stress (50%+),223,185,120.54054054054052,1,0,18,10,0.0,223,223,0.0,1,0.0,5.5,0.0,0.0,0.6941715782580222,0.0,1.0,23.883431565160446,20.0,Low (0-25),Low (0-25),30.37851997380484,Moderate Priority,0.2622,-37.66,142.84,864.3275764086168,187.47313530670206,1479.4903794238944,486.3188527209706,2534.061228473143,694.091733489836,3044.5133431228255,621.3657724973754,851.1656797907525,966.4401721981543,807.9288752617491,144.19157224096523,1455.0436151795534,1555.2189342557783,2082.1117890137734,2324.1826719130977,144.19157224096523,11,0.5808427759034771,Poor (>60km),50.0,1,1.2,60.0,200.0,0.32679738562091504,0.9150326797385622,1,27.36351281967346
40203117515,325,575,491,45,1.0,0.5652173913043478,1,1,Severe Stress (50%+),8,4,200.0,1,0,8,4,0.0,8,8,0.0,0,75.0,2.7,0.0,0.0,0.5533726260641781,0.75,1.0,28.567452521283563,35.0,Moderate (25-50),Moderate (25-50),35.52815979043877,Moderate Priority,0.8105,-39.8,139.2,1254.2096374560344,545.8981288085242,1871.0333426369832,544.2649891817243,2268.2649853805037,759.6702657535645,3148.3475539696306,1008.5756635932131,1241.9964587674785,1359.1308150230304,1195.145250233753,482.3591590003308,1848.4939630860686,1944.879352282917,2397.562038014383,2622.4498432342903,482.3591590003308,11,0.0,Poor (>60km),50.0,4,0.9,45.0,200.0,0.34782608695652173,0.9130434782608695,1,26.764079895219385
30102100714,490,756,664,54,1.9,0.6481481481481481,1,1,Severe Stress (50%+),91,105,86.66666666666667,1,0,32,17,0.0,91,91,0.0,1,2.7,43.5,0.0,0.0,0.6077275703994761,0.027,1.0,22.42455140798952,20.54,Low (0-25),Low (0-25),27.47164767518009,Moderate Priority,0.6119,-27.51,147.99,771.0372504361902,1180.0197759528396,496.6490649173543,1214.4237615618435,3129.7852594612805,1710.3443092126233,2445.454205179279,870.8111676075579,757.8044820314524,703.9248811055131,817.3872167081324,1230.4086907313722,535.2395314497762,511.59217003949146,925.227600594187,1199.4264133946297,496.6490649173543,2,0.0,Poor (>60km),50.0,3,1.0,50.0,200.0,0.26455026455026454,0.9126984126984127,1,23.735823837590047
31603142718,490,758,479,79,1.6,0.6464379947229552,1,1,Severe Stress (50%+),248,253,98.02371541501977,1,0,59,29,0.0,248,248,0.0,1,4.2,14.6,0.0,0.0,0.710543549443353,0.042,1.0,24.630870988867063,20.84,Low (0-25),Low (0-25),31.58865487884741,Moderate Priority,0.2317,-32.27,153.23,258.9467733395291,972.0993393336647,534.1229954648356,1385.4183629600368,3501.669216762333,1288.7164168932256,3171.5340199750312,505.5675185069136,269.6019477692048,154.15763063718805,323.5296534176337,1036.709570281512,473.2275435912025,625.1151406279637,1581.9115538750236,1864.3563683386033,154.15763063718805,9,0.0,Poor (>60km),50.0,3,1.0,50.0,200.0,0.2638522427440633,0.9102902374670185,1,25.794327439423704
10201103415,406,669,505,77,1.5,0.6068759342301944,1,1,Severe Stress (50%+),159,142,111.9718309859155,1,0,25,13,0.0,159,159,0.0,1,0.0,10.7,0.0,0.0,0.6522593320235757,0.0,1.0,23.04518664047152,20.0,Low (0-25),Low (0-25),28.785854616895875,Moderate Priority,0.2262,-38.2,147.3,596.1076213410324,209.19995735174038,1306.8096214067627,857.391299988413,2929.048882777373,520.6308305360291,3292.930870452513,363.2245049452639,590.2528500524069,712.4803641570132,528.6514921603095,256.8962947138774,1266.0778703036879,1392.8817276822092,2106.660645777011,2371.0348036983705,209.19995735174038,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.29895366218236175,0.9058295964125561,1,26.392927308447938
11001118601,318,575,275,20,1.0,0.5530434782608695,1,1,Severe Stress (50%+),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,19.7,26.3,0.0,0.0,0.5481335952848723,0.1969999999999999,1.0,22.932671905697447,23.94,Low (0-25),Low (0-25),27.587076620825144,Moderate Priority,1.8617,-37.74,147.76,530.9888556614819,245.94322696305485,1243.3353377017536,877.505667561094,2966.1859733660585,572.9493818630191,3273.801045470617,299.59056277187443,525.2186629747587,647.4108751004452,463.5197288189972,301.4393959525723,1201.9918871665639,1329.7566181347072,2057.0250427175374,2323.3322854067055,245.94322696305485,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.34782608695652173,0.9008695652173913,1,25.793538310412572
20702142406,556,840,532,62,2.1,0.6619047619047619,1,1,Severe Stress (50%+),135,193,69.94818652849742,1,0,9,4,0.0,135,135,0.0,1,4.5,35.3,0.0,0.0,0.6365422396856582,0.045,1.0,23.180844793713167,20.9,Low (0-25),Low (0-25),28.81860510805501,Moderate Priority,0.1567,-37.79,139.71,1123.6239274835598,461.47926562679896,1691.2092889853188,333.321296212568,2263.404956059114,858.0870849041273,2950.474451089813,886.1700961532863,1109.0294239023099,1219.5650634411627,1071.0623776711625,409.676931691697,1674.2800087459218,1760.7378496961323,2172.5230985804697,2395.403831521179,333.321296212568,3,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.23809523809523808,0.8999999999999999,1,25.909302554027505
31305138037,250,500,349,74,1.5,0.5,1,1,Severe Stress (50%+),0,4,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,25.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,0.3526,-26.68,153.82,837.6498690710592,1490.3806093101884,117.92603896095443,1715.590330879761,3707.7545743287874,1895.1178359419275,2871.0172611907283,1055.343316864888,838.2058742342301,722.0249757633896,905.82015598073,1551.9517164742501,154.31382447971575,74.928751048264,1092.5912999761879,1365.598234548672,74.928751048264,13,7.507124895173599,Poor (>60km),50.0,3,1.0,50.0,199.857502096528,0.399715004193056,0.899715004193056,1,24.666675778964652
50102101101,669,966,1062,53,1.4,0.6925465838509317,1,1,Severe Stress (50%+),0,3,0.0,0,0,0,0,0.0,0,0,0.0,0,25.0,72.7,0.0,0.0,0.5481335952848723,0.25,1.0,23.462671905697448,25.0,Low (0-25),Moderate (25-50),28.32907662082515,Moderate Priority,11.7042,-32.44,111.06,3717.1295528592136,3122.9256668103435,4054.814910846671,2555.1276112600654,454.94132784388216,3366.2212287679886,2999.7677907483285,3507.9608741251177,3699.0327987081027,3787.2323071847786,3679.1738595386837,3071.012408442039,4071.170220436025,4088.106236745366,3843.5429767148253,3884.8453216524013,454.94132784388216,4,0.0,Poor (>60km),50.0,5,0.85,42.5,200.0,0.2070393374741201,0.8995859213250518,1,22.664538310412574
11203125457,390,656,497,76,1.4,0.5945121951219512,1,1,Severe Stress (50%+),107,95,112.6315789473684,1,0,12,4,0.0,107,107,0.0,1,6.3,10.1,0.0,0.0,0.6182056319580878,0.063,1.0,22.99411263916176,21.26,Low (0-25),Low (0-25),28.373814014407333,Moderate Priority,0.0196,-37.98,147.52,564.9816862377048,225.11210090841453,1276.4362901146212,866.3944606230821,2946.6332026693713,545.3323912664187,3283.591533276321,332.72397684641294,559.1626548056191,681.3753510505398,497.5212624013761,277.12491009022483,1235.422211260852,1362.6712033418808,2082.79205032261,2348.090967946973,225.11210090841453,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.3048780487804878,0.899390243902439,1,26.186907007203665
40402110219,450,725,725,34,1.0,0.6206896551724138,1,1,Severe Stress (50%+),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,100.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,2.8465,-40.46,133.54,1724.5578495074496,1027.3446756390929,2296.28998925033,759.0181480678964,1841.872701065295,1174.9328549297957,3124.2087299737977,1482.0054444393268,1710.9825284923133,1824.4106673153588,1668.60228748335,965.1732658827615,2281.517288564383,2363.3575084344125,2675.3504554578144,2870.133443487601,759.0181480678964,3,0.0,Poor (>60km),50.0,4,0.9,45.0,200.0,0.27586206896551724,0.896551724137931,1,21.414538310412574
11904138115,0,225,225,71,1.0,0.0,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,100.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,0.2068,-32.7,142.8,792.1704984954304,601.517505787561,1141.9762395536557,460.2697586750066,2525.8734859546394,1199.5526886808493,2558.340200736354,650.1523494751403,772.317013314953,839.4864615660445,773.8409574699821,622.2723636640739,1141.7766233653003,1197.4719248100084,1547.1529890917845,1780.104663627967,460.2697586750066,3,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.8888888888888888,0.8888888888888888,1,24.414538310412574
20605151434,0,225,225,68,1.0,0.0,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,0.1437,-42.91,144.59,1158.18214123299,567.5729930941237,1877.7549072872532,1027.016100531486,2795.647758791021,222.98480577097942,3634.746846334366,934.0423222048252,1154.623430464793,1275.4767585883592,1089.6403513804103,529.6498925633097,1835.6649330386772,1964.1974482271523,2638.1518603903037,2892.301132945724,222.98480577097942,5,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.8888888888888888,0.8888888888888888,1,23.914538310412574
20904143224,0,225,150,62,2.0,0.0,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,0.267,-37.71,139.79,1114.0524724962575,454.8376576178821,1680.1526434249656,327.11930601621646,2268.90089823339,859.2106397711387,2944.486323887012,877.0384501118398,1099.3823507958996,1209.6547291785698,1061.7465974977624,403.89738505810925,1663.3380063277118,1749.60017511666,2161.7353900638645,2384.9205916545416,327.11930601621646,3,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.8888888888888888,0.8888888888888888,1,23.914538310412574
40202103002,0,225,150,44,1.0,0.0,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,100.0,50.0,0.0,0.0,0.5481335952848723,1.0,1.0,30.962671905697448,40.0,Moderate (25-50),Moderate (25-50),38.82907662082515,Moderate Priority,0.4653,-40.23,133.77,1697.7049092104974,1002.7936169421299,2266.034036160446,726.8621205722585,1848.8503396569738,1164.525448617732,3100.755098654027,1455.6917625905419,1683.9746312895038,1796.9432965549881,1642.182916623287,941.0146346206079,2251.616685028591,2332.814542119093,2643.331423294181,2838.4350660917576,726.8621205722585,3,0.0,Poor (>60km),50.0,4,0.9,45.0,200.0,0.8888888888888888,0.8888888888888888,1,28.414538310412574
40401109738,0,225,224,47,2.0,0.0,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,0.4644,-39.57,139.43,1224.889213839984,518.2939139122304,1839.2060604452709,521.2971916495845,2280.7120999554268,755.7344344302888,3129.96721881473,979.5690925803383,1212.5026577216895,1329.2783618050066,1166.2331198147876,455.19630358589853,1816.8866263517816,1912.9116023373172,2366.8460864107437,2592.5032339443446,455.19630358589853,11,0.0,Poor (>60km),50.0,4,0.9,45.0,200.0,0.8888888888888888,0.8888888888888888,1,21.414538310412574
50401104432,200,450,450,68,1.0,0.4444444444444444,1,0,Moderate Stress (30-50%),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,1.5459,-37.13,116.37,3156.9134723398756,2514.619946973134,3583.6028825433364,2009.3695281993512,577.8186191667576,2696.7220221129455,3098.626103864987,2931.9782975952157,3140.184045170329,3239.089837272901,3111.6596208356164,2457.96161835906,3589.6206358164363,3629.1844998837923,3559.3123569392155,3652.228875436935,577.8186191667576,4,0.0,Poor (>60km),50.0,5,0.85,42.5,200.0,0.4444444444444444,0.8888888888888888,1,20.914538310412574
50201102438,374,646,467,81,1.3,0.5789473684210527,1,1,Severe Stress (50%+),330,263,125.47528517110268,1,3,182,84,3.571428571428571,330,327,0.009090909090909,1,0.0,1.0,0.0,0.0,0.762278978388998,0.0,0.988095238095238,25.126531948732342,19.761904761904763,Moderate (25-50),Low (0-25),32.91898213116288,Moderate Priority,0.1503,-37.27,116.23,3168.2315463983145,2524.0195223183487,3597.739661345759,2021.8969130968771,592.4655441025369,2701.964374399263,3118.3800525651354,2942.7269794691088,3151.5632502013127,3250.848867241938,3122.6964924615622,2467.1372902661356,3603.462819642284,3643.6406516711313,3577.210930881167,3670.750338447434,592.4655441025369,4,0.0,Poor (>60km),50.0,5,0.85,42.5,200.0,0.30959752321981426,0.8885448916408669,1,24.95949106558144
11203155204,485,772,526,50,2.1,0.6282383419689119,1,1,Severe Stress (50%+),287,304,94.4078947368421,1,7,169,85,8.235294117647058,287,280,0.024390243902439,1,9.6,41.3,0.0,0.0,0.7314996725605762,0.096,0.9725490196078432,25.31548364728996,21.370980392156863,Moderate (25-50),Low (0-25),33.03118363573327,Moderate Priority,0.3035,-38.01,147.49,569.2280815450549,222.74613906944356,1280.5764974061733,865.0993522746212,2944.21611545453,541.927598685229,3284.8446221223962,336.8769681912821,563.4037022926102,685.618621434007,501.76843687128104,274.2397295309402,1239.601993018552,1366.78876187068,2086.0330788496804,2351.2058842210595,222.74613906944356,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.25906735751295334,0.8873056994818653,1,28.515591817866635
21205132138,483,774,517,61,1.9,0.624031007751938,1,1,Severe Stress (50%+),197,234,84.1880341880342,1,0,40,24,0.0,197,197,0.0,1,9.1,36.1,0.0,0.0,0.6771447282252783,0.091,1.0,24.452894564505566,21.82,Low (0-25),Low (0-25),31.00549967256057,Moderate Priority,0.158,-42.77,144.73,1138.9344084268494,551.480331555401,1858.7286895095754,1020.0999382857299,2802.3153778997325,212.1665994330136,3625.641960224947,915.0406190207328,1135.4042197883432,1256.2307360057325,1070.3881165089124,514.6741508519248,1816.5455080168733,1945.2240258343895,2621.6348342879564,2876.260897605518,212.1665994330136,5,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.25839793281653745,0.8824289405684754,1,27.002749836280287
50401104512,404,687,762,51,1.5,0.5880640465793304,1,1,Severe Stress (50%+),0,21,0.0,0,0,22,10,0.0,0,0,0.0,0,6.7,65.2,0.0,0.0,0.5481335952848723,0.067,1.0,21.63267190569745,21.34,Low (0-25),Low (0-25),25.76707662082515,Moderate Priority,2.2023,-37.13,116.37,3156.9134723398756,2514.619946973134,3583.6028825433364,2009.3695281993512,577.8186191667576,2696.7220221129455,3098.626103864987,2931.9782975952157,3140.184045170329,3239.089837272901,3111.6596208356164,2457.96161835906,3589.6206358164363,3629.1844998837923,3559.3123569392155,3652.228875436935,577.8186191667576,4,0.0,Poor (>60km),50.0,5,0.85,42.5,200.0,0.29112081513828236,0.8791848617176128,1,21.383538310412575
60103101711,398,632,471,55,1.7,0.629746835443038,1,1,Severe Stress (50%+),147,134,109.70149253731344,1,36,164,83,43.373493975903614,147,111,0.2448979591836734,1,18.4,33.5,0.0,0.0,0.6208251473477406,0.184,0.8554216867469879,22.810719814424694,20.78843373493976,Low (0-25),Low (0-25),29.589042346202096,Moderate Priority,0.08,-42.44,147.06,1019.4388554243893,544.3983134683048,1749.918543236718,1110.9096024362336,2978.0914583630465,53.795931912169344,3682.3229552303505,815.9065276040675,1018.79588427431,1135.8382389324515,951.1356621642095,529.0121217195009,1702.7299327803573,1838.650489021755,2577.7110870177935,2840.462022491432,53.795931912169344,5,9.620406808783066,Poor (>60km),50.0,6,0.7,35.0,157.5918638243387,0.24935421491192833,0.8791010503549663,1,24.68064321573597
31603142737,383,664,474,72,1.5,0.5768072289156626,1,1,Severe Stress (50%+),241,209,115.311004784689,1,0,53,28,0.0,241,241,0.0,1,6.8,22.5,0.0,0.0,0.7059593975114604,0.068,1.0,24.79918795022921,21.36,Low (0-25),Low (0-25),31.7784571054355,Moderate Priority,0.1137,-32.28,153.22,257.498366065462,970.6579405154957,535.1994663293721,1384.2041019829608,3500.5564101629043,1287.3330680927952,3171.499863328926,504.12291671034825,268.16633138026043,152.79958150479848,322.0738940947621,1035.268474702601,474.3728784295738,626.2030588511752,1582.513168077617,1864.9563358385094,152.79958150479848,9,0.0,Poor (>60km),50.0,3,1.0,50.0,200.0,0.30120481927710846,0.8780120481927711,1,25.88922855271775
12801153020,725,1062,643,77,1.9,0.6826741996233522,1,1,Severe Stress (50%+),115,178,64.60674157303372,1,0,15,8,0.0,115,115,0.0,1,1.1,21.6,0.0,0.0,0.6234446627373936,0.011,1.0,22.57889325474787,20.22,Low (0-25),Low (0-25),27.84489718402096,Moderate Priority,0.2103,-38.25,147.25,603.1770310865751,206.08565992508142,1313.7162186500816,855.506411379971,2925.0982512776704,515.1072267587988,3295.101715647633,370.16926474744076,597.3151967455694,719.5456363255713,535.7214455757293,252.62437047589873,1273.0461436493376,1399.752374138807,2112.1174773191215,2376.2815528412234,206.08565992508142,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.18832391713747645,0.8709981167608286,1,25.922448592010483
10703114153,650,976,620,76,2.0,0.6659836065573771,1,1,Severe Stress (50%+),76,109,69.72477064220183,1,0,33,20,0.0,76,76,0.0,1,1.7,17.4,0.0,0.0,0.5979043876882777,0.017,1.0,22.12808775376556,20.340000000000003,Low (0-25),Low (0-25),26.958366732154555,Moderate Priority,0.0639,-33.12,147.38,364.6964444372527,565.8828733426369,829.4185518068872,833.3849991260132,2946.521879530171,1085.5057846736956,2845.6677664764934,289.18727035456993,344.6066814988313,410.89501469089737,355.76019493664234,622.1685724369919,808.5034306067201,904.1353680652475,1542.2880060910943,1808.6501530453447,289.18727035456993,7,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.20491803278688525,0.8709016393442623,1,25.47918336607728
20604150414,420,713,414,23,1.6,0.5890603085553997,1,1,Severe Stress (50%+),327,659,49.6206373292868,0,0,1058,528,0.0,327,327,0.0,1,16.4,46.1,0.0,0.0,0.762278978388998,0.1639999999999999,1.0,26.88557956777996,23.28,Moderate (25-50),Low (0-25),35.26260117878193,Moderate Priority,0.0151,-43.01,139.49,1437.7743432375637,740.3038778655414,2114.560064620461,901.8884955906794,2408.1929131866564,637.8296094388149,3496.9661979581188,1194.1284843911847,1429.5584724251105,1551.6177022772079,1372.137556309243,678.9374418375604,2083.018256020688,2194.7348645523202,2728.7804893229054,2961.617931926468,637.8296094388149,5,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.2805049088359046,0.8695652173913043,1,29.131300589390964
