SA1_CODE_2021,Median_rent_weekly,Median_tot_hhd_inc_weekly,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,rent_to_income_ratio,rental_stress,severe_rental_stress,stress_category,low_income_households,total_households,low_income_pct,high_low_income_concentration,public_housing_dwellings,total_rental_dwellings,total_dwellings,public_housing_rate,estimated_demand,public_housing_gap,supply_demand_ratio,critical_housing_gap,unemployment_rate,labour_force_participation,norm_rent_income_ratio,norm_low_income_pct,norm_public_housing_gap,norm_unemployment,norm_public_housing_rate,rental_stress_score,displacement_risk_score,stress_risk_category,displacement_risk_category,investment_priority_score,investment_priority,Area sqkm,latitude,longitude,dist_to_0,dist_to_1,dist_to_2,dist_to_3,dist_to_4,dist_to_5,dist_to_6,dist_to_7,dist_to_8,dist_to_9,dist_to_10,dist_to_11,dist_to_12,dist_to_13,dist_to_14,dist_to_15,nearest_employment_center_km,nearest_center_name,employment_accessibility_score,accessibility_category,estimated_pt_quality,state_code,pt_multiplier,public_transport_score,estimated_weekly_transport_cost,transport_to_income_ratio,housing_transport_burden,severe_combined_burden,optimal_location_score
70103103501,0,75,2167,48,1.0,0.0,0,0,No Data,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,55.6,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,70.2432,-19.74,134.26,2295.2647764969597,2260.3122390229078,2092.955673279857,1741.8982608036195,2281.7264241860366,2848.9311451360836,887.4160878943487,2260.5853174472263,2276.5326694117884,2274.0605941571653,2312.6602231813667,2267.1862102898485,2148.9569912292295,2067.1186884750387,1316.9665037976913,1255.2453464360533,887.4160878943487,6,0.0,Poor (>60km),50.0,7,0.6,30.0,200.0,2.6666666666666665,2.6666666666666665,1,18.414538310412574
30908126232,713,350,1062,61,1.0,2.037142857142857,1,1,Severe Stress (50%+),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,60.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,0.3855,-26.93,148.57,811.9212236033751,1256.4066954259765,444.64725900079026,1300.6077917657224,3203.8307138041514,1777.3516361877653,2449.9213214232423,930.1014009558467,800.2183720475721,735.1681734657667,862.7249014276603,1308.0462226532047,491.54438139515213,447.40194999812667,871.577420905718,1149.7284961125126,444.64725900079026,2,0.0,Poor (>60km),50.0,3,1.0,50.0,200.0,0.5714285714285714,2.6085714285714285,1,22.414538310412574
40203103602,1269,625,537,41,3.0,2.0304,1,1,Severe Stress (50%+),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,16.7,75.0,0.0,0.0,0.5481335952848723,0.1669999999999999,1.0,22.63267190569745,23.34,Low (0-25),Low (0-25),27.16707662082515,Moderate Priority,2.1986,-40.23,138.77,1309.1506401095794,598.4931673920811,1930.4100725233118,589.68828982696,2246.3850344427156,770.2140476491771,3183.4853397900815,1063.0584634715206,1297.2479091297403,1414.9904321972506,1249.3838294312682,534.3974575612204,1907.4670382671845,2004.514987415218,2455.0937388978127,2678.60400933624,534.3974575612204,11,0.0,Poor (>60km),50.0,4,0.9,45.0,200.0,0.32,2.3504,1,22.583538310412575
21205132751,801,428,419,88,1.1,1.871495327102804,1,1,Severe Stress (50%+),232,136,170.58823529411765,1,0,0,0,0.0,232,232,0.0,1,0.0,0.0,0.0,0.0,0.7000654878847413,0.0,1.0,24.001309757694827,20.0,Low (0-25),Low (0-25),30.60248853962017,Moderate Priority,0.0336,-42.84,144.66,1148.5594442208871,559.4992742671848,1868.2418732126814,1023.513202368642,2798.9609979875722,217.4354121879959,3630.180598044218,924.5406328325205,1145.0147576932798,1265.8549245562174,1080.0154291820925,522.123891950577,1826.105730059629,1954.710613982291,2629.8870865358676,2884.2742700275717,217.4354121879959,5,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.4672897196261682,2.3387850467289724,1,26.801244269810084
21205132410,770,450,1249,46,1.0,1.711111111111111,1,1,Severe Stress (50%+),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,100.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,1.317,-42.85,144.65,1149.934259736303,560.6493688879168,1869.600888969787,1024.0081521983093,2798.4851563775474,218.2115041579658,3630.8312317644945,925.8979188444112,1146.387541022756,1267.2296176618224,1081.390565770647,523.1944474583171,1827.4713943325032,1956.0658627456514,2631.067005794334,2885.4201424401567,218.2115041579658,5,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.4444444444444444,2.1555555555555554,1,23.914538310412574
21105127715,692,450,450,46,1.3,1.5377777777777777,1,1,Severe Stress (50%+),0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,50.0,66.7,0.0,0.0,0.5481335952848723,0.5,1.0,25.962671905697444,30.000000000000004,Moderate (25-50),Moderate (25-50),31.82907662082515,Moderate Priority,0.8051,-37.3,145.2,663.7465169193705,60.8078692928776,1315.8777744559363,648.6034251264489,2737.9658920970637,646.4763062152879,3109.208584534287,417.6387555024847,652.0887349021856,770.8017934775185,604.1350675692225,119.86133799312931,1285.1678966243749,1396.1726743579159,2012.2096010968075,2267.016821403093,60.8078692928776,1,8.91921307071224,Poor (>60km),50.0,2,1.15,57.49999999999999,171.6157385857552,0.38136830796834487,1.9191460857461227,1,30.090302231626247
21001122805,1500,900,949,65,1.0,1.6666666666666667,1,1,Severe Stress (50%+),0,3,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,100.0,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,0.9626,-42.8,144.7,1143.0597064915603,554.9101478925044,1862.805781792962,1021.5517253454132,2800.872756875143,214.38891867164756,3627.583701670312,919.1118361516451,1139.5232457108816,1260.3556731447895,1074.514396639604,517.8573330580348,1820.6428668025299,1949.2896713819298,2625.1699697967124,2879.6935380967902,214.38891867164756,5,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.2222222222222222,1.8888888888888888,1,23.914538310412574
21304135907,1500,933,774,43,1.3,1.607717041800643,1,1,Severe Stress (50%+),0,8,0.0,0,0,0,0,0.0,0,0,0.0,0,30.0,76.9,0.0,0.0,0.5481335952848723,0.3,1.0,23.962671905697448,26.0,Low (0-25),Moderate (25-50),29.029076620825148,Moderate Priority,4.661,-37.48,140.02,1086.6523702618244,436.73217191290394,1648.3405513108116,310.9718011587172,2285.019972894285,863.1754742238915,2927.495051841947,851.0049881410044,1071.760771056273,1181.2379568977437,1035.1144054625238,388.5564270462932,1631.8608226585493,1717.551404032333,2130.7539698392447,2354.8330538502764,310.9718011587172,3,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.21436227224008575,1.8220793140407288,1,26.014538310412576
12203169217,1520,944,660,67,1.9,1.6101694915254237,1,1,Severe Stress (50%+),191,250,76.4,1,0,21,10,0.0,191,191,0.0,1,5.9,34.2,0.0,0.0,0.673215455140799,0.059,1.0,24.05430910281597,21.180000000000003,Low (0-25),Low (0-25),30.408187295350363,Moderate Priority,0.1541,-37.58,147.92,508.306087068892,261.44167758497747,1221.2908448029652,885.6386650362233,2979.4322654903435,591.7056389595175,3267.5068900999595,277.6155211421946,502.5751577742455,624.7505899102534,440.8284296391958,318.7026603946295,1179.7146551206677,1307.8415569470449,2040.0105886448343,2306.9888280437012,261.44167758497747,1,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.211864406779661,1.8220338983050848,1,27.20409364767518
11903137209,1846,1125,450,49,1.2,1.6408888888888888,1,1,Severe Stress (50%+),0,4,0.0,0,0,8,4,0.0,0,0,0.0,0,0.0,41.7,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,0.2919,-32.76,147.74,345.1227836832069,615.7843746536495,777.1982641066256,877.4316692462394,2984.4921166010413,1126.1057813145333,2837.1567179853455,308.1866995505446,324.97506629840797,378.01699648562663,345.92588027528745,672.7887957501944,756.650066579324,851.8912257534032,1504.0517680903417,1772.4570841596128,308.1866995505446,7,0.0,Poor (>60km),50.0,1,1.2,60.0,200.0,0.17777777777777778,1.8186666666666667,1,24.414538310412574
50603112601,208,225,349,60,1.5,0.9244444444444444,1,1,Severe Stress (50%+),0,6,0.0,0,0,0,0,0.0,0,0,0.0,0,50.0,40.0,0.0,0.0,0.5481335952848723,0.5,1.0,25.962671905697444,30.000000000000004,Moderate (25-50),Moderate (25-50),31.82907662082515,Moderate Priority,6.6779,-37.34,116.16,3173.9019343053665,2528.7443442556846,3604.8099390446214,2028.1861784136024,599.909889353968,2704.614983681028,3128.254477094391,2948.1165891569203,3157.264255585115,3256.7379496719623,3128.227377986365,2471.7518216237368,3610.386346501442,3650.869703418507,3586.1546955324916,3680.0043666997412,599.909889353968,4,0.0,Poor (>60km),50.0,5,0.85,42.5,200.0,0.8888888888888888,1.8133333333333332,1,24.414538310412574
31605154308,800,575,900,33,2.6,1.391304347826087,1,1,Severe Stress (50%+),0,4,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,44.4,0.0,0.0,0.5481335952848723,0.0,1.0,20.962671905697448,20.0,Low (0-25),Low (0-25),24.82907662082515,Low Priority,10.4694,-32.07,153.43,287.9493497055719,1000.9562572009166,513.0080734940906,1409.8344545818916,3524.01212180951,1316.415461358355,3172.3911276251597,534.4918959971404,298.37662161743225,181.66499915872325,352.66039133101276,1065.5601180498406,450.7156389495437,603.7025687438096,1570.145385348174,1852.5865755498376,181.66499915872325,9,0.0,Poor (>60km),50.0,3,1.0,50.0,200.0,0.34782608695652173,1.7391304347826086,1,22.414538310412574
21005124304,437,383,649,48,1.3,1.1409921671018275,1,1,Severe Stress (50%+),0,11,0.0,0,0,5,5,0.0,0,0,0.0,0,11.1,90.0,0.0,0.0,0.5481335952848723,0.111,1.0,22.072671905697447,22.22,Low (0-25),Low (0-25),26.383076620825147,Moderate Priority,2.7609,-42.61,144.89,1116.9258563041392,533.3714010916724,1836.984111516357,1012.6401569326212,2810.136345388827,201.2964765101745,3615.372294405882,893.3336413884787,1113.4306496633794,1234.2240392303377,1048.3741723217104,497.95206881037353,1794.6900853099978,1923.5417390651617,2602.8204705121534,2857.9961240667835,201.2964765101745,5,0.0,Poor (>60km),50.0,2,1.15,57.49999999999999,200.0,0.5221932114882507,1.6631853785900783,1,24.691538310412575
