SAL_CODE_2021,Suburb_Name,Median_mortgage_repay_monthly,Median_rent_weekly,Manager_Concentration_Pct,Manager_Plus_Professional_Pct,Median_tot_prsnl_inc_weekly,Total_Population,Total_Employed
SAL13383,Riverstone,2513,450,11.183225162256614,33.624563155267104,898,8627,4006
SAL13385,Riverview (NSW),4333,1000,25.209003215434084,67.13826366559485,1417,3148,1555
SAL13386,Riverwood,2167,300,8.77155172413793,31.831896551724135,564,12793,4640
SAL13394,Rockdale,2167,460,9.60401131396246,32.12908202622782,801,15475,7778
SAL13410,Rooty Hill,2167,420,7.7861445783132535,27.39457831325301,742,16176,6640
SAL13411,Ropes Crossing,2300,480,10.274390243902438,31.21951219512195,958,7280,3280
SAL13412,Rose Bay (NSW),3250,630,24.017295597484274,61.83176100628931,1398,9911,5088
SAL13419,Rosebery (NSW),2600,580,17.63046544428773,52.3528657520195,1158,13533,7799
SAL13422,Rosehill (NSW),1997,390,9.808853118712275,36.820925553319924,899,4047,1988
SAL13423,Roselands,2281,410,12.63113722198909,34.72513638271087,666,12356,4766
SAL13424,Rosemeadow,1933,380,9.341500765696784,23.001531393568147,703,8007,3265
SAL13426,Roseville,3651,600,20.558725162305723,65.02065709226834,1203,10340,5083
SAL13444,Rouse Hill,2730,500,17.28040809819863,45.59222062808863,1089,11349,6273
SAL13450,Rozelle,3500,650,26.363453411149123,67.59911450996177,1652,8553,4969
SAL13458,Ruse,2000,410,10.208248264597795,25.153123723968967,759,5632,2449
SAL13459,Rushcutters Bay,2600,450,20.21857923497268,64.8224043715847,1480,2335,1464
SAL13462,Russell Lea,3290,520,22.50199840127898,56.11510791366906,1133,4920,2502
SAL13464,Rutherford,1733,360,7.950089126559715,18.41354723707665,711,13091,5610
SAL13468,Rydalmere,2500,430,13.702359346642467,40.29038112522686,792,7274,3306
SAL13469,Ryde,2500,465,15.89359218529213,50.138231860908036,983,31907,16277
SAL13478,Salamander Bay,1733,380,10.954263128176171,26.70807453416149,600,4991,1771
SAL13485,San Remo (NSW),1625,380,7.606885063853415,17.046085508051082,658,4434,1801
SAL13487,Sanctuary Point,1545,360,9.535714285714286,22.464285714285715,558,7874,2800
SAL13494,Sandy Beach,1810,420,10.70615034168565,29.081245254365985,763,2913,1317
SAL13504,Sans Souci,2700,500,17.21771678103556,41.92139737991266,859,10864,4809
SAL13506,Sapphire Beach,2174,475,18.95734597156398,46.91943127962085,955,2660,1266
SAL13507,Saratoga,2167,485,13.818722139673106,37.98910351659237,869,3982,2019
SAL13513,Sawtell,1733,380,12.36749116607774,41.57832744405183,750,3788,1698
SAL13517,Schofields,2600,540,13.275594622543952,47.35005170630817,1162,15213,7736
SAL13518,Scone,1603,290,10.337477797513321,24.795737122557725,802,5824,2815
SAL13524,Seaforth (NSW),4333,875,28.20292347377472,63.80051590713671,1263,7384,3489
SAL13531,Sefton,2000,425,9.699321047526672,32.54122211445199,555,6300,2062
SAL13533,Seven Hills (NSW),2200,400,10.523923173087852,35.58358904420957,780,20095,8799
SAL13547,Shell Cove,2386,600,14.270585120465979,37.30473921101403,931,7591,3777
SAL13548,Shellharbour,2167,420,9.951456310679612,29.67233009708738,741,3520,1648
SAL13555,Shoalhaven Heads,1950,365,11.749571183533448,34.305317324185246,612,3248,1166
SAL13557,Shortland,1679,377,5.803996194100856,24.1674595623216,681,4537,2102
SAL13559,Silverdale (NSW),2600,500,13.234689683518292,27.45581586518701,1024,4543,2433
SAL13562,Silverwater (Parramatta - NSW),2167,450,13.043478260869565,37.80718336483932,857,3600,1058
SAL13564,Singleton (NSW),1733,300,9.511784511784512,22.516835016835017,736,5185,2376
SAL13565,Singleton Heights,1733,320,6.325167037861916,17.50556792873051,796,4896,2245
SAL13575,Smithfield (NSW),2167,400,8.856988082340195,23.99783315276273,479,13160,3692
SAL13595,South Coogee,4000,207,23.817496860611133,59.31352030138133,958,5611,2389
SAL13598,South Grafton,1144,280,8.51063829787234,20.138545274616526,526,6288,2021
SAL13599,South Granville,2167,263,7.900852052672347,28.350116189000772,441,5829,1291
SAL13603,South Hurstville,2383,500,13.503813369223867,39.2552714221624,721,5221,2229
SAL13610,South Nowra,2000,398,11.395819285232637,28.792987188132162,830,3165,1483
SAL13612,South Penrith,2167,420,10.379384395132426,26.98639942734431,828,12005,5588
SAL13613,South Tamworth,1170,260,6.351132686084142,16.2621359223301,626,6621,2472
SAL13614,South Turramurra,3500,795,23.398858592263792,61.76284083703234,1058,3208,1577
SAL13615,South Wentworthville,2260,450,12.548262548262548,36.67953667953668,726,6913,2590
SAL13616,South West Rocks,1517,323,11.077481840193705,26.634382566585955,533,5058,1652
SAL13617,South Windsor,2000,360,9.774723176785033,23.1004200076365,763,5948,2619
SAL13621,Speers Point,2167,393,13.483831604636972,39.65832824893227,851,3400,1639
SAL13628,Spring Farm (NSW),2500,510,11.699111699111699,30.580230580230584,1118,9868,5291
SAL13638,Springdale Heights,1517,253,9.828674481514877,21.46077547339946,656,2644,1109
SAL13639,Springfield (Central Coast - NSW),2120,390,12.147806004618937,37.274826789838336,805,4310,2165
SAL13644,Springwood (NSW),2143,400,13.696109358569927,46.76656151419558,855,8423,3804
SAL13646,St Andrews (NSW),2000,400,9.09456740442656,23.903420523138834,743,5785,2485
SAL13647,St Clair (Penrith - NSW),2167,440,9.488666315234582,23.27886136004217,849,19942,9485
SAL13651,St Georges Basin,1690,350,11.975524475524475,25.699300699300696,545,3215,1144
SAL13652,St Helens Park,1966,400,9.025032938076416,22.266139657444008,794,6647,3036
SAL13654,St Ives (NSW),3467,688,23.38314405260012,61.6258218768679,1077,18384,8365
SAL13655,St Ives Chase,4223,950,24.077800134138165,61.3682092555332,1025,3283,1491
SAL13656,St Johns Park,2089,450,9.010339734121123,30.034465780403742,485,6302,2031
SAL13657,St Leonards (NSW),2600,600,21.153048527581916,69.6391538780589,1627,7212,4822
SAL13658,St Marys (NSW),1847,365,7.180952380952381,20.704761904761902,754,13256,5250
SAL13659,St Peters (NSW),2860,650,20.182724252491692,60.21594684385382,1465,3629,2408
SAL13664,Stanhope Gardens,2700,580,16.694915254237287,49.936440677966104,1050,9349,4720
SAL13665,Stanmore (NSW),3000,490,16.677524429967427,61.758957654723126,1283,7619,4605
SAL13677,Stockton (NSW),2000,370,11.129753914988815,34.78747203579418,753,4046,1788
SAL13690,Strathfield (NSW),2765,480,12.352059925093634,45.27340823970037,815,25915,13350
SAL13691,Strathfield South,2400,460,15.35365152386429,48.53364002300172,870,3636,1739
SAL13699,Suffolk Park,2383,700,17.326502095947834,45.03959012575687,894,4222,2147
SAL13702,Summer Hill (Inner West - NSW),2708,460,16.49317603516077,61.1380985426787,1317,7288,4323
SAL13705,Summerland Point,1730,400,10.966542750929369,23.3271375464684,646,2708,1076
SAL13714,Surry Hills,2839,550,20.239627685909493,66.23428062184374,1442,15828,10099
SAL13715,Sussex Inlet,1511,310,10.773240660295395,22.589052997393573,494,3888,1151
SAL13716,Sutherland (NSW),2167,450,13.056287796557605,43.78973484261125,1109,11570,6449
SAL13726,Swansea (NSW),1908,330,9.321566464423608,22.9453943739658,569,5044,1813
SAL13730,Sydney,2691,600,15.605686032138443,47.733827770910594,971,16667,9708
SAL13731,Sydney Olympic Park,2400,520,16.88358640636298,55.169920462762114,1135,4848,2766
SAL13732,Sylvania,2730,530,18.37253655435474,42.53019707565162,840,10749,4719
SAL13733,Sylvania Waters,3000,600,23.441558441558442,44.8051948051948,920,3200,1540
SAL13742,Tahmoor,2167,410,10.522360015031943,23.900789177001126,792,5777,2661
SAL13747,Tallawong,3000,575,14.113496030579242,45.31020288150544,1137,6570,3401
SAL13764,Tanilba Bay,1517,380,7.568027210884354,19.302721088435373,582,3237,1176
SAL13779,Taree,1300,289,8.563134978229318,24.328737300435414,544,16715,5512
SAL13790,Tatton,1939,385,14.558823529411766,41.61764705882353,1009,2560,1360
SAL13795,Telarah,1500,300,7.197696737044145,20.72936660268714,689,2318,1042
SAL13797,Telopea,2300,370,12.37159446181331,42.3403305046896,699,5356,2239
SAL13799,Temora,1183,240,14.405525407005426,29.896398618648252,645,4706,2027
SAL13800,Tempe,3000,600,18.137520303194368,51.543042772062805,1067,3550,1847
SAL13802,Tenambit,1625,345,8.591885441527445,24.26412092283214,638,3088,1257
SAL13807,Tenterfield,1192,250,17.87375415282392,32.35880398671097,517,4067,1505
SAL13808,Teralba,2167,363,10.401891252955082,32.15130023640662,843,2654,1269
SAL13817,Terranora,2167,540,13.834227787716161,36.612999403697074,831,3365,1677
SAL13819,Terrey Hills,3033,600,19.786096256684495,45.655080213903744,973,3142,1496
SAL13820,Terrigal,2492,520,16.86985172981878,45.551894563426686,906,12730,6070
SAL13834,The Entrance,1733,360,11.260957518543494,25.758597437626435,599,4244,1483
SAL13842,The Hill,2167,390,10.581222056631892,54.47093889716841,1147,2076,1342
SAL13847,The Oaks,2383,400,14.858645627876395,29.84878369493754,910,2982,1521
SAL13851,The Ponds,3000,643,17.57722747000255,53.40822057697218,1207,16315,7834
SAL13863,Thirlmere,2300,420,12.735229759299783,27.527352297592998,782,4986,2285
SAL13864,Thirroul,2600,540,16.62877557648587,52.549529067879185,974,6348,3079
SAL13866,Thornleigh,2800,530,17.408637873754156,55.45957918050941,1025,8898,4515
SAL13867,Thornton (NSW),1800,400,8.971668415529905,24.484085344526058,887,10690,5718
SAL13869,Thrumster,2080,460,13.490725126475548,35.91905564924115,882,2382,1186
SAL13873,Thurgoona,1625,360,11.419918047389988,34.13504364867273,906,11028,5613
SAL13892,Tingira Heights,1887,400,9.807692307692308,28.076923076923077,826,2043,1040
SAL13905,Tolland,1300,220,7.457121551081284,20.581655480984338,666,3459,1341
SAL13925,Toongabbie (NSW),2167,420,10.675767918088736,38.56655290102389,843,16177,7325
SAL13930,Toormina,1517,335,8.658008658008658,23.333333333333332,590,6171,2310
SAL13936,Toronto,1616,320,10.874818753020783,28.757854035766073,581,5973,2069
SAL13943,Toukley,1742,340,8.959899749373433,24.561403508771928,606,4557,1596
SAL13947,Towradgi,2300,350,11.037673496364839,34.699272967614014,725,3241,1513
SAL13980,Tumbi Umbi,2146,410,13.058273075287111,32.0289238621863,739,5369,2351
SAL13984,Tumut,1300,245,9.678558813140233,24.196397032850584,655,6613,2831
SAL13987,Tuncurry,1322,310,9.024134312696747,23.084994753410285,499,6376,1906
SAL13991,Tura Beach,1625,420,13.013168086754453,33.53989155693261,659,3405,1291
SAL13998,Turramurra,3484,590,21.904149244129943,64.6027661627533,1144,12850,6218
SAL14000,Turrella,2500,520,11.447260834014719,37.85772690106296,840,2673,1223
SAL14001,Turvey Park,1517,338,10.765171503957784,39.577836411609496,912,3572,1895
SAL14002,Tweed Heads,1733,403,10.030820958251612,29.92434855701877,660,9176,3569
SAL14003,Tweed Heads South,1733,390,8.769497400346621,22.357019064124785,561,7941,2885
SAL14004,Tweed Heads West,1664,350,8.44316309719934,23.68204283360791,612,6176,2428
SAL14021,Ulladulla,1579,340,11.512415349887133,25.319789315274644,564,7262,2658
SAL14024,Ultimo,2500,500,12.120445344129555,46.43218623481781,772,7410,3952
SAL14025,Umina Beach,2100,400,13.29713171818435,32.971317181843496,688,17372,7182
SAL14026,Unanderra,1950,285,7.926829268292683,27.134146341463417,563,5476,1968
SAL14069,Uralla (NSW),1267,250,11.589113257243195,26.865671641791046,628,2728,1139
SAL14079,Urunga,1647,340,12.789699570815449,31.502145922746784,590,3185,1165
SAL14083,Valentine,2096,490,13.880014199503018,41.10756123535676,904,5773,2817
SAL14089,Vaucluse,4200,700,26.169922762380736,64.49341208541573,1393,9510,4402
SAL14092,Villawood,2167,210,7.246376811594203,24.571805006587617,435,7051,1518
SAL14093,Vincentia,2000,425,15.898058252427186,45.14563106796117,797,3870,1648
SAL14098,Wadalba,2167,480,10.594315245478036,28.06201550387597,805,4204,1935
SAL14101,Wagga Wagga,1517,295,12.048192771084338,39.70427163198247,819,7198,3652
SAL14103,Wahroonga,3467,600,20.83030743161462,61.05059307673687,1042,17853,8262
SAL14104,Waitara,2200,490,14.098875228877844,56.84017787078211,1055,7837,3823
SAL14107,Wakeley,2058,450,8.930817610062892,30.31446540880503,502,4893,1590
SAL14111,Walcha,1083,203,29.57619477006312,41.2082957619477,701,2475,1109
SAL14136,Wallsend,1733,375,8.820598006644518,30.913621262458474,700,13244,6020
SAL14140,Wamberal,2500,500,16.28237973242243,44.03643609450612,944,6991,3513
SAL14153,Wangi Wangi,1830,340,11.140350877192983,30.789473684210527,680,2920,1140
SAL14159,Waratah (NSW),1827,350,8.680704770090244,37.34422002578427,785,4927,2327
SAL14160,Waratah West,1853,390,7.9651524579962665,33.665214685749845,686,3142,1607
SAL14169,Warilla,1733,300,8.708272859216255,19.835510401548138,531,6226,2067
SAL14171,Warners Bay,2058,420,11.13418115753958,36.04983130028549,766,8237,3853
SAL14183,Warrawee,3500,650,21.79239200515796,66.08639587362991,1153,3170,1551
SAL14185,Warrawong,1725,270,8.114199849737041,18.482344102178814,481,4659,1331
SAL14191,Warriewood,3077,750,19.386028523084363,45.564418660865364,1060,8379,4137
SAL14192,Warrimoo,2167,400,12.558139534883722,44.10852713178294,1018,2452,1290
SAL14195,Warwick Farm,1577,327,5.7251908396946565,25.0,601,6135,2096
SAL14199,Watanobbi,1710,380,7.854406130268199,21.711366538952745,639,3980,1566
SAL14201,Waterloo (NSW),2500,530,17.74654074236767,58.873270371183835,1172,16379,9106
SAL14210,Wattle Grove (NSW),2200,500,12.67697669353082,37.39925942060553,1010,8886,4591
SAL14214,Wauchope,1517,350,8.667476711219118,19.441069258809236,585,6589,2469
SAL14217,Waverley (NSW),3731,630,21.550530687586527,64.74388555606829,1407,4216,2167
SAL14219,Waverton,3053,600,20.761245674740483,69.20415224913495,1528,2981,1734
SAL14238,Wellington (NSW),936,230,7.021604938271605,18.82716049382716,552,4096,1296
SAL14243,Wentworth Falls,2080,430,13.7904468412943,45.993836671802775,740,6428,2596
SAL14244,Wentworth Point,2251,500,17.213224467942712,55.98982733235176,1196,12703,7471
SAL14245,Wentworthville,2171,425,10.194106968300517,45.761765116603826,919,15098,7161
SAL14252,Werrington,1950,360,7.3788073788073785,24.324324324324326,806,5328,2331
SAL14253,Werrington County,2167,415,9.521158129175946,22.93986636971047,863,3698,1796
SAL14254,Werrington Downs,2167,425,10.817455439459128,25.199754148740013,922,3221,1627
SAL14256,West Albury,1365,255,13.440197287299629,37.6078914919852,794,3872,1622
SAL14257,West Ballina,1863,370,11.933797909407666,26.56794425087108,601,3230,1148
SAL14258,West Bathurst,1443,310,6.429463171036205,24.21972534332085,729,3634,1602
SAL14263,West Hoxton,2383,530,11.943587483472895,31.599823710885854,779,10152,4538
SAL14264,West Kempsey,1170,290,8.269631688672689,21.751216122307156,493,5073,1439
SAL14266,West Pennant Hills,3033,641,20.287384315635656,58.63370677057964,1032,16620,8212
SAL14267,West Pymble,3467,800,23.328380386329865,61.25557206537891,1107,5441,2692
SAL14268,West Ryde,2500,400,13.042813455657493,48.70030581039755,901,13171,6540
SAL14269,West Tamworth,1300,275,7.566999474513926,19.915922228060957,624,5471,1903
SAL14270,West Wallsend,1863,400,7.335640138408304,23.391003460207614,763,2981,1445
SAL14272,West Wollongong,2123,370,11.20584652862363,38.65205034510759,759,5223,2463
SAL14273,West Wyalong,1253,230,13.295615275813297,26.8033946251768,778,3037,1414
SAL14276,Westdale (Tamworth Regional - NSW),1517,350,7.8431372549019605,15.756302521008402,845,2963,1428
SAL14277,Westleigh,3000,705,19.79895104895105,58.12937062937063,1022,4501,2288
SAL14278,Westmead,2000,410,9.571756308947235,52.95692072393577,974,16555,7846
SAL14279,Weston (NSW),1517,320,7.439024390243902,16.097560975609756,635,4088,1640
SAL14281,Wetherill Park,2000,480,10.303587856485741,27.782888684452622,536,6412,2174
SAL14283,Whalan,1733,300,5.983960518198643,14.18877236273905,506,5929,1621
SAL14285,Wheeler Heights,3198,750,17.87773933102653,42.272202998846595,1027,3232,1734
SAL14293,Whitebridge,2167,410,12.938747419132829,41.63799036476256,933,2900,1453
SAL14305,Wilberforce (NSW),2364,410,15.424164524421593,29.82005141388175,915,2957,1556
SAL14310,Wiley Park,1700,350,7.294041028980788,24.584825789645066,551,10016,3071
SAL14320,Willoughby (NSW),3500,583,22.936038320653708,62.35559312482389,1264,7124,3549
SAL14329,Wilton (NSW),2600,580,17.40273396424816,35.17350157728706,1149,3767,1902
SAL14342,Windradyne,1635,350,10.379746835443038,29.55696202531646,843,3309,1580
SAL14350,Wingham,1371,306,8.724155320221886,22.54160363086233,577,5395,1983
SAL14352,Winmalee,2167,450,12.706837339993756,39.05713393693412,908,6388,3203
SAL14353,Winston Hills,2681,530,18.176924457204375,47.81984568455051,907,12123,5573
SAL14371,Wolli Creek,2383,540,12.509761049508041,48.97704201155708,1071,10654,6403
SAL14375,Wollongbar,1842,420,12.173913043478262,34.223602484472046,792,3261,1610
SAL14376,Wollongong,1950,410,11.953132382122272,43.55097798355854,836,20446,10583
SAL14377,Wollstonecraft,2711,576,21.231380337636544,69.75173783515393,1590,8115,5035
SAL14395,Woodberry,1300,320,5.683836589698046,13.49911190053286,579,3024,1126
SAL14396,Woodbine (NSW),2029,400,9.63302752293578,26.238532110091743,715,2780,1090
SAL14399,Woodcroft (NSW),2275,470,10.412926391382406,37.31298623578695,861,6597,3342
SAL14420,Woolgoolga,1733,360,18.858954041204438,33.71632329635499,636,6151,2524
SAL14422,Woollahra,4000,670,23.501070663811564,72.18950749464668,1638,7189,3736
SAL14424,Woolloomooloo,3000,500,24.517374517374517,64.81660231660231,1368,3792,2072
SAL14428,Woolooware,2600,550,16.959887403237158,43.94792399718508,1131,5060,2842
SAL14433,Woongarrah,2167,510,12.620320855614972,31.087344028520498,806,5962,2805
SAL14434,Woonona,2200,395,13.473534129388701,41.56121903404028,788,12374,5611
SAL14438,Woronora,3000,580,18.766999093381685,44.60562103354488,1027,2043,1103
SAL14440,Woronora Heights,2600,750,16.05703657780533,38.313701177929325,1016,2781,1613
SAL14441,Worrigee,1733,390,9.026622296173045,22.04658901830283,735,5384,2404
SAL14443,Woy Woy,1900,380,10.464833292771964,29.666585543927965,605,11072,4109
SAL14456,Wyee,1950,360,11.608623548922056,23.217247097844112,623,2909,1206
SAL14463,Wyoming,1950,390,10.770328102710414,31.43128863528293,686,10111,4206
SAL14464,Wyong,1632,350,10.891681627767804,26.152004787552364,608,4530,1671
SAL14471,Yagoona,2167,400,9.450726978998384,29.838449111470112,524,19651,6190
SAL14476,Yamba (NSW),1630,400,13.196611680784665,32.72403031654035,602,6405,2243
SAL14503,Yarrawarrah,2730,520,15.336134453781513,44.11764705882353,1020,2775,1428
SAL14511,Yass,1773,340,12.69004033509153,31.27520943220602,867,6763,3223
SAL14536,Young,1300,250,12.757106540328172,25.883984284723827,656,10610,4327
SAL14537,Yowie Bay,3200,750,21.09020116807268,48.73458792991564,1085,3053,1541
SAL14542,Zetland,2642,600,17.353165522501907,58.02186625985253,1262,12622,7866
SAL20002,Abbotsford (Vic.),2167,425,17.670682730923694,61.54216867469879,1354,9088,6225
SAL20003,Aberfeldie,2600,440,19.59981809913597,49.20418371987267,1053,3925,2199
SAL20011,Aintree,2167,420,10.171662823469127,33.307712016397645,980,7982,3903
SAL20015,Airport West,2085,401,14.255014326647563,37.70296084049666,883,8173,4188
SAL20017,Albanvale,1500,325,4.704752760441671,16.13058089294287,488,5641,2083
SAL20018,Albert Park (Vic.),3500,590,26.73076923076923,65.12820512820512,1333,6044,3120
SAL20021,Albion (Vic.),1700,301,8.706345302508609,28.184948352188883,708,4334,2033
SAL20022,Alexandra (Vic.),1300,240,13.518197573656845,28.162911611785095,629,2801,1154
SAL20023,Alfredton,1608,365,11.556006082108464,36.965703666159826,841,11822,5919
SAL20034,Alphington,2492,451,18.80497421898696,61.32848043676069,1199,5702,3297
SAL20035,Altona (Vic.),2197,385,15.929824561403509,45.07017543859649,947,11490,5700
SAL20036,Altona Meadows,1700,341,10.201949860724234,30.095171773444758,730,18479,8616
SAL20037,Altona North,2167,400,15.067493615468807,39.67530098504196,753,12962,5482
SAL20046,Anglesea,2167,405,18.28767123287671,48.150684931506845,852,3208,1460
SAL20053,Ararat,1083,250,10.568383658969804,24.6299585553582,681,8500,3378
SAL20062,Ardeer,1700,340,7.680945347119645,29.246676514032494,698,3170,1354
SAL20066,Armadale (Vic.),2458,421,20.206680199298763,62.66838900166082,1354,9368,5419
SAL20068,Armstrong Creek (Vic.),1800,420,10.632951154389822,34.00345531647558,997,11247,6367
SAL20074,Ascot (Greater Bendigo - Vic.),1517,350,9.844134536505331,30.352748154224773,839,2571,1219
SAL20075,Ascot Vale,2458,370,17.955902058716045,54.44024850773541,1080,15197,8209
SAL20077,Ashburton,3000,455,21.75226586102719,60.57401812688822,1002,7952,3972
SAL20078,Ashwood,2600,391,16.77215189873418,51.869965477560406,830,7154,3476
SAL20079,Aspendale,2383,460,17.447709822610538,46.67725708234048,1023,7285,3777
SAL20080,Aspendale Gardens,2000,496,14.905548996458087,37.72136953955136,810,6427,3388
SAL20082,Attwood,2000,358,13.601321585903085,31.222466960352424,824,3309,1816
SAL20089,Avondale Heights,2167,400,14.04096834264432,39.01303538175046,666,12388,5370
SAL20095,Bacchus Marsh,1700,330,10.7357572287432,28.943601488691666,771,7808,3493
SAL20103,Bairnsdale,1192,270,9.477635283077886,25.64904598060682,634,7905,3197
SAL20105,Balaclava (Vic.),2223,386,18.96395031808543,56.52832475007573,1172,5392,3301
SAL20108,Ballan,1625,330,14.088916718847841,30.306825297432688,733,3392,1597
SAL20111,Ballarat Central,1600,300,13.122005160339109,47.10652414301511,821,5378,2713
SAL20112,Ballarat East,1300,290,10.383838383838384,33.696969696969695,636,5937,2475
SAL20113,Ballarat North,1416,285,13.774104683195592,39.22865013774104,723,4041,1815
SAL20120,Balnarring,2167,480,18.42338352524358,43.312666076173606,862,2371,1129
SAL20123,Balwyn,3000,451,19.3392425463336,57.69540692989524,850,13495,6205
SAL20124,Balwyn North,3078,554,19.441153238546605,54.92693522906793,854,21302,10128
SAL20133,Bannockburn (Vic.),1863,390,10.480349344978166,25.733000623830314,845,6470,3206
SAL20136,Baranduda,1684,355,12.90983606557377,33.53825136612022,942,3041,1464
SAL20162,Barwon Heads,2184,450,19.069296914516944,51.74506828528072,1030,4353,1977
SAL20169,Baxter,1690,360,11.76470588235294,25.7243195785777,774,2166,1139
SAL20173,Bayswater (Vic.),1820,375,10.367135694646612,32.97751900371988,785,12262,6183
SAL20174,Bayswater North,1835,360,10.48475542882211,31.454266286466332,839,9014,4559
SAL20175,Beaconsfield (Vic.),2000,390,13.706853426713355,33.19159579789895,887,7267,3998
SAL20176,Beaconsfield Upper,2252,368,18.925671455340414,37.85134291068083,1001,2997,1601
SAL20182,Beaumaris (Vic.),3000,612,24.679256162606315,55.629234539426264,1044,13947,6937
SAL20186,Beechworth,1550,300,16.434827408552295,43.48274085522926,767,4274,1941
SAL20188,Belgrave,1863,401,14.460093896713616,44.835680751173705,959,3894,2130
SAL20191,Bell Park,1500,340,7.274180655475619,24.90007993605116,638,5602,2502
SAL20192,Bell Post Hill,1600,350,9.37770095073466,25.151253241140882,674,5083,2314
SAL20201,Belmont (Vic.),1703,350,10.098587796429523,37.46336264321876,802,15066,7506
SAL20204,Benalla,1253,250,11.346240432237732,27.645204862674472,645,10822,4442
SAL20208,Bendigo,1482,290,13.11647429171039,44.141308149702695,821,5652,2859
SAL20214,Bentleigh,2500,480,18.601020089518062,52.17029249505569,990,17921,9607
SAL20215,Bentleigh East,2500,500,17.83336565186478,48.561825350656065,927,30159,15471
SAL20224,Berwick,2000,400,13.81636033761931,37.31561094896269,852,50298,25354
SAL20233,Beveridge,2052,400,12.132822477650064,26.990208599404003,978,4642,2349
SAL20248,Bittern,1842,366,11.657648794884407,26.856861780619774,725,4276,2033
SAL20249,Black Hill (Vic.),1393,290,11.598440545808966,39.278752436647174,805,2124,1026
SAL20251,Black Rock (Vic.),2897,541,24.202626641651033,56.81676047529706,1067,6389,3198
SAL20252,Blackburn,2208,411,15.695126809188686,52.92789802151109,942,14478,7531
SAL20253,Blackburn North,2400,431,14.953519256308102,46.42762284196547,822,7627,3765
SAL20254,Blackburn South,2251,410,15.719514544403776,48.31439029088808,753,10939,5191
SAL20257,Blairgowrie,2000,400,20.510483135824977,44.84958979033728,787,2786,1097
SAL20278,Bonbeach,2139,391,15.984072810011376,41.35381114903299,975,6855,3516
SAL20304,Boronia,1870,376,10.622001515023987,32.68243413854053,800,23607,11881
SAL20307,Botanic Ridge,2200,404,13.276910870140174,31.076434805606983,1093,6739,3781
SAL20314,Box Hill (Vic.),1950,381,10.236447520184544,40.4555940023068,627,14353,6936
SAL20315,Box Hill North,2297,425,13.218856309735946,46.8329823424591,747,12337,6173
SAL20316,Box Hill South,2400,425,16.40859718049457,50.12710885139819,788,8491,4327
SAL20324,Braybrook,1859,312,8.881730326737229,29.084215370455592,622,9682,4346
SAL20331,Briar Hill,2167,411,15.2676399026764,45.8029197080292,940,3220,1644
SAL20336,Bright (Vic.),1638,300,20.424836601307188,41.09477124183007,774,2620,1224
SAL20337,Brighton (Vic.),3467,600,25.98165791113881,62.73706704656754,1259,23252,11231
SAL20338,Brighton East,3300,600,24.155681104833647,58.30508474576271,1036,16757,7965
SAL20345,Broadford,1507,314,9.902370990237099,23.430962343096233,712,4592,2151
SAL20346,Broadmeadows (Vic.),1408,331,5.392029174264131,19.64053138838239,478,12524,3839
SAL20351,Brookfield (Vic.),1663,350,8.638920134983127,21.282339707536558,706,10782,4445
SAL20356,Brown Hill (Vic.),1619,290,13.177286519289119,38.448201127004765,875,4489,2307
SAL20361,Brunswick (Vic.),2162,441,14.582939285038773,58.760481684635266,1085,24896,15861
SAL20362,Brunswick East,2000,421,15.840589417280643,61.33065416387586,1252,13279,8958
SAL20363,Brunswick West,2000,366,13.813339352217582,52.18372644171087,1004,14746,8861
SAL20386,Bulleen,2400,459,16.563496529731758,46.22022134683924,739,11219,5331
SAL20399,Bundoora (Vic.),2000,381,12.061515928231417,35.70120834859026,690,28068,13655
SAL20409,Buninyong,1733,305,14.643874643874643,43.58974358974359,818,3797,1755
SAL20411,Bunyip,1950,320,11.46325016857721,25.21915037086986,779,3131,1483
SAL20419,Burnside (Vic.),2000,400,8.832807570977918,27.01104100946372,676,5800,2536
SAL20420,Burnside Heights,2000,411,10.54569802477402,32.23970539002344,803,6377,2987
SAL20426,Burwood (Vic.),2500,411,13.594066082265677,45.2596089008766,681,15147,7415
SAL20427,Burwood East,2147,439,13.470365196567553,44.08301736180403,676,10675,5011
SAL20441,Cairnlea,1883,400,9.119897959183673,27.274659863945576,658,10038,4704
SAL20444,California Gully,1200,251,7.024557395773844,19.87435750999429,588,4476,1751
SAL20453,Camberwell (Vic.),3000,486,20.71188595296468,60.6192681376555,1043,21965,11013
SAL20455,Campbellfield,1600,320,7.649896623018608,17.849758787043417,444,4977,1451
SAL20460,Camperdown (Vic.),1127,240,12.110481586402265,29.178470254957507,628,3354,1412
SAL20461,Canadian,1387,300,9.904474610356964,32.42835595776772,749,4098,1989
SAL20468,Canterbury (Vic.),3500,515,23.424878836833603,63.570274636510504,1102,7800,3714
SAL20475,Cape Woolamai,1500,340,13.128491620111731,34.26443202979516,732,2301,1074
SAL20476,Capel Sound,1603,350,10.613496932515337,23.987730061349694,558,5246,1630
SAL20495,Carlton (Vic.),1898,365,9.807149576669802,51.093603010348076,659,16055,8504
SAL20496,Carlton North,2500,552,15.297029702970297,63.98514851485149,1208,6177,4040
SAL20498,Carnegie,2040,395,14.897176030699596,52.140116107448584,1005,17909,10163
SAL20500,Caroline Springs,1950,400,12.264305623872767,33.7924249877029,823,24488,12198
