SAL_CODE_2021,Suburb_Name,Median_mortgage_repay_monthly,Median_rent_weekly,Manager_Concentration_Pct,Manager_Plus_Professional_Pct,Median_tot_prsnl_inc_weekly,Total_Population,Total_Employed
SAL22685,Wantirna,2167,428,12.840756740652465,40.309846566363774,762,14237,6713
SAL22686,Wantirna South,2167,441,14.34290177699668,42.73579379027534,751,20754,10242
SAL22698,Warragul,1625,321,11.576781459822396,33.30084470435348,754,19856,9234
SAL22702,Warrandyte,2200,492,21.018455228981544,50.512645249487356,931,5541,2926
SAL22704,Warranwood,2167,423,17.623252391464312,43.04635761589404,954,4820,2718
SAL22710,Warrnambool,1408,290,10.775234819420557,31.386426776028575,749,31308,15118
SAL22720,Waterways,2500,623,20.415738678544916,46.99331848552338,960,2422,1347
SAL22721,Watsonia,2019,385,12.683823529411764,41.61764705882353,900,5352,2720
SAL22722,Watsonia North,2050,401,12.258737610850288,40.32342201356286,830,3799,1917
SAL22730,Waurn Ponds,1755,430,9.936732415333086,32.34090063267585,642,4956,2687
SAL22740,Weir Views,1800,352,8.803986710963455,22.812846068660022,825,4348,1806
SAL22745,Wendouree,1166,250,7.313794030653402,19.440709868244152,571,10376,3719
SAL22750,Werribee,1733,330,9.748988558750598,27.24148431722278,760,50027,22987
SAL22751,Werribee South,2127,350,20.167364016736403,36.98744769874477,857,2392,1195
SAL22756,West Footscray,2129,351,14.908579465541491,47.304266291608066,1003,11729,6399
SAL22757,West Melbourne,2106,388,13.63377067883628,53.31812131583952,1058,8025,5259
SAL22758,West Wodonga,1365,290,10.219399538106236,25.606235565819862,757,14794,6928
SAL22761,Westmeadows,1733,360,10.55363321799308,27.058823529411764,694,6502,2890
SAL22766,Wheelers Hill,2500,481,16.26767620532235,47.366662955127495,720,20652,8981
SAL22769,White Hills (Vic.),1300,300,8.576429404900816,30.280046674445742,750,3620,1714
SAL22774,Whittington,1192,250,4.441360166551006,15.82234559333796,549,3990,1441
SAL22775,Whittlesea,1842,347,10.759943181818182,24.041193181818183,719,6117,2816
SAL22791,Williams Landing,2167,420,13.085427135678392,43.65829145728643,1006,9448,4975
SAL22792,Williamstown (Vic.),2700,450,22.252337715137553,56.240683019379325,1106,14407,7379
SAL22802,Winchelsea,1560,295,14.348981399468554,30.646589902568643,749,2456,1129
SAL22805,Windsor (Vic.),2145,411,17.929292929292927,57.30218855218855,1278,7273,4752
SAL22814,Winter Valley,1600,390,9.935897435897436,29.38034188034188,921,3440,1872
SAL22819,Wodonga,1387,280,10.389055151774262,28.377511757161177,758,20259,9356
SAL22820,Wollert,2000,391,8.562283275540144,28.12305503689873,843,24407,11247
SAL22825,Wonga Park,2300,491,18.781725888324875,40.83987078910937,968,3843,2167
SAL22829,Wonthaggi,1198,270,9.966592427616927,24.832962138084632,515,5215,1796
SAL22833,Woodend (Vic.),2000,400,17.06086408073163,47.99747713654998,857,6732,3171
SAL22857,Woori Yallock,1733,346,9.894459102902374,20.38258575197889,743,2964,1516
SAL22883,Wyndham Vale,1733,343,8.442048517520217,26.58760107816712,787,20518,9275
SAL22892,Yallambie,2167,340,14.944567627494457,41.64079822616408,1021,4161,2255
SAL22910,Yarra Glen,2000,380,15.976714100905562,32.470892626131956,839,3012,1546
SAL22911,Yarra Junction,1800,300,12.623762376237623,23.184818481848186,613,2875,1212
SAL22917,Yarraville,2500,462,19.577777777777776,55.84444444444444,1246,15636,9000
SAL22919,Yarrawonga (Vic.),1430,290,12.665684830633284,27.8939617083947,625,8661,3395
SAL30007,Acacia Ridge,1517,335,7.022282241728561,22.24848075624578,628,7486,2962
SAL30014,Agnes Water,1500,320,11.630218687872764,26.043737574552683,579,2729,1006
SAL30018,Aitkenvale,1387,270,9.227166276346605,28.10304449648712,740,4797,2135
SAL30020,Albany Creek,2037,440,14.538400091292935,39.73525048499372,954,16385,8763
SAL30024,Albion (Brisbane - Qld),1950,410,13.856502242152466,47.309417040358746,1168,3446,2230
SAL30026,Alderley,2200,390,15.02072665203609,53.40160936356986,1190,6748,4101
SAL30030,Alexandra Headland,1820,410,15.143369175627242,40.008960573476706,901,4235,2232
SAL30031,Alexandra Hills,1820,400,10.489175935892836,26.10931706733644,824,16472,8361
SAL30032,Algester,1750,395,9.027943635060904,30.069262001433007,752,9020,4187
SAL30034,Alice River,2000,415,11.208642808912897,28.156650911546254,996,2685,1481
SAL30037,Allenstown,1230,250,10.318791946308725,30.620805369127517,701,2762,1192
SAL30059,Andergrove,1647,350,8.376315246544253,21.49783371157417,835,9924,4847
SAL30063,Annandale (Qld),1625,380,11.20971508640822,39.28070994862214,931,8376,4282
SAL30064,Annerley,2000,360,10.548115421786552,49.97929034930277,958,11891,7243
SAL30074,Arana Hills,1950,440,12.605042016806722,41.28151260504202,1005,6971,3808
SAL30086,Aroona,1950,450,9.723820483314153,32.73878020713464,775,3466,1738
SAL30088,Arundel,2000,470,10.800924143242202,34.48209472468233,715,11171,5194
SAL30089,Ascot (Brisbane - Qld),2400,390,19.010863350485995,54.31675242995998,1163,6531,3498
SAL30092,Ashgrove,2600,440,17.811330839123464,57.642971672902185,1154,13450,7484
SAL30093,Ashmore,1950,450,12.111264685556323,33.58673116793366,740,12415,5788
SAL30095,Aspley,2000,415,13.020917788227662,41.96529917301767,846,12871,6167
SAL30096,Atherton,1300,280,11.194029850746269,27.125243348475014,641,7724,3082
SAL30101,Auchenflower,2167,390,14.135021097046414,55.03691983122363,1081,6053,3792
SAL30103,Augustine Heights,2158,410,14.372902044552946,38.84650595056454,1107,6088,3277
SAL30106,Avenell Heights,1200,270,9.273318872017354,24.349240780911064,566,5028,1844
SAL30107,Avoca (Qld),1300,305,9.994739610731195,24.408206207259337,619,4912,1901
SAL30110,Ayr,1213,230,11.378780112762685,23.47514095335725,701,8603,3902
SAL30116,Bahrs Scrub,1863,420,9.382716049382717,26.502057613168724,989,4508,2430
SAL30123,Bald Hills (Qld),1733,388,10.40544371987525,28.777998298837538,857,7000,3527
SAL30132,Balmoral (Qld),2729,450,20.16597510373444,55.3941908713693,1289,4173,2410
SAL30146,Banksia Beach,1950,440,14.326183731282882,31.525698097936054,588,7180,2471
SAL30148,Banyo,2000,410,12.19437652811736,37.34718826405868,950,6105,3272
SAL30154,Bardon,2817,500,20.33655567490154,63.05048335123523,1339,10153,5586
SAL30157,Bargara,1517,340,13.820422535211268,40.17018779342723,655,8883,3408
SAL30159,Baringa,1950,485,10.008340283569641,31.1092577147623,939,4604,2398
SAL30183,Battery Hill,1830,400,9.800664451827243,30.64784053156146,715,2596,1204
SAL30188,Bayview Heights,1625,390,12.928637627432806,34.43002780352178,895,4175,2158
SAL30190,Beachmere,1560,350,9.563014566181128,23.17922735908803,561,4782,1579
SAL30191,Beaconsfield (Qld),1733,350,8.314855875831485,24.464153732446412,811,5899,2706
SAL30193,Beaudesert,1450,310,8.726513569937369,19.039665970772443,575,6752,2395
SAL30202,Beenleigh,1387,300,7.854348480288896,18.055973517905507,642,8425,3323
SAL30205,Beerwah,1733,390,9.416251100029333,25.051334702258725,692,7734,3409
SAL30209,Belgian Gardens,1733,283,12.570888468809075,43.10018903591683,964,2073,1058
SAL30213,Bellara,1394,320,9.900990099009901,22.277227722772277,507,3278,1010
SAL30214,Bellbird Park,1700,340,8.93686165273909,25.348189415041784,842,9191,4308
SAL30215,Bellbowrie,1950,440,13.998589562764458,45.9802538787024,883,5495,2836
SAL30220,Bellmere,1560,360,9.28652321630804,20.68705171762929,691,6588,2649
SAL30224,Belmont (Qld),2167,460,16.055045871559635,43.8698915763136,949,4498,2398
SAL30235,Benowa,2167,580,16.353591160220997,41.06077348066298,776,9889,4525
SAL30236,Bentley Park,1517,385,8.736388959230185,23.398328690807798,821,8360,3949
SAL30240,Berrinba,1733,410,8.233117483811286,22.664199814986123,777,2615,1081
SAL30241,Berserker,1116,260,6.477732793522267,18.252361673414306,676,7020,2964
SAL30242,Bethania,1500,340,8.217270194986073,19.87000928505107,602,6333,2154
SAL30249,Biggera Waters,1699,430,12.7532522925997,31.264661974834716,717,9973,4689
SAL30252,Biloela,1300,260,7.598672076724455,20.472150497971228,889,5692,2711
SAL30261,Birkdale,2000,435,13.418530351437699,32.768440061119605,813,14816,7199
SAL30264,Birtinya,2058,490,10.720411663807889,42.109777015437395,888,4378,2332
SAL30277,Blacks Beach,1733,390,8.408862034239679,22.658610271903324,949,4153,1986
SAL30281,Blackwater,1083,220,5.731654363873209,14.546244029526703,1268,4702,2303
SAL30287,Bli Bli,1900,460,11.263616557734204,29.847494553376908,758,10138,4590
SAL30300,Bohle Plains,1733,350,8.974923009238891,30.180378354597448,1130,3989,2273
SAL30309,Bongaree,1568,300,10.073839662447257,25.843881856540087,491,8162,1896
SAL30312,Bonogin,2392,630,15.432824128476302,39.71797884841363,844,4896,2553
SAL30324,Boondall,1800,415,10.405348934391977,33.99498537400752,834,9603,4786
SAL30332,Booval,1300,265,8.946322067594433,24.055666003976143,595,2723,1006
SAL30336,Boronia Heights,1500,350,7.397812320092114,17.645365572826712,718,8175,3474
SAL30342,Bowen,1500,270,10.770488452891886,20.784794604537094,710,11205,4893
SAL30343,Bowen Hills,1614,390,11.303581914268937,43.36465061655901,1042,4898,3406
SAL30346,Boyne Island,1733,310,7.299912049252419,22.823218997361476,829,4835,2274
SAL30353,Bracken Ridge,1800,410,10.270086246028143,30.662732637312757,834,17488,8812
SAL30361,Branyan,1600,350,9.590274651058083,26.114362899594777,742,4660,2221
SAL30362,Brassall,1500,310,8.61901994964168,23.532829750145265,719,12115,5163
SAL30363,Bray Park (Qld),1668,390,8.281444582814446,22.934827729348278,755,10271,4818
SAL30367,Brendale,1300,350,8.417997097242381,21.843251088534107,724,3100,1378
SAL30369,Bridgeman Downs,2500,520,16.58994032395567,49.85507246376812,1092,10938,5865
SAL30373,Brighton (Qld),1993,400,14.617737003058103,39.77573904179409,910,9664,4905
SAL30377,Brinsmead,1733,450,12.696291346475109,38.59004343468092,979,5537,2993
SAL30379,Brisbane City,1942,460,13.911620294599016,46.05837424986361,894,12587,7332
SAL30380,Broadbeach,1600,420,14.422788605697152,37.87106446776612,871,6786,3335
SAL30381,Broadbeach Waters,2600,600,17.876278616658546,41.061860691670724,889,8164,4106
SAL30386,Brookfield (Qld),2798,400,23.1433506044905,63.03972366148531,1204,3640,1737
SAL30390,Brookwater,2615,565,20.92886537330982,49.441504997060555,1397,2902,1701
SAL30395,Browns Plains (Qld),1434,350,6.734771093454407,17.44230041619372,681,6632,2643
SAL30402,Bucasia,1666,380,7.851912123677788,22.497965825874694,904,4915,2458
SAL30404,Buccan,2167,520,11.56648451730419,26.775956284153008,808,2134,1098
SAL30407,Buddina,2167,440,14.069369809477283,38.29995114802149,858,4236,2047
SAL30408,Buderim,2000,450,13.254070120921435,40.16077822063095,793,31430,14803
SAL30412,Bulimba,2800,500,23.65666434054431,58.59502209816236,1393,7623,4299
SAL30421,Bundaberg East,1222,285,7.883461868037704,21.165381319622963,613,2839,1167
SAL30422,Bundaberg North,1083,280,9.58904109589041,20.49525816649104,548,5563,1898
SAL30423,Bundaberg South,1083,250,7.2421360643745425,20.482809070958304,596,3494,1367
SAL30425,Bundall,2600,480,18.64545083639331,42.10526315789473,902,4895,2451
SAL30426,Bundamba,1300,300,7.932011331444759,20.502832861189802,702,6542,2824
SAL30431,Bungalow,1371,270,8.309726156751653,23.040604343720492,710,2358,1059
SAL30441,Burdell,1682,360,9.64102564102564,29.48717948717949,1120,7171,3900
SAL30445,Burleigh Heads,2058,480,15.12432230323425,41.596560104692465,889,10572,5349
SAL30446,Burleigh Waters,2000,500,13.802896904288556,36.32490769667708,803,14556,7042
SAL30449,Burnett Heads,1300,290,10.546500479386385,24.928092042186,538,2908,1043
SAL30450,Burnside (Qld),1733,420,9.419795221843003,27.098976109215016,733,3104,1465
SAL30451,Burpengary,1733,350,9.722395120129466,22.930412050292542,775,16488,8033
SAL30452,Burpengary East,2058,410,10.917127071823204,25.944751381215468,767,9654,4525
SAL30460,Bushland Beach,1733,380,11.945491446796174,28.587996520730645,1002,6641,3449
SAL30471,Caboolture,1561,310,8.054438072412907,19.02764700847385,640,29534,11683
SAL30472,Caboolture South,1500,320,8.208134847929644,18.395016489556614,595,7539,2729
SAL30478,Cairns City,1733,413,17.03125,41.953125,907,3616,1280
SAL30479,Cairns North,1300,340,11.76470588235294,38.90811226451365,873,5334,2601
SAL30480,Calamvale,1733,410,9.699453551912567,35.26867030965391,783,17994,8784
SAL30491,Calliope (Qld),1733,300,8.380868802106187,18.385256691531374,800,5263,2279
SAL30492,Caloundra,1600,360,12.081005586592179,30.377094972067038,584,3932,1432
SAL30493,Caloundra West,1842,465,9.330213512723018,27.14243930973969,751,7270,3419
SAL30496,Cambooya,1381,290,10.256410256410255,23.44322344322344,839,2260,1092
SAL30501,Camira (Qld),1645,350,9.375830013280211,23.691899070385126,805,7415,3765
SAL30504,Camp Hill,2600,460,18.817581800308943,55.2871787670271,1309,12254,7121
SAL30519,Cannon Hill,2396,450,16.662490603858682,47.406664996241545,1134,6701,3991
SAL30521,Cannonvale,1713,360,12.930788949017375,25.57675875818855,873,6596,3511
SAL30524,Capalaba,1785,385,10.704503122603265,27.358387202804863,804,18002,9127
SAL30533,Caravonica,1601,360,12.476190476190476,33.42857142857143,807,2183,1050
SAL30538,Carina (Qld),2000,440,14.21852955008622,45.728170559648845,1017,11678,6379
SAL30539,Carina Heights,1950,403,13.851181498240322,45.04776269482152,984,7103,3978
SAL30540,Carindale,2400,530,16.628864748716722,50.10146830607616,908,16535,8377
SAL30550,Carrara,1900,450,12.979666717627275,33.08362635682617,771,13138,6541
SAL30553,Carseldine,2000,435,11.945183064021272,41.133156064634896,856,10093,4889
SAL30556,Cashmere,2200,500,16.884493111974567,41.010243730130696,1020,4970,2831
SAL30571,Cedar Vale,1950,460,10.78838174273859,21.922544951590595,840,2856,1446
SAL30574,Centenary Heights,1408,320,7.77552400270453,31.60919540229885,751,6152,2958
SAL30577,Chambers Flat,1950,270,12.246621621621621,24.493243243243242,630,2718,1184
SAL30580,Chapel Hill (Qld),2427,555,18.21141325162773,62.31328992723094,1084,10511,5222
SAL30582,Charleville,867,178,10.826627651792247,27.724945135332845,822,2992,1367
SAL30588,Chelmer,3000,490,19.20245398773006,61.28834355828221,1282,3325,1630
SAL30593,Chermside,1690,370,10.163432073544433,34.20156622403813,844,11426,5874
SAL30594,Chermside West,2058,455,11.882046834345186,41.25469788956346,884,6965,3459
SAL30602,Chinchilla,1300,250,10.85915043117215,24.401149792398595,810,7068,3131
SAL30608,Chuwar,1863,350,12.146422628951747,34.44259567387687,930,2178,1202
SAL30617,Clayfield,2000,350,14.697542533081284,49.464398235664774,1102,10897,6348
SAL30618,Clear Island Waters,2167,540,17.031500266951415,43.83342231713828,732,4395,1873
SAL30621,Clermont,1400,220,13.823331085637221,24.54484153742414,956,2952,1483
SAL30622,Cleveland (Qld),2000,400,15.208034433285508,34.748923959827835,746,15850,6970
SAL30625,Clifton Beach (Qld),1820,365,14.350945857795171,37.37769080234833,808,3192,1533
SAL30626,Clinton (Qld),1517,270,6.714285714285714,20.357142857142858,775,6170,2800
SAL30628,Cloncurry,1200,240,11.244472520530637,23.626026531901452,1246,3167,1583
SAL30629,Clontarf (Moreton Bay - Qld),1733,345,10.789473684210527,27.39473684210526,704,8446,3800
SAL30651,Collingwood Park (Qld),1580,340,7.831463247080375,20.58621479276391,804,9246,4367
SAL30664,Condon,1300,310,8.14968814968815,20.582120582120584,670,5894,2405
SAL30675,Cooktown,1300,230,12.87593984962406,33.36466165413533,678,2746,1064
SAL30680,Coolangatta (Qld),1805,405,13.481338481338481,36.80823680823681,785,6491,3108
SAL30686,Coolum Beach,2000,450,11.609977324263038,33.764172335600904,769,9152,4410
SAL30687,Coombabah,1647,415,9.656181419166057,24.750060960741283,605,10298,4101
SAL30688,Coomera,2000,450,12.521597723345867,28.66144933428194,834,20225,9839
SAL30698,Coopers Plains,1755,369,8.669497523000707,33.75796178343949,721,5675,2826
SAL30705,Cooroy,1733,430,11.540469973890339,27.885117493472585,630,4801,1915
SAL30707,Coorparoo,2047,380,14.777383228626059,51.71628880997906,1132,18132,10983
SAL30724,Corinda,2200,388,14.563106796116504,52.93060050341604,981,5555,2781
SAL30727,Cornubia,2054,440,14.48474657698775,36.56017295219793,918,7810,4163
SAL30743,Cranbrook (Qld),1300,293,8.003020007550019,26.727066817667044,703,5844,2649
SAL30750,Crestmead,1431,350,6.211834070330595,13.202779532533166,687,12271,4749
SAL30771,Currajong,1300,270,10.236886632825719,27.072758037225043,809,2490,1182
SAL30773,Currimundi,1852,450,10.3874415497662,29.458917835671343,698,6570,2994
SAL30774,Currumbin,2134,490,15.941176470588236,43.588235294117645,909,3278,1700
SAL30776,Currumbin Waters,2100,468,12.287862513426424,33.16863587540279,743,9797,4655
SAL30787,Daisy Hill (Qld),1842,400,13.003975014196477,36.54173764906303,872,6925,3522
SAL30789,Dakabin,1800,360,7.989784750091207,25.428675665815398,877,5275,2741
SAL30792,Dalby,1300,260,11.582353943110203,25.174586952818938,753,12758,5871
SAL30809,Darling Heights,1347,320,6.219709208400646,24.192245557350567,696,5157,2476
SAL30812,Darra,1500,350,9.503695881731785,30.042238648363252,700,4098,1894
SAL30816,Dayboro,2167,410,14.59915611814346,35.69620253164557,933,2376,1185
SAL30818,Deagon,1846,350,11.186617877679037,34.762153685311034,831,3773,1913
SAL30819,Deception Bay,1517,325,7.814742335290282,19.63470319634703,620,19573,7665
SAL30821,Deebing Heights,1800,370,11.564625850340136,31.11111111111111,1093,3960,2205
SAL30824,Deeragun,1418,310,8.439247585155059,17.89527198779868,816,4273,1967
SAL30863,Doolandella,1733,360,8.139868157065061,25.365434221840065,811,7123,3489
SAL30866,Doonan,2167,470,16.11823759063023,39.65421081985499,796,3727,1793
SAL30871,Douglas (Townsville - Qld),1633,360,7.090173685462766,39.0911253866286,771,7780,4203
SAL30877,Drewvale,1993,460,10.59135039717564,33.05383936451898,833,4779,2266
SAL30905,Durack (Qld),1517,350,7.836065573770491,23.475409836065573,597,7788,3050
SAL30910,Dutton Park,2368,390,11.14012184508268,51.087902523933856,806,2134,1149
SAL30913,Dysart (Qld),672,100,7.988587731811697,15.691868758915833,1406,2918,1402
SAL30915,Eagleby,1300,320,7.313858994069844,15.98945750054909,586,13594,4553
SAL30917,Earlville,1500,290,8.637128435221536,27.930454290521595,700,4200,1783
SAL30919,East Brisbane,2167,400,14.490826907737302,51.05025259239564,1043,6186,3761
SAL30928,East Ipswich,1300,290,9.66183574879227,29.75845410628019,735,2321,1035
SAL30929,East Mackay,1625,320,10.532089961601756,27.921009325287987,916,3725,1823
SAL30933,East Toowoomba,1733,300,13.800578034682081,46.82080924855491,838,5953,2768
SAL30935,Eastern Heights,1400,300,9.366576819407008,28.504043126684635,672,3631,1484
SAL30937,Eatons Hill,2151,460,15.553047404063205,40.51918735891648,1047,7822,4430
SAL30940,Edens Landing,1517,350,8.576186511240632,21.523730224812656,762,5094,2402
SAL30941,Edge Hill,1618,310,12.095238095238095,44.0,942,4088,2100
SAL30942,Edmonton,1517,350,8.040593286494927,20.530835284933644,795,11409,5124
SAL30950,Eight Mile Plains,1803,420,11.4289569558764,40.858183780866284,769,15326,7411
SAL30951,Eimeo,1733,390,10.419091967403958,28.987194412107105,1031,3285,1718
SAL30955,Elanora,2100,525,11.16801585990418,32.4797621014373,738,12539,6053
SAL30960,Eli Waters,1300,370,7.293497363796134,23.110720562390156,533,3758,1138
SAL30961,Elimbah,2000,370,12.271897810218977,26.41423357664234,789,4290,2192
SAL30963,Ellen Grove,1491,350,5.835734870317003,21.54178674351585,621,3586,1388
SAL30973,Emerald (Qld),1647,300,10.98832098455356,24.714303654401608,1035,14904,7963
SAL30978,Enoggera,2156,368,14.409471556453942,45.62518047935316,1188,5849,3463
SAL30996,Eumundi,2000,480,14.96196111580727,39.30684699915469,784,2504,1183
SAL31011,Everton Hills,2000,480,13.4640522875817,41.908496732026144,1093,6673,3825
SAL31012,Everton Park,1950,420,13.161068044788976,43.37639965546942,1044,10111,5805
SAL31014,Fairfield (Qld),2100,410,12.755905511811024,51.811023622047244,973,3106,1905
SAL31030,Fernvale (Qld),1630,350,8.870967741935484,21.898263027295286,776,3629,1612
SAL31032,Ferny Grove,2000,400,12.973158981417757,41.60357880247763,908,5871,2906
SAL31033,Ferny Hills,1972,448,13.237885462555067,43.25991189427313,957,8726,4540
SAL31037,Fig Tree Pocket,3033,590,21.762589928057555,63.30935251798561,1205,4345,2224
SAL31045,Fitzgibbon,1677,385,9.551243177683444,34.96058217101273,885,6296,3298
SAL31047,Flagstone,1820,395,10.210745028198279,20.510537251409914,879,7087,3369
SAL31054,Flinders View,1517,300,9.920497753197372,25.475285171102662,836,5816,2893
SAL31064,Forest Lake,1690,390,10.810335735630163,32.896818421515206,801,22676,11378
SAL31067,Forestdale,2383,500,16.54357459379616,37.66617429837518,882,2560,1354
SAL31074,Fortitude Valley,1718,400,13.00481119696749,42.98002624289255,1061,9708,6859
SAL31086,Frenchville,1473,300,8.878292461398729,30.04087193460491,880,8982,4404
SAL31087,Freshwater (Qld),1625,350,12.343619683069225,47.78982485404504,1095,2142,1199
SAL31104,Gatton,1300,295,11.339617252213653,20.308483290488432,668,7851,3501
SAL31107,Gaythorne,1842,350,13.182570325427466,45.44953116381688,1033,3158,1813
SAL31108,Geebung,2000,415,13.185530921820304,38.1563593932322,960,4850,2571
SAL31123,Gilston,2172,540,13.095238095238097,32.983193277310924,943,2669,1428
SAL31137,Glass House Mountains,1820,400,13.401670463173879,28.5876993166287,739,5601,2634
SAL31145,Glen Eden,1560,320,8.7252897068848,23.790047716428084,975,2918,1467
SAL31159,Glenella,1904,450,10.145513338722715,31.204527081649154,981,4545,2474
SAL31174,Glenvale,1525,340,8.542589857213196,24.98769079271295,827,8120,4062
SAL31179,Golden Beach (Qld),1907,400,11.886186324001836,29.417163836622308,658,5646,2179
SAL31187,Goodna,1300,300,6.25,17.56827731092437,634,10391,3808
SAL31202,Goondiwindi,1517,295,14.271588661832565,28.97165458141068,859,6230,3034
SAL31210,Gordon Park,2204,365,15.422138836772984,52.270168855534706,1209,4390,2665
SAL31213,Gordonvale,1517,320,10.239852398523986,23.5239852398524,793,6944,3252
SAL31215,Gowrie Junction,1733,400,9.68280467445743,26.293823038397328,861,2242,1198
SAL31219,Gracemere,1517,340,7.769703745108999,19.303148872740824,778,12023,5367
SAL31220,Graceville,2600,495,18.503780342220455,61.95781933943494,1195,4764,2513
SAL31225,Grange (Qld),2600,460,20.06220839813375,59.25349922239502,1315,4615,2572
SAL31236,Greenbank,2015,430,12.968299711815561,28.180321119802386,850,9587,4858
SAL31242,Greenslopes,1974,370,12.42810188989318,49.239934264585045,1059,7941,4868
SAL31254,Griffin,1941,385,9.859370223173341,27.774380923265056,978,12295,6542
SAL31263,Gulliver,1300,270,8.035003977724742,25.855210819411294,728,2884,1257
SAL31266,Gumdale,2669,585,20.73469387755102,50.204081632653065,1164,2298,1225
SAL31280,Gympie,1200,295,7.986447241045498,21.151984511132625,565,11355,4132
SAL31289,Hamilton (Qld),2167,430,19.616872352182725,51.114385706391595,1225,8922,5429
SAL31296,Harlaxton,1205,280,8.418131359851989,23.866790009250693,611,2824,1081
SAL31300,Harristown,1300,295,7.751724137931035,23.586206896551722,637,9081,3625
SAL31305,Hawthorne,2809,430,21.437994722955146,57.12401055408971,1369,5090,3032
SAL31311,Heathwood,2167,455,11.576923076923077,38.11538461538462,1005,4944,2600
SAL31312,Heatley,1300,280,6.431663574520717,18.367346938775512,662,3907,1617
SAL31315,Helensvale,2098,495,14.684350132625996,33.98408488063661,790,18949,9425
SAL31318,Hemmant,2000,430,11.925465838509316,32.857142857142854,967,2886,1610
SAL31320,Hendra,2855,550,22.408650260999256,55.33184190902312,1216,4914,2682
SAL31322,Heritage Park,1733,400,9.252525252525253,21.454545454545453,789,4930,2475
SAL31323,Hermit Park,1406,255,9.915492957746478,33.29577464788732,862,3512,1775
SAL31324,Herston,2300,400,11.971830985915492,50.93896713615024,895,2311,1278
SAL31330,Highfields (Qld),1842,410,13.19883325230919,38.089450656295575,798,8568,4114
SAL31331,Highgate Hill,2376,380,13.303013075611142,53.61000568504832,943,6229,3518
SAL31333,Highland Park,1800,430,11.013767209011265,28.942428035043804,722,6576,3196
SAL31338,Hillcrest (Qld),1532,350,7.552258934592043,18.442346594740393,769,6268,2966
SAL31346,Holland Park,2300,390,15.638226776564936,51.659612385832034,1025,8671,4489
SAL31347,Holland Park West,2167,390,14.897733554449971,50.3869541182974,1064,6468,3618
SAL31348,Holloways Beach,1400,305,9.29054054054054,30.152027027027028,788,2398,1184
SAL31349,Hollywell,2167,530,16.063675832127352,36.25180897250362,840,2930,1382
SAL31350,Holmview,1650,400,8.43155031731641,22.348141432456934,863,4455,2206
SAL31352,Home Hill,1083,220,12.184873949579831,22.941176470588236,657,2876,1190
SAL31356,Hope Island,2200,550,22.16852914527333,42.781636967683475,865,14522,6622
SAL31380,Idalia,1920,400,15.37890044576523,44.16790490341753,1240,4563,2692
SAL31388,Inala,1300,250,4.313459801264679,13.459801264679314,454,15273,4428
SAL31389,Indooroopilly,2058,440,13.839794754846066,56.4709236031927,928,13622,7016
SAL31390,Ingham,1083,210,9.028571428571428,21.485714285714288,606,4455,1750
SAL31397,Innes Park,1517,335,11.27946127946128,32.23905723905724,726,2653,1188
SAL31424,Jacobs Well,2141,465,16.558441558441558,30.064935064935067,903,2882,1540
SAL31428,Jamboree Heights,1816,420,12.002526847757423,40.30322173089071,875,3141,1583
SAL31440,Jimboomba,2000,395,11.490424646128226,22.786566749930614,805,7423,3603
SAL31444,Jindalee (Qld),2092,470,15.258467023172905,46.02495543672014,958,5320,2805
SAL31455,Joyner,2000,430,12.690889942074776,32.01685097419695,925,3600,1899
SAL31457,Jubilee Pocket,1733,380,10.361216730038022,22.90874524714829,853,2047,1052
SAL31472,Kalinga,3033,400,19.33395004625347,62.442183163737276,1182,2144,1081
SAL31474,Kalkie,1502,310,11.34173461823573,30.689399555226093,726,2968,1349
SAL31475,Kallangur,1545,350,8.357550856799278,21.785750075157832,735,21761,9979
SAL31481,Kangaroo Point (Qld),1950,450,15.875060376750927,50.52326517469007,1172,9689,6211
SAL31483,Kanimbla (Qld),1842,450,12.452591656131478,35.58786346396966,916,2827,1582
SAL31485,Karalee,2133,400,14.782608695652174,36.95652173913043,1042,5521,2990
SAL31486,Karana Downs,1800,400,14.48780487804878,40.78048780487805,948,3800,2050
SAL31493,Kawana,1300,255,7.366189719130896,20.1377848436672,722,4434,1887
SAL31495,Kawungan,1408,340,9.22279792746114,25.181347150259064,550,5460,1930
SAL31496,Kearneys Spring,1517,310,7.732822599952119,29.925784055542255,746,9419,4177
SAL31497,Kedron,2200,380,14.83497788363389,46.512419190200745,1107,9907,5878
SAL31499,Kelso (Qld),1496,300,8.381689232753063,19.815173006662366,777,10599,4653
SAL31500,Kelvin Grove,2000,400,10.325350203343877,46.859466787166745,757,7909,4426
SAL31504,Kenmore,2200,513,16.71109288497027,56.879229034242364,1034,9675,4877
SAL31505,Kenmore Hills,2694,598,21.323529411764707,62.31617647058824,898,2448,1088
SAL31512,Keperra,1950,400,11.73780487804878,41.46341463414634,801,7014,3280
SAL31513,Kepnock,1200,280,7.683352735739232,20.19790454016298,608,4501,1718
SAL31517,Kewarra Beach,1733,425,11.984536082474227,32.248711340206185,834,6133,3104
SAL31535,Kin Kora,1545,280,8.02415875754961,22.950819672131146,855,2396,1159
SAL31542,Kingaroy,1200,260,10.002320724065909,24.738918542585285,663,10266,4309
SAL31543,Kings Beach,1517,370,13.165266106442578,34.943977591036415,789,3042,1428
