SA1_CODE_2021,Tot_P_P,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Year12_Total,High_Income_Total,Families_with_children,latitude,longitude,beach_min_km,beach_avg_km,beachs_within_5km,beachs_within_10km,park_min_km,park_avg_km,parks_within_5km,parks_within_10km,school_min_km,school_avg_km,schools_within_5km,schools_within_10km,hospital_min_km,hospital_avg_km,hospitals_within_5km,hospitals_within_10km,beach_score,park_score,school_score,hospital_score,education_score,income_score,age_score,lifestyle_premium_index,school_demand_index,lifestyle_preference_index,value_score,state,state_name,is_coastal,is_highly_coastal,is_metro,income_bracket,age_bracket
12101140131,982,33,1720,750,3467,3155,704.0,388,0,-37.4688,147.3493,104.73017527453376,241.9693028406477,0,0,27.844854622270574,133.39977195029186,0,0,70.93934028864349,116.17583331679089,0,0,146.16647520051092,150.38250000184564,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8182760289835492,24.09138014491775,60.0,94.54828086950648,1.4006616363324274,1,NSW,False,False,False,>$1600,30-40
12104141737,841,33,1847,650,2999,3090,630.0,407,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.8182760289835492,24.09138014491775,60.0,94.54828086950648,1.304351929881849,1,NSW,False,False,False,>$1600,30-40
12201141933,666,38,1772,795,3467,3336,457.0,286,0,-37.4588,147.3503,105.00079149141762,242.30228552331863,0,0,26.812815438053075,133.02773620983217,0,0,70.52018969658839,115.98194091926514,0,0,146.45488989326347,149.98929208730829,0,0,0.0,0.0,0.0,0.0,0.9269776876267748,1.0,0.9559974818330998,24.04976428543325,55.61866125760648,97.21947820752848,1.3572101741215152,1,NSW,False,False,False,>$1600,30-40
12104141712,736,33,1668,600,2850,2886,549.0,307,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,1.0,0.9946332737030412,0.8182760289835492,24.03771288194816,60.0,94.27994455465851,1.4411098850088824,1,NSW,False,False,False,>$1600,30-40
20607151710,751,36,1587,545,2300,2793,582.0,328,0,-41.3036,147.1141,48.89994036265316,93.0565643845322,0,0,52.51652682645752,82.40558218830914,0,0,98.55534884639208,106.05005247868438,0,0,43.03666307432128,67.64387357490833,0,0,0.0,0.0,0.0,0.0,1.0,0.9463327370304114,0.9103839103891423,24.015246922249823,60.0,94.62815416319484,1.513248073235654,2,VIC,False,False,False,$1200-1600,30-40
80105112407,653,33,1663,510,2500,2912,508.0,278,0,-39.160900000000005,149.242,286.9058654364759,331.04721583565987,0,0,44.89942235767246,122.4104340320904,0,0,123.7283529913408,156.9126461104842,0,0,190.54606844477016,191.8422878140632,0,0,0.0,0.0,0.0,0.0,1.0,0.9916517590936196,0.8182760289835492,24.007897735853945,60.0,94.13086882418746,1.443649893917856,8,ACT,False,False,False,>$1600,30-40
30805153303,2879,28,984,360,1771,2328,1051.0,603,0,-30.9398,153.1781,32.13475052618383,37.58885068643223,0,0,106.077327262741,164.10685725392278,0,0,104.21347454608764,176.1052294184481,0,0,103.75513570342252,195.17067433943467,0,0,0.2482229862713554,0.0,0.0,0.0,1.0,0.5867620751341681,0.626740799202993,23.96578447278376,60.0,68.14032773279818,2.4355472025186744,3,QLD,True,False,False,$800-1200,<30
12104141701,661,37,1718,600,2615,2805,458.0,303,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.9290060851926978,1.0,0.9349874032704532,23.964997868279244,55.74036511156186,96.62974380196756,1.3949358479790013,1,NSW,False,False,False,>$1600,30-40
20607114522,709,34,1627,572,2600,3125,501.0,254,0,-41.6736,147.0771,84.67419821379839,95.12240090824014,0,0,45.07312808264685,54.587224769005466,0,0,63.22012316730845,69.3483810904303,0,0,53.0501971266282,55.22490119666901,0,0,0.0,0.0,0.0,0.0,1.0,0.970184853905784,0.8516705072294409,23.96020107520505,60.0,94.05935791217244,1.472661405974496,2,VIC,False,False,False,>$1600,30-40
30502111404,981,42,1502,620,2968,3555,589.0,270,0,-31.3598,150.1361,355.7380537792954,360.86650751503953,0,0,93.70364970055684,163.87019138922693,0,0,78.59569741017587,114.42794395291769,0,0,113.10616950597996,163.85930025677828,0,0,0.0,0.0,0.0,0.0,1.0,0.8956469886702445,0.999444598736858,23.953692880386736,60.0,94.76568739561796,1.5947864767234845,3,QLD,False,False,False,$1200-1600,40-50
30502111409,961,43,1501,550,2400,2674,591.0,320,0,-31.3598,150.1361,355.7380537792954,360.86650751503953,0,0,93.70364970055684,163.87019138922693,0,0,78.59569741017587,114.42794395291769,0,0,113.10616950597996,163.85930025677828,0,0,0.0,0.0,0.0,0.0,1.0,0.8950506857483602,0.999444598736858,23.947729851167896,60.0,94.73587224952377,1.595451688951892,3,QLD,False,False,False,$1200-1600,40-50
11801164926,672,38,1561,692,3161,2483,485.0,213,0,-37.2288,147.3733,114.1047901646466,251.5713440272316,0,0,10.528934522914806,126.84599221301178,0,0,65.56444775365061,113.67535332169444,0,0,129.00286432966195,142.08926111632465,0,0,0.0,0.0,0.0,0.0,0.9837728194726166,0.9308288610614192,0.9559974818330998,23.92600421450586,59.02636916835699,94.89682389751628,1.5327356959965317,1,NSW,False,False,False,$1200-1600,30-40
11802157015,762,34,1620,802,3683,3620,514.0,303,0,-37.2988,148.36630000000002,219.3661183569723,334.4993245400307,0,0,94.37567415626604,118.41027854361968,0,0,100.15152663884815,133.09671609881215,0,0,165.4952303154954,172.6044469846383,0,0,0.0,0.0,0.0,0.0,1.0,0.966010733452594,0.8516705072294409,23.918459870673143,60.0,93.85065188951292,1.4764481401650091,1,NSW,False,False,False,>$1600,30-40
11703133048,1169,32,1802,670,3000,3052,953.0,646,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.9786054797444,197.13538819268317,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.7827045382418681,23.913522691209344,60.0,93.48113614725604,1.3270545333634487,1,NSW,False,False,False,>$1600,30-40
12101140120,590,32,1688,556,2496,2365,505.0,269,0,-37.4688,147.3493,104.73017527453376,241.9693028406477,0,0,27.844854622270574,133.39977195029186,0,0,70.93934028864349,116.17583331679089,0,0,146.16647520051092,150.38250000184564,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.7827045382418681,23.913522691209344,60.0,93.48113614725604,1.4166778845503163,1,NSW,False,False,False,>$1600,30-40
