SA1_CODE_2021,Tot_P_P,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Year12_Total,High_Income_Total,Families_with_children,latitude,longitude,beach_min_km,beach_avg_km,beachs_within_5km,beachs_within_10km,park_min_km,park_avg_km,parks_within_5km,parks_within_10km,school_min_km,school_avg_km,schools_within_5km,schools_within_10km,hospital_min_km,hospital_avg_km,hospitals_within_5km,hospitals_within_10km,beach_score,park_score,school_score,hospital_score,education_score,income_score,age_score,lifestyle_premium_index,school_demand_index,lifestyle_preference_index,value_score,state,state_name,is_coastal,is_highly_coastal,is_metro,income_bracket,age_bracket
11703164021,705,33,1646,615,3268,3106,498.0,322,0,-37.2288,149.3733,331.3484972952808,403.8505073903102,0,0,28.795790322845384,84.32857390784454,0,0,114.7894427528546,124.78555570996816,0,0,149.5317494985343,165.0929054268865,0,0,0.0,0.0,0.0,0.0,1.0,0.9815146094215862,0.8182760289835492,23.90652623913361,60.0,93.62401134058578,1.4524013511016776,1,NSW,False,False,False,>$1600,30-40
11703133620,584,35,1586,550,2210,2302,625.0,269,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.9786054797444,197.13538819268317,0,0,0.0,0.0,0.0,0.0,1.0,0.9457364341085271,0.8824969025845953,23.86984885400825,60.0,93.7617287829642,1.505034606179587,1,NSW,False,False,False,$1200-1600,30-40
20607113919,721,35,1584,390,1935,2041,595.0,283,0,-41.6836,147.0761,85.71069445415665,95.01333872707453,0,0,43.99426857469656,54.00142983372068,0,0,62.367793284083845,68.42831748707935,0,0,52.03684601874613,54.209182218152655,0,0,0.0,0.0,0.0,0.0,1.0,0.9445438282647584,0.8824969025845953,23.857922795570563,60.0,93.70209849077578,1.506181994669859,2,VIC,False,False,False,$1200-1600,30-40
12104141723,625,44,2039,830,2650,4504,437.0,265,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.8864097363083164,1.0,0.9950124791926824,23.839159759046577,53.18458417849898,97.5785691019468,1.1691593800415192,1,NSW,False,False,False,>$1600,40-50
11801134705,685,43,1912,800,5000,4650,435.0,163,0,-37.5288,147.3433,103.34563086351751,240.10276736389795,0,0,34.15023400413459,134.70293182085828,0,0,73.76039916743574,116.97681882105148,0,0,144.60535977682636,152.8325319228452,0,0,0.0,0.0,0.0,0.0,0.8823529411764706,1.0,0.999444598736858,23.820752405449,52.94117647058824,97.63039678563516,1.2458552513310144,1,NSW,False,False,False,>$1600,40-50
20607114209,776,32,1659,582,2600,3026,638.0,350,0,-41.6736,147.0771,84.67419821379839,95.12240090824014,0,0,45.07312808264685,54.587224769005466,0,0,63.22012316730845,69.3483810904303,0,0,53.0501971266282,55.22490119666901,0,0,0.0,0.0,0.0,0.0,1.0,0.9892665474060824,0.7827045382418681,23.806188165270164,60.0,92.94446351756017,1.4349721618607694,2,VIC,False,False,False,>$1600,30-40
12104141625,579,39,1719,582,4730,2446,440.0,226,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.8924949290060852,1.0,0.973144963058051,23.790674105351105,53.54969574036511,97.04424747186324,1.3839833685486391,1,NSW,False,False,False,>$1600,30-40
30305107503,1104,33,912,500,2000,2466,557.0,149,0,-31.3998,153.1321,33.74948357239367,39.46173823158336,0,0,82.95381839711125,137.41755769315697,0,0,149.93588364137193,171.2909872973581,0,0,95.94935175924476,172.05157306379311,0,0,0.2107652353683329,0.0,0.0,0.0,1.0,0.5438282647584973,0.8182760289835492,23.744967499869382,60.0,71.73969410743135,2.6036148574418183,3,QLD,True,False,False,$800-1200,30-40
11703133319,537,37,1927,681,2700,3150,447.0,220,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.9786054797444,197.13538819268317,0,0,0.0,0.0,0.0,0.0,0.9066937119675456,1.0,0.9349874032704532,23.741874136027725,54.401622718052735,96.1834963374645,1.2320640444228192,1,NSW,False,False,False,>$1600,30-40
11801134012,685,32,1646,650,3000,2588,554.0,300,0,-37.5288,147.3433,103.34563086351751,240.10276736389795,0,0,34.15023400413459,134.70293182085828,0,0,73.76039916743574,116.97681882105148,0,0,144.60535977682636,152.8325319228452,0,0,0.0,0.0,0.0,0.0,1.0,0.9815146094215862,0.7827045382418681,23.728668785425207,60.0,92.55686661833536,1.4415959164899883,1,NSW,False,False,False,>$1600,30-40
80105105120,566,31,1773,500,1950,2316,539.0,316,0,-39.230900000000005,149.235,280.85478510005794,327.6181767087812,0,0,52.13211955391002,127.71726849127852,0,0,124.85917950697294,157.9705246180151,0,0,188.2729145163276,190.8069438381636,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.7453593045429805,23.726796522714903,60.0,92.36077913628942,1.3382287942873607,8,ACT,False,False,False,>$1600,30-40
80105105312,516,35,1645,556,1600,2301,468.0,221,0,-39.230900000000005,149.235,280.85478510005794,327.6181767087812,0,0,52.13211955391002,127.71726849127852,0,0,124.85917950697294,157.9705246180151,0,0,188.2729145163276,190.8069438381636,0,0,0.0,0.0,0.0,0.0,0.949290060851927,0.9809183064997018,0.8824969025845953,23.714568186439266,56.95740365111563,94.5066236195615,1.441615087321536,8,ACT,False,False,False,>$1600,30-40
80109110207,793,37,1580,550,2058,2470,474.0,329,0,-39.1809,153.24,187.04122190417783,220.7127466863325,0,0,26.237120861075937,58.16923348936606,0,0,44.51434088025693,87.80737312965955,0,0,176.54120538452025,220.4244535068618,0,0,0.0,0.0,0.0,0.0,0.9614604462474644,0.9421586165772212,0.9349874032704532,23.711127644599124,57.68762677484786,94.38676185192396,1.500704281303742,8,ACT,False,False,False,$1200-1600,30-40
20604150325,565,47,1755,605,3250,2479,439.0,215,0,-41.3136,144.1131,226.6785966611812,287.62636564435235,0,0,83.99028537152644,105.9323458749387,0,0,8.626606242809114,57.34276544143214,0,0,171.50910467221837,218.97213176528209,0,0,0.0,0.0,0.0,0.0,0.8904665314401623,1.0,0.9559974818330998,23.68465272356712,53.42799188640973,96.48925508379624,1.3495528617417163,2,VIC,False,False,False,>$1600,40-50
11703133149,616,36,1807,750,3083,3117,450.0,307,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.9786054797444,197.13538819268317,0,0,0.0,0.0,0.0,0.0,0.9127789046653144,1.0,0.9103839103891423,23.679708598598857,54.76673427991886,95.56709540498056,1.310443198594292,1,NSW,False,False,False,>$1600,30-40
31605143524,1433,43,762,550,2167,1692,623.0,187,0,-31.0398,153.1681,27.84579240016965,39.89906185548865,0,0,116.13497056605192,159.24433690106486,0,0,113.74110350378216,179.25121185127855,0,0,99.88333874294088,192.98852070452511,0,0,0.202018762890227,0.0,0.0,0.0,1.0,0.4543828264758497,0.999444598736858,23.58142651624733,60.0,72.70247928589824,3.094675395832983,3,QLD,True,False,False,$500-800,40-50
20603111307,1650,36,1514,540,2866,3322,958.0,625,0,-41.7036,143.0741,342.0106675983753,377.62566021750064,0,0,64.38863406610153,122.81587445501506,0,0,14.38775107343133,71.37580038930287,0,0,140.15769058463718,189.100437708468,0,0,0.0,0.0,0.0,0.0,1.0,0.9028026237328562,0.9103839103891423,23.57994578927428,60.0,92.45164849831708,1.5574600917618413,2,VIC,False,False,False,$1200-1600,30-40
11703133010,613,37,1679,750,3033,3531,439.0,245,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.9786054797444,197.13538819268317,0,0,0.0,0.0,0.0,0.0,0.8904665314401623,1.0,0.9349874032704532,23.57960233075389,53.42799188640973,95.85895272691684,1.404383700461816,1,NSW,False,False,False,>$1600,30-40
11703133625,555,33,1586,647,3028,2847,503.0,240,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.9786054797444,197.13538819268317,0,0,0.0,0.0,0.0,0.0,1.0,0.9457364341085271,0.8182760289835492,23.54874448600302,60.0,91.83510257493283,1.4847884291300768,1,NSW,False,False,False,$1200-1600,30-40
11801134004,594,33,1730,800,3500,3236,466.0,251,0,-37.5288,147.3433,103.34563086351751,240.10276736389795,0,0,34.15023400413459,134.70293182085828,0,0,73.76039916743574,116.97681882105148,0,0,144.60535977682636,152.8325319228452,0,0,0.0,0.0,0.0,0.0,0.9452332657200812,1.0,0.8182760289835492,23.54371280211856,56.713995943204864,93.4529461839081,1.3609082544577202,1,NSW,False,False,False,>$1600,30-40
30905124510,1091,37,835,450,2232,2301,479.0,162,0,-31.2298,153.1491,23.747590483998952,39.58299141369727,0,0,101.64925300259463,147.99285859180932,0,0,132.55431566329673,176.79900815608934,0,0,95.742982507,180.864497743672,0,0,0.2083401717260545,0.0,0.0,0.0,0.9716024340770792,0.4979129397734049,0.9349874032704532,23.5368941893782,58.29614604462474,72.37731776832541,2.818789723278826,3,QLD,True,False,False,$800-1200,30-40
51003127229,2435,30,1731,319,2546,3476,902.0,904,0,-35.6805,113.9875,112.42971909374602,185.7913853438403,0,0,112.74291636499194,235.7268313259912,0,0,185.5974292270817,230.56747350617533,0,0,255.74482496600555,269.59402974414905,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.7066482778577162,23.533241389288584,60.0,91.19944833573147,1.3595171224314606,5,WA,False,False,False,>$1600,<30
50301103314,867,46,1453,600,2700,3117,575.0,281,0,-35.920500000000004,111.9635,324.7648128950568,389.60632959605823,0,0,338.7641817262302,444.6615319501454,0,0,410.9613735829347,438.3562462592802,0,0,413.58250814716433,431.79578366615215,0,0,0.0,0.0,0.0,0.0,1.0,0.8664281454979129,0.973144963058051,23.53000627026939,60.0,92.51575616663716,1.6194085526682307,5,WA,False,False,False,$1200-1600,40-50
12104141435,601,35,1771,650,3074,3166,449.0,288,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.9107505070993914,1.0,0.8824969025845953,23.51998958391689,54.64503042596348,94.68991721952568,1.328062652959734,1,NSW,False,False,False,>$1600,30-40
12101140132,680,37,1476,480,1885,2100,574.0,293,0,-37.4688,147.3493,104.73017527453376,241.9693028406477,0,0,27.844854622270574,133.39977195029186,0,0,70.93934028864349,116.17583331679089,0,0,146.16647520051092,150.38250000184564,0,0,0.0,0.0,0.0,0.0,1.0,0.8801431127012522,0.9349874032704532,23.47636814336479,60.0,92.0567777331762,1.5905398471114358,1,NSW,False,False,False,$1200-1600,30-40
11703132926,559,38,1591,495,3183,2391,453.0,210,0,-37.5488,149.34130000000002,325.2592223192765,401.4775054278286,0,0,55.3851729040675,85.22546741130384,0,0,147.03557476397856,156.57535933609464,0,0,183.03867670665105,198.17586791304075,0,0,0.0,0.0,0.0,0.0,0.9188640973630832,0.9487179487179488,0.9559974818330998,23.45580786997582,55.13184584178499,94.49310383815212,1.4742808214943948,1,NSW,False,False,False,$1200-1600,30-40
20607114123,529,31,1628,451,1985,2338,531.0,280,0,-41.6736,147.0771,84.67419821379839,95.12240090824014,0,0,45.07312808264685,54.587224769005466,0,0,63.22012316730845,69.3483810904303,0,0,53.0501971266282,55.22490119666901,0,0,0.0,0.0,0.0,0.0,1.0,0.9707811568276684,0.7453593045429805,23.43460809099159,60.0,90.89983697767283,1.4394722414613998,2,VIC,False,False,False,>$1600,30-40
20604150803,537,39,1664,531,2030,2329,426.0,191,0,-41.3136,144.1131,226.6785966611812,287.62636564435235,0,0,83.99028537152644,105.9323458749387,0,0,8.626606242809114,57.34276544143214,0,0,171.50910467221837,218.97213176528209,0,0,0.0,0.0,0.0,0.0,0.8640973630831643,0.992248062015504,0.973144963058051,23.42917906627694,51.84584178498986,96.08869925418,1.408003549656066,2,VIC,False,False,False,>$1600,30-40
12104141409,639,38,1775,550,2970,2392,426.0,265,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.8640973630831643,1.0,0.9559974818330998,23.420961039997145,51.84584178498986,95.96187171665628,1.3194907628167405,1,NSW,False,False,False,>$1600,30-40
11801165021,701,35,1612,700,2850,2849,463.0,280,0,-37.2188,147.3743,114.61501613001803,252.03972792972252,0,0,10.695409676343331,126.78908800628832,0,0,65.5693994686013,113.67368674455004,0,0,127.94726266282268,141.79365332110842,0,0,0.0,0.0,0.0,0.0,0.9391480730223124,0.9612403100775194,0.8824969025845953,23.41636834392129,56.348884381338735,93.31988404186006,1.452628309176259,1,NSW,False,False,False,>$1600,30-40
11801165004,643,45,1689,800,4041,2833,418.0,240,0,-37.2188,147.3743,114.61501613001803,252.03972792972252,0,0,10.695409676343331,126.78908800628832,0,0,65.5693994686013,113.67368674455004,0,0,127.94726266282268,141.79365332110842,0,0,0.0,0.0,0.0,0.0,0.847870182555781,1.0,0.9862071167439164,23.409737409277398,50.87221095334685,96.54361715343312,1.386011687938271,1,NSW,False,False,False,>$1600,40-50
20804119410,717,37,1464,446,2500,2386,508.0,254,0,-41.6236,144.0821,229.58779364938505,287.54060390309843,0,0,65.37657427553873,106.0463173455965,0,0,26.77032135322311,63.00332214102857,0,0,137.51350336239202,184.653691493465,0,0,0.0,0.0,0.0,0.0,1.0,0.8729874776386404,0.9349874032704532,23.40481179273867,60.0,91.6989959800456,1.5986893301051006,2,VIC,False,False,False,$1200-1600,30-40
11703164423,586,33,1561,690,3434,2416,521.0,247,0,-37.2288,149.3733,331.3484972952808,403.8505073903102,0,0,28.795790322845384,84.32857390784454,0,0,114.7894427528546,124.78555570996816,0,0,149.5317494985343,165.0929054268865,0,0,0.0,0.0,0.0,0.0,1.0,0.9308288610614192,0.8182760289835492,23.39966875553194,60.0,91.08972392257743,1.4990178574972417,1,NSW,False,False,False,$1200-1600,30-40
11703133032,553,35,1843,551,2476,2818,442.0,305,0,-37.5388,149.34230000000002,325.3917559245329,401.8228739176083,0,0,56.42901006420714,85.18932478476918,0,0,146.16197566664064,155.55661677644375,0,0,181.9786054797444,197.13538819268317,0,0,0.0,0.0,0.0,0.0,0.896551724137931,1.0,0.8824969025845953,23.37800175430229,53.79310344827586,94.40594156029648,1.2684754071786375,1,NSW,False,False,False,>$1600,30-40
12504149156,1094,34,1527,470,2000,3051,727.0,448,0,-37.3788,150.3583,327.77764336266733,335.51954823535266,0,0,53.885275336230464,80.62245056284777,0,0,151.61091363948728,156.54342414690032,0,0,125.2410302334418,144.28443624627525,0,0,0.0,0.0,0.0,0.0,1.0,0.9105545617173524,0.8516705072294409,23.36389815332073,60.0,91.07784330275084,1.5300522693726737,1,NSW,False,False,False,$1200-1600,30-40
30305107201,970,33,845,395,1863,1739,517.0,109,0,-31.3998,153.1321,33.74948357239367,39.46173823158336,0,0,82.95381839711125,137.41755769315697,0,0,149.93588364137193,171.2909872973581,0,0,95.94935175924476,172.05157306379311,0,0,0.2107652353683329,0.0,0.0,0.0,1.0,0.5038759689922481,0.8182760289835492,23.345444542206888,60.0,69.74207931911889,2.762774502036318,3,QLD,True,False,False,$800-1200,30-40
31201134102,1300,29,1725,109,1647,3479,532.0,489,0,-31.1298,149.1591,466.9766328151498,469.9190373642337,0,0,133.64092523546557,180.67168413247697,0,0,74.14340802256339,104.55356671667248,0,0,180.1872123422342,237.1995456220872,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.6669768108584744,23.33488405429237,60.0,90.00930432575423,1.3527469016981086,3,QLD,False,False,False,>$1600,<30
12104141635,572,43,1753,597,3450,3011,411.0,204,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.8336713995943205,1.0,0.999444598736858,23.333936989627496,50.02028397565923,96.65676595399216,1.3310859663221617,1,NSW,False,False,False,>$1600,40-50
12104141430,569,39,1760,760,4100,3430,417.0,207,0,-37.4588,150.3503,328.4219845269456,337.0317056449738,0,0,49.829623398746335,81.98526161999641,0,0,150.4502843519458,154.77688003623123,0,0,132.142697907346,143.79816322469975,0,0,0.0,0.0,0.0,0.0,0.845841784989858,1.0,0.973144963058051,23.324142665188837,50.75050709939147,96.11118459153867,1.325235378703911,1,NSW,False,False,False,>$1600,30-40
