rank,SA1_CODE_2021,gentrification_risk_score,gentrification_risk_percentile,risk_category,total_population,median_personal_income,median_household_income,median_rent_weekly,income_percentile,education_percentile,pct_year12,pct_tertiary,edu_income_mismatch,pct_young_professionals,pct_age_20_24,pct_overseas_born,pct_non_english,avg_household_size,rental_stress,income_component,education_component,youth_component,mismatch_component,diversity_component,density_component,state_code,state,state_name
77,31202135614,91.48530398706929,99.8771101481146,Very High,7,575,2166,355,15.22298040230257,99.72539324351231,100.0,0.0,85.6375071469411,57.14285714285714,0.0,71.42857142857143,0.0,1.8,0,14.362492853058892,100.0,97.07239604553128,85.6375071469411,77.25879470033641,95.18198004223429,3,QLD,Queensland
82,30504113726,91.03198750850127,99.86902528943794,Very High,199,633,1107,438,22.26974322488843,98.61535143027808,92.3076923076923,0.0,77.40378283057436,47.23618090452261,36.68341708542713,65.32663316582915,59.798994974874375,1.6,100,21.481662991096957,98.88544582167133,98.70872793487932,77.40378283057436,96.21381401337376,98.0928325949236,3,QLD,Queensland
85,30501111013,90.83382078993908,99.86417437423194,Very High,811,527,1625,460,10.770648729060216,95.81784695028873,87.42857142857143,0.0,86.21215705500859,33.66214549938348,26.75709001233046,60.66584463625154,53.144266337854496,2.0,0,9.864412317242504,96.0765693722511,92.0469946536514,86.21215705500859,93.46596336752918,88.8973541468262,3,QLD,Queensland
92,31701144609,90.4053008420718,99.8528555720846,Very High,450,665,850,120,26.488422482375007,99.19692042211456,94.52380952380952,0.0,73.72568864310847,49.77777777777778,39.77777777777778,85.77777777777777,80.22222222222221,1.5,0,25.74369027199216,99.46937891510062,99.23421663105208,73.72568864310847,99.87789176392408,98.84559645563328,3,QLD,Queensland
93,30403109601,90.39198640203068,99.85123860034926,Very High,612,580,1242,450,15.880279412715868,97.93256786354284,90.68441064638785,0.0,83.17334093071912,41.50326797385621,20.424836601307188,54.248366013071895,45.26143790849673,2.0,100,15.026545781262762,98.19988671198188,95.05358820643724,83.17334093071912,88.98201603189767,88.8973541468262,3,QLD,Queensland
94,30302105805,90.38225249612442,99.84962162861392,Very High,912,434,2402,400,3.5654226764116164,97.93588637419526,90.69767441860463,0.0,95.61806801415676,35.526315789473685,34.10087719298245,55.5921052631579,50.10964912280702,2.7,0,2.585150698358245,98.203218712515,95.45269354530264,95.61806801415676,91.10852680981849,42.11419816984802,3,QLD,Queensland
97,30403109605,90.29678888004769,99.84477071340793,Very High,498,591,1278,400,17.02347842959705,99.42257914647908,98.04878048780488,0.0,83.51446348684246,42.971887550200805,29.91967871485944,51.20481927710844,48.39357429718876,2.2,100,16.18149146451033,99.6959549513528,97.25365638693263,83.51446348684246,89.01358142625743,78.9756117759099,3,QLD,Queensland
98,31701144804,90.24977537062551,99.8431537416726,Very High,105,289,1125,250,2.3219714119397192,99.72539324351231,100.0,0.0,98.67107735032263,30.47619047619048,19.047619047619047,53.333333333333336,41.90476190476191,2.5,0,1.3289226496773667,100.0,84.53466811896666,98.67107735032263,87.47518378535531,58.33712889735414,3,QLD,Queensland
100,30503112628,90.1955488839084,99.83991979820192,Very High,507,606,1006,390,18.76899941789017,96.82252605030862,88.83928571428571,0.0,79.14038440002582,39.8422090729783,28.402366863905325,62.52465483234714,53.4516765285996,1.8,100,17.944948133627378,97.0853325336532,96.03139628665744,79.14038440002582,94.07567387963616,95.18198004223429,3,QLD,Queensland
104,30303106522,90.03864501533913,99.8334519112606,Very High,380,425,1187,457,3.297813854213828,98.3407446737904,91.61676646706589,0.0,96.29493065144275,26.31578947368421,35.26315789473684,38.42105263157895,30.789473684210527,2.4,100,2.3147921261128803,98.60972277755565,89.39627002802052,96.29493065144275,76.06346305602858,65.88547058092831,3,QLD,Queensland
