rank,SA1_CODE_2021,state,gentrification_risk_score,local_morans_i,spatial_lag,lisa_category,total_population,median_personal_income,pct_year12,pct_young_professionals,edu_income_mismatch
8540,21303135215,VIC,55.641528573365086,0.7926952319422939,55.64023262844242,LL (Coldspot),403,1271,80.36253776435045,44.41687344913151,-5.253604267677886
8541,50701115311,WA,55.64145855860467,0.7864175963965114,55.69399566436557,LL (Coldspot),309,658,60.09174311926605,35.275080906148865,24.83633962081262
8542,21203155604,VIC,55.640715856347526,0.6787085525943007,56.61587377938979,LL (Coldspot),635,918,78.58942065491183,41.41732283464567,17.760801666428094
8543,21104127037,VIC,55.63987696901228,0.5371288990973762,57.8272490611744,LL (Coldspot),442,973,74.72222222222223,37.10407239819005,4.774720635310359
8544,60103101703,TAS,55.63930431743792,0.6668196256803023,56.718736462743365,LL (Coldspot),464,601,56.582633053221286,39.87068965517241,24.985405208985576
8545,20602150010,VIC,55.63612830952411,0.3268188134704049,59.627168976352415,LL (Coldspot),533,1398,87.27272727272727,47.84240150093809,-0.1241427793825664
8546,80109110913,ACT,55.63435790403903,0.007488762475379099,62.35628960289455,LH (Low-High Outlier),256,1367,86.34146341463415,34.375,-0.388405243963021
8547,30202103125,QLD,55.6340959277543,0.5781670086726248,57.48054109464374,LL (Coldspot),392,1227,80.66465256797582,44.13265306122449,-3.4950804453192177
8548,40403110821,SA,55.63286645049518,0.3606000711951596,59.33994382566269,LL (Coldspot),575,807,67.01461377870564,37.73913043478261,14.308372338396175
8549,50302104235,WA,55.63084565155863,0.26836380535566406,60.128530014500285,LL (Coldspot),315,1149,86.2453531598513,30.15873015873016,6.644035639031969
8550,11601130325,NSW,55.627086909699536,-0.35495736225688973,65.4498240039934,LH (Low-High Outlier),613,691,62.10045662100456,32.95269168026101,24.550332607298497
8551,30202103202,QLD,55.62616106238819,0.38017612042987564,59.17592575314333,LL (Coldspot),389,1093,80.52805280528052,44.47300771208226,3.268583524688637
8552,21202129512,VIC,55.62612742874008,0.4074275884091695,58.94338426564136,LL (Coldspot),695,730,64.38679245283019,35.68345323741007,22.854586214195194
8553,21204146035,VIC,55.62355361746676,-0.031722175331758765,62.690881421358675,LH (Low-High Outlier),493,530,63.23529411764706,28.1947261663286,46.60667322550682
8554,20902142847,VIC,55.62293342584314,0.08064779221501082,61.73236874143247,LH (Low-High Outlier),317,976,74.8,43.217665615141954,4.622058184812332
8555,30503112106,QLD,55.62191555568617,0.7820874206852624,55.75026125732093,LL (Coldspot),530,1085,75.59912854030502,42.26415094339623,-3.713517084385714
8556,11201124301,NSW,55.620559268057455,0.8159614668872872,55.46275533463151,LL (Coldspot),276,664,75.36231884057972,21.014492753623188,54.61938486877565
8557,21205132130,VIC,55.6194293945847,0.10839966420440408,61.49612854484557,LH (Low-High Outlier),538,655,75.28604118993135,21.37546468401487,55.7526368281406
8558,20804119525,VIC,55.61721669927961,-0.38098986016320746,65.66729275055822,LH (Low-High Outlier),345,884,80.1556420233463,31.01449275362319,24.81900582901693
8559,11601156024,NSW,55.61546698324983,0.2625275185792591,60.183436748861006,LL (Coldspot),437,658,65.27331189710611,28.60411899313501,36.29592245434587
8560,30503111911,QLD,55.612147997696106,0.2788598883801739,60.045436842617825,LL (Coldspot),296,1239,90.04329004329004,37.16216216216216,5.624653961008093
8561,21203155633,VIC,55.60764318419341,0.681834441545663,56.61744866853999,LL (Coldspot),396,915,76.38376383763837,43.686868686868685,14.76998406714256
8562,30502111727,QLD,55.60698046539299,0.6052373492553806,57.269837531431556,LL (Coldspot),576,1151,79.48164146868251,43.40277777777778,-1.837033584834458
