rank,SA1_CODE_2021,gentrification_risk_score,gentrification_risk_percentile,risk_category,total_population,median_personal_income,median_household_income,median_rent_weekly,income_percentile,education_percentile,pct_year12,pct_tertiary,edu_income_mismatch,pct_young_professionals,pct_age_20_24,pct_overseas_born,pct_non_english,avg_household_size,rental_stress,income_component,education_component,youth_component,mismatch_component,diversity_component,density_component,state_code,state,state_name
534,60104102602,77.51373606352655,99.13815406506694,Very High,30,687,1625,275,29.64636828148244,99.72539324351231,100.0,0.0,71.06591521685861,33.33333333333333,0.0,33.33333333333333,30.0,2.2,0,28.934084783141383,100.0,69.95318826962892,71.06591521685861,72.54807492627819,78.9756117759099,6,TAS,Tasmania
579,60105103115,77.02560914035124,99.0653903369769,Very High,338,732,1477,420,37.36659983183494,91.25489480321232,83.05084745762711,0.0,54.7614249244352,44.08284023668639,9.763313609467456,39.05325443786983,35.20710059171598,2.2,0,36.73364371477579,91.49506863921098,93.48377387356678,54.7614249244352,78.66345474934585,78.9756117759099,6,TAS,Tasmania
679,60105102706,75.85081670270894,98.9036931634435,Very High,365,704,1666,420,32.38875234460902,84.46273312537333,78.19314641744548,0.0,52.9706489943433,45.47945205479452,12.602739726027398,39.17808219178082,36.71232876712329,2.2,0,31.70464755370416,84.67529654804746,95.07853229011631,52.97064899434329,79.4260082236159,78.9756117759099,6,TAS,Tasmania
683,60401108201,75.79640381111537,98.89722527650216,Very High,34,575,1125,0,15.22298040230257,94.21998407114889,85.71428571428571,0.0,80.1097182624949,20.588235294117645,32.35294117647059,14.705882352941178,0.0,2.3,0,14.362492853058892,94.4722111155538,79.03449766772819,80.1097182624949,15.435477841923827,72.84998550784645,6,TAS,Tasmania
695,60105103121,75.654074939962,98.87782161567816,Very High,299,704,1562,400,32.38875234460902,84.53739961505276,78.2442748091603,0.0,53.04561900633849,46.82274247491639,5.351170568561873,38.46153846153847,28.762541806020064,2.1,0,31.70464755370416,84.75026656004265,93.8155301864986,53.0456190063385,74.95036757071064,84.26649000041407,6,TAS,Tasmania
787,60105102902,74.77113825577156,98.72906021602742,Very High,548,775,1605,395,45.39486449776858,93.5670671002854,85.03253796095444,0.0,48.97223912852568,41.97080291970803,11.496350364963504,41.97080291970803,38.32116788321168,2.3,0,44.84440088213673,93.8166400106624,92.5325728159376,48.97223912852568,81.40216804419154,72.84998550784645,6,TAS,Tasmania
875,60105103316,73.80387851357217,98.58676670331803,Very High,13,599,4750,0,17.971023866502815,99.72539324351231,100.0,0.0,82.86122682349097,23.07692307692308,30.76923076923077,30.76923076923077,0.0,4.0,0,17.13877317650903,100.0,82.20322776442809,82.86122682349097,42.0824853594717,0.4339364829613679,6,TAS,Tasmania
946,60105102717,73.20283934970209,98.47196171010933,Very High,466,766,1441,383,43.638024707328114,88.98918165527311,81.2987012987013,0.0,46.15063616797829,43.776824034334766,9.012875536480689,36.48068669527897,22.96137339055794,2.1,0,43.06950910724496,89.22014527522325,92.96826281086564,46.15063616797829,69.9838019686838,84.26649000041407,6,TAS,Tasmania
1058,60105103109,72.19762710615557,98.29086087575187,Very High,363,770,1899,420,44.40123536640579,95.00895997876154,86.53198653198653,0.0,51.42383228853359,36.63911845730027,15.426997245179065,45.73002754820937,37.1900826446281,2.7,0,43.840561953769495,95.26439424230308,89.78040891667844,51.42383228853359,82.53104622668937,42.11419816984802,6,TAS,Tasmania
1131,60105103122,71.60151198966717,98.1728219390725,Very High,448,788,1493,425,47.77747234978333,88.40595340811043,80.86734693877551,0.0,41.38305553381032,38.83928571428572,11.160714285714286,42.85714285714285,32.8125,2.1,0,47.25149064771706,88.63454618152738,89.85191528989182,41.38305553381032,79.32632803090085,84.26649000041407,6,TAS,Tasmania
