rank,SA1_CODE_2021,state,total_population,gentrification_risk_score,gentrification_risk_percentile,cbd_proximity_score,coastal_score,school_access_score,public_transport_score,parks_score,composite_amenity_index,amenity_percentile,amenity_category,premium_opportunity_score,premium_percentile
51,80101100308,ACT,1012,93.71808844014052,99.9191514132333,70.0,0.0,40.52731413682079,24.748607138724022,0.0,31.792614612045163,0.0964336187546762,Very Low,62.75535152609284,99.33992850611023
52,80105105308,ACT,577,93.67021104459609,99.91753444149796,70.0,0.0,40.32586912902048,24.667804652239326,0.0,31.732124988863927,0.09477097015545764,Very Low,62.70116801673001,99.32662731731648
106,80105105307,ACT,821,89.8990635645764,99.83021796778992,70.0,0.0,40.399332832675015,24.60291467588077,0.0,31.730595235505195,0.09310832155623909,Very Low,60.81482940004079,98.82450744035248
110,80110114601,ACT,7,89.59083733381944,99.82375008084858,70.0,0.0,39.89836912902048,24.538644667449205,0.0,31.614334992666397,0.08645772715936487,Very Low,60.60258616324292,98.76631473937984
216,80105104901,ACT,2848,84.27956803221474,99.65235107690316,70.0,0.0,41.9202466890165,24.58328235819267,0.0,32.02986992735147,0.10640951034998752,Very Low,58.154718979783105,97.54925596475185
219,80105106009,ACT,9,84.16634184089612,99.64750016169718,70.0,0.0,39.89986912902048,33.18761056094698,0.0,33.77687646604084,0.6135173331116468,Very Low,58.97160915346848,98.03142405852523
403,80101100209,ACT,278,79.28088287044143,99.3499773623957,70.0,0.0,35.08087361834899,32.18408914312166,0.0,32.562197009450216,0.2843129104663729,Very Low,55.92153993994582,95.16002992767478
518,80104104021,ACT,44,77.74541766126234,99.16402561283228,70.0,0.0,30.71378467819564,28.588688478516044,0.0,30.78992905526814,0.07315653836561642,Very Low,54.26767335826524,92.51309335771884
813,80101100201,ACT,425,74.44532887749612,98.68701895090874,70.0,0.0,35.05237764297806,34.42940631871311,0.0,33.11782710827389,0.36910798902651926,Very Low,53.781577992885005,91.66514257211739
909,80101100216,ACT,1468,73.52072111194232,98.53178966431668,70.0,0.0,40.723265741693496,42.26642088382627,0.0,36.211258369295265,3.155707041316818,Very Low,54.865989740618794,93.54726078643279
912,80101100213,ACT,19,73.51238178523826,98.52693874911068,70.0,0.0,39.90736912902048,42.0227734885182,0.0,35.987167197933644,2.7550087289051457,Very Low,54.74977449158595,93.32779117133595
1309,80105105311,ACT,365,70.51945138819913,97.88500097018304,70.0,0.0,39.991611054867725,44.553069254550564,0.0,36.63658952461118,3.9720675035331285,Very Low,53.578020456405156,91.2544683681104
1400,80101100317,ACT,478,70.02716896183884,97.73785654226764,70.0,0.0,39.904422262422415,43.676641261758725,0.0,36.400044767924165,3.48657411256131,Very Low,53.2136068648815,90.5544933078394
1421,80101100808,ACT,364,69.92229194332394,97.70390013582563,70.0,0.0,36.01071035947822,38.79046737315456,0.0,34.399758915184286,1.1605287222545515,Very Low,52.16102542925411,88.57095352897166
1435,80101100211,ACT,578,69.8770717144677,97.68126253153096,70.0,0.0,37.8371578484416,40.96324830128788,0.0,35.30824364501029,1.9685759414747692,Very Low,52.592657679739,89.37733809959265
1526,80104104030,ACT,819,69.40121281069827,97.53411810361555,70.0,0.0,39.59191123410894,43.89073685254682,0.0,36.391066459958495,3.4666223293706873,Very Low,52.89613963532838,89.97755424391055
1542,40302106134,SA,419,69.35754801697456,97.5082465558502,69.92992992992993,50.0,25.030949306270124,27.666863707657594,15.0,39.1553882706509,14.869066422811539,Very Low,54.25646814381273,92.49480422312745
1566,80105112701,ACT,289,69.21815386385431,97.46943923420218,70.0,0.0,32.98536287217446,30.898069006563393,0.0,31.82158982607574,0.09809626735389476,Very Low,50.519871844965024,85.1608612519744
1569,80109110605,ACT,554,69.20871852454275,97.46458831899618,70.0,0.0,39.36627505227869,44.12549804090135,0.0,36.40462952068107,3.4932247069581845,Very Low,52.80667402261191,89.78302435780198
1593,80104103911,ACT,181,69.10035236119258,97.42578099734816,70.0,0.0,38.29554022139609,43.2052589812687,0.0,35.96042278959639,2.7200931083215565,Very Low,52.530387575394485,89.26926594064345
1653,80101101302,ACT,593,68.70409035061924,97.32876269322811,70.0,0.0,33.9236891575663,38.048985732471444,0.0,33.79698426463112,0.6301438191038324,Very Low,51.25053730762518,86.68218472025937
1697,40401109308,SA,382,68.43235488856484,97.25761593687342,69.85985985985985,50.0,23.546366564875363,26.646050724455996,15.0,38.58575095905403,11.552082467370521,Very Low,53.509052923809435,91.12311912877213
1751,40402110239,SA,402,68.18464605702384,97.1702994631654,69.85985985985985,50.0,23.554064145118996,25.506136362692313,15.0,38.30231188466184,10.09227699725663,Very Low,53.243478970842844,90.59938482001829
1774,80104103920,ACT,197,68.09634068176152,97.1331091132527,70.0,0.0,39.81383026023168,45.647312645692466,0.0,36.87459421346945,4.492476515088536,Very Low,52.485467447615484,89.18613351068252
1777,40402110203,SA,330,68.08404198097888,97.12825819804672,69.85985985985985,50.0,27.26346574501278,28.444784336637127,15.0,39.7788541981268,19.093856513425887,Very Low,53.931448089552845,91.92119045639704
1781,80104104022,ACT,240,68.0726928387878,97.12179031110536,70.0,0.0,37.79642380588841,44.173028915304116,0.0,36.102541990003715,2.942888020616843,Very Low,52.08761741439576,88.40801396624823
1826,80109110905,ACT,230,67.93579757475794,97.04902658301532,70.0,0.0,35.2901685365287,38.42757947988824,0.0,34.1649285772778,0.9477097015545765,Very Low,51.050363076017874,86.25820932745864
