rank,SA1_CODE_2021,state,gentrification_risk_score,local_morans_i,spatial_lag,lisa_category,total_population,median_personal_income,pct_year12,pct_young_professionals,edu_income_mismatch
88,20804119556,VIC,90.5693225978705,0.1623230690379376,62.75461725900897,HH (Hotspot),287,645,93.08943089430896,48.08362369337979,75.95859373313485
89,20703116526,VIC,90.53905893917644,3.9939333248894084,70.65558050823502,HH (Hotspot),533,320,93.29268292682929,19.69981238273921,97.79706903483806
91,40101100135,SA,90.46591325814138,7.8028775087283115,78.55140960402366,HH (Hotspot),390,557,85.02994011976048,43.07692307692308,81.32122312391714
93,30403109601,QLD,90.39198640203068,8.46840866521862,79.97355272374067,HH (Hotspot),612,580,90.68441064638785,41.50326797385621,83.17334093071912
94,30302105805,QLD,90.38225249612442,3.236832552782788,69.13190155508451,HH (Hotspot),912,434,90.69767441860463,35.526315789473685,95.61806801415676
95,20604111721,VIC,90.3513322681827,7.838724146113106,78.69199491289744,HH (Hotspot),244,463,80.59701492537313,40.57377049180328,84.11091138158801
96,40101100155,SA,90.3131558370292,7.7625386614115515,78.55590246935049,HH (Hotspot),712,520,82.26351351351352,40.16853932584269,81.23559017951261
97,30403109605,QLD,90.29678888004769,8.44228010860834,79.97915257797497,HH (Hotspot),498,591,98.04878048780488,42.971887550200805,83.51446348684246
98,31701144804,QLD,90.24977537062551,0.5923559804170231,63.65438149376099,HH (Hotspot),105,289,100.0,30.47619047619048,98.67107735032263
99,20604150430,VIC,90.21932999400045,11.672779090350069,86.76583074215077,HH (Hotspot),398,637,92.78688524590164,49.246231155778894,77.0662755480998
100,30503112628,QLD,90.1955488839084,5.036835503258232,72.93444181437098,HH (Hotspot),507,606,88.83928571428571,39.8422090729783,79.14038440002582
101,20604150433,VIC,90.10760611594462,11.62753366569917,86.76932211334002,HH (Hotspot),286,623,86.56716417910447,59.09090909090909,75.21111795419053
102,20604150405,VIC,90.07156169449121,11.612933690174158,86.77044850151043,HH (Hotspot),501,647,89.6328293736501,50.29940119760479,74.18519499004286
103,20604111740,VIC,90.04119885271055,7.7555746287208205,78.70015631856775,HH (Hotspot),315,594,87.2,44.44444444444444,79.32510190402316
104,30303106522,QLD,90.03864501533913,5.06952829911831,73.06280673370614,HH (Hotspot),380,425,91.61676646706589,26.31578947368421,96.29493065144275
106,80105105307,ACT,89.8990635645764,2.372131761748329,67.4254197960033,HH (Hotspot),821,277,99.21752738654148,10.596833130328868,98.41972844938638
107,11802156423,NSW,89.89417020459305,1.6131483470365449,65.82458787048144,HH (Hotspot),240,529,85.56149732620321,34.583333333333336,84.30413957099509
108,11703164614,NSW,89.79934216646846,7.418594388263865,78.13035630743553,HH (Hotspot),350,651,88.95522388059702,62.0,73.64132379393254
109,20703116347,VIC,89.61584443943298,4.998706125442471,73.07727324415544,HH (Hotspot),3,250,100.0,100.0,98.81156579269786
