rank,SA1_CODE_2021,state,total_population,gentrification_risk_score,gentrification_risk_percentile,cbd_proximity_score,coastal_score,school_access_score,public_transport_score,parks_score,composite_amenity_index,amenity_percentile,amenity_category,premium_opportunity_score,premium_percentile
151,20604150311,VIC,254,87.23805164327858,99.7574542396999,70.0,63.98371519780176,39.35470486606699,32.44592226428819,19.195114559340528,45.95924600285679,68.64078477013884,High,66.59864882306769,99.75891595311332
155,20703116335,VIC,520,87.08715493491351,99.75098635275856,70.0,63.783690952438675,37.907177282835995,30.244416155537554,19.135107285731603,45.08035923117713,61.842214647934156,High,66.08375708304533,99.73231357552581
157,11802156504,NSW,350,87.04072309620246,99.74775240928788,69.01901901901901,66.56489320859181,38.15342840309357,29.660525256521087,19.969467962577543,45.28072592517914,63.471610275168345,High,66.1607245106908,99.73563887272425
158,20604150319,VIC,365,86.93493330847718,99.74613543755255,70.0,63.98371519780176,39.29622153715936,32.48560021161572,19.195114559340528,45.95746882390714,68.62582093274587,High,66.44620106619216,99.75392800731565
161,11703163902,NSW,449,86.8035561113154,99.74128452234656,69.08908908908909,66.76493766291499,40.02009052511037,32.6088185247426,20.029481298874497,46.447657852748414,72.3834067669798,High,66.62560698203191,99.76224125031175
164,11703164523,NSW,427,86.69043545879978,99.73643360714055,69.08908908908909,66.76493766291499,39.7509931871743,30.6212013508044,20.029481298874497,45.89693409167665,68.16027932496466,High,66.29368477523822,99.74228946712113
165,50301103506,WA,421,86.6841786605205,99.7348166354052,70.0,69.59591061542814,39.86831082583729,29.334096582736787,20.87877318462844,46.37838888086014,71.8197688918447,High,66.53128377069032,99.75559065591487
167,20604150422,VIC,355,86.57710645075741,99.73158269193456,70.0,63.98371519780176,39.304322161184324,32.79744407889299,19.195114559340528,46.037049915531455,69.23601296865908,High,66.30707818314443,99.74561476431955
169,20604150623,VIC,520,86.52546301900232,99.72834874846389,70.0,63.98371519780176,39.35504796362068,32.53023790235918,19.195114559340528,45.98039353188527,68.79208579266772,High,66.2529282754438,99.73896416992268
171,30909154034,QLD,292,86.43178482501588,99.7251148049932,69.85985985985985,78.36747888632965,36.36597779400538,28.418539027727775,23.510243665898894,47.124453663532265,77.21506359630892,High,66.77811924427408,99.77886773630394
173,20703116334,VIC,909,86.36017812204955,99.72188086152254,70.0,63.783690952438675,38.294522596010225,30.662481194306213,19.135107285731603,45.26234455350415,63.31864660404024,High,65.81126133777684,99.71734973813284
174,30304107008,QLD,328,86.3571859524912,99.7202638897872,69.85985985985985,79.58984927465956,40.139119129020486,24.571638040738836,23.876954782397867,47.15571890951238,77.44783440019953,High,66.75645243100179,99.77720508770471
175,31601141623,QLD,595,86.35540550883408,99.71864691805187,69.36936936936937,76.96932961571099,39.73227250472998,24.495648085799687,23.090798884713298,46.4217281398019,72.19386482666889,High,66.38856682431799,99.748940061518
176,20802117701,VIC,440,86.32596448682257,99.71702994631654,70.0,63.58366670707561,38.92096491519235,31.14088977796882,19.075100012122682,45.46823043541042,64.84163272092444,High,65.89709746111649,99.7223376839305
177,20604150403,VIC,487,86.32442632654876,99.7154129745812,70.0,63.98371519780176,40.002120581206235,32.8885793641609,19.195114559340528,46.199393420852815,70.49796325546596,High,66.26190987370079,99.7406268185219
179,20604150427,VIC,623,86.25159956527715,99.71217903111054,70.0,63.98371519780176,40.068936195107376,33.44861705821086,19.195114559340528,46.35276596714553,71.63188960013301,High,66.30218276621133,99.74395211572035
181,50501107719,WA,758,86.04168063719398,99.70894508763986,70.0,69.19182123085626,37.07927106914064,28.467588076776828,20.75754636925688,45.52515637303931,65.29719843711031,High,65.78341850511664,99.71236179233519
182,11001118607,NSW,497,85.95244875701135,99.70732811590452,69.57957957957957,68.1834347026612,37.90420019417799,27.033800825144414,20.45503041079836,45.02995490703553,61.39662482334358,High,65.49120183202345,99.68908471194612
186,11703164608,NSW,95,85.75637562957405,99.7008602289632,69.08908908908909,66.76493766291499,39.53916914229761,31.612116754114204,20.029481298874497,46.10229813352876,69.75475933161526,High,65.92933688155141,99.72400033252971
189,30908126231,QLD,173,85.71826576832476,99.6960093137572,69.85985985985985,78.36949933325252,35.510969504099315,28.5026480098231,23.510849799975755,46.974873238224845,76.22578767977389,High,66.3465695032748,99.74727741291878
190,20604150434,VIC,706,85.6613537629266,99.69439234202189,70.0,63.98371519780176,40.15309345437647,33.587489873857194,19.195114559340528,46.40431562291093,72.05919029013218,High,66.03283469291875,99.72732562972816
191,11703164618,NSW,427,85.65560365927044,99.69277537028653,69.08908908908909,66.76493766291499,38.60053014737611,28.001216891333772,20.029481298874497,45.01184536884936,61.235347909219385,High,65.3337245140599,99.67578352315239
193,11703164617,NSW,455,85.62352353238762,99.68954142681586,69.08908908908909,66.76493766291499,40.034548370232685,33.7948171690794,20.029481298874497,46.74704908285708,74.59306675534127,High,66.18528630762235,99.73730152132347
194,11001118601,NSW,926,85.5080825908299,99.68792445508052,69.57957957957957,68.1834347026612,40.46148642413782,24.453907624952638,20.45503041079836,44.89643885297956,60.27433701887106,High,65.20226072190474,99.66081968575942
197,12003168015,NSW,344,85.44425957669534,99.68307353987451,68.87887887887888,66.15874234678414,39.818527101935146,31.88055882026487,19.847622704035242,46.05451960279588,69.3640369107989,High,65.74938958974562,99.70571119793831
198,11703164525,NSW,255,85.32037365742329,99.6814565681392,69.08908908908909,66.76493766291499,39.36474885484781,28.922075918893412,20.029481298874497,45.3949038672336,64.29129603458308,High,65.35763876232845,99.68077146895004
202,20604150529,VIC,980,85.15426715193242,99.67498868119785,70.0,63.98371519780176,40.36655973047432,34.19650503413957,19.195114559340528,46.5992626682011,73.58051375841715,High,65.87676491006675,99.72067503533128
203,11703164601,NSW,438,85.03056843051351,99.67337170946251,69.08908908908909,66.76493766291499,39.53054467753178,30.40669244806497,20.029481298874497,45.799217164063286,67.39379832072491,High,65.4148927972884,99.68243411754926
206,30909154002,QLD,433,84.80314828306558,99.66852079425652,69.85985985985985,78.36747888632965,36.27323474790056,29.95481955081538,23.510243665898894,47.4899751850832,79.74395211572033,High,66.1465617340744,99.73397622412503
207,11703164603,NSW,296,84.79460229622433,99.66690382252118,69.08908908908909,66.76493766291499,39.47980861021675,28.536249212328364,20.029481298874497,45.32145914166613,63.77587496882534,High,65.05803071894523,99.64585584836645
209,12003167827,NSW,903,84.77022318612848,99.6636698790505,68.87887887887888,66.15874234678414,39.25659742921632,29.78506722702996,19.847622704035242,45.41826076994339,64.46919943469948,High,65.09424197803594,99.64751849696567
210,21205156722,VIC,365,84.60608608078043,99.6620529073152,69.71971971971972,62.76942659716329,39.96903993925715,29.05021476251658,18.830827979148985,44.92632979485735,60.51209576855931,High,64.76620793781889,99.62257876797739
214,11802156524,NSW,283,84.34248014689408,99.65558502037383,69.01901901901901,66.56489320859181,38.69168704982241,31.79610810903485,19.969467962577543,45.92227336765336,68.35647185967247,High,65.13237675727372,99.6508437941641
215,12003167801,NSW,155,84.2947400175307,99.6539680486385,68.87887887887888,66.15874234678414,38.98337915325124,33.89710783079606,19.847622704035242,46.391627265691895,71.94613018538531,High,65.34318364161129,99.6774461717516
217,50302129716,WA,534,84.22605386522712,99.65073410516784,70.0,69.59389016850527,39.469441481063505,33.18761056094698,20.87816705055158,47.26159951930797,78.21431540443928,High,65.74382669226755,99.70404854933909
218,20604150407,VIC,239,84.19548853880143,99.64911713343253,70.0,63.98371519780176,39.81014587413285,35.28640864979252,19.195114559340528,46.76045580084604,74.68451242829828,High,65.47797216982373,99.68742206334692
220,20902120529,VIC,468,84.12410292447534,99.64588318996184,69.92992992992993,63.38162201478967,38.96685952799814,32.82107039669822,19.0144866044369,45.84053828014065,67.70970155457644,High,64.982320602308,99.64253055116801
224,50603112426,WA,705,84.01741598440258,99.63941530302051,69.92992992992993,68.98573564472461,39.43604246191125,27.540183594575446,20.695720693417382,45.70695532422989,66.6838473688586,High,64.86218565431624,99.62590406517583
226,20703116510,VIC,515,83.8422978408051,99.63618135954984,70.0,63.783690952438675,38.274191049556876,29.148312860614677,19.135107285731603,44.879736160790586,60.11139745614764,High,64.36101700079784,99.57602460719926
227,12504171802,NSW,413,83.80688575605485,99.6345643878145,68.52852852852853,65.1463961688456,38.977390322634186,32.015222887344166,19.54391885065368,45.6349631714199,66.1651010059024,High,64.72092446373738,99.61759082217974
228,21205156803,VIC,516,83.79948328622723,99.63294741607916,69.71971971971972,62.76942659716329,39.41312274703754,31.87478863789476,18.830827979148985,45.52128982525797,65.2506442763322,High,64.6603865557426,99.61094022778286
229,20802117757,VIC,547,83.77123445709148,99.63133044434385,70.0,63.58366670707561,39.99268436120423,35.23701787160878,19.075100012122682,46.70660634802278,74.29046471028347,High,65.23892040255713,99.66248233435864
230,20604150518,VIC,1461,83.68506908098826,99.6297134726085,70.0,63.98371519780176,40.538110673150335,34.996057003984326,19.195114559340528,46.83346084919749,75.21988527724666,High,65.25926496509288,99.66414498295785
232,11703164516,NSW,106,83.58851474838912,99.62647952913784,69.08908908908909,66.76493766291499,39.770806801208224,34.15543184661342,20.029481298874497,46.78445443843569,74.86574112561311,High,65.1864845934124,99.65749438856098
234,12602172327,NSW,529,83.4484374410475,99.62324558566716,68.45845845845845,64.94837236557619,38.32087122016795,31.54845457489827,19.484511709672855,45.33083511366012,63.85069415579018,High,64.38963627735382,99.5793499043977
236,11703164533,NSW,199,83.43816342235252,99.62001164219647,69.08908908908909,66.76493766291499,39.719403018886716,34.3430754725165,20.029481298874497,46.82108458844716,75.13010225288885,High,65.12962400539983,99.64918114556488
237,20604150419,VIC,328,83.38245933429295,99.61839467046116,70.0,63.98371519780176,38.666353835430016,34.56931241423777,19.195114559340528,46.35242333421679,71.62523900573615,High,64.86744133425486,99.62756671377504
238,21205156716,VIC,292,83.3372486567007,99.61677769872584,69.71971971971972,62.76942659716329,38.127188667972256,31.298011809815996,18.830827979148985,45.11990880242522,62.14647934159115,High,64.22857872956295,99.55607282400865
