rank,SA1_CODE_2021,gentrification_risk_score,gentrification_risk_percentile,risk_category,total_population,median_personal_income,median_household_income,median_rent_weekly,income_percentile,education_percentile,pct_year12,pct_tertiary,edu_income_mismatch,pct_young_professionals,pct_age_20_24,pct_overseas_born,pct_non_english,avg_household_size,rental_stress,income_component,education_component,youth_component,mismatch_component,diversity_component,density_component
227,12504171802,83.80688575605485,99.6345643878145,Very High,413,710,1413,360,33.39531724985447,96.65494126236145,88.59060402684564,0.0,64.19551133234528,45.52058111380145,18.64406779661017,68.52300242130751,69.00726392251816,2.2,0,32.72155517438536,96.91706650673063,96.31243296277513,64.19551133234528,98.25227395439632,78.9756117759099
228,21205156803,83.79948328622723,99.63294741607916,Very High,516,697,1364,371,31.213213893021152,97.55093913851464,89.95098039215686,0.0,67.29967651100141,48.44961240310077,16.08527131782946,69.96124031007753,63.372093023255815,2.4,0,30.517030139671647,97.81670665067305,96.85787692589115,67.29967651100141,97.69074220210159,65.88547058092831
229,20802117757,83.77123445709148,99.63133044434383,Very High,547,768,1174,392,44.009119720587286,98.94139510187829,93.31983805668015,0.0,55.76839765604826,54.47897623400365,29.250457038391225,73.85740402193784,69.10420475319927,1.7,100,43.44441721800212,99.21281487405038,99.15273262436705,55.768397656048265,98.84703243759604,96.97486646515671
230,20604150518,83.68506908098826,99.6297134726085,Very High,1461,763,1413,437,43.06642519888753,98.59129222804806,92.23300970873787,0.0,56.36925255218504,56.67351129363449,25.530458590006845,73.78507871321013,62.35455167693361,1.8,100,42.492036265621174,98.86128881780621,99.2059466695491,56.36925255218503,98.06952693441873,95.18198004223427
231,21205156802,83.60534671402877,99.62809650087317,Very High,413,624,1739,416,21.04084470603454,94.92599721245105,86.45533141210375,0.0,74.94095700770578,44.794188861985475,19.128329297820823,71.42857142857143,68.52300242130751,2.7,0,20.2401372212693,95.18109422897507,96.13782437702152,74.94095700770578,98.52971715745316,42.114198169848024
232,11703164516,83.58851474838912,99.62647952913784,Very High,106,752,1357,495,41.02499838302827,99.21351297537664,94.5945945945946,0.0,59.05640565794428,47.16981132075472,7.547169811320755,66.98113207547169,58.490566037735846,1.7,100,40.42963325982194,99.48603891776622,94.6727751956032,59.056405657944275,96.30186485027204,96.97486646515671
233,12501158303,83.57074723824005,99.6248625574025,Very High,96,540,1437,320,11.834616130910032,89.82461671201965,81.92771084337349,0.0,79.11966414936926,40.625,14.583333333333334,78.125,87.5,2.7,0,10.939312260066975,90.05897640943623,92.68556319583602,79.11966414936926,99.8720770860157,42.114198169848024
234,12602172327,83.4484374410475,99.62324558566716,Very High,529,700,1345,370,31.664349007179354,94.7965752970067,86.32911392405063,0.0,64.07834542406185,45.55765595463138,8.695652173913043,66.5406427221172,70.51039697542532,2.1,0,30.972800784121535,95.05114620818338,94.0724542483932,64.07834542406185,98.18582049258629,84.26649000041407
235,30303106032,83.43885752125036,99.62162861393182,Very High,15,599,3124,415,17.971023866502815,99.72539324351231,100.0,0.0,82.86122682349097,46.666666666666664,33.33333333333333,60.0,60.0,3.5,0,17.13877317650903,100.0,98.38112896922732,82.86122682349097,95.0899198405117,3.331539066705312
236,11703164533,83.43816342235252,99.62001164219649,Very High,199,756,2053,550,41.75910355086993,98.9106988783434,93.25153374233128,0.0,58.01071232047897,64.82412060301507,15.577889447236181,79.89949748743719,73.36683417085426,2.1,0,41.17128154864004,99.18199386911901,99.50527567369814,58.01071232047897,99.54147111351081,84.26649000041407
237,20604150419,83.38245933429295,99.61839467046116,Very High,328,754,1042,300,41.3969018821551,96.03686865334838,87.71929824561403,0.0,55.49112324358829,58.84146341463414,21.341463414634145,73.17073170731707,64.63414634146342,1.5,0,40.80535816384872,96.29648140743701,99.21592430302074,55.49112324358829,98.27553266602982,98.84559645563328
238,21205156716,83.3372486567007,99.61677769872583,Very High,292,683,1583,391,28.95672983636246,94.75675316917767,86.28318584070797,0.0,66.77380207763338,44.52054794520548,14.383561643835616,54.794520547945204,48.97260273972603,2.2,0,28.237360124152577,95.01116220178595,95.0519252675253,66.77380207763338,90.54201104788801,78.9756117759099
239,20604150504,83.32772695169146,99.6151607269905,Very High,2967,763,1260,351,43.06642519888753,97.56587243645052,89.96827914353688,0.0,55.33966438745092,62.25143242332323,25.716211661611055,73.17155375800472,65.31850353892821,1.8,0,42.492036265621174,97.83170065307209,99.71813185442635,55.33966438745092,98.36358350292811,95.18198004223427
240,11802156518,83.32008473702862,99.61354375525517,Very High,396,760,1420,400,42.504527520858936,97.93920488484767,90.70422535211267,0.0,56.282185769815236,53.78787878787878,17.929292929292927,71.96969696969697,63.888888888888886,1.8,0,41.92436494323287,98.2065507130481,98.27470087886321,56.28218576981524,98.03463886696846,95.18198004223427
241,30501110519,83.21575108779513,99.61192678351982,Very High,320,595,1843,375,17.496442662182265,98.90157297404924,93.23308270676691,0.0,82.51351534041288,23.125,19.375,39.0625,30.0,1.6,0,16.659315527240054,99.17283086765293,68.21042828991678,82.51351534041288,75.98205756531128,98.09283259492359
242,30403109620,83.20773955214943,99.61030981178449,Very High,470,693,1581,400,30.61816829441821,98.88995818676578,93.20652173913044,0.0,69.24529857255824,38.297872340425535,19.78723404255319,49.148936170212764,42.12765957446808,2.3,0,29.91587029322878,99.16116886578702,92.87014941506125,69.24529857255824,85.95173817336047,72.84998550784645
243,12703173119,83.17733405263832,99.60869284004914,Very High,309,622,1340,360,20.76191708168941,90.2834008097166,82.2429906542056,0.0,70.56128193989088,42.394822006472495,8.414239482200648,57.60517799352751,70.22653721682848,2.3,0,19.958343543249203,90.51962548314008,91.7609691607979,70.56128193989088,96.77700710221373,72.84998550784645
244,50603112432,83.16625127699129,99.60707586831383,Very High,584,607,1551,330,18.899165642584567,96.58193402800823,88.4861407249467,0.0,78.76731064496525,46.06164383561644,29.62328767123288,67.12328767123287,55.821917808219176,3.0,0,18.076451850036754,96.84376249500201,97.92880958517989,78.76731064496525,95.69547701125555,20.193780795826257
245,11802156515,83.14370624488724,99.6054588965785,Very High,578,729,1420,500,36.82410581463036,96.75449658193402,88.75,0.0,60.83145109186579,47.75086505190311,20.415224913494807,64.53287197231833,57.61245674740484,2.1,100,36.18557543085845,97.01702652272424,97.26695989822815,60.83145109186579,95.56755409727126,84.26649000041407
246,12404146606,83.10015869466255,99.60384192484315,Very High,133,450,537,193,4.251827178060927,94.77334572243977,86.3013698630137,0.0,91.74921402018299,18.796992481203006,26.31578947368421,27.06766917293233,19.548872180451127,1.8,100,3.278608184268561,95.02782220445155,65.01675410953779,91.74921402018299,59.61373925322923,95.18198004223427
247,50301103522,83.05601952543462,99.60222495310782,Very High,1016,228,0,0,2.122275402625962,99.41760138050043,97.92746113989638,0.0,98.56378223847274,12.696850393700787,50.88582677165354,46.8503937007874,34.3503937007874,0.0,0,1.1271747120803726,99.69095695055312,81.69686286574263,98.56378223847274,81.80836482950534,0.0
248,20604150305,82.96774530512468,99.60060798137249,Very High,482,776,1312,320,45.567071987581656,98.20717462003053,91.30434782608695,0.0,53.457231907531025,58.921161825726145,24.273858921161825,73.23651452282157,65.35269709543569,1.6,0,45.01837784856653,98.47560975609755,99.35893704944749,53.457231907531025,98.37355152219962,98.09283259492359
249,11703164727,82.94325131341046,99.59899100963715,Very High,512,770,1341,600,44.40123536640579,98.28267073737307,91.47121535181236,0.0,54.71085081445655,53.90625,31.8359375,81.0546875,70.3125,1.9,100,43.840561953769495,98.55141276822604,99.24752014234758,54.71085081445655,99.44012958425054,92.55848619104799
250,11902136641,82.85236709789902,99.59737403790182,Very High,13,725,2125,278,35.97923808291831,99.72539324351231,100.0,0.0,64.66797353589807,38.46153846153847,38.46153846153847,46.15384615384615,46.15384615384615,2.3,0,35.33202646410193,100.0,97.19877940283864,64.66797353589807,86.33882958840388,72.84998550784645
251,20302104249,82.84485260469675,99.59575706616648,Very High,636,586,1928,351,16.495537158010478,93.98105130417468,85.44776119402985,0.0,78.58418161772292,37.57861635220126,30.81761006289308,42.61006289308176,36.63522012578616,2.7,0,15.648125459446213,94.23230707716912,95.60402098628907,78.58418161772292,80.931179133613,42.114198169848024
252,21205156819,82.82009192403859,99.59414009443115,Very High,175,670,1609,375,27.172401526421318,96.61097099621689,88.53503184713377,0.0,70.43822012157318,49.142857142857146,22.285714285714285,81.14285714285714,77.71428571428571,2.7,0,26.434697378093603,96.87291749966678,97.80242622787252,70.43822012157318,99.7375088258504,42.114198169848024
253,11703164616,82.7912000543781,99.59252312269582,Very High,215,735,1156,428,37.88403078714184,94.28967279484966,85.78947368421052,0.0,57.2857917194145,50.697674418604656,15.348837209302326,68.37209302325581,60.46511627906976,1.8,100,37.256391407334796,94.5421831267493,97.37006211076836,57.285791719414505,96.99131951655106,95.18198004223427
254,20604150309,82.76692106518087,99.59090615096048,Very High,369,756,1343,341,41.75910355086993,97.77742749054225,90.38461538461539,0.0,56.87283413841848,56.639566395663955,28.72628726287263,61.517615176151764,55.28455284552846,2.0,0,41.17128154864004,98.04411568705852,99.35228529379975,56.87283413841848,94.27005025543049,88.8973541468262
255,12503171407,82.76198999403316,99.58928917922515,Very High,380,575,1096,350,15.22298040230257,83.44975774872238,77.51004016064257,0.0,69.29571053225365,43.15789473684211,12.368421052631579,61.578947368421055,63.94736842105263,2.2,100,14.362492853058892,83.65820338531255,93.72074266851807,69.29571053225365,96.32013955226981,78.9756117759099
256,21303134806,82.75903601752152,99.5876722074898,Very High,404,678,1153,290,28.247687730418473,90.90479192938209,82.77027027027027,0.0,63.622510156274,55.940594059405946,6.188118811881188,59.15841584158416,62.37623762376238,2.2,0,27.521032426692805,91.1435425829668,97.50974897937125,63.62251015627399,95.44627652946795,78.9756117759099
257,20604111720,82.75334514640777,99.58605523575447,Very High,609,489,912,238,7.603001099540781,77.57848277692972,73.86609071274299,0.0,71.09884515523204,41.54351395730706,10.016420361247947,46.63382594417077,48.76847290640394,1.8,0,6.664216286857797,77.76306144208984,91.731036260383,71.09884515523204,87.5333305644391,95.18198004223427
258,20302103937,82.75056873606754,99.58443826401916,Very High,220,633,1178,380,22.26974322488843,88.53039755757615,80.95238095238095,0.0,67.27783321042243,47.27272727272727,10.0,37.72727272727273,27.27272727272727,1.7,100,21.481662991096954,88.75949620151938,95.30386051268407,67.27783321042243,73.65950907505089,96.97486646515671
259,11901157205,82.74614678389695,99.58282129228381,Very High,692,579,1381,430,15.760623504301144,95.50341806597199,87.08240534521158,0.0,80.85520194437947,47.25433526011561,7.658959537572255,67.91907514450867,79.47976878612717,3.1,100,14.905660377358487,95.76086232173796,94.74261862990464,80.85520194437947,99.18428375628193,14.786137219990888
260,12003167824,82.74016461951341,99.58120432054848,Very High,785,683,1691,500,28.95672983636246,96.67983009225459,88.63287250384025,0.0,68.70469638657646,45.22292993630573,20.636942675159236,79.10828025477707,83.43949044585987,2.6,0,28.237360124152577,96.94205651072903,96.5585479217421,68.70469638657646,99.82555966274869,50.30019460891887
261,11703163915,82.71705846593721,99.57958734881315,Very High,196,717,1968,520,34.62906668391437,97.76332382026946,90.36144578313254,0.0,64.06197298096197,62.244897959183675,17.346938775510203,76.0204081632653,71.93877551020408,2.5,0,33.967981703830766,98.02995468479274,99.34230766032812,64.06197298096197,99.2158491506417,58.33712889735414
262,21304135907,82.59021631780716,99.5779703770778,Very High,10,774,933,1500,45.180615742836814,99.72539324351231,100.0,0.0,55.37204933431349,50.0,0.0,80.0,50.0,1.3,100,44.62795066568651,100.0,94.1406347437827,55.37204933431349,97.17157453171076,99.57682911680675
263,12602172305,82.58733744269081,99.57635340534247,Very High,582,644,1397,365,23.800206972382124,89.24055883719387,81.4977973568282,0.0,66.44469166511294,44.50171821305842,6.185567010309279,71.1340206185567,74.5704467353952,2.2,0,23.02785265049416,89.4725443156071,92.42780766448546,66.44469166511294,99.06300618847862,78.9756117759099
264,11802157028,82.579429737247,99.57473643360714,Very High,396,249,991,430,2.1772524416273207,99.4109643591956,97.69736842105263,0.0,98.50157629507211,6.8181818181818175,42.676767676767675,30.303030303030305,23.484848484848484,1.8,100,1.182716654414768,99.68429294948687,48.20859905711364,98.50157629507211,65.8088632304689,95.18198004223427
265,11703164519,82.57770183845524,99.57311946187181,Very High,947,658,1857,550,25.545727960675247,97.20083626468441,89.38172043010752,0.0,72.67387127481769,68.21541710665258,14.255543822597676,78.03590285110876,69.58817317845829,2.9,0,24.791309319611205,97.46518059442889,99.72977242680992,72.67387127481769,99.19923578518919,26.697031178833175
266,12003168036,82.57364373081778,99.57150249013648,Very High,708,707,1808,440,32.90618329991592,98.39467047189221,91.74757281553399,0.0,66.43647253995567,45.62146892655367,31.497175141242938,82.7683615819209,81.63841807909604,2.6,0,32.22739524626317,98.66386778621884,98.02027122533654,66.43647253995567,99.86210906674421,50.30019460891887
267,21001122804,82.53923038920516,99.56988551840114,Very High,9,725,899,315,35.97923808291831,99.72539324351231,100.0,0.0,64.66797353589807,44.44444444444444,0.0,33.33333333333333,33.33333333333333,1.2,100,35.33202646410193,100.0,89.88517406813061,64.66797353589807,74.60314823275324,99.73831311332863
268,30501111024,82.47529910783842,99.5682685466658,Very High,369,739,990,330,38.67877239505854,95.58638083228247,87.17105263157895,0.0,57.78486314369131,53.65853658536586,18.69918699186992,48.509485094850945,42.81842818428184,1.7,100,38.05929919137466,95.84416233506597,98.31960022948559,57.78486314369131,85.96585953399509,96.97486646515671
269,30306107816,82.43091753430056,99.56665157493046,Very High,430,668,1367,355,26.867602354310847,96.77274839052234,88.78504672897196,0.0,70.90858621021084,47.906976744186046,13.953488372093023,64.4186046511628,68.6046511627907,2.7,0,26.12676631544556,97.0353525256564,96.32906235189452,70.90858621021084,97.63924076919882,42.114198169848024
270,30304106903,82.41327480200556,99.56503460319513,Very High,538,675,1625,398,27.8030205032016,99.00942457025288,93.56435643564357,0.0,72.20932475657945,57.62081784386617,14.312267657992564,74.1635687732342,74.90706319702602,2.9,0,27.0717961283999,99.28112088497934,98.59897396669135,72.20932475657945,99.28396394899697,26.697031178833175
271,20604111750,82.37452962087796,99.5634176314598,Very High,403,687,1211,333,29.646368281482438,89.17252936881927,81.44927536231884,0.0,60.47015352153673,44.66501240694789,15.632754342431761,56.07940446650124,54.3424317617866,1.7,0,28.934084783141383,89.40423830467812,95.40114243903253,60.47015352153673,92.5156788636458,96.97486646515671
272,11703164535,82.35141387973067,99.56180065972447,Very High,548,764,1680,622,43.2362072310976,98.43698148271056,91.83222958057395,0.0,56.042787940774026,52.18978102189781,22.81021897810219,74.63503649635037,69.8905109489051,2.1,100,42.6635628522421,98.70635079301613,98.42602831984968,56.04278794077403,98.9732940150351,84.26649000041407
273,11903166415,82.23432905277606,99.56018368798914,Very High,408,557,1678,440,13.36912230774206,92.29607752040884,83.92282958199357,0.0,80.05089792066511,35.78431372549019,8.57843137254902,73.2843137254902,80.63725490196079,2.7,0,12.489585885812298,92.54048380647741,84.6701976402897,80.05089792066511,99.56472982514433,42.114198169848024
274,12003167803,82.22823997276568,99.55856671625381,Very High,495,740,1335,500,38.88089386197529,95.34247029932966,86.90176322418137,0.0,57.33576278710113,49.09090909090909,21.818181818181817,77.97979797979798,77.57575757575758,2.1,100,38.26349750878052,95.59926029588165,97.72260516009946,57.33576278710113,99.63533662831749,84.26649000041407
275,20604111729,82.18529723933283,99.55694974451846,Very High,307,752,1735,462,41.02499838302827,98.07858233224928,91.01123595505618,0.0,57.91686147561721,49.5114006514658,20.521172638436482,52.44299674267101,45.928338762214985,2.0,0,40.42963325982194,98.34649473543915,97.66606523709352,57.91686147561721,88.56169788594924,88.8973541468262
276,12003167816,82.16565615741511,99.55533277278313,Very High,403,624,1068,400,21.04084470603454,88.34041282272516,80.82191780821918,0.0,68.32860194972895,34.98759305210918,16.129032258064516,60.297766749379655,56.575682382134,2.1,100,20.2401372212693,88.56873917099826,88.43675427583169,68.32860194972895,94.29497030360925,84.26649000041407
277,12003167818,82.13825235256922,99.55371580104779,Very High,554,759,1398,500,42.333128516913526,97.39496913785092,89.7025171624714,0.0,55.908897855543714,50.722021660649816,22.92418772563177,75.09025270758123,77.25631768953069,2.1,100,41.75120477007269,97.6601026256164,98.1799133608827,55.908897855543714,99.49495369024379,84.26649000041407
278,12003168033,82.08755194180966,99.55209882931246,Very High,584,725,1852,550,35.97923808291831,98.62779584522467,92.35412474849095,0.0,63.56591435956861,46.917808219178085,18.32191780821918,82.02054794520548,84.07534246575342,2.5,0,35.33202646410193,98.89794082367054,96.73149356858377,63.56591435956861,99.8820451052872,58.33712889735414
279,12003167804,82.08299852328894,99.55048185757714,Very High,537,701,1805,460,31.866470474096115,96.69144487953807,88.66213151927438,0.0,65.77671941106756,40.78212290502793,21.415270018621975,76.72253258845437,75.04655493482309,2.5,0,31.176999101527404,96.95371851259496,94.95214893280895,65.77671941106756,99.46338829588403,58.33712889735414
280,20604150507,82.06498682309363,99.5488648858418,Very High,601,797,1307,351,49.45669749692775,98.92314329328997,93.28214971209214,0.0,50.24651860239323,65.05823627287853,23.294509151414307,73.21131447587355,65.72379367720465,1.6,0,48.94797026872498,99.19448887111821,99.79628998328748,50.24651860239323,98.41176226274037,98.09283259492359
281,11903137426,82.0405449369423,99.54724791410646,Very High,348,667,1761,471,26.743095530690127,96.29654211190018,88.05460750853243,0.0,70.55623029723012,43.103448275862064,15.517241379310345,82.18390804597702,88.50574712643679,2.7,0,26.000980151923553,96.55721044915367,94.62538143661293,70.55623029723012,99.94517589400674,42.114198169848024
282,11703163911,82.02097947293876,99.54563094237113,Very High,512,803,1312,545,49.95957570661665,99.14714276232827,94.24778761061947,0.0,49.96338322467305,56.8359375,30.46875,78.90625,72.265625,1.6,100,49.456015682430774,99.41939890710383,99.47367983437128,49.96338322467305,99.43182290152428,98.09283259492359
283,20703116524,81.99827367919289,99.54401397063579,Very High,699,674,1325,390,27.662343962227542,88.99747793190416,81.30217028380635,0.0,62.298801177070615,41.3447782546495,19.170243204577968,64.52074391988555,65.52217453505007,2.1,0,26.929674099485425,89.22847527655604,94.65947168430769,62.298801177070615,97.17905054616439,84.26649000041407
284,30303106027,81.95364951697186,99.54239699890046,Very High,399,675,1597,423,27.8030205032016,97.6148204685737,90.06211180124224,0.0,70.80905153253572,48.1203007518797,16.541353383458645,69.67418546365914,71.9298245614035,2.8,0,27.0717961283999,97.88084766093561,96.82295520874041,70.80905153253572,98.70914150434025,34.117013788248926
285,11703163908,81.94856747024541,99.54078002716513,Very High,575,796,1363,523,49.287723950585345,99.27158691179399,95.05154639175257,0.0,50.767088451722145,49.73913043478261,33.73913043478261,67.82608695652173,62.43478260869565,1.6,100,48.77726047537368,99.54434892709583,98.86837007042547,50.767088451722145,97.22058395979566,98.09283259492359
286,50603112750,81.9048228491643,99.5391630554298,Very High,294,752,1531,350,41.02499838302827,96.48901572974049,88.3248730964467,0.0,56.32083322025268,58.16326530612245,21.768707482993197,61.904761904761905,56.4625850340136,2.1,0,40.42963325982194,96.75046648007462,99.13776617415961,56.32083322025267,94.68870706483365,84.26649000041407
287,12503148114,81.90298716032619,99.53754608369447,Very High,376,629,1390,345,21.712696462065843,89.74995022234022,81.87702265372168,0.0,69.06511396911465,40.691489361702125,18.085106382978726,70.47872340425532,75.79787234042553,2.5,0,20.91889242832639,89.98400639744104,93.95105970782166,69.06511396911465,99.1111849482909,58.33712889735414
288,12602172336,81.87384133629652,99.53592911195912,Very High,458,749,1419,368,40.532630489619045,96.81340014601447,88.82978723404256,0.0,57.14396337356587,50.43668122270743,6.550218340611353,73.58078602620087,72.27074235807859,2.1,0,39.932206158621256,97.07616953218712,95.91166468499782,57.14396337356587,99.07463554429539,84.26649000041407
289,40303106602,81.86018650333229,99.53431214022379,Very High,500,595,1413,285,17.496442662182265,87.86752505475542,80.48192771084337,0.0,71.43461356778859,46.800000000000004,15.8,64.4,57.199999999999996,2.6,0,16.659315527240054,88.09392909502864,96.27335389834455,71.43461356778859,95.45624454873946,50.30019460891887
290,10301161219,81.84274297166003,99.53269516848844,Very High,210,366,1125,180,2.628387555785525,99.42506802946838,98.05825242718447,0.0,98.05996665288797,5.714285714285714,54.761904761904766,3.8095238095238098,2.380952380952381,1.0,0,1.6384872988646575,99.69845395175263,69.19571959524066,98.05996665288797,2.6805665157619307,100.0
291,30403109401,81.82542097104002,99.53107819675311,Very High,511,725,1755,440,35.97923808291831,97.04818477467313,89.17525773195877,0.0,61.97988210580344,41.878669275929546,13.50293542074364,58.9041095890411,54.01174168297456,2.2,0,35.33202646410193,97.31190856990537,93.25678271208709,61.97988210580344,93.23919092910248,78.9756117759099
292,20604150633,81.75665301420811,99.52946122501778,Very High,358,631,2390,462,22.008602289631977,95.00895997876154,86.53198653198653,0.0,74.0465554772945,30.446927374301673,18.71508379888268,49.162011173184354,50.27932960893855,2.4,0,21.217838765008576,95.26439424230308,84.2661034846885,74.0465554772945,88.95626531544627,65.88547058092831
293,12702152101,81.74563712265085,99.52784425328245,Very High,37,466,1062,400,5.32468792445508,90.71978496050971,82.6086956521739,0.0,86.59529070018645,29.72972972972973,0.0,67.56756756756756,59.45945945945946,1.9,100,4.36249285305889,90.95778355324535,55.49476589977467,86.59529070018645,96.64077750550317,92.55848619104799
294,30403109426,81.73047632694148,99.52622728154712,Very High,610,710,1523,430,33.39531724985447,96.75781509258645,88.75255623721881,0.0,64.29880334887201,38.68852459016394,14.918032786885247,62.95081967213115,58.36065573770492,2.3,0,32.72155517438536,97.02035852325737,91.39512260017129,64.29880334887201,95.39062175520205,72.84998550784645
295,20604150514,81.72245579630572,99.52461030981179,Very High,561,802,1434,410,49.696009313757195,98.70661047321961,92.55725190839695,0.0,49.787334759798604,61.853832442067734,26.02495543672014,73.97504456327985,64.349376114082,1.7,0,49.18974107653353,98.97707583633213,99.67988425945174,49.787334759798604,98.32869543547784,96.97486646515671
296,20902120518,81.66883099156239,99.52299333807645,Very High,615,621,1359,346,20.63902722980402,86.23232893077586,79.39393939393939,0.0,66.61789486606729,47.3170731707317,15.284552845528454,53.49593495934959,48.94308943089431,2.3,0,19.834190966266434,86.45208583233372,96.35068055774973,66.61789486606729,90.12086223366698,72.84998550784645
297,50302129523,81.6582721931149,99.52137636634112,Very High,522,664,938,231,26.33319319578294,83.48626136589898,77.53623188405797,0.0,58.1079894269524,53.44827586206896,9.961685823754788,64.17624521072797,54.98084291187739,1.4,0,25.586865964224454,83.69485539117686,97.38170268315194,58.1079894269524,94.90135814262574,99.30686099954453
298,60105103120,81.63720402135968,99.51975939460579,Very High,372,671,1510,350,27.29933380764504,93.20203092851929,84.73520249221184,0.0,66.88718603059472,46.50537634408602,9.67741935483871,44.623655913978496,37.096774193548384,2.3,0,26.562933921424488,93.45011995201921,94.87897962068365,66.88718603059472,82.04427461893093,72.84998550784645
299,12003168013,81.63291722827297,99.51814242287045,Very High,242,672,2091,471,27.41737274432443,99.24172031592221,94.81132075471697,0.0,72.83217518350823,50.413223140495866,34.29752066115703,88.01652892561982,86.36363636363636,3.1,0,26.682185738789517,99.51436092229774,98.96149464949407,72.83217518350823,99.95514391327822,14.786137219990888
300,11703164524,81.60570471054471,99.51652545113512,Very High,469,648,2454,725,24.26185240282,99.26992765646779,95.02487562189054,0.0,76.04844131938012,62.046908315565034,25.79957356076759,91.25799573560768,85.9275053304904,3.7,0,23.49424160744916,99.54268292682927,99.68321013727562,76.04844131938012,99.96012792291398,1.4053248312699267
301,11703164619,81.60043296739175,99.51490847939978,Very High,276,693,1609,470,30.61816829441821,90.79776996084158,82.68398268398268,0.0,61.12021527254491,39.130434782608695,9.057971014492754,72.82608695652173,60.507246376811594,1.8,0,29.91587029322878,91.03608556577369,89.06867106236854,61.12021527254491,97.67579017319433,95.18198004223427
302,21301132801,81.58936223245531,99.51329150766445,Very High,312,539,725,253,11.746491171334325,79.62019645583062,75.1269035532995,0.0,68.96279297641394,40.06410256410257,8.653846153846153,53.52564102564102,52.88461538461539,2.0,100,10.85028179367802,79.81307477009196,89.82697120621276,68.96279297641394,91.33945258960834,88.8973541468262
303,30501111022,81.57794464759118,99.5116745359291,Very High,344,766,1509,510,43.638024707328114,98.18809318377913,91.27272727272727,0.0,55.386941645787175,45.93023255813954,19.476744186046513,71.80232558139535,67.44186046511628,2.1,100,43.069509107244954,98.45645075303213,96.61425637529206,55.38694164578718,98.4383436474644,84.26649000041407
304,12501158644,81.56714358205149,99.51005756419377,Very High,325,696,1375,450,31.049091261884744,92.27450720116812,83.9080459770115,0.0,62.16760469707405,52.92307692307693,11.384615384615385,79.6923076923077,86.46153846153845,2.4,100,30.351221105938087,92.51882580301213,97.41496146139073,62.167604697074054,99.88370644183244,65.88547058092831
305,30909154040,81.54805125856237,99.50844059245844,Very High,411,659,1255,475,25.669426298428306,85.4441826508263,78.84615384615384,0.0,60.74445701585412,47.44525547445255,14.111922141119221,61.0705596107056,45.49878345498784,1.9,100,24.916278689863596,85.66073570571771,96.17773491090806,60.74445701585412,91.3809860032396,92.55848619104799
306,30501110523,81.50690055214918,99.50682362072311,Very High,469,789,1324,370,47.95614772653774,97.84960509723236,90.52369077306733,0.0,50.68458473835001,54.58422174840085,22.60127931769723,67.80383795309169,59.06183368869936,1.7,0,47.43200196030385,98.11658669865386,98.76526785788525,50.68458473835001,96.61004277941605,96.97486646515671
307,11703164732,81.46032075313308,99.50520664898778,Very High,520,497,707,169,8.591779315697561,76.19051569655538,73.07692307692307,0.0,68.70629776350506,41.15384615384615,4.807692307692308,54.03846153846153,48.46153846153846,1.7,0,7.663154455607285,76.36945221911235,88.98718705568352,68.70629776350506,90.13415292602899,96.97486646515671
308,11901157228,81.45279073405952,99.50358967725245,Very High,21,574,900,250,15.01277407670914,99.72539324351231,100.0,0.0,85.84987339704321,19.047619047619047,19.047619047619047,71.42857142857143,85.71428571428571,2.0,0,14.150126602956792,100.0,50.18832783177709,85.84987339704321,99.68517672467499,88.8973541468262
309,12401145215,81.4352132755866,99.5019727055171,Very High,26,337,900,383,2.4456697496927755,81.05628194066503,76.0,0.0,79.80110598086993,46.15384615384615,0.0,19.230769230769234,11.538461538461538,1.9,100,1.453892019929756,81.25499800079969,91.40426876418697,79.80110598086993,42.09660672010633,92.55848619104799
310,20702115736,81.40569067281285,99.50035573378177,Very High,542,669,1300,371,27.00827889528491,91.88790071016128,83.55555555555556,0.0,65.86175939654359,38.00738007380074,9.22509225092251,61.80811808118081,64.57564575645756,2.2,0,26.268888344360043,92.13064774090364,87.93787260224998,65.86175939654359,96.52448394733563,78.9756117759099
311,12602172303,81.4023034622703,99.49873876204643,Very High,641,684,1539,530,29.124894896837205,96.51390455963363,88.37675350701403,0.0,68.36820335983877,43.52574102964118,6.86427457098284,68.95475819032761,79.5631825273011,2.6,100,28.407253124234256,96.77545648407303,92.0087470586768,68.36820335983877,99.2490758815467,50.30019460891887
312,12504171811,81.39942267626543,99.4971217903111,Very High,285,771,1508,350,44.58152771489554,97.72433132010354,90.30837004405286,0.0,53.96809682563307,52.63157894736842,15.43859649122807,75.43859649122807,74.03508771929825,2.1,0,44.022706852895524,97.9908036785286,97.81572973916805,53.96809682563307,99.31386800681148,84.26649000041407
313,21103126604,81.39293491013387,99.49550481857578,Very High,11,649,1124,0,24.284490007114677,99.72539324351231,100.0,0.0,76.48288818100139,45.45454545454545,0.0,63.63636363636363,81.81818181818183,3.0,0,23.51711181899861,100.0,90.80228487806502,76.48288818100139,99.03974747684512,20.193780795826257
314,50603112427,81.39226165431776,99.49388784684044,Very High,95,630,1875,350,21.86307483345191,99.29481648636093,95.23809523809523,0.0,78.49685695435133,43.15789473684211,11.578947368421053,61.05263157894737,61.05263157894737,3.2,0,21.070815976476354,99.56767293082768,93.47213330118319,78.49685695435133,95.56090875109025,10.590865802658273
