rank,SA1_CODE_2021,gentrification_risk_score,gentrification_risk_percentile,risk_category,total_population,median_personal_income,median_household_income,median_rent_weekly,income_percentile,education_percentile,pct_year12,pct_tertiary,edu_income_mismatch,pct_young_professionals,pct_age_20_24,pct_overseas_born,pct_non_english,avg_household_size,rental_stress,income_component,education_component,youth_component,mismatch_component,diversity_component,density_component,state_code,state,state_name
302,21301132801,81.58936223245531,99.51329150766443,Very High,312,539,725,253,11.746491171334323,79.62019645583062,75.1269035532995,0.0,68.96279297641394,40.06410256410257,8.653846153846153,53.52564102564102,52.88461538461539,2.0,100,10.85028179367802,79.81307477009196,89.82697120621276,68.96279297641394,91.33945258960834,88.8973541468262,2,VIC,Victoria
303,30501111022,81.57794464759118,99.5116745359291,Very High,344,766,1509,510,43.638024707328114,98.18809318377912,91.27272727272728,0.0,55.386941645787175,45.93023255813954,19.476744186046517,71.80232558139535,67.44186046511628,2.1,100,43.06950910724496,98.45645075303212,96.61425637529206,55.38694164578718,98.4383436474644,84.26649000041407,3,QLD,Queensland
304,12501158644,81.56714358205149,99.51005756419376,Very High,325,696,1375,450,31.049091261884744,92.27450720116812,83.9080459770115,0.0,62.16760469707405,52.92307692307693,11.384615384615383,79.6923076923077,86.46153846153845,2.4,100,30.351221105938087,92.51882580301212,97.41496146139072,62.16760469707405,99.88370644183244,65.88547058092831,1,NSW,New South Wales
305,30909154040,81.54805125856237,99.50844059245844,Very High,411,659,1255,475,25.669426298428306,85.4441826508263,78.84615384615384,0.0,60.74445701585412,47.44525547445255,14.11192214111922,61.0705596107056,45.49878345498784,1.9,100,24.9162786898636,85.66073570571771,96.17773491090806,60.74445701585412,91.3809860032396,92.558486191048,3,QLD,Queensland
306,30501110523,81.50690055214918,99.50682362072313,Very High,469,789,1324,370,47.95614772653774,97.84960509723236,90.52369077306732,0.0,50.68458473835001,54.58422174840085,22.60127931769723,67.80383795309169,59.06183368869936,1.7,0,47.43200196030385,98.11658669865386,98.76526785788523,50.68458473835001,96.61004277941603,96.97486646515672,3,QLD,Queensland
307,11703164732,81.46032075313308,99.50520664898778,Very High,520,497,707,169,8.591779315697561,76.19051569655538,73.07692307692307,0.0,68.70629776350506,41.15384615384615,4.807692307692308,54.03846153846153,48.46153846153846,1.7,0,7.663154455607285,76.36945221911235,88.98718705568352,68.70629776350506,90.134152926029,96.97486646515672,1,NSW,New South Wales
308,11901157228,81.45279073405952,99.50358967725244,Very High,21,574,900,250,15.01277407670914,99.72539324351231,100.0,0.0,85.84987339704321,19.047619047619047,19.047619047619047,71.42857142857143,85.71428571428571,2.0,0,14.150126602956792,100.0,50.18832783177709,85.84987339704321,99.685176724675,88.8973541468262,1,NSW,New South Wales
309,12401145215,81.4352132755866,99.5019727055171,Very High,26,337,900,383,2.4456697496927755,81.05628194066503,76.0,0.0,79.80110598086993,46.15384615384615,0.0,19.230769230769237,11.538461538461538,1.9,100,1.453892019929756,81.25499800079969,91.40426876418697,79.80110598086993,42.09660672010633,92.558486191048,1,NSW,New South Wales
310,20702115736,81.40569067281285,99.50035573378176,Very High,542,669,1300,371,27.00827889528491,91.88790071016128,83.55555555555556,0.0,65.86175939654359,38.00738007380074,9.22509225092251,61.80811808118081,64.57564575645756,2.2,0,26.268888344360043,92.13064774090364,87.93787260224998,65.86175939654359,96.52448394733564,78.9756117759099,2,VIC,Victoria
311,12602172303,81.4023034622703,99.49873876204644,Very High,641,684,1539,530,29.124894896837205,96.51390455963364,88.37675350701403,0.0,68.36820335983877,43.52574102964118,6.86427457098284,68.95475819032761,79.5631825273011,2.6,100,28.407253124234256,96.77545648407305,92.0087470586768,68.36820335983877,99.2490758815467,50.30019460891887,1,NSW,New South Wales
