rank,SA1_CODE_2021,gentrification_risk_score,gentrification_risk_percentile,risk_category,total_population,median_personal_income,median_household_income,median_rent_weekly,income_percentile,education_percentile,pct_year12,pct_tertiary,edu_income_mismatch,pct_young_professionals,pct_age_20_24,pct_overseas_born,pct_non_english,avg_household_size,rental_stress,income_component,education_component,youth_component,mismatch_component,diversity_component,density_component
82,30504113726,91.03198750850127,99.86902528943794,Very High,199,633,1107,438,22.26974322488843,98.61535143027808,92.3076923076923,0.0,77.40378283057436,47.23618090452261,36.68341708542713,65.32663316582915,59.798994974874375,1.6,100,21.481662991096954,98.88544582167131,98.70872793487932,77.40378283057436,96.21381401337376,98.09283259492359
83,20604150406,90.9532265018155,99.86740831770261,Very High,980,651,1062,385,24.31602095595369,99.11893542178271,94.09190371991247,0.0,75.84211014605839,52.244897959183675,36.3265306122449,86.22448979591837,73.87755102040816,1.7,100,23.548966756513927,99.39107690257231,99.2990712486177,75.84211014605839,99.77571956639116,96.97486646515671
84,21205156701,90.87050721800091,99.86579134596727,Very High,349,597,1163,330,17.71069141711403,98.54151456826176,92.0754716981132,0.0,81.93554306611912,47.277936962750715,29.22636103151863,62.17765042979943,54.15472779369628,2.1,0,16.875765743690273,98.8113088098094,98.11505874331706,81.93554306611912,94.15957137517132,84.26649000041407
85,30501111013,90.83382078993907,99.86417437423194,Very High,811,527,1625,460,10.770648729060216,95.81784695028871,87.42857142857143,0.0,86.21215705500859,33.66214549938348,26.75709001233046,60.66584463625154,53.144266337854496,2.0,0,9.864412317242504,96.0765693722511,92.04699465365141,86.21215705500859,93.46596336752918,88.8973541468262
86,21205156721,90.80154585661245,99.8625574024966,Very High,600,559,1066,345,13.555074057305477,97.4596800955731,89.7872340425532,0.0,85.04762829818655,44.333333333333336,29.666666666666668,67.33333333333333,61.83333333333333,2.3,100,12.677448337825695,97.72507663601225,97.55132245216974,85.04762829818655,97.03285293018233,72.84998550784645
87,20604150420,90.61307460382709,99.86094043076127,Very High,636,642,1100,340,23.508343574154324,98.10181190681621,91.06529209621993,0.0,75.6368284590109,56.60377358490566,31.289308176100626,86.32075471698113,83.17610062893081,1.8,100,22.73299028016009,98.369818739171,99.49197216240263,75.6368284590109,99.93520787473521,95.18198004223427
88,20804119556,90.5693225978705,99.85932345902594,Very High,287,645,1011,401,23.935224112282516,98.85179531426296,93.08943089430895,0.0,75.95859373313485,48.08362369337979,28.9198606271777,69.68641114982579,70.73170731707317,1.7,100,23.164257126521274,99.12285085965613,98.2397791617125,75.95859373313485,98.57955725381069,96.97486646515671
89,20703116526,90.53905893917644,99.8577064872906,Very High,533,320,1199,386,2.395543625897419,98.9289506869317,93.29268292682927,0.0,97.79706903483806,19.69981238273921,40.150093808630395,36.210131332082554,30.76923076923077,2.2,100,1.4032508372131012,99.20031987205117,84.20956356168257,97.79706903483806,74.80084728163807,78.9756117759099
90,20803119201,90.52414712568371,99.85608951555527,Very High,26,0,0,486,1.0065649052454562,99.72539324351231,100.0,0.0,100.0,11.538461538461538,76.92307692307693,76.92307692307693,76.92307692307693,3.0,100,0.0,100.0,94.19384878896474,100.0,99.56306848859907,20.193780795826257
91,40101100135,90.46591325814138,99.85447254381994,Very High,390,557,1093,420,13.36912230774206,93.56125970664367,85.02994011976048,0.0,81.32122312391714,43.07692307692308,27.435897435897438,72.56410256410255,63.33333333333333,2.0,100,12.489585885812298,93.81080900972944,96.95266444387167,81.32122312391714,98.03962287660423,88.8973541468262
92,31701144609,90.40530084207181,99.8528555720846,Very High,450,665,850,120,26.488422482375007,99.19692042211456,94.52380952380952,0.0,73.72568864310847,49.77777777777778,39.77777777777778,85.77777777777777,80.22222222222221,1.5,0,25.743690271992158,99.46937891510062,99.23421663105208,73.72568864310847,99.87789176392408,98.84559645563328
93,30403109601,90.39198640203067,99.85123860034926,Very High,612,580,1242,450,15.880279412715867,97.93256786354284,90.68441064638783,0.0,83.17334093071912,41.50326797385621,20.424836601307188,54.248366013071895,45.26143790849673,2.0,100,15.026545781262762,98.19988671198188,95.05358820643724,83.17334093071912,88.98201603189767,88.8973541468262
94,30302105805,90.38225249612442,99.84962162861393,Very High,912,434,2402,400,3.5654226764116164,97.93588637419526,90.69767441860465,0.0,95.61806801415675,35.526315789473685,34.10087719298245,55.5921052631579,50.10964912280702,2.7,0,2.585150698358245,98.203218712515,95.45269354530264,95.61806801415675,91.10852680981849,42.114198169848024
95,20604111721,90.3513322681827,99.8480046568786,Very High,244,463,505,181,5.0983118815083115,88.0176876617774,80.59701492537313,0.0,84.11091138158801,40.57377049180328,13.114754098360656,71.31147540983606,56.9672131147541,1.3,100,4.133790737564323,88.24470211915234,92.12016396577673,84.11091138158801,96.8808406362919,99.57682911680675
96,40101100155,90.31315583702919,99.84638768514327,Very High,712,520,914,445,10.219261367311299,90.30663038428354,82.26351351351352,0.0,81.23559017951261,40.168539325842694,28.651685393258425,64.04494382022472,58.14606741573034,1.7,100,9.307359307359306,90.54294948687192,96.17607197199611,81.23559017951261,95.57752211654275,96.97486646515671
97,30403109605,90.29678888004767,99.84477071340793,Very High,498,591,1278,400,17.02347842959705,99.42257914647907,98.04878048780488,0.0,83.51446348684246,42.971887550200805,29.919678714859437,51.204819277108435,48.393574297188756,2.2,100,16.18149146451033,99.69595495135279,97.25365638693265,83.51446348684246,89.01358142625743,78.9756117759099
98,31701144804,90.24977537062551,99.8431537416726,Very High,105,289,1125,250,2.3219714119397192,99.72539324351231,100.0,0.0,98.67107735032263,30.476190476190478,19.047619047619047,53.333333333333336,41.904761904761905,2.5,0,1.3289226496773667,100.0,84.53466811896666,98.67107735032263,87.47518378535531,58.33712889735414
99,20604150430,90.21932999400043,99.84153676993726,Very High,398,637,1553,322,22.761302632429985,98.77381031393111,92.78688524590164,0.0,77.0662755480998,49.246231155778894,19.34673366834171,60.80402010050251,52.01005025125628,1.7,0,21.978273299028015,99.04454884712781,97.48813077351603,77.0662755480998,93.19931885201645,96.97486646515671
100,30503112628,90.1955488839084,99.83991979820192,Very High,507,606,1006,390,18.768999417890175,96.82252605030862,88.83928571428571,0.0,79.14038440002582,39.8422090729783,28.402366863905325,62.52465483234714,53.4516765285996,1.8,100,17.944948133627378,97.0853325336532,96.03139628665743,79.14038440002582,94.07567387963617,95.18198004223427
