SAL_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,Suburb_Name
SAL10036,3620,3698,7317,43,3467,1006,600,3298,0.9,2890,3.0,2788,2963,5757,3,19,66,78,43,14,9,0,239,0,4,13,21,9,10,149,143,67,34,15,0,459,4,8,49,58,27,28,8,0,0,0,4,56,47,23,6,0,0,140,0,0,10,40,36,6,0,0,0,91,0,0,14,96,83,35,3,0,0,231,Allambie Heights
SAL10037,36,38,68,49,2414,1083,330,2750,0.8,2124,2.3,28,32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Allandale (NSW)
SAL10038,2669,2683,5351,36,2167,765,428,1960,1.0,1774,2.5,2272,2353,4629,6,97,79,30,27,20,3,0,262,0,4,9,5,5,6,154,68,43,26,5,0,527,0,16,31,21,14,7,0,0,0,0,8,18,14,6,0,0,0,39,0,0,8,0,6,4,0,0,0,13,0,0,14,20,16,8,0,0,0,55,Allawah
SAL10039,38,24,60,31,0,900,250,2250,0.8,1875,3.2,23,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alleena
SAL10040,69,70,139,53,1517,481,130,1375,0.9,949,2.4,61,61,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allgomera
SAL10041,108,82,190,48,1853,641,300,1531,0.8,1213,2.2,88,63,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allworth
SAL10042,23,25,54,64,1200,662,587,1374,0.6,1083,1.9,23,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allynbrook
SAL10043,32,30,58,50,434,769,185,1875,0.8,1833,2.8,25,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alma Park
SAL10044,71,68,141,49,3033,930,300,2449,0.9,2291,2.8,65,57,123,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,Alpine
SAL10045,225,208,431,53,2000,844,310,2272,0.7,2038,2.6,199,179,372,0,0,4,0,0,0,0,0,5,0,0,0,0,0,4,4,0,13,0,0,0,19,0,0,4,0,3,5,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,7,Alstonvale
SAL10046,2709,3205,5912,51,1730,671,380,1690,0.7,1312,2.3,2232,2737,4973,0,8,15,6,20,18,12,4,77,0,0,5,7,6,22,33,35,45,38,13,5,195,0,11,16,19,30,34,8,0,0,0,0,11,0,6,0,0,0,22,0,0,0,0,5,9,0,0,0,11,0,0,0,7,5,14,3,3,0,41,Alstonville
SAL10047,42,43,86,41,1907,593,310,1449,0.8,1281,2.6,34,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alumy Creek
SAL10048,21,20,44,45,2709,1025,240,2333,0.8,2166,2.7,20,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amaroo (NSW)
SAL10049,3582,3673,7254,34,1802,630,350,1611,0.8,1431,2.8,2726,2876,5605,0,12,26,9,15,7,0,0,69,0,3,0,9,0,0,43,17,20,14,3,0,134,0,15,15,13,4,6,0,0,0,0,9,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,9,3,3,7,0,0,0,19,Ambarvale
SAL10050,12,25,40,63,667,537,0,1625,0.6,1249,1.9,9,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amosfield
SAL10051,7,3,6,33,0,1375,0,4249,0.5,3250,1.7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anabranch North
SAL10052,27,15,41,46,433,602,0,1958,1.0,1125,2.7,21,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anabranch South
SAL10053,33,27,64,37,2167,634,525,2750,0.9,3049,3.4,22,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Anambah
SAL10054,25,26,49,51,1018,725,163,2583,0.9,2250,2.8,21,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ando
SAL10055,35,32,72,48,1767,668,129,1437,0.8,2083,2.5,30,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anembo
SAL10056,85,85,167,50,1567,680,260,1812,0.7,1474,2.5,70,73,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angledale
SAL10057,21,13,34,56,5000,466,50,1375,0.8,825,1.6,20,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angledool
SAL10058,39,38,78,65,1083,483,195,1125,0.6,900,1.9,41,33,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anglers Reach
SAL10059,93,101,192,58,1560,687,520,1812,0.8,1437,2.3,82,88,169,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,Angourie
SAL10060,217,162,384,45,2000,757,350,1958,0.9,1890,3.0,183,136,326,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angus
SAL10061,2065,2150,4221,52,1733,612,390,1457,0.7,1189,2.3,1744,1844,3589,0,0,3,10,9,6,7,0,30,0,0,0,0,5,7,10,19,15,13,9,0,71,0,3,0,14,5,17,4,0,0,0,0,5,7,4,0,0,0,22,0,0,0,0,0,4,0,0,0,12,0,0,3,11,10,12,0,0,0,33,Anna Bay
SAL10062,4535,4956,9487,38,3467,1442,570,3905,1.0,2683,2.3,3782,4189,7967,0,103,163,139,104,65,27,0,605,0,17,23,27,6,12,356,287,237,160,43,6,1359,9,48,72,78,39,44,3,4,0,0,31,74,47,25,7,0,0,188,0,0,32,60,52,35,3,3,0,183,0,0,61,128,100,64,17,3,0,369,Annandale (NSW)
SAL10063,752,718,1472,44,3000,899,500,2529,0.8,2650,3.5,640,606,1247,0,8,4,6,17,0,0,0,24,0,0,0,0,0,4,8,11,28,0,0,0,60,0,3,0,6,0,4,0,0,0,0,4,3,3,6,3,0,0,18,0,0,0,0,4,5,0,0,0,13,0,0,0,7,9,6,0,0,0,31,Annangrove
SAL10064,1638,1577,3213,33,2500,971,450,2507,0.8,2423,3.2,1152,1174,2328,0,3,0,3,4,3,0,0,12,0,0,3,0,0,0,8,10,6,5,0,0,46,0,3,13,0,4,5,0,0,0,0,8,14,7,7,0,0,0,30,0,0,0,4,3,0,0,0,0,10,0,0,8,17,15,7,0,0,0,46,Appin (NSW)
SAL10065,25,24,46,49,1791,899,480,1874,0.9,1375,2.4,21,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Apple Tree Flat
SAL10066,23,10,35,41,2800,669,345,1875,1.2,1812,3.5,16,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Appleby
SAL10067,14,3,16,33,2600,1274,285,3083,0.9,1375,2.6,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Appletree Flat
SAL10068,57,66,116,47,1311,680,300,1875,0.7,1437,2.5,41,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,Apsley (NSW)
SAL10069,10,11,21,46,0,1583,350,3249,0.6,3125,2.4,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arable
SAL10070,229,216,445,59,1733,596,400,1513,0.7,1321,2.2,205,197,403,0,0,0,0,8,0,5,0,10,0,0,0,0,3,0,0,4,5,0,5,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,10,Arakoon
SAL10071,111,98,209,53,1105,656,225,1525,0.8,1042,2.1,100,83,180,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Araluen (NSW)
SAL10072,0,0,4,54,0,1125,0,0,0.8,0,4.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aratula (NSW)
SAL10073,738,736,1475,46,3300,920,485,2736,0.8,2659,3.2,606,619,1227,0,3,9,5,11,10,8,0,46,0,0,4,3,0,0,17,14,26,15,10,0,89,0,3,9,12,0,5,3,0,0,0,0,8,4,4,5,0,0,24,0,0,0,6,3,10,0,0,0,17,0,0,3,7,5,15,5,0,0,38,Arcadia (NSW)
SAL10074,726,708,1431,45,1684,748,385,1855,0.8,1550,2.5,599,593,1191,0,3,0,4,3,4,0,0,12,0,0,0,0,0,0,0,7,6,4,0,0,30,0,4,5,3,4,4,4,0,0,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,15,Arcadia Vale
SAL10075,27,31,50,58,1300,575,100,1093,0.8,1041,2.1,22,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ardglen
SAL10076,91,92,182,53,2000,719,210,1474,0.7,1328,2.3,85,78,159,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,6,Arding
SAL10077,247,225,472,55,494,466,150,1042,0.7,786,2.0,212,193,401,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ardlethan
SAL10078,7,11,16,44,1060,762,0,2250,0.8,1999,2.7,7,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Argalong
SAL10079,681,672,1352,40,1517,616,350,1608,0.8,1318,2.3,568,566,1131,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,13,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,Argenton
SAL10080,113,97,207,52,1376,525,202,1196,0.8,1042,2.3,96,83,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Argents Hill
SAL10081,11,3,16,45,0,1312,0,2750,1.0,2750,3.5,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Argoon
SAL10082,209,228,439,51,780,601,160,1432,0.8,1010,2.3,171,185,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ariah Park
SAL10083,22,16,36,47,2000,687,250,1542,0.8,1593,2.9,16,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkell
SAL10084,12,12,24,41,1517,1125,0,2249,0.9,1625,3.5,14,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkstone
SAL10085,87,78,164,43,221,807,100,1875,0.8,1333,2.5,67,65,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armatree
SAL10086,11358,12607,23967,36,1500,730,290,1893,0.7,1432,2.3,9238,10459,19697,3,143,216,160,174,144,80,25,939,4,19,38,37,42,50,471,338,344,263,129,36,1969,13,79,112,117,104,115,31,4,0,0,15,22,38,33,16,4,0,123,0,0,4,8,32,27,11,0,0,87,0,0,20,28,65,57,28,8,0,203,Armidale
SAL10087,6149,5871,12023,34,2319,856,500,2205,1.1,2046,2.7,5170,4963,10131,0,181,138,58,31,17,3,0,434,4,21,18,12,4,4,290,119,60,27,3,0,941,8,49,44,30,22,10,0,0,0,3,25,45,27,13,3,0,0,119,0,0,13,15,18,10,5,0,0,60,0,3,37,61,46,18,4,0,0,179,Arncliffe
SAL10088,7,0,6,45,0,1208,530,2250,1.3,1375,1.3,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arndell Park
SAL10089,278,319,591,66,659,506,200,930,0.8,718,1.9,265,304,576,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arrawarra
SAL10090,309,306,615,47,1625,678,373,1792,0.8,1605,2.7,254,258,514,0,0,5,0,3,6,0,0,14,0,0,0,0,0,0,6,6,5,6,0,0,22,0,0,0,0,3,8,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9,Arrawarra Headland
SAL10091,4666,4750,9417,37,2772,1202,525,3052,1.1,2420,2.5,3670,3892,7564,0,93,278,171,78,62,17,0,698,4,9,32,25,13,18,594,298,144,98,27,4,1431,6,48,90,63,36,32,11,0,0,0,36,87,43,20,10,0,0,195,0,0,22,42,28,10,3,0,5,105,0,0,60,123,68,30,16,0,5,303,Artarmon
SAL10092,25,27,47,46,2000,949,0,2416,0.8,2166,2.8,23,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthurville
SAL10093,19,23,40,35,4117,928,25,1906,0.9,1843,2.8,15,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arumpo
SAL10094,1680,1673,3353,44,2817,892,600,2869,0.9,2571,2.9,1380,1395,2774,0,7,43,31,27,20,0,0,132,0,0,3,10,3,4,72,64,59,27,9,0,264,0,3,13,33,19,10,4,0,0,0,4,14,15,13,0,0,0,45,0,0,0,9,17,7,0,0,0,37,0,0,3,26,30,16,3,0,0,81,Ashbury
SAL10095,162,153,316,61,1300,544,350,1333,0.7,1113,2.0,141,141,280,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,6,7,5,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ashby (NSW)
SAL10096,152,133,292,55,1300,504,310,1444,0.8,1233,2.4,133,121,254,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,4,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ashby Heights
SAL10097,8,8,18,57,3250,687,0,774,0.7,1024,2.3,8,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ashby Island
SAL10098,1779,1856,3634,32,1950,458,295,1316,1.0,1089,3.1,1339,1398,2734,0,7,4,0,0,3,0,0,15,0,0,0,0,0,0,7,0,0,3,0,0,31,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ashcroft
SAL10099,11275,11741,23012,36,2210,890,440,2256,1.0,1888,2.3,9905,10410,20315,12,486,356,187,140,79,34,13,1308,6,58,47,47,29,24,734,383,290,152,56,15,2725,13,162,130,111,69,58,20,6,0,0,53,83,77,25,8,0,0,246,0,3,28,56,52,27,3,0,0,172,0,3,86,137,130,49,8,4,0,419,Ashfield (NSW)
SAL10100,335,325,659,54,658,461,185,1046,0.7,855,2.2,282,279,560,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ashford (NSW)
SAL10101,177,174,351,34,1257,955,280,2366,0.9,1899,2.7,137,131,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,Ashley
SAL10102,1788,1955,3747,36,1103,577,220,1253,0.7,994,2.3,1398,1570,2962,0,0,4,3,0,0,3,0,14,0,0,0,0,0,0,8,3,5,0,6,4,32,4,9,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Ashmont
SAL10103,2269,2319,4589,39,1950,891,440,2354,0.7,2148,2.8,1763,1872,3632,0,5,26,23,15,7,0,0,82,0,0,3,5,6,0,59,52,30,11,0,0,172,3,9,9,13,9,5,4,0,0,0,3,18,21,12,5,0,0,55,0,0,0,4,3,3,0,0,0,18,0,0,4,20,28,17,5,0,0,72,Ashtonfield
SAL10104,2979,3175,6160,36,2400,1041,490,2603,1.1,2300,2.7,2320,2525,4847,4,46,159,66,41,25,7,0,350,0,13,14,12,9,11,311,122,56,32,7,0,665,0,30,28,33,24,14,5,0,0,0,11,59,29,9,4,0,0,111,0,0,0,25,13,0,0,0,0,39,0,3,11,85,34,12,4,0,0,153,Asquith
SAL10105,38,32,68,50,433,512,84,1656,0.9,1406,2.6,28,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atholwood
SAL10106,271,266,542,43,1284,757,300,1718,0.7,1428,2.5,224,211,433,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,7,Attunga
SAL10107,21503,17832,39333,31,2000,580,410,1440,1.2,1533,3.3,17973,14492,32463,35,832,355,118,72,38,7,0,1467,0,49,27,24,15,10,621,181,113,54,9,4,2490,37,123,72,38,24,21,0,0,0,3,14,39,16,14,6,0,0,93,0,0,7,12,3,5,0,0,0,31,0,8,27,52,23,20,8,0,0,124,Auburn (NSW)
SAL10108,64,60,127,47,1820,788,335,1968,0.8,1812,2.8,51,50,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auburn Vale
SAL10109,1346,1381,2725,42,2726,1080,550,2955,0.8,2586,2.8,1043,1130,2173,0,12,29,32,31,28,13,0,148,0,0,0,9,7,5,58,64,89,63,21,0,334,0,16,13,24,26,26,8,0,0,0,5,13,15,14,0,0,0,48,0,0,0,5,3,11,0,0,0,17,0,0,5,19,23,20,0,0,0,66,Austinmer
SAL10110,3521,3321,6847,31,2535,930,520,2224,0.8,2168,3.1,2600,2506,5106,0,64,101,20,0,7,0,0,189,0,5,8,3,0,0,177,35,5,0,0,0,406,0,29,16,8,3,0,0,0,0,0,4,23,4,0,0,0,0,40,0,0,5,4,0,0,0,0,0,14,0,0,9,26,4,0,3,0,0,47,Austral
