SAL_CODE_2021,Suburb_Name,KMeans_5,KMeans_10,KMeans_15,KMeans_20,Hierarchical_10,Hierarchical_20,HDBSCAN
SAL10505,Bora Ridge,0,8,4,3,4,7,0
SAL10506,Borah Creek,0,8,4,3,4,7,0
SAL10507,Borambola,0,8,4,3,4,7,0
SAL10508,Border Ranges,0,3,2,11,6,13,1
SAL10509,Boree,0,0,0,8,4,12,0
SAL10510,Boree Creek,0,8,4,3,4,7,0
SAL10511,Borenore,0,0,0,8,4,12,-1
SAL10512,Boro,0,0,0,8,4,12,0
SAL10513,Bossley Park,4,6,10,15,3,9,-1
SAL10514,Bostobrick,0,8,4,3,4,7,0
SAL10515,Botany,1,5,10,13,1,5,-1
SAL10516,Botobolar,0,0,0,8,4,12,0
SAL10517,Bottle Creek,0,8,4,3,4,7,0
SAL10518,Bouddi,0,8,4,3,4,7,0
SAL10519,Bourbah,0,0,0,8,4,12,0
SAL10520,Bourke,0,0,0,8,4,12,-1
SAL10521,Bourkelands,4,6,9,18,3,14,-1
SAL10522,Bournda,0,8,4,3,4,7,0
SAL10523,Bournewood,0,0,0,8,4,12,0
SAL10524,Bow Bowing,0,0,0,8,3,9,-1
SAL10525,Bowan Park,0,0,0,8,4,12,0
SAL10526,Bowen Mountain,0,0,0,8,4,12,-1
SAL10527,Bowenfels,0,8,4,3,3,14,0
SAL10528,Bowling Alley Point,0,0,0,0,4,19,0
SAL10529,Bowman,0,8,4,3,4,7,0
SAL10530,Bowman Farm,0,8,4,3,4,7,0
SAL10531,Bowmans Creek,0,0,0,8,4,12,0
SAL10532,Bowna,0,0,0,8,4,12,0
SAL10533,Bowning,0,0,0,8,4,12,0
SAL10534,Bowral,3,2,6,12,5,17,-1
SAL10535,Bowraville,0,8,4,3,3,14,0
SAL10536,Box Head,0,3,2,11,6,13,1
SAL10537,Box Hill (NSW),4,6,10,15,1,16,-1
SAL10538,Boxers Creek,0,8,4,3,4,7,0
SAL10539,Boydtown,0,8,4,3,4,7,0
SAL10540,Bradbury (NSW),4,6,9,15,3,9,-1
SAL10541,Braefield,0,8,4,3,4,7,0
SAL10542,Braemar,0,0,0,8,4,12,0
SAL10543,Braemar Bay,0,8,4,3,4,7,0
SAL10544,Braidwood,0,6,9,18,3,14,-1
SAL10545,Brandy Hill,0,0,0,8,4,12,-1
SAL10546,Branxton,0,0,0,8,4,12,-1
SAL10547,Braunstone,0,0,0,8,4,7,0
SAL10548,Brawboy,0,0,0,8,4,7,0
SAL10549,Bray Park (NSW),0,8,4,3,4,7,0
SAL10550,Brays Creek,0,8,4,3,4,7,0
SAL10551,Brayton,0,0,0,8,4,7,0
SAL10552,Breadalbane (NSW),0,0,0,8,4,12,0
SAL10553,Breakfast Creek,0,8,4,3,4,7,0
SAL10554,Breakfast Point,1,5,5,7,1,5,-1
SAL10555,Bream Beach,0,0,0,8,4,12,-1
SAL10556,Bredbo,0,0,0,8,4,12,0
SAL10557,Breelong,0,8,4,3,4,7,0
SAL10558,Breeza,0,8,4,3,4,7,0
SAL10559,Bretti,0,8,4,3,4,7,0
SAL10560,Brewarrina,0,8,4,3,4,7,0
SAL10561,Brewongle,0,0,0,8,4,12,0
SAL10562,Briarbrook,0,8,4,3,4,7,0
SAL10563,Bribbaree,0,8,4,3,4,7,0
SAL10564,Bridgman,0,0,0,8,4,12,0
SAL10565,Brierfield,0,0,0,8,4,7,0
SAL10566,Brighton-Le-Sands,4,5,10,15,1,16,-1
SAL10567,Brightwaters,0,8,4,8,3,14,-1
SAL10568,Bril Bril,0,3,2,11,6,13,1
SAL10569,Brimbin,0,8,4,3,4,7,0
SAL10570,Brindabella,0,8,4,3,4,7,0
SAL10571,Brinerville,0,3,2,11,6,13,1
SAL10572,Bringelly,0,0,0,8,3,14,-1
SAL10573,Bringenbrong,0,0,0,8,4,12,0
SAL10574,Brisbane Grove,0,0,0,8,4,12,0
SAL10575,Broadmeadow,0,0,0,8,3,14,-1
SAL10576,Broadwater (Bega Valley - NSW),0,8,4,3,4,7,0
SAL10577,Broadwater (Richmond Valley - NSW),0,8,4,3,4,7,0
SAL10578,Broadway,0,8,4,3,4,7,0
SAL10579,Brobenah,0,0,0,0,4,12,0
SAL10580,Brocklehurst,0,0,0,8,4,12,0
SAL10581,Brocklesby,0,8,4,3,4,7,0
SAL10582,Brockley,0,0,0,0,4,12,0
SAL10583,Brodies Plains,0,8,4,3,4,7,0
SAL10584,Brogans Creek,0,8,4,3,4,7,0
SAL10585,Brogers Creek,0,0,0,8,4,12,0
SAL10586,Brogo,0,8,4,3,4,7,0
SAL10587,Broke (NSW),0,0,0,8,4,7,0
SAL10588,Broken Head,0,0,0,8,4,12,0
SAL10589,Broken Hill,1,5,10,15,1,5,-1
SAL10590,Brombin,0,0,0,8,4,7,0
SAL10591,Bronte,1,5,5,19,1,11,-1
SAL10592,Brookdale (NSW),0,0,0,0,4,12,0
SAL10593,Brookfield (NSW),0,0,0,8,4,7,0
SAL10594,Brooklana,0,8,4,3,4,7,0
SAL10595,Brooklet,0,0,0,8,4,12,0
SAL10596,Brooklyn (NSW),0,0,0,8,4,12,-1
SAL10597,Brookong,0,0,0,8,4,12,-1
SAL10598,Brookvale,4,6,9,18,3,14,-1
SAL10599,Brooman,0,8,4,3,4,7,0
SAL10600,Brooms Head,0,8,4,3,4,7,0
SAL10601,Broughams Gate,0,0,0,0,4,12,0
SAL10602,Broughton (NSW),0,0,0,8,4,12,-1
SAL10603,Broughton Vale,0,0,0,8,3,14,-1
SAL10604,Broughton Village,0,0,0,8,4,12,0
SAL10605,Broulee,4,6,9,18,3,9,-1
SAL10606,Brownlow Hill,0,0,0,8,4,12,0
SAL10607,Browns Creek,0,0,0,8,4,12,0
SAL10608,Browns Mountain,0,8,4,3,4,7,0
SAL10609,Brownsville,0,8,4,3,4,7,0
SAL10610,Brucedale,0,0,0,8,4,12,0
SAL10611,Bruie Plains,0,8,4,0,4,7,0
SAL10612,Bruinbun,0,8,4,3,4,7,0
SAL10613,Brumby Plains,0,8,4,3,4,7,0
SAL10614,Brundee,0,0,0,8,4,7,0
SAL10615,Brungle,0,8,4,0,4,7,0
SAL10616,Brungle Creek,0,8,4,0,4,12,0
SAL10617,Brunkerville,0,0,0,8,4,12,0
SAL10618,Brunswick Heads,0,0,4,18,3,14,-1
SAL10619,Brushgrove,0,8,4,3,4,7,0
SAL10620,Brushy Creek,0,8,4,3,4,7,0
SAL10621,Buangla,0,3,2,11,6,13,1
SAL10622,Bucca (NSW),0,0,0,8,4,12,0
SAL10623,Bucca Wauka,0,8,4,3,4,7,0
SAL10624,Buccarumbi,0,8,4,3,4,7,0
SAL10625,Buchanan (NSW),0,0,0,8,4,12,0
SAL10626,Buckajo,0,8,4,3,4,7,0
SAL10627,Buckaroo,0,0,0,8,4,12,0
SAL10628,Buckenbowra,0,8,4,0,4,12,-1
SAL10629,Buckenderra,0,8,4,3,4,7,0
SAL10630,Buckendoon,0,0,0,8,4,12,0
SAL10631,Bucketty,0,8,4,3,4,7,0
SAL10632,Buckra Bendinni,0,8,4,3,4,7,0
SAL10633,Budawang,0,8,4,3,4,7,0
SAL10634,Buddabadah,0,0,0,8,4,12,0
SAL10635,Budden,0,8,4,3,4,12,0
SAL10636,Budderoo,0,8,4,0,4,12,-1
SAL10637,Buddong,0,3,2,11,6,13,1
SAL10638,Budgee Budgee (NSW),0,0,0,8,4,7,0
SAL10639,Budgewoi,0,8,4,18,3,14,-1
SAL10640,Budgewoi Peninsula,0,3,2,11,6,13,1
SAL10641,Budgong,0,8,4,3,4,7,0
SAL10642,Buff Point,0,8,4,18,3,14,-1
SAL10643,Bugaldie,0,8,4,3,4,7,0
SAL10644,Bukalong,0,0,0,8,4,12,0
SAL10645,Bukkulla,0,8,4,3,4,7,0
SAL10646,Bulahdelah,0,8,4,3,4,7,0
SAL10647,Bulee,0,3,2,11,6,13,1
SAL10648,Bulga (NSW),0,0,0,8,4,12,0
SAL10649,Bulga Forest,0,8,4,3,4,7,0
SAL10650,Bulgary,0,0,0,0,4,12,0
SAL10651,Bulla (NSW),0,3,2,11,6,13,1
SAL10652,Bulla Creek,0,0,0,8,4,12,0
SAL10653,Bullaburra,0,0,0,18,3,14,-1
SAL10654,Bullagreen,0,0,0,0,4,12,0
SAL10655,Bullarah,0,0,0,8,4,12,0
SAL10656,Bullatale,0,8,4,3,4,12,0
SAL10657,Bullawa Creek,0,8,4,8,4,7,0
SAL10658,Bulldog,0,8,4,3,4,7,0
SAL10659,Bulli,1,5,10,1,1,16,-1
SAL10660,Bulliac,0,8,4,3,4,7,0
SAL10661,Bullio,0,8,4,3,4,7,0
SAL10662,Bulyeroi,0,0,0,8,4,12,-1
SAL10663,Bumbaldry,0,8,4,3,4,7,0
SAL10664,Bumbalong,0,3,2,11,4,7,-1
SAL10665,Bundabah,0,8,4,3,4,7,0
SAL10666,Bundagen,0,8,4,3,4,7,0
SAL10667,Bundanoon (NSW),4,6,9,18,3,9,-1
SAL10668,Bundarra,0,8,4,3,4,7,0
SAL10669,Bundeena,4,6,9,18,3,14,-1
SAL10670,Bundella,0,8,4,3,4,7,0
SAL10671,Bundemar,0,0,0,0,4,19,0
SAL10672,Bundewallah,0,0,0,8,4,12,-1
SAL10673,Bundook,0,8,4,3,4,7,0
SAL10674,Bundure,0,0,0,0,4,12,0
SAL10675,Bungaba,0,8,4,3,4,7,0
SAL10676,Bungabbee,0,0,0,8,4,12,-1
SAL10677,Bungalora,0,8,4,3,4,7,0
SAL10678,Bungarby,0,8,4,3,4,7,0
SAL10679,Bungarribee,4,6,9,18,3,9,-1
SAL10680,Bungawalbin,0,8,4,3,4,7,0
SAL10681,Bungendore,4,6,9,1,1,16,-1
SAL10682,Bungonia,0,8,4,3,4,7,0
SAL10683,Bungowannah,0,0,0,8,4,12,0
SAL10684,Bungwahl,0,8,4,3,4,7,0
SAL10685,Bunnaloo,0,8,4,3,4,7,0
SAL10686,Bunnan,0,8,4,3,4,7,0
SAL10687,Bunyah,0,8,4,3,4,7,0
SAL10688,Bunyan,0,0,0,8,4,12,0
SAL10689,Burcher,0,8,4,3,4,7,0
SAL10690,Bureen,0,0,0,8,4,12,0
SAL10691,Burnt Bridge,0,8,4,0,4,7,0
SAL10692,Burnt Yards,0,0,0,8,4,12,-1
SAL10693,Buronga,0,8,4,3,4,7,-1
SAL10694,Burra (Queanbeyan-Palerang Regional - NSW),0,0,0,8,3,14,-1
SAL10695,Burra (Snowy Valleys - NSW),0,0,0,8,4,7,0
SAL10696,Burra Creek,0,8,4,3,4,7,0
SAL10697,Burraboi,0,8,4,3,4,7,0
SAL10698,Burradoo,4,6,5,1,1,16,-1
SAL10699,Burraga,0,8,4,3,4,7,0
SAL10700,Burragate,0,8,4,3,4,7,0
SAL10701,Burrandana,0,0,0,8,4,12,-1
SAL10702,Burraneer,4,5,5,1,1,16,-1
SAL10703,Burrangong,0,0,0,8,4,7,0
SAL10704,Burrapine,0,8,4,3,4,7,0
SAL10705,Burrawang,0,0,0,8,4,12,-1
SAL10706,Burrell Creek,0,8,4,3,4,7,0
SAL10707,Burren Junction,0,8,4,3,4,7,0
SAL10708,Burrier,0,0,0,8,4,12,0
SAL10709,Burrill Lake,0,8,4,3,3,14,0
SAL10710,Burringbar,0,8,4,3,4,7,0
SAL10711,Burrinjuck,0,8,4,3,4,7,0
SAL10712,Burroway,0,0,0,8,4,12,0
SAL10713,Burrumbuttock,0,8,4,3,4,7,0
SAL10714,Burrundulla,0,0,0,8,4,12,0
SAL10715,Burrungubugge,0,8,4,0,4,19,-1
SAL10716,Burwood (NSW),3,4,1,10,0,0,-1
SAL10717,Burwood Heights,0,0,0,8,4,12,-1
SAL10718,Busby,0,8,4,0,3,14,-1
SAL10719,Busbys Flat,0,8,4,3,4,7,0
SAL10720,Bushells Ridge,0,8,4,3,4,7,0
SAL10721,Buttaba,0,0,0,8,4,12,-1
SAL10722,Buttai,0,0,0,8,4,12,-1
SAL10723,Butterwick,0,0,0,8,4,12,0
SAL10724,Buxton (NSW),0,0,0,8,4,12,0
SAL10725,Byabarra,0,8,4,3,4,7,0
SAL10726,Byadbo Wilderness,0,3,2,11,6,13,1
SAL10727,Byangum,0,8,4,3,4,7,0
SAL10728,Bylong,0,8,4,3,4,7,0
SAL10729,Byng,0,0,0,8,4,12,0
SAL10730,Byrock,0,8,4,3,4,7,0
SAL10731,Byron Bay,4,6,9,1,1,16,-1
SAL10732,Byrrill Creek,0,8,4,3,4,7,0
SAL10733,Bywong,4,6,9,18,3,14,-1
SAL10734,Cabarita (NSW),4,6,9,1,3,14,-1
SAL10735,Cabarita Beach,0,0,0,8,4,7,0
SAL10736,Cabbage Tree Island (Ballina - NSW),0,8,4,0,4,19,0
SAL10737,Cabbage Tree Island (Mid-Coast - NSW),0,0,0,8,4,12,-1
SAL10738,Cabramatta,4,6,9,15,3,9,-1
SAL10739,Cabramatta West,4,6,9,18,3,9,-1
SAL10740,Cabramurra,0,8,4,3,4,7,-1
SAL10741,Caddens,4,6,9,18,3,9,-1
SAL10742,Cadgee (NSW),0,8,4,3,4,7,0
SAL10743,Cadia,0,3,2,11,4,7,1
SAL10744,Caerleon,0,0,0,8,4,12,0
SAL10745,Caffreys Flat,0,8,4,3,4,7,0
SAL10746,Cairncross,0,3,2,11,6,13,1
SAL10747,Calala,4,6,9,18,3,14,-1
SAL10748,Calamia,0,8,4,3,4,7,0
SAL10749,Calderwood,0,0,0,18,4,12,-1
SAL10750,Caldwell,0,8,4,0,4,7,0
SAL10751,Calga,0,0,0,8,4,12,0
SAL10752,Califat,0,0,0,8,4,12,-1
SAL10753,Calimo,0,0,0,8,4,7,0
SAL10754,Callaghan,0,3,2,11,4,7,1
SAL10755,Callaghans Creek,0,8,4,3,4,7,0
SAL10756,Callala Bay,0,8,4,18,3,14,-1
SAL10757,Callala Beach,0,8,4,3,4,7,-1
SAL10758,Calliope (NSW),0,0,0,8,4,12,0
SAL10759,Caloola,0,8,4,3,4,12,0
SAL10760,Cambalong,0,0,0,8,4,12,-1
SAL10761,Camberwell (NSW),0,8,4,3,4,7,0
SAL10762,Cambewarra,0,0,0,8,4,12,0
SAL10763,Cambewarra Village,0,0,0,8,4,12,-1
SAL10764,Camboon (NSW),0,0,0,8,4,12,0
SAL10765,Cambra,0,8,4,3,4,7,0
SAL10766,Cambridge Gardens,0,0,0,8,4,12,0
SAL10767,Cambridge Park,4,6,9,18,3,9,-1
SAL10768,Cambridge Plateau,0,3,2,11,6,13,1
SAL10769,Camden,4,6,9,18,3,14,-1
SAL10770,Camden Head,0,8,4,3,4,7,0
SAL10771,Camden Park (NSW),4,0,9,18,3,14,-1
SAL10772,Camden South,4,6,9,18,3,14,-1
SAL10773,Camellia,0,8,4,3,4,12,-1
SAL10774,Cameron Park,4,6,10,15,1,16,-1
SAL10775,Camerons Creek,0,8,4,0,4,7,0
SAL10776,Camira (NSW),0,8,4,3,4,7,0
SAL10777,Cammeray,1,2,5,7,5,17,-1
SAL10778,Camp Creek (NSW),0,8,4,3,4,7,0
SAL10779,Campbelltown (NSW),1,5,10,13,3,9,-1
SAL10780,Camperdown (NSW),3,4,1,10,1,3,-1
SAL10781,Campsie,1,4,1,10,0,0,-1
SAL10782,Campvale,0,3,2,11,6,13,1
SAL10783,Cams Wharf,0,8,4,3,4,7,0
SAL10784,Canada Bay,0,0,0,18,3,14,-1
SAL10785,Canadian Lead,0,0,0,0,4,7,0
SAL10786,Canbelego,0,0,0,8,4,12,-1
SAL10787,Candelo,0,8,4,3,4,7,0
SAL10788,Cangai,0,8,4,3,4,7,0
SAL10789,Caniaba,0,0,0,8,3,14,-1
SAL10790,Canley Heights,4,6,9,15,3,9,-1
SAL10791,Canley Vale,4,6,9,18,3,9,-1
SAL10792,Canobolas,0,0,0,8,4,12,-1
SAL10793,Canoelands,0,0,0,8,4,12,0
SAL10794,Canonba,0,8,4,0,4,12,0
SAL10795,Canowindra,0,8,4,3,3,14,-1
SAL10796,Canterbury (NSW),4,5,10,15,1,16,-1
SAL10797,Canton Beach,0,8,4,3,4,7,-1
SAL10798,Canyonleigh,0,0,0,8,4,12,0
SAL10799,Caparra,0,8,4,3,4,7,0
SAL10800,Capeen Creek,0,8,4,3,4,7,0
SAL10801,Capertee,0,8,4,3,4,7,0
SAL10802,Capoompeta,0,8,4,3,4,7,-1
SAL10803,Captains Flat,0,0,0,8,4,7,0
SAL10804,Carabost,0,8,4,3,4,7,0
SAL10805,Caragabal,0,8,4,3,4,7,0
SAL10806,Carcalgong,0,8,4,3,4,7,0
SAL10807,Carcoar,0,8,4,3,4,7,0
SAL10808,Cardiff (NSW),4,6,9,18,3,9,-1
SAL10809,Cardiff Heights,0,0,0,8,4,12,-1
SAL10810,Cardiff South,0,0,0,18,4,12,-1
SAL10811,Carey Bay,0,8,4,3,3,14,-1
SAL10812,Cargo,0,0,0,8,4,12,0
SAL10813,Carinda,0,8,4,0,4,7,0
SAL10814,Caringbah,1,5,10,13,1,5,-1
SAL10815,Caringbah South,1,5,5,19,1,11,-1
SAL10816,Carlaminda,0,0,0,8,4,12,0
SAL10817,Carlingford,3,9,14,17,5,2,-1
SAL10818,Carlton (NSW),1,5,10,15,1,16,-1
SAL10819,Carnes Hill,0,0,0,18,4,12,-1
SAL10820,Carnham,0,8,4,3,4,7,-1
SAL10821,Carool,0,8,4,3,4,7,0
SAL10822,Caroona,0,8,4,3,4,7,0
SAL10823,Carrabolla,0,8,4,3,4,7,0
SAL10824,Carrai,0,3,2,11,6,13,1
SAL10825,Carramar (NSW),0,8,4,3,3,14,-1
SAL10826,Carrathool,0,8,4,3,4,7,0
SAL10827,Carrick (NSW),0,0,0,8,4,12,0
SAL10828,Carrington (Mid-Coast - NSW),0,8,4,3,4,7,0
SAL10829,Carrington (Newcastle - NSW),0,6,9,18,3,14,-1
SAL10830,Carrington Falls,0,8,4,3,4,7,-1
SAL10831,Carroll,0,0,0,0,4,7,0
SAL10832,Carrowbrook,0,8,4,3,4,7,0
SAL10833,Carrs Creek,0,8,4,3,4,7,0
SAL10834,Carrs Island,0,8,4,3,4,7,0
SAL10835,Carrs Peninsula,0,8,4,3,4,7,0
SAL10836,Carss Park,0,0,0,8,3,14,-1
SAL10837,Cartwright,0,8,4,3,3,14,0
SAL10838,Cartwrights Hill,0,0,0,8,4,7,0
SAL10839,Carwell,0,8,4,3,4,7,0
SAL10840,Carwoola,4,6,9,18,3,14,-1
SAL10841,Cascade (NSW),0,8,4,3,4,7,0
SAL10842,Casino,4,6,9,18,3,9,-1
SAL10843,Cassilis (NSW),0,8,4,3,4,7,0
SAL10844,Castle Cove,4,5,5,1,3,14,-1
SAL10845,Castle Doyle,0,0,0,8,4,12,0
SAL10846,Castle Hill (NSW),2,1,3,6,2,6,-1
SAL10847,Castle Rock,0,0,0,8,4,12,0
SAL10848,Castlecrag,4,5,5,1,1,16,-1
SAL10849,Castlereagh,0,0,0,8,4,12,-1
SAL10850,Casuarina (NSW),4,6,9,18,3,14,-1
SAL10851,Casula,1,5,10,15,1,5,-1
SAL10852,Catalina,0,8,4,3,4,7,-1
SAL10853,Cataract,0,0,0,8,4,12,-1
SAL10854,Cathcart (NSW),0,8,4,0,4,7,0
SAL10855,Catherine Field,0,0,0,8,4,12,-1
SAL10856,Catherine Hill Bay,0,0,0,8,4,12,-1
SAL10857,Cathundral,0,0,0,8,4,12,-1
SAL10858,Cattai,0,0,0,8,4,12,-1
SAL10859,Cattle Creek (NSW),0,0,0,8,4,12,-1
SAL10860,Cavan (NSW),0,0,0,8,4,12,0
SAL10861,Caves Beach,4,6,9,18,3,14,-1
SAL10862,Cawdor (NSW),0,0,0,8,4,12,0
SAL10863,Cawongla,0,8,4,3,4,7,0
SAL10864,Cecil Hills,4,6,9,15,3,18,-1
SAL10865,Cecil Park,0,0,0,8,4,12,0
SAL10866,Cedar Brush Creek,0,0,0,8,4,12,0
SAL10867,Cedar Creek (Cessnock - NSW),0,8,4,0,4,7,0
SAL10868,Cedar Creek (Tweed - NSW),0,8,4,3,4,12,-1
SAL10869,Cedar Party,0,8,4,3,4,7,0
SAL10870,Cedar Point,0,8,4,3,4,7,0
SAL10871,Cells River,0,8,4,3,4,7,-1
SAL10872,Centennial Park (NSW),4,6,9,18,3,14,-1
SAL10873,Central Colo,0,0,0,8,4,12,-1
SAL10874,Central Macdonald,0,0,0,8,4,12,0
SAL10875,Central Mangrove,0,0,0,8,4,12,0
SAL10876,Central Tilba,0,8,4,3,4,7,0
SAL10877,Cessnock,4,6,9,15,3,9,-1
SAL10878,Chaelundi,0,3,2,11,6,13,1
SAL10879,Chain Valley Bay,0,8,4,3,4,7,-1
SAL10880,Chakola,0,0,0,8,4,12,0
SAL10881,Chambigne,0,8,4,3,4,7,0
SAL10882,Charbon,0,8,4,3,4,7,0
SAL10883,Charles Sturt University,0,0,0,8,4,12,-1
SAL10884,Charlestown (NSW),1,5,10,13,1,5,-1
SAL10885,Charleys Forest,0,8,4,3,4,7,0
SAL10886,Charlotte Bay,0,8,4,3,4,7,0
SAL10887,Charlton (NSW),0,0,0,8,4,12,-1
SAL10888,Charmhaven,0,8,4,3,3,14,0
SAL10889,Chatham Valley,0,8,4,3,4,7,0
SAL10890,Chatsbury,0,0,0,8,4,12,0
SAL10891,Chatswood,2,9,3,6,2,6,-1
SAL10892,Chatswood West,4,6,9,18,4,12,-1
SAL10893,Chatsworth (NSW),0,8,4,3,4,7,0
SAL10894,Cheero Point,0,0,0,8,4,12,-1
SAL10895,Cheltenham (NSW),4,5,5,1,1,16,-1
SAL10896,Cherry Tree Hill,0,8,4,3,4,7,0
SAL10897,Cherrybrook,3,2,14,17,5,2,-1
SAL10898,Chester Hill,4,6,9,15,3,9,-1
SAL10899,Chichester (NSW),0,8,4,3,4,7,0
SAL10900,Chifley (NSW),4,6,9,18,3,14,-1
SAL10901,Chilcotts Creek,0,0,0,8,4,12,-1
SAL10902,Chilcotts Grass,0,0,0,8,4,12,0
SAL10903,Chillingham,0,8,4,3,4,7,0
SAL10904,Chinderah,0,8,4,3,4,7,-1
SAL10905,Chinnock,0,8,4,0,4,19,-1
SAL10906,Chippendale,1,4,10,10,1,3,-1
SAL10907,Chipping Norton,4,6,9,15,1,16,-1
SAL10908,Chisholm (NSW),4,6,9,18,3,9,-1
SAL10909,Chiswick,4,6,9,1,1,16,-1
SAL10910,Chittaway Bay,0,0,0,18,3,14,-1
SAL10911,Chittaway Point,0,0,0,8,4,12,0
SAL10912,Chowan Creek,0,8,4,3,4,7,0
SAL10913,Chullora,0,3,2,11,4,7,1
SAL10914,Church Point,4,6,9,18,4,12,-1
SAL10915,Clandulla,0,8,4,3,4,7,0
SAL10916,Clare (NSW),0,0,0,8,4,12,0
SAL10917,Claremont Meadows,4,6,9,18,3,14,-1
SAL10918,Clarence,0,0,0,8,4,7,0
SAL10919,Clarence Town,0,0,0,8,3,14,-1
SAL10920,Clarendon (NSW),0,0,0,8,4,12,0
SAL10921,Clarenza,0,0,0,8,4,12,0
SAL10922,Clareville,4,6,9,18,3,14,-1
SAL10923,Claymore,0,8,4,0,3,14,-1
SAL10924,Clear Creek,0,0,0,8,4,7,0
SAL10925,Clear Range,0,0,0,8,4,12,-1
SAL10926,Clearfield,0,8,4,3,4,7,0
SAL10927,Clemton Park,0,0,0,8,4,7,-1
SAL10928,Clergate,0,0,0,8,4,12,0
SAL10929,Cleveland (NSW),0,8,4,3,4,7,0
SAL10930,Clifden,0,0,0,8,4,12,0
SAL10931,Cliftleigh,0,0,0,8,4,12,-1
SAL10932,Clifton (NSW),0,0,0,8,4,12,-1
SAL10933,Clifton Grove,0,0,0,8,4,12,-1
SAL10934,Clontarf (NSW),4,6,9,1,4,12,-1
SAL10935,Clothiers Creek,0,0,0,8,4,12,0
SAL10936,Clouds Creek,0,3,2,11,6,13,1
SAL10937,Clovelly,1,5,5,1,1,5,-1
SAL10938,Clunes (NSW),0,0,0,8,4,12,-1
SAL10939,Clybucca,0,8,4,3,4,7,0
SAL10940,Clyde (NSW),0,8,4,3,4,12,-1
SAL10941,Clydesdale (NSW),0,0,0,8,4,12,0
SAL10942,Coal Point,4,6,9,18,3,14,-1
SAL10943,Coalcliff,0,0,0,8,4,12,-1
SAL10944,Coaldale,0,0,0,8,4,12,0
SAL10945,Coasters Retreat,0,0,0,8,4,12,-1
SAL10946,Cobaki,0,0,0,8,4,7,0
SAL10947,Cobaki Lakes,0,0,0,8,4,12,0
SAL10948,Cobar,0,0,0,18,4,12,-1
SAL10949,Cobar Park,0,8,4,3,4,7,0
SAL10950,Cobargo,0,8,4,3,4,7,0
SAL10951,Cobark,0,8,4,3,4,7,0
SAL10952,Cobbadah,0,8,4,3,4,7,0
SAL10953,Cobbitty,4,6,9,18,3,14,-1
SAL10954,Cobbora,0,8,4,3,4,7,0
SAL10955,Cobramunga,0,8,4,3,4,7,0
SAL10956,Cockwhy,0,0,0,0,4,12,0
SAL10957,Codrington (NSW),0,8,4,0,4,7,0
SAL10958,Coffee Camp,0,8,4,3,4,7,0
SAL10959,Coffs Harbour,1,5,5,7,0,0,-1
SAL10960,Coggan,0,8,4,3,4,7,0
SAL10961,Cogra Bay,0,0,0,8,4,12,-1
SAL10962,Coila,0,8,4,3,4,7,0
SAL10963,Coldstream (NSW),0,8,4,3,4,7,0
SAL10964,Coleambally,0,8,4,3,4,7,0
SAL10965,Colebee,4,6,9,18,3,14,-1
SAL10966,Coledale,4,0,0,18,3,14,-1
SAL10967,Colinroobie,0,8,4,0,4,7,0
SAL10968,Colinton (NSW),0,0,0,8,4,12,0
SAL10969,Collarenebri,0,8,4,3,4,7,0
SAL10970,Collaroy (NSW),1,5,5,1,1,5,-1
SAL10971,Collaroy Plateau,4,6,9,1,1,16,-1
SAL10972,Collector,0,0,0,8,4,12,0
SAL10973,Collendina,0,8,4,3,4,7,0
SAL10974,Collerina,0,8,4,3,4,12,-1
SAL10975,Collie (NSW),0,8,4,0,4,7,0
SAL10976,Collingullie,0,0,0,8,4,12,0
SAL10977,Collingwood (NSW),0,0,0,8,4,12,0
SAL10978,Collins Creek,0,8,4,3,4,7,0
SAL10979,Collombatti,0,8,4,3,4,7,0
SAL10980,Collum Collum,0,3,2,11,6,13,1
SAL10981,Colly Blue,0,8,4,3,4,7,0
SAL10982,Colo (Bathurst Regional - NSW),0,8,4,0,4,19,-1
SAL10983,Colo (Hawkesbury - NSW),0,0,0,8,4,12,0
SAL10984,Colo Heights,0,0,0,8,4,7,0
SAL10985,Colo Vale,0,0,0,8,3,14,-1
SAL10986,Colongra,0,3,2,11,6,13,1
SAL10987,Colyton,4,6,9,18,3,9,-1
SAL10988,Comara,0,8,4,3,4,7,0
SAL10989,Combaning,0,0,0,8,4,12,0
SAL10990,Combara,0,8,4,3,4,7,0
SAL10991,Comberton,0,0,0,8,4,12,-1
SAL10992,Comboyne,0,8,4,3,4,7,0
SAL10993,Come By Chance,0,0,0,0,4,19,0
SAL10994,Comerong Island,0,8,4,3,4,12,0
SAL10995,Commissioners Creek,0,8,4,3,4,7,0
SAL10996,Como (NSW),4,6,9,1,1,16,-1
SAL10997,Comobella,0,8,4,3,4,12,0
SAL10998,Conargo,0,8,4,3,4,7,0
SAL10999,Concord,3,2,1,7,1,11,-1
SAL11000,Concord West,4,5,10,1,1,16,-1
SAL11001,Condell Park,4,6,10,15,3,9,-1
SAL11002,Condobolin,0,8,4,3,3,14,-1
SAL11003,Condong,0,0,0,8,4,12,0
SAL11004,Coneac,0,8,4,3,4,7,0
SAL11005,Congarinni,0,8,4,3,4,7,0
SAL11006,Congarinni North,0,8,4,3,4,7,0
SAL11007,Congewai,0,8,4,8,4,7,-1
SAL11008,Congo,0,0,0,8,4,7,0
SAL11009,Conimbia,0,0,0,8,4,12,0
