SA1_CODE_2021,SA2_CODE,SA3_CODE,total_commuters,total_car,total_public_transit,total_active_transport,car_dependency_ratio,public_transit_ratio,active_transport_ratio,total_population,sa2_employment,sa2_employment_density,sa3_employment,sa3_employment_density,car_dependency_score,commuter_volume_score,employment_proximity_score,transit_gap_score,tod_score,commute_pain_score,state,tod_category,car_dep_category,transit_category,investment_priority
20904143708,209041437,20904,265,233,23,0,0.879245283018868,0.0867924528301886,0.0,811,11247,0.4608104232392346,118152,0.4688087736979518,87.9245283018868,96.45559795614771,42.51180389366794,80.2933428266287,80.6381857689955,4.90926279224957,VIC,Very High (75-85),Very High (80-90%),Low (5-10%),Priority 1
20904143714,209041437,20904,258,240,13,5,0.9302325581395348,0.0503875968992248,0.0193798449612403,746,11247,0.4608104232392346,118152,0.4688087736979518,93.02325581395348,95.95918763340016,42.51180389366794,88.33603749774653,83.33302314410969,5.169142382976314,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 1
20904143719,209041437,20904,242,225,12,0,0.9297520661157024,0.0495867768595041,0.0,821,11247,0.4608104232392346,118152,0.4688087736979518,92.97520661157024,94.45782937714247,42.51180389366794,88.36486578785602,82.86627881529003,5.1071852262463775,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
20904143720,209041437,20904,252,240,6,3,0.9523809523809524,0.0238095238095238,0.0119047619047619,666,11247,0.4608104232392346,118152,0.4688087736979518,95.23809523809524,95.4555009378436,42.51180389366794,92.9705215419501,84.53130130951978,5.269894751169066,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
20904143725,209041437,20904,240,222,14,0,0.925,0.0583333333333333,0.0,680,11247,0.4608104232392346,118152,0.4688087736979518,92.5,94.2516654808874,42.51180389366794,87.10416666666667,82.48827708966647,5.073437163478856,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 1
20904143726,209041437,20904,254,232,10,5,0.9133858267716536,0.0393700787401574,0.0196850393700787,748,11247,0.4608104232392346,118152,0.4688087736979518,91.33858267716536,95.609921738568,42.51180389366794,87.74257548515098,82.49502791968523,5.0613115845541525,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
20904143727,209041437,20904,275,246,25,0,0.8945454545454545,0.0909090909090909,0.0,743,11247,0.4608104232392346,118152,0.4688087736979518,89.45454545454545,97.074089644913,42.51180389366794,81.32231404958678,81.53863725898435,5.027704047150614,VIC,Very High (75-85),Very High (80-90%),Low (5-10%),Priority 1
20904143731,209041437,20904,213,197,13,0,0.9248826291079812,0.0610328638497652,0.0,609,11247,0.4608104232392346,118152,0.4688087736979518,92.48826291079811,90.2690640967596,42.51180389366794,86.84343935286208,81.26272910736692,4.962898004503778,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 1
20904143735,209041437,20904,276,249,20,0,0.9021739130434784,0.072463768115942,0.0,674,11247,0.4608104232392346,118152,0.4688087736979518,90.21739130434784,97.13957700019404,42.51180389366794,83.67989918084436,82.09918031861537,5.073841880582055,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 1
20904143739,209041437,20904,261,248,13,0,0.950191570881226,0.0498084291187739,0.0,761,11247,0.4608104232392346,118152,0.4688087736979518,95.0191570881226,96.16858547312592,42.51180389366794,90.28640213737322,84.38923946965772,5.290994011236598,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
20904143744,209041437,20904,281,249,28,4,0.8861209964412812,0.099644128113879,0.0142348754448398,755,11247,0.4608104232392346,118152,0.4688087736979518,88.61209964412812,97.3732294159498,42.51180389366794,79.7824242347488,81.13741188464466,4.999412315528791,VIC,Very High (75-85),Very High (80-90%),Low (5-10%),Priority 1
20904152711,209041527,20904,234,227,3,0,0.97008547008547,0.0128205128205128,0.0,777,8178,0.5017485735321185,118152,0.4688087736979518,97.008547008547,93.52402819998706,56.06445249337042,95.7648476879246,87.65000253088147,5.29626457996036,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
20904152714,209041527,20904,232,222,6,4,0.956896551724138,0.0258620689655172,0.0172413793103448,727,8178,0.5017485735321185,118152,0.4688087736979518,95.6896551724138,93.2677381799366,56.06445249337042,93.21492271105824,86.79056629272641,5.216079899532696,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
20904152802,209041528,20904,231,215,16,0,0.9307359307359307,0.0692640692640692,0.0,626,5419,0.5175245917295387,118152,0.4688087736979518,93.07359307359307,93.16586896061057,61.2553360067266,86.62693727628793,86.09295884659451,5.06947417709202,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
20904152807,209041528,20904,213,184,29,0,0.863849765258216,0.136150234741784,0.0,606,5419,0.5175245917295387,118152,0.4688087736979518,86.3849765258216,90.2690640967596,61.2553360067266,74.62364169366748,81.34814121006859,4.635397120957843,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
20904152809,209041528,20904,203,189,11,0,0.9310344827586208,0.0541871921182266,0.0,612,5419,0.5175245917295387,118152,0.4688087736979518,93.10344827586206,88.20823362007633,61.2553360067266,88.05843383726855,84.76075998143989,4.951353097717028,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 2
20904152811,209041528,20904,211,195,16,0,0.924170616113744,0.0758293838862559,0.0,644,5419,0.5175245917295387,118152,0.4688087736979518,92.4170616113744,89.90120302697109,61.2553360067266,85.40913276880573,84.72916603086699,4.950399637730059,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 2
20904152817,209041528,20904,241,221,20,0,0.91701244813278,0.0829875518672199,0.0,641,5419,0.5175245917295387,118152,0.4688087736979518,91.701244813278,94.3567686436841,61.2553360067266,84.09118300304746,85.6477140200665,5.033424221911319,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
20904153024,209041530,20904,312,287,19,0,0.9198717948717948,0.0608974358974358,0.0,1000,5302,0.392362909790572,118152,0.4688087736979518,91.98717948717947,98.42183558631396,28.776841730806545,86.38539612097304,80.71533042902459,5.285770242580204,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 1
20904153026,209041530,20904,321,304,14,0,0.9470404984423676,0.043613707165109,0.0,1080,5302,0.392362909790572,118152,0.4688087736979518,94.70404984423676,98.63365888364272,28.776841730806545,90.57365514698031,82.28445146364686,5.4687341739735205,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
20904153107,209041531,20904,238,222,9,4,0.9327731092436976,0.0378151260504201,0.0168067226890756,744,5463,0.4780782357574166,118152,0.4688087736979518,93.27731092436974,94.0260979238083,47.73623957053231,89.75001765412047,84.04100342640889,5.108297934994939,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
20904153201,209041532,20904,297,257,36,4,0.8653198653198653,0.1212121212121212,0.0134680134680134,781,5964,0.4994974874371859,118152,0.4688087736979518,86.53198653198653,98.0086993079361,55.14682103356834,76.04326089174573,82.64909470106369,4.929808168457538,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
20904153203,209041532,20904,248,215,30,3,0.8669354838709677,0.1209677419354838,0.0120967741935483,734,5964,0.4994974874371859,118152,0.4688087736979518,86.69354838709677,95.07389560830477,55.14682103356834,76.20642559833507,81.84959480387732,4.783275696531904,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
20904153212,209041532,20904,270,233,27,3,0.8629629629629629,0.1,0.0111111111111111,718,5964,0.4994974874371859,118152,0.4688087736979518,86.29629629629629,96.7773753314792,55.14682103356834,77.66666666666666,82.34776199134261,4.834421056536927,VIC,Very High (75-85),Very High (80-90%),Low (5-10%),Priority 1
20904153222,209041532,20904,254,231,19,0,0.9094488188976378,0.0748031496062992,0.0,759,5964,0.4994974874371859,118152,0.4688087736979518,90.94488188976378,95.609921738568,55.14682103356834,84.14191828383657,84.50448531257322,5.039495586344867,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 1
21001122603,210011226,21001,222,193,25,4,0.8693693693693694,0.1126126126126126,0.018018018018018,646,4190,0.5126636485990457,29907,0.4848185192990419,86.93693693693693,91.8359097082983,66.07876269322813,77.14674133593053,83.25597435950294,4.70082951302614,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
21001153418,210011534,21001,224,216,4,4,0.9642857142857144,0.0178571428571428,0.0178571428571428,812,6983,0.4632787102766536,29907,0.4848185192990419,96.42857142857144,92.13828342280576,49.65154259103551,94.70663265306122,85.61388538178352,5.222668244982834,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21002123207,210021232,21002,265,247,7,7,0.9320754716981132,0.0264150943396226,0.0264150943396226,756,7132,0.5014765855716495,16545,0.5018350571749219,93.20754716981132,96.45559795614771,68.37647952913784,90.74546101815592,88.96954026241201,5.204239955732376,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21002123215,210021232,21002,262,252,3,7,0.9618320610687024,0.0114503816793893,0.0267175572519083,919,7132,0.5014765855716495,16545,0.5018350571749219,96.18320610687024,96.23730677187764,68.37647952913784,95.0818716857992,90.52795754871887,5.35947639736182,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21002123218,210021232,21002,702,672,7,11,0.9572649572649572,0.0099715099715099,0.0156695156695156,2217,7132,0.5014765855716495,16545,0.5018350571749219,95.72649572649571,99.93532113058664,68.37647952913784,94.77195801982128,91.42368633758396,6.275213434895679,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21002123402,210021234,21002,327,312,12,3,0.9541284403669724,0.036697247706422,0.0091743119266055,868,2320,0.520529504150774,16545,0.5018350571749219,95.41284403669724,98.76059116486644,74.4716544854796,91.91145526470837,91.8787913877056,5.527279039192211,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21002123506,210021235,21002,245,236,3,3,0.963265306122449,0.0122448979591836,0.0122448979591836,720,5371,0.4989317231769624,16545,0.5018350571749219,96.3265306122449,94.79739344156263,67.45359291119591,95.14702207413578,89.97525106701951,5.303094867265459,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21002123507,210021235,21002,234,221,3,10,0.9444444444444444,0.0128205128205128,0.0427350427350427,697,5371,0.4989317231769624,16545,0.5018350571749219,94.44444444444444,93.52402819998706,67.45359291119591,93.23361823361824,88.6490666433749,5.156275207802817,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21002123509,210021235,21002,238,223,7,5,0.9369747899159664,0.0294117647058823,0.0210084033613445,665,5371,0.4989317231769624,16545,0.5018350571749219,93.69747899159664,94.0260979238083,67.45359291119591,90.94167078596143,88.27170663461648,5.131308286053475,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21002123511,210021235,21002,226,221,0,0,0.9778761061946902,0.0,0.0,657,5371,0.4989317231769624,16545,0.5018350571749219,97.78761061946902,92.45763534053424,67.45359291119591,97.78761061946902,90.12181449413396,5.304928999395531,VIC,Extreme (85-100),Extreme (>90%),,Priority 1
21002123522,210021235,21002,255,252,0,0,0.9882352941176472,0.0,0.0,671,5371,0.4989317231769624,16545,0.5018350571749219,98.82352941176472,95.69642972640838,67.45359291119591,98.82352941176472,91.61141220604406,5.479940062779803,VIC,Extreme (85-100),Extreme (>90%),,Priority 1
21003123618,210031236,21003,380,325,35,12,0.8552631578947368,0.0921052631578947,0.031578947368421,1528,4265,0.5062314540059347,38691,0.4804127295528763,85.52631578947368,99.4405277795744,62.125266800336334,77.64889196675901,84.23262720640496,5.082657360305731,VIC,Very High (75-85),Very High (80-90%),Low (5-10%),Priority 1
21003143902,210031439,21003,330,302,17,6,0.9151515151515152,0.0515151515151515,0.0181818181818181,972,1605,0.5159112825458052,38691,0.4804127295528763,91.51515151515152,98.82688700601511,65.33859388137896,86.80073461891644,88.00191894603257,5.309817422314767,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
21003153706,210031537,21003,229,189,35,5,0.8253275109170306,0.1528384279475982,0.0218340611353711,782,4384,0.5550772347429729,38691,0.4804127295528763,82.53275109170306,92.89987711014813,73.00950779380376,69.91857516065674,82.4768226445521,4.488196460202987,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
21003153708,210031537,21003,246,199,44,0,0.8089430894308943,0.1788617886178861,0.0,789,4384,0.5550772347429729,38691,0.4804127295528763,80.89430894308943,94.89036931634436,73.00950779380376,66.42540815652059,82.06927674655189,4.456781621906372,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
21003153816,210031538,21003,219,190,29,0,0.867579908675799,0.1324200913242009,0.0,681,9206,0.5347972580457767,38691,0.4804127295528763,86.7579908675799,91.33707392794774,69.89036931634435,75.26948979379078,83.60934136806424,4.679402894095657,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
21003153834,210031538,21003,236,201,28,7,0.8516949152542372,0.1186440677966101,0.0296610169491525,765,9206,0.5347972580457767,38691,0.4804127295528763,85.16949152542372,93.78112670590518,69.89036931634435,75.06463659867853,83.68667214507776,4.657119018509158,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
21004124014,210041240,21004,307,275,32,0,0.8957654723127035,0.1042345276872964,0.0,801,7028,0.5140809011776754,23275,0.5164876619918338,89.57654723127035,98.29894573442856,77.91054912360133,80.23957813876008,88.92637025143299,5.132825538494243,VIC,Extreme (85-100),Very High (80-90%),Moderate (10-20%),Priority 1
21004124015,210041240,21004,249,235,5,0,0.9437751004016064,0.0200803212851405,0.0,713,7028,0.5140809011776754,23275,0.5164876619918338,94.37751004016064,95.17899877110148,77.91054912360133,92.48237931646264,91.13505140376122,5.211017332118987,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21004124016,210041240,21004,234,214,4,4,0.9145299145299144,0.017094017094017,0.017094017094017,602,7028,0.5140809011776754,23275,0.5164876619918338,91.45299145299144,93.52402819998706,77.91054912360133,89.889692453795,89.20948411129245,4.992954273619017,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21004124020,210041240,21004,514,488,19,4,0.9494163424124512,0.036964980544747,0.0077821011673151,1461,7028,0.5140809011776754,23275,0.5164876619918338,94.94163424124513,99.84153676993726,77.91054912360133,91.43211857863102,92.6544364100626,5.928314100241057,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21004124026,210041240,21004,215,200,10,0,0.9302325581395348,0.0465116279069767,0.0,590,7028,0.5140809011776754,23275,0.5164876619918338,93.02325581395348,90.62479787853307,77.91054912360133,88.69659275283938,88.84851078914552,5.000258983892246,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21004153901,210041539,21004,271,245,21,0,0.904059040590406,0.077490774907749,0.0,650,2907,0.5550887912927248,23275,0.5164876619918338,90.40590405904058,96.84043722915725,86.35599249725115,83.4002804972699,90.82571934154063,5.067976037795274,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
21004153904,210041539,21004,243,227,16,0,0.934156378600823,0.0658436213991769,0.0,597,2907,0.5550887912927248,23275,0.5164876619918338,93.4156378600823,94.5677834551452,86.35599249725115,87.26481396806042,91.73427007683276,5.135214761899411,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
21004153908,210041539,21004,222,192,30,0,0.8648648648648649,0.1351351351351351,0.0,739,2907,0.5550887912927248,23275,0.5164876619918338,86.48648648648648,91.8359097082983,86.35599249725115,74.7991234477721,86.89647835131153,4.676472883424968,VIC,Extreme (85-100),Very High (80-90%),Moderate (10-20%),Priority 1
21004154017,210041540,21004,263,244,15,4,0.9277566539923956,0.0570342205323193,0.0152091254752851,731,7386,0.4928928928928929,23275,0.5164876619918338,92.77566539923954,96.31087898583532,70.57192290278766,87.48427763882664,88.86634219988662,5.173123882766925,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 1
21004154025,210041540,21004,230,215,7,8,0.9347826086956522,0.0304347826086956,0.0347826086956521,584,7386,0.4928928928928929,23275,0.5164876619918338,93.47826086956522,93.04702153806352,70.57192290278766,90.63327032136104,88.48312242193879,5.087477425052981,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21004154034,210041540,21004,247,221,14,3,0.8947368421052632,0.0566801619433198,0.0121457489878542,769,7386,0.4928928928928929,23275,0.5164876619918338,89.47368421052632,94.98091973352308,70.57192290278766,84.40230129980823,86.8383643148058,4.933067825516037,VIC,Extreme (85-100),Very High (80-90%),Low (5-10%),Priority 1
21004154112,210041541,21004,215,208,3,0,0.9674418604651164,0.013953488372093,0.0,614,5960,0.5337632097438653,23275,0.5164876619918338,96.74418604651164,90.62479787853307,83.00724403337429,95.39426717144404,92.02598930598384,5.200269343247936,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21004154125,210041541,21004,210,197,7,0,0.938095238095238,0.0333333333333333,0.0,588,5960,0.5337632097438653,23275,0.5164876619918338,93.8095238095238,89.70635793286334,83.00724403337429,90.68253968253968,90.10541967859734,5.020552629975168,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21005124625,210051246,21005,240,234,6,0,0.975,0.025,0.0,770,10807,0.4891151844308667,82519,0.4043641673731201,97.5,94.2516654808874,33.077178060927494,95.0625,83.3971852564517,5.347677010153388,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
21005124633,210051246,21005,282,263,16,3,0.9326241134751772,0.0567375886524822,0.0106382978723404,1022,10807,0.4891151844308667,82519,0.4043641673731201,93.26241134751773,97.42093008214216,33.077178060927494,87.97092701574367,81.9437718774096,5.265079908085714,VIC,Very High (75-85),Extreme (>90%),Low (5-10%),Priority 1
21005124649,210051246,21005,443,420,17,3,0.948081264108352,0.0383747178329571,0.0067720090293453,1420,10807,0.4891151844308667,82519,0.4043641673731201,94.8081264108352,99.72188086152254,33.077178060927494,91.16989131154808,83.57223956613116,5.779337056933486,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
21005144207,210051442,21005,225,218,7,0,0.9688888888888888,0.0311111111111111,0.0,642,5588,0.4539767649687221,82519,0.4043641673731201,96.88888888888889,92.2967466528685,21.934625832740444,93.87456790123456,80.21896150808766,5.25189613262826,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
21005144518,210051445,21005,273,258,12,0,0.945054945054945,0.0439560439560439,0.0,742,10757,0.4602122015915119,82519,0.4043641673731201,94.5054945054945,96.94715736368929,24.003945411034213,90.35140683492332,80.72227477700376,5.304714474168946,VIC,Very High (75-85),Extreme (>90%),Very Low (<5%),Priority 1
21101125106,211011251,21101,269,224,31,11,0.8327137546468402,0.1152416356877323,0.0408921933085501,755,6384,0.5071093812058146,81543,0.5123721316007741,83.27137546468401,96.71350494793352,74.17413168617813,73.67504595016653,84.52493260250594,4.661882969574855,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
21101125109,211011251,21101,221,201,17,3,0.9095022624434388,0.0769230769230769,0.0135746606334841,664,6384,0.5071093812058146,81543,0.5123721316007741,90.9502262443439,91.67825496410322,74.17413168617813,83.95405499477899,87.11379882368206,4.9137473020648335,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 1
21101125110,211011251,21101,245,188,37,14,0.7673469387755102,0.1510204081632653,0.0571428571428571,627,6384,0.5071093812058146,81543,0.5123721316007741,76.73469387755102,94.79739344156263,74.17413168617813,65.14618908788005,80.48254082951283,4.224499301041976,VIC,Very High (75-85),High (70-80%),Moderate (10-20%),Priority 1
21101125112,211011251,21101,233,224,4,5,0.96137339055794,0.0171673819742489,0.0214592274678111,752,6384,0.5071093812058146,81543,0.5123721316007741,96.137339055794,93.383351659013,74.17413168617813,94.4869126342353,90.75345872068064,5.244600557253756,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21101125120,211011251,21101,363,310,34,14,0.8539944903581267,0.09366391184573,0.0385674931129476,937,6384,0.5071093812058146,81543,0.5123721316007741,85.39944903581267,99.295808809262,74.17413168617813,77.40060256964838,86.52340885130413,5.036136911755894,VIC,Extreme (85-100),Very High (80-90%),Low (5-10%),Priority 1
21101125416,211011254,21101,218,204,14,0,0.9357798165137616,0.0642201834862385,0.0,641,8463,0.5097885669537979,81543,0.5123721316007741,93.57798165137616,91.151930664252,75.04729642325853,87.56838649945291,88.54306979442306,5.042984554507185,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 1
21101125431,211011254,21101,219,195,14,4,0.8904109589041096,0.0639269406392694,0.0182648401826484,617,8463,0.5097885669537979,81543,0.5123721316007741,89.04109589041096,91.33707392794774,75.04729642325853,83.34897103896917,86.36191692309734,4.802545075519227,VIC,Extreme (85-100),Very High (80-90%),Low (5-10%),Priority 1
21101125507,211011255,21101,205,202,0,0,0.9853658536585366,0.0,0.0,582,3841,0.5824992417349105,81543,0.5123721316007741,98.53658536585364,88.6771554233232,86.6413880085376,98.53658536585364,93.19971691163131,5.249907249246319,VIC,Extreme (85-100),Extreme (>90%),,Priority 2
21101125512,211011255,21101,208,204,0,4,0.9807692307692308,0.0,0.0192307692307692,610,3841,0.5824992417349105,81543,0.5123721316007741,98.07692307692308,89.30615742836815,86.6413880085376,98.07692307692308,93.15858636867952,5.239597054811641,VIC,Extreme (85-100),Extreme (>90%),,Priority 2
21101125616,211011256,21101,216,197,12,7,0.9120370370370372,0.0555555555555555,0.0324074074074074,587,8271,0.5364509015436503,81543,0.5123721316007741,91.20370370370372,90.80023931181684,82.15509992885325,86.13683127572017,88.7662563883692,4.906665641886439,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
21101125635,211011256,21101,319,291,23,5,0.9122257053291536,0.0721003134796238,0.0156739811912225,803,8271,0.5364509015436503,81543,0.5123721316007741,91.22257053291536,98.58434124571502,82.15509992885325,84.64539460107507,90.9598900327588,5.262010688952939,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
21101125703,211011257,21101,211,211,0,0,1.0,0.0,0.0,678,4236,0.5358633776091082,81543,0.5123721316007741,100.0,89.90120302697109,81.93114934350947,100.0,93.3565907767932,5.356586274672012,VIC,Extreme (85-100),Extreme (>90%),,Priority 2
21101144601,211011446,21101,229,212,13,4,0.925764192139738,0.056768558951965,0.0174672489082969,660,11748,0.498641765704584,81543,0.5123721316007741,92.5764192139738,92.89987711014813,71.1115872194554,87.3209893022635,87.85494719275138,5.034379098217107,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 1
21101144607,211011446,21101,288,251,28,9,0.8715277777777778,0.0972222222222222,0.03125,804,11748,0.498641765704584,81543,0.5123721316007741,87.15277777777779,97.66994372938362,71.1115872194554,78.67959104938271,86.25237077875555,4.938448259431321,VIC,Extreme (85-100),Very High (80-90%),Low (5-10%),Priority 1
21101144630,211011446,21101,228,200,24,4,0.8771929824561403,0.1052631578947368,0.0175438596491228,808,11748,0.498641765704584,81543,0.5123721316007741,87.71929824561403,92.74222236595304,71.1115872194554,78.48568790397044,84.98127224231965,4.766422810135298,VIC,Very High (75-85),Very High (80-90%),Moderate (10-20%),Priority 1
21101144705,211011447,21101,218,198,8,9,0.908256880733945,0.036697247706422,0.0412844036697247,659,6989,0.4940968540120183,81543,0.5123721316007741,90.82568807339447,91.151930664252,69.34019468339693,87.49263530005892,86.29315689531867,4.89466147937462,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 1
21101144728,211011447,21101,216,196,17,3,0.9074074074074074,0.0787037037037037,0.0138888888888888,648,6989,0.4940968540120183,81543,0.5123721316007741,90.74074074074076,90.80023931181684,69.34019468339693,83.59910836762688,85.76431786328342,4.881758709694121,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 1
21101144824,211011448,21101,228,220,5,0,0.9649122807017544,0.0219298245614035,0.0,630,8074,0.5265423242467718,81543,0.5123721316007741,96.49122807017544,92.74222236595304,79.65849556949745,94.37519236688212,91.7883762884438,5.243065091148828,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21101144826,211011448,21101,213,194,13,3,0.9107981220657276,0.0610328638497652,0.0140845070422535,631,8074,0.5265423242467718,81543,0.5123721316007741,91.07981220657275,90.2690640967596,79.65849556949745,85.52095042870683,87.99643826842717,4.887320877531639,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
21101144829,211011448,21101,209,192,11,3,0.9186602870813396,0.0526315789473684,0.0143540669856459,581,8074,0.5265423242467718,81543,0.5123721316007741,91.86602870813395,89.51151283875558,79.65849556949745,87.03097456560062,88.23466190533982,4.912175339223703,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
21101144903,211011449,21101,216,205,0,3,0.949074074074074,0.0,0.0138888888888888,717,2311,0.5318757192174913,81543,0.5123721316007741,94.9074074074074,90.80023931181684,81.12872711984994,94.9074074074074,90.91952092121876,5.1059210994249735,VIC,Extreme (85-100),Extreme (>90%),,Priority 2
21101144906,211011449,21101,216,202,4,10,0.9351851851851852,0.0185185185185185,0.0462962962962962,569,2311,0.5318757192174913,81543,0.5123721316007741,93.51851851851852,90.80023931181684,81.12872711984994,91.78669410150891,90.05189403507333,5.031200302848022,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21103126301,211031263,21103,226,201,18,7,0.8893805309734514,0.079646017699115,0.0309734513274336,578,6253,0.5267458512340999,58759,0.5128252122989378,88.93805309734513,92.45763534053424,80.0029105491236,81.85449134622915,87.49854308554596,4.824844927052045,VIC,Extreme (85-100),Very High (80-90%),Low (5-10%),Priority 2
21103126319,211031263,21103,215,199,9,0,0.9255813953488372,0.041860465116279,0.0,643,6253,0.5267458512340999,58759,0.5128252122989378,92.55813953488372,90.62479787853307,80.0029105491236,88.68361276365603,89.07963856370374,4.9752576889727855,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21103126323,211031263,21103,219,211,8,0,0.9634703196347032,0.0365296803652968,0.0,516,6253,0.5267458512340999,58759,0.5128252122989378,96.34703196347031,91.33707392794774,80.0029105491236,92.82750568169972,91.22326764176717,5.19660005607465,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21103126325,211031263,21103,204,191,7,6,0.9362745098039216,0.034313725490196,0.0294117647058823,624,6253,0.5267458512340999,58759,0.5128252122989378,93.62745098039215,88.44592846517043,80.0029105491236,90.4147443291042,89.02681547444313,4.983798558899196,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21103126513,211031265,21103,214,199,15,0,0.9299065420560748,0.0700934579439252,0.0,707,9905,0.5484799822803035,58759,0.5128252122989378,92.99065420560748,90.44612250177867,84.35418148890759,86.47261769586865,89.84819650014498,4.994191437371051,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 2
21103126514,211031265,21103,202,193,9,0,0.9554455445544554,0.0445544554455445,0.0,493,9905,0.5484799822803035,58759,0.5128252122989378,95.54455445544554,87.97700666192355,84.35418148890759,91.28761886089598,90.6105219646264,5.076478979975569,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21103126808,211031268,21103,209,202,4,0,0.9665071770334928,0.0191387559808612,0.0,710,5021,0.520095297286099,58759,0.5128252122989378,96.65071770334929,89.51151283875558,78.39604488713537,94.8009432018498,90.67304423057844,5.168017804808271,VIC,Extreme (85-100),Extreme (>90%),Very Low (<5%),Priority 2
21103145012,211031450,21103,221,202,15,0,0.9140271493212668,0.0678733031674208,0.0,654,8114,0.503693587435595,58759,0.5128252122989378,91.4027149321267,91.67825496410322,73.39434706681327,85.19891075121312,87.26332295056562,4.938193806055206,VIC,Extreme (85-100),Extreme (>90%),Low (5-10%),Priority 1
