SA2_CODE,SA3_CODE,state,total_population,total_commuters,total_car,total_public_transit,total_active_transport,sa2_employment,sa2_employment_density,tod_score,car_dependency_ratio,public_transit_ratio,active_transport_ratio,sa1_count,tod_category
102021046,10202,NSW,9723,2340,2262,20,21,3843,0.3950452302631579,60.1192377540309,0.931037813785856,0.007543483367548076,0.008223115336289904,25,Medium
102021047,10202,NSW,16001,4446,4289,34,50,7601,0.4748844183431213,69.36837731775542,0.9679041130544771,0.005773726056810303,0.011880668695348822,37,High
102021048,10202,NSW,22343,5575,5259,125,91,8615,0.3852517663894106,63.88519385502966,0.9455497703014785,0.021704822090199017,0.017185637697849764,48,Medium
102021049,10202,NSW,3409,994,935,0,27,1791,0.5236842105263158,63.61078768467198,0.8427430481763322,0.0,0.02829930926639752,10,Medium
102021050,10202,NSW,10943,2536,2438,20,28,3979,0.3630474452554744,58.34055672084996,0.8932134941703345,0.006336360654249811,0.010332676829549085,27,Medium
102021051,10202,NSW,4908,1389,1325,26,23,2565,0.5204951298701299,63.134128004930346,0.8883331738815768,0.014019493908823769,0.026415993454896123,16,Medium
102021052,10202,NSW,6499,1733,1677,4,19,2714,0.418052988293284,62.602611774661185,0.9092769376047908,0.0015238095238095202,0.00739371370792398,15,Medium
102021053,10202,NSW,15842,3705,3397,89,119,6326,0.3993939011301218,60.29837206216337,0.922416828089316,0.02261207262455147,0.02802990756695126,37,Medium
102021054,10202,NSW,9920,2214,2120,19,33,3729,0.3763245534362701,56.71295077639243,0.8791776367322238,0.006776494080730275,0.01514765864326415,24,Medium
102021055,10202,NSW,5236,1498,1372,58,53,2532,0.4842226047045324,64.49408142540042,0.9023707568703511,0.033996362161478826,0.054516413868509694,14,Medium
102021056,10202,NSW,20063,5515,5273,100,43,9211,0.4593785846092464,68.26047227875111,0.9101614483986161,0.016211234391381966,0.008086346874971905,40,High
102021057,10202,NSW,9124,2191,2007,124,44,3506,0.3844298245614035,61.321987592499696,0.9217379555022752,0.0508631412791404,0.01999462657357393,20,Medium
103011059,10301,NSW,12332,4396,4232,11,70,5739,0.4654501216545012,72.43851332265017,0.9228653761542605,0.0016400753759018103,0.020929492808201763,29,High
103011060,10301,NSW,6923,2395,2247,0,73,3406,0.4929801707917209,68.77307524073669,0.8939564275234849,0.0,0.0296903766040404,21,High
103011061,10301,NSW,4844,1579,1449,12,86,2072,0.4286305337194869,63.76888376937293,0.9168617688116427,0.006633771929824556,0.06137704709832116,16,Medium
103011612,10301,NSW,10752,3517,3104,4,381,4641,0.431640625,68.40539584554061,0.8967252854348432,0.0008841732979664,0.0942206101305667,26,High
103011613,10301,NSW,14311,5386,5209,17,114,7043,0.4920701460210997,71.70065483198849,0.8906962735138984,0.0020939185805851283,0.02159117855428645,39,High
103021062,10302,NSW,6380,2073,1803,12,165,2644,0.4149403640929064,51.54337729560998,0.7705293723493711,0.00367547806524184,0.06460657181330244,25,Medium
103021063,10302,NSW,9296,3017,2766,0,167,3659,0.3945864337323412,58.15537735873281,0.8599787068667848,0.0,0.04802038473686616,29,Medium
103021064,10302,NSW,5711,1678,1488,0,109,2396,0.4191742477256823,58.30509695093118,0.893346295787267,0.0,0.06075062123959588,18,Medium
103021065,10302,NSW,10047,3481,3168,18,211,4428,0.4419161676646707,64.24651485803396,0.9008146221632687,0.005687190517801524,0.06316743343306688,29,Medium
103021066,10302,NSW,3604,1008,845,0,118,1475,0.4100639421740339,52.06741989952007,0.8274127136630866,0.0,0.13370190570803459,13,Medium
103021067,10302,NSW,10927,3865,3626,7,168,4786,0.4383185273376683,65.83365252071991,0.8970655555628897,0.0014854152235819268,0.05150628690460038,30,High
103021068,10302,NSW,3263,917,807,4,93,1360,0.4169221336603311,56.0290534836218,0.8837536500275832,0.004040404040404036,0.10130036300159012,11,Medium
103021069,10302,NSW,5513,1866,1532,106,172,2538,0.4593665158371041,55.101830248501585,0.7812880222890642,0.04001614993884047,0.09625899764018414,20,Medium
103031070,10303,NSW,12400,3424,3179,8,217,4646,0.3751312071053694,59.14233575290685,0.8699445733016785,0.0026035746760627405,0.059244887258132796,32,Medium
103031071,10303,NSW,8442,2553,2396,0,98,3662,0.4334753787878788,59.485188005211775,0.9045297161965229,0.0,0.038278492865786,28,Medium
103031072,10303,NSW,12556,4694,4371,0,255,5949,0.4735333917058028,70.67005797519067,0.895775833042796,0.0,0.05393149746769368,29,High
103031073,10303,NSW,3389,775,712,5,50,1160,0.3413772807533843,49.355350139555874,0.8541440672173034,0.0031328320802005,0.0632462395354941,14,Low
103031074,10303,NSW,11060,3461,3191,0,172,4829,0.4361452312138728,66.92772233308725,0.9178598826719544,0.0,0.04961648605965484,26,High
103031075,10303,NSW,0,0,0,0,0,0,0.0,2.158010477976845,0.0,0.0,0.0,1,Low
103041076,10304,NSW,7518,2588,2385,9,128,3510,0.4669415990421711,70.65804905705411,0.9207556726110566,0.0032144300992843714,0.05201878173196804,21,High
103041077,10304,NSW,19036,6385,5923,25,375,8230,0.4326341796772328,66.52656568383806,0.8939321033551075,0.0035193945359429965,0.07394970111089545,54,High
103041078,10304,NSW,22887,8797,8561,35,132,11385,0.4972701463201572,79.76283482861616,0.9722172474560984,0.0027811242204747,0.016289939275809497,52,Very High
103041079,10304,NSW,11824,4329,4022,8,200,5935,0.5016906170752324,72.066481807123,0.9237498169751015,0.0012414649286157666,0.051584962848515395,36,High
104011080,10401,NSW,19266,5683,5260,13,320,7192,0.3735133731498312,57.09196579943352,0.8685690839484053,0.0024080142918906458,0.057082846308690934,54,Medium
104011081,10401,NSW,16889,4563,4267,3,170,6226,0.3689481481481481,56.324843613876126,0.9122667756771434,0.00046153846153846153,0.04121068121058191,52,Medium
104011082,10401,NSW,17551,4550,4094,3,376,6205,0.353904066617236,55.39772512680149,0.8738717592692001,0.0011198208286674128,0.08511623496980772,47,Medium
104021083,10402,NSW,6164,1672,1475,0,163,2584,0.4189364461738002,58.49162010754729,0.8744776765986074,0.0,0.10785558482749062,17,Medium
