SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,affordability_score,is_sydney_metro
SAL12041,SAL12041,38,858,2013,1573,316,3.0,280,426,102,59,0,828,33.8,51.4,12.3,0.0,18.0,Manageable (<30%),62,15.7,Manageable (<30%),15,0.0,97.8,0.7,0.8,25.0,16.4,151,828,21.8,26.2,27.2,2721,20.6,11.5,20.1,15.8,89.3,True
SAL12328,SAL12328,46,1112,2204,2164,250,2.8,45,39,6,0,0,100,45.0,39.0,6.0,0.0,22.7,Manageable (<30%),24,11.3,Manageable (<30%),0,0.0,97.0,0.0,0.7,12.0,45.0,5,100,15.6,20.9,36.5,301,14.4,7.2,20.1,12.6,89.2,True
SAL13737,SAL13737,42,1052,2475,2167,380,3.0,195,252,19,3,0,472,41.3,53.4,4.0,0.0,20.2,Manageable (<30%),86,15.4,Manageable (<30%),0,0.0,100.0,1.3,0.8,12.3,37.5,47,472,17.7,29.1,30.1,1516,15.6,9.1,17.5,12.7,89.1,True
SAL10972,SAL10972,38,1160,2200,1967,200,2.8,38,85,13,5,0,132,28.8,64.4,9.8,0.0,20.6,Manageable (<30%),14,9.1,Manageable (<30%),0,0.0,96.2,6.1,0.8,21.2,31.8,13,132,19.7,36.7,23.7,376,17.7,10.4,18.7,13.8,89.1,True
SAL12204,SAL12204,45,599,1097,758,225,2.5,51,39,8,0,0,107,47.7,36.4,7.5,0.0,15.9,Manageable (<30%),0,20.5,Manageable (<30%),0,0.0,100.0,0.0,0.8,60.7,0.0,14,107,18.9,23.7,37.1,291,18.2,19.9,18.8,20.9,89.1,True
SAL13958,SAL13958,51,599,1114,725,170,2.1,104,57,54,11,13,234,44.4,24.4,23.1,5.6,15.0,Manageable (<30%),14,15.3,Manageable (<30%),0,2.6,97.0,6.8,0.7,67.1,6.0,45,234,17.3,19.9,45.8,568,22.8,21.4,24.0,23.3,89.0,True
SAL12512,SAL12512,38,829,2283,2167,353,2.9,74,79,13,8,0,160,46.2,49.4,8.1,0.0,21.9,Manageable (<30%),24,15.5,Manageable (<30%),3,0.0,100.6,0.0,0.7,33.8,36.9,12,160,35.8,27.5,29.2,783,20.4,12.8,23.4,17.1,88.9,True
SAL12183,SAL12183,37,600,1962,1733,325,3.1,80,111,12,6,0,213,37.6,52.1,5.6,0.0,20.4,Manageable (<30%),26,16.6,Manageable (<30%),10,0.0,100.0,0.0,0.8,40.4,12.2,63,213,22.5,28.7,26.2,679,18.0,14.7,19.1,17.6,88.9,True
SAL13631,SAL13631,38,900,1971,1651,348,2.8,66,88,16,11,0,166,39.8,53.0,9.6,0.0,19.3,Manageable (<30%),26,17.7,Manageable (<30%),6,0.0,100.0,0.0,0.8,36.1,27.7,52,166,21.7,27.4,27.2,526,19.5,14.1,19.6,17.8,88.9,True
SAL12754,SAL12754,48,621,1116,799,150,2.2,85,45,40,12,0,189,45.0,23.8,21.2,0.0,16.5,Manageable (<30%),0,13.4,Manageable (<30%),0,2.1,93.7,4.8,0.7,73.0,2.1,43,189,20.2,17.4,44.2,489,22.0,21.5,24.6,23.7,88.8,True
SAL10191,SAL10191,50,519,1034,650,157,2.2,145,61,62,0,14,291,49.8,21.0,21.3,4.8,14.5,Manageable (<30%),6,15.2,Manageable (<30%),0,1.4,93.1,4.8,0.8,67.0,8.6,60,291,16.7,19.8,44.6,783,21.4,21.0,23.4,22.9,88.8,True
SAL12145,SAL12145,39,779,2091,1950,340,3.1,77,125,11,6,0,219,35.2,57.1,5.0,0.0,21.5,Manageable (<30%),20,16.3,Manageable (<30%),3,0.0,100.9,0.0,0.8,27.4,21.0,51,219,26.8,25.5,29.3,690,18.7,12.0,19.8,15.8,88.8,True
SAL11697,SAL11697,37,932,2104,1733,315,2.9,235,320,78,48,0,648,36.3,49.4,12.0,0.0,19.0,Manageable (<30%),62,15.0,Manageable (<30%),4,0.9,95.7,0.6,0.8,27.2,23.9,64,648,22.6,25.7,27.1,1956,20.2,11.7,20.8,16.2,88.8,True
SAL11471,SAL11471,36,741,1612,1083,250,2.8,88,76,48,6,5,235,37.4,32.3,20.4,2.1,15.5,Manageable (<30%),12,15.5,Manageable (<30%),0,3.0,91.1,1.3,0.9,39.1,8.5,37,235,27.0,22.0,30.2,822,24.5,14.7,24.5,19.0,88.7,True
SAL11919,SAL11919,36,852,1486,901,220,2.4,177,109,184,25,20,529,33.5,20.6,34.8,3.8,14.0,Manageable (<30%),0,14.8,Manageable (<30%),4,4.3,90.7,4.7,0.8,41.6,14.2,101,529,29.4,24.2,28.1,1547,30.9,15.8,29.9,21.6,88.6,True
SAL14073,SAL14073,39,796,1580,1300,300,2.7,111,159,38,21,0,322,34.5,49.4,11.8,0.0,19.0,Manageable (<30%),0,19.0,Manageable (<30%),0,0.0,100.0,0.0,0.7,43.2,9.9,42,322,22.9,24.6,31.1,910,21.6,15.7,20.8,19.4,88.6,True
SAL10521,SAL10521,35,1003,2203,1733,360,2.8,327,469,272,184,15,1084,30.2,43.3,25.1,1.4,18.2,Manageable (<30%),86,16.3,Manageable (<30%),96,4.5,94.2,0.0,0.7,25.4,21.2,225,1084,25.3,27.3,24.3,3113,27.0,11.4,25.5,18.5,88.5,True
SAL13484,SAL13484,41,921,2178,2107,350,2.9,49,57,8,3,0,116,42.2,49.1,6.9,0.0,22.3,Manageable (<30%),8,16.1,Manageable (<30%),0,0.0,100.0,0.0,0.7,15.5,33.6,24,116,20.3,22.9,33.2,349,17.4,9.3,20.1,14.4,88.5,True
SAL14391,SAL14391,38,845,1892,1517,320,2.9,94,130,31,10,0,260,36.2,50.0,11.9,0.0,18.5,Manageable (<30%),22,16.9,Manageable (<30%),0,0.0,96.9,1.5,0.8,30.4,17.7,72,260,19.0,26.2,29.2,814,20.0,13.2,19.8,17.0,88.5,True
SAL10004,SAL10004,39,1029,2202,1733,393,2.8,143,188,59,40,3,388,36.9,48.5,15.2,0.8,18.2,Manageable (<30%),36,17.8,Manageable (<30%),28,0.0,96.1,0.0,0.7,20.6,32.2,100,388,21.6,27.2,28.2,1127,22.0,10.9,21.3,16.2,88.4,True
SAL11589,SAL11589,48,623,1175,867,200,2.4,147,109,38,14,0,316,46.5,34.5,12.0,0.0,17.0,Manageable (<30%),6,17.0,Manageable (<30%),0,0.0,97.2,4.4,0.8,55.7,11.4,54,316,18.9,23.3,39.3,793,19.0,19.2,20.7,20.5,88.4,True
SAL12371,SAL12371,38,1001,2348,2000,440,2.8,294,342,146,111,4,783,37.5,43.7,18.6,0.5,19.7,Manageable (<30%),81,18.7,Manageable (<30%),120,0.0,99.6,0.0,0.7,22.1,33.8,207,783,23.6,26.9,27.6,2302,24.0,11.4,23.8,17.7,88.4,True
SAL11002,SAL11002,39,668,1292,1000,200,2.4,429,303,338,91,95,1144,37.5,26.5,29.5,8.3,17.9,Manageable (<30%),23,15.5,Manageable (<30%),0,1.0,94.9,3.0,0.7,58.9,9.8,282,1144,22.9,21.6,34.6,3185,27.3,18.7,27.9,24.1,88.4,True
SAL10921,SAL10921,49,760,2076,1700,300,2.8,96,85,20,9,0,208,46.2,40.9,9.6,0.0,18.9,Manageable (<30%),20,14.5,Manageable (<30%),0,0.0,94.7,2.4,0.7,32.7,19.7,23,208,18.3,26.4,38.5,602,17.2,13.0,20.0,16.2,88.4,True
SAL12837,SAL12837,39,850,1800,1733,300,3.0,69,100,6,3,0,185,37.3,54.1,3.2,0.0,22.2,Manageable (<30%),22,16.7,Manageable (<30%),0,0.0,100.0,0.0,0.8,34.6,23.8,21,185,21.2,27.5,31.2,561,16.8,13.5,18.7,16.8,88.3,True
SAL11170,SAL11170,40,700,1403,1000,290,2.6,103,96,60,41,0,283,36.4,33.9,21.2,0.0,16.4,Manageable (<30%),8,20.7,Manageable (<30%),0,0.0,100.0,2.8,0.8,38.5,9.9,86,283,24.5,20.9,33.9,779,26.0,16.4,24.4,20.5,88.3,True
SAL10556,SAL10556,43,973,2234,1800,400,2.6,46,75,10,7,0,139,33.1,54.0,7.2,0.0,18.6,Manageable (<30%),22,17.9,Manageable (<30%),0,0.0,100.0,3.6,0.8,9.4,19.4,22,139,21.2,26.8,29.6,392,19.2,9.9,18.4,13.2,88.3,True
SAL14449,SAL14449,44,740,1404,1083,225,2.4,98,76,41,16,0,238,41.2,31.9,17.2,0.0,17.8,Manageable (<30%),0,16.0,Manageable (<30%),0,0.0,94.1,2.1,0.8,39.1,12.2,54,238,22.9,27.1,34.0,620,22.1,14.8,23.7,19.0,88.3,True
SAL11216,SAL11216,44,736,1312,1083,200,2.3,131,110,111,23,8,406,32.3,27.1,27.3,2.0,19.0,Manageable (<30%),8,15.2,Manageable (<30%),0,2.7,94.6,2.5,0.7,42.9,10.6,111,406,25.1,24.0,35.7,1030,27.3,15.3,28.1,21.5,88.2,True
SAL11819,SAL11819,38,985,2049,1733,350,2.7,86,149,42,18,0,288,29.9,51.7,14.6,0.0,19.5,Manageable (<30%),44,17.1,Manageable (<30%),11,0.0,97.2,1.4,0.8,32.3,24.0,42,288,19.6,27.9,28.2,820,21.9,13.6,20.9,18.1,88.2,True
SAL12997,SAL12997,43,793,1968,1733,350,3.1,115,163,15,15,0,309,37.2,52.8,4.9,0.0,20.3,Manageable (<30%),30,17.8,Manageable (<30%),3,0.0,100.0,1.6,0.8,34.0,17.5,27,309,21.0,29.3,29.8,1000,17.8,14.2,18.5,16.8,88.2,True
SAL11550,SAL11550,43,891,2343,2174,325,2.9,63,78,17,8,0,172,36.6,45.3,9.9,0.0,21.4,Manageable (<30%),40,13.9,Manageable (<30%),0,0.0,97.7,3.5,0.8,25.0,36.6,13,172,19.4,29.4,28.9,537,18.4,11.8,20.9,15.8,88.2,True
SAL13778,SAL13778,43,730,1265,1083,205,2.4,78,38,24,7,0,166,47.0,22.9,14.5,0.0,19.8,Manageable (<30%),6,16.2,Manageable (<30%),0,0.0,97.0,1.8,0.7,48.8,7.2,35,166,20.2,23.3,36.2,425,20.0,16.6,24.0,20.3,88.2,True
SAL14534,SAL14534,41,871,2072,1606,300,2.8,178,165,66,34,0,425,41.9,38.8,15.5,0.0,17.9,Manageable (<30%),44,14.5,Manageable (<30%),0,3.5,92.5,3.3,0.8,29.9,21.2,75,425,24.4,23.4,34.1,1334,21.2,12.9,22.8,16.9,88.1,True
SAL11467,SAL11467,48,666,1875,1690,320,2.8,56,56,6,3,0,118,47.5,47.5,5.1,0.0,20.8,Manageable (<30%),26,17.1,Manageable (<30%),4,0.0,97.5,0.0,0.8,19.5,22.0,5,118,18.7,25.6,40.5,348,16.2,10.6,18.8,14.6,88.1,True
SAL14192,SAL14192,38,1018,2382,2167,400,2.8,290,431,116,79,0,842,34.4,51.2,13.8,0.0,21.0,Manageable (<30%),144,16.8,Manageable (<30%),84,0.4,98.8,1.8,0.8,24.3,35.9,169,842,23.1,29.5,26.0,2452,21.7,12.0,22.0,17.1,88.1,True
SAL12172,SAL12172,45,815,2085,1950,360,2.9,187,154,24,7,0,378,49.5,40.7,6.3,0.0,21.6,Manageable (<30%),28,17.3,Manageable (<30%),12,0.0,98.9,0.0,0.7,26.2,25.9,75,378,18.8,25.7,36.9,1142,16.5,11.8,20.2,16.0,88.1,True
