SAL_CODE,Suburb_Name,Top_Non_Australia_Country,Top_Non_Australia_Count,Australia_Count,Total_Population,Percentage_Non_Aus
SAL11168,Curl Curl,England,291,2621,3354,8.676207513416816
SAL10895,Cheltenham (NSW),China,289,2072,3075,9.398373983739837
SAL12907,Narellan Vale,England,288,8533,9804,2.937576499388005
SAL13614,South Turramurra,England,288,3216,4622,6.231068801384683
SAL13646,St Andrews (NSW),India,287,5577,7937,3.615975809499811
SAL11537,Flinders (NSW),England,287,8632,10048,2.8562898089171975
SAL13733,Sylvania Waters,China,286,3156,4393,6.51035738675165
SAL14083,Valentine,England,285,7461,8312,3.4287776708373436
SAL10276,Belmont (NSW),England,285,9188,10165,2.803738317757009
SAL12462,Malabar,England,285,5223,6776,4.206021251475797
SAL11114,Cremorne Point,England,283,2072,3067,9.227257906749266
SAL10767,Cambridge Park,England,283,8052,9592,2.950375312760634
SAL12557,McMahons Point,England,283,2087,3162,8.950031625553446
SAL12093,Keiraville,India,281,3914,5255,5.347288296860133
SAL10772,Camden South,England,281,5838,6537,4.298607924124216
SAL12158,Kings Park (NSW),India,281,3563,4922,5.709061357171882
SAL10421,Boambee East,England,279,6773,7498,3.720992264603894
SAL10094,Ashbury,Italy,278,3359,4658,5.968226706741091
SAL11942,Horningsea Park,Iraq,278,3257,4984,5.57784911717496
SAL14026,Unanderra,England,277,5939,7224,3.8344407530454037
SAL10175,Bangalow,England,277,2944,3595,7.705146036161335
SAL12079,Karabar,North_Macedonia,277,9809,11658,2.3760507805798596
SAL10844,Castle Cove,China,276,2383,3675,7.5102040816326525
SAL13742,Tahmoor,England,276,7278,8093,3.4103546274558263
SAL10414,Blue Haven,England,275,8366,9300,2.956989247311828
SAL13867,Thornton (NSW),England,274,14068,15442,1.7743815567931613
SAL12574,Melrose Park (NSW),China,274,1774,2867,9.557028252528777
SAL10049,Ambarvale,Philippines,271,7279,9530,2.843651626442812
SAL12251,Lake Cathie,England,270,5538,6123,4.409603135717785
SAL12734,Morisset,England,270,4762,5537,4.876286797905003
SAL10848,Castlecrag,England,269,2964,4240,6.34433962264151
SAL11382,Edgecliff,England,266,2117,3293,8.077740662010324
SAL11552,Forresters Beach,England,265,4039,4683,5.658765748451847
SAL13375,Richmond (NSW),England,265,5790,7129,3.7172113900967876
SAL13458,Ruse,England,264,6248,7818,3.376822716807368
SAL11344,Eagle Vale,Philippines,261,5478,7664,3.4055323590814193
SAL10329,Beverley Park,China,260,2373,3564,7.295173961840629
SAL10166,Balmain East,England,259,1886,2602,9.953881629515756
SAL12812,Mount Warrigal,England,259,5610,6662,3.8877214049834885
SAL13092,Old Toongabbie,India,258,3263,4544,5.677816901408451
SAL13211,Picnic Point,China,257,7170,9096,2.8254177660510114
SAL13385,Riverview (NSW),England,256,3498,4618,5.543525335643135
SAL13617,South Windsor,England,254,7017,8139,3.120776508170537
SAL13084,Old Bar,England,253,6359,7022,3.6029621190544003
SAL12640,Milsons Point,China,253,1653,3315,7.631975867269985
SAL13424,Rosemeadow,New_Zealand,252,8232,10827,2.3275145469659186
SAL10297,Bensville,England,252,3094,3618,6.965174129353234
SAL10156,Balgownie,Italy,252,6599,8124,3.10192023633678
SAL10390,Blackbutt (NSW),North_Macedonia,249,3576,4517,5.5125083019703345
SAL10109,Austinmer,England,249,3323,3889,6.402674209308305
SAL10410,Bligh Park,England,247,7965,8806,2.8049057460822167
SAL11586,Galston,England,247,3681,4542,5.43813298106561
SAL13459,Rushcutters Bay,England,245,1965,3100,7.903225806451612
SAL14214,Wauchope,England,245,8318,8929,2.7438682943218726
SAL11649,Glen Alpine,England,244,4662,6167,3.956542889573537
SAL10923,Claymore,Bangladesh,243,2042,3027,8.02775024777007
SAL10892,Chatswood West,China,243,1235,2149,11.307584923220103
SAL10391,Blackett,New_Zealand,238,3113,4215,5.646500593119811
SAL11070,Cordeaux Heights,North_Macedonia,238,5143,6387,3.7263190856427117
SAL14000,Turrella,China,237,1826,3335,7.106446776611694
SAL12322,Lewisham (NSW),China,236,3758,5442,4.336640940830577
SAL10347,Bilambil Heights,England,235,4072,4788,4.908103592314118
SAL13616,South West Rocks,England,235,6296,6918,3.3969355305001447
SAL13943,Toukley,England,235,5442,6196,3.7927695287282117
SAL10264,Bellambi,England,233,4451,5335,4.36738519212746
SAL11494,Farmborough Heights,England,232,4973,5853,3.9637792584999145
SAL11504,Fern Bay,England,231,5007,5638,4.097197587797091
SAL12277,Lane Cove West,England,230,2788,4382,5.248744865358284
SAL12259,Lake Illawarra,England,229,3595,4291,5.336751340013983
SAL13726,Swansea (NSW),England,229,6409,6989,3.2765774788954074
SAL10850,Casuarina (NSW),England,228,3868,4638,4.915912031047866
SAL10879,Chain Valley Bay,England,228,3179,3702,6.158833063209076
SAL11010,Coniston,North_Macedonia,228,2219,3086,7.3882047958522366
SAL12759,Mount Austin,Iraq,224,4679,5264,4.25531914893617
SAL12298,Lawson (NSW),England,224,3131,3721,6.019887127116367
SAL11750,Grays Point,England,224,3766,4371,5.124685426675818
SAL13316,Raby,England,223,6160,8163,2.731838784760505
SAL12799,Mount Riverview,England,222,3827,4460,4.977578475336323
SAL10861,Caves Beach,England,219,5098,5696,3.844803370786517
SAL10769,Camden,England,219,4002,4582,4.779572239196858
SAL13952,Tregear,New_Zealand,219,3924,4751,4.609555882972006
SAL12498,Mardi,England,218,4054,4994,4.365238285943131
SAL14524,Yennora,Vietnam,217,938,2018,10.753221010901882
SAL11845,Hamilton (NSW),England,216,5314,6318,3.418803418803419
SAL12032,Jesmond,Afghanistan,216,2515,3865,5.588615782664942
SAL10017,Adamstown Heights,England,214,7190,8216,2.6046738072054527
SAL10196,Bardwell Park,China,214,2279,3245,6.594761171032358
SAL12256,Lake Heights,North_Macedonia,214,4116,5355,3.9962651727357605
SAL10669,Bundeena,England,213,2301,2914,7.309540150995196
SAL13652,St Helens Park,New_Zealand,213,7257,9197,2.3159725997607916
SAL12740,Mortlake (NSW),China,211,1661,2565,8.226120857699804
SAL10872,Centennial Park (NSW),England,210,2010,2938,7.147719537100068
SAL10642,Buff Point,England,210,4566,5016,4.186602870813397
SAL12081,Kareela,England,209,4032,5095,4.102060843964671
SAL13997,Tuross Head,England,207,2734,3190,6.489028213166144
SAL12313,Leonay,England,207,3121,3675,5.63265306122449
SAL11416,Emerton,New_Zealand,206,2032,2856,7.212885154061624
SAL12075,Kanwal,England,206,4761,5484,3.7563822027716993
SAL13025,North Wahroonga,China,206,1835,2932,7.025920873124147
SAL13817,Terranora,England,205,4131,4745,4.3203371970495255
SAL14166,Wareemba,Italy,204,1519,2077,9.82185844968705
SAL11950,Horsley Park,Italy,203,1752,2427,8.364235681911826
SAL10914,Church Point,England,203,989,1468,13.828337874659399
SAL13513,Sawtell,England,201,4657,5222,3.849099961700498
SAL14098,Wadalba,England,201,4939,5900,3.406779661016949
SAL12630,Millers Point,England,199,1299,2320,8.577586206896552
SAL10467,Bonnet Bay,England,199,2612,3221,6.1782055262340885
SAL13017,North St Marys,New_Zealand,199,4005,5152,3.862577639751553
SAL10909,Chiswick,Italy,199,2538,3860,5.155440414507772
SAL12380,Loftus,England,199,5407,6045,3.2919768403639376
SAL10376,Birmingham Gardens,China,197,2596,3513,5.607742670082551
SAL10808,Cardiff (NSW),England,197,8126,8980,2.1937639198218264
SAL11176,Currans Hill,England,197,6669,7888,2.4974645030425964
SAL13834,The Entrance,England,197,4574,5618,3.5065859736561054
SAL13800,Tempe,England,196,3394,4934,3.972436157276044
SAL10339,Bidwill (NSW),New_Zealand,195,3881,4916,3.9666395443449955
SAL12681,Mollymook Beach,England,195,2985,3457,5.640728955741973
SAL10438,Bogangar,England,194,3994,4547,4.266549373213108
SAL12970,Niagara Park,England,194,3373,3897,4.9781883500128306
SAL10197,Bardwell Valley,Lebanon,193,2219,3175,6.078740157480315
SAL11420,Emu Heights (NSW),England,193,4101,4631,4.167566400345498
SAL13143,Palm Beach (NSW),England,192,1827,2275,8.43956043956044
SAL10717,Burwood Heights,China,190,775,1385,13.718411552346572
SAL11223,Davistown,England,190,3239,3669,5.178522758244753
SAL11242,Denistone West,China,190,843,1381,13.758146270818248
SAL12225,Kurraba Point,England,189,1235,1874,10.08537886872999
SAL11192,Dalmeny,England,189,2460,2887,6.5465881537928645
SAL14401,Woodford (NSW),England,188,2324,2719,6.914306730415594
SAL14441,Worrigee,England,188,6832,7449,2.523828701839173
SAL13905,Tolland,Iraq,187,3842,4587,4.07673860911271
SAL11351,East Corrimal,England,186,4064,4782,3.889585947302384
SAL10016,Adamstown,England,186,7947,8956,2.0768200089325592
SAL12309,Lemon Tree Passage,England,185,3341,3764,4.914984059511158
SAL13764,Tanilba Bay,England,185,4067,4541,4.073992512662409
SAL10468,Bonny Hills,England,185,3970,4356,4.247015610651974
SAL14440,Woronora Heights,England,184,3561,4050,4.54320987654321
SAL10194,Barden Ridge,England,183,5175,5937,3.0823648307225873
SAL14408,Woodpark,Lebanon,183,1546,2282,8.019281332164768
SAL13538,Shalvey,New_Zealand,183,3207,4195,4.362336114421931
SAL11418,Empire Bay,England,183,3123,3549,5.156382079459002
SAL10927,Clemton Park,China,182,1437,2243,8.114132857779758
SAL10521,Bourkelands,India,181,3728,4344,4.166666666666666
SAL13434,Rossmore (NSW),Lebanon,180,2235,3057,5.888125613346419
SAL10756,Callala Bay,England,180,2741,3119,5.771080474511061
SAL10852,Catalina,England,179,2934,3357,5.332141793267799
SAL11831,Gwandalan,England,178,4910,5413,3.2883798263439865
SAL11019,Cooks Hill,England,178,4476,5148,3.4576534576534574
SAL13757,Tamarama,England,178,1396,1959,9.086268504338948
SAL14334,Windang,England,178,3118,3540,5.028248587570622
SAL12990,North Avoca,England,177,2825,3318,5.334538878842676
SAL14097,Voyager Point,India,176,1679,2357,7.4671192193466265
SAL13947,Towradgi,England,176,3768,4469,3.938241217274558
SAL12206,Korora,England,174,3203,3869,4.497286120444559
SAL10466,Bonnells Bay,England,173,5007,5697,3.0366859750746005
SAL10639,Budgewoi,England,172,4271,4733,3.6340587365307417
SAL12255,Lake Haven,England,171,3991,4680,3.653846153846154
SAL13506,Sapphire Beach,England,171,3101,3671,4.658131299373467
SAL11746,Grasmere,England,170,2429,2869,5.925409550365981
SAL12208,Kotara,England,170,5028,5697,2.984026680709145
SAL10702,Burraneer,England,168,4724,5355,3.1372549019607843
SAL10900,Chifley (NSW),England,168,3490,4685,3.5859124866595518
SAL14253,Werrington County,England,167,4397,5197,3.2133923417356165
SAL10734,Cabarita (NSW),China,167,1821,2731,6.114976199194435
SAL11354,East Hills,Vietnam,166,3316,4742,3.500632644453817
SAL12984,Noraville,England,166,3859,4261,3.895799108190565
SAL13136,Pagewood,Greece,165,3714,5293,3.117324768562252
SAL14192,Warrimoo,England,164,3126,3548,4.6223224351747465
SAL12444,Macquarie Links,Bangladesh,163,1284,2054,7.935735150925025
SAL13353,Redhead,England,162,4787,5268,3.0751708428246016
SAL14254,Werrington Downs,England,161,3920,4597,3.5022840983249948
SAL11397,Elermore Vale,England,160,7330,8447,1.894163608381674
SAL12385,Long Beach,England,160,2095,2427,6.592501030078286
SAL10022,Airds,New_Zealand,160,3020,4005,3.9950062421972534
SAL13586,Soldiers Point,England,160,1827,2228,7.1813285457809695
SAL11932,Holroyd,India,158,720,1669,9.466746554823247
SAL13071,Oakville,Malta,158,2452,2891,5.465236942234521
SAL14001,Turvey Park,Iraq,158,4442,5078,3.1114612051988972
SAL10277,Belmont North,England,156,8412,9081,1.7178724810042945
SAL13238,Pitt Town,England,156,5067,5610,2.7807486631016043
SAL11837,Halekulani,England,155,3287,3670,4.223433242506812
SAL12229,Kurri Kurri,England,155,8129,8578,1.806948006528328
SAL12202,Kooringal (NSW),India,154,9128,10335,1.490082244799226
SAL12478,Mangerton,England,153,3282,3923,3.900076472087688
SAL13705,Summerland Point,England,152,3389,3806,3.9936941671045716
SAL10009,Aberglasslyn,India,152,8448,9294,1.6354637400473424
SAL12641,Milton (NSW),England,152,2108,2409,6.309672063096721
SAL11851,Hammondville,England,151,3804,5042,2.994843316144387
SAL12394,Longueville,England,150,2350,3067,4.890772742093251
SAL11628,Gillieston Heights,India,149,6213,6811,2.187637644986052
SAL11147,Culburra Beach,England,149,3751,4177,3.567153459420637
SAL12246,Lake Albert (NSW),England,149,8441,8994,1.6566599955525907
SAL14537,Yowie Bay,England,148,3818,4388,3.372835004557885
SAL13132,Padstow Heights,China,147,3907,4976,2.9541800643086815
SAL12783,Mount Kuring-Gai,England,147,1901,2505,5.868263473053893
SAL14153,Wangi Wangi,England,146,3645,4052,3.603158933859822
SAL12372,Llandilo,Malta,145,1883,2271,6.384852487890797
SAL12191,Kogarah Bay,China,145,2017,2892,5.013831258644537
SAL13244,Point Frederick,England,145,2042,2703,5.36440991490936
SAL12117,Kew (NSW),England,145,2157,2431,5.964623611682436
SAL13267,Potts Hill,Korea_South,144,987,1886,7.635206786850477
SAL14375,Wollongbar,England,143,4197,4659,3.0693281820133076
SAL14438,Woronora,England,143,2527,2913,4.909028492962582
SAL10228,Batehaven,England,142,2131,2542,5.586152635719905
SAL11848,Hamilton South,England,142,4685,5319,2.6696747508930248
SAL12471,Malua Bay,England,142,2434,2841,4.998240056318197
SAL14503,Yarrawarrah,England,141,3514,3993,3.5311795642374153
SAL13494,Sandy Beach,India,141,3529,4064,3.4694881889763782
SAL10904,Chinderah,England,140,1858,2233,6.269592476489027
SAL12273,Lambton,England,139,6440,7355,1.8898708361658734
SAL10398,Blackwall (NSW),England,139,2174,2570,5.408560311284047
SAL13869,Thrumster,England,139,2854,3302,4.209569957601453
SAL10117,Avondale (NSW),England,139,2033,2303,6.035605731654363
SAL14199,Watanobbi,England,139,4618,5306,2.6196758386732
SAL14159,Waratah (NSW),England,139,5587,6512,2.1345208845208843
SAL11669,Glenfield Park,Iraq,138,6465,7149,1.9303399076793955
SAL13554,Shoal Bay (NSW),England,136,2057,2520,5.396825396825397
SAL10389,Blackalls Park,England,135,3706,4036,3.3448959365708624
SAL12993,North Boambee Valley,England,135,2550,3003,4.495504495504496
SAL14086,Valla Beach,England,134,1704,1948,6.878850102669405
SAL13787,Tascott,England,134,1869,2355,5.690021231422506
SAL10855,Catherine Field,China,133,2684,3675,3.619047619047619
SAL10618,Brunswick Heads,England,133,2107,2515,5.288270377733598
SAL11384,Edgeworth,England,133,8329,8980,1.4810690423162582
SAL10524,Bow Bowing,Philippines,131,1444,2248,5.827402135231317
SAL11414,Emerald Beach,England,131,3237,3730,3.5120643431635385
SAL13621,Speers Point,England,130,4250,4750,2.736842105263158
SAL10103,Ashtonfield,England,130,5874,6619,1.964042906783502
SAL14442,Worrowing Heights,England,130,682,880,14.772727272727273
SAL11676,Glenning Valley,England,130,2556,2928,4.439890710382514
SAL10450,Bolwarra Heights,England,129,4583,4943,2.6097511632611776
SAL11250,Dharruk,Fiji,129,2355,3539,3.645097485165301
SAL10771,Camden Park (NSW),England,129,2874,3221,4.004967401428128
SAL12224,Kurnell,England,128,3217,3561,3.5944959281100815
SAL12952,New Lambton Heights,England,128,3272,3748,3.4151547491995733
SAL12906,Narellan,England,127,4149,4742,2.6781948544917755
SAL12777,Mount Hutton (NSW),England,127,4573,5108,2.486296006264683
SAL13712,Surf Beach (NSW),England,126,2127,2494,5.052125100240577
SAL12235,Kyle Bay,China,125,1095,1439,8.686587908269631
SAL12440,Maclean,England,125,3314,3686,3.3912099837221916
SAL10922,Clareville,England,125,851,1087,11.499540018399264
SAL12714,Moonee Beach,England,125,2786,3145,3.97456279809221
SAL10784,Canada Bay,Italy,125,1296,1810,6.906077348066299
SAL13406,Rodd Point,Italy,124,1475,1965,6.310432569974554
SAL13677,Stockton (NSW),England,123,5246,5692,2.1609276177090653
SAL10499,Boorooma,India,122,2023,2455,4.969450101832994
SAL10910,Chittaway Bay,England,122,2474,2802,4.354032833690221
SAL13710,Sunshine Bay,England,121,1606,1909,6.338397066526978
SAL14342,Windradyne,England,121,4192,4559,2.6540908093880233
SAL12441,Macmasters Beach,England,121,1669,1966,6.154628687690742
SAL11364,East Ryde,China,121,2692,3550,3.408450704225352
SAL10749,Calderwood,England,121,3825,4331,2.793812052643731
SAL12153,King Creek,England,120,2413,2643,4.540295119182747
SAL14262,West Haven,England,120,1364,1590,7.547169811320755
SAL12808,Mount Victoria,England,120,1078,1346,8.915304606240714
SAL14319,Willmot,New_Zealand,120,2276,2920,4.10958904109589
SAL13427,Roseville Chase,England,120,1617,2370,5.063291139240507
SAL12636,Milperra,Lebanon,120,4904,5827,2.059378754075854
SAL11924,Hobartville,England,119,3322,3823,3.1127386868951086
SAL13668,Stanwell Park,England,119,1889,2218,5.365193868349865
SAL13557,Shortland,China,118,5495,6320,1.8670886075949367
SAL12292,Laurieton,England,117,2452,2743,4.265402843601896
SAL13245,Point Piper,England,117,1150,1732,6.755196304849885
SAL13485,San Remo (NSW),England,116,5775,6207,1.868857741259868
SAL10942,Coal Point,England,116,2224,2531,4.583168708020545
SAL13180,Peakhurst Heights,China,116,2940,3586,3.2348020078081428
SAL12487,Mannering Park,England,115,3306,3569,3.22219108994116
SAL10605,Broulee,England,115,2324,2623,4.3842927945101025
SAL10383,Black Head,England,115,1147,1350,8.518518518518519
SAL12807,Mount Vernon,Iraq,115,1346,1760,6.534090909090909
SAL10797,Canton Beach,England,114,1371,1565,7.284345047923322
SAL11521,Fingal Bay,England,114,1926,2201,5.17946388005452
SAL14321,Willoughby East,England,112,2058,2688,4.166666666666666
SAL11447,Estella,India,111,2914,3473,3.1960840771667143
SAL10475,Booker Bay,England,111,1615,1893,5.863708399366086
SAL12552,McGraths Hill,England,109,3281,3653,2.983848891322201
SAL11155,Cumbalum,England,108,2659,3037,3.5561409285479093
SAL11444,Eschol Park,New_Zealand,108,2832,3546,3.0456852791878175
SAL12068,Kangaroo Point (NSW),China,107,602,865,12.369942196531792
SAL13790,Tatton,India,107,3146,3576,2.9921700223713645
SAL13784,Tarrawanna,England,107,2420,2978,3.593015446608462
SAL13808,Teralba,England,107,3528,3815,2.8047182175622543
SAL11688,Glossodia,England,107,3842,4154,2.575830524795378
SAL14396,Woodbine (NSW),New_Zealand,107,2626,3771,2.8374436488994963
SAL10223,Basin View,England,107,1920,2130,5.023474178403756
SAL12530,Matcham,England,107,1219,1463,7.313738892686262
SAL10073,Arcadia (NSW),England,106,1765,2097,5.054840247973296
SAL10031,Alfords Point,England,105,3570,4483,2.342181574838278
SAL12613,Middle Cove,China,104,1268,1890,5.502645502645502
SAL14205,Watsons Bay,England,103,847,1100,9.363636363636365
SAL10305,Berkshire Park,Malta,102,2551,3148,3.2401524777636594
SAL10888,Charmhaven,England,102,3176,3494,2.919290211791643
SAL13520,Scotland Island,England,102,687,942,10.828025477707007
SAL13002,North Haven (NSW),England,102,1985,2177,4.6853468075333025
SAL10766,Cambridge Gardens,England,102,2432,2848,3.581460674157303
SAL11303,Dudley,England,101,3331,3623,2.7877449627380626
SAL14158,Warabrook,China,100,2220,2750,3.6363636363636362
SAL14160,Waratah West,England,99,3665,4403,2.248466954349307
SAL10526,Bowen Mountain,England,99,2025,2295,4.313725490196078
SAL12087,Kearns,England,98,2971,3794,2.5830258302583027
SAL12227,Kurrajong Heights,England,97,1582,1792,5.412946428571429
SAL11269,Dolls Point,Greece,97,1445,2043,4.7479197258932935
SAL12918,Narrawallee,England,97,1823,2059,4.711024769305488
SAL11621,Gilead,England,96,675,883,10.87202718006795
SAL13753,Tallwoods Village,England,96,1127,1358,7.069219440353461
SAL10420,Boambee,England,96,2178,2486,3.8616251005631534
SAL12150,Kincumber South,England,96,730,929,10.333692142088267
SAL12234,Kyeemagh,Greece,96,830,1207,7.953603976801989
SAL11775,Greenwell Point,England,95,1546,1726,5.504055619930475
SAL14534,Yoogali,Italy,95,1569,1795,5.2924791086350975
SAL13976,Tullimbar,England,95,2313,2614,3.6342769701606734
SAL10724,Buxton (NSW),England,95,2672,2900,3.2758620689655173
SAL11921,Hillvue,England,94,8577,9226,1.0188597442011706
SAL13802,Tenambit,England,94,4026,4304,2.184014869888476
SAL12603,Metford,New_Zealand,93,6008,6595,1.410159211523882
SAL13004,North Lambton,China,93,4053,4801,1.9370964382420328
SAL10763,Cambewarra Village,England,92,1472,1713,5.370694687682429
SAL12194,Koolewong,England,92,1024,1263,7.28424386381631
SAL10836,Carss Park,China,92,1340,1748,5.263157894736842
SAL12738,Morpeth,England,92,2122,2300,4.0
SAL13364,Renwick,England,91,1665,2035,4.471744471744472
SAL12779,Mount Keira,England,91,1995,2403,3.786933000416146
SAL11928,Holgate,England,91,1247,1471,6.1862678450034
SAL13323,Ramsgate Beach,Greece,90,1577,2245,4.008908685968819
SAL13493,Sandringham (NSW),Greece,90,1270,1693,5.316007088009451
SAL12680,Mollymook,England,90,1437,1693,5.316007088009451
SAL13781,Taren Point,England,90,1971,2468,3.6466774716369525
SAL13332,Rathmines,England,90,2614,2894,3.1098825155494123
SAL12033,Jewells,England,89,3233,3535,2.5176803394625176
SAL13908,Tomakin,England,89,1483,1673,5.319784817692767
SAL13370,Revesby Heights,China,89,2065,2665,3.3395872420262664
SAL10865,Cecil Park,Italy,88,744,1071,8.216619981325863
SAL12142,Killcare Heights,England,88,970,1150,7.652173913043478
SAL13122,Oxley Vale,Philippines,88,4786,5338,1.6485575121768452
SAL11567,Freemans Reach,England,87,2596,2952,2.9471544715447155
SAL10653,Bullaburra,England,87,1539,1814,4.796030871003308
SAL14395,Woodberry,England,86,3870,4152,2.071290944123314
SAL10180,Banksmeadow,China,86,242,526,16.34980988593156
SAL10301,Beresfield,England,86,4216,4627,1.8586557164469417
SAL11285,Douglas Park,England,85,1752,1955,4.3478260869565215
SAL10966,Coledale,England,85,1672,1910,4.450261780104712
SAL12056,Kahibah,England,85,3431,3731,2.278209595282766
SAL12439,Macksville,England,84,3480,3792,2.2151898734177213
SAL13880,Tighes Hill,England,84,2206,2513,3.3426183844011144
SAL14087,Valley Heights,England,84,1507,1681,4.997025580011898
SAL14457,Wyee Point,England,83,1472,1652,5.0242130750605325
SAL14343,Windsor (NSW),England,83,2202,2622,3.1655225019069415
SAL11279,Dora Creek,England,83,2206,2410,3.4439834024896268
SAL13805,Tennyson Point,China,83,1299,1777,4.670793472144063
SAL14279,Weston (NSW),England,83,5455,5711,1.4533356680091052
SAL13328,Rankin Park,England,82,3258,3655,2.243502051983584
SAL10931,Cliftleigh,Philippines,82,3028,3295,2.488619119878604
SAL12443,Macquarie Hills,England,82,4855,5261,1.558639042007223
SAL14270,West Wallsend,England,81,3909,4177,1.9391908067991384
SAL11190,Daleys Point,England,81,699,879,9.215017064846416
SAL11313,Dunbogan,England,80,1254,1413,5.661712668082094
SAL13638,Springdale Heights,Philippines,80,3091,3503,2.2837567799029403
SAL13856,The Rocks (Sydney - NSW),England,80,453,826,9.685230024213075
SAL11490,Falls Creek (NSW),England,80,1140,1282,6.240249609984399
SAL10709,Burrill Lake,England,80,2243,2456,3.257328990228013
SAL14293,Whitebridge,England,80,3784,4060,1.9704433497536946
SAL12502,Marks Point,England,79,2338,2534,3.117600631412786
SAL10449,Bolwarra (NSW),England,79,1718,1863,4.240472356414386
SAL10809,Cardiff Heights,England,79,1692,1898,4.1622760800842995
SAL13579,Smiths Lake,England,79,1573,1784,4.428251121076234
SAL11988,Ingleside,England,78,1126,1394,5.5954088952654235
SAL13014,North Rothbury,England,78,3242,3575,2.181818181818182
SAL12141,Killcare,England,78,587,723,10.78838174273859
SAL13653,St Huberts Island,England,78,1241,1486,5.248990578734858
SAL10542,Braemar,Nepal,78,1031,1375,5.672727272727273
SAL11791,Grose Vale,England,77,1605,1852,4.157667386609072
SAL13892,Tingira Heights,England,77,2701,2936,2.6226158038147136
SAL12802,Mount Saint Thomas,North_Macedonia,77,1596,1972,3.904665314401623
SAL10239,Beaconsfield (NSW),England,77,1073,1624,4.741379310344827
SAL11038,Coomba Park,England,76,790,953,7.974816369359916
SAL10188,Bar Beach,England,76,1609,1828,4.157549234135667
SAL12285,Lapstone,England,76,1153,1339,5.675877520537715
SAL14238,Wellington (NSW),England,75,4730,5078,1.476959432847578
SAL12371,Llanarth (NSW),England,75,2919,3283,2.2844958879074015
SAL14302,Wickham (NSW),England,74,1934,2260,3.2743362831858405
SAL11973,Huskisson,England,74,919,1137,6.508355321020229
SAL13276,Primbee,England,74,1906,2244,3.297682709447415
SAL13770,Tapitallee,England,74,778,902,8.2039911308204
SAL12780,Mount Kembla,England,73,1359,1550,4.709677419354839
SAL12840,Mullumbimby Creek,England,73,504,652,11.196319018404909
SAL12133,Kilaben Bay,England,73,1938,2136,3.417602996254682
SAL11557,Fountaindale,England,73,906,1020,7.156862745098039
SAL11784,Greta (NSW),England,73,4489,4782,1.5265579255541615
SAL13256,Port Hacking,England,73,1506,1708,4.274004683840749
SAL11875,Hastings Point,England,72,684,810,8.88888888888889
SAL11578,Fullerton Cove,England,72,808,932,7.725321888412018
SAL11770,Greenhills Beach,England,72,1669,1995,3.6090225563909777
SAL10209,Barrack Point,England,72,892,1012,7.114624505928854
SAL13342,Red Head,England,71,961,1095,6.4840182648401825
SAL14344,Windsor Downs,England,71,1375,1676,4.236276849642005
SAL13789,Tathra,England,71,1935,2177,3.261368856224162
SAL13034,Northwood (NSW),England,71,978,1295,5.482625482625482
SAL12294,Lavender Bay,England,71,763,1135,6.255506607929516
SAL11967,Huntleys Cove,England,70,683,1006,6.958250497017893
SAL14392,Wongawilli,India,70,1464,1684,4.156769596199525
SAL12795,Mount Pleasant (NSW),England,70,1648,1962,3.567787971457696
SAL12992,North Batemans Bay,England,70,942,1094,6.39853747714808
SAL12228,Kurrajong Hills,England,70,863,1008,6.944444444444445
SAL13842,The Hill,England,69,2435,2841,2.428722280887012
SAL11200,Dangar Island,England,69,289,436,15.825688073394495
SAL13008,North Narooma,England,69,823,944,7.309322033898305
SAL13550,Shelly Beach (NSW),England,69,1644,1805,3.822714681440443
SAL12494,Maraylya,England,69,1649,1865,3.6997319034852545
SAL13729,Sydenham (NSW),Vietnam,69,989,1557,4.431599229287091
SAL14119,Wallacia,England,68,2107,2393,2.841621395737568
SAL13569,Skennars Head,England,68,1663,1859,3.657880580957504
SAL13322,Ramsgate,Greece,68,1057,1493,4.554588077695914
SAL11999,Islington,England,68,2512,2878,2.36275191104934
SAL11983,Iluka (NSW),England,68,2236,2397,2.8368794326241136
SAL12865,Murrays Beach,England,67,1037,1205,5.560165975103734
SAL10721,Buttaba,England,67,1590,1735,3.861671469740634
SAL13182,Pearl Beach,England,67,500,664,10.090361445783133
SAL12465,Mallabula,England,67,1237,1371,4.886943836615609
SAL14324,Willow Vale (Wingecarribee - NSW),England,67,993,1166,5.74614065180103
SAL12614,Middle Dural,England,67,1164,1486,4.508748317631225
SAL11529,Fishing Point,England,66,1370,1533,4.305283757338552
SAL14381,Wombarra,England,66,1148,1331,4.958677685950414
SAL10757,Callala Beach,England,65,864,1066,6.097560975609756
SAL10938,Clunes (NSW),England,65,1059,1235,5.263157894736842
SAL11591,Garden Suburb,England,65,2541,2825,2.3008849557522124
SAL11607,Georgetown (NSW),England,65,2694,2929,2.2191874359849777
SAL10006,Aberdare,England,65,3456,3636,1.7876787678767876
SAL11304,Duffys Forest,England,65,553,733,8.867667121418826
SAL12331,Lilli Pilli (Sutherland Shire - NSW),England,65,1826,2009,3.2354405176704826
SAL11472,Evans Head,England,65,3601,3861,1.6835016835016834
SAL12746,Moruya Heads,England,65,1289,1452,4.476584022038567
SAL10205,Barnsley,England,65,2424,2535,2.564102564102564
SAL12344,Linden (NSW),England,64,569,676,9.467455621301776
SAL13477,Safety Beach (NSW),England,64,1364,1564,4.092071611253197
SAL12528,Maryville,England,64,2132,2399,2.6677782409337225
SAL11948,Horsfield Bay,England,63,561,706,8.923512747875353
