SAL_CODE,Suburb_Name,Top_Non_Australia_Country,Top_Non_Australia_Count,Australia_Count,Total_Population,Percentage_Non_Aus
SAL13204,Phegans Bay,England,63,451,570,11.052631578947368
SAL10063,Annangrove,England,63,1810,2120,2.9716981132075473
SAL13969,Tuggerawong,England,63,1608,1760,3.5795454545454546
SAL11662,Glendale (NSW),England,63,4228,4552,1.3840070298769773
SAL13786,Tarro,England,62,2206,2381,2.6039479210415792
SAL11073,Corindi Beach,England,62,2212,2500,2.48
SAL13096,One Mile (NSW),England,61,567,648,9.41358024691358
SAL10074,Arcadia Vale,England,61,1867,2049,2.977061981454368
SAL10102,Ashmont,England,61,4609,4927,1.2380759082606048
SAL12268,Lakewood,England,61,1561,1692,3.605200945626478
SAL13151,Pambula,England,61,1247,1378,4.426705370101597
SAL11369,Eastern Creek,Philippines,61,785,1094,5.575868372943328
SAL11051,Coorabell,England,61,457,593,10.286677908937605
SAL10268,Bellbird,England,61,3155,3338,1.8274415817855005
SAL12287,Largs,England,60,2668,2810,2.135231316725979
SAL13086,Old Erowal Bay,England,60,1260,1422,4.219409282700422
SAL12793,Mount Ousley,England,60,1925,2318,2.5884383088869716
SAL14514,Yattalunga (NSW),England,59,723,831,7.099879663056559
SAL13338,Raworth,England,59,2769,2979,1.9805303793219202
SAL14423,Woollamia,England,59,798,893,6.606942889137738
SAL11761,Green Point (Mid-Coast - NSW),England,59,614,706,8.356940509915015
SAL13835,The Entrance North,England,59,1993,2251,2.621057307863172
SAL12398,Lorn,England,59,1954,2106,2.801519468186135
SAL10811,Carey Bay,England,59,998,1144,5.1573426573426575
SAL14120,Wallaga Lake,England,59,644,765,7.712418300653595
SAL11477,Ewingsdale,England,58,1009,1255,4.621513944223107
SAL10493,Booragul,England,58,1925,2090,2.77511961722488
SAL10480,Boolaroo,England,58,2069,2254,2.5732031943212066
SAL13713,Surfside,England,58,1732,1958,2.96220633299285
SAL13376,Richmond Hill (NSW),England,58,1091,1219,4.7579983593109105
SAL12374,Lloyd,India,57,1927,2202,2.588555858310627
SAL11502,Federal (NSW),England,57,788,994,5.734406438631791
SAL10535,Bowraville,England,57,1350,1471,3.8749150237933376
SAL10174,Bangalee (NSW),England,57,1067,1162,4.905335628227195
SAL10710,Burringbar,England,56,981,1122,4.991087344028521
SAL11162,Cundletown,England,56,2662,2781,2.0136641495864795
SAL13968,Tuggerah,England,56,1056,1307,4.284621270084163
SAL10089,Arrawarra,England,56,583,701,7.988587731811697
SAL11891,Heatherbrae,Malaysia,55,729,877,6.2713797035347785
SAL14333,Windale,England,55,4047,4238,1.2977819726285984
SAL14236,Welby,England,55,950,1058,5.198487712665406
SAL11289,Doyalson North,England,55,399,487,11.293634496919918
SAL11858,Harden,England,55,2375,2546,2.16025137470542
SAL12104,Kendall,England,55,1528,1651,3.3313143549364024
SAL10609,Brownsville,England,54,655,765,7.0588235294117645
SAL14211,Wattle Ponds,New_Zealand,54,1646,1771,3.0491247882552233
SAL11598,Gateshead,England,54,4076,4338,1.2448132780082988
SAL10810,Cardiff South,England,54,3852,4148,1.3018322082931533
SAL10424,Boat Harbour (Port Stephens - NSW),England,54,1284,1405,3.8434163701067616
SAL12100,Kembla Grange,India,54,1781,2028,2.6627218934911245
SAL11253,Diamond Beach,England,53,1227,1339,3.9581777445855115
SAL12265,Lakelands (NSW),England,53,1841,2082,2.5456292026897214
SAL11238,Denhams Beach,England,53,655,761,6.964520367936925
SAL12735,Morisset Park,England,52,1361,1512,3.439153439153439
SAL12585,Merewether Heights,England,52,1992,2146,2.423112767940354
SAL12223,Kurmond,England,52,1034,1193,4.358759430008382
SAL11374,Ebenezer (NSW),England,52,1426,1525,3.4098360655737707
SAL10045,Alstonvale,England,51,516,591,8.629441624365482
SAL14122,Wallalong,England,51,1471,1563,3.262955854126679
SAL11635,Girards Hill,England,51,1645,1833,2.7823240589198037
SAL14339,Windermere Park,England,51,922,1014,5.029585798816568
SAL13366,Repton,England,50,861,938,5.330490405117271
SAL11538,Floraville,England,50,2422,2586,1.9334880123743232
SAL11564,Frederickton,England,50,1905,2039,2.4521824423737124
SAL11503,Fennell Bay,England,50,2246,2481,2.015316404675534
SAL10527,Bowenfels,England,50,2400,2605,1.9193857965451053
SAL12330,Lilli Pilli (Eurobodalla - NSW),England,50,763,874,5.720823798627003
SAL11408,Ellis Lane,England,50,1063,1235,4.048582995951417
SAL14444,Woy Woy Bay,England,50,490,579,8.635578583765112
SAL11611,Gerroa,England,49,670,785,6.24203821656051
SAL11323,Dungog,England,49,2680,2790,1.756272401433692
SAL10248,Beechwood,England,49,1229,1300,3.769230769230769
SAL11522,Fingal Head,England,49,732,829,5.910735826296743
SAL12361,Little Hartley,England,49,718,811,6.041923551171394
SAL13895,Tintenbar,England,49,749,875,5.6000000000000005
SAL12752,Mossy Point,England,49,755,857,5.717619603267211
SAL10413,Blue Bay,England,48,1245,1406,3.4139402560455197
SAL13523,Scotts Head,England,48,1224,1352,3.5502958579881656
SAL14094,Vineyard,England,48,1213,1490,3.2214765100671143
SAL14430,Woolwich,England,48,881,1120,4.285714285714286
SAL10235,Bawley Point,England,47,1022,1160,4.051724137931034
SAL13463,Russell Vale,England,47,2091,2265,2.075055187637969
SAL10448,Bolton Point,New_Zealand,47,2656,2900,1.6206896551724137
SAL12350,Linley Point,China,47,381,532,8.834586466165414
SAL13597,South Golden Beach,New_Zealand,47,981,1163,4.041272570937231
SAL12966,Newrybar,England,46,587,703,6.543385490753911
SAL12985,Nords Wharf,England,46,1172,1275,3.607843137254902
SAL12655,Mirador,England,46,629,723,6.36237897648686
SAL11895,Heddon Greta,England,46,3831,4001,1.1497125718570358
SAL11792,Grose Wold,England,46,880,943,4.878048780487805
SAL12546,Mayfield West,New_Zealand,46,2507,2808,1.638176638176638
SAL12544,Mayfield East,England,46,2310,2560,1.7968749999999998
SAL11839,Hallidays Point,England,46,844,930,4.946236559139785
SAL12555,McLeans Ridges,England,45,1048,1134,3.968253968253968
SAL10858,Cattai,England,45,1379,1534,2.9335071707953064
SAL12661,Mitchell (NSW),New_Zealand,45,1693,1884,2.388535031847134
SAL12633,Millingandi,England,45,615,695,6.474820143884892
SAL10575,Broadmeadow,China,45,1982,2314,1.9446845289541919
SAL12252,Lake Conjola,England,45,815,924,4.870129870129871
SAL11349,East Branxton,England,45,2484,2625,1.7142857142857144
SAL11186,Daceyville,England,45,932,1302,3.4562211981566824
SAL12563,Medlow Bath,England,44,627,786,5.597964376590331
SAL11773,Greenleigh,England,44,840,968,4.545454545454546
SAL12983,Norah Head,England,44,1487,1601,2.7482823235477825
SAL11129,Croudace Bay,England,43,853,942,4.564755838641188
SAL13390,Robin Hill,England,43,1268,1361,3.159441587068332
SAL14018,Uki,England,43,683,796,5.402010050251256
SAL11479,Failford,England,43,925,1003,4.287138584247258
SAL10911,Chittaway Point,England,43,1193,1328,3.2379518072289155
SAL12650,Minnamurra,England,43,998,1104,3.894927536231884
SAL10146,Balcolyn,England,43,1302,1424,3.019662921348315
SAL10567,Brightwaters,England,43,1101,1246,3.451043338683788
SAL10192,Barangaroo,China,43,113,283,15.19434628975265
SAL13539,Shanes Park,China,42,381,534,7.865168539325842
SAL10705,Burrawang,England,42,480,545,7.706422018348624
SAL10346,Bilambil,England,42,500,572,7.3426573426573425
SAL14176,Warragamba,England,42,1592,1718,2.4447031431897557
SAL10028,Aldavilla,England,42,2104,2331,1.8018018018018018
SAL13359,Regentville,England,41,1019,1146,3.5776614310645725
SAL10856,Catherine Hill Bay,England,41,1207,1344,3.050595238095238
SAL11510,Fernhill,England,41,1082,1295,3.166023166023166
SAL13609,South Murwillumbah,England,41,1332,1466,2.7967257844474758
SAL11847,Hamilton North,England,41,1191,1309,3.132161955691368
SAL12053,Junction Hill,England,40,2090,2180,1.834862385321101
SAL10144,Balaclava (NSW),England,39,695,770,5.0649350649350655
SAL13264,Possum Creek,England,39,289,359,10.86350974930362
SAL12396,Lord Howe Island,New_Zealand,39,498,587,6.643952299829642
SAL13982,Tumbulgum,England,39,533,587,6.643952299829642
SAL13205,Phillip Bay,England,38,731,967,3.9296794208893484
SAL13893,Tinonee,England,38,1532,1654,2.2974607013301087
SAL12470,Maloneys Beach,England,38,445,544,6.985294117647059
SAL12059,Kalaru,England,38,1020,1106,3.4358047016274864
SAL10010,Abermain,England,38,3574,3699,1.0273046769397134
SAL10095,Ashby (NSW),England,37,363,417,8.872901678657074
SAL10021,Agnes Banks,Malta,37,1245,1428,2.5910364145658265
SAL13112,Otford,England,37,462,530,6.981132075471698
SAL13117,Oxford Falls,England,37,284,359,10.30640668523677
SAL11144,Cudgen,New_Zealand,37,1217,1314,2.8158295281582952
SAL10395,Blacksmiths,England,37,2504,2638,1.4025777103866566
SAL10079,Argenton,England,37,1753,1940,1.907216494845361
SAL10349,Bilgola Beach,England,37,259,363,10.192837465564738
SAL12931,Nelson (The Hills Shire - NSW),Malta,37,584,657,5.6316590563165905
SAL12450,Magenta (NSW),England,37,331,428,8.644859813084112
SAL11474,Eveleigh,Vietnam,37,508,759,4.874835309617918
SAL11512,Fernmount,England,37,526,580,6.379310344827586
SAL12492,Manyana,England,36,842,930,3.870967741935484
SAL12452,Maianbar,England,36,624,724,4.972375690607735
SAL10311,Berrambool,England,36,571,646,5.572755417956656
SAL12715,Mooney Mooney,England,36,373,439,8.200455580865604
SAL12947,New Berrima,England,36,726,774,4.651162790697675
SAL13053,Nunderi,England,35,843,927,3.7756202804746493
SAL12209,Kotara South,England,35,1673,1799,1.9455252918287937
SAL12454,Main Arm,England,35,595,723,4.840940525587829
SAL13455,Run-o-Waters,England,35,749,869,4.027617951668585
SAL14409,Woodrising,England,35,1526,1638,2.1367521367521367
SAL11278,Dooralong,England,35,434,498,7.028112449799197
SAL13241,Pleasure Point,India,35,661,849,4.122497055359246
SAL13696,Stuarts Point,England,35,933,1013,3.4550839091806513
SAL11846,Hamilton East,England,35,1272,1429,2.44926522043387
SAL12658,Mirrabooka (NSW),England,35,1013,1117,3.133393017009848
SAL13669,Stanwell Tops,England,34,674,721,4.715672676837725
SAL11526,Fishermans Paradise,England,34,578,670,5.074626865671641
SAL14493,Yarramalong,England,34,402,469,7.249466950959488
SAL13317,Raglan (NSW),England,34,1709,1813,1.8753447324875896
SAL12590,Meroo Meadow,England,34,629,677,5.022156573116692
SAL11898,Henley,China,34,479,626,5.431309904153355
SAL14479,Yanderra,England,33,892,968,3.4090909090909087
SAL13006,North Macksville,England,33,836,898,3.6748329621380846
SAL11931,Holmesville,England,33,1946,2028,1.6272189349112427
SAL14328,Wilsons Creek,England,33,425,544,6.0661764705882355
SAL10545,Brandy Hill,England,33,927,1004,3.286852589641434
SAL11224,Dawes Point,England,33,331,508,6.496062992125983
SAL13107,Orient Point,England,33,769,846,3.900709219858156
SAL11718,Goonengerry,England,32,420,510,6.2745098039215685
SAL12833,Mullaway,England,32,756,843,3.795966785290629
SAL12180,Kirkham,England,32,863,989,3.2355915065722956
SAL11976,Hyland Park,England,32,541,601,5.324459234608985
SAL11437,Erina Heights,England,32,560,639,5.007824726134586
SAL11128,Crosslands,England,32,796,859,3.7252619324796274
SAL11859,Hardys Bay,England,32,295,333,9.60960960960961
SAL13934,Toowoon Bay,England,32,635,724,4.41988950276243
SAL11276,Doonbah,England,32,351,403,7.94044665012407
SAL12649,Minmi,England,32,957,1009,3.1714568880079286
SAL13188,Pelaw Main,England,32,1507,1579,2.026599113362888
SAL13152,Pambula Beach,England,32,858,894,3.5794183445190155
SAL13349,Redbank (NSW),England,32,519,567,5.64373897707231
SAL14226,Wedderburn (NSW),England,32,800,889,3.59955005624297
SAL10004,Abercrombie,England,32,1493,1602,1.9975031210986267
SAL14501,Yarravel,England,32,1590,1686,1.8979833926453145
SAL10549,Bray Park (NSW),England,31,1016,1090,2.8440366972477067
SAL13795,Telarah,England,31,3104,3248,0.9544334975369458
SAL11511,Fernleigh,England,31,368,411,7.542579075425791
SAL10693,Buronga,England,31,1489,1596,1.9423558897243107
SAL11412,Eltham (NSW),England,31,405,451,6.873614190687362
SAL12263,Lake Tabourie,England,30,827,917,3.271537622682661
SAL10168,Balmoral (Wingecarribee - NSW),England,30,559,617,4.862236628849271
SAL13843,The Junction,England,30,1215,1382,2.170767004341534
SAL12011,Jaspers Brush,England,30,428,495,6.0606060606060606
SAL10369,Binjura,England,30,398,451,6.651884700665188
SAL13643,Springvale (NSW),England,29,2554,2686,1.0796723752792257
SAL13153,Pampoolah,England,29,546,587,4.940374787052811
SAL10485,Boomerang Beach,England,29,514,575,5.043478260869565
SAL13740,Tacoma South,England,29,323,361,8.033240997229916
SAL13804,Tennyson (NSW),England,29,483,554,5.234657039711191
SAL13861,Theresa Park,England,29,736,840,3.4523809523809526
SAL11102,Crabbes Creek,England,29,376,431,6.728538283062645
SAL14172,Warnervale,New_Zealand,29,876,1004,2.888446215139442
SAL13946,Townsend,England,28,1282,1384,2.023121387283237
SAL10133,Badgerys Creek,China,28,132,187,14.973262032085561
SAL11177,Currarong,England,28,596,663,4.223227752639517
SAL13486,Sancrox,England,28,768,859,3.259604190919674
SAL12406,Lovett Bay,England,28,119,158,17.72151898734177
SAL14284,Whale Beach,England,28,353,412,6.796116504854369
SAL11049,Coopers Shoot,England,28,424,522,5.363984674329502
SAL13611,South Pambula,England,27,631,678,3.982300884955752
SAL10278,Belmont South,New_Zealand,27,1391,1497,1.8036072144288577
SAL10060,Angus,Malta,27,454,514,5.252918287937743
SAL11697,Gol Gol,England,27,2597,2710,0.996309963099631
SAL13706,Sun Valley (NSW),England,27,280,316,8.544303797468354
SAL14292,White Rock (NSW),England,27,1069,1132,2.385159010600707
SAL12238,La Perouse,England,27,381,454,5.947136563876652
SAL13173,Paxton,New_Zealand,27,1671,1733,1.5579919215233697
SAL12508,Marmong Point,England,26,986,1088,2.389705882352941
SAL12666,Modanville,England,26,776,830,3.132530120481928
SAL12886,Mylestom,England,26,430,462,5.627705627705628
SAL11399,Elizabeth Beach,England,26,298,336,7.738095238095238
SAL10018,Adelong,England,26,1216,1294,2.009273570324575
SAL14429,Wooloweyah,New_Zealand,26,522,591,4.39932318104907
SAL11464,Eureka (NSW),England,26,362,448,5.803571428571429
SAL12814,Mount White,England,26,183,220,11.818181818181818
SAL12109,Kentlyn,China,25,755,963,2.596053997923157
SAL13210,Picketts Valley,England,25,294,322,7.763975155279502
SAL13189,Pelican (NSW),England,25,1196,1246,2.0064205457463884
SAL10631,Bucketty,England,25,178,242,10.330578512396695
SAL11807,Gumma,England,25,625,668,3.74251497005988
SAL13727,Swansea Heads,England,25,824,870,2.8735632183908044
SAL10762,Cambewarra,England,25,283,319,7.836990595611286
SAL14467,Wyrallah,England,25,641,687,3.6390101892285296
SAL11026,Coolangatta (NSW),England,25,427,468,5.3418803418803416
SAL10354,Billinudgel,England,25,229,300,8.333333333333332
SAL13515,Scarborough (NSW),England,25,410,453,5.518763796909492
SAL11012,Conjola Park,England,25,382,413,6.053268765133172
SAL10090,Arrawarra Headland,England,25,760,876,2.853881278538813
SAL11608,Georgica,England,25,243,323,7.739938080495357
SAL12332,Lillian Rock,England,24,222,284,8.450704225352112
SAL13810,Terara,England,24,344,388,6.185567010309279
SAL13783,Tarraganda,England,24,447,480,5.0
SAL11439,Erowal Bay,England,24,839,926,2.591792656587473
SAL10310,Berowra Waters,England,24,176,226,10.619469026548673
SAL11909,Highfields (NSW),England,24,1233,1327,1.8085908063300677
SAL13724,Swanhaven,England,24,223,253,9.486166007905137
SAL13780,Taree South,England,24,401,441,5.442176870748299
SAL10603,Broughton Vale,England,23,205,248,9.274193548387096
SAL14200,Waterfall,England,23,660,723,3.18118948824343
SAL10261,Belimbla Park,England,23,752,828,2.7777777777777777
SAL12926,Neath,England,23,540,585,3.9316239316239314
SAL12377,Lochinvar,New_Zealand,23,1429,1504,1.5292553191489362
SAL13415,Rosebank,England,23,477,532,4.323308270676692
SAL10070,Arakoon,England,22,567,595,3.697478991596639
SAL10148,Bald Hills (NSW),England,22,413,460,4.782608695652174
SAL14335,Windella,England,22,1141,1247,1.7642341619887731
SAL12696,Montefiores,England,22,789,825,2.666666666666667
SAL10595,Brooklet,England,22,309,371,5.929919137466308
SAL12060,Kalkite,England,22,318,372,5.913978494623656
SAL10366,Bingie,England,22,225,269,8.178438661710038
SAL13993,Turlinjah,England,22,155,181,12.154696132596685
SAL10332,Bexhill,England,22,620,676,3.2544378698224854
SAL11475,Eviron,England,22,269,314,7.006369426751593
SAL12997,North Casino,England,22,1346,1436,1.532033426183844
SAL13743,Talarm,England,21,296,331,6.3444108761329305
SAL10619,Brushgrove,England,21,217,243,8.641975308641975
SAL11047,Coopernook,England,21,808,834,2.5179856115107913
SAL11461,Eungai Creek,England,21,503,537,3.910614525139665
SAL14100,Wadeville,England,21,184,237,8.860759493670885
SAL14011,Tyagarah,England,21,139,198,10.606060606060606
SAL11849,Hamilton Valley,Nepal,21,1007,1133,1.8534863195057367
SAL13796,Telegraph Point,New_Zealand,21,740,787,2.6683608640406606
SAL13989,Tuntable Creek,England,20,222,275,7.2727272727272725
SAL14082,Vale Of Clwydd,England,20,583,642,3.115264797507788
SAL14127,Wallarah,New_Zealand,20,416,463,4.319654427645788
SAL13850,The Pocket,England,20,206,269,7.434944237918216
SAL14033,Upper Burringbar,England,20,303,354,5.649717514124294
SAL12654,Minto Heights,England,20,454,524,3.816793893129771
SAL13739,Tacoma,England,20,797,859,2.3282887077997674
SAL12072,Kangy Angy,England,20,392,443,4.514672686230249
SAL10400,Blairmount,Fiji,20,379,514,3.8910505836575875
SAL11426,Englorie Park,New_Zealand,20,321,460,4.3478260869565215
SAL12824,Mulbring,England,20,904,937,2.134471718249733
SAL10370,Binna Burra (NSW),England,20,223,277,7.2202166064981945
SAL14505,Yarrawonga Park,England,20,515,560,3.571428571428571
SAL10754,Callaghan,India,20,1240,1380,1.4492753623188406
SAL13183,Peats Ridge,Malaysia,20,307,359,5.571030640668524
SAL13214,Piggabeen,England,19,432,483,3.9337474120082816
SAL13809,Terania Creek,England,19,207,242,7.851239669421488
SAL12617,Middle Pocket,England,19,146,176,10.795454545454545
SAL10318,Berrilee,England,19,246,316,6.012658227848101
SAL11561,Foxground,England,19,191,213,8.92018779342723
SAL11603,Geneva,England,19,852,898,2.1158129175946545
SAL11978,Ilarwill,England,19,296,330,5.757575757575758
SAL13199,Perisher Valley,Taiwan,19,95,134,14.17910447761194
SAL13365,Repentance Creek,England,19,108,145,13.10344827586207
SAL13042,Nulkaba,England,19,989,1049,1.811248808388942
SAL11498,Fassifern (NSW),England,19,754,821,2.3142509135200973
SAL13858,The Slopes,England,19,430,462,4.112554112554113
SAL11312,Dunbible,England,19,456,512,3.7109375
SAL13382,Riverside (NSW),England,19,344,397,4.785894206549118
SAL11146,Cudmirrah,England,18,342,371,4.8517520215633425
SAL13239,Pitt Town Bottoms,China,18,96,114,15.789473684210526
SAL14403,Woodhill (NSW),England,18,106,124,14.516129032258066
SAL14250,Werri Beach,England,18,637,672,2.6785714285714284
SAL11726,Gormans Hill,New_Zealand,18,1084,1149,1.5665796344647518
SAL14053,Upper Main Arm,Germany,18,281,315,5.714285714285714
SAL13502,Sandy Point (NSW),Italy,18,731,861,2.0905923344947737
SAL10242,Beaumont (NSW),England,18,138,166,10.843373493975903
SAL12179,Kirkconnell,England,18,345,396,4.545454545454546
SAL11769,Greenhill (NSW),England,18,960,1003,1.794616151545364
SAL11432,Eraring,England,18,269,305,5.901639344262295
SAL12556,McLeods Shoot,England,17,108,129,13.178294573643413
SAL14241,Wendoree Park,England,17,145,179,9.497206703910614
SAL13896,Tintinhull,England,17,593,613,2.7732463295269167
SAL13442,Rous,England,17,265,315,5.396825396825397
SAL13403,Rocky Point (NSW),England,17,357,384,4.427083333333334
SAL11879,Hawkesbury Heights,England,17,584,645,2.635658914728682
SAL11272,Dombarton,England,17,152,172,9.883720930232558
SAL11288,Doyalson,England,17,382,415,4.096385542168675
SAL10120,Aylmerton,England,17,227,285,5.964912280701754
SAL11493,Farley,India,17,732,796,2.135678391959799
SAL12923,Nashua,England,17,303,324,5.246913580246913
SAL13832,The Channon,England,17,391,431,3.944315545243619
SAL12360,Little Forest,England,17,215,245,6.938775510204081
SAL12187,Knockrow,England,17,183,234,7.264957264957266
SAL10269,Bellbird Heights,England,17,1085,1151,1.4769765421372718
SAL14533,Yippin Creek,England,17,992,1052,1.6159695817490494
SAL13171,Patonga,England,17,256,287,5.923344947735192
SAL14117,Wallabi Point,England,17,1156,1221,1.3923013923013923
SAL12948,New Brighton,England,17,394,463,3.6717062634989204
SAL11093,Couridjah,New_Zealand,17,352,381,4.4619422572178475
SAL13181,Pearces Creek,England,16,252,275,5.818181818181818
SAL13965,Tuckombil,England,16,344,381,4.199475065616798
SAL14006,Twelve Mile Creek,England,16,198,214,7.476635514018691
SAL11527,Fishermans Reach,England,16,168,198,8.080808080808081
SAL10770,Camden Head,England,16,176,201,7.960199004975125
SAL10862,Cawdor (NSW),Malta,16,543,602,2.6578073089700998
SAL12145,Killingworth (NSW),England,16,996,1015,1.5763546798029555
SAL10202,Barkers Vale,England,16,209,252,6.349206349206349
SAL12404,Louth Park,England,16,1308,1356,1.1799410029498525
SAL13474,Sackville North,England,16,503,564,2.8368794326241136
SAL13530,Seelands,England,16,491,522,3.065134099616858
SAL10606,Brownlow Hill,England,16,392,507,3.155818540433925
SAL11872,Harwood,Philippines,16,458,480,3.3333333333333335
SAL13443,Rous Mill,England,16,252,283,5.6537102473498235
SAL12743,Morts Estate,England,16,718,766,2.088772845953003
SAL11329,Duns Creek,England,16,761,820,1.951219512195122
SAL13951,Tregeagle,England,16,559,597,2.680067001675042
SAL12088,Kearsley,England,15,1182,1219,1.2305168170631664
SAL10288,Bendalong,England,15,168,193,7.772020725388601
SAL11008,Congo,England,15,313,328,4.573170731707317
SAL10886,Charlotte Bay,England,15,210,240,6.25
SAL14492,Yarrahapinni,England,15,249,268,5.597014925373134
SAL13602,South Guyra,England,15,370,420,3.571428571428571
SAL12417,Lower Macdonald,England,15,285,312,4.807692307692308
SAL11856,Hannam Vale,England,15,255,273,5.4945054945054945
SAL13994,Turners Flat,England,15,197,219,6.8493150684931505
SAL10665,Bundabah,England,15,163,187,8.02139037433155
SAL10821,Carool,England,15,202,217,6.912442396313365
SAL11463,Eungella (NSW),New_Zealand,15,359,407,3.6855036855036856
SAL11271,Dolphin Point,England,15,453,496,3.024193548387097
SAL11268,Dolans Bay,England,15,889,959,1.5641293013555788
SAL11076,Corndale (NSW),England,15,423,455,3.296703296703297
SAL12565,Medway,Taiwan,15,181,199,7.537688442211055
SAL10457,Bombo,England,14,219,245,5.714285714285714
SAL12436,Lynwood (NSW),England,14,271,292,4.794520547945205
SAL10588,Broken Head,England,14,400,476,2.941176470588235
SAL10011,Abernethy,England,14,440,465,3.010752688172043
SAL13932,Toothdale,England,14,267,290,4.827586206896552
SAL11327,Dunolly (NSW),New_Zealand,14,165,179,7.82122905027933
SAL11842,Hallsville,England,14,903,928,1.5086206896551724
SAL11282,Dorroughby,England,14,184,198,7.07070707070707
SAL11307,Dum Dum,England,14,129,149,9.395973154362416
SAL11974,Hyams Beach,England,14,138,165,8.484848484848486
SAL11175,Curramore (NSW),England,14,281,306,4.57516339869281
SAL13596,South Durras,England,14,379,416,3.3653846153846154
SAL10943,Coalcliff,England,14,261,292,4.794520547945205
SAL12369,Littleton,England,14,998,1034,1.3539651837524178
SAL11345,Eagleton,England,14,269,283,4.946996466431095
SAL12894,Mystery Bay,England,14,207,248,5.64516129032258
SAL13590,South Arm (Clarence Valley - NSW),England,14,273,292,4.794520547945205
SAL14102,Wagstaffe,England,14,287,323,4.3343653250774
SAL13052,Numulgi,England,14,245,267,5.2434456928838955
SAL11037,Coomba Bay,England,14,171,191,7.329842931937172
SAL11145,Cudgera Creek,England,14,427,450,3.111111111111111
SAL13709,Sunshine (NSW),England,14,609,664,2.108433734939759
SAL11514,Fernvale (NSW),England,14,292,323,4.3343653250774
SAL12154,Kingfisher Shores,England,14,203,220,6.363636363636363
SAL10903,Chillingham,England,14,260,291,4.810996563573884
SAL13580,Smithtown,New_Zealand,14,807,834,1.6786570743405276
SAL12161,Kings Point,New_Zealand,14,787,835,1.6766467065868262
SAL13682,Stony Chute,England,14,177,202,6.9306930693069315
SAL14145,Wandandian,England,13,456,487,2.6694045174537986
SAL12008,James Creek,England,13,295,329,3.951367781155015
SAL10119,Awaba,England,13,601,618,2.103559870550162
SAL11373,Eatonsville,England,13,280,305,4.2622950819672125
SAL14337,Windera (NSW),England,13,375,400,3.25
SAL10211,Barragga Bay,England,13,110,123,10.569105691056912
SAL11003,Condong,England,13,394,420,3.0952380952380953
SAL14068,Uralba,England,13,336,371,3.5040431266846364
SAL11923,Hinton,New_Zealand,13,638,671,1.9374068554396422
SAL10415,Blue Knob,England,13,207,252,5.158730158730158
SAL10714,Burrundulla,England,13,168,185,7.027027027027027
SAL12580,Menangle Park,England,13,280,301,4.318936877076411
SAL12517,Marshall Mount,England,13,224,246,5.284552845528456
SAL11953,Howards Grass,India,13,100,122,10.655737704918032
SAL12488,Manning Point,England,13,305,321,4.049844236760125
SAL11368,East Wardell,England,13,408,432,3.009259259259259
SAL11467,Euroka,England,13,470,489,2.658486707566462
SAL11419,Empire Vale,England,13,227,248,5.241935483870968
SAL14090,Verges Creek,England,13,372,411,3.1630170316301705
SAL11869,Hartley Vale,England,13,91,111,11.711711711711711
SAL10935,Clothiers Creek,New_Zealand,13,347,399,3.258145363408521
SAL11122,Croobyar,England,13,212,225,5.777777777777778
SAL10456,Bombira,England,13,668,699,1.859799713876967
SAL10419,Blueys Beach,England,13,278,302,4.304635761589404
SAL11220,Daruka,New_Zealand,12,1065,1110,1.0810810810810811
SAL14416,Woodville (NSW),England,12,574,594,2.0202020202020203
SAL10041,Allworth,South_Africa,12,241,262,4.580152671755725
SAL11208,Dargan,England,12,100,112,10.714285714285714
SAL13265,Potato Point,New_Zealand,12,187,210,5.714285714285714
SAL13266,Pottery Estate,England,12,128,146,8.21917808219178
SAL13051,Numinbah,England,12,91,119,10.084033613445378
SAL11491,Far Meadow,England,12,247,275,4.363636363636364
SAL12587,Meringo,Scotland,12,169,190,6.315789473684211
SAL14088,Varroville,China,12,157,196,6.122448979591836
SAL13974,Tullera,England,12,340,361,3.32409972299169
SAL12698,Mooball,England,12,249,266,4.511278195488721
SAL12427,Lucknow (NSW),England,12,366,378,3.1746031746031744
SAL12922,Nashdale,Canada,12,540,579,2.072538860103627
SAL10604,Broughton Village,England,12,114,131,9.16030534351145
SAL13068,Oakhampton Heights,England,12,191,211,5.687203791469194
SAL13510,Saumarez Ponds,Scotland,12,546,568,2.112676056338028
SAL14039,Upper Crystal Creek,England,12,223,247,4.8582995951417
SAL13571,Skinners Shoot,Italy,12,101,141,8.51063829787234
SAL10902,Chilcotts Grass,USA,12,316,351,3.418803418803419
SAL11334,Duranbah,England,12,261,315,3.8095238095238098
SAL12094,Keith Hall,England,12,199,217,5.529953917050691
SAL14163,Wardrop Valley,New_Zealand,12,117,129,9.30232558139535
SAL10387,Black Range (NSW),Scotland,12,311,330,3.6363636363636362
SAL12345,Lindendale,England,12,317,350,3.428571428571429
SAL14515,Yatte Yattah,Netherlands,12,248,275,4.363636363636364
SAL11673,Glenmore (NSW),England,11,136,151,7.28476821192053
SAL10883,Charles Sturt University,India,11,498,540,2.037037037037037
SAL10875,Central Mangrove,England,11,290,312,3.5256410256410255
SAL10918,Clarence,England,11,240,254,4.330708661417323
SAL10267,Bellawongarah,England,11,130,159,6.918238993710692
SAL14078,Urliup,New_Zealand,11,247,264,4.166666666666666
SAL12978,Nobbys Creek,England,11,348,381,2.8871391076115485
