Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly
Fullerton Cove,SAL11578,3291.812865497076,0.4101161995898838,1887.2347915242651,56.33116883116884,16.131237183868762,912.5085440874916,6428.571428571429,10.0,17.620137299771166,548,69,2.1,39.65192622044313,735,1873,300,0.7887422796181921,1062
Chinderah,SAL10904,3403.184135219479,0.3417634996582365,1906.597274606932,55.02392344497607,5.536568694463432,669.8564593301436,6785.714285714286,50.33863180652171,13.071895424836605,521,62,1.8,110.15895419565145,1639,1950,245,0.8637236084452976,719
Tumut,SAL13984,3460.446196067673,55.09227614490773,3155.0375748535525,90.1742993848257,25.495557074504443,2488.038277511962,9571.428571428572,54.13521080313107,21.40597539543058,655,42,2.3,224.0563240939322,6613,1300,245,0.4580152671755725,1242
Kincumber South,SAL12150,3472.579079899365,0.1367053998632946,1750.2463171129143,49.40191387559808,38.106630211893375,1001.3670539986329,5714.285714285715,65.55188852218555,26.77165354330709,556,68,1.7,566.5566556655666,721,2006,310,0.832595462091865,721
Tolland,SAL13905,3564.8774043294657,63.63636363636363,3275.8372418540307,90.892002734108,27.204374572795626,2676.008202323992,9809.52380952381,83.2834426936156,22.253521126760564,666,34,2.5,1656.688538723119,3459,1300,220,0.4504504504504504,1207
Smithtown,SAL13580,3594.679644760888,58.16814764183186,3235.0396860434234,88.99521531100478,1.6404647983595353,2597.402597402597,9785.714285714286,59.32130636376521,8.59375,662,43,2.4,379.6391909129563,625,1244,320,0.4336509412038113,1178
Girards Hill,SAL11635,3656.794023315972,50.92276144907724,3165.65134278865,85.56903622693096,64.73000683526999,2826.384142173616,9142.857142857143,84.01874914465581,40.83224967490247,677,47,2.1,1803.7498289311616,1318,1463,290,0.4986933303033746,1237
Merimbula,SAL12586,3684.013991808372,45.249487354750514,3102.025397285644,83.20232399179767,47.50512645249487,3301.4354066985647,8357.142857142859,53.7168203640765,31.252911038658592,708,54,2.0,211.5046109222952,3821,1517,310,0.4944589308996088,1146
Littleton,SAL12369,3769.416487190698,61.65413533834586,3324.0172881881986,87.18386876281613,7.723855092276145,3417.6349965823647,9142.857142857143,71.30231314346838,14.156626506024098,713,47,2.1,739.0693943040513,737,1395,300,0.451505016722408,1161
Junee,SAL12054,3811.639639551518,79.97265892002734,3561.538240235901,92.43848257006152,3.349282296650718,3687.628161312372,9785.714285714286,52.10957149748644,11.809815950920246,729,39,2.4,163.28714492459332,5066,1251,260,0.396011396011396,1354
Tomakin,SAL13908,3824.3999363762114,40.73820915926179,3093.123955377193,79.87867395762132,34.859876965140124,2925.4955570745046,8785.714285714286,57.258358244854485,25.341426403641883,685,54,2.2,317.75074734563447,1233,1517,350,0.5110612015721504,1260
Springdale Heights,SAL13638,3846.647460385897,49.69241285030759,3211.359039758117,82.48462064251538,18.318523581681475,2501.708817498291,9785.714285714286,59.48177337036337,18.51851851851852,656,37,2.4,384.4532011109011,2644,1517,253,0.5336538461538461,1202
Abermain,SAL10010,3894.7167951503966,56.664388243335615,3318.708679657101,84.21052631578948,3.007518796992481,2699.931647300068,10000.0,52.17953218655329,11.598440545808966,667,37,2.7,165.38596559659868,2544,1430,320,0.4947526236881559,1449
Telarah,SAL13795,3896.4256505328754,56.9377990430622,3321.8293744055923,84.25324675324676,13.328776486671224,3041.6951469583046,9571.428571428572,83.10036343304445,16.34050880626223,689,36,2.3,1620.07268660889,2318,1500,300,0.5024003572624763,1311
Beresfield,SAL10301,3919.2136276310152,46.958304853041696,3197.936339065388,80.59637730690362,13.19207108680793,2638.414217361586,9571.428571428572,63.982064491509256,16.323529411764707,664,39,2.3,519.4619347452776,3267,1484,350,0.515755329008341,1257
Mollymook,SAL12680,3988.491359002719,44.15584415584416,3177.4481349107746,78.66541353383458,43.0622009569378,3130.553656869447,8857.142857142859,73.85108851429742,29.17933130699088,697,55,2.3,815.5326554289223,1195,1517,375,0.502262443438914,1346
Oxley Vale,SAL13122,4014.9166671298262,73.68421052631578,3542.2240346419408,87.22658920027341,31.85235816814764,3728.63978127136,9619.04761904762,62.096586987891335,23.95577395577396,731,33,2.6,462.89760963674007,3935,1305,335,0.4119751657371356,1381
Raymond Terrace,SAL13340,4046.5673687707854,48.39371155160629,3257.9431116389155,79.51127819548871,9.569377990430622,2488.038277511962,10000.0,57.73876658798587,15.069482042952536,655,37,2.5,332.16299763957613,13453,1517,325,0.5344685848502642,1297
Erowal Bay,SAL11439,4068.789521669472,39.16609706083391,3145.816740701291,76.3157894736842,36.29528366370472,2447.0266575529736,9571.428571428572,53.08676986096341,26.06232294617564,652,49,2.3,192.60309582890227,652,1517,370,0.5369277961302501,1407
Lilli Pilli (Eurobodalla - NSW),SAL12330,4112.5079856194,40.66985645933015,3177.50975856764,76.26452494873547,61.03896103896104,3598.76965140123,8285.714285714286,54.25735604674081,38.961038961038966,725,59,2.3,227.7206814022244,647,1566,390,0.4984615384615385,1355
Junction Hill,SAL12053,4151.861443542987,47.91524265208476,3278.509017061007,77.9647983595352,33.08270676691729,2713.602187286398,9785.714285714286,53.83318277627221,24.324324324324326,668,47,2.4,214.9954832881662,1547,1528,350,0.5278673422385998,1340
