SAL_CODE,Suburb_Name,Top_Non_Australia_Country,Top_Non_Australia_Count,Australia_Count,Total_Population,Percentage_Non_Aus,SAL_CODE_2021,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,Total_Population_G01,Tertiary_Total,Tertiary_Percentage,Unemployment_Rate
SAL12344,Linden (NSW),England,64,569,676,9.467455621301776,SAL12344,47,911,2039,2.5,471,126,42.567567567567565,1.6
SAL13477,Safety Beach (NSW),England,64,1364,1564,4.092071611253197,SAL13477,46,787,1837,2.7,1103,239,41.278065630397236,4.0
SAL12528,Maryville,England,64,2132,2399,2.6677782409337225,SAL12528,39,1021,2067,2.3,1671,542,53.189401373895976,4.1
SAL11948,Horsfield Bay,England,63,561,706,8.923512747875353,SAL11948,46,911,2083,2.6,501,123,40.728476821192054,5.1
SAL13204,Phegans Bay,England,63,451,570,11.052631578947368,SAL13204,48,944,2075,2.4,406,131,47.985347985347985,5.9
SAL10063,Annangrove,England,63,1810,2120,2.9716981132075477,SAL10063,44,899,2650,3.5,1472,254,33.246073298429316,3.7
SAL13969,Tuggerawong,England,63,1608,1760,3.5795454545454546,SAL13969,43,717,1477,2.5,1285,140,21.671826625387,5.9
SAL11662,Glendale (NSW),England,63,4228,4552,1.384007029876977,SAL11662,36,736,1514,2.5,3260,434,27.767114523352525,5.6
SAL13786,Tarro,England,62,2206,2381,2.6039479210415792,SAL13786,45,623,1167,2.3,1703,111,16.64167916041979,6.5
SAL11073,Corindi Beach,England,62,2212,2500,2.48,SAL11073,39,734,1550,2.7,1802,223,25.084364454443193,4.6
SAL13096,One Mile (NSW),England,61,567,648,9.41358024691358,SAL13096,54,644,1542,2.6,501,81,26.644736842105267,0.9
SAL10074,Arcadia Vale,England,61,1867,2049,2.977061981454368,SAL10074,45,748,1550,2.5,1431,155,20.945945945945947,5.0
SAL10102,Ashmont,England,61,4609,4927,1.2380759082606048,SAL10102,36,577,994,2.3,3747,201,13.814432989690722,9.2
SAL12268,Lakewood,England,61,1561,1692,3.605200945626478,SAL12268,58,497,1036,2.2,1249,123,19.309262166405023,5.1
SAL13151,Pambula,England,61,1247,1378,4.426705370101597,SAL13151,54,507,1117,2.2,1002,113,24.04255319148936,2.7
SAL11051,Coorabell,England,61,457,593,10.286677908937603,SAL11051,48,836,2107,2.7,481,145,47.23127035830619,2.7
SAL10268,Bellbird,England,61,3155,3338,1.8274415817855003,SAL10268,34,643,1427,2.7,2338,109,11.225540679711637,6.4
SAL12287,Largs,England,60,2668,2810,2.135231316725979,SAL12287,39,828,2065,2.8,1962,252,26.41509433962264,3.0
SAL13086,Old Erowal Bay,England,60,1260,1422,4.219409282700422,SAL13086,40,579,1246,2.4,1080,99,19.603960396039604,6.7
SAL12793,Mount Ousley,England,60,1925,2318,2.588438308886972,SAL12793,42,832,2293,2.8,1611,432,48.10690423162583,3.6
SAL14514,Yattalunga (NSW),England,59,723,831,7.099879663056559,SAL14514,41,760,1896,2.7,580,103,32.802547770700635,4.9
SAL13338,Raworth,England,59,2769,2979,1.98053037932192,SAL13338,36,925,2203,2.9,2094,291,28.55740922473013,4.1
SAL14423,Woollamia,England,59,798,893,6.606942889137738,SAL14423,51,712,1625,2.5,653,111,28.388746803069054,6.6
SAL11761,Green Point (Mid-Coast - NSW),England,59,614,706,8.356940509915015,SAL11761,54,607,1174,2.2,522,77,26.82926829268293,4.5
SAL13835,The Entrance North,England,59,1993,2251,2.621057307863172,SAL13835,46,688,1331,2.3,1619,195,23.579201934703747,7.0
SAL12398,Lorn,England,59,1954,2106,2.801519468186135,SAL12398,43,895,1935,2.5,1465,346,41.83796856106409,3.5
SAL10811,Carey Bay,England,59,998,1144,5.1573426573426575,SAL10811,54,714,1266,2.1,865,168,34.146341463414636,5.8
SAL14120,Wallaga Lake,England,59,644,765,7.712418300653595,SAL14120,62,563,915,2.0,587,119,36.06060606060606,5.0
SAL11477,Ewingsdale,England,58,1009,1255,4.621513944223107,SAL11477,42,958,2553,3.0,1025,257,41.31832797427653,4.9
SAL10493,Booragul,England,58,1925,2090,2.77511961722488,SAL10493,51,613,1114,2.3,1623,153,18.21428571428571,5.4
SAL10480,Boolaroo,England,58,2069,2254,2.5732031943212066,SAL10480,39,768,1504,2.4,1636,197,24.08312958435208,3.7
SAL13713,Surfside,England,58,1732,1958,2.96220633299285,SAL13713,47,607,1168,2.4,1456,116,16.500711237553343,5.0
SAL13376,Richmond Hill (NSW),England,58,1091,1219,4.757998359310911,SAL13376,52,882,2006,2.6,850,215,42.23968565815324,3.0
SAL12374,Lloyd,India,57,1927,2202,2.588555858310627,SAL12374,32,1086,2247,2.7,1509,257,35.013623978201636,2.3
SAL11502,Federal (NSW),England,57,788,994,5.734406438631791,SAL11502,47,797,1910,2.5,784,215,42.74353876739563,6.1
SAL10535,Bowraville,England,57,1350,1471,3.8749150237933376,SAL10535,46,521,947,2.3,1157,83,15.719696969696969,9.1
SAL10174,Bangalee (NSW),England,57,1067,1162,4.905335628227195,SAL10174,46,851,2181,2.9,818,159,35.4120267260579,2.2
SAL10710,Burringbar,England,56,981,1122,4.991087344028521,SAL10710,45,657,1482,2.6,878,138,28.991596638655466,4.9
SAL11162,Cundletown,England,56,2662,2781,2.0136641495864795,SAL11162,46,640,1305,2.5,2050,158,17.007534983853606,4.9
SAL13968,Tuggerah,England,56,1056,1307,4.284621270084163,SAL13968,35,783,1569,2.5,925,150,32.25806451612903,4.8
SAL10089,Arrawarra,England,56,583,701,7.988587731811697,SAL10089,66,506,718,1.9,591,41,14.13793103448276,10.6
SAL14333,Windale,England,55,4047,4238,1.2977819726285984,SAL14333,37,462,775,2.3,3421,99,8.361486486486488,13.8
SAL14236,Welby,England,55,950,1058,5.198487712665406,SAL14236,42,664,1357,2.5,764,91,24.93150684931507,4.7
SAL11289,Doyalson North,England,55,399,487,11.293634496919918,SAL11289,72,478,691,1.6,383,12,7.100591715976331,6.9
SAL11858,Harden,England,55,2375,2546,2.16025137470542,SAL11858,52,550,973,2.1,1900,141,17.713567839195978,4.9
SAL12104,Kendall,England,55,1528,1651,3.3313143549364024,SAL12104,48,642,1381,2.6,1153,117,21.119133574007222,5.9
SAL10609,Brownsville,England,54,655,765,7.0588235294117645,SAL10609,44,685,1160,2.1,524,38,16.450216450216452,6.8
SAL14211,Wattle Ponds,New_Zealand,54,1646,1771,3.0491247882552237,SAL14211,39,889,2775,3.2,1193,140,24.390243902439025,2.1
SAL11598,Gateshead,England,54,4076,4338,1.2448132780082988,SAL11598,35,611,1232,2.5,3121,228,17.798594847775178,7.8
SAL10810,Cardiff South,England,54,3852,4148,1.3018322082931533,SAL10810,38,805,1688,2.5,2931,375,26.464361326746648,3.7
SAL10424,Boat Harbour (Port Stephens - NSW),England,54,1284,1405,3.8434163701067616,SAL10424,47,755,1741,2.6,993,193,32.71186440677966,5.4
SAL12100,Kembla Grange,India,54,1781,2028,2.6627218934911245,SAL12100,29,1106,2574,3.0,1452,258,35.294117647058826,4.5
SAL11253,Diamond Beach,England,53,1227,1339,3.958177744585512,SAL11253,50,700,1331,2.4,1012,193,31.5359477124183,5.2
SAL12265,Lakelands (NSW),England,53,1841,2082,2.5456292026897214,SAL12265,43,939,2315,2.8,1445,358,45.14501891551072,2.9
SAL11238,Denhams Beach,England,53,655,761,6.964520367936925,SAL11238,61,629,1323,2.3,650,85,22.36842105263158,2.5
SAL12735,Morisset Park,England,52,1361,1512,3.439153439153439,SAL12735,38,794,1858,2.9,1085,155,28.49264705882353,4.5
SAL12585,Merewether Heights,England,52,1992,2146,2.423112767940354,SAL12585,41,1159,3022,2.9,1495,471,55.41176470588235,3.9
SAL12223,Kurmond,England,52,1034,1193,4.358759430008382,SAL12223,43,825,1941,2.9,850,128,29.357798165137616,3.2
SAL11374,Ebenezer (NSW),England,52,1426,1525,3.4098360655737707,SAL11374,38,836,2261,3.3,1081,101,18.94934333958724,2.1
SAL10045,Alstonvale,England,51,516,591,8.629441624365482,SAL10045,53,844,2038,2.6,431,100,36.36363636363637,2.5
SAL14122,Wallalong,England,51,1471,1563,3.262955854126679,SAL14122,39,922,2547,3.2,1049,145,27.410207939508506,2.4
SAL11635,Girards Hill,England,51,1645,1833,2.782324058919804,SAL11635,47,677,1237,2.1,1318,327,42.745098039215684,7.1
SAL14339,Windermere Park,England,51,922,1014,5.029585798816568,SAL14339,38,720,1446,2.5,722,74,21.700879765395893,6.5
SAL13366,Repton,England,50,861,938,5.330490405117271,SAL13366,49,685,1480,2.5,667,159,41.732283464566926,5.0
SAL11538,Floraville,England,50,2422,2586,1.9334880123743232,SAL11538,40,885,2128,2.8,1814,329,35.72204125950054,2.6
SAL11564,Frederickton,England,50,1905,2039,2.4521824423737124,SAL11564,49,565,1114,2.4,1452,87,14.309210526315788,6.4
SAL11503,Fennell Bay,England,50,2246,2481,2.015316404675534,SAL11503,45,700,1375,2.4,1780,227,24.972497249724974,5.2
SAL10527,Bowenfels,England,50,2400,2605,1.919385796545105,SAL10527,41,497,917,2.3,2049,104,13.577023498694519,10.9
SAL12330,Lilli Pilli (Eurobodalla - NSW),England,50,763,874,5.720823798627003,SAL12330,59,725,1355,2.3,647,150,38.759689922480625,3.5
SAL11408,Ellis Lane,England,50,1063,1235,4.048582995951417,SAL11408,44,875,2269,3.1,852,141,34.14043583535109,3.5
SAL14444,Woy Woy Bay,England,50,490,579,8.635578583765112,SAL14444,47,974,2416,2.4,423,107,42.125984251968504,1.4
SAL11611,Gerroa,England,49,670,785,6.24203821656051,SAL11611,56,905,1919,2.2,571,181,50.13850415512465,2.7
SAL11323,Dungog,England,49,2680,2790,1.756272401433692,SAL11323,52,582,1045,2.2,1983,199,22.160356347438753,4.5
SAL10248,Beechwood,England,49,1229,1300,3.769230769230769,SAL10248,37,715,1516,2.8,914,98,21.826280623608017,5.2
SAL11522,Fingal Head,England,49,732,829,5.910735826296743,SAL11522,46,794,1614,2.6,615,148,42.65129682997118,5.5
SAL12361,Little Hartley,England,49,718,811,6.041923551171394,SAL12361,49,752,1843,2.6,629,125,30.78817733990148,1.0
SAL13895,Tintenbar,England,49,749,875,5.6000000000000005,SAL13895,46,779,1896,2.9,618,155,45.32163742690059,1.9
SAL12752,Mossy Point,England,49,755,857,5.717619603267211,SAL12752,54,831,1759,2.4,608,179,46.253229974160206,2.3
SAL10413,Blue Bay,England,48,1245,1406,3.41394025604552,SAL10413,52,731,1323,2.1,1060,188,31.385642737896497,6.3
SAL13523,Scotts Head,England,48,1224,1352,3.5502958579881656,SAL13523,54,581,1212,2.2,986,189,33.04195804195804,3.6
SAL14094,Vineyard,England,48,1213,1490,3.2214765100671143,SAL14094,50,640,1214,2.4,1143,98,17.594254937163374,4.0
SAL14430,Woolwich,England,48,881,1120,4.285714285714286,SAL14430,52,1288,2931,2.4,833,359,66.85288640595903,1.1
SAL10235,Bawley Point,England,47,1022,1160,4.051724137931034,SAL10235,56,666,1240,2.2,844,198,39.285714285714285,3.4
SAL13463,Russell Vale,England,47,2091,2265,2.075055187637969,SAL13463,39,769,1715,2.7,1593,224,29.82689747003995,3.0
SAL10448,Bolton Point,New_Zealand,47,2656,2900,1.6206896551724137,SAL10448,43,623,1217,2.5,2124,235,23.882113821138212,8.5
SAL12350,Linley Point,China,47,381,532,8.834586466165414,SAL12350,47,1361,3833,3.0,382,162,75.0,3.1
SAL13597,South Golden Beach,New_Zealand,47,981,1163,4.041272570937231,SAL13597,40,785,1620,2.5,887,199,39.6414342629482,4.0
SAL12966,Newrybar,England,46,587,703,6.543385490753911,SAL12966,47,853,1843,2.6,532,125,41.118421052631575,5.6
SAL12985,Nords Wharf,England,46,1172,1275,3.607843137254902,SAL12985,44,752,1679,2.6,895,133,27.708333333333336,4.6
SAL12655,Mirador,England,46,629,723,6.36237897648686,SAL12655,52,826,1662,2.5,519,114,38.64406779661017,1.4
SAL11895,Heddon Greta,England,46,3831,4001,1.1497125718570358,SAL11895,33,907,2130,2.9,2838,209,16.114109483423285,3.5
SAL11792,Grose Wold,England,46,880,943,4.878048780487805,SAL11792,42,914,2409,3.1,668,107,31.1046511627907,1.4
SAL12546,Mayfield West,New_Zealand,46,2507,2808,1.638176638176638,SAL12546,34,808,1592,2.3,1993,365,35.505836575875485,5.1
SAL12544,Mayfield East,England,46,2310,2560,1.7968749999999998,SAL12544,36,903,1809,2.2,1794,479,47.61431411530815,4.1
SAL11839,Hallidays Point,England,46,844,930,4.946236559139785,SAL11839,51,654,1454,2.7,656,102,27.419354838709676,2.8
SAL12555,McLeans Ridges,England,45,1048,1134,3.968253968253968,SAL12555,45,842,2305,2.9,808,221,45.102040816326536,3.0
SAL10858,Cattai,England,45,1379,1534,2.9335071707953064,SAL10858,40,969,2878,3.3,1077,143,25.265017667844525,1.5
SAL12661,Mitchell (NSW),New_Zealand,45,1693,1884,2.388535031847134,SAL12661,30,461,779,1.7,1179,41,4.638009049773756,9.7
SAL12633,Millingandi,England,45,615,695,6.474820143884892,SAL12633,62,565,859,2.0,519,74,26.714801444043324,3.8
SAL10575,Broadmeadow,China,45,1982,2314,1.944684528954192,SAL10575,34,886,1653,2.2,1688,407,42.00206398348813,5.9
SAL12252,Lake Conjola,England,45,815,924,4.870129870129871,SAL12252,66,507,869,1.9,687,83,21.22762148337596,5.3
SAL11349,East Branxton,England,45,2484,2625,1.7142857142857144,SAL11349,33,907,2024,2.7,1881,141,16.1697247706422,4.5
SAL11186,Daceyville,England,45,932,1302,3.4562211981566824,SAL11186,56,450,651,1.8,1146,175,31.818181818181817,11.6
SAL12563,Medlow Bath,England,44,627,786,5.597964376590331,SAL12563,52,745,1312,2.1,569,174,44.61538461538462,3.7
SAL11773,Greenleigh,England,44,840,968,4.545454545454546,SAL11773,50,1335,3263,2.7,676,223,54.791154791154796,1.3
SAL12983,Norah Head,England,44,1487,1601,2.7482823235477825,SAL12983,51,811,1711,2.5,1149,203,32.532051282051285,2.9
SAL11129,Croudace Bay,England,43,853,942,4.564755838641188,SAL11129,41,766,2010,2.8,641,102,33.442622950819676,4.2
SAL13390,Robin Hill,England,43,1268,1361,3.159441587068332,SAL13390,48,1056,2708,2.9,925,224,42.994241842610364,1.2
SAL14018,Uki,England,43,683,796,5.402010050251256,SAL14018,48,640,1283,2.5,685,128,32.48730964467005,7.4
SAL11479,Failford,England,43,925,1003,4.287138584247258,SAL11479,58,510,1005,2.3,748,69,18.20580474934037,7.5
SAL10911,Chittaway Point,England,43,1193,1328,3.2379518072289155,SAL10911,44,806,1793,2.7,947,127,26.736842105263158,2.8
SAL12650,Minnamurra,England,43,998,1104,3.894927536231884,SAL12650,50,813,1577,2.5,804,207,42.592592592592595,1.8
SAL10146,Balcolyn,England,43,1302,1424,3.019662921348315,SAL10146,43,704,1525,2.5,1002,132,25.581395348837212,5.8
SAL10567,Brightwaters,England,43,1101,1246,3.451043338683788,SAL10567,50,752,1419,2.4,875,127,26.13168724279835,3.4
SAL10192,Barangaroo,China,43,113,283,15.19434628975265,SAL10192,40,2167,4591,1.8,220,113,66.86390532544378,2.4
SAL13539,Shanes Park,China,42,381,534,7.865168539325842,SAL13539,39,752,1531,2.9,384,19,12.837837837837837,4.2
SAL10705,Burrawang,England,42,480,545,7.706422018348624,SAL10705,54,985,1958,2.4,431,112,42.10526315789473,0.0
SAL10346,Bilambil,England,42,500,572,7.3426573426573425,SAL10346,45,643,1385,2.8,441,59,25.65217391304348,5.7
SAL14176,Warragamba,England,42,1592,1718,2.444703143189756,SAL14176,34,866,1548,2.5,1202,78,14.91395793499044,4.0
SAL10028,Aldavilla,England,42,2104,2331,1.8018018018018016,SAL10028,36,624,1222,2.5,1443,53,4.831358249772106,4.6
SAL13359,Regentville,England,41,1019,1146,3.5776614310645725,SAL13359,37,963,2187,2.8,829,96,23.587223587223587,3.1
SAL10856,Catherine Hill Bay,England,41,1207,1344,3.050595238095238,SAL10856,37,1082,2628,2.9,943,170,32.75529865125241,2.6
SAL11510,Fernhill,England,41,1082,1295,3.166023166023166,SAL11510,45,595,1107,2.3,987,162,34.10526315789474,4.3
SAL13609,South Murwillumbah,England,41,1332,1466,2.796725784447476,SAL13609,48,589,1292,2.4,1064,112,21.53846153846154,7.5
SAL11847,Hamilton North,England,41,1191,1309,3.132161955691368,SAL11847,36,967,1934,2.3,934,217,41.891891891891895,3.8
SAL12053,Junction Hill,England,40,2090,2180,1.834862385321101,SAL12053,47,668,1340,2.4,1547,188,25.23489932885906,4.2
SAL10144,Balaclava (NSW),England,39,695,770,5.0649350649350655,SAL10144,40,840,2023,2.9,574,89,29.47019867549669,2.0
SAL13264,Possum Creek,England,39,289,359,10.86350974930362,SAL13264,45,817,1649,2.5,277,62,37.80487804878049,5.6
SAL12396,Lord Howe Island,New_Zealand,39,498,587,6.643952299829642,SAL12396,46,961,1699,2.2,445,73,27.137546468401485,3.2
SAL13982,Tumbulgum,England,39,533,587,6.643952299829642,SAL13982,41,814,1985,2.6,454,63,24.5136186770428,3.8
SAL13205,Phillip Bay,England,38,731,967,3.929679420889349,SAL13205,44,845,2193,3.1,721,138,38.01652892561984,3.5
SAL13893,Tinonee,England,38,1532,1654,2.2974607013301087,SAL13893,46,662,1294,2.5,1202,142,24.027072758037225,4.5
SAL12470,Maloneys Beach,England,38,445,544,6.985294117647059,SAL12470,51,502,1095,2.4,408,48,24.0,5.8
SAL12059,Kalaru,England,38,1020,1106,3.4358047016274864,SAL12059,44,811,1458,2.5,820,166,36.32385120350109,4.0
SAL10010,Abermain,England,38,3574,3699,1.0273046769397134,SAL10010,37,667,1449,2.7,2544,125,12.15953307392996,7.0
SAL10095,Ashby (NSW),England,37,363,417,8.872901678657074,SAL10095,61,544,1113,2.0,316,43,22.75132275132275,9.4
SAL13112,Otford,England,37,462,530,6.981132075471698,SAL13112,40,1235,2750,2.9,396,120,51.724137931034484,4.2
SAL13117,Oxford Falls,England,37,284,359,10.30640668523677,SAL13117,73,602,961,2.1,265,49,33.33333333333333,2.6
SAL11144,Cudgen,New_Zealand,37,1217,1314,2.8158295281582952,SAL11144,39,826,1893,2.9,952,168,34.63917525773196,3.6
SAL10395,Blacksmiths,England,37,2504,2638,1.4025777103866566,SAL10395,50,636,1252,2.3,1881,197,21.41304347826087,5.7
SAL10079,Argenton,England,37,1753,1940,1.907216494845361,SAL10079,40,616,1318,2.3,1352,94,16.69626998223801,5.3
SAL10349,Bilgola Beach,England,37,259,363,10.192837465564738,SAL10349,54,1557,4299,2.5,251,100,59.171597633136095,1.8
SAL12450,Magenta (NSW),England,37,331,428,8.644859813084112,SAL12450,60,885,1843,2.1,332,86,39.81481481481482,4.6
SAL11512,Fernmount,England,37,526,580,6.379310344827586,SAL11512,46,769,1784,2.7,444,103,39.31297709923664,4.3
SAL12492,Manyana,England,36,842,930,3.870967741935484,SAL12492,55,573,1095,2.0,670,127,31.05134474327628,9.5
SAL12452,Maianbar,England,36,624,724,4.972375690607735,SAL12452,50,1122,2339,2.5,539,155,46.26865671641791,2.4
SAL10311,Berrambool,England,36,571,646,5.572755417956656,SAL10311,46,669,1136,2.2,486,83,31.92307692307692,4.1
SAL12715,Mooney Mooney,England,36,373,439,8.200455580865604,SAL12715,52,861,1978,2.4,350,81,35.526315789473685,2.3
SAL12947,New Berrima,England,36,726,774,4.651162790697675,SAL12947,37,757,1607,2.5,598,39,13.175675675675674,2.9
SAL13053,Nunderi,England,35,843,927,3.775620280474649,SAL13053,50,757,1803,2.7,696,135,33.415841584158414,4.6
SAL12209,Kotara South,England,35,1673,1799,1.9455252918287935,SAL12209,37,935,2230,2.8,1267,298,45.49618320610687,3.7
SAL12454,Main Arm,England,35,595,723,4.840940525587829,SAL12454,45,628,1403,2.8,640,123,30.445544554455445,5.3
SAL13455,Run-o-Waters,England,35,749,869,4.027617951668585,SAL13455,46,881,2229,2.9,605,92,29.02208201892745,2.2
SAL14409,Woodrising,England,35,1526,1638,2.1367521367521367,SAL14409,36,718,1634,2.8,1176,109,19.818181818181817,6.6
SAL11278,Dooralong,England,35,434,498,7.028112449799197,SAL11278,42,806,2833,3.1,350,62,35.42857142857142,2.8
SAL13241,Pleasure Point,India,35,661,849,4.122497055359246,SAL13241,39,1218,3276,3.5,606,141,46.381578947368425,2.8
SAL13696,Stuarts Point,England,35,933,1013,3.455083909180652,SAL13696,55,478,777,2.0,766,77,20.754716981132077,9.1
SAL11846,Hamilton East,England,35,1272,1429,2.44926522043387,SAL11846,43,1082,2297,2.6,997,334,58.289703315881326,3.9
SAL12658,Mirrabooka (NSW),England,35,1013,1117,3.133393017009848,SAL12658,42,727,1557,2.5,809,98,22.528735632183906,5.7
SAL13669,Stanwell Tops,England,34,674,721,4.715672676837725,SAL13669,38,962,2663,3.0,517,114,37.01298701298701,3.1
SAL11526,Fishermans Paradise,England,34,578,670,5.074626865671641,SAL11526,50,502,1016,2.2,491,37,15.481171548117153,7.1
SAL14493,Yarramalong,England,34,402,469,7.249466950959488,SAL14493,44,1077,2571,2.8,329,66,34.375,1.6
SAL13317,Raglan (NSW),England,34,1709,1813,1.8753447324875896,SAL13317,38,776,1785,2.9,1272,87,15.425531914893616,3.8
SAL12590,Meroo Meadow,England,34,629,677,5.022156573116692,SAL12590,50,877,2116,2.6,474,88,32.234432234432234,2.1
SAL11898,Henley,China,34,479,626,5.431309904153355,SAL11898,46,1341,3353,2.9,455,182,66.18181818181819,2.2
SAL14479,Yanderra,England,33,892,968,3.4090909090909087,SAL14479,35,785,2059,3.0,702,61,19.365079365079367,5.4
SAL13006,North Macksville,England,33,836,898,3.6748329621380846,SAL13006,53,545,916,2.3,669,59,18.789808917197455,7.6
SAL11931,Holmesville,England,33,1946,2028,1.6272189349112427,SAL11931,38,743,1884,2.9,1413,102,16.346153846153847,4.2
SAL14328,Wilsons Creek,England,33,425,544,6.066176470588236,SAL14328,47,581,1347,2.6,466,109,34.82428115015975,11.5
SAL10545,Brandy Hill,England,33,927,1004,3.286852589641434,SAL10545,48,843,2384,3.0,713,128,32.323232323232325,3.1
SAL11224,Dawes Point,England,33,331,508,6.496062992125983,SAL11224,55,2468,4708,2.1,385,227,76.6891891891892,1.3
SAL13107,Orient Point,England,33,769,846,3.900709219858156,SAL13107,52,545,985,2.3,629,54,18.0,9.6
SAL11718,Goonengerry,England,32,420,510,6.2745098039215685,SAL11718,51,546,1300,2.3,422,109,39.63636363636363,5.1
SAL12833,Mullaway,England,32,756,843,3.795966785290629,SAL12833,40,743,1760,2.7,607,104,30.23255813953488,3.0
SAL12180,Kirkham,England,32,863,989,3.235591506572296,SAL12180,45,1009,3416,3.4,690,133,37.6770538243626,2.1
SAL11976,Hyland Park,England,32,541,601,5.324459234608985,SAL11976,49,533,989,2.2,440,67,28.03347280334728,7.7
SAL11437,Erina Heights,England,32,560,639,5.007824726134586,SAL11437,41,980,2819,3.2,454,91,38.559322033898304,2.4
SAL11128,Crosslands,England,32,796,859,3.725261932479627,SAL11128,41,674,1389,2.8,626,52,19.18819188191882,4.0
SAL11859,Hardys Bay,England,32,295,333,9.60960960960961,SAL11859,59,1007,2068,2.3,233,88,52.071005917159766,4.2
SAL13934,Toowoon Bay,England,32,635,724,4.41988950276243,SAL13934,58,654,1168,2.0,543,77,26.923076923076923,2.3
SAL11276,Doonbah,England,32,351,403,7.94044665012407,SAL11276,68,531,876,2.0,298,34,25.563909774436087,3.6
SAL12649,Minmi,England,32,957,1009,3.171456888007929,SAL12649,35,784,1899,2.9,700,71,23.278688524590162,3.6
SAL13188,Pelaw Main,England,32,1507,1579,2.026599113362888,SAL13188,39,626,1174,2.4,1080,67,15.58139534883721,7.0
SAL13152,Pambula Beach,England,32,858,894,3.5794183445190155,SAL13152,54,822,1414,2.1,667,161,39.6551724137931,2.9
SAL13349,Redbank (NSW),England,32,519,567,5.64373897707231,SAL13349,48,793,1833,2.7,404,72,32.0,1.5
SAL14226,Wedderburn (NSW),England,32,800,889,3.59955005624297,SAL14226,39,781,2062,3.4,665,89,24.72222222222222,3.3
SAL10004,Abercrombie,England,32,1493,1602,1.9975031210986267,SAL10004,39,1029,2202,2.8,1127,231,38.18181818181819,1.7
SAL14501,Yarravel,England,32,1590,1686,1.8979833926453145,SAL14501,47,605,1326,2.7,1182,81,14.516129032258066,6.5
SAL10549,Bray Park (NSW),England,31,1016,1090,2.8440366972477067,SAL10549,41,533,1014,2.5,822,77,20.0,6.9
SAL13795,Telarah,England,31,3104,3248,0.9544334975369458,SAL13795,36,689,1311,2.3,2318,171,16.78115799803729,6.4
SAL11511,Fernleigh,England,31,368,411,7.542579075425791,SAL11511,50,805,2024,2.8,298,71,45.22292993630573,5.7
SAL10693,Buronga,England,31,1489,1596,1.9423558897243107,SAL10693,38,772,1381,2.6,1252,133,22.696245733788395,4.8
SAL11412,Eltham (NSW),England,31,405,451,6.873614190687362,SAL11412,48,873,1978,2.8,332,88,46.31578947368421,3.3
SAL12263,Lake Tabourie,England,30,827,917,3.271537622682661,SAL12263,53,571,983,2.2,689,67,18.059299191374663,9.2
SAL10168,Balmoral (Wingecarribee - NSW),England,30,559,617,4.862236628849271,SAL10168,43,905,2147,3.0,469,61,23.828125,3.3
SAL13843,The Junction,England,30,1215,1382,2.170767004341534,SAL13843,43,968,1916,2.4,994,345,55.91572123176661,3.8
SAL12011,Jaspers Brush,England,30,428,495,6.0606060606060606,SAL12011,55,847,1890,2.5,362,100,43.47826086956522,2.3
SAL10369,Binjura,England,30,398,451,6.651884700665188,SAL10369,48,928,2042,2.6,339,78,40.0,1.7
SAL13643,Springvale (NSW),England,29,2554,2686,1.0796723752792257,SAL13643,41,1148,3185,3.4,1851,399,41.21900826446281,1.6
SAL13153,Pampoolah,England,29,546,587,4.940374787052811,SAL13153,51,554,1288,2.8,423,41,19.617224880382775,3.0
SAL10485,Boomerang Beach,England,29,514,575,5.043478260869565,SAL10485,46,757,1454,2.3,423,103,39.922480620155035,5.8
SAL13740,Tacoma South,England,29,323,361,8.033240997229916,SAL13740,43,860,1781,2.6,257,25,19.53125,4.6
SAL13804,Tennyson (NSW),England,29,483,554,5.234657039711191,SAL13804,47,884,2133,2.8,379,51,26.842105263157894,4.0
SAL13861,Theresa Park,England,29,736,840,3.452380952380953,SAL13861,40,900,2522,3.4,600,85,30.685920577617328,2.5
SAL11102,Crabbes Creek,England,29,376,431,6.728538283062645,SAL11102,47,669,1420,2.7,343,41,20.5,4.0
SAL14172,Warnervale,New_Zealand,29,876,1004,2.888446215139442,SAL14172,34,744,1929,3.1,701,59,17.771084337349397,7.9
SAL13946,Townsend,England,28,1282,1384,2.023121387283237,SAL13946,42,575,1044,2.4,991,86,20.52505966587112,3.1
SAL10133,Badgerys Creek,China,28,132,187,14.97326203208556,SAL10133,40,490,1271,3.0,168,14,25.925925925925924,1.8
SAL11177,Currarong,England,28,596,663,4.223227752639517,SAL11177,61,632,1197,2.0,479,98,32.666666666666664,4.2
SAL13486,Sancrox,England,28,768,859,3.259604190919674,SAL13486,45,765,2050,2.9,602,89,28.617363344051448,4.1
SAL12406,Lovett Bay,England,28,119,158,17.72151898734177,SAL12406,59,1149,2437,2.2,117,63,64.94845360824742,6.3
SAL14284,Whale Beach,England,28,353,412,6.796116504854369,SAL14284,60,1758,3285,2.2,315,135,62.7906976744186,0.0
SAL11049,Coopers Shoot,England,28,424,522,5.363984674329502,SAL11049,46,890,1954,2.7,409,133,50.57034220532319,1.6
SAL13611,South Pambula,England,27,631,678,3.982300884955752,SAL13611,42,762,1608,2.7,493,49,20.851063829787233,2.1
SAL10278,Belmont South,New_Zealand,27,1391,1497,1.8036072144288575,SAL10278,48,643,1239,2.3,1053,104,21.311475409836063,9.0
SAL11697,Gol Gol,England,27,2597,2710,0.996309963099631,SAL11697,37,932,2104,2.9,1956,241,27.417519908987487,2.6
