SAL_CODE,Suburb_Name,Top_Non_Australia_Country,Top_Non_Australia_Count,Australia_Count,Total_Population,Percentage_Non_Aus,SAL_CODE_2021,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,Total_Population_G01,Tertiary_Total,Tertiary_Percentage,Unemployment_Rate
SAL12117,Kew (NSW),England,145,2157,2431,5.964623611682436,SAL12117,63,542,1107,2.3,1761,210,23.1023102310231,3.3
SAL14375,Wollongbar,England,143,4197,4659,3.069328182013308,SAL14375,40,792,1639,2.6,3261,589,34.91404860699466,2.9
SAL14438,Woronora,England,143,2527,2913,4.909028492962582,SAL14438,44,1027,2614,2.9,2043,506,42.700421940928265,2.2
SAL10228,Batehaven,England,142,2131,2542,5.586152635719905,SAL10228,54,595,1128,2.0,1911,218,22.827225130890053,5.3
SAL11848,Hamilton South,England,142,4685,5319,2.6696747508930248,SAL11848,44,770,1426,2.3,4057,1023,45.40612516644474,7.1
SAL12471,Malua Bay,England,142,2434,2841,4.998240056318197,SAL12471,52,716,1423,2.3,2071,346,29.750644883920895,3.8
SAL14503,Yarrawarrah,England,141,3514,3993,3.5311795642374157,SAL14503,42,1020,2724,3.0,2775,628,40.38585209003215,2.0
SAL13494,Sandy Beach,India,141,3529,4064,3.4694881889763782,SAL13494,35,763,1567,2.7,2913,397,26.970108695652172,6.3
SAL10904,Chinderah,England,140,1858,2233,6.269592476489027,SAL10904,62,521,719,1.8,1639,102,13.350785340314136,4.2
SAL12273,Lambton,England,139,6440,7355,1.8898708361658731,SAL12273,40,846,1628,2.4,5214,1241,44.64028776978417,4.0
SAL10398,Blackwall (NSW),England,139,2174,2570,5.408560311284047,SAL10398,45,732,1449,2.2,1941,288,27.852998065764023,4.8
SAL13869,Thrumster,England,139,2854,3302,4.209569957601453,SAL13869,32,882,1988,2.9,2382,362,31.099656357388316,3.7
SAL10117,Avondale (NSW),England,139,2033,2303,6.035605731654363,SAL10117,40,725,1524,2.4,1695,175,21.058965102286404,3.3
SAL14199,Watanobbi,England,139,4618,5306,2.6196758386732,SAL14199,35,639,1315,2.6,3980,340,19.439679817038307,6.6
SAL14159,Waratah (NSW),England,139,5587,6512,2.1345208845208843,SAL14159,41,785,1511,2.2,4927,1044,36.37630662020906,4.8
SAL13554,Shoal Bay (NSW),England,136,2057,2520,5.396825396825397,SAL13554,59,623,1007,2.0,1815,233,22.731707317073173,5.4
SAL10389,Blackalls Park,England,135,3706,4036,3.3448959365708624,SAL10389,43,683,1422,2.5,2812,310,22.35039653929344,4.5
SAL12993,North Boambee Valley,England,135,2550,3003,4.495504495504496,SAL12993,52,655,1414,2.4,2318,310,24.979854955680903,3.6
SAL14086,Valla Beach,England,134,1704,1948,6.878850102669405,SAL14086,55,597,1084,2.1,1455,309,36.56804733727811,3.8
SAL13787,Tascott,England,134,1869,2355,5.690021231422506,SAL13787,43,819,1882,2.5,1675,401,42.659574468085104,5.8
SAL10855,Catherine Field,China,133,2684,3675,3.619047619047619,SAL10855,33,885,2316,3.3,2609,378,31.818181818181817,4.2
SAL10618,Brunswick Heads,England,133,2107,2515,5.288270377733598,SAL10618,47,732,1280,2.2,1905,424,38.61566484517304,5.3
SAL11384,Edgeworth,England,133,8329,8980,1.4810690423162582,SAL11384,39,713,1435,2.4,6401,506,17.31690622861054,4.7
SAL11414,Emerald Beach,England,131,3237,3730,3.5120643431635385,SAL11414,41,811,1813,2.7,2677,545,37.45704467353952,4.5
SAL13621,Speers Point,England,130,4250,4750,2.736842105263158,SAL13621,45,851,1766,2.4,3400,659,35.184196476241326,3.7
SAL10103,Ashtonfield,England,130,5874,6619,1.964042906783502,SAL10103,39,891,2148,2.8,4589,733,32.54884547069272,3.6
SAL14442,Worrowing Heights,England,130,682,880,14.772727272727272,SAL14442,77,458,767,1.7,713,65,16.795865633074936,7.1
SAL11676,Glenning Valley,England,130,2556,2928,4.439890710382514,SAL11676,41,887,2252,2.9,2023,374,35.0187265917603,3.8
SAL10450,Bolwarra Heights,England,129,4583,4943,2.6097511632611776,SAL10450,36,979,2546,3.1,3436,646,36.97767601602748,3.2
SAL10771,Camden Park (NSW),England,129,2874,3221,4.004967401428128,SAL10771,39,1084,3219,3.3,2233,405,36.95255474452554,2.0
SAL12224,Kurnell,England,128,3217,3561,3.594495928110081,SAL12224,38,811,2161,3.1,2528,237,19.602977667493796,3.1
SAL12952,New Lambton Heights,England,128,3272,3748,3.4151547491995733,SAL12952,41,1087,2742,2.9,2610,857,57.55540631296172,3.4
SAL12906,Narellan,England,127,4149,4742,2.6781948544917755,SAL12906,36,768,1706,2.7,3358,332,22.7553118574366,3.8
SAL12777,Mount Hutton (NSW),England,127,4573,5108,2.486296006264683,SAL12777,43,710,1519,2.3,3712,474,26.421404682274247,3.8
SAL13712,Surf Beach (NSW),England,126,2127,2494,5.052125100240577,SAL13712,53,612,1099,2.1,1934,254,25.223435948361473,4.9
SAL12235,Kyle Bay,China,125,1095,1439,8.686587908269631,SAL12235,45,940,3069,3.1,1039,314,56.17173524150269,4.4
SAL12440,Maclean,England,125,3314,3686,3.391209983722192,SAL12440,56,525,965,2.1,2778,321,23.76017764618801,7.3
SAL10922,Clareville,England,125,851,1087,11.499540018399264,SAL10922,57,1223,2802,2.4,822,291,52.244165170556556,2.6
SAL12714,Moonee Beach,England,125,2786,3145,3.97456279809221,SAL12714,41,801,1875,2.8,2176,343,31.181818181818183,4.1
SAL13677,Stockton (NSW),England,123,5246,5692,2.1609276177090653,SAL13677,47,753,1535,2.3,4046,677,31.19815668202765,5.6
SAL10499,Boorooma,India,122,2023,2455,4.969450101832994,SAL10499,27,1060,2399,3.0,1741,428,47.188533627342885,2.8
SAL10910,Chittaway Bay,England,122,2474,2802,4.354032833690221,SAL10910,41,757,1693,2.6,1987,236,24.532224532224532,4.2
SAL13710,Sunshine Bay,England,121,1606,1909,6.338397066526978,SAL13710,56,605,1138,2.1,1439,169,22.807017543859647,4.9
SAL14342,Windradyne,England,121,4192,4559,2.6540908093880238,SAL14342,37,843,1567,2.5,3309,488,29.792429792429793,3.6
SAL12441,Macmasters Beach,England,121,1669,1966,6.154628687690742,SAL12441,49,958,2190,2.6,1399,428,48.63636363636364,2.7
SAL11364,East Ryde,China,121,2692,3550,3.408450704225352,SAL11364,43,1114,3240,3.0,2522,848,58.97079276773296,4.4
SAL10749,Calderwood,England,121,3825,4331,2.793812052643731,SAL10749,30,1126,2431,3.1,3013,456,30.707070707070706,2.0
SAL12153,King Creek,England,120,2413,2643,4.540295119182747,SAL12153,45,721,2088,3.0,1863,300,30.181086519114686,1.8
SAL14262,West Haven,England,120,1364,1590,7.547169811320755,SAL14262,67,524,940,2.0,1139,132,22.956521739130434,4.1
SAL12808,Mount Victoria,England,120,1078,1346,8.915304606240714,SAL12808,49,680,1197,2.1,945,261,45.629370629370634,5.2
SAL14319,Willmot,New_Zealand,120,2276,2920,4.10958904109589,SAL14319,32,475,1036,2.8,2382,101,12.546583850931677,13.9
SAL13427,Roseville Chase,England,120,1617,2370,5.063291139240507,SAL13427,45,1197,4026,3.1,1618,662,71.259418729817,3.4
SAL11924,Hobartville,England,119,3322,3823,3.112738686895109,SAL11924,35,826,1759,2.5,2712,321,25.355450236966824,4.5
SAL13668,Stanwell Park,England,119,1889,2218,5.365193868349865,SAL13668,45,1110,2798,2.9,1532,503,51.43149284253579,3.6
SAL13557,Shortland,China,118,5495,6320,1.8670886075949369,SAL13557,33,681,1344,2.3,4537,673,30.28802880288029,6.4
SAL12292,Laurieton,England,117,2452,2743,4.265402843601896,SAL12292,67,487,755,1.7,2012,174,18.16283924843424,9.6
SAL13245,Point Piper,England,117,1150,1732,6.755196304849885,SAL13245,52,1835,4530,2.2,1334,573,65.78645235361653,2.9
SAL13485,San Remo (NSW),England,116,5775,6207,1.868857741259868,SAL13485,34,658,1375,2.7,4434,224,12.705615428247304,7.1
SAL10942,Coal Point,England,116,2224,2531,4.583168708020545,SAL10942,52,901,2148,2.5,1749,471,42.58589511754069,3.1
SAL13180,Peakhurst Heights,China,116,2940,3586,3.2348020078081428,SAL13180,44,862,2105,2.9,2524,542,41.37404580152671,2.7
SAL12487,Mannering Park,England,115,3306,3569,3.22219108994116,SAL12487,41,653,1391,2.5,2554,161,14.825046040515655,5.7
SAL10605,Broulee,England,115,2324,2623,4.384292794510103,SAL10605,50,751,1355,2.3,1947,448,40.57971014492754,3.2
SAL10383,Black Head,England,115,1147,1350,8.518518518518519,SAL10383,65,598,1053,2.0,972,168,30.05366726296959,3.0
SAL10797,Canton Beach,England,114,1371,1565,7.284345047923322,SAL10797,61,526,710,1.8,1202,63,12.0,7.5
SAL11521,Fingal Bay,England,114,1926,2201,5.17946388005452,SAL11521,63,573,1114,2.1,1635,211,23.060109289617486,5.3
SAL14321,Willoughby East,England,112,2058,2688,4.166666666666666,SAL14321,42,1155,4536,3.2,1864,705,69.94047619047619,3.9
SAL11447,Estella,India,111,2914,3473,3.1960840771667143,SAL11447,34,916,1920,2.6,2541,520,38.80597014925373,3.2
SAL10475,Booker Bay,England,111,1615,1893,5.863708399366086,SAL10475,54,659,1218,2.1,1442,222,28.68217054263566,5.4
SAL12552,McGraths Hill,England,109,3281,3653,2.983848891322201,SAL12552,34,942,2177,2.9,2537,271,23.301805674978503,2.6
SAL11155,Cumbalum,England,108,2659,3037,3.5561409285479093,SAL11155,37,897,2170,3.0,2211,448,38.42195540308747,1.9
SAL11444,Eschol Park,New_Zealand,108,2832,3546,3.045685279187817,SAL11444,36,820,1851,2.9,2607,291,24.598478444632292,4.7
SAL12068,Kangaroo Point (NSW),China,107,602,865,12.369942196531792,SAL12068,46,1245,4111,3.1,602,189,56.92771084337349,4.0
SAL13790,Tatton,India,107,3146,3576,2.9921700223713645,SAL13790,40,1009,2337,2.8,2560,534,42.04724409448819,1.6
SAL13784,Tarrawanna,England,107,2420,2978,3.593015446608462,SAL13784,48,674,1449,2.4,2184,395,34.43766346992154,3.4
SAL13808,Teralba,England,107,3528,3815,2.8047182175622543,SAL13808,37,843,2060,2.6,2654,359,26.73119880863738,4.3
SAL11688,Glossodia,England,107,3842,4154,2.575830524795378,SAL11688,33,886,2119,3.0,2865,222,16.4079822616408,3.0
SAL14396,Woodbine (NSW),New_Zealand,107,2626,3771,2.8374436488994963,SAL14396,36,715,1714,3.0,2780,360,30.431107354184277,6.4
SAL10223,Basin View,England,107,1920,2130,5.023474178403756,SAL10223,48,620,1244,2.4,1583,144,18.343949044585987,5.0
SAL12530,Matcham,England,107,1219,1463,7.313738892686262,SAL12530,44,953,3360,3.2,1038,279,48.77622377622377,1.6
SAL10073,Arcadia (NSW),England,106,1765,2097,5.054840247973296,SAL10073,46,920,2659,3.2,1475,354,42.243436754176614,2.5
SAL10031,Alfords Point,England,105,3570,4483,2.342181574838278,SAL10031,43,956,2969,3.3,3131,694,41.60671462829736,2.3
SAL12613,Middle Cove,China,104,1268,1890,5.502645502645502,SAL12613,45,1369,4446,3.0,1327,596,74.3142144638404,3.2
SAL14205,Watsons Bay,England,103,847,1100,9.363636363636363,SAL14205,40,1225,2924,2.4,883,328,61.308411214953274,2.3
SAL10888,Charmhaven,England,102,3176,3494,2.919290211791643,SAL10888,39,631,1392,2.6,2501,195,17.36420302760463,6.3
SAL13520,Scotland Island,England,102,687,942,10.828025477707008,SAL13520,48,1101,2397,2.5,711,247,57.04387990762124,3.3
SAL13002,North Haven (NSW),England,102,1985,2177,4.685346807533303,SAL13002,61,519,832,1.9,1619,129,16.26733921815889,7.4
SAL10766,Cambridge Gardens,England,102,2432,2848,3.581460674157303,SAL10766,36,835,1950,2.8,2030,175,19.487750556792875,4.1
SAL11303,Dudley,England,101,3331,3623,2.7877449627380626,SAL11303,39,1075,2487,2.7,2505,723,50.77247191011236,3.8
SAL14158,Warabrook,China,100,2220,2750,3.636363636363636,SAL14158,45,747,1634,2.4,1982,395,38.763493621197256,4.2
SAL14160,Waratah West,England,99,3665,4403,2.248466954349307,SAL14160,31,686,1518,2.4,3142,660,41.825095057034225,5.9
SAL10526,Bowen Mountain,England,99,2025,2295,4.313725490196078,SAL10526,35,945,2235,2.9,1609,276,32.74021352313167,1.5
SAL12087,Kearns,England,98,2971,3794,2.5830258302583027,SAL12087,36,908,2147,3.1,2693,360,29.45990180032733,3.8
SAL12227,Kurrajong Heights,England,97,1582,1792,5.412946428571429,SAL12227,43,1055,2317,2.7,1255,282,39.05817174515235,2.0
SAL12918,Narrawallee,England,97,1823,2059,4.711024769305488,SAL12918,50,662,1309,2.3,1487,278,32.860520094562645,5.4
SAL11621,Gilead,England,96,675,883,10.87202718006795,SAL11621,74,471,758,1.6,882,49,8.974358974358974,3.2
SAL13753,Tallwoods Village,England,96,1127,1358,7.069219440353461,SAL13753,60,663,1314,2.2,993,159,28.04232804232804,2.8
SAL10420,Boambee,England,96,2178,2486,3.8616251005631534,SAL10420,47,809,2048,2.9,1770,350,36.3447559709242,3.9
SAL12150,Kincumber South,England,96,730,929,10.333692142088267,SAL12150,68,556,721,1.7,721,84,22.163588390501317,3.3
SAL11775,Greenwell Point,England,95,1546,1726,5.504055619930475,SAL11775,58,600,1096,2.1,1245,105,16.908212560386474,6.9
SAL13976,Tullimbar,England,95,2313,2614,3.6342769701606734,SAL13976,32,988,2217,2.9,1840,287,30.24236037934668,3.1
SAL10724,Buxton (NSW),England,95,2672,2900,3.2758620689655173,SAL10724,33,793,1942,2.9,2071,150,15.673981191222571,3.2
SAL11921,Hillvue,England,94,8577,9226,1.0188597442011706,SAL11921,42,839,1701,2.5,6528,795,26.13412228796844,3.5
SAL13802,Tenambit,England,94,4026,4304,2.184014869888476,SAL13802,41,638,1251,2.4,3088,317,22.92118582791034,5.6
SAL12603,Metford,New_Zealand,93,6008,6595,1.410159211523882,SAL12603,35,731,1484,2.6,4707,374,18.015414258188827,6.9
SAL13004,North Lambton,China,93,4053,4801,1.9370964382420328,SAL13004,31,762,1678,2.5,3454,735,40.20787746170678,6.3
SAL10763,Cambewarra Village,England,92,1472,1713,5.370694687682429,SAL10763,43,847,2188,2.8,1211,258,37.5,3.2
SAL12194,Koolewong,England,92,1024,1263,7.28424386381631,SAL12194,48,710,1735,2.5,920,225,40.61371841155235,5.0
SAL10836,Carss Park,China,92,1340,1748,5.263157894736842,SAL10836,46,913,2297,2.8,1265,381,55.45851528384279,2.9
SAL12738,Morpeth,England,92,2122,2300,4.0,SAL12738,55,634,1122,2.1,1686,313,34.395604395604394,4.5
SAL13364,Renwick,England,91,1665,2035,4.471744471744472,SAL13364,37,969,2377,2.9,1453,286,37.28813559322034,2.3
SAL12779,Mount Keira,England,91,1995,2403,3.786933000416146,SAL12779,40,935,2476,2.9,1691,476,49.53173777315297,3.9
SAL11928,Holgate,England,91,1247,1471,6.1862678450034,SAL11928,43,976,2951,3.3,1023,282,50.62836624775583,2.6
SAL12680,Mollymook,England,90,1437,1693,5.316007088009451,SAL12680,55,697,1346,2.3,1195,218,32.93051359516616,3.9
SAL13781,Taren Point,England,90,1971,2468,3.646677471636953,SAL13781,58,757,1463,2.3,1879,333,30.747922437673132,4.2
SAL13332,Rathmines,England,90,2614,2894,3.1098825155494123,SAL13332,47,728,1517,2.6,2076,303,27.1505376344086,5.4
SAL12033,Jewells,England,89,3233,3535,2.5176803394625176,SAL12033,45,788,1732,2.6,2452,386,30.13270882123341,2.9
SAL13908,Tomakin,England,89,1483,1673,5.319784817692767,SAL13908,54,685,1260,2.2,1233,171,26.027397260273972,3.8
SAL13370,Revesby Heights,China,89,2065,2665,3.3395872420262664,SAL13370,35,1005,2673,3.1,1916,414,40.469208211143695,3.3
SAL12142,Killcare Heights,England,88,970,1150,7.652173913043478,SAL12142,50,966,2133,2.5,812,248,49.30417495029821,2.8
SAL11567,Freemans Reach,England,87,2596,2952,2.9471544715447155,SAL11567,37,877,2143,2.9,2049,203,21.711229946524064,3.1
SAL10653,Bullaburra,England,87,1539,1814,4.796030871003308,SAL10653,45,729,1765,2.5,1300,313,40.33505154639175,2.5
SAL14395,Woodberry,England,86,3870,4152,2.071290944123314,SAL14395,36,579,1187,2.6,3024,132,11.945701357466064,9.7
SAL10180,Banksmeadow,China,86,242,526,16.34980988593156,SAL10180,33,1353,2225,2.0,508,182,50.83798882681564,2.8
SAL10301,Beresfield,England,86,4216,4627,1.8586557164469415,SAL10301,39,664,1257,2.3,3267,243,17.86764705882353,5.7
SAL11285,Douglas Park,England,85,1752,1955,4.3478260869565215,SAL11285,42,861,2250,3.1,1386,170,24.320457796852647,1.4
SAL10966,Coledale,England,85,1672,1910,4.450261780104712,SAL10966,42,1001,2586,2.8,1372,470,57.88177339901478,4.1
SAL12056,Kahibah,England,85,3431,3731,2.278209595282766,SAL12056,39,932,1804,2.4,2603,566,39.19667590027701,3.4
SAL12439,Macksville,England,84,3480,3792,2.2151898734177213,SAL12439,47,511,944,2.3,2782,209,17.98623063683305,7.3
SAL13880,Tighes Hill,England,84,2206,2513,3.3426183844011144,SAL13880,36,914,2084,2.4,1801,584,54.99058380414312,5.1
SAL14087,Valley Heights,England,84,1507,1681,4.997025580011898,SAL14087,44,912,2144,2.6,1188,296,43.02325581395349,3.3
SAL14457,Wyee Point,England,83,1472,1652,5.0242130750605325,SAL14457,43,739,1692,2.9,1171,96,17.51824817518248,4.8
SAL14343,Windsor (NSW),England,83,2202,2622,3.165522501906941,SAL14343,41,756,1679,2.4,1915,279,29.214659685863875,4.8
SAL11279,Dora Creek,England,83,2206,2410,3.4439834024896268,SAL11279,51,726,1401,2.3,1739,205,22.803114571746384,6.5
SAL13805,Tennyson Point,China,83,1299,1777,4.670793472144063,SAL13805,42,1142,3232,3.1,1247,415,57.399723374827104,3.7
SAL14279,Weston (NSW),England,83,5455,5711,1.4533356680091052,SAL14279,37,635,1343,2.6,4088,192,11.829944547134936,7.4
SAL13328,Rankin Park,England,82,3258,3655,2.243502051983584,SAL13328,40,928,2214,2.7,2547,672,47.795163584637265,2.4
SAL12443,Macquarie Hills,England,82,4855,5261,1.558639042007223,SAL12443,35,968,2241,2.9,3605,597,32.46329526916802,3.6
SAL14270,West Wallsend,England,81,3909,4177,1.9391908067991384,SAL14270,36,763,1627,2.6,2981,272,19.154929577464788,3.4
SAL11190,Daleys Point,England,81,699,879,9.215017064846416,SAL11190,59,642,1227,2.1,705,157,37.11583924349882,4.2
SAL11313,Dunbogan,England,80,1254,1413,5.661712668082094,SAL11313,63,529,947,2.0,1020,141,23.77740303541315,6.7
SAL13856,The Rocks (Sydney - NSW),England,80,453,826,9.685230024213077,SAL13856,43,1911,4374,1.7,629,349,72.2567287784679,2.9
SAL11490,Falls Creek (NSW),England,80,1140,1282,6.240249609984399,SAL11490,49,647,1508,2.7,939,97,20.726495726495727,3.0
SAL10709,Burrill Lake,England,80,2243,2456,3.257328990228013,SAL10709,48,605,1183,2.3,1782,188,21.60919540229885,4.8
SAL14293,Whitebridge,England,80,3784,4060,1.9704433497536944,SAL14293,40,933,2062,2.6,2900,620,39.067422810333966,3.5
SAL12502,Marks Point,England,79,2338,2534,3.117600631412786,SAL12502,48,659,1122,2.1,1861,239,25.80993520518359,5.0
SAL10449,Bolwarra (NSW),England,79,1718,1863,4.240472356414386,SAL10449,41,946,2217,2.8,1350,296,40.10840108401084,3.5
SAL10809,Cardiff Heights,England,79,1692,1898,4.1622760800843,SAL10809,44,808,1850,2.4,1384,305,39.869281045751634,2.6
SAL13579,Smiths Lake,England,79,1573,1784,4.428251121076234,SAL13579,49,615,1210,2.3,1332,188,25.23489932885906,5.6
SAL11988,Ingleside,England,78,1126,1394,5.595408895265424,SAL11988,44,989,2776,3.2,1030,209,36.602451838879155,1.6
SAL13014,North Rothbury,England,78,3242,3575,2.181818181818182,SAL13014,30,1025,2206,2.9,2502,285,23.4375,3.7
SAL12141,Killcare,England,78,587,723,10.78838174273859,SAL12141,53,919,1890,2.4,517,165,51.24223602484472,4.2
SAL13653,St Huberts Island,England,78,1241,1486,5.248990578734858,SAL13653,58,753,1605,2.3,1080,161,25.759999999999998,2.7
SAL11791,Grose Vale,England,77,1605,1852,4.157667386609072,SAL11791,46,838,2447,3.2,1272,223,32.13256484149856,3.6
SAL13892,Tingira Heights,England,77,2701,2936,2.6226158038147136,SAL13892,40,826,1947,2.7,2043,261,25.84158415841584,5.1
SAL10239,Beaconsfield (NSW),England,77,1073,1624,4.741379310344827,SAL10239,33,1462,3061,2.4,1172,532,67.42712294043093,2.0
SAL11038,Coomba Park,England,76,790,953,7.974816369359916,SAL11038,61,430,786,1.9,691,69,19.491525423728813,11.0
SAL10188,Bar Beach,England,76,1609,1828,4.157549234135667,SAL10188,41,1196,2300,2.3,1292,500,60.679611650485434,4.6
SAL12285,Lapstone,England,76,1153,1339,5.675877520537715,SAL12285,44,948,2339,2.8,948,290,51.056338028169016,4.8
SAL14238,Wellington (NSW),England,75,4730,5078,1.476959432847578,SAL14238,41,552,975,2.3,4096,266,15.384615384615385,8.3
SAL12371,Llanarth (NSW),England,75,2919,3283,2.284495887907401,SAL12371,38,1001,2348,2.8,2302,491,41.50464919695689,2.3
SAL14302,Wickham (NSW),England,74,1934,2260,3.2743362831858405,SAL14302,32,1135,1902,1.9,1637,559,50.72595281306715,3.2
SAL11973,Huskisson,England,74,919,1137,6.508355321020229,SAL11973,56,744,1294,1.9,840,176,34.645669291338585,3.9
SAL13276,Primbee,England,74,1906,2244,3.297682709447415,SAL13276,44,669,1341,2.4,1623,203,26.958831341301458,4.5
SAL13770,Tapitallee,England,74,778,902,8.2039911308204,SAL13770,52,779,2062,2.7,625,155,40.36458333333333,4.2
SAL12780,Mount Kembla,England,73,1359,1550,4.709677419354839,SAL12780,42,1002,2824,3.0,1083,306,51.95246179966044,2.9
SAL12840,Mullumbimby Creek,England,73,504,652,11.196319018404909,SAL12840,48,659,1488,2.6,512,147,44.41087613293052,3.4
SAL12133,Kilaben Bay,England,73,1938,2136,3.417602996254682,SAL12133,47,859,2186,2.6,1516,304,34.822451317296675,3.8
SAL11557,Fountaindale,England,73,906,1020,7.156862745098039,SAL11557,46,851,2903,3.2,726,158,39.10891089108911,2.0
SAL11784,Greta (NSW),England,73,4489,4782,1.5265579255541617,SAL11784,33,803,1929,2.8,3349,217,14.986187845303867,4.8
SAL13256,Port Hacking,England,73,1506,1708,4.274004683840749,SAL13256,40,1231,3394,3.2,1210,328,50.53929121725732,2.0
SAL11875,Hastings Point,England,72,684,810,8.88888888888889,SAL11875,67,520,744,1.7,661,76,22.418879056047196,5.4
SAL11578,Fullerton Cove,England,72,808,932,7.725321888412018,SAL11578,69,548,1062,2.1,735,95,21.541950113378686,1.8
SAL11770,Greenhills Beach,England,72,1669,1995,3.6090225563909777,SAL11770,37,1373,4704,3.7,1375,358,51.510791366906474,1.9
SAL10209,Barrack Point,England,72,892,1012,7.114624505928854,SAL10209,48,783,1836,2.6,725,131,32.914572864321606,4.0
SAL13342,Red Head,England,71,961,1095,6.484018264840183,SAL13342,58,625,1228,2.3,798,163,33.608247422680414,4.7
SAL14344,Windsor Downs,England,71,1375,1676,4.236276849642005,SAL14344,49,908,2629,3.2,1183,190,30.844155844155846,3.2
SAL13789,Tathra,England,71,1935,2177,3.261368856224162,SAL13789,56,746,1221,2.0,1527,382,42.256637168141594,2.7
SAL13034,Northwood (NSW),England,71,978,1295,5.482625482625482,SAL13034,46,1526,5012,3.1,916,443,75.98627787307034,1.4
SAL12294,Lavender Bay,England,71,763,1135,6.255506607929516,SAL12294,43,1582,2379,1.8,870,492,73.43283582089552,4.1
SAL11967,Huntleys Cove,England,70,683,1006,6.958250497017893,SAL11967,50,1177,2359,2.2,740,307,62.52545824847251,4.0
SAL14392,Wongawilli,India,70,1464,1684,4.156769596199525,SAL14392,31,1195,2841,3.4,1213,215,36.440677966101696,2.4
SAL12795,Mount Pleasant (NSW),England,70,1648,1962,3.567787971457696,SAL12795,40,1160,2862,2.9,1397,461,57.62500000000001,2.6
SAL12992,North Batemans Bay,England,70,942,1094,6.39853747714808,SAL12992,49,663,1268,2.2,794,90,23.4375,6.4
SAL12228,Kurrajong Hills,England,70,863,1008,6.944444444444445,SAL12228,44,994,2644,3.0,705,152,39.37823834196891,2.3
SAL13842,The Hill,England,69,2435,2841,2.428722280887012,SAL13842,34,1147,1849,2.0,2076,955,65.9986178299931,4.3
SAL11200,Dangar Island,England,69,289,436,15.825688073394495,SAL11200,56,936,1857,2.2,313,143,66.20370370370371,3.9
SAL13008,North Narooma,England,69,823,944,7.309322033898305,SAL13008,57,659,1351,2.3,683,118,30.89005235602094,3.5
SAL13550,Shelly Beach (NSW),England,69,1644,1805,3.822714681440443,SAL13550,47,801,1646,2.5,1313,192,26.08695652173913,2.8
SAL12494,Maraylya,England,69,1649,1865,3.6997319034852554,SAL12494,41,970,2607,3.3,1281,184,28.66043613707165,1.7
SAL14119,Wallacia,England,68,2107,2393,2.841621395737568,SAL14119,38,849,2004,2.9,1711,156,20.3125,3.1
SAL13569,Skennars Head,England,68,1663,1859,3.657880580957504,SAL13569,47,794,1674,2.5,1303,300,41.37931034482759,4.6
SAL11999,Islington,England,68,2512,2878,2.36275191104934,SAL11999,35,995,1828,2.1,2026,667,51.86625194401244,5.0
SAL11983,Iluka (NSW),England,68,2236,2397,2.8368794326241136,SAL11983,62,487,834,1.9,1764,141,16.1697247706422,10.0
SAL12865,Murrays Beach,England,67,1037,1205,5.560165975103734,SAL12865,44,1040,2303,2.8,882,234,43.984962406015036,2.6
SAL10721,Buttaba,England,67,1590,1735,3.861671469740634,SAL10721,43,786,1875,2.7,1204,170,27.732463295269167,4.3
SAL13182,Pearl Beach,England,67,500,664,10.090361445783133,SAL13182,64,872,1761,2.0,510,217,57.55968169761273,4.7
SAL12465,Mallabula,England,67,1237,1371,4.886943836615609,SAL12465,49,569,1170,2.4,963,71,15.673289183222957,4.3
SAL14324,Willow Vale (Wingecarribee - NSW),England,67,993,1166,5.74614065180103,SAL14324,45,782,1974,2.8,826,123,28.14645308924485,3.2
SAL12614,Middle Dural,England,67,1164,1486,4.508748317631225,SAL12614,46,990,3067,3.4,1040,223,40.99264705882353,3.4
SAL11529,Fishing Point,England,66,1370,1533,4.305283757338552,SAL11529,51,787,1755,2.4,1105,203,31.08728943338438,3.4
SAL14381,Wombarra,England,66,1148,1331,4.958677685950414,SAL14381,44,1131,2860,2.7,944,333,55.132450331125824,5.3
SAL10757,Callala Beach,England,65,864,1066,6.097560975609756,SAL10757,58,617,1146,2.1,777,131,29.11111111111111,5.1
SAL10938,Clunes (NSW),England,65,1059,1235,5.263157894736842,SAL10938,43,869,1855,2.6,907,240,46.601941747572816,3.4
SAL11591,Garden Suburb,England,65,2541,2825,2.3008849557522124,SAL11591,41,942,2361,2.9,1959,449,42.68060836501901,3.5
SAL11607,Georgetown (NSW),England,65,2694,2929,2.2191874359849777,SAL11607,36,942,2005,2.3,2072,516,44.636678200692046,4.3
SAL10006,Aberdare,England,65,3456,3636,1.7876787678767876,SAL10006,36,640,1251,2.5,2542,117,11.549851924975322,7.5
SAL11304,Duffys Forest,England,65,553,733,8.867667121418826,SAL11304,43,1223,4250,3.2,509,151,52.43055555555556,3.4
SAL12331,Lilli Pilli (Sutherland Shire - NSW),England,65,1826,2009,3.2354405176704826,SAL12331,44,1186,3625,3.2,1405,412,51.75879396984925,2.1
SAL11472,Evans Head,England,65,3601,3861,1.6835016835016834,SAL11472,52,638,1086,2.1,2907,385,25.821596244131456,4.6
SAL12746,Moruya Heads,England,65,1289,1452,4.476584022038567,SAL12746,51,714,1357,2.3,1125,228,32.947976878612714,3.1
SAL10205,Barnsley,England,65,2424,2535,2.564102564102564,SAL10205,39,794,1784,2.7,1735,101,12.51548946716233,4.4
