SA1_CODE_2021,separate_house,semi_attached,flat_apartment,other_dwelling,total_dwellings,pct_separate,pct_semi_attached,pct_apartment,pct_other,pct_low_density,pct_medium_density,pct_high_density,median_age,pct_age_55_plus,total_population,median_personal_income,median_household_income,median_family_income,tertiary_qualified,total_qualified,pct_tertiary,urban_proximity_score,subdivision_potential_score,high_subdivision_potential,luxury_apartment_demand_score,high_luxury_demand,downsizing_wave_score,high_downsizing_potential,transform_prob_5yr,transform_prob_10yr,transform_prob_15yr,redevelopment_readiness_score,readiness_percentile,readiness_category
50301103015,194,0,0,0,206,94.17,0.0,0.0,0.0,94.17,0.0,0.0,44,30.52,629,1293,4312,4592,255,364,70.05,91.75,77.96,False,99.06,True,90.27,True,48.31,73.28,86.19,89.07,99.95,Very High
50502109605,195,13,0,0,225,86.67,5.78,0.0,0.0,86.67,5.78,0.0,42,29.2,661,1107,3444,3727,260,385,67.53,93.96,78.91,False,98.01,True,88.39,False,48.11,73.08,86.03,89.06,99.94,Very High
80101102105,226,0,0,0,232,97.41,0.0,0.0,0.0,97.41,0.0,0.0,40,28.95,722,1341,3325,3513,235,405,58.02,96.49,80.04,False,95.06,True,87.92,False,47.89,72.85,85.85,89.06,99.94,Very High
50501107216,192,30,0,0,233,82.4,12.88,0.0,0.0,82.4,12.88,0.0,45,34.92,653,890,2924,3349,212,353,60.06,93.46,78.69,False,94.32,True,92.68,True,48.15,73.12,86.06,89.05,99.94,Very High
12201141841,199,5,0,0,208,95.67,2.4,0.0,0.0,95.67,2.4,0.0,43,30.25,638,1319,4648,4767,244,377,64.72,92.43,78.25,False,98.19,True,90.13,True,48.24,73.2,86.13,89.04,99.94,Very High
50704118131,174,5,0,0,204,85.29,2.45,0.0,0.0,85.29,2.45,0.0,40,33.08,647,982,3937,4208,158,286,55.24,93.06,78.52,False,94.77,True,92.71,True,48.18,73.15,86.08,89.04,99.94,Very High
12202142109,214,14,24,0,267,80.15,5.24,8.99,0.0,80.15,5.24,8.99,52,45.47,706,1226,3250,3486,236,428,55.14,95.96,79.8,False,84.76,True,98.79,True,47.92,72.88,85.87,89.02,99.94,Very High
12103140727,177,3,0,0,193,91.71,1.55,0.0,0.0,91.71,1.55,0.0,46,35.2,588,1134,4513,4625,262,355,73.8,87.64,76.23,False,99.48,True,94.99,True,48.64,73.62,86.45,89.01,99.93,Very High
20303149009,200,0,0,0,216,92.59,0.0,0.0,0.0,92.59,0.0,0.0,44,33.69,659,1061,3067,3125,210,360,58.33,93.83,78.85,False,94.31,True,91.93,True,48.09,73.05,86.01,88.98,99.93,Very High
21402138134,181,0,0,0,210,86.19,0.0,0.0,0.0,86.19,0.0,0.0,49,36.58,585,1191,4399,4716,201,303,66.34,87.31,76.09,False,98.43,True,96.35,True,48.65,73.63,86.46,88.98,99.93,Very High
50501107215,239,0,0,0,245,97.55,0.0,0.0,0.0,97.55,0.0,0.0,44,34.56,732,987,2765,2966,212,405,52.35,96.76,80.17,False,90.62,True,91.64,True,47.83,72.78,85.8,88.97,99.93,Very High
30403109404,191,9,0,0,205,93.17,4.39,0.0,0.0,93.17,4.39,0.0,42,28.28,640,1484,4537,4833,304,379,80.21,92.57,78.31,False,99.74,True,88.09,False,48.19,73.16,86.09,88.96,99.93,Very High
12101168508,173,0,6,0,200,86.5,0.0,3.0,0.0,86.5,0.0,3.0,46,36.89,591,1600,4772,4924,298,381,78.22,88.0,76.38,False,96.85,True,96.83,True,48.57,73.55,86.4,88.93,99.93,Very High
50502109329,289,30,0,0,327,88.38,9.17,0.0,0.0,88.38,9.17,0.0,39,25.25,994,1122,3146,3276,331,576,57.47,99.41,81.75,False,94.3,True,83.75,False,47.58,72.52,85.59,88.92,99.92,Very High
10102161138,211,0,0,0,215,98.14,0.0,0.0,0.0,98.14,0.0,0.0,45,31.16,661,1457,3750,3874,225,399,56.39,93.96,78.91,False,95.09,True,90.68,True,48.04,73.0,85.97,88.91,99.92,Very High
30201102315,263,0,0,0,272,96.69,0.0,0.0,0.0,96.69,0.0,0.0,38,22.23,895,1132,3511,3374,303,475,63.79,98.98,81.38,False,97.24,True,81.49,False,47.6,72.54,85.61,88.89,99.92,Very High
40103101207,125,44,0,0,174,71.84,25.29,0.0,0.0,71.84,25.29,0.0,43,37.58,628,676,2566,2806,219,295,74.24,91.67,77.92,False,95.06,True,93.56,True,48.22,73.19,86.12,88.86,99.92,Very High
12103141131,194,5,18,0,221,87.78,2.26,8.14,0.0,87.78,2.26,8.14,45,34.45,685,1101,3650,3700,276,409,67.48,95.1,79.41,False,90.12,True,93.87,True,47.91,72.87,85.87,88.84,99.92,Very High
20603111306,208,30,5,0,248,83.87,12.1,2.02,0.0,83.87,12.1,2.02,43,33.48,675,1187,3132,3708,216,368,58.7,94.65,79.21,False,92.66,True,91.93,True,47.95,72.91,85.9,88.84,99.92,Very High
12201141806,201,0,0,0,207,97.1,0.0,0.0,0.0,97.1,0.0,0.0,43,25.62,683,1229,4696,4750,258,391,65.98,95.01,79.37,False,98.5,True,85.52,False,47.91,72.86,85.86,88.82,99.91,Very High
20804119513,168,24,9,0,215,78.14,11.16,4.19,0.0,78.14,11.16,4.19,45,31.67,641,1375,4650,4920,300,370,81.08,92.64,78.34,False,95.63,True,91.55,True,48.12,73.08,86.03,88.82,99.91,Very High
30402108716,179,0,3,0,193,92.75,0.0,1.55,0.0,92.75,0.0,1.55,45,36.58,585,1449,4374,4534,239,336,71.13,87.31,76.09,False,97.65,True,96.34,True,48.56,73.54,86.39,88.79,99.91,Very High
20701115026,172,26,0,0,211,81.52,12.32,0.0,0.0,81.52,12.32,0.0,41,29.17,641,1024,3345,3732,290,363,79.89,92.64,78.34,False,98.8,True,88.18,False,48.09,73.06,86.01,88.78,99.91,Very High
50501107510,244,9,0,0,264,92.42,3.41,0.0,0.0,92.42,3.41,0.0,46,37.8,701,914,2511,2739,212,392,54.08,95.78,79.71,False,89.46,True,93.28,True,47.81,72.76,85.79,88.75,99.91,Very High
40107102310,195,20,14,0,250,78.0,8.0,5.6,0.0,78.0,8.0,5.6,47,40.46,613,1220,3033,3636,262,367,71.39,90.38,77.38,False,91.7,True,98.1,True,48.27,73.24,86.16,88.74,99.9,Very High
40303106715,477,0,0,0,492,96.95,0.0,0.0,0.0,96.95,0.0,0.0,39,23.89,1507,1254,3170,3315,440,816,53.92,99.88,82.97,False,93.01,True,82.47,False,47.47,72.4,85.5,88.74,99.9,Very High
12601149654,201,3,0,0,205,98.05,1.46,0.0,0.0,98.05,1.46,0.0,41,23.49,694,1136,4416,4526,316,414,76.33,95.49,79.58,False,99.6,True,83.26,False,47.8,72.76,85.78,88.69,99.9,Very High
50501107617,413,17,0,0,449,91.98,3.79,0.0,0.0,91.98,3.79,0.0,41,27.35,1360,1174,3492,3477,334,763,43.77,99.83,82.65,False,89.11,True,86.61,False,47.45,72.38,85.48,88.69,99.9,Very High
11501129610,183,0,0,0,194,94.33,0.0,0.0,0.0,94.33,0.0,0.0,42,36.07,596,1052,3466,3405,211,341,61.88,88.56,76.62,False,96.64,True,95.3,True,48.4,73.38,86.26,88.68,99.9,Very High
12103140838,196,3,0,3,207,94.69,1.45,0.0,1.45,94.69,1.45,0.0,40,24.47,703,1097,3600,3874,269,389,69.15,95.85,79.75,False,98.49,True,83.85,False,47.77,72.72,85.75,88.68,99.9,Very High
20801117332,164,42,8,0,221,74.21,19.0,3.62,0.0,74.21,19.0,3.62,44,34.49,632,1032,3374,3666,235,357,65.83,91.98,78.06,False,93.88,True,93.56,True,48.1,73.07,86.02,88.67,99.9,Very High
30402109108,187,0,0,0,194,96.39,0.0,0.0,0.0,96.39,0.0,0.0,44,30.52,639,1112,3750,3785,239,392,60.97,92.51,78.28,False,96.67,True,90.04,True,48.05,73.01,85.98,88.66,99.89,Very High
50301103609,179,9,0,0,203,88.18,4.43,0.0,0.0,88.18,4.43,0.0,44,31.94,598,1505,4399,4690,265,359,73.82,88.78,76.71,False,99.45,True,91.71,True,48.33,73.3,86.2,88.56,99.89,Very High
12801153110,186,4,0,0,202,92.08,1.98,0.0,0.0,92.08,1.98,0.0,46,35.88,602,1245,4111,3963,184,332,55.42,89.26,76.91,False,94.92,True,95.57,True,48.28,73.25,86.17,88.55,99.89,Very High
31401138713,272,0,4,0,293,92.83,0.0,1.37,0.0,92.83,0.0,1.37,43,25.98,920,1098,3383,3528,273,515,53.01,99.13,81.49,False,91.85,True,85.06,False,47.4,72.34,85.45,88.5,99.89,Very High
50704117826,182,41,0,0,245,74.29,16.73,0.0,0.0,74.29,16.73,0.0,46,37.79,606,1162,2839,3365,231,373,61.93,89.66,77.08,False,94.53,True,95.2,True,48.22,73.19,86.12,88.49,99.89,Very High
30102100809,225,3,0,0,233,96.57,1.29,0.0,0.0,96.57,1.29,0.0,47,37.19,691,985,2767,2859,189,407,46.44,95.34,79.52,False,87.92,True,94.28,True,47.72,72.67,85.71,88.47,99.88,Very High
50502108914,216,24,0,0,256,84.38,9.38,0.0,0.0,84.38,9.38,0.0,41,26.04,745,1038,3083,3536,243,394,61.68,97.1,80.33,False,95.48,True,84.34,False,47.56,72.51,85.58,88.47,99.88,Very High
12103141236,172,0,0,0,186,92.47,0.0,0.0,0.0,92.47,0.0,0.0,46,34.35,591,940,3611,3718,223,341,65.4,88.0,76.38,False,97.77,True,93.74,True,48.32,73.29,86.19,88.39,99.88,Very High
21402138224,212,0,0,0,297,71.38,0.0,0.0,0.0,71.38,0.0,0.0,44,31.3,706,1145,3137,3374,192,383,50.13,95.96,79.8,False,91.27,True,89.77,True,47.62,72.57,85.63,88.39,99.88,Very High
50301103512,165,29,29,0,234,70.51,12.39,12.39,0.0,70.51,12.39,12.39,45,37.82,706,1212,3173,4658,300,453,66.23,95.96,79.8,False,84.64,True,96.4,True,47.62,72.57,85.63,88.39,99.88,Very High
11402128430,240,18,0,0,296,81.08,6.08,0.0,0.0,81.08,6.08,0.0,57,51.05,717,1045,2347,2799,223,430,51.86,96.33,79.97,False,86.62,True,93.83,True,47.58,72.52,85.6,88.37,99.88,Very High
12102140613,125,25,0,0,163,76.69,15.34,0.0,0.0,76.69,15.34,0.0,46,37.4,607,1162,3480,3905,200,395,50.63,89.77,77.12,False,92.41,True,96.65,True,48.15,73.11,86.06,88.36,99.88,Very High
11501155519,171,34,0,0,216,79.17,15.74,0.0,0.0,79.17,15.74,0.0,41,30.31,640,1096,3016,3133,259,371,69.81,92.57,78.31,False,96.99,True,88.31,True,47.89,72.85,85.85,88.33,99.87,Very High
12203143022,170,0,3,0,178,95.51,0.0,1.69,0.0,95.51,0.0,1.69,45,32.6,684,1138,3812,4399,181,379,47.76,95.05,79.39,False,89.74,True,92.16,True,47.66,72.61,85.66,88.3,99.87,Very High
21302134624,197,36,0,0,248,79.44,14.52,0.0,0.0,79.44,14.52,0.0,43,30.33,666,1236,3034,3352,218,369,59.08,94.22,79.02,False,94.4,True,88.43,True,47.71,72.66,85.71,88.26,99.87,Very High
30402109007,215,85,0,0,317,67.82,26.81,0.0,0.0,67.82,26.81,0.0,39,27.9,846,1092,2723,3125,310,487,63.66,98.66,79.91,False,94.39,True,83.82,False,47.31,72.24,85.37,88.26,99.87,Very High
31401138715,197,0,0,0,210,93.81,0.0,0.0,0.0,93.81,0.0,0.0,45,30.15,650,1116,3600,3646,208,378,55.03,93.27,78.61,False,94.39,True,89.53,True,47.78,72.73,85.76,88.22,99.87,Very High
50302103822,212,24,0,0,245,86.53,9.8,0.0,0.0,86.53,9.8,0.0,41,27.59,638,1510,3481,4405,245,363,67.49,92.43,78.25,False,98.07,True,86.84,False,47.84,72.79,85.81,88.19,99.87,Very High
80106106402,173,19,0,0,208,83.17,9.13,0.0,0.0,83.17,9.13,0.0,46,35.56,568,1583,3916,4521,255,350,72.86,85.13,75.19,False,99.2,True,95.18,True,48.47,73.44,86.31,88.18,99.86,Very High
12103141207,196,0,0,0,203,96.55,0.0,0.0,0.0,96.55,0.0,0.0,43,29.95,611,1172,3365,3824,276,363,76.03,90.16,77.29,False,98.75,True,89.0,False,48.02,72.98,85.96,88.16,99.86,Very High
20701152225,214,26,17,0,283,75.62,9.19,6.01,0.0,75.62,9.19,6.01,41,27.38,756,1312,3385,3849,298,445,66.97,97.33,80.44,False,91.76,True,86.47,False,47.39,72.33,85.44,88.16,99.86,Very High
12103141105,191,0,0,0,197,96.95,0.0,0.0,0.0,96.95,0.0,0.0,42,27.97,615,1266,4227,4386,259,347,74.64,90.57,77.46,False,99.45,True,87.69,False,47.97,72.93,85.92,88.14,99.86,Very High
11501129401,179,8,0,0,200,89.5,4.0,0.0,0.0,89.5,4.0,0.0,43,33.12,619,1098,3545,3659,188,343,54.81,90.91,77.6,False,94.23,True,92.44,True,47.94,72.9,85.89,88.13,99.86,Very High
50501107614,489,0,0,0,514,95.14,0.0,0.0,0.0,95.14,0.0,0.0,41,24.79,1573,1134,3468,3596,370,858,43.12,99.89,83.1,False,88.75,True,84.02,False,47.17,72.09,85.25,88.1,99.86,Very High
20901119807,142,31,10,0,202,70.3,15.35,4.95,0.0,70.3,15.35,4.95,46,39.1,647,869,2777,3513,210,371,56.6,93.06,78.52,False,87.45,True,96.24,True,47.74,72.68,85.72,88.09,99.85,Very High
50501107611,392,3,19,0,427,91.8,0.7,4.45,0.0,91.8,0.7,4.45,44,28.05,1287,1225,3662,3701,331,718,46.1,99.79,82.49,False,86.04,True,87.49,False,47.16,72.08,85.25,88.09,99.85,Very High
21103126808,218,0,0,0,230,94.78,0.0,0.0,0.0,94.78,0.0,0.0,45,32.96,710,849,2632,2750,200,374,53.48,96.1,79.86,False,90.24,True,89.32,True,47.46,72.4,85.5,88.07,99.85,Very High
50302104320,159,17,0,0,183,86.89,9.29,0.0,0.0,86.89,9.29,0.0,43,37.25,596,862,3016,3269,198,336,58.93,88.56,76.62,False,94.23,True,95.25,True,48.12,73.08,86.03,88.07,99.85,Very High
11602130929,215,7,0,0,229,93.89,3.06,0.0,0.0,93.89,3.06,0.0,38,19.0,821,1066,3662,3419,303,466,65.02,98.42,81.01,False,97.74,True,78.44,False,47.24,72.16,85.31,88.03,99.85,Very High
50704117815,187,51,0,0,253,73.91,20.16,0.0,0.0,73.91,20.16,0.0,47,39.95,736,765,2230,2700,230,415,55.42,96.86,80.22,False,86.2,True,92.17,True,47.38,72.31,85.43,88.03,99.85,Very High
80101100105,196,0,0,0,202,97.03,0.0,0.0,0.0,97.03,0.0,0.0,44,36.29,587,1314,2902,3232,255,364,70.05,87.53,76.19,False,96.65,True,93.97,True,48.18,73.15,86.09,88.02,99.84,Very High
30504113419,169,15,4,0,203,83.25,7.39,1.97,0.0,83.25,7.39,1.97,44,30.61,624,1176,3392,4575,242,361,67.04,91.34,77.78,False,95.83,True,89.71,True,47.84,72.79,85.81,87.99,99.84,Very High
50502109406,243,14,3,0,284,85.56,4.93,1.06,0.0,85.56,4.93,1.06,41,31.17,754,1080,2853,3273,210,421,49.88,97.3,80.43,False,88.93,True,88.65,True,47.32,72.24,85.38,87.98,99.84,Very High
12202142101,257,0,0,0,336,76.49,0.0,0.0,0.0,76.49,0.0,0.0,48,34.88,711,1101,2397,2912,251,433,57.97,96.12,79.87,False,89.77,True,89.34,True,47.41,72.34,85.45,87.96,99.84,Very High
40303106724,263,0,0,0,274,95.99,0.0,0.0,0.0,95.99,0.0,0.0,39,25.92,841,1138,3078,3140,230,455,50.55,98.61,81.13,False,91.24,True,84.2,False,47.17,72.09,85.26,87.92,99.84,Very High
50301103528,169,3,0,0,199,84.92,1.51,0.0,0.0,84.92,1.51,0.0,46,38.24,544,1512,4641,4796,262,329,79.64,81.58,73.72,False,99.8,True,98.11,True,48.65,73.63,86.46,87.91,99.84,Very High
50704118107,174,12,0,0,207,84.06,5.8,0.0,0.0,84.06,5.8,0.0,47,34.88,582,1139,3750,4321,211,349,60.46,86.95,75.94,False,96.51,True,94.4,True,48.18,73.15,86.08,87.9,99.83,Very High
20701114606,178,31,0,4,232,76.72,13.36,0.0,1.72,76.72,13.36,0.0,39,24.32,666,1280,3270,3650,286,399,71.68,94.22,79.02,False,98.19,True,83.16,False,47.54,72.48,85.56,87.89,99.83,Very High
50502109327,263,40,0,0,322,81.68,12.42,0.0,0.0,81.68,12.42,0.0,36,20.13,924,1130,3062,3250,324,508,63.78,99.14,81.5,False,96.03,True,78.36,False,47.11,72.02,85.2,87.88,99.83,Very High
30402109105,180,0,5,0,185,97.3,0.0,2.7,0.0,97.3,0.0,2.7,42,29.58,622,1221,4143,4511,240,352,68.18,91.16,77.71,False,96.02,True,89.28,False,47.8,72.75,85.77,87.87,99.83,Very High
50301103612,195,8,0,0,225,86.67,3.56,0.0,0.0,86.67,3.56,0.0,41,28.18,621,1092,3349,3963,248,355,69.86,91.07,77.67,False,98.19,True,87.2,False,47.8,72.75,85.78,87.86,99.83,Very High
12601172113,154,33,3,0,208,74.04,15.87,1.44,0.0,74.04,15.87,1.44,39,27.56,675,860,2922,2700,276,396,69.7,94.65,79.21,False,95.24,True,85.31,False,47.47,72.41,85.51,87.83,99.82,Very High
21202129314,247,0,0,0,254,97.24,0.0,0.0,0.0,97.24,0.0,0.0,39,27.58,863,1043,3152,3130,188,421,44.66,98.79,81.24,False,88.69,True,86.11,False,47.11,72.03,85.21,87.83,99.82,Very High
11501162130,206,0,0,0,211,97.63,0.0,0.0,0.0,97.63,0.0,0.0,38,24.82,693,1006,3305,3302,206,344,59.88,95.44,79.56,False,95.62,True,83.75,False,47.39,72.32,85.44,87.8,99.82,Very High
12502171108,193,11,0,0,217,88.94,5.07,0.0,0.0,88.94,5.07,0.0,42,29.88,656,1012,2949,3103,219,372,58.87,93.64,78.77,False,94.03,True,87.73,False,47.55,72.49,85.57,87.8,99.82,Very High
11501162124,192,4,0,0,195,98.46,2.05,0.0,0.0,98.46,2.05,0.0,38,24.0,675,1130,3625,3583,232,373,62.2,94.65,79.21,False,96.94,True,83.4,False,47.45,72.38,85.49,87.78,99.82,Very High
12102140324,223,10,0,0,247,90.28,4.05,0.0,0.0,90.28,4.05,0.0,44,31.92,708,845,2583,2783,225,410,54.88,96.04,79.83,False,90.48,True,88.0,True,47.33,72.26,85.39,87.78,99.82,Very High
20202103101,261,25,0,0,301,86.71,8.31,0.0,0.0,86.71,8.31,0.0,42,32.16,765,1070,2404,2788,257,446,57.62,97.51,80.53,False,89.74,True,86.71,True,47.2,72.12,85.28,87.77,99.81,Very High
20303148901,203,29,7,0,300,67.67,9.67,2.33,0.0,67.67,9.67,2.33,53,45.99,661,1086,2639,2882,200,383,52.22,93.96,77.57,False,87.43,True,95.39,True,47.48,72.42,85.52,87.77,99.81,Very High
30301105115,266,8,0,0,291,91.41,2.75,0.0,0.0,91.41,2.75,0.0,35,16.94,992,1117,3456,3465,337,523,64.44,99.4,81.74,False,97.34,True,76.15,False,47.04,71.95,85.14,87.77,99.81,Very High
20303105341,229,0,0,0,290,78.97,0.0,0.0,0.0,78.97,0.0,0.0,46,34.31,682,1040,2816,3024,190,409,46.45,94.97,79.35,False,88.19,True,91.63,True,47.41,72.34,85.46,87.75,99.81,Very High
40401109201,222,35,0,0,277,80.14,12.64,0.0,0.0,80.14,12.64,0.0,43,32.03,743,1052,2636,3177,206,417,49.4,97.06,80.31,False,88.5,True,88.41,True,47.22,72.14,85.29,87.73,99.81,Very High
50502109308,233,0,0,0,242,96.28,0.0,0.0,0.0,96.28,0.0,0.0,40,24.18,703,1049,3111,3250,254,404,62.87,95.85,79.75,False,95.96,True,82.57,False,47.32,72.25,85.38,87.73,99.81,Very High
12103141013,177,0,0,0,183,96.72,0.0,0.0,0.0,96.72,0.0,0.0,42,29.64,604,981,3531,3528,217,327,66.36,89.47,77.0,False,97.88,True,88.93,False,47.86,72.82,85.83,87.7,99.8,Very High
12801153008,182,19,0,0,201,90.55,9.45,0.0,0.0,90.55,9.45,0.0,45,35.67,614,1071,3323,3474,167,348,47.99,90.48,77.42,False,90.87,True,94.64,True,47.78,72.73,85.76,87.7,99.8,Very High
50607114710,184,53,0,0,259,71.04,20.46,0.0,0.0,71.04,20.46,0.0,44,35.81,592,1210,2949,3727,223,362,61.6,88.12,76.43,False,94.94,True,93.66,True,47.99,72.94,85.93,87.7,99.8,Very High
20801116810,156,43,6,0,223,69.96,19.28,2.69,0.0,69.96,19.28,2.69,51,40.0,580,1125,3014,3266,208,338,61.54,86.72,75.83,False,92.4,True,97.97,True,48.1,73.06,86.02,87.69,99.8,Very High
12202142102,195,0,0,0,199,97.99,0.0,0.0,0.0,97.99,0.0,0.0,42,30.36,662,963,3212,3147,181,358,50.56,94.03,78.94,False,91.71,True,89.04,True,47.46,72.39,85.49,87.68,99.8,Very High
30403109205,210,0,0,0,219,95.89,0.0,0.0,0.0,95.89,0.0,0.0,38,20.95,716,1364,3370,3478,253,380,66.58,96.3,79.95,False,97.66,True,80.0,False,47.25,72.17,85.32,87.66,99.8,Very High
50605114032,258,0,0,0,274,94.16,0.0,0.0,0.0,94.16,0.0,0.0,46,36.1,759,924,2531,2859,184,432,42.59,97.39,80.47,False,84.36,False,91.81,True,47.15,72.07,85.24,87.66,99.8,Very High
11501155524,181,0,0,0,190,95.26,0.0,0.0,0.0,95.26,0.0,0.0,45,33.0,600,1028,3307,3250,201,342,58.77,89.02,76.81,False,95.26,True,91.93,True,47.88,72.83,85.84,87.64,99.79,Very High
12601172017,185,0,7,0,198,93.43,0.0,3.54,0.0,93.43,0.0,3.54,48,39.59,581,983,2910,3159,252,375,67.2,86.83,75.89,False,92.67,True,97.3,True,48.06,73.02,85.99,87.63,99.79,Very High
20801117107,132,55,0,0,199,66.33,27.64,0.0,0.0,66.33,27.64,0.0,44,33.33,648,763,2949,3529,203,334,60.78,93.13,76.45,False,94.67,True,89.61,True,47.48,72.42,85.51,87.63,99.79,Very High
21002123215,270,36,0,0,334,80.84,10.78,0.0,0.0,80.84,10.78,0.0,44,31.34,919,983,2575,2791,213,471,45.22,99.12,81.49,False,86.07,True,87.37,True,46.99,71.9,85.1,87.63,99.79,Very High
21402138233,248,0,0,0,272,91.18,0.0,0.0,0.0,91.18,0.0,0.0,45,29.15,789,911,2766,3010,200,412,48.54,97.97,80.77,False,88.92,True,86.24,False,47.08,72.0,85.18,87.62,99.79,Very High
12802153519,269,17,0,0,293,91.81,5.8,0.0,0.0,91.81,5.8,0.0,37,26.59,974,1009,2983,2986,220,485,45.36,99.36,81.69,False,88.38,True,84.55,False,46.96,71.87,85.08,87.61,99.78,Very High
50301103320,196,0,0,0,208,94.23,0.0,0.0,0.0,94.23,0.0,0.0,40,27.39,617,1121,3374,4392,246,347,70.89,90.75,77.53,False,98.36,True,86.46,False,47.71,72.66,85.71,87.61,99.78,Very High
20701114614,177,12,0,21,221,80.09,5.43,0.0,9.5,80.09,5.43,0.0,43,28.93,629,1021,2916,3476,255,362,70.44,91.75,77.96,False,96.76,True,86.66,False,47.62,72.56,85.63,87.59,99.78,Very High
11602130922,212,0,0,0,216,98.15,0.0,0.0,0.0,98.15,0.0,0.0,37,19.95,767,1052,3394,3162,274,441,62.13,97.55,80.55,False,96.57,True,79.05,False,47.1,72.02,85.2,87.58,99.78,Very High
11501162220,211,7,4,0,226,93.36,3.1,1.77,0.0,93.36,3.1,1.77,37,18.28,826,1158,3675,3562,304,450,67.56,98.47,81.04,False,96.54,True,77.73,False,47.02,71.93,85.13,87.57,99.78,Very High
12202169023,174,6,10,0,205,84.88,2.93,4.88,0.0,84.88,2.93,4.88,49,40.63,667,1041,2978,3116,175,412,42.48,94.27,79.04,False,82.03,False,97.94,True,47.38,72.31,85.43,87.56,99.78,Very High
40103101215,193,8,0,0,217,88.94,3.69,0.0,0.0,88.94,3.69,0.0,43,33.84,591,1148,2926,3094,240,348,68.97,88.0,76.38,False,96.58,True,91.61,True,47.93,72.89,85.88,87.56,99.78,Very High
50501107404,220,4,0,0,232,94.83,1.72,0.0,0.0,94.83,1.72,0.0,51,38.96,675,1028,2676,2888,154,388,39.69,94.65,79.21,False,83.83,False,95.56,True,47.34,72.27,85.39,87.54,99.77,Very High
60102100716,344,5,0,0,375,91.73,1.33,0.0,0.0,91.73,1.33,0.0,42,31.16,1027,987,2543,2644,250,564,44.33,99.49,81.85,False,85.37,True,86.98,True,46.92,71.82,85.04,87.54,99.77,Very High
12101168511,162,0,0,0,182,89.01,0.0,0.0,0.0,89.01,0.0,0.0,48,36.4,544,1485,5114,5341,276,348,79.31,81.58,73.72,False,99.91,True,96.37,True,48.46,73.44,86.31,87.5,99.77,Very High
80101102606,192,15,0,0,222,86.49,6.76,0.0,0.0,86.49,6.76,0.0,40,30.03,626,1268,3172,3326,221,378,58.47,91.52,77.86,False,94.75,True,88.61,True,47.59,72.54,85.61,87.5,99.77,Very High
12301143303,234,3,6,0,241,97.1,1.24,2.49,0.0,97.1,1.24,2.49,42,31.01,845,1026,3407,3368,165,430,38.37,98.65,81.15,False,83.53,False,90.14,True,46.96,71.87,85.08,87.49,99.77,Very High
20802117742,155,23,7,0,195,79.49,11.79,3.59,0.0,79.49,11.79,3.59,42,35.12,578,1192,3636,3924,245,336,72.92,86.46,75.74,False,95.38,True,94.53,True,48.03,72.99,85.96,87.49,99.77,Very High
30402108904,209,0,0,0,221,94.57,0.0,0.0,0.0,94.57,0.0,0.0,39,22.73,673,1171,3181,3575,270,373,72.39,94.54,79.16,False,97.98,True,81.34,False,47.32,72.25,85.38,87.49,99.77,Very High
50603112906,174,33,6,0,221,78.73,14.93,2.71,0.0,78.73,14.93,2.71,46,37.15,603,954,2791,3308,212,341,62.17,89.36,76.95,False,91.66,True,94.36,True,47.76,72.71,85.75,87.46,99.76,Very High
11903166629,167,4,0,4,186,89.78,2.15,0.0,2.15,89.78,2.15,0.0,38,28.06,613,1091,3431,3860,217,336,64.58,90.38,77.38,False,97.33,True,87.23,False,47.66,72.6,85.66,87.43,99.76,Very High
20802118101,217,34,0,0,262,82.82,12.98,0.0,0.0,82.82,12.98,0.0,41,25.53,748,1012,2607,2912,262,409,64.06,97.18,80.37,False,93.77,True,81.75,False,47.06,71.97,85.16,87.43,99.76,Very High
50704117523,188,24,0,0,226,83.19,10.62,0.0,0.0,83.19,10.62,0.0,42,30.55,599,1182,3118,3700,241,343,70.26,88.89,76.75,False,97.52,True,88.95,True,47.79,72.74,85.76,87.42,99.76,Very High
12602159002,158,39,0,0,208,75.96,18.75,0.0,0.0,75.96,18.75,0.0,44,36.29,609,1037,3066,3205,167,343,48.69,89.97,77.21,False,90.32,True,94.53,True,47.67,72.61,85.67,87.37,99.76,Very High
60105103103,252,33,0,0,316,79.75,10.44,0.0,0.0,79.75,10.44,0.0,46,39.74,755,935,2125,2323,277,490,56.53,97.31,80.43,False,84.73,False,90.33,True,47.02,71.93,85.13,87.36,99.75,Very High
50401104511,228,51,0,0,310,73.55,16.45,0.0,0.0,73.55,16.45,0.0,43,35.62,772,954,2333,3025,230,466,49.36,97.66,80.61,False,85.29,True,89.27,True,46.98,71.89,85.1,87.35,99.75,Very High
11903137108,187,6,21,0,221,84.62,2.71,9.5,0.0,84.62,2.71,9.5,44,35.63,696,1051,3050,3410,224,407,55.04,95.58,79.62,False,83.5,True,93.81,True,47.16,72.07,85.24,87.33,99.75,Very High
11501162215,181,4,0,0,190,95.26,2.11,0.0,0.0,95.26,2.11,0.0,37,19.83,691,1231,3966,3767,237,362,65.47,95.34,79.52,False,98.08,True,79.47,False,47.17,72.09,85.25,87.31,99.75,Very High
40106102121,172,22,7,0,218,78.9,10.09,3.21,0.0,78.9,10.09,3.21,48,43.56,668,939,2516,3050,184,388,47.42,94.32,79.06,False,83.37,True,95.53,True,47.26,72.18,85.33,87.31,99.75,Very High
