SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,is_nsw,is_sydney_metro,income_quartile,apartment_category
SAL13896,SAL13896,43,718,1787,1733,330,2.9,74,60,19,11,0,151,49.0,39.7,12.6,0.0,22.4,Manageable (<30%),8,18.5,Manageable (<30%),8,0.0,100.0,0.0,0.8,27.2,19.2,17,151,18.7,26.8,32.1,433,19.4,12.6,22.5,18.0,True,True,Q3,
SAL13900,SAL13900,52,911,2023,2167,245,2.3,33,37,17,10,0,95,34.7,38.9,17.9,0.0,24.7,Manageable (<30%),10,12.1,Manageable (<30%),0,0.0,101.1,3.2,0.7,31.6,23.2,8,95,17.0,27.2,42.1,235,20.7,12.3,24.8,18.6,True,True,Q3,
SAL13903,SAL13903,59,562,1067,1300,250,2.2,579,277,181,99,11,1110,52.2,25.0,16.3,1.0,28.1,Manageable (<30%),24,23.4,Manageable (<30%),11,1.0,90.6,3.5,0.7,70.3,7.7,150,1110,13.6,18.0,54.4,2862,21.0,23.5,26.4,27.7,True,True,Q1 (Lowest),Low (<10%)
SAL13905,SAL13905,34,666,1207,1300,220,2.5,365,334,559,341,130,1288,28.3,25.9,43.4,10.1,24.9,Manageable (<30%),30,18.2,Manageable (<30%),21,15.3,83.5,1.9,0.8,60.6,7.1,425,1288,27.7,22.0,27.5,3459,35.5,19.8,35.9,29.7,True,True,Q1 (Lowest),Medium (10-30%)
SAL13907,SAL13907,60,561,788,2297,250,1.7,72,11,40,6,0,127,56.7,8.7,31.5,0.0,67.3,Extreme (>50%),0,31.7,Moderate (30-40%),8,0.0,52.0,41.7,1.0,91.3,2.4,33,127,8.2,22.3,57.2,269,28.1,42.3,47.1,46.2,True,True,Q1 (Lowest),
SAL13908,SAL13908,54,685,1260,1517,350,2.2,268,120,102,35,4,513,52.2,23.4,19.9,0.8,27.8,Manageable (<30%),28,27.8,Manageable (<30%),28,2.7,79.1,4.7,0.7,57.9,12.5,86,513,15.4,20.8,49.1,1233,24.2,22.7,27.8,27.6,True,True,Q1 (Lowest),Low (<10%)
SAL13912,SAL13912,42,772,1868,1959,300,2.8,178,167,34,10,0,381,46.7,43.8,8.9,0.0,24.2,Manageable (<30%),54,16.1,Manageable (<30%),26,0.0,100.3,4.5,0.8,38.8,24.1,71,381,21.5,24.0,35.1,1194,18.0,15.5,22.3,18.9,True,True,Q3,
SAL13914,SAL13914,50,687,1375,1517,250,2.5,61,27,12,0,0,109,56.0,24.8,11.0,0.0,25.5,Manageable (<30%),8,18.2,Manageable (<30%),0,0.0,100.9,8.3,0.8,35.8,9.2,10,109,17.3,25.1,40.1,342,17.7,16.7,24.5,19.7,True,True,Q2,
SAL13920,SAL13920,40,744,1452,1031,210,2.4,41,27,36,8,0,111,36.9,24.3,32.4,0.0,16.4,Manageable (<30%),0,14.5,Manageable (<30%),8,0.0,82.9,0.0,0.8,46.8,3.6,15,111,25.3,33.0,28.0,336,28.7,15.3,28.9,22.4,True,True,Q2,
SAL13925,SAL13925,35,843,2106,2167,420,2.9,1255,2021,1843,1323,297,5242,23.9,38.6,35.2,5.7,23.7,Manageable (<30%),845,19.9,Manageable (<30%),1385,18.4,58.8,3.5,1.0,31.4,25.7,1205,5242,28.2,29.4,22.3,16177,33.3,15.3,31.8,24.2,True,True,Q3,Medium (10-30%)
SAL13929,SAL13929,46,671,1078,758,148,2.3,42,30,11,0,0,94,44.7,31.9,11.7,0.0,16.2,Manageable (<30%),20,13.7,Manageable (<30%),0,0.0,93.6,4.3,0.7,47.9,10.6,10,94,18.2,20.6,40.3,253,18.0,16.4,20.4,18.0,True,True,Q1 (Lowest),
SAL13930,SAL13930,45,590,1059,1517,335,2.3,746,689,836,453,218,2493,29.9,27.6,33.5,8.7,33.1,Moderate (30-40%),59,31.6,Moderate (30-40%),224,10.4,65.1,3.2,0.8,68.6,4.8,839,2493,21.0,22.1,39.3,6171,34.1,25.8,34.7,34.4,True,True,Q1 (Lowest),Medium (10-30%)
SAL13932,SAL13932,48,710,1978,2000,280,2.7,32,25,11,3,0,70,45.7,35.7,15.7,0.0,23.3,Manageable (<30%),6,14.2,Manageable (<30%),8,0.0,100.0,0.0,0.8,38.6,11.4,7,70,21.9,27.1,38.6,210,20.3,13.6,24.8,19.5,True,True,Q3,
SAL13934,SAL13934,58,654,1168,2080,380,2.0,113,50,83,61,0,252,44.8,19.8,32.9,0.0,41.1,Severe (40-50%),17,32.5,Moderate (30-40%),25,10.3,41.3,6.7,0.7,63.9,15.1,52,252,14.7,21.9,53.2,543,31.4,25.9,37.3,35.6,True,True,Q1 (Lowest),Medium (10-30%)
SAL13936,SAL13936,50,581,1170,1616,320,2.2,901,577,840,416,297,2407,37.4,24.0,34.9,12.3,31.9,Moderate (30-40%),90,27.4,Manageable (<30%),180,7.5,77.7,4.7,0.7,64.0,10.1,824,2407,21.4,20.1,43.9,5973,32.7,23.8,35.1,32.5,True,True,Q1 (Lowest),Low (<10%)
SAL13938,SAL13938,49,870,1875,2600,350,2.5,24,20,3,0,0,52,46.2,38.5,5.8,0.0,32.0,Moderate (30-40%),24,18.7,Manageable (<30%),0,0.0,92.3,15.4,0.8,34.6,34.6,8,52,13.0,27.5,47.3,131,15.9,18.8,23.3,20.2,True,True,Q3,
SAL13941,SAL13941,52,545,937,780,120,2.1,102,34,35,6,4,187,54.5,18.2,18.7,2.1,19.2,Manageable (<30%),6,12.8,Manageable (<30%),0,3.7,93.6,5.9,0.7,69.0,11.8,7,187,18.6,20.4,47.0,451,19.6,20.8,25.2,23.1,True,True,Q1 (Lowest),Low (<10%)
SAL13943,SAL13943,47,606,1044,1742,340,2.1,639,445,829,561,132,1978,32.3,22.5,41.9,6.7,38.5,Moderate (30-40%),68,32.6,Moderate (30-40%),195,13.0,70.9,6.3,0.8,71.8,7.5,582,1978,21.7,22.3,40.3,4557,37.6,27.6,40.1,38.1,True,True,Q1 (Lowest),Medium (10-30%)
SAL13945,SAL13945,53,433,808,867,150,2.3,58,32,8,0,0,96,60.4,33.3,8.3,0.0,24.8,Manageable (<30%),0,18.6,Manageable (<30%),0,0.0,96.9,21.9,0.9,91.7,0.0,12,96,12.4,28.1,46.2,249,15.3,32.3,21.6,27.6,True,True,Q1 (Lowest),
SAL13946,SAL13946,42,575,1044,1419,365,2.4,159,117,107,66,11,401,39.7,29.2,26.7,2.7,31.4,Moderate (30-40%),6,35.0,Moderate (30-40%),39,0.0,92.3,0.0,0.7,67.6,4.0,111,401,22.7,22.2,35.6,991,31.8,25.4,32.2,33.1,True,True,Q1 (Lowest),
SAL13947,SAL13947,42,725,1572,2300,350,2.4,451,351,399,213,123,1272,35.5,27.6,31.4,9.7,33.8,Moderate (30-40%),193,22.3,Manageable (<30%),234,5.9,72.1,10.4,0.8,55.1,26.7,259,1272,25.5,24.7,34.0,3241,30.8,22.4,35.3,29.8,True,True,Q2,Low (<10%)
SAL13948,SAL13948,52,700,1562,1727,390,2.7,30,19,3,3,0,57,52.6,33.3,5.3,0.0,25.5,Manageable (<30%),6,25.0,Manageable (<30%),0,0.0,100.0,0.0,0.7,43.9,31.6,3,57,19.3,23.0,49.1,161,18.2,17.7,22.3,21.3,True,True,Q2,
SAL13950,SAL13950,45,711,1220,1005,180,2.2,181,88,115,30,28,395,45.8,22.3,29.1,7.1,19.0,Manageable (<30%),16,14.8,Manageable (<30%),0,6.6,92.2,5.3,0.7,59.2,5.8,108,395,21.4,19.5,40.9,1073,25.8,19.3,28.4,24.2,True,True,Q1 (Lowest),Low (<10%)
SAL13951,SAL13951,53,780,1955,2000,480,2.7,85,57,13,5,0,158,53.8,36.1,8.2,0.0,23.6,Manageable (<30%),34,24.6,Manageable (<30%),17,0.0,100.0,0.0,0.7,24.1,32.3,27,158,14.3,19.9,47.2,428,18.1,13.6,21.2,18.4,True,True,Q3,
SAL13952,SAL13952,30,518,1103,1603,300,2.8,188,223,734,280,390,1178,16.0,18.9,62.3,33.1,33.5,Moderate (30-40%),28,27.2,Manageable (<30%),29,6.6,90.3,6.1,0.9,63.0,5.4,669,1178,29.2,22.5,22.4,3700,47.3,24.4,46.0,38.4,True,True,Q1 (Lowest),Low (<10%)
SAL13958,SAL13958,51,599,1114,725,170,2.1,104,57,54,11,13,234,44.4,24.4,23.1,5.6,15.0,Manageable (<30%),14,15.3,Manageable (<30%),0,2.6,97.0,6.8,0.7,67.1,6.0,45,234,17.3,19.9,45.8,568,22.8,21.4,24.0,23.3,True,True,Q1 (Lowest),Low (<10%)
SAL13960,SAL13960,56,532,1087,986,90,2.1,33,14,0,0,0,50,66.0,28.0,0.0,0.0,20.9,Manageable (<30%),0,8.3,Manageable (<30%),0,0.0,96.0,0.0,0.8,46.0,0.0,0,50,5.9,30.5,53.4,118,7.1,13.3,16.7,15.4,True,True,Q1 (Lowest),
SAL13963,SAL13963,55,605,1045,887,320,2.2,89,45,14,8,0,150,59.3,30.0,9.3,0.0,19.6,Manageable (<30%),0,30.6,Moderate (30-40%),6,0.0,99.3,2.0,0.7,61.3,2.7,39,150,14.1,20.3,49.7,354,19.8,23.4,20.5,24.7,True,True,Q1 (Lowest),
SAL13965,SAL13965,43,729,2027,2400,366,3.0,48,27,6,4,0,89,53.9,30.3,6.7,0.0,27.3,Manageable (<30%),14,18.1,Manageable (<30%),0,0.0,96.6,3.4,0.8,13.5,31.5,4,89,19.3,23.2,38.9,285,16.6,10.8,23.8,15.9,True,True,Q3,
SAL13968,SAL13968,35,783,1569,1625,418,2.5,95,124,136,116,0,365,26.0,34.0,37.3,0.0,23.9,Manageable (<30%),6,26.6,Manageable (<30%),55,0.0,72.9,1.6,0.8,39.7,9.0,131,365,30.7,24.0,27.2,925,36.4,18.0,33.5,27.2,True,True,Q2,
SAL13969,SAL13969,43,717,1477,1885,350,2.5,163,167,126,66,7,481,33.9,34.7,26.2,1.5,29.5,Manageable (<30%),40,23.7,Manageable (<30%),37,1.0,87.5,9.4,0.8,48.2,17.5,101,481,22.2,24.3,34.6,1285,28.6,21.2,30.6,27.0,True,True,Q2,Low (<10%)
SAL13972,SAL13972,50,520,931,345,100,2.3,80,28,17,6,5,133,60.2,21.1,12.8,3.8,8.6,Manageable (<30%),0,10.7,Manageable (<30%),0,0.0,94.0,3.8,0.7,68.4,6.8,16,133,16.3,22.5,43.9,369,15.6,19.4,18.4,18.7,True,True,Q1 (Lowest),
SAL13974,SAL13974,49,728,1468,1408,330,2.8,43,32,18,8,0,93,46.2,34.4,19.4,0.0,22.1,Manageable (<30%),14,22.5,Manageable (<30%),3,0.0,100.0,0.0,0.8,35.5,18.3,26,93,18.1,25.8,36.9,271,23.5,15.4,24.8,21.6,True,True,Q2,
SAL13975,SAL13975,37,666,1262,400,100,2.4,53,18,19,3,3,94,56.4,19.1,20.2,3.2,7.3,Manageable (<30%),0,7.9,Manageable (<30%),0,0.0,96.8,6.4,0.7,53.2,7.4,10,94,21.7,25.1,27.8,263,19.2,16.3,21.4,16.9,True,True,Q1 (Lowest),
SAL13976,SAL13976,32,988,2217,2383,520,2.9,138,355,125,100,0,631,21.9,56.3,19.8,0.0,24.8,Manageable (<30%),133,23.5,Manageable (<30%),175,1.6,85.6,3.3,0.8,24.2,20.3,159,631,29.7,26.9,18.2,1840,28.7,14.5,26.2,20.9,True,True,Q4 (Highest),Low (<10%)
SAL13979,SAL13979,47,677,1252,1165,220,2.3,334,207,185,73,20,765,43.7,27.1,24.2,2.6,21.5,Manageable (<30%),20,17.6,Manageable (<30%),0,0.0,95.2,3.7,0.7,57.8,9.3,193,765,18.9,22.6,40.4,1915,24.4,19.4,26.9,24.3,True,True,Q1 (Lowest),
SAL13980,SAL13980,45,739,1657,2146,410,2.7,674,749,292,134,77,1922,35.1,39.0,15.2,4.0,29.9,Manageable (<30%),301,24.7,Manageable (<30%),238,0.2,81.0,1.2,0.8,44.7,23.8,502,1922,21.3,23.7,37.0,5369,24.2,18.3,26.9,24.6,True,True,Q3,Low (<10%)
SAL13981,SAL13981,42,749,1524,1300,188,2.6,25,30,16,0,0,72,34.7,41.7,22.2,0.0,19.7,Manageable (<30%),0,12.3,Manageable (<30%),0,0.0,100.0,0.0,0.7,27.8,20.8,3,72,13.8,27.1,34.7,225,21.9,10.6,23.1,17.7,True,True,Q2,
SAL13982,SAL13982,41,814,1985,1975,350,2.6,54,80,28,15,0,156,34.6,51.3,17.9,0.0,23.0,Manageable (<30%),32,17.6,Manageable (<30%),8,0.0,99.4,3.8,0.9,27.6,11.5,40,156,22.5,23.6,33.9,454,23.5,13.7,23.9,19.2,True,True,Q3,
SAL13984,SAL13984,42,655,1242,1300,245,2.3,954,741,829,495,146,2592,36.8,28.6,32.0,5.6,24.2,Manageable (<30%),54,19.7,Manageable (<30%),19,1.9,85.4,3.4,0.8,58.6,9.6,679,2592,22.3,22.7,35.6,6613,29.5,20.2,30.9,27.4,True,True,Q1 (Lowest),Low (<10%)
SAL13987,SAL13987,62,499,854,1322,310,1.9,1529,481,823,500,132,2988,51.2,16.1,27.5,4.4,35.7,Moderate (30-40%),43,36.3,Moderate (30-40%),191,20.5,54.1,7.6,0.7,84.1,4.3,630,2988,14.1,15.7,60.7,6376,29.6,31.4,33.7,37.2,True,True,Q1 (Lowest),Medium (10-30%)
SAL13989,SAL13989,45,585,1125,1083,213,2.2,42,16,16,4,0,84,50.0,19.0,19.0,0.0,22.2,Manageable (<30%),0,18.9,Manageable (<30%),0,0.0,88.1,15.5,0.9,53.6,0.0,30,84,12.6,30.7,35.3,215,20.8,22.8,25.2,23.5,True,True,Q1 (Lowest),
SAL13991,SAL13991,58,659,1280,1625,420,2.2,848,335,227,162,4,1456,58.2,23.0,15.6,0.3,29.3,Manageable (<30%),58,32.8,Moderate (30-40%),181,4.9,79.1,0.3,0.6,53.4,10.8,165,1456,13.5,19.5,55.0,3405,23.0,21.8,26.8,27.6,True,True,Q2,Low (<10%)
SAL13993,SAL13993,53,669,1416,1733,275,2.4,25,19,0,0,0,52,48.1,36.5,0.0,0.0,28.2,Manageable (<30%),0,19.4,Manageable (<30%),0,0.0,100.0,0.0,0.7,15.4,13.5,3,52,26.4,27.1,41.7,144,16.3,10.3,22.9,15.3,True,True,Q2,
SAL13994,SAL13994,43,714,1781,1647,350,3.0,23,22,3,0,0,53,43.4,41.5,5.7,0.0,21.3,Manageable (<30%),0,19.7,Manageable (<30%),0,0.0,86.8,0.0,1.0,11.3,0.0,3,53,19.5,30.8,30.8,169,17.8,10.2,20.0,14.6,True,True,Q3,
SAL13997,SAL13997,62,586,1043,1430,330,1.9,665,238,175,116,0,1107,60.1,21.5,15.8,0.0,31.6,Moderate (30-40%),22,31.6,Moderate (30-40%),15,0.5,95.8,1.9,0.6,70.5,5.9,129,1107,10.8,15.5,65.9,2353,22.0,25.4,27.4,30.4,True,True,Q1 (Lowest),Low (<10%)
SAL13998,SAL13998,43,1144,3046,3484,590,2.8,1739,1700,850,687,42,4427,39.3,38.4,19.2,0.9,26.4,Manageable (<30%),1896,19.4,Manageable (<30%),1333,27.2,68.1,6.5,0.8,22.9,73.9,821,4427,20.3,28.6,32.1,12850,23.6,14.0,26.5,19.9,True,True,Q4 (Highest),Medium (10-30%)
SAL14000,SAL14000,32,840,2137,2500,520,3.0,191,262,369,299,16,858,22.3,30.5,43.0,1.9,27.0,Manageable (<30%),157,24.3,Manageable (<30%),591,44.8,46.9,13.3,1.2,28.4,28.8,177,858,39.8,25.7,18.3,2673,40.2,19.4,38.6,27.5,True,True,Q3,High (30-50%)
SAL14001,SAL14001,35,912,1785,1517,338,2.5,438,502,398,279,24,1365,32.1,36.8,29.2,1.8,19.6,Manageable (<30%),98,18.9,Manageable (<30%),115,2.3,93.6,2.6,0.8,36.9,20.7,353,1365,30.1,23.3,27.2,3572,30.2,15.4,28.9,22.2,True,True,Q3,Low (<10%)
SAL14002,SAL14002,55,660,1138,1733,403,2.0,1709,852,1407,820,160,4149,41.2,20.5,33.9,3.9,35.1,Moderate (30-40%),232,35.4,Moderate (30-40%),991,44.2,24.9,7.1,0.8,63.6,9.8,832,4149,18.5,20.3,50.4,9176,33.8,27.1,35.9,35.1,True,True,Q1 (Lowest),High (30-50%)
SAL14003,SAL14003,52,561,976,1733,390,2.1,1443,763,1054,477,262,3424,42.1,22.3,30.8,7.7,41.0,Severe (40-50%),129,40.0,Moderate (30-40%),638,14.9,51.7,10.0,0.8,73.0,5.6,957,3424,19.2,20.1,47.0,7941,34.0,31.2,37.2,38.6,True,True,Q1 (Lowest),Medium (10-30%)
SAL14004,SAL14004,47,612,1029,1664,350,2.1,1041,719,788,457,77,2654,39.2,27.1,29.7,2.9,37.3,Moderate (30-40%),90,34.0,Moderate (30-40%),340,20.7,56.4,4.8,0.8,69.0,6.3,749,2654,21.8,22.3,41.7,6176,32.5,27.0,35.5,35.3,True,True,Q1 (Lowest),Medium (10-30%)
SAL14006,SAL14006,49,556,933,1582,273,1.9,26,3,29,0,0,66,39.4,4.5,43.9,0.0,39.1,Moderate (30-40%),0,29.3,Manageable (<30%),0,0.0,37.9,54.5,1.1,77.3,0.0,9,66,10.1,30.2,39.6,159,34.4,42.8,40.4,39.1,True,True,Q1 (Lowest),
SAL14011,SAL14011,47,690,2374,2600,337,3.0,24,9,18,6,0,54,44.4,16.7,33.3,0.0,25.3,Manageable (<30%),16,14.2,Manageable (<30%),3,0.0,103.7,13.0,1.0,31.5,13.0,0,54,29.9,19.6,42.3,194,29.1,16.5,34.4,22.8,True,True,Q4 (Highest),
SAL14012,SAL14012,46,591,1237,1547,390,2.5,68,73,38,13,0,184,37.0,39.7,20.7,0.0,28.9,Manageable (<30%),10,31.5,Moderate (30-40%),10,0.0,96.7,4.3,0.8,53.3,13.0,43,184,21.3,24.2,36.9,521,28.3,23.0,28.1,28.4,True,True,Q1 (Lowest),
SAL14013,SAL14013,60,638,1174,1192,350,2.1,28,14,11,0,0,56,50.0,25.0,19.6,0.0,23.4,Manageable (<30%),0,29.8,Manageable (<30%),8,0.0,101.8,5.4,0.8,53.6,10.7,6,56,15.5,15.5,58.1,129,24.9,22.9,25.8,26.5,True,True,Q1 (Lowest),
SAL14015,SAL14015,53,518,1113,1257,250,2.3,37,28,13,3,0,81,45.7,34.6,16.0,0.0,26.1,Manageable (<30%),0,22.5,Manageable (<30%),0,0.0,81.5,8.6,0.8,65.4,7.4,5,81,15.8,22.6,43.7,190,21.7,24.0,24.9,26.4,True,True,Q1 (Lowest),
SAL14018,SAL14018,48,640,1283,1775,400,2.5,96,85,40,12,0,226,42.5,37.6,17.7,0.0,31.9,Moderate (30-40%),22,31.2,Moderate (30-40%),24,0.0,99.6,8.0,0.8,46.9,9.7,53,226,18.2,26.0,39.9,685,25.8,22.7,28.0,27.6,True,True,Q2,
SAL14019,SAL14019,52,550,1062,585,175,2.4,37,14,10,0,0,66,56.1,21.2,15.2,0.0,12.7,Manageable (<30%),0,16.5,Manageable (<30%),0,0.0,95.5,0.0,0.7,43.9,12.1,12,66,13.8,19.0,45.0,189,18.2,15.1,20.3,18.0,True,True,Q1 (Lowest),
SAL14021,SAL14021,51,564,1007,1579,340,2.2,1475,646,838,416,207,3040,48.5,21.2,27.6,6.8,36.2,Moderate (30-40%),113,33.8,Moderate (30-40%),256,2.3,80.5,3.4,0.7,73.6,5.4,815,3040,18.0,21.1,45.6,7262,29.9,27.3,34.2,35.1,True,True,Q1 (Lowest),Low (<10%)
SAL14022,SAL14022,49,496,984,1105,260,2.4,127,72,76,34,3,289,43.9,24.9,26.3,1.0,25.9,Manageable (<30%),0,26.4,Manageable (<30%),7,4.8,91.3,3.5,0.8,69.9,5.5,65,289,17.9,22.2,43.7,749,27.6,24.6,29.3,30.0,True,True,Q1 (Lowest),Low (<10%)
SAL14023,SAL14023,48,487,974,1166,275,2.3,36,29,15,4,0,80,45.0,36.2,18.8,0.0,27.6,Manageable (<30%),0,28.2,Manageable (<30%),0,0.0,103.8,10.0,0.9,76.2,0.0,22,80,21.9,27.4,39.1,215,25.9,28.5,27.4,30.5,True,True,Q1 (Lowest),
SAL14024,SAL14024,30,772,1805,2500,500,2.1,364,358,1994,1399,191,2926,12.4,12.2,68.1,6.5,32.0,Moderate (30-40%),227,27.7,Manageable (<30%),2518,87.4,0.2,36.2,1.2,36.9,27.4,299,2926,56.4,25.4,11.6,7410,55.6,29.0,53.3,35.9,True,True,Q3,Very High (>50%)
SAL14025,SAL14025,44,688,1421,2100,400,2.4,2284,2040,2235,1785,90,6791,33.6,30.0,32.9,1.3,34.1,Moderate (30-40%),686,28.1,Manageable (<30%),1466,7.5,76.7,5.1,0.8,52.7,17.5,2063,6791,19.3,26.3,36.4,17372,32.1,22.1,34.4,31.2,True,True,Q2,Low (<10%)
SAL14026,SAL14026,42,563,1211,1950,285,2.4,586,534,894,316,484,2131,27.5,25.1,42.0,22.7,37.2,Moderate (30-40%),122,23.5,Manageable (<30%),313,11.8,78.0,5.3,0.8,66.5,9.5,702,2131,24.6,22.2,36.1,5476,36.0,23.5,39.9,34.8,True,True,Q1 (Lowest),Medium (10-30%)
SAL14029,SAL14029,53,602,958,542,100,2.2,97,33,23,0,0,166,58.4,19.9,13.9,0.0,13.1,Manageable (<30%),16,10.4,Manageable (<30%),0,0.0,98.2,6.0,0.7,74.7,12.0,13,166,17.4,19.7,48.5,396,16.3,21.3,20.9,20.9,True,True,Q1 (Lowest),
SAL14033,SAL14033,49,565,1042,1300,350,2.2,43,35,28,4,0,113,38.1,31.0,24.8,0.0,28.8,Manageable (<30%),6,33.6,Moderate (30-40%),23,0.0,100.0,11.5,0.8,69.9,4.4,17,113,26.3,21.8,44.6,289,31.4,29.1,31.1,32.2,True,True,Q1 (Lowest),
SAL14038,SAL14038,51,583,1267,1343,400,2.5,27,18,11,0,0,53,50.9,34.0,20.8,0.0,24.5,Manageable (<30%),18,31.6,Moderate (30-40%),6,0.0,94.3,11.3,0.8,43.4,11.3,7,53,15.8,19.6,46.8,158,25.9,23.2,25.8,25.9,True,True,Q2,
SAL14039,SAL14039,48,565,1468,1625,400,2.6,28,17,10,0,0,67,41.8,25.4,14.9,0.0,25.5,Manageable (<30%),0,27.2,Manageable (<30%),4,0.0,100.0,0.0,0.9,38.8,9.0,8,67,17.9,26.9,43.4,212,23.5,17.7,25.7,23.3,True,True,Q2,
SAL14040,SAL14040,42,918,1843,2709,235,2.6,19,17,9,7,0,62,30.6,27.4,14.5,0.0,33.9,Moderate (30-40%),24,12.8,Manageable (<30%),0,0.0,100.0,0.0,0.7,40.3,9.7,5,62,16.4,24.3,36.2,152,19.9,13.3,28.4,21.7,True,True,Q3,
SAL14048,SAL14048,58,769,1781,2528,500,2.3,45,11,3,0,0,66,68.2,16.7,4.5,0.0,32.8,Moderate (30-40%),20,28.1,Manageable (<30%),0,0.0,97.0,12.1,0.8,18.2,45.5,0,66,12.6,23.2,55.6,151,15.9,17.3,25.3,20.1,True,True,Q3,
SAL14051,SAL14051,54,602,1143,1517,300,2.4,109,67,16,8,0,204,53.4,32.8,7.8,0.0,30.6,Moderate (30-40%),0,26.2,Manageable (<30%),0,0.0,100.0,3.9,0.8,52.5,2.9,33,204,14.3,21.4,49.3,533,18.5,21.1,24.2,24.8,True,True,Q1 (Lowest),
SAL14053,SAL14053,44,542,850,1888,390,2.1,36,21,27,0,0,102,35.3,20.6,26.5,0.0,51.3,Extreme (>50%),14,45.9,Severe (40-50%),19,0.0,91.2,29.4,1.0,93.1,14.7,20,102,24.7,27.9,30.4,283,35.8,43.2,41.3,45.1,True,True,Q1 (Lowest),
SAL14059,SAL14059,45,670,1739,1800,350,2.9,100,108,52,15,0,272,36.8,39.7,19.1,0.0,23.9,Manageable (<30%),16,20.1,Manageable (<30%),15,0.0,97.8,2.9,0.9,41.2,15.4,51,272,19.0,24.4,36.7,863,23.8,16.9,25.1,22.4,True,True,Q3,
SAL14063,SAL14063,48,527,974,968,235,2.4,28,17,6,0,0,52,53.8,32.7,11.5,0.0,22.9,Manageable (<30%),0,24.1,Manageable (<30%),0,0.0,100.0,21.2,0.9,69.2,23.1,3,52,12.7,22.2,43.7,126,19.0,29.2,21.9,25.8,True,True,Q1 (Lowest),
SAL14068,SAL14068,55,794,1812,1957,265,2.6,55,32,10,3,0,101,54.5,31.7,9.9,0.0,24.9,Manageable (<30%),12,14.6,Manageable (<30%),0,0.0,97.0,9.9,0.8,32.7,25.7,10,101,13.2,21.4,51.1,266,15.5,15.5,22.4,18.0,True,True,Q3,
SAL14069,SAL14069,46,628,1150,1267,250,2.3,435,358,280,172,26,1117,38.9,32.1,25.1,2.3,25.4,Manageable (<30%),31,21.7,Manageable (<30%),16,1.4,91.0,4.7,0.7,64.0,7.0,300,1117,19.1,22.5,40.2,2728,26.5,22.1,28.3,27.4,True,True,Q1 (Lowest),Low (<10%)
SAL14070,SAL14070,58,510,933,490,110,2.2,82,23,21,0,3,136,60.3,16.9,15.4,2.2,12.1,Manageable (<30%),0,11.8,Manageable (<30%),0,0.0,100.0,2.2,0.7,74.3,7.4,28,136,17.9,14.6,58.7,329,17.2,20.5,21.4,21.2,True,True,Q1 (Lowest),
SAL14073,SAL14073,39,796,1580,1300,300,2.7,111,159,38,21,0,322,34.5,49.4,11.8,0.0,19.0,Manageable (<30%),0,19.0,Manageable (<30%),0,0.0,100.0,0.0,0.7,43.2,9.9,42,322,22.9,24.6,31.1,910,21.6,15.7,20.8,19.4,True,True,Q2,
SAL14075,SAL14075,55,465,833,824,220,2.1,69,28,30,12,0,141,48.9,19.9,21.3,0.0,22.8,Manageable (<30%),0,26.4,Manageable (<30%),0,0.0,96.5,12.8,0.8,78.7,7.1,18,141,12.7,23.3,49.5,331,24.1,29.1,26.1,29.6,True,True,Q1 (Lowest),
SAL14078,SAL14078,49,506,1474,1700,438,2.7,42,25,8,3,0,66,63.6,37.9,12.1,0.0,26.6,Manageable (<30%),6,29.7,Manageable (<30%),0,0.0,100.0,0.0,0.9,36.4,9.1,21,66,18.7,25.9,40.4,193,21.1,18.0,24.2,23.3,True,True,Q2,
SAL14079,SAL14079,55,590,1071,1647,340,2.2,648,289,363,206,59,1341,48.3,21.6,27.1,4.4,35.5,Moderate (30-40%),59,31.7,Moderate (30-40%),105,10.1,80.9,5.9,0.7,68.2,7.5,374,1341,15.0,20.1,50.9,3185,28.5,26.3,33.2,33.5,True,True,Q1 (Lowest),Medium (10-30%)
SAL14080,SAL14080,49,529,1174,1083,262,2.6,35,24,7,0,0,68,51.5,35.3,10.3,0.0,21.3,Manageable (<30%),0,22.3,Manageable (<30%),0,0.0,98.5,7.4,0.9,67.6,11.8,7,68,11.3,23.2,46.9,194,17.9,24.2,20.3,24.5,True,True,Q1 (Lowest),
SAL14081,SAL14081,42,789,1803,2167,265,2.8,102,126,17,4,0,256,39.8,49.2,6.6,0.0,27.7,Manageable (<30%),60,14.7,Manageable (<30%),8,0.0,100.8,1.6,0.8,31.6,25.8,31,256,19.9,27.3,33.4,719,17.0,12.8,22.1,17.9,True,True,Q3,
