SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,is_nsw,is_sydney_metro,income_quartile,apartment_category
SAL10942,SAL10942,52,901,2148,2167,440,2.5,344,233,74,53,0,663,51.9,35.1,11.2,0.0,23.3,Manageable (<30%),142,20.5,Manageable (<30%),58,0.0,99.2,2.1,0.7,30.5,42.2,93,663,15.8,23.5,45.7,1749,18.6,14.3,22.3,18.8,True,True,Q3,
SAL10943,SAL10943,47,1125,3299,3000,640,2.8,31,35,7,4,0,74,41.9,47.3,9.5,0.0,21.0,Manageable (<30%),41,19.4,Manageable (<30%),0,0.0,95.9,4.1,0.9,4.1,63.5,7,74,19.8,29.7,35.4,212,19.4,9.7,20.5,14.0,True,True,Q4 (Highest),
SAL10946,SAL10946,46,718,1906,1975,300,2.8,20,37,9,0,0,65,30.8,56.9,13.8,0.0,23.9,Manageable (<30%),14,15.7,Manageable (<30%),0,0.0,100.0,0.0,0.8,27.7,27.7,9,65,18.2,27.6,36.9,203,20.8,11.8,21.6,18.0,True,True,Q3,
SAL10948,SAL10948,36,937,1816,1109,200,2.3,411,354,434,155,88,1257,32.7,28.2,34.5,7.0,14.1,Manageable (<30%),49,11.0,Manageable (<30%),6,5.3,89.2,4.4,0.7,41.4,20.4,276,1257,26.6,23.2,29.1,3603,29.2,14.3,28.5,20.4,True,True,Q3,Low (<10%)
SAL10950,SAL10950,56,498,967,1020,285,2.3,175,69,61,19,6,325,53.8,21.2,18.8,1.8,24.3,Manageable (<30%),8,29.5,Manageable (<30%),0,0.0,93.5,10.2,0.8,72.6,10.8,69,325,15.1,19.2,51.6,766,24.0,28.0,26.3,29.3,True,True,Q1 (Lowest),
SAL10953,SAL10953,35,992,2313,2700,530,2.9,340,656,276,219,4,1406,24.2,46.7,19.6,0.3,26.9,Manageable (<30%),490,22.9,Manageable (<30%),430,0.2,95.8,1.1,0.7,24.6,32.1,296,1406,27.7,25.2,25.0,4206,27.8,13.5,27.5,21.1,True,True,Q4 (Highest),Low (<10%)
SAL10958,SAL10958,54,447,843,1250,230,2.1,38,24,10,5,0,83,45.8,28.9,12.0,0.0,34.2,Moderate (30-40%),0,27.3,Manageable (<30%),0,0.0,100.0,10.8,0.8,66.3,0.0,20,83,14.4,29.4,47.3,201,21.3,26.3,27.3,28.9,True,True,Q1 (Lowest),
SAL10959,SAL10959,43,652,1231,1733,355,2.3,3520,2590,4220,2616,757,10666,33.0,24.3,39.6,7.1,32.5,Moderate (30-40%),344,28.8,Manageable (<30%),1989,20.6,59.7,6.4,0.8,60.0,9.9,3157,10666,23.5,23.6,36.1,27089,35.9,24.2,37.2,33.4,True,True,Q1 (Lowest),Medium (10-30%)
SAL10964,SAL10964,43,841,1555,867,180,2.4,181,104,108,12,6,439,41.2,23.7,24.6,1.4,12.9,Manageable (<30%),10,11.6,Manageable (<30%),0,4.8,91.8,1.6,0.7,33.9,9.1,65,439,21.6,24.7,36.2,1152,23.5,12.1,24.5,17.2,True,True,Q2,Low (<10%)
SAL10965,SAL10965,33,1173,3223,3000,620,3.7,121,892,262,232,0,1294,9.4,68.9,20.2,0.0,21.5,Manageable (<30%),874,19.2,Manageable (<30%),483,0.2,99.7,0.4,0.9,7.0,60.7,254,1294,27.0,33.2,13.2,4914,28.3,9.1,23.2,16.6,True,True,Q4 (Highest),Low (<10%)
SAL10966,SAL10966,42,1001,2586,2600,600,2.8,194,180,65,31,0,452,42.9,39.8,14.4,0.0,23.2,Manageable (<30%),127,23.2,Manageable (<30%),75,1.5,91.8,3.3,0.9,19.9,56.9,67,452,20.7,27.8,31.7,1372,22.6,13.7,23.8,18.8,True,True,Q4 (Highest),Low (<10%)
SAL10969,SAL10969,39,533,1042,759,180,2.5,61,28,84,3,44,192,31.8,14.6,43.8,22.9,16.8,Manageable (<30%),6,17.3,Manageable (<30%),0,0.0,92.7,6.8,0.8,58.9,12.0,66,192,25.9,21.9,32.0,634,34.7,20.6,33.6,27.3,True,True,Q1 (Lowest),
SAL10970,SAL10970,43,1074,2372,2800,600,2.5,1091,911,888,722,3,2986,36.5,30.5,29.7,0.1,27.2,Manageable (<30%),783,25.3,Manageable (<30%),1534,53.2,41.7,10.0,0.9,24.5,51.3,590,2986,25.0,26.7,33.2,7944,30.8,17.3,31.7,24.1,True,True,Q4 (Highest),Very High (>50%)
SAL10971,SAL10971,40,1071,3278,3467,800,3.2,542,695,180,127,0,1445,37.5,48.1,12.5,0.0,24.4,Manageable (<30%),815,24.4,Manageable (<30%),297,3.2,94.3,2.4,0.9,14.1,73.4,283,1445,21.6,31.1,25.3,4805,22.9,12.7,23.0,18.2,True,True,Q4 (Highest),Low (<10%)
SAL10972,SAL10972,38,1160,2200,1967,200,2.8,38,85,13,5,0,132,28.8,64.4,9.8,0.0,20.6,Manageable (<30%),14,9.1,Manageable (<30%),0,0.0,96.2,6.1,0.8,21.2,31.8,13,132,19.7,36.7,23.7,376,17.7,10.4,18.7,13.8,True,True,Q4 (Highest),
SAL10975,SAL10975,42,768,1343,0,150,2.7,26,16,3,0,0,57,45.6,28.1,5.3,0.0,0.0,Manageable (<30%),12,11.2,Manageable (<30%),0,0.0,100.0,0.0,0.8,28.1,14.0,0,57,16.9,24.3,37.3,177,14.3,10.6,12.2,9.3,True,True,Q2,
SAL10976,SAL10976,41,877,1800,1387,295,2.9,33,28,5,0,0,74,44.6,37.8,6.8,0.0,17.8,Manageable (<30%),6,16.4,Manageable (<30%),0,5.4,95.9,0.0,0.8,10.8,13.5,14,74,22.1,25.6,29.8,258,17.6,8.7,19.8,12.7,True,True,Q3,Low (<10%)
SAL10978,SAL10978,50,466,1057,1300,265,2.4,32,15,6,3,0,66,48.5,22.7,9.1,0.0,28.4,Manageable (<30%),0,25.1,Manageable (<30%),0,0.0,93.9,13.6,1.0,43.9,0.0,10,66,10.2,24.6,46.1,167,18.4,22.4,23.9,23.3,True,True,Q1 (Lowest),
SAL10979,SAL10979,49,546,1294,1300,338,2.6,119,80,16,6,0,223,53.4,35.9,7.2,0.0,23.2,Manageable (<30%),8,26.1,Manageable (<30%),0,0.0,98.7,7.2,0.9,50.7,2.7,67,223,17.5,22.2,41.6,681,18.9,21.9,21.4,22.7,True,True,Q2,
SAL10984,SAL10984,40,656,1607,2167,250,3.0,32,47,9,0,0,104,30.8,45.2,8.7,0.0,31.1,Moderate (30-40%),26,15.6,Manageable (<30%),0,0.0,94.2,5.8,0.9,31.7,13.5,9,104,23.5,31.5,27.7,336,19.8,14.6,25.2,19.5,True,True,Q2,
SAL10985,SAL10985,38,796,1875,2100,430,2.8,206,280,106,74,4,603,34.2,46.4,17.6,0.7,25.8,Manageable (<30%),92,22.9,Manageable (<30%),92,0.5,98.7,2.0,0.8,35.5,19.9,135,603,26.0,25.4,28.7,1775,25.7,16.2,26.2,22.2,True,True,Q3,Low (<10%)
SAL10987,SAL10987,36,713,1539,1950,380,2.8,763,1106,957,690,110,2897,26.3,38.2,33.0,3.8,29.2,Manageable (<30%),240,24.7,Manageable (<30%),365,0.9,95.1,2.0,0.9,42.3,12.3,1165,2897,27.1,26.8,25.1,8770,33.4,18.3,33.2,27.8,True,True,Q2,Low (<10%)
SAL10992,SAL10992,55,622,1191,1315,250,2.2,88,33,28,4,0,168,52.4,19.6,16.7,0.0,25.5,Manageable (<30%),18,21.0,Manageable (<30%),0,0.0,99.4,3.0,0.7,61.3,12.5,28,168,17.3,18.5,50.7,416,21.2,20.9,26.7,25.2,True,True,Q1 (Lowest),
SAL10996,SAL10996,40,1149,3152,3000,590,3.1,524,626,138,97,6,1298,40.4,48.2,10.6,0.5,22.0,Manageable (<30%),596,18.7,Manageable (<30%),209,0.8,91.3,1.5,0.9,20.9,69.9,206,1298,20.6,30.6,25.9,4053,19.9,12.0,21.3,16.8,True,True,Q4 (Highest),Low (<10%)
SAL10999,SAL10999,43,935,2410,3033,570,2.8,2147,1517,1143,817,146,4916,43.7,30.9,23.3,3.0,29.0,Manageable (<30%),1493,23.7,Manageable (<30%),1431,16.5,70.6,4.4,0.9,32.4,54.7,1059,4916,22.5,27.1,33.1,14551,26.6,16.7,30.0,24.0,True,True,Q4 (Highest),Medium (10-30%)
SAL11000,SAL11000,42,938,2354,3000,450,2.8,878,616,507,363,57,2052,42.8,30.0,24.7,2.8,29.4,Manageable (<30%),576,19.1,Manageable (<30%),510,11.9,78.8,6.8,0.9,33.2,51.8,402,2052,24.3,27.0,31.5,6178,26.2,16.2,31.0,23.4,True,True,Q4 (Highest),Medium (10-30%)
SAL11001,SAL11001,34,565,1636,2300,500,3.4,1187,1198,980,583,108,3497,33.9,34.3,28.0,3.1,32.4,Moderate (30-40%),624,30.6,Moderate (30-40%),1231,1.9,66.3,2.2,1.0,42.2,19.3,1274,3497,27.6,24.8,24.2,13066,32.5,20.3,33.4,29.2,True,True,Q3,Low (<10%)
SAL11002,SAL11002,39,668,1292,1000,200,2.4,429,303,338,91,95,1144,37.5,26.5,29.5,8.3,17.9,Manageable (<30%),23,15.5,Manageable (<30%),0,1.0,94.9,3.0,0.7,58.9,9.8,282,1144,22.9,21.6,34.6,3185,27.3,18.7,27.9,24.1,True,True,Q2,Low (<10%)
SAL11003,SAL11003,40,713,1696,2000,460,2.9,26,57,13,8,0,99,26.3,57.6,13.1,0.0,27.2,Manageable (<30%),24,27.1,Manageable (<30%),11,0.0,100.0,0.0,0.9,38.4,8.1,24,99,22.3,27.4,30.9,314,25.2,17.6,23.5,23.3,True,True,Q3,
SAL11005,SAL11005,53,525,1125,1699,325,2.6,82,41,5,3,0,135,60.7,30.4,3.7,0.0,34.9,Moderate (30-40%),6,28.9,Manageable (<30%),0,0.0,100.0,3.0,0.7,55.6,10.4,6,135,16.7,19.2,45.8,365,17.4,22.1,25.4,26.1,True,True,Q1 (Lowest),
SAL11006,SAL11006,49,616,1239,1733,250,2.6,85,44,7,6,0,141,60.3,31.2,5.0,0.0,32.3,Moderate (30-40%),14,20.2,Manageable (<30%),0,0.0,100.0,3.5,0.7,56.0,2.1,25,141,15.0,24.9,42.1,394,15.0,19.7,24.3,23.6,True,True,Q1 (Lowest),
SAL11007,SAL11007,56,707,1687,1733,350,2.3,50,31,3,5,0,80,62.5,38.8,3.8,0.0,23.7,Manageable (<30%),20,20.7,Manageable (<30%),0,0.0,103.8,15.0,0.8,42.5,20.0,3,80,17.5,24.8,53.4,206,15.0,20.8,20.2,19.4,True,True,Q3,
SAL11008,SAL11008,48,805,1550,1687,340,2.3,48,26,15,7,0,102,47.1,25.5,14.7,0.0,25.1,Manageable (<30%),16,21.9,Manageable (<30%),9,0.0,100.0,5.9,0.8,38.2,21.6,24,102,19.0,27.3,39.9,253,21.5,17.6,25.7,21.6,True,True,Q2,
SAL11010,SAL11010,39,739,1535,1820,350,2.4,277,223,371,288,38,886,31.3,25.2,41.9,4.3,27.4,Manageable (<30%),71,22.8,Manageable (<30%),196,30.8,50.9,7.2,0.8,49.2,15.0,245,886,30.5,24.5,31.1,2267,36.6,20.4,37.1,29.5,True,True,Q2,High (30-50%)
SAL11011,SAL11011,52,635,1624,1800,375,2.9,32,16,0,0,0,50,64.0,32.0,0.0,0.0,25.6,Manageable (<30%),18,23.1,Manageable (<30%),0,0.0,100.0,0.0,0.8,26.0,20.0,0,50,20.3,21.6,45.3,148,14.6,13.7,21.1,17.3,True,True,Q2,
SAL11012,SAL11012,51,618,1181,1591,370,2.2,61,37,23,6,0,121,50.4,30.6,19.0,0.0,31.1,Moderate (30-40%),18,31.3,Moderate (30-40%),9,0.0,95.0,0.0,0.7,69.4,9.9,6,121,13.8,27.5,41.3,298,24.7,24.7,27.8,30.9,True,True,Q1 (Lowest),
SAL11013,SAL11013,43,947,2644,3434,600,3.1,444,369,96,75,0,927,47.9,39.8,10.4,0.0,30.0,Manageable (<30%),398,22.7,Manageable (<30%),175,0.4,90.5,0.0,0.8,24.7,58.4,184,927,21.9,25.8,34.0,2884,20.6,13.4,25.5,20.2,True,True,Q4 (Highest),Low (<10%)
SAL11014,SAL11014,38,722,1706,2167,410,2.8,394,417,553,282,211,1404,28.1,29.7,39.4,15.0,29.3,Manageable (<30%),246,24.0,Manageable (<30%),425,0.6,61.5,2.0,0.8,46.9,24.9,484,1404,26.8,26.9,27.1,4030,35.5,18.8,35.9,29.4,True,True,Q3,Low (<10%)
SAL11015,SAL11015,35,1555,2976,3226,650,2.2,1431,1268,3380,2878,34,6206,23.1,20.4,54.5,0.5,25.0,Manageable (<30%),1242,21.8,Manageable (<30%),6002,79.9,10.6,14.1,1.0,17.5,65.3,818,6206,36.6,30.1,20.0,14634,43.3,16.3,41.6,26.7,True,True,Q4 (Highest),Very High (>50%)
SAL11016,SAL11016,48,671,1300,1491,148,2.4,21,23,10,0,0,61,34.4,37.7,16.4,0.0,26.5,Manageable (<30%),0,11.4,Manageable (<30%),0,0.0,95.1,0.0,0.7,68.9,0.0,5,61,17.9,29.8,35.1,151,20.1,18.6,25.3,24.1,True,True,Q2,
SAL11018,SAL11018,43,632,1637,1700,300,2.6,66,92,25,13,0,190,34.7,48.4,13.2,0.0,24.0,Manageable (<30%),6,18.3,Manageable (<30%),0,0.0,97.4,5.3,0.8,45.8,11.6,43,190,23.0,27.7,31.3,549,21.9,17.8,23.3,21.3,True,True,Q3,
SAL11019,SAL11019,35,1025,1881,2297,430,2.0,382,343,946,588,247,1717,22.2,20.0,55.1,14.4,28.2,Manageable (<30%),195,22.9,Manageable (<30%),848,31.0,17.4,13.2,0.9,43.0,28.5,299,1717,37.8,24.4,26.6,3774,44.3,21.2,43.4,31.6,True,True,Q3,High (30-50%)
SAL11022,SAL11022,37,738,1625,1133,125,2.7,47,14,5,0,0,82,57.3,17.1,6.1,0.0,16.1,Manageable (<30%),0,7.7,Manageable (<30%),0,0.0,100.0,0.0,0.7,42.7,22.0,12,82,19.7,29.5,27.9,244,13.0,12.3,20.5,14.6,True,True,Q2,
SAL11023,SAL11023,51,521,1187,1135,305,2.4,70,33,11,4,0,119,58.8,27.7,9.2,0.0,22.1,Manageable (<30%),6,25.7,Manageable (<30%),0,0.0,100.8,13.4,0.9,57.1,8.4,16,119,17.8,21.7,46.9,309,19.1,25.0,22.4,23.7,True,True,Q1 (Lowest),
SAL11024,SAL11024,47,595,1162,1000,170,2.4,203,106,89,24,15,424,47.9,25.0,21.0,3.5,19.9,Manageable (<30%),22,14.6,Manageable (<30%),0,0.0,96.9,6.1,0.7,63.9,11.1,60,424,19.9,20.8,41.4,1262,22.0,20.4,25.7,23.5,True,True,Q1 (Lowest),
SAL11025,SAL11025,42,746,1427,1500,270,2.5,327,331,144,79,14,833,39.3,39.7,17.3,1.7,24.3,Manageable (<30%),34,18.9,Manageable (<30%),12,1.1,96.2,1.8,0.7,47.3,12.0,184,833,22.8,21.8,35.1,2275,23.2,17.1,25.5,22.4,True,True,Q2,Low (<10%)
SAL11026,SAL11026,51,822,2058,1833,400,2.8,59,46,7,3,0,110,53.6,41.8,6.4,0.0,20.6,Manageable (<30%),22,19.4,Manageable (<30%),0,0.0,100.0,0.0,0.7,32.7,38.2,20,110,19.4,24.1,42.9,324,16.9,13.8,19.9,17.2,True,True,Q3,
SAL11032,SAL11032,55,468,952,1375,300,2.5,70,43,23,10,0,139,50.4,30.9,16.5,0.0,33.3,Moderate (30-40%),0,31.5,Moderate (30-40%),0,0.0,98.6,2.2,0.7,54.7,5.8,32,139,19.6,17.5,50.8,382,24.9,22.4,29.1,28.8,True,True,Q1 (Lowest),
SAL11036,SAL11036,44,771,1374,1300,290,2.2,1039,789,792,472,93,2722,38.2,29.0,29.1,3.4,21.8,Manageable (<30%),56,21.1,Manageable (<30%),151,4.4,88.4,4.6,0.7,54.6,13.4,601,2722,22.3,24.3,36.8,6715,28.6,20.0,29.0,25.8,True,True,Q2,Low (<10%)
SAL11037,SAL11037,58,594,1583,1517,400,2.4,34,18,0,0,0,55,61.8,32.7,0.0,0.0,22.1,Manageable (<30%),0,25.3,Manageable (<30%),0,0.0,98.2,5.5,0.7,40.0,0.0,7,55,10.7,27.4,57.1,168,13.6,18.6,17.7,18.9,True,True,Q2,
SAL11038,SAL11038,61,430,786,906,300,1.9,207,71,37,16,0,332,62.3,21.4,11.1,0.0,26.6,Manageable (<30%),6,38.2,Moderate (30-40%),0,0.0,98.8,4.2,0.7,90.1,2.1,45,332,10.0,17.7,66.7,691,21.7,32.1,23.8,33.0,True,True,Q1 (Lowest),
SAL11041,SAL11041,43,628,1358,1083,180,2.7,88,76,65,7,26,243,36.2,31.3,26.7,10.7,18.4,Manageable (<30%),0,13.3,Manageable (<30%),0,0.0,98.8,1.6,0.8,53.9,12.3,43,243,24.6,26.9,30.9,748,26.0,16.8,27.2,22.6,True,True,Q2,
SAL11043,SAL11043,50,594,1154,1000,210,2.3,584,312,304,127,51,1256,46.5,24.8,24.2,4.1,20.0,Manageable (<30%),34,18.2,Manageable (<30%),0,4.6,94.0,4.5,0.7,62.5,7.4,348,1256,18.4,20.6,44.8,3477,24.2,20.7,26.5,24.8,True,True,Q1 (Lowest),Low (<10%)
SAL11044,SAL11044,38,641,1206,883,190,2.4,342,217,307,60,100,934,36.6,23.2,32.9,10.7,16.9,Manageable (<30%),18,15.8,Manageable (<30%),0,4.7,92.5,4.5,0.8,61.0,10.5,380,934,24.2,20.9,32.6,2666,29.1,19.9,29.2,25.1,True,True,Q1 (Lowest),Low (<10%)
SAL11046,SAL11046,46,675,1825,1796,400,3.0,33,39,14,8,0,94,35.1,41.5,14.9,0.0,22.7,Manageable (<30%),12,21.9,Manageable (<30%),8,0.0,101.1,0.0,0.8,42.6,17.0,17,94,22.2,24.2,35.8,293,23.5,16.7,23.8,21.7,True,True,Q3,
SAL11047,SAL11047,46,535,1142,1300,305,2.5,105,82,29,16,0,223,47.1,36.8,13.0,0.0,26.3,Manageable (<30%),10,26.7,Manageable (<30%),6,1.3,99.1,1.8,0.8,47.5,8.1,72,223,18.4,23.0,40.6,625,22.2,19.7,24.4,24.2,True,True,Q1 (Lowest),Low (<10%)
SAL11048,SAL11048,49,850,1625,1362,310,2.4,37,20,8,0,0,73,50.7,27.4,11.0,0.0,19.3,Manageable (<30%),0,19.1,Manageable (<30%),0,0.0,91.8,0.0,0.7,11.0,11.0,8,73,12.8,25.0,44.2,172,17.6,9.3,20.8,14.5,True,True,Q2,
SAL11049,SAL11049,46,890,1954,2167,500,2.7,69,28,34,8,0,140,49.3,20.0,24.3,0.0,25.6,Manageable (<30%),12,25.6,Manageable (<30%),40,0.0,95.0,12.9,0.9,26.4,47.9,18,140,19.3,24.9,40.6,409,26.3,18.6,29.4,23.0,True,True,Q3,
SAL11051,SAL11051,48,836,2107,2485,485,2.7,66,35,38,13,0,147,44.9,23.8,25.9,0.0,27.2,Manageable (<30%),10,23.0,Manageable (<30%),52,0.0,100.0,12.9,1.0,28.6,35.4,26,147,17.7,28.1,38.9,481,26.3,18.5,29.8,23.5,True,True,Q3,
SAL11052,SAL11052,39,732,1639,2058,380,2.7,726,1024,533,354,19,2507,29.0,40.8,21.3,0.8,29.0,Manageable (<30%),262,23.2,Manageable (<30%),305,3.7,85.4,4.2,0.8,44.6,15.4,539,2507,24.6,21.9,33.6,7077,27.5,18.7,28.8,25.2,True,True,Q3,Low (<10%)
SAL11053,SAL11053,51,587,1037,1149,220,2.2,1346,695,664,320,150,2852,47.2,24.4,23.3,5.3,25.6,Manageable (<30%),64,21.2,Manageable (<30%),0,0.6,91.4,2.7,0.7,70.8,9.1,587,2852,17.5,19.8,46.0,6885,24.5,22.7,28.3,28.0,True,True,Q1 (Lowest),Low (<10%)
SAL11056,SAL11056,43,893,2143,2300,510,2.8,340,409,221,168,0,991,34.3,41.3,22.3,0.0,24.8,Manageable (<30%),245,23.8,Manageable (<30%),269,2.6,94.6,1.9,0.8,26.4,38.6,266,991,19.2,28.4,32.1,2809,26.5,14.6,26.3,21.8,True,True,Q3,Low (<10%)
SAL11060,SAL11060,50,436,974,974,285,2.3,66,48,21,14,0,136,48.5,35.3,15.4,0.0,23.1,Manageable (<30%),0,29.3,Manageable (<30%),0,0.0,100.0,5.9,0.8,71.3,0.0,45,136,16.9,20.9,43.3,344,23.5,26.4,23.7,28.1,True,True,Q1 (Lowest),
SAL11063,SAL11063,46,513,1072,1246,300,2.5,208,146,77,30,7,455,45.7,32.1,16.9,1.5,26.8,Manageable (<30%),14,28.0,Manageable (<30%),0,0.9,94.9,1.3,0.8,64.2,7.5,137,455,22.4,22.3,39.2,1373,25.1,23.2,27.1,27.9,True,True,Q1 (Lowest),Low (<10%)
SAL11064,SAL11064,53,477,1125,1443,275,2.6,17,12,28,12,3,54,31.5,22.2,51.9,5.6,29.6,Manageable (<30%),0,24.4,Manageable (<30%),0,0.0,100.0,0.0,0.9,35.2,5.6,14,54,14.3,23.2,47.6,168,37.8,16.2,38.0,30.5,True,True,Q1 (Lowest),
SAL11065,SAL11065,46,791,1625,1600,400,2.6,123,123,43,11,0,296,41.6,41.6,14.5,0.0,22.7,Manageable (<30%),30,24.6,Manageable (<30%),14,0.0,100.0,6.8,0.8,47.0,13.5,71,296,19.5,25.9,35.7,817,22.9,20.4,23.2,23.0,True,True,Q2,
SAL11068,SAL11068,51,878,1875,1357,250,2.7,32,23,4,0,0,60,53.3,38.3,6.7,0.0,16.7,Manageable (<30%),0,13.3,Manageable (<30%),0,0.0,98.3,0.0,0.7,13.3,26.7,11,60,16.1,26.8,39.3,168,14.6,8.0,18.1,11.9,True,True,Q3,
SAL11070,SAL11070,41,896,2634,2167,495,3.1,668,636,122,82,19,1446,46.2,44.0,8.4,1.3,19.0,Manageable (<30%),302,18.8,Manageable (<30%),133,0.0,97.2,0.6,0.8,21.8,42.8,209,1446,24.6,26.5,31.5,4460,19.3,11.8,20.6,15.6,True,True,Q4 (Highest),
SAL11073,SAL11073,39,734,1550,1733,435,2.7,211,237,164,105,3,638,33.1,37.1,25.7,0.5,25.8,Manageable (<30%),32,28.1,Manageable (<30%),146,0.0,97.0,2.8,0.8,38.1,10.5,176,638,24.9,27.2,28.8,1802,30.4,18.5,29.3,25.5,True,True,Q2,
SAL11075,SAL11075,52,674,1566,1950,445,2.4,1104,605,454,298,32,2196,50.3,27.6,20.7,1.5,28.7,Manageable (<30%),216,28.4,Manageable (<30%),425,2.3,74.2,1.5,0.7,41.8,19.8,445,2196,15.7,21.9,47.7,5699,24.9,18.7,28.1,25.7,True,True,Q2,Low (<10%)
SAL11076,SAL11076,49,774,1821,1733,380,2.7,59,41,17,6,0,121,48.8,33.9,14.0,0.0,22.0,Manageable (<30%),26,20.9,Manageable (<30%),18,0.0,95.9,3.3,0.8,38.0,24.0,23,121,13.7,29.9,39.1,358,19.7,16.5,22.4,20.4,True,True,Q3,
SAL11080,SAL11080,52,634,1130,1213,230,2.1,1111,648,574,373,39,2405,46.2,26.9,23.9,1.6,24.8,Manageable (<30%),53,20.4,Manageable (<30%),7,0.1,83.4,2.2,0.7,65.7,6.9,499,2405,18.3,20.1,47.0,5595,24.7,21.3,28.1,27.0,True,True,Q1 (Lowest),Low (<10%)
SAL11082,SAL11082,41,762,1508,2167,365,2.3,968,877,920,550,237,2870,33.7,30.6,32.1,8.3,33.2,Moderate (30-40%),391,24.2,Manageable (<30%),594,20.9,58.4,5.5,0.8,51.9,18.0,701,2870,24.6,24.3,34.5,6972,31.6,20.9,34.8,29.8,True,True,Q2,Medium (10-30%)
SAL11093,SAL11093,40,781,1791,2250,365,2.9,33,37,16,11,0,91,36.3,40.7,17.6,0.0,29.0,Manageable (<30%),18,20.4,Manageable (<30%),5,0.0,100.0,0.0,0.8,26.4,18.7,4,91,26.2,29.8,26.6,282,24.8,13.0,28.1,21.0,True,True,Q3,
SAL11094,SAL11094,44,536,1157,1300,300,2.6,172,154,52,22,0,391,44.0,39.4,13.3,0.0,25.9,Manageable (<30%),0,25.9,Manageable (<30%),4,0.0,93.6,5.4,0.8,57.0,3.3,105,391,20.8,23.1,37.1,1053,22.8,22.4,24.6,25.4,True,True,Q1 (Lowest),
SAL11097,SAL11097,41,852,2250,2290,515,2.9,83,108,22,12,0,208,39.9,51.9,10.6,0.0,23.5,Manageable (<30%),64,22.9,Manageable (<30%),19,1.4,98.1,1.4,0.9,31.2,37.5,54,208,23.5,27.4,32.2,631,21.8,15.3,22.1,19.8,True,True,Q4 (Highest),Low (<10%)
SAL11099,SAL11099,46,617,1107,1235,230,2.3,1701,1073,1149,622,210,4087,41.6,26.3,28.1,5.1,25.7,Manageable (<30%),81,20.8,Manageable (<30%),17,2.2,90.4,3.3,0.7,65.4,8.2,1001,4087,21.6,21.6,39.2,10145,27.6,21.7,30.4,28.1,True,True,Q1 (Lowest),Low (<10%)
SAL11102,SAL11102,47,669,1420,1590,400,2.7,37,49,21,7,0,111,33.3,44.1,18.9,0.0,25.8,Manageable (<30%),18,28.2,Manageable (<30%),7,0.0,99.1,7.2,0.9,20.7,14.4,35,111,25.1,23.9,36.7,343,27.7,16.6,26.6,21.7,True,True,Q2,
SAL11103,SAL11103,45,909,2374,2819,738,2.9,32,11,10,0,0,50,64.0,22.0,20.0,0.0,27.4,Manageable (<30%),0,31.1,Moderate (30-40%),3,0.0,92.0,8.0,0.8,26.0,24.0,3,50,35.2,18.3,34.7,213,28.0,18.5,31.8,23.7,True,True,Q4 (Highest),
SAL11105,SAL11105,33,903,2108,2167,410,2.9,1180,2491,1344,795,362,5115,23.1,48.7,26.3,7.1,23.7,Manageable (<30%),802,19.4,Manageable (<30%),919,0.3,89.6,0.9,0.8,28.8,25.6,1660,5115,28.8,26.5,21.7,15779,29.8,13.4,28.3,21.6,True,True,Q3,Low (<10%)
SAL11113,SAL11113,40,1502,2481,3200,600,2.1,1524,1203,2302,1967,31,5124,29.7,23.5,44.9,0.6,29.8,Manageable (<30%),1126,24.2,Manageable (<30%),3663,71.4,17.1,18.0,0.9,24.2,62.9,745,5124,25.4,30.5,29.1,11263,37.3,19.3,38.1,27.5,True,True,Q4 (Highest),Very High (>50%)
SAL11114,SAL11114,47,1661,2951,2996,650,2.1,362,181,481,403,10,1045,34.6,17.3,46.0,1.0,23.4,Manageable (<30%),153,22.0,Manageable (<30%),770,79.9,13.6,15.3,0.9,24.1,74.6,120,1045,20.8,27.3,39.2,2270,35.7,17.8,35.6,25.5,True,True,Q4 (Highest),Very High (>50%)
SAL11115,SAL11115,50,674,1317,1591,320,2.2,332,147,159,92,4,649,51.2,22.7,24.5,0.6,27.9,Manageable (<30%),22,24.3,Manageable (<30%),51,7.2,82.3,9.1,0.8,54.7,11.2,140,649,16.7,23.0,44.3,1633,25.3,22.6,29.6,27.4,True,True,Q2,Low (<10%)
SAL11116,SAL11116,35,982,1719,1733,320,2.2,481,703,884,605,64,2113,22.8,33.3,41.8,3.0,23.3,Manageable (<30%),156,18.6,Manageable (<30%),361,33.3,45.6,12.7,0.9,36.9,18.3,449,2113,32.6,27.3,23.7,4936,36.5,18.6,35.0,25.7,True,True,Q3,High (30-50%)
