SA1_CODE_2021,New_Zealand_population,total_population,concentration_ratio,is_cluster
31602158004,232,1413,0.16418966737438076,True
31105132526,231,1388,0.16642651296829972,True
31105132523,230,1159,0.1984469370146678,True
31403139432,230,630,0.36507936507936506,True
90104100407,230,877,0.26225769669327254,True
31105132327,229,972,0.23559670781893005,True
31102130802,229,1464,0.1564207650273224,True
30907125404,229,1329,0.17231000752445447,True
30907155623,229,1135,0.20176211453744494,True
30908156017,228,1275,0.17882352941176471,True
30907125118,228,1612,0.141439205955335,True
30903123810,228,1090,0.20917431192660552,True
31105132328,228,1068,0.21348314606741572,True
30906124923,227,1253,0.18116520351157223,True
30906124607,227,1579,0.14376187460417986,True
30907155716,227,1180,0.1923728813559322,True
51002127013,227,1553,0.14616870573084353,True
30907125140,226,1077,0.20984215413184773,True
31102130732,226,587,0.3850085178875639,True
31106133110,226,1109,0.2037871956717764,True
30101100621,226,1503,0.15036593479707253,True
31105132624,225,1282,0.17550702028081122,True
31102131021,225,1161,0.1937984496124031,True
11603131644,224,1421,0.15763546798029557,True
30910156108,224,1233,0.1816707218167072,True
31103131408,224,1081,0.2072155411655874,True
31103131139,224,1877,0.11933937133724028,True
30906124929,224,647,0.3462132921174652,True
30907155419,224,729,0.30727023319615915,True
31402157946,223,1337,0.1667913238593867,True
31103131134,223,928,0.24030172413793102,True
31105132807,223,1490,0.14966442953020134,True
30907155502,223,892,0.25,True
30907155521,223,1040,0.2144230769230769,True
31106133237,223,1233,0.18085969180859693,True
31402157801,222,1382,0.16063675832127353,True
30102101117,222,1778,0.12485939257592801,True
31103131706,222,1641,0.13528336380255943,True
30909154138,222,1359,0.16335540838852097,True
30906124944,222,1117,0.19874664279319607,True
30907125107,222,1554,0.14285714285714285,True
30903124013,222,1476,0.15040650406504066,True
30103102124,221,1381,0.16002896451846488,True
31302157233,221,1723,0.1282646546720836,True
31402157722,221,1481,0.14922349763673193,True
31102130822,221,1093,0.20219579139981703,True
31103131315,221,778,0.28406169665809766,True
31102130824,221,1252,0.17651757188498401,True
21305158410,220,1766,0.1245753114382786,True
30907125203,220,896,0.24553571428571427,True
31004130243,220,1025,0.2146341463414634,True
31001156311,219,1252,0.17492012779552715,True
11102121842,219,1169,0.18733960650128315,True
31403139207,219,1855,0.11805929919137466,True
30903123708,219,920,0.23804347826086958,True
50705131215,219,1523,0.1437951411687459,True
30903123611,218,1144,0.19055944055944055,True
30907155215,218,805,0.2708074534161491,True
31105132516,218,1364,0.1598240469208211,True
30907155724,218,906,0.24061810154525387,True
30907155423,217,828,0.26207729468599034,True
31102130818,217,1117,0.19427036705461057,True
31402157945,217,1330,0.1631578947368421,True
11603131325,217,1010,0.21485148514851485,True
31102130719,216,1733,0.12463935372186959,True
31004129712,216,1288,0.16770186335403728,True
30907155702,216,958,0.2254697286012526,True
31004130305,216,952,0.226890756302521,True
50705131207,216,1285,0.1680933852140078,True
30907125134,216,956,0.22594142259414227,True
31105132330,216,1326,0.16289592760180996,True
30907125634,215,919,0.23394994559303592,True
31106133316,215,1139,0.1887620719929763,True
31105132522,215,1133,0.18976169461606354,True
30907125116,214,1035,0.20676328502415459,True
30907125232,214,1136,0.18838028169014084,True
31103131734,214,1100,0.19454545454545455,True
31103131141,214,1064,0.20112781954887218,True
30305107339,214,1075,0.19906976744186047,True
30907155613,214,976,0.2192622950819672,True
30907155317,213,1059,0.20113314447592068,True
31905152202,213,1646,0.12940461725394897,True
31105132622,213,1126,0.1891651865008881,True
51103127903,213,690,0.30869565217391304,True
31103131143,213,1201,0.17735220649458786,True
50403106104,212,1855,0.11428571428571428,True
31004130234,212,789,0.26869455006337134,True
31004130316,212,750,0.2826666666666667,True
30907125647,211,994,0.21227364185110664,True
30903123616,211,1462,0.14432284541723667,True
30906124852,211,2076,0.10163776493256262,True
31302136640,211,1846,0.1143011917659805,True
31105132603,211,1389,0.15190784737221022,True
31402157607,211,1377,0.1532316630355846,True
31103131910,211,1162,0.18158347676419967,True
30906125014,211,1221,0.17280917280917282,True
30907125136,210,861,0.24390243902439024,True
30907155731,210,1113,0.18867924528301888,True
30909126511,210,1513,0.13879709187045605,True
31102130735,210,773,0.2716688227684347,True
30903123809,209,788,0.2652284263959391,True
30907125137,209,968,0.2159090909090909,True
11603131648,209,1837,0.11377245508982035,True
31103131919,209,1364,0.1532258064516129,True
31004130004,209,975,0.21435897435897436,True
31001127442,209,1504,0.1389627659574468,True
30903123523,208,1264,0.16455696202531644,True
31103131130,208,1096,0.1897810218978102,True
31103131731,208,998,0.20841683366733466,True
30907125640,208,722,0.2880886426592798,True
30102101246,208,1392,0.14942528735632185,True
31106133113,207,1268,0.1632492113564669,True
31302157309,207,1554,0.13320463320463322,True
31004129916,207,1188,0.17424242424242425,True
31106133304,207,1000,0.207,True
30906125017,207,1350,0.15333333333333332,True
31004156601,207,918,0.22549019607843138,True
30906124821,206,1100,0.18727272727272729,True
31302136617,206,1409,0.14620298083747338,True
30908126004,206,1098,0.18761384335154827,True
31004130419,206,1341,0.15361670395227442,True
31004130207,206,1069,0.19270346117867165,True
31102130611,206,1149,0.17928633594429938,True
31402157913,206,1229,0.1676159479251424,True
50705131205,206,1382,0.14905933429811866,True
31004130458,206,1067,0.19306466729147143,True
30908126219,206,995,0.207035175879397,True
30903123710,206,798,0.2581453634085213,True
31106133601,205,1009,0.20317145688800792,True
31106133608,205,827,0.2478839177750907,True
30907155801,205,703,0.29160739687055476,True
30907155712,205,680,0.3014705882352941,True
30901122701,205,1312,0.15625,True
30907125131,205,1034,0.19825918762088976,True
90104100402,205,751,0.2729693741677763,True
31103131709,205,925,0.22162162162162163,True
31103131413,205,1001,0.2047952047952048,True
31304137332,205,1111,0.1845184518451845,True
30907155616,204,1059,0.19263456090651557,True
31103131743,204,866,0.23556581986143188,True
30907125315,204,1583,0.12886923562855337,True
30903123711,204,1114,0.18312387791741472,True
31105132613,204,1159,0.17601380500431407,True
30203103708,204,1815,0.11239669421487604,True
51103127906,204,1202,0.16971713810316139,True
30903123528,204,1376,0.14825581395348839,True
30907125150,204,810,0.2518518518518518,True
30905124505,203,1666,0.12184873949579832,True
30909126512,203,1644,0.12347931873479319,True
31305137914,203,1344,0.15104166666666666,True
30101100615,203,1497,0.13560454241816966,True
30910126724,203,1318,0.15402124430955993,True
30902123319,203,1793,0.113218070273285,True
30901122618,202,979,0.20633299284984677,True
31105132803,202,1205,0.16763485477178422,True
30909154015,202,960,0.21041666666666667,True
31004130247,202,864,0.2337962962962963,True
31302136646,202,1507,0.13404114134041142,True
30102101240,202,1162,0.1738382099827883,True
30909126402,201,1151,0.1746307558644657,True
31402138935,201,1237,0.16248989490703314,True
51002126703,201,1457,0.13795470144131777,True
30905124307,201,1275,0.15764705882352942,True
31105132608,201,1545,0.13009708737864079,True
30103102121,201,767,0.2620599739243807,True
31103131607,201,1266,0.15876777251184834,True
50705119143,201,1138,0.1766256590509666,True
30907155312,200,1206,0.16583747927031509,True
30906124711,200,870,0.22988505747126436,True
51103127932,200,805,0.2484472049689441,True
31102130615,200,861,0.23228803716608595,True
31302157235,200,1923,0.10400416016640665,True
31402157723,200,1299,0.15396458814472672,True
31106133410,200,1509,0.13253810470510272,True
30903123724,200,1031,0.19398642095053345,True
90104100401,200,772,0.25906735751295334,True
30905124515,199,1354,0.14697193500738553,True
31302136821,199,853,0.23329425556858147,True
30909126509,199,956,0.20815899581589958,True
30909154037,199,1859,0.10704679935449166,True
30901122820,199,1168,0.1703767123287671,True
50102100514,199,1259,0.1580619539316918,True
30907125615,199,1143,0.17410323709536307,True
31304137417,198,1768,0.11199095022624435,True
50703117420,198,1348,0.14688427299703263,True
31106133004,198,959,0.2064650677789364,True
30903124014,198,1435,0.13797909407665504,True
30903123819,198,1217,0.16269515201314708,True
31402157909,197,1159,0.16997411561691114,True
51103127916,197,857,0.22987164527421236,True
31602158012,197,967,0.20372285418821096,True
30907155204,197,1014,0.1942800788954635,True
31402157726,197,797,0.24717691342534504,True
31004130410,197,1206,0.16334991708126037,True
51003127124,197,1567,0.12571793235481812,True
21305146431,196,1212,0.1617161716171617,True
30903123839,196,826,0.23728813559322035,True
31402138925,196,1524,0.12860892388451445,True
31004130440,196,737,0.26594301221166894,True
31103131420,196,1081,0.18131359851988899,True
30909154139,196,1756,0.11161731207289294,True
30907155314,196,1190,0.16470588235294117,True
31103131127,195,1538,0.1267880364109233,True
31402157902,195,1076,0.1812267657992565,True
30907155424,195,874,0.2231121281464531,True
30903123843,195,1159,0.16824849007765316,True
31103131908,195,1170,0.16666666666666666,True
31103131918,195,999,0.19519519519519518,True
31304137328,195,1499,0.13008672448298866,True
30907155413,195,903,0.2159468438538206,True
31603142805,195,1189,0.16400336417157274,True
50503110109,195,1017,0.19174041297935104,True
30909126501,195,992,0.19657258064516128,True
30906124824,194,1192,0.16275167785234898,True
30902123310,194,1262,0.1537242472266244,True
31104156711,194,1437,0.1350034794711204,True
31601141318,194,1829,0.1060688901038819,True
51002126712,194,1703,0.11391661773341162,True
31004130005,194,1339,0.14488424197162061,True
31004129905,194,961,0.20187304890738814,True
31004130428,194,1439,0.1348158443363447,True
31106133115,194,719,0.2698191933240612,True
30907155628,194,954,0.20335429769392033,True
50503125809,194,1736,0.11175115207373272,True
30907125145,193,716,0.26955307262569833,True
30907155729,193,880,0.21931818181818183,True
30905124503,193,1349,0.1430689399555226,True
30204104308,193,954,0.20230607966457023,True
30907155213,193,1095,0.17625570776255708,True
30103102106,193,886,0.2178329571106095,True
30909154104,193,1222,0.1579378068739771,True
50705131347,193,1559,0.12379730596536241,True
31402138953,192,1421,0.13511611541168192,True
30903123707,192,1159,0.16566005176876616,True
31103131317,192,1045,0.18373205741626794,True
31305138047,192,939,0.20447284345047922,True
50503109949,192,1466,0.13096862210095497,True
31106133417,192,1065,0.18028169014084508,True
30103102017,192,1256,0.15286624203821655,True
30907155722,191,1074,0.17783985102420857,True
30907155504,191,958,0.19937369519832984,True
50403106608,191,1880,0.10159574468085106,True
30907125612,191,1205,0.15850622406639003,True
50403106609,191,1771,0.10784867306606437,True
31105132719,191,1270,0.15039370078740158,True
30907125117,191,967,0.19751809720785937,True
50705131301,190,1360,0.13970588235294118,True
30907155301,190,926,0.20518358531317496,True
31102130901,190,993,0.19133937562940584,True
30907155421,190,746,0.2546916890080429,True
31402157950,190,867,0.21914648212226068,True
31105132306,190,1195,0.1589958158995816,True
31104156801,190,912,0.20833333333333334,True
30903123814,190,1036,0.1833976833976834,True
31602158116,190,1347,0.14105419450631032,True
30907155811,190,791,0.2402022756005057,True
30903123617,190,1252,0.15175718849840256,True
30907155745,190,830,0.2289156626506024,True
30907155713,190,835,0.2275449101796407,True
31103131604,190,1040,0.18269230769230768,True
31304137515,189,1571,0.12030553787396563,True
51103127811,189,772,0.24481865284974094,True
30907155507,189,712,0.2654494382022472,True
50705131218,189,1195,0.1581589958158996,True
30907125236,189,1412,0.13385269121813032,True
30906124920,189,964,0.19605809128630705,True
30103101819,189,1232,0.1534090909090909,True
21305158216,189,1254,0.1507177033492823,True
21305158219,189,1369,0.13805697589481372,True
30906124932,188,883,0.2129105322763307,True
30102100924,188,1303,0.14428242517267845,True
31102130820,187,965,0.19378238341968912,True
30103102008,187,1032,0.1812015503875969,True
30910156116,187,1300,0.14384615384615385,True
31904152109,187,1439,0.1299513551077137,True
21305146444,187,1339,0.13965646004480955,True
31004130255,187,662,0.2824773413897281,True
30907125333,187,869,0.21518987341772153,True
31105132625,187,1324,0.14123867069486404,True
30103102103,187,1126,0.1660746003552398,True
51103127929,187,1462,0.12790697674418605,True
30907125649,186,910,0.2043956043956044,True
30903123526,186,1196,0.15551839464882944,True
31004129701,186,1038,0.1791907514450867,True
30907155508,186,894,0.2080536912751678,True
30906124913,186,799,0.2327909887359199,True
30906124935,186,745,0.24966442953020135,True
30906124906,186,606,0.3069306930693069,True
30908156014,186,1829,0.1016949152542373,True
30909154031,186,1318,0.1411229135053111,True
50703117012,186,1012,0.18379446640316205,True
50201102740,186,1249,0.1489191353082466,True
30908126233,186,1520,0.12236842105263158,True
30907125243,185,1252,0.1477635782747604,True
31001156413,185,1048,0.1765267175572519,True
30907155802,185,969,0.19091847265221878,True
31402157917,185,1062,0.17419962335216574,True
31103131907,185,822,0.22506082725060828,True
30907155522,185,944,0.19597457627118645,True
30101100442,185,1134,0.16313932980599646,True
31402138946,185,889,0.2080989876265467,True
30907125636,184,962,0.19126819126819128,True
21305146618,184,1393,0.13208901651112706,True
31001156411,184,989,0.18604651162790697,True
31106133604,184,1374,0.1339155749636099,True
31106133611,184,942,0.19532908704883228,True
31603142510,184,1275,0.14431372549019608,True
31105132334,184,569,0.3233743409490334,True
30910156115,184,976,0.1885245901639344,True
30910156223,184,973,0.18910585817060638,True
30906124617,184,1449,0.12698412698412698,True
50703117009,184,1238,0.14862681744749595,True
20607114209,184,1536,0.11979166666666667,True
30903123907,184,965,0.19067357512953367,True
30909126320,183,953,0.19202518363064008,True
30903123828,183,813,0.22509225092250923,True
50606114220,183,1343,0.13626209977661952,True
30907155703,183,784,0.23341836734693877,True
30907125406,183,1745,0.10487106017191977,True
30901122912,183,1630,0.11226993865030675,True
21203155812,183,1663,0.1100420926037282,True
30903123512,183,978,0.18711656441717792,True
30204104115,183,840,0.21785714285714286,True
31105132602,183,1175,0.15574468085106383,True
31105132610,183,1132,0.16166077738515902,True
30907155202,182,930,0.1956989247311828,True
31102130606,182,765,0.23790849673202613,True
31105132615,182,926,0.19654427645788336,True
31004130218,182,1157,0.15730337078651685,True
50403130001,182,1741,0.10453762205628948,True
50705119145,182,1145,0.1589519650655022,True
50705119131,182,1319,0.1379833206974981,True
50705119309,182,964,0.1887966804979253,True
30910156104,182,1175,0.1548936170212766,True
31105132332,182,650,0.28,True
30905124406,181,891,0.2031425364758698,True
30905124435,181,1187,0.15248525695029486,True
30908125903,181,1058,0.17107750472589792,True
30907125214,181,1106,0.16365280289330922,True
31001156310,181,942,0.1921443736730361,True
31106133510,181,1616,0.11200495049504951,True
31103131217,181,1115,0.16233183856502242,True
30907155516,181,684,0.2646198830409357,True
31102130710,181,675,0.26814814814814814,True
31402157829,181,1318,0.13732928679817905,True
31004129929,181,983,0.18413021363173956,True
30910126904,181,1472,0.12296195652173914,True
31103131401,180,897,0.20066889632107024,True
31602158120,180,1737,0.10362694300518134,True
31004130436,180,1130,0.1592920353982301,True
30907155611,180,1054,0.17077798861480076,True
31402138914,180,1186,0.15177065767284992,True
30907125210,180,1084,0.16605166051660517,True
50705131213,180,989,0.1820020222446916,True
31004156614,180,1044,0.1724137931034483,True
31004130433,180,1230,0.14634146341463414,True
50705131303,179,1095,0.1634703196347032,True
30905124449,179,1763,0.10153148043108338,True
30907125224,179,878,0.20387243735763097,True
30903123509,179,849,0.21083627797408716,True
21305158610,179,1463,0.12235133287764867,True
31004130209,179,1338,0.13378176382660686,True
30909126308,179,949,0.1886195995785037,True
31001156418,179,1238,0.14458804523424879,True
30908126007,178,860,0.2069767441860465,True
31302136639,178,1501,0.11858760826115923,True
30101100404,178,1212,0.14686468646864687,True
50606114215,178,1171,0.1520068317677199,True
31105132331,178,592,0.30067567567567566,True
51103127920,178,1180,0.15084745762711865,True
30903123919,178,1061,0.16776625824693686,True
30905124438,178,1033,0.17231364956437561,True
31004156507,178,1069,0.166510757717493,True
30907155603,178,1030,0.17281553398058253,True
30907125628,178,1041,0.17098943323727187,True
31103131320,178,985,0.18071065989847715,True
30907125624,178,918,0.19389978213507625,True
31004130302,178,1120,0.15892857142857142,True
31004130426,178,1079,0.164967562557924,True
31403139425,177,1133,0.1562224183583407,True
30903123716,177,672,0.26339285714285715,True
30909126327,177,1170,0.15128205128205127,True
31603142808,177,1270,0.13937007874015747,True
30906124903,177,741,0.2388663967611336,True
51103128016,177,694,0.25504322766570603,True
50705131350,177,1539,0.11500974658869395,True
30102155103,177,936,0.1891025641025641,True
30903123507,177,759,0.233201581027668,True
21305158301,177,1226,0.14437194127243066,True
11203125448,177,1480,0.1195945945945946,True
31102130604,177,829,0.2135102533172497,True
30907155415,177,1530,0.11568627450980393,True
51103127804,176,1401,0.1256245538900785,True
31106133624,176,1601,0.1099312929419113,True
30908155928,176,1280,0.1375,True
30102101248,176,915,0.1923497267759563,True
30907125238,176,1081,0.16281221091581868,True
31003129219,176,1509,0.1166335321404904,True
30907125604,176,890,0.19775280898876405,True
31004156516,175,935,0.18716577540106952,True
31402157926,175,1242,0.14090177133655393,True
30907125625,175,795,0.22012578616352202,True
31004130215,175,1173,0.14919011082693948,True
30907155509,175,719,0.24339360222531292,True
21305158328,175,1461,0.11978097193702943,True
31004156610,175,913,0.19167579408543264,True
21305158413,175,1272,0.13757861635220126,True
30905124509,175,1127,0.15527950310559005,True
31305138049,175,926,0.18898488120950324,True
50403106105,175,1328,0.13177710843373494,True
31104157011,175,1556,0.11246786632390746,True
30907125135,175,1291,0.13555383423702555,True
30907155607,175,716,0.24441340782122906,True
30908126016,174,925,0.1881081081081081,True
30909126504,174,911,0.19099890230515917,True
30305107412,174,1162,0.14974182444061962,True
31001127440,174,1564,0.11125319693094629,True
50705131342,174,974,0.17864476386036962,True
31102131013,174,920,0.1891304347826087,True
31105132812,174,1124,0.15480427046263345,True
30910126717,174,907,0.1918412348401323,True
30908126214,174,1379,0.126178390137781,True
30906124825,174,1296,0.13425925925925927,True
30907155627,173,626,0.2763578274760383,True
31402157732,173,830,0.20843373493975903,True
31106133321,173,896,0.19308035714285715,True
50705131203,173,947,0.18268215417106654,True
31105132422,173,886,0.19525959367945825,True
30907155718,173,803,0.21544209215442092,True
31103131107,173,909,0.19031903190319033,True
50403129829,173,1277,0.13547376664056382,True
30903123713,172,1028,0.16731517509727625,True
