SA1_CODE_2021,England_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
12201141832,295,1103,0.26745240253853125,True,696,3698,3042,2.8,0.22879684418145957,0.28053406159915034,Affordable,Affordable
50501107910,295,984,0.2997967479674797,True,450,2200,3009,2.9,0.14955134596211367,0.1687245954444359,Affordable,Affordable
50503130318,295,1373,0.21485797523670794,True,370,2085,1991,2.7,0.18583626318432947,0.24166441293513116,Affordable,Affordable
50705118835,295,1219,0.24200164068908941,True,378,1733,1906,2.5,0.19832109129066108,0.2098232302849302,Affordable,Affordable
21402138217,295,1434,0.20571827057182707,True,528,2094,2316,2.9,0.22797927461139897,0.2086488640892786,Affordable,Affordable
12201141905,294,1152,0.2552083333333333,True,351,4000,1399,1.9,0.25089349535382416,0.659811953593226,Affordable,Very_Expensive
40304117811,294,1081,0.2719703977798335,True,250,1387,1267,2.4,0.19731649565903708,0.2526258272114626,Affordable,Affordable
50705119217,294,1436,0.20473537604456823,True,310,1524,1550,2.6,0.2,0.2268982630272953,Affordable,Affordable
40202103020,294,769,0.3823146944083225,True,240,685,575,1.3,0.41739130434782606,0.2749163879598662,Expensive,Affordable
50604113505,294,1399,0.21015010721944247,True,450,1998,2583,3.4,0.17421602787456447,0.17850442240686143,Affordable,Affordable
40301105613,294,1221,0.24078624078624078,True,340,2167,1910,2.4,0.17801047120418848,0.2618203785743053,Affordable,Affordable
10201104312,294,1373,0.21412964311726146,True,125,467,591,1.3,0.21150592216582065,0.18235064427957828,Affordable,Affordable
50607114726,294,1444,0.203601108033241,True,395,1863,1859,1.8,0.21247982786444325,0.23126577564447387,Affordable,Affordable
12301143302,294,1349,0.21793921423276502,True,115,446,590,1.3,0.19491525423728814,0.1744458930899609,Affordable,Affordable
12201141808,293,1166,0.25128644939965694,True,360,4040,3750,3.0,0.096,0.24861538461538463,Affordable,Affordable
50402105421,293,1090,0.26880733944954127,True,325,1690,1381,2.1,0.23533671252715424,0.2824040550325851,Affordable,Affordable
12002138906,293,1108,0.2644404332129964,True,795,4000,4178,2.5,0.19028243178554333,0.22093751150716207,Affordable,Affordable
50503110008,293,1158,0.25302245250431776,True,350,1842,2241,3.5,0.15618027666220438,0.18968180413963545,Affordable,Affordable
50501107821,293,1043,0.2809204218600192,True,350,2008,2242,2.6,0.15611061552185548,0.20668359294585878,Affordable,Affordable
21105127837,292,964,0.3029045643153527,True,3,2400,706,1.6,0.00424929178470255,0.7844846371758553,Affordable,Very_Expensive
30101100625,292,1321,0.2210446631339894,True,413,2084,1794,2.6,0.2302118171683389,0.2680730640596861,Affordable,Affordable
50201102438,292,753,0.38778220451527223,True,374,622,646,1.3,0.5789473684210527,0.2221957608954513,Very_Expensive,Affordable
40304108904,292,1371,0.21298322392414296,True,320,1343,866,1.9,0.3695150115473441,0.35787884171255996,Moderately_Affordable,Moderately_Affordable
12201141806,292,1318,0.22154779969650987,True,1475,5000,4696,3.3,0.31409710391822826,0.24570829511204298,Moderately_Affordable,Affordable
31606144004,292,1570,0.1859872611464968,True,370,1300,869,1.9,0.42577675489067895,0.34522439585730724,Expensive,Moderately_Affordable
31603142627,291,1028,0.2830739299610895,True,590,1625,1255,1.8,0.4701195219123506,0.29880478087649404,Expensive,Affordable
50501107719,291,1481,0.19648885887913572,True,328,1266,1299,2.0,0.2525019245573518,0.22490673298987388,Affordable,Affordable
40202103518,291,957,0.30407523510971785,True,215,800,683,1.8,0.31478770131771594,0.2703007095393625,Moderately_Affordable,Affordable
50201102812,291,1606,0.18119551681195517,True,330,1950,1460,2.5,0.22602739726027396,0.3082191780821918,Affordable,Moderately_Affordable
30102101305,291,1406,0.2069701280227596,True,410,1842,866,1.6,0.47344110854503463,0.49085095043524607,Expensive,Expensive
50201102304,291,1085,0.26820276497695855,True,300,1517,785,1.8,0.3821656050955414,0.4459578637922587,Moderately_Affordable,Expensive
50501107520,291,1540,0.18896103896103897,True,560,2780,3095,2.7,0.18093699515347333,0.2072822169752703,Affordable,Affordable
20502108605,291,1569,0.18546845124282982,True,365,1300,992,2.0,0.36794354838709675,0.3024193548387097,Moderately_Affordable,Moderately_Affordable
30907125107,290,1554,0.1866151866151866,True,563,2167,2432,3.3,0.2314967105263158,0.20562373481781376,Affordable,Affordable
40701114708,290,1785,0.16246498599439776,True,335,1500,1706,2.9,0.19636576787807739,0.2029037785192533,Affordable,Affordable
50403106813,290,878,0.33029612756264237,True,485,2000,2468,2.8,0.19651539708265803,0.18700910110958732,Affordable,Affordable
50501108005,290,914,0.3172866520787746,True,450,2167,2176,2.8,0.20680147058823528,0.2298147624434389,Affordable,Affordable
50705131347,290,1559,0.1860166773572803,True,370,2000,2189,3.0,0.16902695294655093,0.21084443194995958,Affordable,Affordable
40302105928,290,893,0.3247480403135498,True,365,1950,2096,2.7,0.1741412213740458,0.21469465648854963,Affordable,Affordable
50501108314,290,1021,0.2840352595494613,True,435,2000,2666,3.0,0.16316579144786197,0.173120203127705,Affordable,Affordable
50501107715,290,680,0.4264705882352941,True,375,1473,1514,2.1,0.2476882430647292,0.22451986586728992,Affordable,Affordable
40601113662,290,1036,0.2799227799227799,True,173,1138,1083,2.1,0.15974145891043398,0.24248881312593223,Affordable,Affordable
50705118720,290,772,0.3756476683937824,True,375,1904,2416,2.8,0.15521523178807947,0.18186449312277128,Affordable,Affordable
21402138137,289,1179,0.24512298558100085,True,625,2600,1962,2.5,0.31855249745158004,0.3058103975535168,Moderately_Affordable,Moderately_Affordable
50501107014,289,1247,0.23175621491579793,True,360,1840,1875,2.6,0.192,0.22646153846153846,Affordable,Affordable
50501107912,289,924,0.31277056277056275,True,435,2000,1974,2.7,0.22036474164133737,0.23380874444704233,Affordable,Affordable
40304117801,289,1066,0.27110694183864914,True,303,1300,1238,2.1,0.24474959612277866,0.24232633279483037,Affordable,Affordable
50201102417,289,1147,0.25196163905841323,True,360,1695,1963,2.8,0.18339276617422312,0.1992632940162232,Affordable,Affordable
50501107216,289,1271,0.22738001573564123,True,600,2475,2924,2.9,0.2051983584131327,0.19533305272019363,Affordable,Affordable
11802165103,289,1243,0.2325020112630732,True,680,2815,2805,2.2,0.24242424242424243,0.2315919374742904,Affordable,Affordable
50503110537,289,850,0.34,True,383,1810,1812,3.0,0.21136865342163355,0.2305145185939888,Affordable,Affordable
50705131312,289,877,0.3295324971493729,True,370,1868,2267,3.0,0.16321129245699162,0.19015303179396695,Affordable,Affordable
50705119326,289,1011,0.2858555885262117,True,320,1400,1413,2.4,0.22646850672328378,0.2286460885187,Affordable,Affordable
50701115906,289,1031,0.28031037827352084,True,393,1593,603,1.6,0.6517412935323383,0.6096440872560276,Very_Expensive,Very_Expensive
50605114026,289,910,0.31758241758241756,True,425,2470,1944,2.6,0.21862139917695472,0.2932098765432099,Affordable,Affordable
50503110010,289,1209,0.23904052936311002,True,300,1485,1357,2.6,0.2210759027266028,0.25253670426846553,Affordable,Affordable
50705131222,289,582,0.4965635738831615,True,470,2250,3150,3.2,0.1492063492063492,0.16483516483516483,Affordable,Affordable
40701114908,288,1220,0.2360655737704918,True,325,1300,1156,2.2,0.2811418685121107,0.25951557093425603,Affordable,Affordable
21402138229,288,1546,0.18628719275549807,True,468,2167,1660,2.5,0.2819277108433735,0.30125115848007417,Affordable,Moderately_Affordable
50601111421,288,858,0.3356643356643357,True,400,2000,2150,2.9,0.18604651162790697,0.2146690518783542,Affordable,Affordable
50501107803,288,908,0.31718061674008813,True,375,1863,1587,2.4,0.23629489603024575,0.2709030100334448,Affordable,Affordable
40701114428,287,975,0.29435897435897435,True,250,1083,907,1.8,0.2756339581036384,0.2755491476549911,Affordable,Affordable
50501107126,287,708,0.4053672316384181,True,523,2129,2694,2.8,0.1941351150705271,0.18237108103477814,Affordable,Affordable
50201102420,287,734,0.391008174386921,True,300,1092,599,1.6,0.5008347245409015,0.42070116861435725,Very_Expensive,Expensive
50503110108,287,991,0.289606458123108,True,370,1900,2050,3.0,0.18048780487804877,0.21388367729831145,Affordable,Affordable
50705119228,287,779,0.3684210526315789,True,398,1887,1987,2.7,0.20030196275792653,0.2191552785412876,Affordable,Affordable
50606114413,287,825,0.3478787878787879,True,540,2370,2312,2.9,0.23356401384083045,0.23655842427468726,Affordable,Affordable
31607154705,287,1600,0.179375,True,550,2424,2285,2.8,0.24070021881838075,0.24480727150311396,Affordable,Affordable
50705119025,287,1097,0.26162260711030083,True,270,1733,1224,2.0,0.22058823529411764,0.3267345399698341,Affordable,Moderately_Affordable
21402159205,286,1425,0.2007017543859649,True,441,2145,1404,1.9,0.3141025641025641,0.3525641025641026,Moderately_Affordable,Moderately_Affordable
50705131332,286,722,0.3961218836565097,True,400,1929,2333,2.8,0.17145306472353194,0.1908074779913614,Affordable,Affordable
40302105929,286,1001,0.2857142857142857,True,360,1670,2191,2.8,0.16430853491556366,0.1758943931467893,Affordable,Affordable
30905124510,286,2177,0.13137344970142398,True,450,2232,2301,3.1,0.19556714471968709,0.22384916257145723,Affordable,Affordable
30502111409,286,1921,0.14888079125455492,True,550,2400,2674,2.2,0.2056843679880329,0.20712272021172545,Affordable,Affordable
50601111512,286,780,0.36666666666666664,True,500,2000,2604,2.9,0.19201228878648233,0.1772421127259837,Affordable,Affordable
30907125118,285,1612,0.17679900744416874,True,600,2863,3322,3.3,0.1806140878988561,0.19888389755939426,Affordable,Affordable
50605114114,285,886,0.3216704288939052,True,300,2514,2177,3.0,0.13780431786862654,0.26649235009363625,Affordable,Affordable
50503125536,285,825,0.34545454545454546,True,380,2090,2214,3.2,0.17163504968383017,0.21784448613716906,Affordable,Affordable
50503110135,285,961,0.29656607700312176,True,370,1602,1712,2.6,0.2161214953271028,0.21594176851186198,Affordable,Affordable
50705119149,285,1270,0.22440944881889763,True,345,1733,1890,2.7,0.18253968253968253,0.2115995115995116,Affordable,Affordable
50201102816,285,975,0.2923076923076923,True,293,1530,923,1.9,0.3174431202600217,0.3825318776564714,Moderately_Affordable,Moderately_Affordable
50606114238,285,960,0.296875,True,390,2383,2066,3.0,0.1887705711519845,0.26617767518057933,Affordable,Affordable
50601111508,285,888,0.32094594594594594,True,458,2167,2187,2.8,0.20941929583904892,0.22865885828848792,Affordable,Affordable
50705119008,285,1144,0.2491258741258741,True,310,1683,1346,2.4,0.2303120356612184,0.28854726254429075,Affordable,Affordable
40205105016,285,1136,0.25088028169014087,True,340,1634,2200,2.8,0.15454545454545454,0.17139860139860139,Affordable,Affordable
40401109201,285,1471,0.1937457511896669,True,545,2167,2636,2.8,0.20675265553869498,0.18971051710050194,Affordable,Affordable
10202104713,284,1569,0.1810070108349267,True,455,2131,1012,1.9,0.44960474308300397,0.48593797506840986,Expensive,Expensive
50501107409,284,1069,0.2656688493919551,True,370,1755,1644,2.3,0.22506082725060828,0.24635036496350365,Affordable,Affordable
30102100726,284,1399,0.20300214438884917,True,345,1517,859,1.6,0.40162980209545984,0.40754007343064386,Expensive,Expensive
50702116609,284,1077,0.26369545032497677,True,450,2232,1937,2.2,0.2323180175529169,0.2659147770144156,Affordable,Affordable
31601141315,284,1069,0.2656688493919551,True,400,1900,793,1.8,0.5044136191677175,0.552914928703075,Very_Expensive,Very_Expensive
50501108015,284,584,0.4863013698630137,True,510,2167,2591,2.9,0.19683519876495562,0.19300537363061485,Affordable,Affordable
50503110531,284,910,0.3120879120879121,True,345,1588,1524,2.6,0.2263779527559055,0.2404603270745003,Affordable,Affordable
11801133923,284,1436,0.1977715877437326,True,545,3000,1866,2.0,0.2920685959271168,0.3710116250309176,Affordable,Moderately_Affordable
50301103314,284,1708,0.16627634660421545,True,600,2700,3117,2.3,0.19249278152069296,0.19989635004071962,Affordable,Affordable
50503109943,284,960,0.29583333333333334,True,390,1773,1937,2.9,0.20134228187919462,0.21123068980580598,Affordable,Affordable
50606114312,284,1678,0.16924910607866508,True,375,2600,2598,3.4,0.14434180138568128,0.23094688221709006,Affordable,Affordable
12202142024,284,1329,0.21369450714823177,True,582,4333,2805,3.0,0.20748663101604278,0.3564788153023447,Affordable,Moderately_Affordable
40304107720,283,1209,0.23407775020678245,True,400,1733,2297,2.9,0.174140182847192,0.17410669435049062,Affordable,Affordable
40304117721,283,867,0.3264129181084198,True,333,1426,1383,2.4,0.24078091106290672,0.23794426831303186,Affordable,Affordable
50503125541,283,875,0.32342857142857145,True,365,1950,1962,3.1,0.18603465851172274,0.22935779816513763,Affordable,Affordable
40304107809,282,1174,0.2402044293015332,True,240,1300,806,1.9,0.2977667493796526,0.37220843672456577,Affordable,Moderately_Affordable
31602158126,282,849,0.3321554770318021,True,320,1820,748,1.9,0.42780748663101603,0.5614973262032086,Expensive,Very_Expensive
50601111407,282,832,0.3389423076923077,True,300,1733,1937,2.6,0.15487867836861124,0.2064651920098487,Affordable,Affordable
30902123415,282,2422,0.11643270024772914,True,420,1797,1658,1.9,0.25331724969843183,0.2501159877516934,Affordable,Affordable
50503109952,282,890,0.31685393258426964,True,370,1733,1963,3.1,0.18848700967906265,0.2037305537050825,Affordable,Affordable
50705119224,282,790,0.3569620253164557,True,360,1733,1817,2.6,0.19812878370941112,0.22010075780026248,Affordable,Affordable
30906124804,282,1198,0.2353923205342237,True,92,393,501,1.3,0.18363273453093812,0.18102257024412713,Affordable,Affordable
50402105013,281,1067,0.2633552014995314,True,450,2383,2359,2.7,0.1907587961000424,0.2331170313366159,Affordable,Affordable
50503125807,281,648,0.43364197530864196,True,300,1733,1520,2.6,0.19736842105263158,0.2631072874493927,Affordable,Affordable
50201102809,281,965,0.2911917098445596,True,383,1634,1325,2.3,0.2890566037735849,0.2845863570391872,Affordable,Affordable
30907155308,281,1860,0.1510752688172043,True,460,2167,2690,3.4,0.17100371747211895,0.185902201887332,Affordable,Affordable
50503110734,281,687,0.4090247452692867,True,468,2080,2795,3.5,0.16744186046511628,0.17173524150268335,Affordable,Affordable
50501108331,281,582,0.48281786941580757,True,480,2197,2520,2.9,0.19047619047619047,0.2011904761904762,Affordable,Affordable
50705118605,280,1122,0.24955436720142601,True,300,1300,1335,2.5,0.2247191011235955,0.2247191011235955,Affordable,Affordable
21402159203,280,1050,0.26666666666666666,True,388,1517,1031,1.9,0.3763336566440349,0.3395508468253376,Moderately_Affordable,Moderately_Affordable
50201102433,280,1254,0.22328548644338117,True,390,2409,1663,2.2,0.23451593505712567,0.33428928257551227,Affordable,Moderately_Affordable
40304108801,280,760,0.3684210526315789,True,340,1509,1541,2.3,0.22063595068137573,0.22597713772275746,Affordable,Affordable
30907125310,280,1072,0.26119402985074625,True,620,2400,2073,2.1,0.29908345393150026,0.2671713236112657,Affordable,Affordable
50503125812,280,858,0.32634032634032634,True,345,1701,1329,2.6,0.2595936794582393,0.2953637784337559,Affordable,Affordable
50501107513,280,1145,0.2445414847161572,True,520,2300,2359,2.8,0.22043238660449344,0.22499755437440896,Affordable,Affordable
31301136351,280,1174,0.23850085178875638,True,620,2442,2016,2.4,0.30753968253968256,0.27953296703296704,Moderately_Affordable,Affordable
12201141934,279,1039,0.2685274302213667,True,785,3202,3166,2.2,0.24794693619709413,0.23339326497886195,Affordable,Affordable
50402105015,279,1184,0.23564189189189189,True,390,1908,2238,2.7,0.1742627345844504,0.19674159620540319,Affordable,Affordable
12202142017,279,1342,0.20789865871833085,True,705,3033,2559,3.0,0.27549824150058616,0.27351429344395345,Affordable,Affordable
50201102421,279,968,0.2882231404958678,True,413,1733,2276,3.0,0.18145869947275922,0.17571312694335542,Affordable,Affordable
11801134033,279,1163,0.23989681857265693,True,800,3257,3521,2.1,0.2272081794944618,0.21346645402311407,Affordable,Affordable
12202142028,279,1057,0.2639545884578997,True,685,3425,1326,1.9,0.5165912518853696,0.5960668290985033,Very_Expensive,Very_Expensive
40304107239,279,962,0.29002079002079,True,360,1730,1739,2.9,0.20701552616446234,0.22957491042597425,Affordable,Affordable
12203142951,279,2239,0.12460920053595355,True,569,2500,2152,2.2,0.26440520446096655,0.2680869316557049,Affordable,Affordable
50705118827,279,747,0.37349397590361444,True,316,1273,1089,2.2,0.29017447199265384,0.2697605424878152,Affordable,Affordable
50501107220,279,1119,0.24932975871313673,True,368,2167,1902,2.6,0.19348054679284962,0.26292162096578503,Affordable,Affordable
50201102437,278,892,0.3116591928251121,True,345,1733,1042,2.3,0.3310940499040307,0.38380333677838474,Moderately_Affordable,Moderately_Affordable
50501108121,278,959,0.28988529718456724,True,400,2000,2434,2.8,0.16433853738701726,0.18962138929271222,Affordable,Affordable
50705131321,278,1112,0.25,True,400,2167,2419,3.4,0.1653575857792476,0.20672878175978632,Affordable,Affordable
21204156418,278,995,0.2793969849246231,True,174,749,611,1.4,0.28477905073649756,0.2828905954928868,Affordable,Affordable
50403106815,278,871,0.31917336394948337,True,493,2600,3125,3.1,0.15776,0.192,Affordable,Affordable
11801133934,278,1226,0.2267536704730832,True,655,2550,2364,1.9,0.27707275803722503,0.24892620070285046,Affordable,Affordable
10201103103,278,918,0.3028322440087146,True,190,795,683,1.4,0.2781844802342606,0.26861133010474153,Affordable,Affordable
10603112541,278,1677,0.1657722122838402,True,375,2300,2654,3.2,0.14129615674453655,0.1999884064691902,Affordable,Affordable
40304108308,278,1289,0.2156710628394104,True,375,1753,2148,3.1,0.17458100558659218,0.18833261710356683,Affordable,Affordable
40304107415,278,874,0.3180778032036613,True,260,1980,1269,2.1,0.2048857368006304,0.36006546644844517,Affordable,Moderately_Affordable
40302105908,278,716,0.388268156424581,True,470,1800,1537,2.4,0.30579050097592714,0.2702567439067114,Moderately_Affordable,Affordable
50503125522,278,683,0.40702781844802344,True,390,2200,1978,3.0,0.19716885743174925,0.2566695185502061,Affordable,Affordable
50705131301,278,1360,0.20441176470588235,True,350,1950,2083,3.0,0.16802688430148824,0.2160345655304849,Affordable,Affordable
50503109950,277,762,0.36351706036745407,True,320,1500,1184,1.8,0.2702702702702703,0.29235966735966734,Affordable,Affordable
50501107915,277,1003,0.2761714855433699,True,500,2700,2399,2.7,0.20842017507294705,0.25972360278321094,Affordable,Affordable
20605113034,277,1801,0.1538034425319267,True,475,2000,2239,1.5,0.2121482804823582,0.20613598103548975,Affordable,Affordable
50705119007,277,1291,0.21456235476374902,True,280,1653,1240,2.3,0.22580645161290322,0.3076302729528536,Affordable,Moderately_Affordable
50201102740,277,1249,0.22177742193755004,True,360,1950,1976,2.8,0.18218623481781376,0.22773279352226722,Affordable,Affordable
11801134004,277,1170,0.23675213675213674,True,800,3500,3236,1.8,0.24721878862793573,0.2495958923647428,Affordable,Affordable
50705131320,277,835,0.3317365269461078,True,420,1882,2694,3.1,0.155902004454343,0.16121295185883158,Affordable,Affordable
50201102410,277,929,0.2981700753498385,True,355,2000,2291,2.9,0.15495416848537757,0.20145720713158513,Affordable,Affordable
50501108002,277,657,0.4216133942161339,True,525,2250,3143,3.2,0.16703786191536749,0.1652022810151986,Affordable,Affordable
50705131326,276,1188,0.23232323232323232,True,400,1870,2345,3.2,0.17057569296375266,0.18402493029358702,Affordable,Affordable
50503130616,276,1272,0.2169811320754717,True,320,1625,1492,2.4,0.21447721179624665,0.25134048257372654,Affordable,Affordable
50705119156,276,1281,0.2154566744730679,True,355,1733,1649,2.6,0.21528198908429352,0.24252460698791808,Affordable,Affordable
50501107728,276,678,0.40707964601769914,True,400,1733,2088,2.7,0.19157088122605365,0.19153404067197172,Affordable,Affordable
31001127203,275,1367,0.2011704462326262,True,145,727,595,1.2,0.24369747899159663,0.2819650937297996,Affordable,Affordable
30601113925,275,1117,0.24619516562220234,True,400,1850,1562,2.3,0.2560819462227913,0.2733182310647099,Affordable,Affordable
12203143006,275,1356,0.2028023598820059,True,905,4050,5014,3.5,0.18049461507778222,0.18640115369273727,Affordable,Affordable
11801134031,275,1129,0.24357838795394154,True,780,2600,3410,2.1,0.2287390029325513,0.17595307917888564,Affordable,Affordable
50705118830,275,950,0.2894736842105263,True,320,1481,1154,1.8,0.2772963604852686,0.2961605119317424,Affordable,Affordable
50201102407,275,952,0.28886554621848737,True,322,1600,1300,2.5,0.24769230769230768,0.28402366863905326,Affordable,Affordable
50503109940,275,982,0.280040733197556,True,305,1600,1393,2.0,0.2189519023689878,0.26506157159423493,Affordable,Affordable
12202142109,275,1378,0.1995645863570392,True,950,3467,3250,2.7,0.2923076923076923,0.2461775147928994,Affordable,Affordable
50705118815,275,968,0.2840909090909091,True,322,2149,1476,2.4,0.2181571815718157,0.3359912445278299,Affordable,Moderately_Affordable
40205105436,275,1315,0.20912547528517111,True,345,1517,1861,2.7,0.18538420204191294,0.18811226387798125,Affordable,Affordable
12201141912,274,971,0.282183316168898,True,690,3861,3098,2.3,0.22272433828276308,0.28760490639122016,Affordable,Affordable
50705119109,274,993,0.2759315206445116,True,390,1900,2282,2.9,0.17090271691498685,0.19213914919436392,Affordable,Affordable
50605114126,274,993,0.2759315206445116,True,348,1790,2087,2.8,0.16674652611403928,0.1979285687958424,Affordable,Affordable
50503110708,274,1107,0.24751580849141824,True,413,1950,2113,2.9,0.19545669663984855,0.2129673450070989,Affordable,Affordable
40304117805,274,803,0.3412204234122042,True,320,1408,876,2.0,0.365296803652968,0.37091675447839834,Moderately_Affordable,Moderately_Affordable
50402105314,274,1200,0.22833333333333333,True,460,1957,1985,2.7,0.23173803526448364,0.22751404766518116,Affordable,Affordable
50501107108,274,660,0.41515151515151516,True,410,1733,2104,2.8,0.19486692015209126,0.19007750804328752,Affordable,Affordable
50201102316,274,825,0.3321212121212121,True,250,1170,762,1.8,0.32808398950131235,0.3543307086614173,Moderately_Affordable,Moderately_Affordable
50501107607,274,479,0.5720250521920668,True,495,2550,2750,2.8,0.18,0.213986013986014,Affordable,Affordable
30102101121,273,2340,0.11666666666666667,True,490,2275,3125,3.4,0.1568,0.168,Affordable,Affordable
31602142321,273,1382,0.1975397973950796,True,360,1092,708,1.5,0.5084745762711864,0.3559322033898305,Very_Expensive,Moderately_Affordable
50501108303,273,812,0.33620689655172414,True,530,2167,2449,3.0,0.21641486320947326,0.2041963752866162,Affordable,Affordable
30903123708,273,920,0.2967391304347826,True,340,867,612,1.3,0.5555555555555556,0.3269230769230769,Very_Expensive,Moderately_Affordable
30102101212,273,912,0.2993421052631579,True,508,2167,2474,3.2,0.2053354890864996,0.20213295193085007,Affordable,Affordable
11703133031,273,1534,0.17796610169491525,True,600,2409,3107,1.9,0.1931123270035404,0.17892599836597262,Affordable,Affordable
40304107422,273,1018,0.2681728880157171,True,343,1383,1294,2.2,0.2650695517774343,0.24664130305552254,Affordable,Affordable
50501107103,273,788,0.3464467005076142,True,430,1950,2333,2.9,0.18431204457779682,0.19288469781397344,Affordable,Affordable
50601111611,273,831,0.3285198555956679,True,425,2000,2328,2.7,0.18256013745704466,0.19825535289452814,Affordable,Affordable
12201141923,273,1161,0.2351421188630491,True,580,2837,2203,1.6,0.2632773490694508,0.29718216418171023,Affordable,Affordable
50503130321,273,1372,0.1989795918367347,True,440,2000,2321,3.1,0.1895734597156398,0.1988532794219998,Affordable,Affordable
12201141903,273,1086,0.2513812154696133,True,750,3675,3643,2.8,0.20587427944002196,0.2327963005975633,Affordable,Affordable
50501107601,273,655,0.416793893129771,True,670,2600,2750,2.7,0.24363636363636362,0.21818181818181817,Affordable,Affordable
40304107710,273,1272,0.21462264150943397,True,373,1675,1951,2.8,0.1911840082009226,0.198123250404132,Affordable,Affordable
50201102756,273,1145,0.23842794759825328,True,340,1742,1916,2.6,0.17745302713987474,0.20981210855949894,Affordable,Affordable
10603112135,273,1545,0.1766990291262136,True,550,2392,2234,2.7,0.24619516562220234,0.24709042076991944,Affordable,Affordable
50501107704,272,953,0.28541448058761804,True,340,1555,1347,1.8,0.2524127691165553,0.26640397464450916,Affordable,Affordable
50501107227,272,937,0.2902881536819637,True,445,2245,2390,2.7,0.18619246861924685,0.2167685870614741,Affordable,Affordable
50705118732,272,834,0.3261390887290168,True,380,1600,2092,2.7,0.18164435946462715,0.17649654360935432,Affordable,Affordable
50201102111,272,925,0.29405405405405405,True,400,2072,1962,3.1,0.2038735983690112,0.24370736297341802,Affordable,Affordable
50503110028,272,871,0.31228473019517794,True,450,2167,2750,3.2,0.16363636363636364,0.18184615384615385,Affordable,Affordable
10701113139,272,1092,0.2490842490842491,True,455,1700,861,1.8,0.5284552845528455,0.4556419190565532,Very_Expensive,Expensive
31605154407,271,1428,0.18977591036414565,True,550,2167,2048,3.2,0.2685546875,0.24417818509615385,Affordable,Affordable
50503110015,271,743,0.36473755047106327,True,450,1950,2360,3.1,0.1906779661016949,0.1906779661016949,Affordable,Affordable
12203169412,271,1181,0.22946655376799321,True,830,4000,3236,3.1,0.2564894932014833,0.28525244841684894,Affordable,Affordable
50503109963,270,770,0.35064935064935066,True,390,1749,2111,3.2,0.18474656560871625,0.19119629778085487,Affordable,Affordable
11801134013,270,1283,0.21044427123928294,True,700,2900,3055,2.0,0.22913256955810146,0.21906080825884428,Affordable,Affordable
50705118738,270,1014,0.26627218934911245,True,380,2119,2741,3.2,0.13863553447646845,0.17840204304998175,Affordable,Affordable
31607154706,270,1597,0.16906700062617408,True,430,2055,1831,2.8,0.2348443473511742,0.25900096626475655,Affordable,Affordable
50502109624,270,2462,0.10966693744922827,True,763,3300,3086,2.9,0.2472456254050551,0.2467720225335261,Affordable,Affordable
40204104339,270,580,0.46551724137931033,True,208,377,661,1.4,0.3146747352496218,0.13161875945537066,Moderately_Affordable,Affordable
40303106724,270,1675,0.16119402985074627,True,565,2318,3078,3.2,0.18356075373619232,0.1737891737891738,Affordable,Affordable
50503110512,269,677,0.397341211225997,True,563,2244,2971,3.2,0.18949848535846517,0.174300287393522,Affordable,Affordable
50503110710,269,828,0.3248792270531401,True,404,1800,2287,3.2,0.17665063401836467,0.18162860314150214,Affordable,Affordable
30907125326,269,1593,0.16886377903327057,True,470,1997,1354,2.0,0.34711964549483015,0.34035905010794226,Moderately_Affordable,Moderately_Affordable
11203125335,268,1706,0.1570926143024619,True,570,2037,1480,2.6,0.38513513513513514,0.3176195426195426,Moderately_Affordable,Moderately_Affordable
50503110025,268,1119,0.23949955317247543,True,450,2000,2630,3.4,0.17110266159695817,0.17548990933021352,Affordable,Affordable
40302106012,268,1203,0.2227763923524522,True,398,2050,2307,2.6,0.17251842219332467,0.20506151845553666,Affordable,Affordable
12201141822,268,1083,0.247460757156048,True,720,3484,3600,3.0,0.2,0.22333333333333333,Affordable,Affordable
40304108025,268,1112,0.24100719424460432,True,200,1733,735,1.6,0.272108843537415,0.5441130298273156,Affordable,Very_Expensive
12201141926,268,1025,0.26146341463414635,True,800,4000,3774,2.3,0.21197668256491786,0.24458847988259752,Affordable,Affordable
12201141917,268,1207,0.22203811101905552,True,710,3467,2982,2.3,0.23809523809523808,0.26830212041479645,Affordable,Affordable
50601111405,268,990,0.27070707070707073,True,330,1677,1897,2.5,0.17395888244596733,0.2040063257775435,Affordable,Affordable
50705119001,268,991,0.2704339051463169,True,300,1660,1292,2.2,0.23219814241486067,0.29649916646820673,Affordable,Affordable
50501107204,268,1217,0.22021364009860311,True,500,2300,2484,2.8,0.20128824476650564,0.21367521367521367,Affordable,Affordable
50501107515,268,1044,0.2567049808429119,True,420,2500,1437,2.3,0.29227557411273486,0.4014774369680424,Affordable,Expensive
50705131318,268,1095,0.2447488584474886,True,398,1853,2291,3.0,0.17372326494980359,0.18665010240741362,Affordable,Affordable
31102130707,268,710,0.37746478873239436,True,178,777,733,1.6,0.24283765347885403,0.24462168118375485,Affordable,Affordable
50705119004,267,783,0.34099616858237547,True,343,1647,1557,2.3,0.22029543994861914,0.24410849266340595,Affordable,Affordable
30101100335,267,1274,0.20957613814756673,True,680,2283,2289,2.8,0.29707295762341634,0.23016433108176226,Affordable,Affordable
