SA1_CODE_2021,England_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
50201102523,465,1416,0.3283898305084746,True,490,2500,1843,2.0,0.2658708627238199,0.3130347677282023,Affordable,Moderately_Affordable
50503110501,463,951,0.4868559411146162,True,383,2167,2147,2.8,0.1783884489986027,0.23291892085557667,Affordable,Affordable
50503110016,462,1037,0.4455159112825458,True,420,1733,2285,2.9,0.1838074398249453,0.17502104022891768,Affordable,Affordable
50501107117,459,1100,0.4172727272727273,True,418,1972,2309,3.1,0.18103074924209614,0.19708831662058168,Affordable,Affordable
31602142122,458,2181,0.2099954149472719,True,515,2281,1603,2.6,0.32127261384903305,0.32837468208647247,Moderately_Affordable,Moderately_Affordable
40304107214,457,1473,0.3102511880515954,True,305,1300,1401,2.5,0.21770164168451106,0.21413276231263384,Affordable,Affordable
40304108029,457,1037,0.4406943105110897,True,275,1415,702,1.8,0.39173789173789175,0.4651545036160421,Moderately_Affordable,Expensive
50705119152,457,781,0.5851472471190781,True,515,2435,3154,3.3,0.16328471781864298,0.17816204087605483,Affordable,Affordable
50501107713,457,1298,0.35208012326656396,True,350,1408,1393,1.6,0.25125628140703515,0.23325418300292672,Affordable,Affordable
31102130719,456,1733,0.2631275245239469,True,315,1192,794,1.9,0.3967254408060453,0.346444487502422,Moderately_Affordable,Moderately_Affordable
50503110526,456,796,0.5728643216080402,True,650,2817,3678,3.1,0.17672648178357803,0.17674739616012047,Affordable,Affordable
50503110018,455,933,0.48767416934619506,True,500,2000,2799,3.1,0.17863522686673813,0.16489405556929673,Affordable,Affordable
40304108317,455,2132,0.21341463414634146,True,380,1733,2170,2.6,0.17511520737327188,0.18429634881247783,Affordable,Affordable
50403106819,455,1510,0.30132450331125826,True,498,2461,3010,3.1,0.1654485049833887,0.18867876309736775,Affordable,Affordable
50503125510,454,1238,0.3667205169628433,True,370,1950,1875,2.8,0.19733333333333333,0.24,Affordable,Affordable
50501107110,453,925,0.4897297297297297,True,395,1844,2150,3.0,0.18372093023255814,0.19792486583184257,Affordable,Affordable
50503109903,453,784,0.5778061224489796,True,145,470,644,1.4,0.2251552795031056,0.16841853798375536,Affordable,Affordable
30903123501,452,1831,0.2468596395412343,True,410,1365,961,1.8,0.4266389177939646,0.32778355879292403,Expensive,Moderately_Affordable
50501107905,451,1139,0.39596136962247586,True,440,2182,2178,2.7,0.20202020202020202,0.23119304937486757,Affordable,Affordable
50501107124,450,1007,0.4468718967229394,True,440,1900,2307,2.8,0.1907238838318162,0.19005701710513154,Affordable,Affordable
40701114408,449,1379,0.3255982596084119,True,270,1040,898,1.8,0.30066815144766146,0.267260579064588,Moderately_Affordable,Affordable
21201155104,448,1061,0.4222431668237512,True,92,360,677,1.5,0.1358936484490399,0.12271332803090558,Affordable,Affordable
31301136359,447,1352,0.3306213017751479,True,181,823,916,1.8,0.19759825327510916,0.20733960362781323,Affordable,Affordable
31301136234,447,2259,0.19787516600265603,True,353,1733,1004,2.1,0.351593625498008,0.39832975789151087,Moderately_Affordable,Moderately_Affordable
21402138227,447,1680,0.26607142857142857,True,473,1517,954,1.7,0.49580712788259956,0.3669569424286405,Expensive,Moderately_Affordable
50501107927,446,1237,0.3605497170573969,True,440,2383,2401,2.8,0.1832569762598917,0.22903918239195206,Affordable,Affordable
50902123610,446,1654,0.26964933494558646,True,330,2000,1875,2.7,0.176,0.24615384615384617,Affordable,Affordable
40701114821,444,2166,0.20498614958448755,True,333,1300,1063,2.4,0.31326434619002824,0.28222013170272814,Moderately_Affordable,Affordable
50601111507,442,1352,0.3269230769230769,True,345,1733,1648,2.4,0.20934466019417475,0.2426717699775952,Affordable,Affordable
50503109905,441,1022,0.4315068493150685,True,350,1950,1712,2.9,0.2044392523364486,0.2628504672897196,Affordable,Affordable
50503110037,440,1277,0.3445575567736883,True,600,2667,2424,3.1,0.24752475247524752,0.2539032749428789,Affordable,Affordable
50503110001,439,1052,0.41730038022813687,True,485,2167,2625,3.2,0.18476190476190477,0.1905054945054945,Affordable,Affordable
50503130312,439,880,0.49886363636363634,True,193,1350,850,1.9,0.22705882352941176,0.3665158371040724,Affordable,Moderately_Affordable
21401137339,438,1306,0.33537519142419603,True,149,640,585,1.3,0.2547008547008547,0.252465483234714,Affordable,Affordable
50501107906,435,1210,0.359504132231405,True,740,3033,3021,3.1,0.24495200264812975,0.2316858910702009,Affordable,Affordable
50501107405,433,1009,0.42913776015857286,True,525,2167,2777,2.9,0.1890529348217501,0.1800781141796626,Affordable,Affordable
50705131210,433,735,0.5891156462585034,True,182,867,764,1.5,0.23821989528795812,0.2618807893677004,Affordable,Affordable
40304117813,433,1155,0.3748917748917749,True,405,1733,2481,3.4,0.16324062877871826,0.16119430750627847,Affordable,Affordable
50503130627,432,868,0.4976958525345622,True,158,1692,536,1.7,0.2947761194029851,0.7284730195177956,Affordable,Very_Expensive
40701114906,431,1883,0.22889006903876793,True,320,1381,960,2.1,0.3333333333333333,0.33197115384615383,Moderately_Affordable,Moderately_Affordable
50501107135,431,1019,0.422963689892051,True,475,2175,2536,3.1,0.18730283911671924,0.19791919437029848,Affordable,Affordable
50705119136,430,996,0.43172690763052207,True,400,1950,2607,3.4,0.1534330648254699,0.17261219792865362,Affordable,Affordable
50201102716,430,1524,0.2821522309711286,True,400,2100,2511,3.1,0.15929908403026682,0.19299696719051557,Affordable,Affordable
50501107116,429,1113,0.38544474393531,True,400,1852,2416,2.9,0.16556291390728478,0.1768976057055527,Affordable,Affordable
40701114424,429,996,0.4307228915662651,True,275,1200,909,1.9,0.3025302530253025,0.30464584920030463,Moderately_Affordable,Moderately_Affordable
50503109907,429,1071,0.4005602240896359,True,350,1800,1865,2.9,0.1876675603217158,0.22272633532687153,Affordable,Affordable
50501107708,428,1054,0.4060721062618596,True,440,2100,2086,2.7,0.2109300095877277,0.2323180175529169,Affordable,Affordable
50503109925,428,1263,0.3388756927949327,True,370,1800,2129,3.1,0.1737905119774542,0.19510785128446,Affordable,Affordable
50503109902,428,1424,0.300561797752809,True,365,1920,2238,3.1,0.16309204647006256,0.1979789647349969,Affordable,Affordable
50503125526,428,1004,0.4262948207171315,True,450,2000,2033,2.9,0.22134776192818495,0.22702334556736917,Affordable,Affordable
50503110014,427,1185,0.36033755274261603,True,420,1950,2134,3.0,0.19681349578256796,0.21087160262417995,Affordable,Affordable
40701114824,427,2020,0.21138613861386138,True,338,1395,1193,2.5,0.28331936295054483,0.26984331678380297,Affordable,Affordable
50501107714,427,1155,0.3696969696969697,True,385,1600,1738,2.3,0.22151898734177214,0.21244578206603523,Affordable,Affordable
50501107114,426,924,0.461038961038961,True,420,1904,2347,2.8,0.17895185342991052,0.18721116974206023,Affordable,Affordable
40701114819,426,1677,0.25402504472271914,True,290,1092,946,2.0,0.30655391120507397,0.266384778012685,Moderately_Affordable,Affordable
50201102752,426,1306,0.32618683001531396,True,375,2000,2464,2.9,0.15219155844155843,0.18731268731268733,Affordable,Affordable
40201102626,426,1176,0.3622448979591837,True,305,1250,810,1.9,0.3765432098765432,0.3561253561253561,Moderately_Affordable,Moderately_Affordable
50705131315,425,1253,0.3391859537110934,True,420,2165,2553,3.1,0.1645123384253819,0.1956973696104131,Affordable,Affordable
50705119137,425,1036,0.41023166023166024,True,630,2700,3333,3.3,0.18901890189018902,0.18694177110018695,Affordable,Affordable
50503109960,424,910,0.46593406593406594,True,340,1742,1833,2.8,0.1854882705946536,0.2193126022913257,Affordable,Affordable
50705131306,424,1790,0.23687150837988827,True,370,2100,2364,3.2,0.15651438240270726,0.20499804763764154,Affordable,Affordable
12203169720,424,2513,0.16872264226024672,True,205,585,734,1.3,0.279291553133515,0.18392370572207084,Affordable,Affordable
50201102713,423,959,0.4410844629822732,True,300,670,728,1.5,0.41208791208791207,0.21238377007607775,Expensive,Affordable
40701114823,422,1321,0.3194549583648751,True,295,1083,802,1.7,0.36783042394014964,0.31162478419336276,Moderately_Affordable,Moderately_Affordable
50705118821,420,1240,0.3387096774193548,True,247,1997,1671,2.5,0.1478156792339916,0.27579063665239606,Affordable,Affordable
50705118718,420,1110,0.3783783783783784,True,345,1528,755,2.0,0.45695364238410596,0.46704024452368825,Expensive,Expensive
50501107105,420,1082,0.38817005545286504,True,405,1950,2250,2.9,0.18,0.2,Affordable,Affordable
50503109936,419,1050,0.39904761904761904,True,363,1800,2250,3.6,0.16133333333333333,0.18461538461538463,Affordable,Affordable
50503109938,418,785,0.532484076433121,True,284,2121,1857,2.9,0.15293484114162628,0.2635764881322232,Affordable,Affordable
50503109915,416,1209,0.34408602150537637,True,350,1715,1818,3.0,0.1925192519251925,0.2176948464077177,Affordable,Affordable
50201102113,416,1904,0.2184873949579832,True,350,1723,1363,2.7,0.25678650036683787,0.2917207517354253,Affordable,Affordable
50705118806,415,550,0.7545454545454545,True,260,0,632,1.4,0.41139240506329117,0.0,Expensive,Affordable
50705119131,414,1319,0.31387414708112205,True,363,1842,2158,3.0,0.16821130676552362,0.19697725814500605,Affordable,Affordable
50501107921,413,1042,0.3963531669865643,True,620,2448,3704,3.1,0.1673866090712743,0.15251702940687822,Affordable,Affordable
50601111612,412,1093,0.37694419030192133,True,197,1755,1580,2.4,0.12468354430379747,0.2563291139240506,Affordable,Affordable
50503109948,411,922,0.44577006507592193,True,325,1882,1531,2.7,0.2122795558458524,0.2836758277646586,Affordable,Affordable
50503110548,411,784,0.5242346938775511,True,470,2468,2327,2.8,0.2019767941555651,0.24475223959538528,Affordable,Affordable
50501107008,410,1957,0.20950434338272866,True,400,1950,2026,2.5,0.19743336623889438,0.22211253701875616,Affordable,Affordable
50606114208,409,1774,0.23055242390078917,True,380,1764,1955,3.1,0.19437340153452684,0.2082234900649223,Affordable,Affordable
21402137705,408,2176,0.1875,True,630,2400,1421,2.2,0.4433497536945813,0.3897580252260055,Expensive,Moderately_Affordable
50503110509,408,699,0.5836909871244635,True,520,2080,2704,3.3,0.19230769230769232,0.17751479289940827,Affordable,Affordable
50201102901,407,619,0.6575121163166397,True,194,401,676,1.5,0.2869822485207101,0.13689121529358217,Affordable,Affordable
50705118818,407,1163,0.34995700773860705,True,230,1517,1012,2.0,0.22727272727272727,0.3459258133171177,Affordable,Moderately_Affordable
50705119147,406,893,0.45464725643896975,True,450,2340,3107,3.6,0.14483424525265529,0.17380109430318635,Affordable,Affordable
50605114032,405,1494,0.2710843373493976,True,400,2450,2531,2.8,0.15804030027657054,0.22338388596784486,Affordable,Affordable
40304108615,405,1673,0.242080095636581,True,328,1509,907,2.0,0.36163175303197354,0.3839369010262064,Moderately_Affordable,Moderately_Affordable
50201102440,404,1277,0.3163664839467502,True,400,1733,2208,2.9,0.18115942028985507,0.18112458193979933,Affordable,Affordable
50705119142,404,1239,0.32606941081517354,True,360,1912,1981,2.9,0.18172640080767288,0.2227313322719683,Affordable,Affordable
50902123609,404,1267,0.31886345698500396,True,395,2200,2770,3.2,0.14259927797833935,0.18328242154956956,Affordable,Affordable
50705118803,400,1305,0.3065134099616858,True,353,1975,1585,1.7,0.22271293375394322,0.2875515651540888,Affordable,Affordable
50705131313,400,729,0.5486968449931413,True,173,845,661,1.4,0.2617246596066566,0.2950075642965204,Affordable,Affordable
50403105809,400,1615,0.2476780185758514,True,450,2167,2294,2.8,0.1961639058413252,0.21799342767084703,Affordable,Affordable
50501107926,400,1088,0.36764705882352944,True,430,2225,2195,2.8,0.1958997722095672,0.23392325214648677,Affordable,Affordable
31102130730,398,1138,0.34973637961335674,True,199,845,773,1.7,0.2574385510996119,0.2522639068564036,Affordable,Affordable
40304117821,397,1156,0.34342560553633217,True,340,1322,1384,2.4,0.24566473988439305,0.220431302801245,Affordable,Affordable
50403106109,395,1998,0.1976976976976977,True,500,2300,2592,2.8,0.19290123456790123,0.20477207977207978,Affordable,Affordable
50501107134,394,917,0.4296619411123228,True,530,2146,3125,3.1,0.1696,0.15847384615384616,Affordable,Affordable
40202103512,393,641,0.6131045241809673,True,150,0,725,1.5,0.20689655172413793,0.0,Affordable,Affordable
50501107603,393,927,0.42394822006472493,True,610,2500,2928,3.2,0.20833333333333334,0.19703656998738966,Affordable,Affordable
40304108312,392,1116,0.35125448028673834,True,335,1517,1256,2.2,0.26671974522292996,0.2787236648701617,Affordable,Affordable
50501107107,392,809,0.484548825710754,True,430,1968,2160,2.9,0.19907407407407407,0.21025641025641026,Affordable,Affordable
12201141924,391,1261,0.31007137192704204,True,755,3424,3031,1.9,0.24909270867700428,0.26069081034439,Affordable,Affordable
50705119225,391,1131,0.34571175950486294,True,350,1733,1606,2.4,0.21793275217932753,0.24901810518248874,Affordable,Affordable
50503109921,391,1008,0.3878968253968254,True,355,1874,1773,3.1,0.20022560631697686,0.24391513731615255,Affordable,Affordable
40701114434,391,1290,0.30310077519379847,True,328,1170,1083,2.2,0.3028624192059095,0.24930747922437674,Moderately_Affordable,Affordable
50902123905,390,1278,0.3051643192488263,True,380,1800,1487,2.7,0.25554808338937457,0.2793440587657131,Affordable,Affordable
50101100102,389,2931,0.13271920846127602,True,440,2000,2129,2.9,0.20666979802724283,0.2167865014271778,Affordable,Affordable
40304117807,388,1236,0.313915857605178,True,330,1300,1375,2.3,0.24,0.21818181818181817,Affordable,Affordable
50705118807,388,1247,0.3111467522052927,True,330,1731,1290,1.9,0.2558139534883721,0.3096601073345259,Affordable,Moderately_Affordable
50503110541,388,806,0.4813895781637717,True,515,2383,2383,2.4,0.2161141418380193,0.23076923076923078,Affordable,Affordable
50501107118,388,1351,0.2871946706143597,True,360,1567,1625,2.1,0.22153846153846155,0.22253254437869824,Affordable,Affordable
40701114411,386,826,0.46731234866828086,True,175,947,730,1.7,0.23972602739726026,0.29936775553213907,Affordable,Affordable
50503109944,385,1182,0.3257191201353638,True,320,1600,1492,2.6,0.21447721179624665,0.24747370591874612,Affordable,Affordable
50201102205,385,1463,0.2631578947368421,True,450,2000,1647,2.3,0.273224043715847,0.28022978842650975,Affordable,Affordable
50501107902,385,945,0.4074074074074074,True,510,2416,2633,2.9,0.19369540448157996,0.2117502702386865,Affordable,Affordable
31305138009,384,1552,0.24742268041237114,True,400,1142,767,1.9,0.5215123859191656,0.3435964296459733,Very_Expensive,Moderately_Affordable
50605113930,384,719,0.5340751043115438,True,185,884,686,1.4,0.2696793002915452,0.29737609329446063,Affordable,Affordable
50501107123,383,1024,0.3740234375,True,405,1863,2146,2.7,0.18872320596458528,0.20033694171625205,Affordable,Affordable
31605143524,381,2841,0.1341077085533263,True,550,2167,1692,2.7,0.32505910165484636,0.29555373704309873,Moderately_Affordable,Affordable
50503109949,381,1466,0.2598908594815825,True,350,1810,1924,3.2,0.18191268191268192,0.21709579401887094,Affordable,Affordable
50705118805,380,1111,0.342034203420342,True,305,1767,1437,2.4,0.21224773834377175,0.2837642524490124,Affordable,Affordable
50503110546,379,684,0.554093567251462,True,435,2357,2937,3.1,0.1481103166496425,0.18519682564626386,Affordable,Affordable
11703164706,379,2143,0.17685487634157723,True,650,2500,2596,2.0,0.25038520801232667,0.22223539172691714,Affordable,Affordable
50503110549,378,707,0.5346534653465347,True,490,2184,2183,3.0,0.2244617498854787,0.23087494273934953,Affordable,Affordable
