SA1_CODE_2021,India_population,total_population,concentration_ratio,is_cluster
21305158334,535,1137,0.47053649956024624,True
40205105212,535,1367,0.3913679590343819,True
20904143710,535,1201,0.4454621149042465,True
21305158830,535,843,0.6346381969157769,True
20904143753,534,1130,0.4725663716814159,True
21203130632,534,1108,0.48194945848375453,True
11602163207,533,700,0.7614285714285715,True
21305158821,532,814,0.6535626535626535,True
21203155522,531,1357,0.391304347826087,True
21304135917,531,1087,0.48850045998160074,True
11601156130,530,1343,0.39463886820551003,True
30303106623,530,1158,0.45768566493955093,True
11501162220,530,1613,0.328580285182889,True
21305158521,529,947,0.5586061246040127,True
11602162828,529,1010,0.5237623762376238,True
21305158341,528,1077,0.49025069637883006,True
11602156356,528,673,0.7845468053491828,True
21305158319,528,855,0.6175438596491228,True
21204145901,527,1536,0.3430989583333333,True
21005154324,527,1525,0.34557377049180327,True
31402138942,526,1064,0.4943609022556391,True
21203130619,526,1689,0.3114268798105388,True
21304157408,526,2164,0.24306839186691312,True
21305158340,526,1264,0.4161392405063291,True
12504171914,525,575,0.9130434782608695,True
21203155621,525,985,0.5329949238578681,True
21305158812,525,1301,0.4035357417371253,True
11602162921,525,774,0.6782945736434108,True
21203130627,525,1181,0.4445385266723116,True
21305136831,524,1120,0.46785714285714286,True
21305158337,524,930,0.5634408602150538,True
21304135940,524,1150,0.45565217391304347,True
12504148961,524,575,0.9113043478260869,True
12102157925,523,923,0.5666305525460456,True
21305158348,523,829,0.6308805790108565,True
21305158712,523,1095,0.4776255707762557,True
21304135926,523,774,0.6757105943152455,True
30303106045,522,1632,0.31985294117647056,True
21305157901,521,973,0.5354573484069887,True
21203130462,520,967,0.5377456049638056,True
30906124828,519,1385,0.3747292418772563,True
21305158714,519,983,0.5279755849440488,True
20904143727,519,1477,0.35138794854434663,True
40203103818,519,996,0.5210843373493976,True
12003139615,518,960,0.5395833333333333,True
12102157922,518,1562,0.33162612035851474,True
21305158511,516,940,0.548936170212766,True
40203117527,516,1369,0.3769174579985391,True
30306107810,514,1296,0.3966049382716049,True
21305158829,514,1060,0.4849056603773585,True
21203155817,514,1186,0.433389544688027,True
21204131013,514,695,0.739568345323741,True
30201102315,514,1774,0.2897406989853439,True
21305158213,513,908,0.5649779735682819,True
80104112107,511,1006,0.5079522862823062,True
11601130329,511,811,0.6300863131935882,True
21203155917,511,1304,0.3918711656441718,True
20904143321,510,1394,0.36585365853658536,True
11501129149,510,1720,0.29651162790697677,True
21304135912,509,1133,0.4492497793468667,True
11602163113,509,1402,0.3630527817403709,True
21203155924,508,1722,0.29500580720092917,True
21203155608,508,896,0.5669642857142857,True
11602156312,508,1099,0.462238398544131,True
21305158209,507,713,0.7110799438990182,True
21305136320,507,1158,0.4378238341968912,True
21304135933,507,1078,0.47031539888682744,True
11602130920,506,948,0.5337552742616034,True
11601162716,505,773,0.6532988357050453,True
20802118204,505,1445,0.3494809688581315,True
21203155805,504,1422,0.35443037974683544,True
12504171927,504,631,0.7987321711568938,True
21305158323,503,1086,0.4631675874769797,True
50403105752,503,1073,0.46877912395153776,True
21203155610,503,1082,0.46487985212569316,True
30501110606,502,1574,0.3189326556543837,True
11602130901,502,922,0.544468546637744,True
11602162820,501,1453,0.34480385409497594,True
21305158202,501,895,0.5597765363128492,True
21305158705,500,1005,0.4975124378109453,True
21304135935,500,1006,0.4970178926441352,True
31004130441,500,1440,0.3472222222222222,True
21305158311,500,1001,0.4995004995004995,True
20604111832,499,1284,0.3886292834890966,True
21203130055,498,1142,0.436077057793345,True
12504148941,498,1228,0.40553745928338764,True
11601162604,497,1392,0.35704022988505746,True
11601162616,497,1146,0.4336823734729494,True
12504158927,497,656,0.7576219512195121,True
40204117103,496,1751,0.2832667047401485,True
20604150512,494,1598,0.3091364205256571,True
20604111821,494,1354,0.36484490398818314,True
21005154206,494,780,0.6333333333333333,True
21305158215,493,1055,0.46729857819905213,True
50604113324,493,2762,0.1784938450398262,True
20604111827,493,1602,0.30774032459425715,True
30907155415,493,1530,0.32222222222222224,True
20604111824,492,1032,0.47674418604651164,True
21305158403,491,896,0.5479910714285714,True
21203155825,491,1453,0.3379215416379904,True
12003168008,490,1071,0.45751633986928103,True
21305158517,490,1144,0.42832167832167833,True
31004130453,490,956,0.5125523012552301,True
21005144555,490,1658,0.2955367913148372,True
12102157918,490,1082,0.45286506469500926,True
21005154321,489,1248,0.3918269230769231,True
12403146247,489,925,0.5286486486486487,True
12504149344,489,1548,0.31589147286821706,True
11601162715,488,574,0.8501742160278746,True
50601130706,488,1314,0.3713850837138508,True
21305158914,488,668,0.7305389221556886,True
21305158713,487,856,0.5689252336448598,True
21005144230,487,797,0.6110414052697616,True
20604150901,486,1221,0.39803439803439805,True
40204104436,486,2519,0.1929337038507344,True
21305146602,485,1346,0.3603268945022288,True
40203103632,485,1103,0.4397098821396192,True
50703116938,485,1160,0.41810344827586204,True
21005154215,484,1044,0.46360153256704983,True
21305146857,484,1023,0.4731182795698925,True
11601156110,484,946,0.5116279069767442,True
50601130701,483,1095,0.4410958904109589,True
50603112730,483,1142,0.42294220665499127,True
50403129904,483,1266,0.3815165876777251,True
21305158335,482,1177,0.40951571792693287,True
11601130403,482,1237,0.3896523848019402,True
21005154309,482,1366,0.3528550512445095,True
21203130639,481,1036,0.4642857142857143,True
21203155609,479,818,0.5855745721271394,True
50603112740,479,1421,0.3370865587614356,True
50603112720,479,1235,0.38785425101214577,True
40104101616,478,1405,0.3402135231316726,True
50601130822,478,994,0.48088531187122735,True
40203103825,477,1487,0.32078009414929387,True
80109110207,477,1569,0.30401529636711283,True
21305146616,477,1371,0.3479212253829322,True
11601156001,476,1101,0.4323342415985468,True
11602162905,476,853,0.5580304806565064,True
12504158806,476,784,0.6071428571428571,True
11601162608,476,968,0.49173553719008267,True
50601130819,475,1233,0.38523925385239255,True
40203103811,474,1468,0.3228882833787466,True
12003139647,474,885,0.535593220338983,True
12504171923,473,387,1.2222222222222223,True
80110113606,473,1757,0.26920887877063177,True
21203155809,472,911,0.5181119648737651,True
21305159001,472,1353,0.34885439763488546,True
12504171807,471,682,0.6906158357771262,True
21305158912,470,861,0.5458768873403019,True
11602156337,470,752,0.625,True
30305107503,470,2213,0.2123813827383642,True
12003139648,470,959,0.49009384775808135,True
50403105754,469,1195,0.39246861924686194,True
21203155918,469,1305,0.3593869731800766,True
11602163234,469,1388,0.33789625360230546,True
21305158401,468,1001,0.4675324675324675,True
21005154202,467,1076,0.4340148698884758,True
30305107501,467,2576,0.18128881987577639,True
11602163325,466,1122,0.41532976827094475,True
21305136327,466,1298,0.35901386748844377,True
21305146629,466,1085,0.4294930875576037,True
11602163101,466,872,0.5344036697247706,True
11601156119,466,1478,0.3152909336941813,True
