SA1_CODE_2021,Philippines_population,total_population,concentration_ratio,is_cluster
20203103320,125,428,0.29205607476635514,True
11902166018,125,782,0.159846547314578,True
31302157223,125,1085,0.1152073732718894,True
11603131755,125,464,0.26939655172413796,True
11603131759,125,450,0.2777777777777778,True
31502140525,125,1201,0.10407993338884262,True
21304136037,125,1181,0.10584250635055038,True
30204104517,125,1049,0.11916110581506197,True
21301156938,124,907,0.13671444321940462,True
21304157409,124,700,0.17714285714285713,True
51002127012,124,614,0.20195439739413681,True
12405147034,124,910,0.13626373626373625,True
70205106707,124,1083,0.11449676823638043,True
31402157822,124,816,0.15196078431372548,True
12503148440,124,924,0.1341991341991342,True
50604113241,124,842,0.14726840855106887,True
11603131730,124,1020,0.12156862745098039,True
11903166714,124,1026,0.12085769980506822,True
12302143745,124,1197,0.1035923141186299,True
21203155601,124,684,0.18128654970760233,True
12203142406,124,942,0.1316348195329087,True
21304146205,124,872,0.14220183486238533,True
11902136243,124,839,0.14779499404052443,True
21301157009,123,860,0.14302325581395348,True
12403170827,123,1049,0.11725452812202097,True
11601130626,123,776,0.15850515463917525,True
21304136027,123,1124,0.1094306049822064,True
12403146243,123,636,0.19339622641509435,True
12504149104,123,877,0.1402508551881414,True
50102101405,123,813,0.15129151291512916,True
11602162818,123,966,0.12732919254658384,True
51103127926,122,980,0.12448979591836734,True
11601156023,122,871,0.14006888633754305,True
50701116147,122,990,0.12323232323232323,True
11602162811,122,961,0.12695109261186263,True
50503110039,122,1171,0.10418445772843724,True
11602162927,122,736,0.16576086956521738,True
11603131915,122,866,0.14087759815242495,True
31701145845,122,1133,0.10767872903795234,True
30202102807,122,697,0.1750358680057389,True
12701159515,122,1009,0.12091179385530228,True
21304146309,122,873,0.13974799541809851,True
21202155418,122,1153,0.10581092801387684,True
21204145918,122,1106,0.11030741410488246,True
70102101602,122,1126,0.108348134991119,True
80110113514,121,1133,0.10679611650485436,True
50703117424,121,681,0.1776798825256975,True
12302143715,121,951,0.12723449001051526,True
11602162808,121,845,0.14319526627218934,True
50604113640,120,596,0.20134228187919462,True
11602130928,120,1042,0.11516314779270634,True
21305158511,120,940,0.1276595744680851,True
21305158819,120,1029,0.11661807580174927,True
50701125925,120,1022,0.11741682974559686,True
11504162522,120,936,0.1282051282051282,True
21201155018,120,285,0.42105263157894735,True
11603131709,120,1184,0.10135135135135136,True
12302170417,120,833,0.14405762304921968,True
50602131002,119,950,0.12526315789473685,True
11603131943,119,540,0.22037037037037038,True
50701116019,119,899,0.13236929922135707,True
30702118102,119,802,0.1483790523690773,True
12203169539,119,1044,0.11398467432950192,True
11602156355,119,990,0.1202020202020202,True
11601130405,119,871,0.13662456946039037,True
11504162307,119,938,0.12686567164179105,True
21305158701,119,1096,0.10857664233576643,True
11601156127,119,749,0.1588785046728972,True
11601130639,118,722,0.1634349030470914,True
11603131507,118,445,0.2651685393258427,True
11601162705,118,966,0.12215320910973085,True
11602156354,118,734,0.16076294277929154,True
20904143730,118,1110,0.1063063063063063,True
21305158345,118,995,0.1185929648241206,True
70102102108,118,792,0.14898989898989898,True
11903137422,118,926,0.12742980561555076,True
50901123315,118,891,0.1324354657687991,True
11602163302,118,704,0.16761363636363635,True
31402138942,118,1064,0.11090225563909774,True
11601130740,117,1007,0.11618669314796425,True
21305146744,117,1148,0.1019163763066202,True
12703173006,117,1115,0.10493273542600896,True
30602115711,117,963,0.12149532710280374,True
50502108537,117,1007,0.11618669314796425,True
11504162543,117,699,0.16738197424892703,True
21203130047,117,831,0.1407942238267148,True
12302144322,117,701,0.16690442225392296,True
50604113610,117,858,0.13636363636363635,True
50701114845,117,792,0.14772727272727273,True
11603131933,117,799,0.14643304130162704,True
50604113642,117,871,0.13432835820895522,True
11601130446,117,653,0.17917304747320062,True
12403170824,117,1031,0.11348205625606207,True
50606114245,116,822,0.1411192214111922,True
12405158137,116,880,0.1318181818181818,True
11601130647,116,732,0.15846994535519127,True
21304135912,116,1133,0.10238305383936452,True
12102157712,116,961,0.12070759625390219,True
12203169513,116,1140,0.10175438596491228,True
40402110223,116,1130,0.10265486725663717,True
21304146101,116,688,0.1686046511627907,True
21304146326,116,1020,0.11372549019607843,True
50201102815,116,1069,0.10851262862488306,True
70102101607,116,809,0.1433868974042027,True
21301156922,116,982,0.11812627291242363,True
21301132810,115,652,0.17638036809815952,True
50602130902,115,1010,0.11386138613861387,True
50601130806,115,783,0.14687100893997446,True
21203155634,115,638,0.18025078369905956,True
70102101904,115,768,0.14973958333333334,True
11602130936,115,690,0.16666666666666666,True
50603112752,115,1011,0.11374876360039565,True
21305157901,115,973,0.11819116135662898,True
21304146315,115,1081,0.10638297872340426,True
11602162924,115,849,0.1354534746760895,True
11601130306,115,1148,0.10017421602787456,True
12405158143,115,723,0.1590594744121715,True
30204104515,115,1067,0.1077788191190253,True
20604150319,114,694,0.1642651296829971,True
70104103815,114,715,0.15944055944055943,True
70102102405,114,774,0.14728682170542637,True
70101100807,114,948,0.12025316455696203,True
31105132622,114,1126,0.10124333925399645,True
31502140506,114,817,0.13953488372093023,True
21305158803,114,965,0.11813471502590674,True
11602163031,114,982,0.11608961303462322,True
30204104534,114,810,0.14074074074074075,True
11904138131,114,869,0.13118527042577677,True
70102102803,114,1018,0.11198428290766209,True
50604113620,114,934,0.12205567451820129,True
12405147029,114,802,0.14214463840399003,True
70104104319,114,1054,0.10815939278937381,True
40402110101,114,805,0.14161490683229813,True
11602162835,113,1122,0.10071301247771836,True
12504171803,113,1114,0.10143626570915619,True
11603131530,113,879,0.1285551763367463,True
11601156011,113,563,0.20071047957371227,True
50102101513,113,1102,0.10254083484573502,True
12602172420,113,921,0.12269272529858849,True
21301133606,113,1021,0.11067580803134182,True
11504162521,113,1013,0.11154985192497532,True
21301157013,112,1020,0.10980392156862745,True
50601130833,112,643,0.17418351477449456,True
12102140351,112,714,0.1568627450980392,True
11601130434,112,844,0.13270142180094788,True
11903137016,112,917,0.12213740458015267,True
70104103605,112,835,0.1341317365269461,True
12701172702,112,1026,0.10916179337231968,True
21305136205,112,886,0.12641083521444696,True
11601162632,112,475,0.23578947368421052,True
50601111726,112,1012,0.11067193675889328,True
50604113258,112,771,0.14526588845654995,True
31202134601,112,709,0.15796897038081806,True
70102102212,112,729,0.15363511659807957,True
50603112731,112,948,0.11814345991561181,True
12302170326,112,1104,0.10144927536231885,True
21301132914,112,1110,0.1009009009009009,True
21401137059,112,910,0.12307692307692308,True
11603131529,111,952,0.11659663865546219,True
11601156006,111,966,0.11490683229813664,True
21305136110,111,885,0.12542372881355932,True
70102101605,111,864,0.1284722222222222,True
11602156332,111,630,0.1761904761904762,True
12703173333,111,976,0.11372950819672131,True
20505110128,111,597,0.18592964824120603,True
11602162806,111,963,0.11526479750778816,True
11402128717,111,835,0.13293413173652693,True
11602162825,111,506,0.21936758893280633,True
50701116137,111,800,0.13875,True
70102102801,111,916,0.12117903930131005,True
21301133115,111,511,0.2172211350293542,True
11602156203,111,839,0.13230035756853398,True
12302143648,110,1100,0.1,True
30102101239,110,875,0.12571428571428572,True
50603112751,110,742,0.14824797843665768,True
40702115418,110,1030,0.10679611650485436,True
50403129819,110,849,0.12956419316843346,True
11602162817,110,909,0.12101210121012101,True
50503110030,110,992,0.11088709677419355,True
50903124913,110,1001,0.10989010989010989,True
50701116139,110,773,0.1423027166882277,True
50503110035,110,971,0.11328527291452112,True
11601130606,110,730,0.1506849315068493,True
11601156025,110,933,0.11789924973204716,True
70102101912,109,551,0.19782214156079855,True
50601111212,109,691,0.1577424023154848,True
21305146854,109,842,0.12945368171021376,True
11602162906,109,944,0.11546610169491525,True
11904138104,109,983,0.11088504577822991,True
30602115207,109,1037,0.1051108968177435,True
51103127914,109,958,0.11377870563674322,True
11601162606,109,958,0.11377870563674322,True
11504162302,109,581,0.18760757314974183,True
12501158409,109,975,0.1117948717948718,True
50403106204,109,799,0.13642052565707133,True
21301133310,109,931,0.11707841031149302,True
12602150137,109,889,0.12260967379077616,True
12003167618,108,956,0.11297071129707113,True
30306107905,108,1032,0.10465116279069768,True
12302170312,108,974,0.11088295687885011,True
21304135921,108,876,0.1232876712328767,True
31802147607,108,929,0.116254036598493,True
11904137805,108,1032,0.10465116279069768,True
31202135611,108,663,0.16289592760180996,True
11601130739,108,859,0.12572759022118743,True
50102101406,108,758,0.1424802110817942,True
21305158213,108,908,0.11894273127753303,True
20803119120,108,951,0.11356466876971609,True
30909154141,108,707,0.15275813295615276,True
10604112811,108,1035,0.10434782608695652,True
12602150330,108,693,0.15584415584415584,True
50604113641,108,841,0.12841854934601665,True
51103127916,107,857,0.12485414235705951,True
50703126115,107,871,0.12284730195177956,True
30201102225,107,713,0.15007012622720897,True
21305158338,107,972,0.11008230452674897,True
70104104312,107,830,0.12891566265060242,True
11601130610,107,608,0.17598684210526316,True
10903118308,107,667,0.16041979010494753,True
11601156118,107,820,0.13048780487804879,True
12702151032,107,745,0.1436241610738255,True
31701145848,107,1056,0.10132575757575757,True
11602130923,107,791,0.13527180783817952,True
11603131714,107,779,0.13735558408215662,True
12302144307,107,734,0.14577656675749318,True
21202155331,107,1050,0.1019047619047619,True
21301157010,107,830,0.12891566265060242,True
12403146233,107,1007,0.10625620655412116,True
21304136036,107,697,0.15351506456241032,True
11602162907,107,560,0.19107142857142856,True
12504171912,107,930,0.11505376344086021,True
50603112753,107,798,0.13408521303258145,True
12602150315,107,915,0.11693989071038251,True
11904137906,107,978,0.10940695296523517,True
12403170804,106,806,0.1315136476426799,True
11601130633,106,638,0.16614420062695925,True
21305136301,106,839,0.1263408820023838,True
70102102204,106,956,0.1108786610878661,True
12102140638,106,855,0.1239766081871345,True
12701159614,106,854,0.12412177985948478,True
21005154424,106,993,0.1067472306143001,True
50601130818,106,810,0.1308641975308642,True
11602162921,106,774,0.13695090439276486,True
50701114838,105,913,0.11500547645125958,True
30501110611,105,1037,0.10125361620057859,True
12302144122,105,974,0.10780287474332649,True
11602156305,105,556,0.18884892086330934,True
12503148136,105,1041,0.10086455331412104,True
30303106109,105,891,0.11784511784511785,True
70102101601,105,1048,0.10019083969465649,True
21305136306,105,1020,0.10294117647058823,True
11601130648,105,535,0.19626168224299065,True
21305158322,105,950,0.11052631578947368,True
11601156131,105,752,0.13962765957446807,True
30306107901,104,1003,0.1036889332003988,True
11603131919,104,675,0.15407407407407409,True
31202135610,104,881,0.11804767309875142,True
12501158507,104,982,0.10590631364562118,True
21305136832,104,819,0.12698412698412698,True
11603131413,104,687,0.15138282387190685,True
50901122909,104,677,0.1536189069423929,True
11602163226,104,913,0.11391018619934283,True
21304135939,104,544,0.19117647058823528,True
40204104019,104,962,0.10810810810810811,True
21203155612,104,1025,0.10146341463414635,True
11601156018,103,913,0.11281489594742607,True
30204104530,103,944,0.10911016949152542,True
21304135928,103,736,0.13994565217391305,True
21304146303,103,692,0.14884393063583815,True
12302170505,103,900,0.11444444444444445,True
11601130431,103,353,0.29178470254957506,True
50503110045,103,1005,0.10248756218905472,True
11601130420,103,897,0.11482720178372352,True
50601130703,103,1030,0.1,True
11904137920,102,886,0.11512415349887133,True
12302144314,102,722,0.14127423822714683,True
51002127010,102,806,0.12655086848635236,True
51103127810,102,578,0.17647058823529413,True
11603131750,102,674,0.1513353115727003,True
31202135618,102,726,0.14049586776859505,True
11903137020,102,832,0.12259615384615384,True
12701172703,102,1019,0.10009813542688911,True
11602156338,102,978,0.10429447852760736,True
31502140522,102,707,0.14427157001414428,True
50604113210,102,602,0.16943521594684385,True
21305136830,102,814,0.12530712530712532,True
12602150316,102,735,0.13877551020408163,True
11602156328,102,668,0.15269461077844312,True
11701163420,102,985,0.10355329949238579,True
11601156028,101,592,0.17060810810810811,True
21305158903,101,938,0.10767590618336886,True
11602163303,101,858,0.11771561771561771,True
50703117013,101,787,0.12833545108005082,True
21301132903,101,721,0.14008321775312066,True
50603112727,101,999,0.1011011011011011,True
50604113637,101,719,0.1404728789986092,True
21305158208,101,1001,0.1008991008991009,True
40702115715,101,725,0.1393103448275862,True
21303135104,101,872,0.1158256880733945,True
70102102206,101,777,0.12998712998713,True
11301125803,101,590,0.1711864406779661,True
50503109962,101,618,0.1634304207119741,True
11904137806,101,955,0.10575916230366492,True
11904137825,101,946,0.10676532769556026,True
70102101103,100,871,0.1148105625717566,True
11504162531,100,894,0.11185682326621924,True
51001126231,100,613,0.1631321370309951,True
50402105413,100,764,0.13089005235602094,True
40702115713,100,784,0.12755102040816327,True
11602156336,100,762,0.13123359580052493,True
50601130831,100,892,0.11210762331838565,True
11601130414,100,774,0.12919896640826872,True
21304146307,100,668,0.1497005988023952,True
30909154019,100,680,0.14705882352941177,True
21304146211,99,976,0.1014344262295082,True
11602156208,99,923,0.10725893824485373,True
70102101906,99,937,0.1056563500533618,True
50703126118,99,968,0.10227272727272728,True
11902165922,99,868,0.11405529953917051,True
11602163033,99,685,0.14452554744525548,True
21204156330,99,891,0.1111111111111111,True
12703173132,99,881,0.11237230419977298,True
70102102107,99,982,0.10081466395112017,True
21304146333,99,858,0.11538461538461539,True
12601149625,99,516,0.19186046511627908,True
12302144301,99,729,0.13580246913580246,True
21301133839,99,979,0.10112359550561797,True
11603131912,99,641,0.1544461778471139,True
31004130001,99,746,0.13270777479892762,True
11504162518,99,884,0.11199095022624435,True
51104128520,98,821,0.11936662606577345,True
12302170419,98,934,0.10492505353319058,True
11601156135,98,615,0.15934959349593497,True
11904166813,98,941,0.10414452709883103,True
11602156207,98,792,0.12373737373737374,True
21304135950,98,577,0.16984402079722705,True
11602163322,98,899,0.10901001112347053,True
30702118213,98,916,0.10698689956331878,True
50703126122,98,607,0.1614497528830313,True
50403105751,98,550,0.1781818181818182,True
21305146860,98,951,0.10304942166140904,True
21305136236,98,607,0.1614497528830313,True
11004120409,98,718,0.13649025069637882,True
21203156115,98,929,0.1054897739504844,True
21304146339,98,762,0.12860892388451445,True
50604113250,98,591,0.1658206429780034,True
70102101913,98,623,0.15730337078651685,True
12403170803,98,755,0.12980132450331125,True
21305158319,98,855,0.11461988304093568,True
21305158521,98,947,0.10348468848996832,True
12101168222,97,686,0.141399416909621,True
11602156343,97,658,0.1474164133738602,True
12302143738,97,685,0.1416058394160584,True
31004130007,97,911,0.10647639956092206,True
11601130715,97,717,0.13528591352859135,True
11602130912,97,932,0.10407725321888411,True
50703116919,97,962,0.10083160083160084,True
11603131326,97,357,0.27170868347338933,True
20604150510,97,919,0.10554951033732318,True
11603131904,97,467,0.20770877944325483,True
51001126228,97,927,0.104638619201726,True
12302170418,96,677,0.14180206794682423,True
30103102109,96,881,0.10896708286038592,True
11602156353,96,685,0.14014598540145987,True
51002127022,96,917,0.10468920392584515,True
11504162507,96,920,0.10434782608695652,True
50701115220,96,949,0.101159114857745,True
31901149508,96,763,0.1258191349934469,True
11602163111,96,652,0.147239263803681,True
21203155607,96,708,0.13559322033898305,True
30201102228,96,715,0.13426573426573427,True
11602156323,96,835,0.11497005988023952,True
50705118610,95,933,0.10182207931404073,True
11602163011,95,798,0.11904761904761904,True
30304106709,95,795,0.11949685534591195,True
21304135947,95,741,0.1282051282051282,True
11602156331,95,650,0.14615384615384616,True
50703116941,95,927,0.10248112189859762,True
50602130912,95,870,0.10919540229885058,True
30203103511,95,853,0.11137162954279015,True
11601130342,94,626,0.1501597444089457,True
50503110217,94,872,0.10779816513761468,True
11904138140,94,859,0.10942956926658906,True
11504162301,94,512,0.18359375,True
50403106620,94,935,0.10053475935828877,True
50701116007,94,707,0.13295615275813297,True
12003167720,94,885,0.10621468926553672,True
50403105749,94,661,0.1422087745839637,True
30805153405,94,699,0.13447782546494993,True
11903137328,94,708,0.1327683615819209,True
12504148906,94,638,0.14733542319749215,True
11601130635,94,616,0.1525974025974026,True
12102157703,93,912,0.10197368421052631,True
11602162919,93,680,0.13676470588235295,True
21305158713,93,856,0.10864485981308411,True
12102157902,93,413,0.22518159806295399,True
21304135922,93,615,0.15121951219512195,True
11602163233,93,707,0.13154172560113153,True
50402105430,93,578,0.16089965397923875,True
11601130621,93,897,0.10367892976588629,True
21304146332,93,712,0.1306179775280899,True
21304146322,93,442,0.21040723981900453,True
12405147031,93,738,0.12601626016260162,True
12405158139,93,504,0.18452380952380953,True
12405158103,92,847,0.10861865407319952,True
70102101902,92,912,0.10087719298245613,True
11601130438,92,570,0.16140350877192983,True
50604113207,92,522,0.17624521072796934,True
31201134119,92,542,0.16974169741697417,True
11904138101,92,713,0.12903225806451613,True
12602150134,92,726,0.12672176308539945,True
21603159414,92,915,0.1005464480874317,True
50201102744,92,887,0.10372040586245772,True
21304135926,92,774,0.11886304909560723,True
11902166122,92,793,0.11601513240857503,True
40302105816,92,870,0.10574712643678161,True
12003167621,92,650,0.14153846153846153,True
21203130643,92,708,0.12994350282485875,True
40702115414,92,787,0.11689961880559085,True
30909154140,92,846,0.10874704491725769,True
31004130459,92,678,0.13569321533923304,True
50503110046,92,358,0.2569832402234637,True
12501158604,92,918,0.10021786492374728,True
40703116527,92,870,0.10574712643678161,True
50901123307,92,505,0.18217821782178217,True
21304146210,91,842,0.10807600950118765,True
11602130905,91,843,0.10794780545670225,True
70104104107,91,643,0.14152410575427682,True
12602150334,91,839,0.10846245530393325,True
21305136315,91,817,0.11138310893512852,True
50503110222,91,797,0.11417816813048934,True
31202135808,91,728,0.125,True
11601130419,91,874,0.10411899313501144,True
11602156350,91,697,0.13055954088952654,True
40204117210,91,748,0.12165775401069519,True
50503110212,91,844,0.10781990521327015,True
50701116317,91,819,0.1111111111111111,True
12602172428,91,659,0.13808801213960548,True
21301133801,91,564,0.16134751773049646,True
21301156932,90,870,0.10344827586206896,True
21301133324,90,880,0.10227272727272728,True
31302157214,90,685,0.13138686131386862,True
11603131748,90,653,0.13782542113323124,True
20505110208,90,562,0.1601423487544484,True
11602162824,90,753,0.11952191235059761,True
21203130453,90,857,0.10501750291715285,True
70102102205,90,713,0.12622720897615708,True
11603131758,90,561,0.16042780748663102,True
21301133920,90,483,0.18633540372670807,True
20604150506,90,649,0.1386748844375963,True
21301157007,90,852,0.1056338028169014,True
11504162534,90,679,0.1325478645066274,True
11903137306,90,754,0.11936339522546419,True
11601156020,89,711,0.12517580872011252,True
12701172714,89,525,0.16952380952380952,True
12403146217,89,702,0.1267806267806268,True
21302134219,89,885,0.10056497175141244,True
21304146328,89,694,0.1282420749279539,True
10201103235,89,724,0.12292817679558012,True
11601130341,89,706,0.12606232294617564,True
21501139218,89,670,0.1328358208955224,True
11603131925,89,873,0.10194730813287514,True
50403129922,89,878,0.10136674259681093,True
21203130348,89,275,0.3236363636363636,True
50503110136,89,771,0.11543450064850844,True
11602156342,89,865,0.10289017341040463,True
11602163323,89,717,0.12412831241283125,True
21304146105,89,662,0.13444108761329304,True
11902166002,89,729,0.12208504801097393,True
11603131539,89,824,0.10800970873786407,True
11603131415,89,819,0.10866910866910867,True
11602163314,88,715,0.12307692307692308,True
40204104009,88,520,0.16923076923076924,True
11504162322,88,632,0.13924050632911392,True
31004129931,88,516,0.17054263565891473,True
12001167322,88,673,0.13075780089153047,True
12504149310,88,753,0.11686586985391766,True
11602130916,88,581,0.1514629948364888,True
21203155606,88,722,0.12188365650969529,True
12403170819,88,608,0.14473684210526316,True
11601130320,88,812,0.10837438423645321,True
12302144348,88,873,0.10080183276059565,True
11601130329,88,811,0.10850801479654747,True
11601130415,88,559,0.15742397137745975,True
21304146103,88,467,0.18843683083511778,True
30305107338,87,865,0.10057803468208093,True
11601130305,87,815,0.1067484662576687,True
21203155713,87,694,0.12536023054755044,True
80107107504,87,825,0.10545454545454545,True
21301132918,87,650,0.13384615384615384,True
31402157943,87,644,0.13509316770186336,True
21305158114,87,834,0.10431654676258993,True
30702118393,87,648,0.13425925925925927,True
21005144547,87,843,0.10320284697508897,True
70104104213,87,764,0.11387434554973822,True
21305158832,87,860,0.10116279069767442,True
21304146102,87,745,0.11677852348993288,True
11701132117,87,831,0.10469314079422383,True
11602156337,86,752,0.11436170212765957,True
11504162510,86,758,0.11345646437994723,True
11004120302,86,750,0.11466666666666667,True
12003139636,86,803,0.10709838107098381,True
21301156920,86,748,0.11497326203208556,True
21005154415,86,851,0.10105757931844889,True
21304146329,86,833,0.10324129651860744,True
50601111057,86,852,0.10093896713615023,True
21305158502,85,786,0.10814249363867684,True
12602150350,85,830,0.10240963855421686,True
12405146919,85,833,0.10204081632653061,True
11602162805,85,737,0.11533242876526459,True
12504171926,85,727,0.11691884456671252,True
12501158649,85,570,0.14912280701754385,True
50701114848,85,561,0.15151515151515152,True
50701115907,85,839,0.10131108462455304,True
11601162619,85,635,0.13385826771653545,True
21304135920,85,198,0.4292929292929293,True
11504162519,84,727,0.1155433287482806,True
50901123115,84,832,0.10096153846153846,True
30204104525,84,508,0.16535433070866143,True
11603131939,84,815,0.10306748466257669,True
12501158711,84,719,0.1168289290681502,True
50602130911,84,772,0.10880829015544041,True
11602156324,84,731,0.11491108071135431,True
11601156123,84,723,0.11618257261410789,True
12102157716,84,479,0.17536534446764093,True
50604113611,84,823,0.10206561360874848,True
11603131727,84,547,0.15356489945155394,True
31202135813,84,658,0.1276595744680851,True
21203155810,84,567,0.14814814814814814,True
21301132907,84,720,0.11666666666666667,True
11601130632,83,750,0.11066666666666666,True
12102157921,83,761,0.10906701708278581,True
30702117922,83,809,0.10259579728059333,True
21304146203,83,798,0.10401002506265664,True
12405147009,83,810,0.10246913580246914,True
21305146866,83,677,0.12259970457902511,True
21304157516,83,788,0.10532994923857868,True
11603131905,83,718,0.11559888579387187,True
11601130440,83,799,0.10387984981226533,True
12403170816,83,769,0.10793237971391417,True
12602172405,83,634,0.1309148264984227,True
12503171601,83,822,0.10097323600973236,True
30204104542,83,705,0.11773049645390071,True
11602130904,83,805,0.1031055900621118,True
11603131534,82,549,0.1493624772313297,True
12405147001,82,719,0.11404728789986092,True
21304146331,82,539,0.15213358070500926,True
11603131508,82,623,0.13162118780096307,True
21304146334,82,559,0.14669051878354203,True
11602156344,82,554,0.148014440433213,True
21203130352,82,592,0.13851351351351351,True
11602163313,82,682,0.12023460410557185,True
30602115103,82,770,0.10649350649350649,True
21301156901,82,541,0.15157116451016636,True
11602156341,82,565,0.14513274336283186,True
11904137913,81,809,0.10012360939431397,True
70102101905,81,706,0.11473087818696884,True
12302170328,81,728,0.11126373626373626,True
21304157204,81,678,0.11946902654867257,True
50604113202,81,805,0.10062111801242236,True
21204130922,81,653,0.12404287901990811,True
12602150302,81,615,0.13170731707317074,True
70104103602,81,638,0.12695924764890282,True
51002126803,81,488,0.16598360655737704,True
20904143752,81,700,0.11571428571428571,True
11603131940,81,721,0.11234396671289876,True
40204104314,81,677,0.11964549483013294,True
12701159314,80,538,0.14869888475836432,True
50402105431,80,462,0.17316017316017315,True
11903137012,80,747,0.107095046854083,True
12503171411,80,479,0.16701461377870563,True
30204104612,80,578,0.1384083044982699,True
70201104601,80,717,0.11157601115760112,True
12503148130,80,737,0.10854816824966079,True
59797979993,79,271,0.2915129151291513,True
30103102139,79,546,0.1446886446886447,True
31902150813,79,647,0.12210200927357033,True
70102101004,79,764,0.10340314136125654,True
21005154525,79,578,0.13667820069204153,True
30903123531,79,752,0.10505319148936171,True
31102131019,79,738,0.1070460704607046,True
51103127909,79,578,0.13667820069204153,True
21301133408,79,781,0.10115236875800256,True
12302170620,79,771,0.10246433203631647,True
20403107108,79,733,0.1077762619372442,True
50703116905,79,524,0.15076335877862596,True
70205106706,78,641,0.12168486739469579,True
21203130349,78,755,0.10331125827814569,True
30306107920,78,698,0.11174785100286533,True
50403129811,78,473,0.1649048625792812,True
11601130607,78,549,0.14207650273224043,True
11601130442,78,740,0.10540540540540541,True
31202135615,78,628,0.12420382165605096,True
50601111716,78,694,0.11239193083573487,True
11701132333,78,738,0.10569105691056911,True
11602156349,77,487,0.15811088295687886,True
70102101914,77,658,0.11702127659574468,True
11802156504,77,672,0.11458333333333333,True
21301133323,77,735,0.10476190476190476,True
12101139926,77,726,0.10606060606060606,True
50604113753,77,623,0.12359550561797752,True
50701116018,77,740,0.10405405405405406,True
31202135616,77,679,0.1134020618556701,True
12504148939,77,496,0.15524193548387097,True
12501158707,77,560,0.1375,True
80109110907,76,672,0.1130952380952381,True
11504162317,76,675,0.11259259259259259,True
31701145844,76,590,0.1288135593220339,True
12504149118,76,727,0.10453920220082531,True
21304157835,76,540,0.14074074074074075,True
21301156944,76,433,0.17551963048498845,True
50604113714,76,643,0.1181959564541213,True
40203117623,76,740,0.10270270270270271,True
39797979993,76,356,0.21348314606741572,True
11603131761,76,523,0.14531548757170173,True
30305107414,76,501,0.15169660678642716,True
11602163237,76,518,0.14671814671814673,True
12404146724,75,723,0.1037344398340249,True
50603112743,75,692,0.10838150289017341,True
11602130909,75,670,0.11194029850746269,True
21305158212,75,505,0.1485148514851485,True
12701172707,75,574,0.13066202090592335,True
11601156103,75,682,0.10997067448680352,True
30301104813,75,338,0.22189349112426035,True
31001127202,75,745,0.10067114093959731,True
31004130315,75,709,0.10578279266572638,True
21301133912,75,728,0.10302197802197802,True
12405146917,75,363,0.2066115702479339,True
70104104211,74,370,0.2,True
12302143701,74,675,0.10962962962962963,True
50501107130,74,622,0.1189710610932476,True
12504148924,74,634,0.1167192429022082,True
11603131531,74,556,0.13309352517985612,True
21304146344,74,406,0.18226600985221675,True
21304157207,74,657,0.1126331811263318,True
21301133106,74,680,0.10882352941176471,True
21205156824,74,639,0.11580594679186229,True
31202134911,74,604,0.12251655629139073,True
11602163311,73,612,0.119281045751634,True
40601113628,73,706,0.10339943342776203,True
11601130302,73,655,0.11145038167938931,True
12302170527,73,574,0.12717770034843207,True
20703116511,73,701,0.10413694721825963,True
21305136224,73,647,0.11282843894899536,True
21304135942,73,596,0.12248322147651007,True
70104103813,73,682,0.10703812316715543,True
21301133537,73,601,0.12146422628951747,True
12203169521,73,599,0.12186978297161936,True
11603131315,73,502,0.1454183266932271,True
12703173117,73,691,0.10564399421128799,True
50604113754,72,615,0.11707317073170732,True
11602163221,72,684,0.10526315789473684,True
40402110203,72,651,0.11059907834101383,True
50403129810,72,595,0.12100840336134454,True
80101101918,72,558,0.12903225806451613,True
30204104536,72,636,0.11320754716981132,True
12701159505,72,711,0.10126582278481013,True
50902124102,72,318,0.22641509433962265,True
12102157731,72,698,0.10315186246418338,True
12102140370,72,595,0.12100840336134454,True
21304135927,72,703,0.10241820768136557,True
21304157813,72,614,0.11726384364820847,True
21304135929,71,598,0.11872909698996656,True
30204104519,71,303,0.23432343234323433,True
12701172706,71,622,0.11414790996784566,True
40303107013,71,636,0.11163522012578617,True
21305157915,71,671,0.10581222056631892,True
12501158613,71,545,0.13027522935779817,True
12501158625,71,550,0.1290909090909091,True
21304157406,70,689,0.10159651669085631,True
30202102831,70,509,0.137524557956778,True
11603131509,70,555,0.12612612612612611,True
12703173306,70,614,0.11400651465798045,True
31701145933,70,616,0.11363636363636363,True
50602130913,70,696,0.10057471264367816,True
11904137937,70,619,0.11308562197092084,True
12405147018,70,655,0.10687022900763359,True
21301133329,70,666,0.10510510510510511,True
21305158708,70,624,0.11217948717948718,True
70205106703,70,697,0.10043041606886657,True
12504148929,69,685,0.10072992700729927,True
21203155909,69,613,0.11256117455138662,True
21305146858,69,434,0.15898617511520738,True
21203155631,69,564,0.12234042553191489,True
50403106201,69,534,0.12921348314606743,True
70102102213,69,514,0.13424124513618677,True
12302170606,69,680,0.10147058823529412,True
11603131416,69,627,0.11004784688995216,True
11601130649,69,625,0.1104,True
11701163413,69,471,0.1464968152866242,True
12302144308,69,535,0.12897196261682242,True
31304137303,68,594,0.11447811447811448,True
51003127232,68,671,0.10134128166915052,True
11602156356,68,673,0.10104011887072809,True
11504162406,68,455,0.14945054945054945,True
21301133113,68,624,0.10897435897435898,True
