SA1_CODE_2021,Philippines_population,total_population,concentration_ratio,is_cluster
80109110917,221,1783,0.12394840157038699,True
50703116948,221,759,0.29117259552042163,True
21203155704,221,1821,0.1213618890719385,True
50604113257,220,964,0.22821576763485477,True
11603131746,220,1189,0.18502943650126155,True
11603131702,219,1098,0.1994535519125683,True
21304136017,218,1630,0.13374233128834356,True
40401109718,218,1982,0.1099899091826438,True
11603131517,217,937,0.23159018143009605,True
11601130447,217,1308,0.1659021406727829,True
11603131760,217,659,0.3292867981790592,True
11603131521,217,764,0.28403141361256545,True
11603131747,216,819,0.26373626373626374,True
11601130426,216,1467,0.147239263803681,True
11603131754,216,1880,0.1148936170212766,True
50603112744,215,1181,0.18204911092294665,True
11603131719,215,1161,0.18518518518518517,True
12504149340,215,1294,0.1661514683153014,True
50403105754,215,1195,0.1799163179916318,True
12302170424,214,1471,0.14547926580557444,True
11603131947,214,683,0.31332357247437775,True
51002127013,212,1553,0.1365099806825499,True
50703126117,212,1114,0.19030520646319568,True
12602150324,211,1494,0.14123159303882196,True
31303137002,211,767,0.27509778357235987,True
11601130631,210,893,0.23516237402015677,True
50604113409,210,1063,0.1975540921919097,True
21301133503,210,1265,0.16600790513833993,True
20302148513,210,1111,0.18901890189018902,True
11601156119,209,1478,0.14140730717185385,True
11601130642,209,817,0.2558139534883721,True
11601156001,208,1101,0.18891916439600362,True
21301157014,207,1259,0.16441620333598095,True
21301157005,206,1150,0.1791304347826087,True
11603131403,206,730,0.2821917808219178,True
70104104209,206,954,0.21593291404612158,True
12405147007,205,1294,0.15842349304482226,True
21301133105,205,814,0.25184275184275184,True
50701125919,205,790,0.25949367088607594,True
11602162928,205,825,0.24848484848484848,True
21301132812,204,645,0.31627906976744186,True
21301133921,204,1245,0.163855421686747,True
12503171505,204,1212,0.16831683168316833,True
12203169517,203,1084,0.18726937269372693,True
31303137003,203,667,0.30434782608695654,True
11601130612,202,813,0.24846248462484624,True
11602162920,202,1103,0.18313689936536717,True
50902123708,202,1308,0.154434250764526,True
21304157213,202,1112,0.18165467625899281,True
70102102301,201,1273,0.15789473684210525,True
51103127928,201,1224,0.1642156862745098,True
40204104338,201,1716,0.11713286713286714,True
11602163312,201,1407,0.14285714285714285,True
30909154131,200,962,0.2079002079002079,True
21304157410,199,1554,0.12805662805662807,True
21005144518,199,1480,0.13445945945945945,True
11601130418,199,1727,0.11522872032426172,True
50403105747,199,763,0.2608125819134993,True
12403170815,198,1238,0.15993537964458804,True
11602163120,198,720,0.275,True
11603131516,196,1031,0.1901066925315228,True
12701172805,196,1611,0.12166356300434512,True
11603131524,196,1058,0.18525519848771266,True
12302143739,195,1223,0.15944399018806213,True
21304146110,195,900,0.21666666666666667,True
70102102402,195,1048,0.18606870229007633,True
11603131401,195,956,0.20397489539748953,True
11601156108,194,909,0.21342134213421343,True
50603112749,194,1230,0.15772357723577235,True
11603131906,194,857,0.22637106184364061,True
11601130608,194,1212,0.16006600660066006,True
11603131930,193,611,0.3158756137479542,True
11602163315,193,1153,0.1673894189071986,True
21304135843,193,1217,0.15858668857847166,True
12403146256,193,1349,0.1430689399555226,True
11504162303,192,955,0.20104712041884817,True
70102101907,192,989,0.19413549039433772,True
40401109721,191,1610,0.1186335403726708,True
12302170511,191,1204,0.15863787375415284,True
50602130910,191,916,0.20851528384279475,True
12403170812,189,1372,0.1377551020408163,True
50403129919,188,1199,0.15679733110925773,True
12302143733,187,788,0.23730964467005075,True
11603131417,187,916,0.20414847161572053,True
21204146021,187,1653,0.11312764670296431,True
31202134607,187,859,0.21769499417927823,True
21301157008,186,1669,0.11144397843019772,True
70102102114,186,1213,0.15333882934872217,True
50701115221,186,1122,0.1657754010695187,True
21304157209,186,1472,0.12635869565217392,True
50403129907,185,708,0.2612994350282486,True
21101125120,185,1845,0.1002710027100271,True
30204104541,185,1462,0.1265389876880985,True
11603131528,185,742,0.24932614555256064,True
11603131518,184,982,0.18737270875763748,True
50403129908,184,1050,0.17523809523809525,True
12405158101,183,1219,0.1501230516817063,True
11602156310,183,1281,0.14285714285714285,True
50703116939,183,1089,0.16804407713498623,True
11603131644,183,1421,0.12878254750175933,True
11601130437,183,802,0.2281795511221945,True
40703116538,182,1561,0.11659192825112108,True
11603131538,182,609,0.2988505747126437,True
11603131541,182,663,0.27450980392156865,True
70104103819,181,719,0.2517385257301808,True
12602150313,180,1587,0.11342155009451796,True
21304157414,180,874,0.20594965675057209,True
50703116938,180,1160,0.15517241379310345,True
30702118382,180,1329,0.13544018058690746,True
11903137303,180,1099,0.1637852593266606,True
70104103606,180,1180,0.15254237288135594,True
11602162909,180,1113,0.16172506738544473,True
11602162929,179,849,0.21083627797408716,True
11603131927,179,868,0.20622119815668202,True
11603131744,179,861,0.20789779326364694,True
70101100504,179,951,0.1882229232386961,True
11601156007,179,1036,0.17277992277992277,True
11603131909,179,934,0.19164882226980728,True
40703116531,178,1516,0.11741424802110818,True
21203155709,178,1111,0.16021602160216022,True
21203155825,178,1453,0.12250516173434274,True
50703116933,178,857,0.20770128354725786,True
50703116942,178,913,0.1949616648411829,True
12302143732,178,882,0.2018140589569161,True
11602163004,177,831,0.21299638989169675,True
20302104335,177,939,0.18849840255591055,True
12302143747,177,1251,0.14148681055155876,True
50603112740,177,1421,0.12456016889514426,True
70102102704,176,1156,0.1522491349480969,True
30201102224,176,1046,0.1682600382409178,True
30701117617,176,1222,0.14402618657937807,True
20904122526,176,1517,0.11601845748187212,True
11601156126,175,724,0.24171270718232044,True
11601130333,175,1540,0.11363636363636363,True
50403106606,175,885,0.1977401129943503,True
11603131422,175,730,0.23972602739726026,True
21301132902,174,1048,0.16603053435114504,True
30304106710,173,806,0.21464019851116625,True
21304157413,173,733,0.23601637107776263,True
31305138043,173,886,0.19525959367945825,True
11603131405,173,1034,0.16731141199226304,True
50602130903,173,838,0.2064439140811456,True
12503148137,173,920,0.18804347826086956,True
21301157001,173,952,0.18172268907563024,True
50703126121,172,1015,0.16945812807881774,True
21301157002,172,887,0.1939120631341601,True
11602156329,172,751,0.22902796271637815,True
11602163316,172,822,0.20924574209245742,True
21305158105,172,1458,0.11796982167352538,True
11601130445,171,1004,0.17031872509960158,True
30204104137,171,1422,0.12025316455696203,True
21203155632,171,1246,0.13723916532905298,True
21304146201,171,970,0.17628865979381445,True
11602162905,170,853,0.19929660023446658,True
11602162915,170,696,0.2442528735632184,True
11601156024,170,844,0.2014218009478673,True
11603131718,170,919,0.18498367791077258,True
11603131957,170,545,0.3119266055045872,True
11902136204,170,1477,0.11509817197020988,True
50602131005,170,1284,0.13239875389408098,True
51103127932,169,805,0.20993788819875778,True
21304135919,169,765,0.22091503267973855,True
50703116932,169,984,0.1717479674796748,True
12403170814,169,1152,0.1467013888888889,True
12405158109,168,1325,0.12679245283018867,True
11603131932,168,1073,0.1565703634669152,True
21004153908,168,1468,0.11444141689373297,True
50604113632,168,794,0.21158690176322417,True
11603131958,168,891,0.18855218855218855,True
11601130734,167,947,0.17634635691657866,True
11603131712,167,807,0.20693928128872366,True
21305158615,167,1578,0.10583016476552598,True
50601130807,167,687,0.2430858806404658,True
11602163107,167,642,0.2601246105919003,True
50601111059,167,1404,0.11894586894586895,True
11802157019,166,1170,0.14188034188034188,True
40204104823,166,1134,0.14638447971781304,True
11601130416,166,1046,0.1586998087954111,True
11602130919,166,1264,0.13132911392405064,True
70104104203,166,1636,0.10146699266503667,True
11601130443,165,972,0.1697530864197531,True
12302170519,165,1464,0.11270491803278689,True
11602156306,165,891,0.18518518518518517,True
40401109723,164,1582,0.10366624525916561,True
11603131414,164,615,0.26666666666666666,True
11504162505,164,1124,0.14590747330960854,True
21203155740,163,1402,0.11626248216833096,True
21205156820,163,1311,0.12433257055682685,True
21301156930,163,1078,0.15120593692022263,True
11603131532,163,803,0.20298879202988793,True
11603131923,163,1030,0.15825242718446603,True
12302143755,163,864,0.1886574074074074,True
11602162904,162,1249,0.1297037630104083,True
11603131752,162,739,0.21921515561569688,True
11603131526,162,505,0.3207920792079208,True
21201154628,162,809,0.20024721878862795,True
21301132917,162,1335,0.12134831460674157,True
11504162312,162,1205,0.13443983402489626,True
21301133430,162,1112,0.14568345323741008,True
50503110036,162,976,0.16598360655737704,True
11603131934,161,759,0.21212121212121213,True
11603131949,161,598,0.2692307692307692,True
12703173113,161,957,0.16823406478578892,True
11904167020,160,1026,0.15594541910331383,True
11904137719,160,1500,0.10666666666666667,True
11603131546,160,939,0.1703940362087327,True
11902166004,160,934,0.17130620985010706,True
21301156919,160,1185,0.1350210970464135,True
31402138948,160,892,0.17937219730941703,True
21304146111,160,797,0.20075282308657466,True
11603131407,159,906,0.17549668874172186,True
11602163305,159,735,0.2163265306122449,True
21304157206,159,1117,0.1423455684870188,True
20203103319,158,501,0.3153692614770459,True
12102140371,158,1119,0.14119749776586238,True
12302144107,158,1275,0.12392156862745098,True
11601130439,158,1130,0.13982300884955753,True
50701116141,158,1151,0.1372719374456994,True
12102157715,158,1086,0.14548802946593,True
11602163109,158,1453,0.10874053682037164,True
50102101408,158,463,0.3412526997840173,True
11603131409,158,613,0.25774877650897227,True
11603131918,157,943,0.1664899257688229,True
11601130422,157,663,0.2368024132730015,True
11601130412,157,774,0.20284237726098192,True
11603131513,156,825,0.1890909090909091,True
50703116913,156,933,0.16720257234726688,True
31001127201,156,959,0.16266944734098018,True
50703116930,156,1063,0.14675446848541862,True
50201102317,156,853,0.182883939038687,True
30805153411,156,1166,0.13379073756432247,True
50201102735,156,1418,0.11001410437235543,True
12003167612,156,926,0.16846652267818574,True
11603131955,155,687,0.22561863173216884,True
11602162804,155,1074,0.14432029795158285,True
11603131406,155,949,0.16332982086406744,True
21203156205,154,1283,0.12003117692907249,True
40402110201,154,1176,0.13095238095238096,True
70201104914,154,868,0.1774193548387097,True
50403129923,154,865,0.17803468208092485,True
11601156110,154,946,0.16279069767441862,True
40402110108,154,1261,0.12212529738302934,True
11603131503,154,577,0.2668977469670711,True
11601130448,154,619,0.24878836833602586,True
70102102508,154,1218,0.12643678160919541,True
21304146107,154,1037,0.1485053037608486,True
11602163104,154,1305,0.11800766283524904,True
70102102007,153,1256,0.12181528662420382,True
70104103603,153,967,0.15822130299896586,True
80109110908,153,694,0.22046109510086456,True
70102101307,153,814,0.18796068796068796,True
50701116017,152,1052,0.1444866920152091,True
31202135811,152,1071,0.1419234360410831,True
11601130718,152,938,0.16204690831556504,True
21304146304,152,831,0.1829121540312876,True
21304157113,152,1140,0.13333333333333333,True
80109110915,152,1219,0.12469237079573421,True
12405158019,152,1028,0.14785992217898833,True
50603112739,152,1339,0.1135175504107543,True
11603131545,152,698,0.2177650429799427,True
12501158633,151,1280,0.11796875,True
31802147111,151,1164,0.12972508591065293,True
21301157004,151,1126,0.1341030195381883,True
11603131902,151,694,0.21757925072046108,True
11603131751,151,722,0.20914127423822715,True
50403105753,150,1285,0.11673151750972763,True
31202134605,150,819,0.18315018315018314,True
21301157011,150,1473,0.10183299389002037,True
11601130646,150,750,0.2,True
11602162911,150,1249,0.1200960768614892,True
51103127907,149,677,0.22008862629246675,True
11601130622,149,877,0.16989737742303307,True
50705131218,149,1195,0.12468619246861924,True
11602163324,149,1489,0.10006715916722633,True
21301157015,149,999,0.14914914914914915,True
12302144108,149,1124,0.13256227758007116,True
70102102004,149,837,0.17801672640382318,True
31802147214,149,1070,0.13925233644859814,True
50703116904,149,882,0.1689342403628118,True
11603131325,148,1010,0.14653465346534653,True
21305158822,147,1444,0.1018005540166205,True
50701125918,147,534,0.2752808988764045,True
31202134603,147,680,0.2161764705882353,True
11603131953,147,621,0.23671497584541062,True
21304135933,147,1078,0.13636363636363635,True
11602163009,147,1030,0.14271844660194175,True
11602156351,147,597,0.24623115577889448,True
12302144343,147,714,0.20588235294117646,True
12302170528,147,1189,0.12363330529857022,True
30306107909,146,1182,0.12351945854483926,True
50604113609,146,869,0.16800920598388952,True
21301133122,146,741,0.1970310391363023,True
11601130432,146,1096,0.1332116788321168,True
21305158306,146,1195,0.12217573221757322,True
50703116947,146,467,0.31263383297644537,True
11601130433,145,775,0.1870967741935484,True
11601130338,145,951,0.15247108307045215,True
11303126939,145,790,0.18354430379746836,True
31302157226,145,1339,0.10828976848394324,True
12703173317,145,620,0.23387096774193547,True
50901123312,145,1289,0.11249030256012413,True
21203130055,145,1142,0.12697022767075306,True
30701117616,145,1236,0.11731391585760517,True
50503130318,145,1373,0.1056081573197378,True
21301133536,145,1184,0.12246621621621621,True
21301133514,145,933,0.15541264737406216,True
12302170608,145,1134,0.12786596119929453,True
11601156106,145,1272,0.1139937106918239,True
30306107918,145,1202,0.12063227953410982,True
11601156107,145,1040,0.13942307692307693,True
21305158349,144,1142,0.12609457092819615,True
11602162829,144,1435,0.10034843205574913,True
12302144311,144,868,0.16589861751152074,True
12503171508,144,1145,0.125764192139738,True
11602163204,143,1223,0.1169255928045789,True
70102101003,143,1184,0.12077702702702703,True
50604113240,143,1116,0.12813620071684587,True
21304146104,143,1249,0.11449159327461969,True
21305158818,143,1201,0.11906744379683597,True
12501158509,142,885,0.16045197740112993,True
11601156125,142,1285,0.11050583657587548,True
21301133117,142,1293,0.10982211910286156,True
12403146261,142,936,0.1517094017094017,True
70104104406,142,1198,0.11853088480801335,True
12405158105,142,1226,0.11582381729200653,True
50604113639,142,893,0.1590145576707727,True
21301133842,142,1038,0.13680154142581888,True
11603131510,142,625,0.2272,True
12701150527,142,1303,0.10897927858787414,True
11603131412,142,801,0.1772784019975031,True
12405158136,141,811,0.17385943279901356,True
12703173108,141,1263,0.11163895486935867,True
21304135914,141,747,0.18875502008032127,True
11603131749,141,580,0.24310344827586206,True
50403105637,141,1140,0.12368421052631579,True
11601162718,141,1286,0.10964230171073094,True
50602111823,141,1124,0.12544483985765126,True
50102101517,141,1098,0.1284153005464481,True
11601130636,140,414,0.33816425120772947,True
11701163517,140,1074,0.1303538175046555,True
11603131728,140,920,0.15217391304347827,True
11603131720,140,1159,0.12079378774805867,True
11601162604,140,1392,0.10057471264367816,True
12602172430,140,1157,0.12100259291270528,True
11603131519,140,751,0.18641810918774968,True
31202135802,140,893,0.15677491601343785,True
50403129912,139,1098,0.12659380692167577,True
12602150314,139,1196,0.11622073578595318,True
11602156347,139,1258,0.11049284578696343,True
11602156308,139,689,0.20174165457184326,True
50601111052,139,675,0.20592592592592593,True
11601156112,139,956,0.14539748953974896,True
11904137829,139,1127,0.1233362910381544,True
21304146321,139,1210,0.11487603305785124,True
21305158827,139,787,0.17662007623888182,True
50903124911,139,1305,0.10651340996168582,True
50703117413,139,964,0.1441908713692946,True
12703152421,139,1058,0.13137996219281664,True
11303126727,139,1067,0.1302717900656045,True
50901123321,138,1239,0.11138014527845036,True
11601130650,138,964,0.14315352697095435,True
70104103907,138,1052,0.1311787072243346,True
11601130318,138,860,0.16046511627906976,True
70102101305,138,1110,0.12432432432432433,True
21301133505,138,768,0.1796875,True
21203156204,138,1246,0.11075441412520064,True
11603131903,138,974,0.14168377823408623,True
31202135816,138,883,0.15628539071347677,True
31402138950,138,999,0.13813813813813813,True
30305107358,138,1257,0.10978520286396182,True
31103131134,138,928,0.14870689655172414,True
50403129904,138,1266,0.10900473933649289,True
50403106514,138,594,0.23232323232323232,True
50403105628,138,1018,0.13555992141453832,True
50603112715,138,1283,0.10756040530007795,True
12302143737,138,680,0.20294117647058824,True
50602130908,137,1032,0.13275193798449614,True
50701125907,137,1203,0.11388196176226101,True
11504162318,137,794,0.172544080604534,True
70102101908,137,933,0.14683815648445875,True
11602156346,137,802,0.1708229426433915,True
12602172435,137,1216,0.11266447368421052,True
11904137822,137,1299,0.10546574287913779,True
21304146208,137,821,0.1668696711327649,True
30202102830,136,1124,0.12099644128113879,True
21304146312,136,1227,0.11083944580277098,True
51003127233,136,848,0.16037735849056603,True
12405146920,136,822,0.1654501216545012,True
50503110032,136,1110,0.12252252252252252,True
21305136309,136,930,0.14623655913978495,True
11904137919,136,1222,0.11129296235679215,True
70102102008,135,926,0.14578833693304535,True
70101100803,135,1014,0.13313609467455623,True
50901123311,135,1104,0.12228260869565218,True
21301133527,135,1158,0.11658031088082901,True
12503148152,135,1126,0.11989342806394317,True
50705131206,135,1070,0.1261682242990654,True
12405158126,134,934,0.14346895074946467,True
11603131305,134,990,0.13535353535353536,True
21303134711,134,1244,0.10771704180064309,True
50603112745,134,968,0.1384297520661157,True
11602156204,134,1076,0.12453531598513011,True
11603131349,133,950,0.14,True
21305158709,133,897,0.14827201783723523,True
11602163325,133,1122,0.11853832442067737,True
40102100763,133,678,0.19616519174041297,True
11602163116,133,1127,0.11801242236024845,True
11601130634,133,639,0.2081377151799687,True
20904152901,132,1180,0.11186440677966102,True
50703117001,132,1126,0.1172291296625222,True
12403170817,132,859,0.15366705471478465,True
50701116146,132,887,0.1488162344983089,True
70102102305,132,1107,0.11924119241192412,True
31802147203,132,880,0.15,True
12302170422,132,1100,0.12,True
11602163110,132,766,0.17232375979112272,True
30201102222,132,801,0.1647940074906367,True
21301156905,132,695,0.18992805755395684,True
50605113844,131,1035,0.12657004830917876,True
11601130402,131,693,0.18903318903318903,True
11501162206,131,547,0.23948811700182815,True
11504162308,131,676,0.1937869822485207,True
21304157411,131,1137,0.11521547933157432,True
11602162914,131,891,0.14702581369248036,True
50601130808,131,953,0.13746065057712487,True
12302144339,131,1015,0.129064039408867,True
50603112719,131,824,0.15898058252427186,True
11603131502,131,689,0.19013062409288825,True
11603131540,131,756,0.17328042328042328,True
21304135917,131,1087,0.12051517939282429,True
21304135924,130,940,0.13829787234042554,True
11603131736,130,689,0.18867924528301888,True
30204104138,130,1062,0.1224105461393597,True
30803121503,130,1217,0.10682004930156122,True
21301133426,130,1243,0.10458567980691874,True
11903166715,130,1030,0.1262135922330097,True
12403146227,130,721,0.18030513176144244,True
50902124113,130,571,0.2276707530647986,True
11902166020,129,734,0.17574931880108993,True
12602172525,129,1167,0.11053984575835475,True
21304157205,129,1169,0.11035072711719418,True
31202134602,128,701,0.1825962910128388,True
21305158712,128,1095,0.11689497716894977,True
40204104018,128,1222,0.10474631751227496,True
12302170525,128,847,0.1511216056670602,True
50701116148,128,717,0.17852161785216178,True
21304157403,128,1102,0.1161524500907441,True
11602163309,127,961,0.13215400624349635,True
12302170512,127,864,0.14699074074074073,True
11603131533,127,1059,0.11992445703493862,True
40703116516,127,980,0.12959183673469388,True
70101100607,127,1254,0.10127591706539076,True
50604113602,127,799,0.15894868585732166,True
70102101105,127,1082,0.11737523105360444,True
21301133121,127,844,0.1504739336492891,True
21304146337,127,754,0.16843501326259946,True
21301132908,127,1251,0.10151878497202238,True
50603112741,127,1229,0.10333604556550041,True
30803121301,126,972,0.12962962962962962,True
21304146318,126,844,0.14928909952606634,True
31102130820,126,965,0.1305699481865285,True
12602150004,126,588,0.21428571428571427,True
21301133304,126,700,0.18,True
11603131908,126,799,0.15769712140175218,True
12302144138,126,1115,0.11300448430493273,True
80110113604,126,1116,0.11290322580645161,True
50901123319,126,847,0.1487603305785124,True
50703116943,125,982,0.12729124236252545,True
12405158015,125,1124,0.11120996441281139,True
12503148151,125,500,0.25,True
50601111706,125,1242,0.10064412238325282,True
12302143826,125,751,0.16644474034620507,True
21304157210,125,1077,0.11606313834726091,True
12102157723,125,1031,0.12124151309408342,True
