SA1_CODE_2021,Nepal_population,total_population,concentration_ratio,is_cluster
12003139630,258,601,0.4292845257903494,True
60103101702,258,1293,0.19953596287703015,True
12701172823,256,1112,0.2302158273381295,True
12003167602,256,864,0.2962962962962963,True
12302170316,255,957,0.2664576802507837,True
12102157910,254,1557,0.16313423249839434,True
12003167707,254,1223,0.20768601798855274,True
12503171445,254,1924,0.13201663201663202,True
12504171721,253,648,0.3904320987654321,True
11904137921,253,1003,0.2522432701894317,True
12501158652,253,1598,0.1583229036295369,True
12003168014,253,520,0.48653846153846153,True
12003167819,252,1017,0.24778761061946902,True
11904137935,252,906,0.2781456953642384,True
70101100213,251,943,0.26617179215270415,True
21003153510,249,1375,0.18109090909090908,True
12503148137,249,920,0.27065217391304347,True
70104103702,248,1430,0.17342657342657342,True
11904137803,246,730,0.336986301369863,True
12003167616,245,450,0.5444444444444444,True
12003139635,244,804,0.3034825870646766,True
11904137919,244,1222,0.19967266775777415,True
11902166002,244,729,0.3347050754458162,True
12503148155,243,1117,0.21754700089525514,True
11904138103,242,643,0.37636080870917576,True
12203169517,240,1084,0.22140221402214022,True
70101100502,240,1144,0.2097902097902098,True
30910156204,239,2141,0.11163007940214853,True
12003167712,238,1209,0.1968569065343259,True
12504171817,238,613,0.38825448613376834,True
10503110108,236,826,0.2857142857142857,True
21003153712,236,1256,0.18789808917197454,True
12504171818,236,1416,0.16666666666666666,True
12003139602,234,1329,0.17607223476297967,True
60103101906,234,969,0.24148606811145512,True
12501158312,234,958,0.24425887265135698,True
11904138139,234,547,0.42778793418647165,True
70101100808,233,1064,0.21898496240601503,True
12503171433,233,1236,0.18851132686084143,True
12003139632,233,2252,0.10346358792184725,True
11902166016,233,648,0.3595679012345679,True
21005124207,228,1051,0.21693625118934348,True
12003167803,227,969,0.23426212590299278,True
12003167816,227,773,0.2936610608020699,True
11904137912,227,1647,0.13782635094110504,True
12003139633,226,852,0.2652582159624413,True
11902166003,226,1025,0.22048780487804878,True
11902165911,226,573,0.3944153577661431,True
60201104010,226,1020,0.22156862745098038,True
11902165927,226,568,0.397887323943662,True
12302144114,226,1476,0.15311653116531165,True
12501158223,225,972,0.23148148148148148,True
21104127125,224,467,0.4796573875802998,True
11903166613,224,1033,0.21684414327202323,True
11902166001,224,833,0.2689075630252101,True
80109109902,223,1278,0.17449139280125195,True
40302105815,223,1356,0.16445427728613568,True
12503148442,223,1320,0.16893939393939394,True
60103101720,222,1540,0.14415584415584415,True
21005154205,221,1384,0.1596820809248555,True
11904138125,221,533,0.4146341463414634,True
11902166018,220,782,0.2813299232736573,True
12501158617,220,523,0.42065009560229444,True
80110113514,219,1133,0.19329214474845544,True
12504171809,219,655,0.33435114503816793,True
40202103023,219,1405,0.15587188612099645,True
11904137905,219,699,0.3133047210300429,True
12302170535,218,946,0.23044397463002114,True
12302170320,217,1024,0.2119140625,True
12504171811,216,543,0.39779005524861877,True
11904138148,216,515,0.41941747572815535,True
12302144313,216,1120,0.19285714285714287,True
12602150324,216,1494,0.14457831325301204,True
12302144326,215,1054,0.20398481973434535,True
12302144321,215,1301,0.1652574942352037,True
12003167627,215,1045,0.20574162679425836,True
80101100217,214,724,0.2955801104972376,True
21003123705,214,1004,0.21314741035856574,True
12302170618,212,1444,0.14681440443213298,True
60105103003,211,1547,0.1363930187459599,True
12003139646,211,1815,0.1162534435261708,True
12001138325,211,1052,0.2005703422053232,True
11902166010,210,833,0.25210084033613445,True
12302144343,210,714,0.29411764705882354,True
12003139232,209,1484,0.1408355795148248,True
60201104011,209,1110,0.18828828828828828,True
11402128625,208,1389,0.14974802015838734,True
30203103803,208,1180,0.17627118644067796,True
12503148145,207,849,0.24381625441696114,True
11903137411,207,607,0.34102141680395387,True
12203169513,207,1140,0.18157894736842106,True
11902165918,207,1033,0.20038722168441434,True
12501158323,206,429,0.4801864801864802,True
12102157712,205,961,0.2133194588969823,True
11902166011,205,755,0.271523178807947,True
11904137913,205,809,0.25339925834363414,True
12102157723,204,1031,0.19786614936954414,True
70101100211,204,1395,0.14623655913978495,True
12504171901,204,1212,0.16831683168316833,True
80109109901,203,1604,0.12655860349127182,True
12003139616,203,1080,0.18796296296296297,True
31902150302,203,602,0.3372093023255814,True
12501158653,202,459,0.4400871459694989,True
11602163229,202,1944,0.10390946502057613,True
10503110024,202,885,0.22824858757062147,True
60303107407,201,1010,0.19900990099009902,True
80109110907,201,672,0.29910714285714285,True
12501158302,201,567,0.3544973544973545,True
10201103237,200,1820,0.10989010989010989,True
10503110110,200,820,0.24390243902439024,True
12102157708,200,892,0.2242152466367713,True
11602163001,199,1028,0.193579766536965,True
11902166014,199,1364,0.14589442815249268,True
11904137822,198,1299,0.15242494226327943,True
12504149157,197,816,0.24142156862745098,True
12203169534,197,1281,0.15378610460577674,True
60103102102,197,857,0.22987164527421236,True
11904167017,197,758,0.2598944591029024,True
11904137828,197,1013,0.19447186574531095,True
12102157716,197,479,0.4112734864300626,True
12003167608,196,592,0.3310810810810811,True
30203103807,196,782,0.2506393861892583,True
11902165908,196,608,0.3223684210526316,True
11903166618,195,969,0.20123839009287925,True
31601141619,195,1834,0.10632497273718648,True
12302170419,194,934,0.20770877944325483,True
12102157713,194,1121,0.17305976806422838,True
12302170314,193,781,0.2471190781049936,True
12003167628,193,1041,0.18539865513928913,True
21003153601,193,1250,0.1544,True
60103101701,192,877,0.21892816419612315,True
30203104033,192,1322,0.14523449319213314,True
40302105819,191,1481,0.1289669142471303,True
12003139611,191,712,0.26825842696629215,True
12003167622,191,901,0.21198668146503885,True
30302105306,191,1203,0.15876974231088944,True
21003153606,190,1301,0.1460415065334358,True
31902150303,189,755,0.2503311258278146,True
12003167814,189,1231,0.15353371242891958,True
40403110740,188,1002,0.18762475049900199,True
12102157727,188,1545,0.12168284789644013,True
11902166004,187,934,0.20021413276231265,True
40403110721,187,1226,0.15252854812398042,True
11603131945,187,1298,0.1440677966101695,True
12503171407,187,731,0.2558139534883721,True
21205156820,186,1311,0.14187643020594964,True
70102102608,186,860,0.21627906976744185,True
12003167806,186,641,0.29017160686427457,True
70101100223,185,749,0.24699599465954605,True
12504149111,184,863,0.21320973348783315,True
12504171712,184,1278,0.14397496087636932,True
60103102106,184,994,0.1851106639839034,True
60103101728,184,1052,0.17490494296577946,True
12602150314,184,1196,0.15384615384615385,True
10102100925,183,941,0.1944739638682253,True
12302170512,183,864,0.21180555555555555,True
30503112215,183,1468,0.12465940054495912,True
20902152605,182,1072,0.16977611940298507,True
11904137830,181,781,0.23175416133162613,True
11903137325,181,1240,0.14596774193548387,True
11902165902,181,637,0.28414442700156983,True
11904137818,180,513,0.3508771929824561,True
40302105814,180,1581,0.11385199240986717,True
70102101605,180,864,0.20833333333333334,True
11904137823,179,1179,0.15182357930449533,True
60103101907,179,1244,0.14389067524115756,True
21003153708,179,1586,0.1128625472887768,True
40403110714,178,787,0.22617534942820838,True
11903166608,178,700,0.2542857142857143,True
50602112309,178,870,0.2045977011494253,True
60201104101,178,1478,0.12043301759133965,True
11601162703,178,784,0.22704081632653061,True
80101100211,178,1134,0.15696649029982362,True
12003167613,177,743,0.23822341857335128,True
70101100229,177,501,0.3532934131736527,True
20603111615,177,1131,0.15649867374005305,True
12503148128,177,930,0.19032258064516128,True
11902165912,176,736,0.2391304347826087,True
12302144320,176,726,0.24242424242424243,True
11904137920,176,886,0.1986455981941309,True
80109110013,176,478,0.3682008368200837,True
11902166007,175,909,0.1925192519251925,True
80106106719,175,999,0.17517517517517517,True
12504158938,175,1284,0.13629283489096572,True
80104104022,175,458,0.38209606986899564,True
10201103245,174,1057,0.16461684011352887,True
11903166521,174,731,0.23803009575923392,True
12302170607,173,943,0.18345705196182396,True
12501158660,173,698,0.24785100286532952,True
12501158644,173,638,0.2711598746081505,True
12504171909,173,1020,0.1696078431372549,True
21003153534,173,549,0.3151183970856102,True
12102157718,173,788,0.21954314720812182,True
60103101902,172,949,0.18124341412012646,True
40302106131,172,847,0.20306965761511217,True
21104127124,171,834,0.20503597122302158,True
40204104609,171,1329,0.12866817155756208,True
10102100909,171,1191,0.14357682619647355,True
80106106418,171,739,0.2313937753721245,True
21003123716,170,1114,0.1526032315978456,True
12504148951,170,571,0.29772329246935203,True
11602163017,169,1021,0.16552399608227228,True
80104104027,169,933,0.18113612004287247,True
40302106229,169,1369,0.12344777209642074,True
12501158509,169,885,0.19096045197740114,True
40204104641,169,1466,0.11527967257844475,True
12504171807,169,682,0.24780058651026393,True
12102157703,168,912,0.18421052631578946,True
31701144631,168,1212,0.13861386138613863,True
11903166703,168,900,0.18666666666666668,True
40403110731,168,1287,0.13053613053613053,True
10201103236,167,1019,0.16388616290480865,True
11904137807,167,669,0.24962630792227206,True
60402109117,167,885,0.18870056497175142,True
30503113111,167,633,0.2638230647709321,True
30203103808,166,1493,0.11118553248492967,True
12003167727,166,659,0.251896813353566,True
11902165921,166,659,0.251896813353566,True
60201104006,166,909,0.18261826182618263,True
20902152311,165,907,0.1819184123484013,True
20904153029,165,1119,0.14745308310991956,True
30302105308,165,1358,0.12150220913107511,True
12302170504,164,1428,0.11484593837535013,True
30910156225,163,1280,0.12734375,True
12501158659,163,1306,0.12480857580398162,True
21303134811,163,1043,0.15627996164908917,True
80104103916,163,970,0.16804123711340208,True
12504171723,162,351,0.46153846153846156,True
40403110723,162,1287,0.1258741258741259,True
11904137806,161,955,0.16858638743455498,True
70102101601,161,1048,0.15362595419847327,True
30203104031,161,1061,0.15174363807728558,True
11601162706,161,706,0.22804532577903683,True
12003167610,161,536,0.3003731343283582,True
70101100231,161,722,0.22299168975069253,True
21005154403,160,785,0.20382165605095542,True
11903166707,160,975,0.1641025641025641,True
60103101703,160,918,0.17429193899782136,True
40302105803,159,1208,0.1316225165562914,True
30203104034,159,824,0.1929611650485437,True
12703173003,159,837,0.18996415770609318,True
11902166005,159,682,0.23313782991202345,True
12102157903,159,1090,0.14587155963302753,True
30305107423,159,790,0.20126582278481012,True
21003123717,158,881,0.1793416572077185,True
12203169503,158,828,0.19082125603864733,True
60103101903,158,1074,0.14711359404096835,True
12003167710,158,902,0.17516629711751663,True
12703173021,158,654,0.2415902140672783,True
30504113311,157,952,0.16491596638655462,True
12003139643,157,952,0.16491596638655462,True
40403110735,157,1132,0.13869257950530034,True
21003153536,157,874,0.17963386727688788,True
80104104026,157,1280,0.12265625,True
21301133607,157,1199,0.13094245204336946,True
12504171801,156,819,0.19047619047619047,True
80104104419,156,679,0.22974963181148747,True
60103101802,156,909,0.1716171617161716,True
40403110736,156,1501,0.1039307128580946,True
12003167606,155,737,0.21031207598371776,True
11903137303,154,1099,0.14012738853503184,True
12003168010,154,407,0.3783783783783784,True
11903137423,154,641,0.24024960998439937,True
12302170424,154,1471,0.10469068660774983,True
12003139638,154,1030,0.14951456310679612,True
11902165926,154,830,0.1855421686746988,True
12504171820,154,793,0.19419924337957126,True
40302106106,153,1231,0.12428919577579203,True
12501158654,153,746,0.20509383378016086,True
30503113124,153,922,0.16594360086767895,True
80101100215,152,1054,0.1442125237191651,True
40302106236,152,1305,0.11647509578544062,True
12501158620,152,1138,0.1335676625659051,True
12101168439,152,1264,0.12025316455696203,True
12302170322,152,789,0.1926489226869455,True
21003153807,152,960,0.15833333333333333,True
12203169418,151,1268,0.11908517350157728,True
12602150028,151,910,0.16593406593406593,True
12701172937,151,1449,0.10420979986197378,True
20604111744,151,525,0.2876190476190476,True
60103102109,151,887,0.17023675310033823,True
12003167924,151,682,0.22140762463343108,True
20902142818,151,1191,0.12678421494542402,True
11601130638,150,1378,0.10885341074020319,True
12302143748,150,1100,0.13636363636363635,True
21305136301,149,839,0.17759237187127533,True
12504171805,149,1477,0.1008801624915369,True
12101168221,148,939,0.15761448349307774,True
70102101607,148,809,0.18294190358467244,True
12003139640,147,1265,0.11620553359683794,True
50602111939,147,623,0.23595505617977527,True
20904143710,147,1201,0.12239800166527894,True
60102101122,146,1179,0.12383375742154368,True
60103101612,146,1242,0.11755233494363929,True
12703173020,146,972,0.15020576131687244,True
70101100219,146,737,0.19810040705563092,True
60103101719,145,670,0.21641791044776118,True
80110113513,145,1131,0.1282051282051282,True
10102100910,145,1093,0.13266239707227814,True
10503110135,145,790,0.18354430379746836,True
12501158622,144,1091,0.13198900091659027,True
11904137907,144,1219,0.11812961443806398,True
50603112740,143,1421,0.10063335679099226,True
30203104004,143,1220,0.11721311475409836,True
12503148124,143,1271,0.1125098347757671,True
80101101302,142,1161,0.1223083548664944,True
21003153513,142,913,0.15553121577217963,True
11904137915,141,1026,0.13742690058479531,True
60201104105,141,1219,0.11566858080393766,True
12302170532,141,1113,0.12668463611859837,True
60103102107,141,905,0.1558011049723757,True
12003139606,140,860,0.16279069767441862,True
21005154301,140,1378,0.10159651669085631,True
12003167620,140,669,0.20926756352765322,True
20904122308,139,965,0.14404145077720207,True
20802118203,139,1318,0.1054628224582701,True
11904137805,139,1032,0.13468992248062014,True
60105103217,138,789,0.17490494296577946,True
12003139636,138,803,0.1718555417185554,True
12003167605,137,866,0.1581986143187067,True
40403110725,137,1002,0.13672654690618763,True
12504171717,136,1218,0.1116584564860427,True
60103101705,136,746,0.18230563002680966,True
12504149112,136,711,0.19127988748241911,True
12003168001,136,980,0.13877551020408163,True
12503171431,136,881,0.1543700340522134,True
40202103018,136,674,0.20178041543026706,True
12102157719,136,897,0.1516164994425864,True
70102102504,136,806,0.1687344913151365,True
21003153612,135,971,0.13903192584963955,True
12504149164,135,1191,0.11335012594458438,True
60103101707,135,596,0.22651006711409397,True
30602115207,135,1037,0.13018322082931533,True
12203169531,135,983,0.1373346897253306,True
11902166110,135,1151,0.11728931364031277,True
12302170540,134,946,0.1416490486257928,True
12102157731,134,698,0.19197707736389685,True
30503112213,134,941,0.14240170031880978,True
21301133619,134,1147,0.11682650392327812,True
11001118643,133,1003,0.13260219341974078,True
20904153120,133,1194,0.11139028475711893,True
70101100224,132,551,0.2395644283121597,True
20904153027,132,1274,0.10361067503924647,True
11904167117,132,757,0.17437252311756934,True
11603131952,132,1135,0.11629955947136564,True
80109110008,132,1305,0.10114942528735632,True
80101100202,131,725,0.18068965517241378,True
40403110754,131,569,0.23022847100175747,True
80104104025,131,748,0.1751336898395722,True
40302105818,131,1213,0.1079967023907667,True
12302170501,131,1145,0.11441048034934498,True
12501158233,130,1157,0.11235955056179775,True
12203169539,130,1044,0.12452107279693486,True
40403110724,130,1117,0.11638316920322292,True
60103101725,130,920,0.14130434782608695,True
50302129506,130,878,0.1480637813211845,True
11904138121,130,788,0.1649746192893401,True
80104104029,130,739,0.17591339648173207,True
21301133601,130,724,0.17955801104972377,True
60201104001,129,949,0.13593256059009484,True
11402128431,129,1274,0.10125588697017268,True
11902165904,129,811,0.15906288532675708,True
50302104305,129,751,0.17177097203728361,True
12302170422,128,1100,0.11636363636363636,True
60103101710,128,798,0.16040100250626566,True
11902166119,128,801,0.15980024968789014,True
21005154321,128,1248,0.10256410256410256,True
12003167609,128,1132,0.11307420494699646,True
60102100417,128,1107,0.11562782294489611,True
21303134827,127,965,0.1316062176165803,True
40302105816,127,870,0.14597701149425288,True
21005124315,127,631,0.20126782884310618,True
12602150310,126,755,0.16688741721854305,True
11904137914,126,609,0.20689655172413793,True
11903166418,125,1004,0.12450199203187251,True
60105103015,125,694,0.18011527377521613,True
30203104001,125,786,0.15903307888040713,True
80110113509,125,1099,0.11373976342129208,True
12302144348,125,873,0.143184421534937,True
31701144604,125,1053,0.11870845204178537,True
12302144338,125,1077,0.11606313834726091,True
11602163019,124,1198,0.10350584307178631,True
30203104013,124,864,0.14351851851851852,True
12102157806,124,991,0.12512613521695257,True
50602112328,124,1048,0.1183206106870229,True
12501158209,123,812,0.15147783251231528,True
12302170632,123,1146,0.10732984293193717,True
30503112214,123,1148,0.10714285714285714,True
11903166408,123,1110,0.11081081081081082,True
12302143763,123,816,0.15073529411764705,True
60103101811,123,953,0.12906610703043023,True
12003167826,123,730,0.1684931506849315,True
12503148120,123,813,0.15129151291512916,True
21301132812,123,645,0.19069767441860466,True
12203169501,122,993,0.1228600201409869,True
30503112004,122,984,0.12398373983739837,True
21003153517,122,611,0.19967266775777415,True
80104103929,122,547,0.2230347349177331,True
12501158621,122,834,0.14628297362110312,True
12503148147,121,935,0.12941176470588237,True
11902166012,121,500,0.242,True
60105103009,121,933,0.12968917470525188,True
80101100808,121,710,0.1704225352112676,True
11903166605,121,907,0.13340683572216097,True
11903137334,121,887,0.13641488162344984,True
12003139642,120,657,0.182648401826484,True
21005124214,120,706,0.16997167138810199,True
12503171449,120,805,0.14906832298136646,True
40302105812,120,938,0.1279317697228145,True
60103101724,120,786,0.15267175572519084,True
70102101608,120,876,0.136986301369863,True
11902165903,119,1021,0.11655239960822723,True
40302106115,119,579,0.20552677029360966,True
12003139614,118,1120,0.10535714285714286,True
30503113107,118,824,0.14320388349514562,True
11902165905,118,949,0.12434141201264488,True
21005154215,117,1044,0.11206896551724138,True
20601149513,117,636,0.18396226415094338,True
12504149113,117,614,0.19055374592833876,True
21205156812,116,923,0.1256771397616468,True
60103101729,116,917,0.12649945474372956,True
11904167110,116,557,0.20825852782764812,True
60103101718,116,722,0.16066481994459833,True
12504171709,116,1097,0.105742935278031,True
11904138150,116,487,0.23819301848049282,True
80101100218,116,1077,0.10770659238625813,True
12501158226,116,913,0.12705366922234393,True
12101139903,116,1082,0.10720887245841035,True
11902165917,116,594,0.19528619528619529,True
12701172918,116,1038,0.11175337186897881,True
30203104020,116,874,0.13272311212814644,True
12302170415,115,718,0.16016713091922005,True
80104104418,115,982,0.11710794297352342,True
12504149105,115,896,0.12834821428571427,True
70101100228,115,731,0.1573187414500684,True
20902152622,115,901,0.12763596004439512,True
50602111936,114,804,0.1417910447761194,True
12602150334,114,839,0.13587604290822408,True
20904152920,114,727,0.15680880330123798,True
20604150320,114,1025,0.11121951219512195,True
20902152324,114,873,0.13058419243986255,True
12501158609,114,753,0.15139442231075698,True
