SA1_CODE_2021,Nepal_population,total_population,concentration_ratio,is_cluster
12102157720,114,780,0.14615384615384616,True
12701172905,114,879,0.1296928327645051,True
11603131916,113,1036,0.10907335907335908,True
30503112219,113,938,0.12046908315565032,True
20904122331,113,1007,0.11221449851042702,True
21003153507,113,524,0.21564885496183206,True
80110113905,113,1016,0.11122047244094488,True
12503171424,112,979,0.11440245148110317,True
80101100201,112,831,0.13477737665463296,True
12504171925,112,682,0.16422287390029325,True
30503112218,112,728,0.15384615384615385,True
80104103921,112,769,0.14564369310793238,True
40302106134,111,805,0.13788819875776398,True
11902166021,111,471,0.2356687898089172,True
12003167621,110,650,0.16923076923076924,True
70101100806,110,460,0.2391304347826087,True
11601130334,110,1066,0.10318949343339587,True
12701172932,110,1034,0.10638297872340426,True
60103101706,110,766,0.14360313315926893,True
60303107404,110,948,0.1160337552742616,True
20904153013,110,499,0.22044088176352705,True
12003167601,110,715,0.15384615384615385,True
40202103026,109,982,0.1109979633401222,True
60103101730,109,588,0.18537414965986396,True
60103101708,109,619,0.17609046849757673,True
30503113018,109,1016,0.10728346456692914,True
40202103019,109,950,0.11473684210526315,True
12501158624,109,698,0.15616045845272206,True
12504149118,108,727,0.1485557083906465,True
30302105313,108,730,0.14794520547945206,True
12003139610,108,979,0.11031664964249234,True
12701150528,108,1024,0.10546875,True
12302170527,107,574,0.18641114982578397,True
12503171410,107,686,0.15597667638483964,True
11904166817,107,1030,0.10388349514563107,True
80110113901,107,878,0.12186788154897495,True
40302106107,106,855,0.1239766081871345,True
11902165929,106,548,0.19343065693430658,True
12102157722,106,427,0.24824355971896955,True
12504171906,106,1010,0.10495049504950495,True
80101100209,106,545,0.1944954128440367,True
80104103913,105,345,0.30434782608695654,True
70201104606,105,850,0.12352941176470589,True
12701172818,105,828,0.12681159420289856,True
30203103806,105,877,0.11972633979475485,True
60103102108,104,543,0.19152854511970535,True
21305136313,104,876,0.1187214611872146,True
60103101712,104,832,0.125,True
60103101722,104,800,0.13,True
21003153516,104,726,0.14325068870523416,True
11904138142,103,489,0.21063394683026584,True
12501158710,103,852,0.12089201877934272,True
12501158303,103,195,0.5282051282051282,True
50302104342,102,780,0.13076923076923078,True
12203169540,102,885,0.1152542372881356,True
30502111504,102,1001,0.1018981018981019,True
31701144630,102,788,0.12944162436548223,True
21303134826,101,796,0.12688442211055276,True
11902166122,101,793,0.1273644388398487,True
12203169521,101,599,0.1686143572621035,True
80104104415,101,714,0.14145658263305322,True
70102102106,101,669,0.15097159940209268,True
12703173024,101,607,0.16639209225700163,True
12003139609,100,551,0.18148820326678766,True
12504149162,100,700,0.14285714285714285,True
40302106127,100,781,0.12804097311139565,True
30203104022,100,739,0.13531799729364005,True
11902136238,100,998,0.10020040080160321,True
50302129613,100,676,0.14792899408284024,True
80101100321,100,907,0.11025358324145534,True
11903166511,99,982,0.10081466395112017,True
50602112327,99,851,0.11633372502937721,True
30503113105,99,880,0.1125,True
80104104017,99,711,0.13924050632911392,True
12102140354,99,446,0.2219730941704036,True
11602156306,98,891,0.10998877665544332,True
12404146619,98,890,0.1101123595505618,True
12403146218,97,946,0.10253699788583509,True
80104103917,97,391,0.24808184143222506,True
12102140363,97,799,0.1214017521902378,True
12703173017,96,719,0.13351877607788595,True
60103101731,96,539,0.17810760667903525,True
12302170416,96,803,0.11955168119551682,True
80109110908,96,694,0.138328530259366,True
60201104111,96,732,0.13114754098360656,True
20802117701,96,856,0.11214953271028037,True
12503148148,96,685,0.14014598540145987,True
10901117611,95,930,0.10215053763440861,True
80110113505,95,643,0.14774494556765164,True
40107102338,95,687,0.13828238719068414,True
11904167022,95,610,0.1557377049180328,True
40106102001,94,883,0.10645526613816535,True
50602131103,94,608,0.15460526315789475,True
11904167113,94,904,0.10398230088495575,True
80109110503,94,728,0.12912087912087913,True
70102101307,94,814,0.11547911547911548,True
20904122307,93,855,0.10877192982456141,True
12503171418,93,734,0.12670299727520437,True
21003153522,93,868,0.10714285714285714,True
12503148118,92,665,0.13834586466165413,True
60201104002,92,474,0.1940928270042194,True
12403146226,91,593,0.15345699831365936,True
70101100508,91,434,0.20967741935483872,True
50602131113,91,557,0.16337522441651706,True
21005124301,91,832,0.109375,True
12703173132,91,881,0.10329171396140749,True
12504171924,91,847,0.10743801652892562,True
12501158326,91,688,0.13226744186046513,True
20604150430,90,773,0.11642949547218628,True
40403110605,90,887,0.10146561443066517,True
11904138157,90,570,0.15789473684210525,True
30302105315,90,690,0.13043478260869565,True
12501158305,90,545,0.1651376146788991,True
11402128717,90,835,0.10778443113772455,True
80104104032,90,390,0.23076923076923078,True
40202103015,90,890,0.10112359550561797,True
21005124325,89,636,0.139937106918239,True
20904152918,89,717,0.12412831241283125,True
40202103024,88,811,0.10850801479654747,True
11904138147,88,877,0.10034207525655645,True
80101100309,88,567,0.15520282186948853,True
20603150225,88,789,0.11153358681875793,True
11903166527,88,561,0.1568627450980392,True
30504113308,88,716,0.12290502793296089,True
12503171443,87,675,0.1288888888888889,True
12503148142,87,742,0.11725067385444744,True
60105103006,87,774,0.1124031007751938,True
60105103109,87,720,0.12083333333333333,True
21003153714,87,704,0.12357954545454546,True
70101100210,86,678,0.12684365781710916,True
60201104113,86,541,0.1589648798521257,True
11903137327,85,840,0.10119047619047619,True
11904138158,85,545,0.1559633027522936,True
12504171704,85,315,0.2698412698412698,True
12102157705,85,538,0.1579925650557621,True
80104104410,84,386,0.21761658031088082,True
31603142827,84,489,0.17177914110429449,True
40302105832,84,819,0.10256410256410256,True
30503112209,84,481,0.17463617463617465,True
60102100905,84,585,0.14358974358974358,True
12003167801,84,294,0.2857142857142857,True
30501110926,84,784,0.10714285714285714,True
40303107013,83,636,0.13050314465408805,True
12503148107,83,654,0.12691131498470948,True
70201104605,83,828,0.10024154589371981,True
60103101608,83,741,0.11201079622132254,True
21005154405,83,814,0.10196560196560196,True
20904153014,82,649,0.1263482280431433,True
12101168445,82,772,0.10621761658031088,True
12503148117,82,719,0.11404728789986092,True
60105102716,82,749,0.10947930574098798,True
10503110203,82,687,0.11935953420669577,True
60103101814,81,651,0.12442396313364056,True
60102100914,81,573,0.14136125654450263,True
21003123612,80,584,0.136986301369863,True
12203169510,80,658,0.12158054711246201,True
12003167623,80,691,0.11577424023154848,True
10704154917,80,729,0.10973936899862825,True
70102102609,80,743,0.10767160161507403,True
70201105012,80,790,0.10126582278481013,True
11903137008,79,778,0.10154241645244216,True
12102157732,79,731,0.10807113543091655,True
11902136241,78,481,0.16216216216216217,True
20601149823,78,663,0.11764705882352941,True
12504171722,78,552,0.14130434782608695,True
12003139619,77,623,0.12359550561797752,True
30501110912,77,749,0.102803738317757,True
80109110101,77,561,0.13725490196078433,True
12302170425,77,679,0.1134020618556701,True
12501158511,77,363,0.21212121212121213,True
12102157733,77,639,0.12050078247261346,True
12302170407,76,467,0.16274089935760172,True
11902166009,76,638,0.11912225705329153,True
11903137332,76,750,0.10133333333333333,True
60201103606,76,647,0.11746522411128284,True
21003123720,76,692,0.10982658959537572,True
21205156811,76,738,0.10298102981029811,True
12501158658,76,579,0.13126079447322972,True
70102102611,75,683,0.10980966325036604,True
12102157736,75,704,0.10653409090909091,True
21005124217,75,575,0.13043478260869565,True
20904122322,75,661,0.11346444780635401,True
21301132809,75,611,0.12274959083469722,True
12203169509,75,669,0.11210762331838565,True
12602150341,74,415,0.1783132530120482,True
12003139513,74,710,0.10422535211267606,True
12102157704,74,618,0.11974110032362459,True
80104112102,74,576,0.1284722222222222,True
60103101403,74,673,0.1099554234769688,True
12701172807,74,663,0.11161387631975868,True
60105103310,73,633,0.11532385466034756,True
80104103918,73,380,0.19210526315789472,True
12602150330,73,693,0.10533910533910534,True
80104104421,72,592,0.12162162162162163,True
12701172819,72,334,0.2155688622754491,True
11904138127,71,563,0.1261101243339254,True
11001118613,71,685,0.10364963503649635,True
21005124227,71,553,0.12839059674502712,True
12501158514,71,582,0.12199312714776632,True
60102100902,71,672,0.1056547619047619,True
20904153022,71,629,0.11287758346581876,True
12504171714,71,340,0.2088235294117647,True
30602115208,71,474,0.14978902953586498,True
11902136247,71,637,0.11145996860282574,True
12504158913,70,480,0.14583333333333334,True
12503148116,70,567,0.12345679012345678,True
11504162321,69,478,0.14435146443514643,True
21005154411,69,686,0.10058309037900874,True
12701172914,69,675,0.10222222222222223,True
12602150302,69,615,0.11219512195121951,True
20902152329,69,549,0.12568306010928962,True
12001167233,68,117,0.5811965811965812,True
10102100926,67,488,0.13729508196721313,True
60201104711,66,431,0.1531322505800464,True
12003167802,66,627,0.10526315789473684,True
30504113701,66,622,0.10610932475884244,True
12504148947,64,612,0.10457516339869281,True
80110113909,64,630,0.10158730158730159,True
30602115209,64,606,0.10561056105610561,True
12504149343,64,554,0.11552346570397112,True
21003123617,63,601,0.1048252911813644,True
12003167702,63,574,0.10975609756097561,True
80104103919,63,518,0.12162162162162163,True
60201104605,63,622,0.10128617363344052,True
60103101723,62,445,0.1393258426966292,True
12503171411,62,479,0.12943632567849686,True
12504171911,61,576,0.10590277777777778,True
11904138120,61,410,0.14878048780487804,True
30503113129,60,322,0.18633540372670807,True
12504171923,60,387,0.15503875968992248,True
80107108006,60,421,0.14251781472684086,True
50607114723,59,520,0.11346153846153846,True
21301132811,59,524,0.11259541984732824,True
12001167211,59,414,0.14251207729468598,True
50401104557,59,570,0.10350877192982456,True
80104112115,58,526,0.11026615969581749,True
11504162314,58,579,0.1001727115716753,True
12203169523,58,478,0.12133891213389121,True
60102100901,58,556,0.10431654676258993,True
40403110755,58,451,0.1286031042128603,True
12003167619,58,567,0.10229276895943562,True
11904167034,57,555,0.10270270270270271,True
30203103911,57,562,0.10142348754448399,True
11903137131,57,486,0.11728395061728394,True
30602114925,57,539,0.10575139146567718,True
11904138141,57,504,0.1130952380952381,True
70101100230,57,536,0.10634328358208955,True
10202105713,54,536,0.10074626865671642,True
80104103926,54,316,0.17088607594936708,True
80104112205,52,506,0.10276679841897234,True
12503148121,51,415,0.12289156626506025,True
40202103027,51,389,0.13110539845758354,True
70205106725,51,456,0.1118421052631579,True
80101100220,50,450,0.1111111111111111,True
