SA1_CODE_2021,New_Zealand_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
30907155725,316,1236,0.255663430420712,True,410,1400,1472,2.5,0.27853260869565216,0.21948160535117056,Affordable,Affordable
31004130441,315,1440,0.21875,True,450,2000,2424,3.5,0.18564356435643564,0.19040365575019041,Affordable,Affordable
30907155203,315,1155,0.2727272727272727,True,435,1733,2008,3.4,0.21663346613545817,0.19916487894575544,Affordable,Affordable
31004130022,314,1653,0.1899576527525711,True,333,1307,1437,3.6,0.23173277661795408,0.20989240404689258,Affordable,Affordable
30305107506,312,1532,0.20365535248041775,True,463,2000,2208,3.6,0.20969202898550723,0.20903010033444816,Affordable,Affordable
30907125148,312,964,0.3236514522821577,True,510,1733,2086,3.2,0.24448705656759348,0.1917176782948595,Affordable,Affordable
90104100404,310,930,0.3333333333333333,True,230,1200,1143,2.0,0.20122484689413822,0.24227740763173833,Affordable,Affordable
90104100403,309,988,0.31275303643724695,True,250,1300,1076,1.9,0.23234200743494424,0.2788104089219331,Affordable,Affordable
30909154038,309,2443,0.12648383135489152,True,430,0,1312,1.9,0.3277439024390244,0.0,Moderately_Affordable,Affordable
30903123920,308,1665,0.18498498498498497,True,490,2167,1350,2.0,0.362962962962963,0.3704273504273504,Moderately_Affordable,Moderately_Affordable
31103131322,307,1126,0.27264653641207814,True,395,1600,1756,3.0,0.22494305239179954,0.21026809181706677,Affordable,Affordable
30907125149,307,1668,0.18405275779376498,True,530,2191,2463,3.0,0.21518473406414942,0.20528436240981918,Affordable,Affordable
30907155709,306,1389,0.2203023758099352,True,445,1733,1820,3.4,0.2445054945054945,0.21973795435333898,Affordable,Affordable
31103131319,306,1057,0.28949858088930935,True,410,1774,2129,3.4,0.1925786754344763,0.19228962676590672,Affordable,Affordable
31106133104,306,1330,0.23007518796992482,True,310,1196,944,3.2,0.3283898305084746,0.2923728813559322,Moderately_Affordable,Affordable
30907155211,305,1255,0.24302788844621515,True,445,1817,2113,3.2,0.2106010411736867,0.19844187993738396,Affordable,Affordable
30907125642,303,1127,0.2688553682342502,True,590,2184,2675,3.3,0.2205607476635514,0.18841121495327104,Affordable,Affordable
12503147935,300,2398,0.12510425354462051,True,610,2466,1694,4.3,0.3600944510035419,0.335936790482245,Moderately_Affordable,Moderately_Affordable
31105132521,300,2028,0.14792899408284024,True,450,1950,2107,3.2,0.21357380161366873,0.21357380161366873,Affordable,Affordable
50102100533,300,2807,0.10687566797292483,True,380,1733,2250,3.0,0.1688888888888889,0.17774358974358975,Affordable,Affordable
31105132614,297,1572,0.18893129770992367,True,358,1500,1256,2.9,0.28503184713375795,0.2756001959823616,Affordable,Affordable
31004130201,297,1205,0.24647302904564317,True,350,1300,1566,3.4,0.22349936143039592,0.19157088122605365,Affordable,Affordable
30903123618,294,1533,0.1917808219178082,True,450,1559,1365,2.2,0.32967032967032966,0.2635672020287405,Moderately_Affordable,Affordable
31004156616,293,1300,0.22538461538461538,True,400,1850,2110,3.0,0.1895734597156398,0.2023332118118848,Affordable,Affordable
30907125147,293,1297,0.2259059367771781,True,520,1799,1981,3.3,0.26249369005552753,0.20956781734166893,Affordable,Affordable
30906124807,291,1254,0.23205741626794257,True,550,1916,1715,2.8,0.3206997084548105,0.2578156537340211,Moderately_Affordable,Affordable
31102130704,290,1296,0.22376543209876543,True,335,1409,1198,2.5,0.27963272120200333,0.271413894953127,Affordable,Affordable
30907155817,288,1110,0.2594594594594595,True,460,2342,2007,2.7,0.229197807673144,0.2692882603196505,Affordable,Affordable
31004130244,288,1180,0.2440677966101695,True,345,1430,1466,3.4,0.23533424283765347,0.22510231923601637,Affordable,Affordable
30907125651,288,1282,0.22464898595943839,True,480,2056,2298,3.2,0.20887728459530025,0.2064671620807391,Affordable,Affordable
30903123833,288,2291,0.12570929725010913,True,390,1517,1113,1.7,0.3504043126684636,0.3145345220816919,Moderately_Affordable,Moderately_Affordable
30907125111,286,1094,0.26142595978062155,True,395,1387,1379,2.6,0.2864394488759971,0.23210799352931333,Affordable,Affordable
30907125151,283,1038,0.2726396917148362,True,480,1733,1985,3.4,0.24181360201511334,0.20147258283278435,Affordable,Affordable
30910156124,283,1272,0.22248427672955975,True,520,1776,1461,1.8,0.35592060232717315,0.28052440372768916,Moderately_Affordable,Affordable
31103131311,283,1539,0.1838856400259909,True,350,1911,2017,2.9,0.17352503718393653,0.21864154685176004,Affordable,Affordable
31402157826,283,1811,0.15626725565985644,True,360,1950,2020,3.1,0.1782178217821782,0.22277227722772278,Affordable,Affordable
30906124933,281,1533,0.18330071754729288,True,460,2049,2141,3.2,0.2148528724894909,0.22085294434663888,Affordable,Affordable
31004129915,280,1159,0.24158757549611734,True,355,1432,1949,3.4,0.18214468958440225,0.1695544065990449,Affordable,Affordable
50705131344,280,1456,0.19230769230769232,True,400,1965,2666,3.3,0.15003750937734434,0.17009059957297015,Affordable,Affordable
30906124603,280,1340,0.208955223880597,True,410,2000,2136,2.7,0.19194756554307116,0.21607605877268798,Affordable,Affordable
30907125129,279,1203,0.23192019950124687,True,461,1899,2019,3.4,0.2283308568598316,0.21705337752886045,Affordable,Affordable
30910156211,279,1708,0.16334894613583137,True,400,1300,1272,1.6,0.31446540880503143,0.2358490566037736,Moderately_Affordable,Affordable
31004130016,279,1598,0.17459324155193992,True,340,1422,1657,3.3,0.2051901025950513,0.19804094517431875,Affordable,Affordable
21304157807,278,1871,0.14858364510956706,True,350,1688,1790,3.5,0.19553072625698323,0.21761925225612377,Affordable,Affordable
31304137347,277,1624,0.1705665024630542,True,330,1229,1053,2.2,0.31339031339031337,0.2693403462634232,Moderately_Affordable,Affordable
30907155733,276,1112,0.24820143884892087,True,460,1733,2118,3.7,0.21718602455146366,0.18882109392024407,Affordable,Affordable
31106133630,276,1312,0.21036585365853658,True,270,1083,1125,2.2,0.24,0.22215384615384615,Affordable,Affordable
