SA1_CODE_2021,China_population,total_population,concentration_ratio,is_cluster,anchor_strength
11703164826,423,720,0.5875,True,3.5542184049487755
30504113726,246,382,0.643979057591623,True,3.5479307089279644
30302105805,929,1792,0.5184151785714286,True,3.5434634377962295
20604150403,540,960,0.5625,True,3.5400483443511455
20703116313,415,707,0.5869872701555869,True,3.539935478088294
20703116304,603,1091,0.5527039413382218,True,3.5392806978503146
11903166527,340,561,0.6060606060606061,True,3.534474228656677
20703116415,620,1129,0.5491585473870682,True,3.5318204347198905
20604150903,900,1735,0.5187319884726225,True,3.5291958108631145
21205132220,410,700,0.5857142857142857,True,3.5251760256335087
12602172320,498,878,0.5671981776765376,True,3.5237788561324104
12602150049,366,614,0.5960912052117264,True,3.520134261218197
11903166516,580,1050,0.5523809523809524,True,3.5157670847372464
11903166508,486,856,0.5677570093457944,True,3.5134303315632462
11903166501,428,739,0.5791610284167794,True,3.5105596228703533
11902165920,577,1047,0.5510983763132761,True,3.504750833069687
12501158501,339,564,0.601063829787234,True,3.503568376542306
12601172136,852,1643,0.5185636031649422,True,3.49966106784109
11703163805,440,768,0.5729166666666666,True,3.488515293224755
11902166010,471,833,0.5654261704681873,True,3.4813170494727452
12601172103,522,939,0.5559105431309904,True,3.479767331461012
21205132211,332,555,0.5981981981981982,True,3.474420372384698
12502147708,366,623,0.5874799357945425,True,3.46928159933864
12101168422,550,1001,0.5494505494505495,True,3.4679861588752283
11703164535,583,1071,0.5443510737628384,True,3.467462439765505
12502171202,631,1175,0.5370212765957447,True,3.4631908150695043
12101168416,360,614,0.5863192182410424,True,3.4527623208466403
11903166521,418,731,0.5718194254445964,True,3.4525718803385135
11902166008,517,938,0.5511727078891258,True,3.444815778516154
20703116350,549,1007,0.5451837140019861,True,3.440064681972549
12101168434,636,1195,0.5322175732217573,True,3.436406276940499
12501158502,433,766,0.5652741514360313,True,3.4329350956468345
12103140864,424,750,0.5653333333333334,True,3.421447743498604
12602172306,464,835,0.555688622754491,True,3.413060306817405
12501171016,293,488,0.6004098360655737,True,3.4124771963734295
20604150619,620,1169,0.5303678357570573,True,3.4109711469621526
30501111027,580,1084,0.5350553505535055,True,3.4054939473930887
12602150045,315,533,0.5909943714821764,True,3.401611251932228
12003139632,1093,2252,0.48534635879218474,True,3.3962577306390966
11903166407,396,698,0.5673352435530086,True,3.3948979472093517
11903166506,465,842,0.5522565320665083,True,3.393166650675089
40101100152,734,1428,0.5140056022408963,True,3.392370410659819
11802156532,516,951,0.5425867507886435,True,3.390105282067665
12502171113,789,1554,0.5077220077220077,True,3.387537962656874
11904167112,773,1519,0.5088874259381172,True,3.384901289193456
12502171223,370,647,0.5718701700154559,True,3.383299479389105
12501158522,396,703,0.5633001422475107,True,3.3707521581111344
12003167711,549,1028,0.5340466926070039,True,3.3697909871073515
12601172030,600,1140,0.5263157894736842,True,3.367681544492214
11903166502,412,738,0.5582655826558266,True,3.3626834800812273
30303106419,365,642,0.5685358255451713,True,3.3558585150957922
20703116619,888,1798,0.4938820912124583,True,3.353507422211539
11902165911,331,573,0.5776614310645725,True,3.353402573667291
11903137428,398,712,0.5589887640449438,True,3.3477621403401203
11903166525,561,1062,0.5282485875706214,True,3.3446069094071187
12501158402,856,1732,0.4942263279445728,True,3.3377268235102195
11703164808,340,595,0.5714285714285714,True,3.332504272733438
11902165921,371,659,0.5629742033383915,True,3.3321845522539264
12601172113,682,1337,0.5100972326103216,True,3.3291469665125493
21205132246,469,871,0.5384615384615384,True,3.313009912532979
11903166518,462,857,0.5390898483080513,True,3.3087863465435703
12001167309,506,953,0.5309548793284365,True,3.307058308307596
12102157905,365,652,0.5598159509202454,True,3.3043882924716232
21205132125,512,968,0.5289256198347108,True,3.3006417693465226
11902165925,401,729,0.5500685871056241,True,3.2984599280332336
11903166509,578,1116,0.517921146953405,True,3.2946530753021426
11703164818,908,1882,0.4824654622741764,True,3.2867212250335553
12602172333,451,840,0.5369047619047619,True,3.28246507512421
12003167811,557,1074,0.5186219739292365,True,3.279951528907253
30306108004,559,1080,0.5175925925925926,True,3.2752932056524258
11903166504,460,862,0.5336426914153132,True,3.2730430391861463
20701114714,678,1351,0.5018504811250926,True,3.2723768500997754
21205132119,362,653,0.554364471669219,True,3.267647513022781
11903166513,480,908,0.5286343612334802,True,3.264775649395116
12502171239,539,1043,0.5167785234899329,True,3.2513478103757767
21205132216,340,610,0.5573770491803278,True,3.250557446354747
40101100147,946,1996,0.47394789579158314,True,3.2481066844459066
12602172513,499,955,0.5225130890052356,True,3.2472140744635327
40101100161,537,1042,0.5153550863723608,True,3.2404798913693647
11903137404,305,540,0.5648148148148148,True,3.2327656594360668
21102126211,383,705,0.5432624113475177,True,3.2327604221859567
21205132245,266,460,0.5782608695652174,True,3.2308872676836224
12003167822,562,1102,0.5099818511796733,True,3.2298576687971923
20703116356,323,581,0.5559380378657487,True,3.213735207574737
20604111825,211,352,0.5994318181818182,True,3.2109082498744166
11902165912,395,736,0.5366847826086957,True,3.210133985659674
30303106041,303,540,0.5611111111111111,True,3.2078877657890468
20702115712,678,1381,0.49094858797972485,True,3.201289735325703
11903166422,770,1599,0.4815509693558474,True,3.201200780265018
30303106429,561,1113,0.5040431266846361,True,3.1913499890299737
12602172302,381,710,0.5366197183098591,True,3.1904299322240917
12001167323,513,1004,0.5109561752988048,True,3.189502525078187
20703116335,522,1026,0.5087719298245614,True,3.1846993413663647
20702142423,517,1015,0.50935960591133,True,3.1834849263528593
11902166003,521,1025,0.5082926829268293,True,3.1807266471091267
12502171118,676,1390,0.48633093525179855,True,3.169745165819207
11703164502,372,695,0.5352517985611511,True,3.1695354994352516
12602172522,497,974,0.5102669404517454,True,3.169063899672744
21205132213,491,961,0.5109261186264308,True,3.1669646720059554
20701114712,412,784,0.5255102040816326,True,3.1653831738519713
21205156722,384,723,0.5311203319502075,True,3.161888575887288
11703164619,292,525,0.5561904761904762,True,3.1592579082533025
12602172327,517,1023,0.5053763440860215,True,3.158589638561244
12103140945,441,851,0.518213866039953,True,3.156601243238854
20701114813,384,725,0.5296551724137931,True,3.153166124643461
11902165903,515,1021,0.5044074436826641,True,3.1505827465455485
12501158235,496,978,0.5071574642126789,True,3.1487327739712963
20702115702,333,615,0.5414634146341464,True,3.1465202449776286
30306108034,320,587,0.545144804088586,True,3.146271140377521
20604150514,561,1129,0.49689991142604073,True,3.146122708405988
11903166401,411,787,0.5222363405336722,True,3.144397200232091
21205156720,982,2154,0.4558960074280409,True,3.1414011866223386
12101168406,619,1269,0.48778565799842394,True,3.1363249463406038
12501158518,393,749,0.5246995994659546,True,3.1357889283766194
20703116336,563,1138,0.4947275922671353,True,3.134126136725314
11903166510,287,519,0.5529865125240848,True,3.1315407664720936
11903166514,508,1012,0.5019762845849802,True,3.1285410992170606
21205132221,504,1004,0.50199203187251,True,3.124678733421097
11902165907,467,920,0.5076086956521739,True,3.121015971949501
12003167912,530,1068,0.49625468164794007,True,3.113880029268003
20703116348,445,873,0.5097365406643757,True,3.109555479552037
30304106906,433,846,0.5118203309692672,True,3.1083076634343683
20703116305,386,740,0.5216216216216216,True,3.108043150688508
11903137405,323,602,0.5365448504983389,True,3.101628165450037
12101168413,487,973,0.5005138746145941,True,3.0983387488699723
11903137459,567,1161,0.4883720930232558,True,3.097315111468469
12601172005,588,1214,0.4843492586490939,True,3.089385993399615
12601172115,548,1123,0.4879786286731968,True,3.0782172270233508
11903137332,387,750,0.516,True,3.075878755245609
20702115924,473,949,0.49841938883034775,True,3.070865187736324
21205132306,490,989,0.4954499494438827,True,3.070027929847639
12601172018,597,1246,0.47913322632423755,True,3.0633817657371805
11903166712,530,1088,0.48713235294117646,True,3.056639587553518
30501111022,353,678,0.5206489675516224,True,3.0558433780770238
20703116608,357,687,0.519650655021834,True,3.055822818260626
20703116417,627,1325,0.47320754716981134,True,3.048658629717404
30306107904,380,741,0.5128205128205128,True,3.047589423141898
12103140730,281,521,0.5393474088291746,True,3.04294795956547
21205132127,494,1012,0.4881422924901186,True,3.0287070501076414
12602172337,482,984,0.4898373983739837,True,3.027203279533069
30303106104,576,1211,0.4756399669694467,True,3.0240438856388647
11703164731,632,1349,0.46849518161601184,True,3.022014311931148
12502171213,367,718,0.5111420612813371,True,3.019869691236766
11703163905,812,1802,0.4506104328523862,True,3.019419345700789
11701163541,618,1316,0.4696048632218845,True,3.0186694973549244
12602172338,269,499,0.5390781563126252,True,3.0179869879169594
20701115510,443,897,0.4938684503901895,True,3.010535430498858
12003167927,337,652,0.5168711656441718,True,3.009764519597818
20604111836,659,1422,0.46343178621659636,True,3.0087103032900777
30504113731,368,724,0.5082872928176796,True,3.004382824595185
12501171030,539,1129,0.47741364038972545,True,3.0036809266801905
11904167118,292,553,0.5280289330922242,True,2.9992954825189577
12501158202,1089,2542,0.42840283241542093,True,2.9962206963092264
11703164811,309,592,0.5219594594594594,True,2.9942581755423485
20703116509,355,697,0.509325681492109,True,2.9922530982101443
20702115752,525,1100,0.4772727272727273,True,2.9902573969884525
11902165929,289,548,0.5273722627737226,True,2.9901379320097994
12101139929,542,1142,0.4746059544658494,True,2.988645579163041
12501158232,397,796,0.49874371859296485,True,2.9857053342938715
12101139927,509,1063,0.47883349012229537,True,2.9852446466516
12101168425,280,529,0.5293005671077504,True,2.984384324032984
11903137450,297,567,0.5238095238095238,True,2.984191826264736
30303106426,530,1116,0.47491039426523296,True,2.979949705428519
12502171110,511,1071,0.477124183006536,True,2.97645554005153
12602172305,538,1137,0.4731750219876869,True,2.9761363035611614
21205132254,493,1032,0.47771317829457366,True,2.96303295540082
12601172124,578,1241,0.4657534246575342,True,2.96279841421208
20606151518,328,642,0.5109034267912772,True,2.9612257667461708
12501158516,414,844,0.490521327014218,True,2.9569991793548684
12501158316,429,882,0.48639455782312924,True,2.9493921253140405
12003167806,326,641,0.5085803432137286,True,2.9446599309087436
11903166402,509,1079,0.4717330861909175,True,2.9409778122248853
80105105313,378,764,0.49476439790575916,True,2.9376815255512527
11902165905,455,949,0.4794520547945205,True,2.9354417579863497
11903166523,487,1029,0.47327502429543244,True,2.929721674101538
20702142404,627,1381,0.4540188269370022,True,2.92503452887441
11903166419,374,758,0.49340369393139843,True,2.924367194871944
11903166515,415,856,0.4848130841121495,True,2.9237551203369443
11903137325,571,1240,0.46048387096774196,True,2.923676100062794
11903137423,324,641,0.5054602184087363,True,2.923493539898338
30306108003,227,422,0.5379146919431279,True,2.920524781451796
11701163516,816,1874,0.43543223052294555,True,2.919851388156757
11903137451,202,368,0.5489130434782609,True,2.9164880645827203
20702115756,329,656,0.5015243902439024,True,2.9083864074962085
12001167310,545,1184,0.46030405405405406,True,2.9011210656933897
21205132209,222,414,0.5362318840579711,True,2.8994979064351365
12101168445,377,772,0.4883419689119171,True,2.898257916772778
20701114733,489,1047,0.4670487106017192,True,2.8930890508597753
20703116524,622,1384,0.44942196531791906,True,2.8918265424030314
11902166007,432,909,0.4752475247524752,True,2.8851030786546485
12501171024,646,1450,0.44551724137931037,True,2.883541866377643
30306107916,394,818,0.48166259168704156,True,2.8798056129230343
11903137333,397,826,0.48062953995157387,True,2.8772656732420363
11501155604,428,903,0.4739756367663344,True,2.87298290288061
12003167924,336,682,0.49266862170087977,True,2.867372235481515
12103140757,297,591,0.5025380710659898,True,2.8630063713910405
12502171201,448,956,0.4686192468619247,True,2.8618684662223117
12602172326,387,807,0.4795539033457249,True,2.8586233784810493
12602172311,422,894,0.4720357941834452,True,2.854576129258981
12601172137,657,1494,0.4397590361445783,True,2.8536865059442658
20606151525,470,1014,0.4635108481262327,True,2.852843495254158
21205132238,259,505,0.5128712871287129,True,2.851913945411924
11703164520,794,1860,0.4268817204301075,True,2.8508621715244837
20604150406,828,1959,0.4226646248085758,True,2.8403993305012887
20701114819,368,766,0.4804177545691906,True,2.8396516514450574
12502147746,372,777,0.47876447876447875,True,2.835041405543757
12003167819,468,1017,0.46017699115044247,True,2.83036587574519
30303106431,542,1207,0.4490472245236123,True,2.827699462638105
20702115736,489,1073,0.45573159366262816,True,2.8229862406805077
12502171214,483,1060,0.4556603773584906,True,2.8169311414567297
21205132147,380,802,0.47381546134663344,True,2.815790227616143
21205132210,330,680,0.4852941176470588,True,2.8157339174623983
20802117629,538,1202,0.4475873544093178,True,2.81519715237025
30306107912,417,896,0.4654017857142857,True,2.8089238363424367
20701114715,377,797,0.4730238393977415,True,2.807346438831348
12502147832,350,731,0.478796169630643,True,2.806121994819498
20604151010,309,633,0.4881516587677725,True,2.8003172826557194
30306108022,496,1100,0.4509090909090909,True,2.7995096844944802
12102157926,354,745,0.47516778523489933,True,2.790241204663486
20703116101,312,643,0.48522550544323484,True,2.7882043475093745
12501158233,515,1157,0.44511668107173724,True,2.780246313070877
21205132129,407,880,0.4625,True,2.780211068161925
12003167922,435,951,0.45741324921135645,True,2.7799940860744794
12501171021,424,924,0.4588744588744589,True,2.7771491424501655
20604150507,515,1159,0.4443485763589301,True,2.7754486490276142
12501171025,287,586,0.48976109215017066,True,2.773497709554636
12003167703,219,426,0.5140845070422535,True,2.7727803583360733
21205131914,550,1252,0.43929712460063897,True,2.772726952902638
20701114717,462,1023,0.45161290322580644,True,2.7718767341034605
11902166004,427,934,0.45717344753747324,True,2.7700702403784017
12602172201,426,932,0.4570815450643777,True,2.768444194887762
11904167105,513,1157,0.44338807260155577,True,2.7677273424187554
11701132336,1005,2511,0.4002389486260454,True,2.767146968304653
20701114823,456,1010,0.4514851485148515,True,2.7652035903443144
30305107351,469,1046,0.4483747609942639,True,2.758730051449546
12101168444,438,968,0.4524793388429752,True,2.7531102716187243
11902166015,446,989,0.45096056622851366,True,2.752013279269618
12501158228,539,1233,0.43714517437145173,True,2.7503290885822667
12602150047,262,531,0.4934086629001883,True,2.749349070490724
12501158216,328,692,0.47398843930635837,True,2.7472643674148003
12501158512,427,942,0.45329087048832273,True,2.7465452277212603
20703116217,328,693,0.4733044733044733,True,2.7433000609683145
30306107913,423,933,0.4533762057877814,True,2.7428051999604697
12601172112,624,1465,0.425938566552901,True,2.7420867095122965
20604111734,391,852,0.45892018779342725,True,2.740332604880365
30306108027,409,898,0.455456570155902,True,2.7400983054750854
12602172308,279,574,0.48606271777003485,True,2.7388611485787813
12602172519,420,928,0.4525862068965517,True,2.7348122738648706
12501158409,438,975,0.4492307692307692,True,2.733344351719923
11902165904,373,811,0.4599260172626387,True,2.724719374149964
20703116337,292,609,0.4794745484400657,True,2.7234981967700884
12103140867,423,940,0.45,True,2.722380054854381
12101168412,446,1001,0.44555444555444557,True,2.7190221110865656
12502171212,283,588,0.4812925170068027,True,2.718809029591193
11902165910,417,926,0.4503239740820734,True,2.7179219841931137
11903166503,335,717,0.46722454672245467,True,2.7178971249479407
11903166416,450,1012,0.44466403162055335,True,2.717549706300598
12602150348,487,1110,0.43873873873873875,True,2.7159311735589937
12003167810,367,799,0.4593241551939925,True,2.7137252043904856
20604150314,485,1106,0.4385171790235081,True,2.7127587546037426
11701163534,706,1710,0.4128654970760234,True,2.7088231872064212
12101168433,608,1440,0.4222222222222222,True,2.707212157477512
12602150050,436,980,0.4448979591836735,True,2.7049498704710992
30303106113,349,756,0.46164021164021163,True,2.7042575012099563
80105105314,614,1460,0.42054794520547945,True,2.700600049611782
11903137115,419,939,0.44621938232161873,True,2.695278726331455
20702115724,405,903,0.4485049833887043,True,2.6938793240738668
21205132121,496,1144,0.43356643356643354,True,2.691836235090846
12502171124,570,1347,0.42316258351893093,True,2.6859776165582225
20702115716,674,1637,0.41172877214416614,True,2.6822946570849635
50302129723,250,515,0.4854368932038835,True,2.6822587083164
20703116603,421,950,0.4431578947368421,True,2.678891828641222
30306108019,370,818,0.45232273838630804,True,2.676032717805319
12101168436,396,886,0.4469525959367946,True,2.6745358545735076
12602172512,658,1597,0.41202254226675017,True,2.6743244118363494
30501110537,952,2444,0.3895253682487725,True,2.6719940213906708
21204131029,492,1142,0.4308231173380035,True,2.6713226914439607
20701114814,325,705,0.46099290780141844,True,2.6677186509846527
20702142527,241,496,0.48588709677419356,True,2.667004016136616
20802117460,519,1217,0.4264585045193098,True,2.6669984825042485
20701114729,352,775,0.4541935483870968,True,2.664511943278091
11902165926,373,830,0.4493975903614458,True,2.6623462800429163
12103141057,641,1557,0.41168914579319205,True,2.6614008366507806
11903166414,240,495,0.48484848484848486,True,2.65929548290456
20604111821,567,1354,0.41875923190546527,True,2.6558218939548692
12501158504,535,1266,0.4225908372827804,True,2.655617516724233
12003167712,514,1209,0.4251447477253929,True,2.6546747617379327
