SA1_CODE_2021,Philippines_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
11603131957,170,545,0.3119266055045872,True,408,1800,1765,3.0,0.2311614730878187,0.2353453911527566,Affordable,Affordable
11902136204,170,1477,0.11509817197020988,True,445,2181,1656,2.3,0.26871980676328505,0.3039297658862876,Affordable,Moderately_Affordable
50602131005,170,1284,0.13239875389408098,True,350,1768,1491,2.5,0.2347417840375587,0.27364185110663986,Affordable,Affordable
51103127932,169,805,0.20993788819875778,True,300,1517,2316,2.9,0.12953367875647667,0.15115583897967316,Affordable,Affordable
21304135919,169,765,0.22091503267973855,True,381,2000,2120,2.8,0.17971698113207546,0.21770682148040638,Affordable,Affordable
50703116932,169,984,0.1717479674796748,True,400,2167,2471,3.4,0.16187778227438285,0.2023783581857236,Affordable,Affordable
12403170814,169,1152,0.1467013888888889,True,545,2452,2612,3.3,0.20865237366003062,0.2166332901401814,Affordable,Affordable
12405158109,168,1325,0.12679245283018867,True,350,1907,1320,2.3,0.26515151515151514,0.3333916083916084,Affordable,Moderately_Affordable
11603131932,168,1073,0.1565703634669152,True,430,2167,1741,3.0,0.2469844916714532,0.28723545265762385,Affordable,Affordable
21004153908,168,1468,0.11444141689373297,True,426,2000,2200,3.1,0.19363636363636363,0.2097902097902098,Affordable,Affordable
50604113632,168,794,0.21158690176322417,True,355,1800,2095,3.9,0.16945107398568018,0.19827427941986414,Affordable,Affordable
11603131958,168,891,0.18855218855218855,True,430,2069,2323,3.6,0.18510546706844597,0.20553660717242292,Affordable,Affordable
11601130734,167,947,0.17634635691657866,True,300,1845,1333,2.7,0.2250562640660165,0.31940677477061574,Affordable,Moderately_Affordable
11603131712,167,807,0.20693928128872366,True,380,2030,1974,3.7,0.19250253292806485,0.23731587561374795,Affordable,Affordable
21305158615,167,1578,0.10583016476552598,True,401,2233,2365,3.2,0.16955602536997885,0.2178890876565295,Affordable,Affordable
50601130807,167,687,0.2430858806404658,True,410,1733,1855,2.6,0.2210242587601078,0.21559195521459673,Affordable,Affordable
11602163107,167,642,0.2601246105919003,True,600,2700,3013,3.6,0.19913707268503153,0.20679619086522505,Affordable,Affordable
50601111059,167,1404,0.11894586894586895,True,355,1858,1944,2.9,0.18261316872427982,0.22056030389363723,Affordable,Affordable
11802157019,166,1170,0.14188034188034188,True,522,2600,2079,2.1,0.2510822510822511,0.2886002886002886,Affordable,Affordable
40204104823,166,1134,0.14638447971781304,True,265,1300,1303,2.8,0.20337682271680738,0.23023791250959325,Affordable,Affordable
11601130416,166,1046,0.1586998087954111,True,425,2167,2013,3.2,0.21112767014406358,0.2484237074401009,Affordable,Affordable
11602130919,166,1264,0.13132911392405064,True,690,3000,3957,3.8,0.17437452615617893,0.1749577185513501,Affordable,Affordable
70104104203,166,1636,0.10146699266503667,True,405,2617,2437,2.8,0.1661879359868691,0.24781414728070453,Affordable,Affordable
11601130443,165,972,0.1697530864197531,True,520,2478,2397,3.1,0.2169378389653734,0.2385674400693174,Affordable,Affordable
12302170519,165,1464,0.11270491803278689,True,400,2210,1866,3.0,0.21436227224008575,0.2733118971061093,Affordable,Affordable
11602156306,165,891,0.18518518518518517,True,450,2333,2250,3.0,0.2,0.2392820512820513,Affordable,Affordable
40401109723,164,1582,0.10366624525916561,True,300,1559,1364,2.8,0.21994134897360704,0.2637604331152718,Affordable,Affordable
11603131414,164,615,0.26666666666666666,True,395,2029,1812,3.1,0.21799116997792495,0.2584055017829852,Affordable,Affordable
11504162505,164,1124,0.14590747330960854,True,750,2737,3147,3.4,0.23832221163012393,0.20070396714819974,Affordable,Affordable
21203155740,163,1402,0.11626248216833096,True,411,2000,2144,4.0,0.19169776119402984,0.21526980482204364,Affordable,Affordable
21205156820,163,1311,0.12433257055682685,True,405,2000,1887,2.8,0.21462639109697934,0.24458847988259752,Affordable,Affordable
21301156930,163,1078,0.15120593692022263,True,400,1950,2267,3.7,0.17644464049404499,0.1985002205558006,Affordable,Affordable
11603131532,163,803,0.20298879202988793,True,410,2113,2285,3.5,0.17943107221006566,0.21339841777478538,Affordable,Affordable
11603131923,163,1030,0.15825242718446603,True,425,1517,1818,3.2,0.23377337733773376,0.19256156384869255,Affordable,Affordable
12302143755,163,864,0.1886574074074074,True,490,2383,2022,2.6,0.2423343224530168,0.27196986989271854,Affordable,Affordable
11602162904,162,1249,0.1297037630104083,True,580,2817,2796,3.7,0.20743919885550788,0.23250247606470784,Affordable,Affordable
11603131752,162,739,0.21921515561569688,True,340,1604,1640,3.1,0.2073170731707317,0.22570356472795497,Affordable,Affordable
11603131526,162,505,0.3207920792079208,True,400,1733,2083,3.5,0.19203072491598655,0.1919937959304258,Affordable,Affordable
21201154628,162,809,0.20024721878862795,True,410,2042,2130,3.1,0.19248826291079812,0.22123510292524376,Affordable,Affordable
21301132917,162,1335,0.12134831460674157,True,475,2000,2361,3.9,0.20118593816179586,0.19548431238393119,Affordable,Affordable
11504162312,162,1205,0.13443983402489626,True,590,3033,3218,3.5,0.18334369173399628,0.21750250992016062,Affordable,Affordable
21301133430,162,1112,0.14568345323741008,True,330,1365,1079,2.5,0.30583873957367935,0.2919369786839666,Moderately_Affordable,Affordable
50503110036,162,976,0.16598360655737704,True,395,1820,2119,3.2,0.18640868334119867,0.19820670127418594,Affordable,Affordable
11603131934,161,759,0.21212121212121213,True,400,2158,1642,2.7,0.243605359317905,0.3032886723507917,Affordable,Moderately_Affordable
11603131949,161,598,0.2692307692307692,True,440,2600,1987,3.3,0.2214393558127831,0.3019627579265224,Affordable,Moderately_Affordable
12703173113,161,957,0.16823406478578892,True,380,1400,1125,2.4,0.3377777777777778,0.28717948717948716,Moderately_Affordable,Affordable
11904167020,160,1026,0.15594541910331383,True,430,1787,1868,2.4,0.23019271948608136,0.2207626420688519,Affordable,Affordable
11904137719,160,1500,0.10666666666666667,True,500,2245,1867,2.6,0.2678093197643278,0.2774916567096535,Affordable,Affordable
11603131546,160,939,0.1703940362087327,True,400,2000,2237,3.6,0.17881090746535538,0.20632027784464083,Affordable,Affordable
11902166004,160,934,0.17130620985010706,True,350,2000,1472,2.6,0.23777173913043478,0.31354515050167225,Affordable,Moderately_Affordable
21301156919,160,1185,0.1350210970464135,True,400,1796,2113,3.4,0.18930430667297682,0.19614838545269211,Affordable,Affordable
31402138948,160,892,0.17937219730941703,True,450,2100,2277,3.4,0.1976284584980237,0.21283064761325632,Affordable,Affordable
21304146111,160,797,0.20075282308657466,True,390,1842,1481,3.1,0.26333558406482105,0.2870202046434322,Affordable,Affordable
11603131407,159,906,0.17549668874172186,True,440,2274,1978,3.5,0.2224469160768453,0.2653029478105312,Affordable,Affordable
11602163305,159,735,0.2163265306122449,True,550,2525,2963,3.3,0.18562267971650354,0.1966561956437083,Affordable,Affordable
21304157206,159,1117,0.1423455684870188,True,331,1878,2105,2.9,0.15724465558194775,0.20588342773615934,Affordable,Affordable
20203103319,158,501,0.3153692614770459,True,133,670,966,2.2,0.13768115942028986,0.16005733397037744,Affordable,Affordable
12102140371,158,1119,0.14119749776586238,True,490,2392,2325,2.5,0.210752688172043,0.23741935483870968,Affordable,Affordable
12302144107,158,1275,0.12392156862745098,True,360,1950,1403,2.7,0.25659301496792586,0.3207412687099073,Affordable,Moderately_Affordable
11601130439,158,1130,0.13982300884955753,True,380,1775,1449,2.7,0.26224982746721875,0.282688326166587,Affordable,Affordable
50701116141,158,1151,0.1372719374456994,True,400,2102,2135,2.5,0.1873536299765808,0.22720230589083049,Affordable,Affordable
12102157715,158,1086,0.14548802946593,True,415,2050,1649,2.2,0.25166767738023044,0.28688715771796425,Affordable,Affordable
11602163109,158,1453,0.10874053682037164,True,560,2849,3023,3.3,0.185246443929871,0.21748645003689662,Affordable,Affordable
50102101408,158,463,0.3412526997840173,True,250,1083,1218,2.3,0.20525451559934318,0.20519136036377417,Affordable,Affordable
11603131409,158,613,0.25774877650897227,True,410,2102,2139,3.3,0.1916783543712015,0.22677743014348906,Affordable,Affordable
11603131918,157,943,0.1664899257688229,True,400,2342,1557,3.3,0.25690430314707774,0.3471172372906477,Affordable,Moderately_Affordable
11601130422,157,663,0.2368024132730015,True,400,2392,2022,3.2,0.19782393669634027,0.27299703264094954,Affordable,Affordable
11601130412,157,774,0.20284237726098192,True,380,2000,1445,2.7,0.2629757785467128,0.31940377961139205,Affordable,Moderately_Affordable
11603131513,156,825,0.1890909090909091,True,438,2140,2218,3.1,0.19747520288548243,0.2226538114725671,Affordable,Affordable
50703116913,156,933,0.16720257234726688,True,350,1600,1981,2.9,0.17667844522968199,0.18638605211043374,Affordable,Affordable
31001127201,156,959,0.16266944734098018,True,355,1254,1255,2.8,0.28286852589641437,0.230585350904076,Affordable,Affordable
50703116930,156,1063,0.14675446848541862,True,395,1950,2583,3.2,0.1529229578010066,0.17421602787456447,Affordable,Affordable
50201102317,156,853,0.182883939038687,True,300,1500,1180,2.5,0.2542372881355932,0.29335071707953064,Affordable,Affordable
30805153411,156,1166,0.13379073756432247,True,220,953,790,1.8,0.27848101265822783,0.2783836416747809,Affordable,Affordable
50201102735,156,1418,0.11001410437235543,True,350,1919,2097,3.0,0.16690510252742013,0.21118080774733136,Affordable,Affordable
12003167612,156,926,0.16846652267818574,True,430,1900,1696,2.2,0.2535377358490566,0.2585268505079826,Affordable,Affordable
11603131955,155,687,0.22561863173216884,True,433,1950,1733,3.1,0.24985574148874784,0.259665320253895,Affordable,Affordable
11602162804,155,1074,0.14432029795158285,True,630,2900,3408,3.7,0.18485915492957747,0.19637053087757314,Affordable,Affordable
11603131406,155,949,0.16332982086406744,True,445,2167,2397,3.5,0.18564872757613685,0.20862616732454028,Affordable,Affordable
21203156205,154,1283,0.12003117692907249,True,346,1300,1386,3.0,0.24963924963924963,0.21645021645021645,Affordable,Affordable
40402110201,154,1176,0.13095238095238096,True,350,1517,1557,3.3,0.224791265253693,0.22484066992737514,Affordable,Affordable
70201104914,154,868,0.1774193548387097,True,350,1192,1733,2.0,0.20196191575302944,0.1587287496116117,Affordable,Affordable
50403129923,154,865,0.17803468208092485,True,380,1883,1942,2.9,0.1956745623069001,0.2237582191238216,Affordable,Affordable
11601156110,154,946,0.16279069767441862,True,400,2342,2071,3.4,0.19314340898116852,0.26096645990417117,Affordable,Affordable
40402110108,154,1261,0.12212529738302934,True,300,1340,1369,2.8,0.2191380569758948,0.22588076642130697,Affordable,Affordable
11603131503,154,577,0.2668977469670711,True,465,2167,2340,3.6,0.1987179487179487,0.21370808678500985,Affordable,Affordable
11601130448,154,619,0.24878836833602586,True,515,2616,2343,2.8,0.21980367050789587,0.25765783512262386,Affordable,Affordable
70102102508,154,1218,0.12643678160919541,True,398,1769,2189,2.3,0.18181818181818182,0.18649190005973926,Affordable,Affordable
21304146107,154,1037,0.1485053037608486,True,390,1600,1625,3.4,0.24,0.2272189349112426,Affordable,Affordable
11602163104,154,1305,0.11800766283524904,True,630,3000,3208,3.7,0.19638403990024939,0.2158066372530213,Affordable,Affordable
70102102007,153,1256,0.12181528662420382,True,500,2235,2843,3.1,0.17587055926837847,0.18141724613761195,Affordable,Affordable
70104103603,153,967,0.15822130299896586,True,350,1800,1909,2.5,0.18334206390780514,0.21759277914332917,Affordable,Affordable
80109110908,153,694,0.22046109510086456,True,368,1487,1702,1.7,0.21621621621621623,0.20161800596583204,Affordable,Affordable
70102101307,153,814,0.18796068796068796,True,460,1660,2750,3.0,0.16727272727272727,0.1393006993006993,Affordable,Affordable
50701116017,152,1052,0.1444866920152091,True,350,1534,1460,2.1,0.23972602739726026,0.24246575342465754,Affordable,Affordable
31202135811,152,1071,0.1419234360410831,True,320,1623,1760,2.1,0.18181818181818182,0.21280594405594405,Affordable,Affordable
11601130718,152,938,0.16204690831556504,True,313,2275,1017,2.3,0.3077679449360865,0.5162241887905604,Moderately_Affordable,Very_Expensive
21304146304,152,831,0.1829121540312876,True,450,1975,2318,3.4,0.19413287316652286,0.19662175615583727,Affordable,Affordable
21304157113,152,1140,0.13333333333333333,True,351,1600,1670,3.3,0.21017964071856288,0.22109626900046062,Affordable,Affordable
80109110915,152,1219,0.12469237079573421,True,420,1625,2231,2.3,0.18825638727028238,0.16808606006275212,Affordable,Affordable
12405158019,152,1028,0.14785992217898833,True,373,1885,1593,2.9,0.23414940364092907,0.2730696798493409,Affordable,Affordable
50603112739,152,1339,0.1135175504107543,True,380,1733,2053,3.0,0.1850949829517779,0.19479935553973546,Affordable,Affordable
11603131545,152,698,0.2177650429799427,True,428,1975,1812,3.4,0.23620309050772628,0.25152827305145187,Affordable,Affordable
12501158633,151,1280,0.11796875,True,505,2382,1885,3.1,0.26790450928381965,0.29161395633544174,Affordable,Affordable
31802147111,151,1164,0.12972508591065293,True,323,1462,1762,2.7,0.18331441543700341,0.1914782153147647,Affordable,Affordable
21301157004,151,1126,0.1341030195381883,True,400,1942,2291,3.5,0.17459624618070713,0.19561494812476915,Affordable,Affordable
11603131902,151,694,0.21757925072046108,True,468,2058,2232,3.3,0.20967741935483872,0.21277915632754343,Affordable,Affordable
11603131751,151,722,0.20914127423822715,True,400,2110,1763,3.5,0.22688598979013047,0.2761900606483704,Affordable,Affordable
50403105753,150,1285,0.11673151750972763,True,360,2000,2077,3.1,0.17332691381800674,0.22221399207436762,Affordable,Affordable
31202134605,150,819,0.18315018315018314,True,268,1420,1098,1.8,0.24408014571949,0.2984447246742329,Affordable,Affordable
21301157011,150,1473,0.10183299389002037,True,277,1950,1788,3.3,0.15492170022371365,0.2516778523489933,Affordable,Affordable
11601130646,150,750,0.2,True,420,1950,1833,2.9,0.22913256955810146,0.24549918166939444,Affordable,Affordable
11602162911,150,1249,0.1200960768614892,True,550,3000,2971,3.3,0.18512285425782565,0.23302177459027004,Affordable,Affordable
51103127907,149,677,0.22008862629246675,True,300,1300,2050,2.2,0.14634146341463414,0.14634146341463414,Affordable,Affordable
11601130622,149,877,0.16989737742303307,True,435,2151,2236,3.3,0.1945438282647585,0.22199669739920186,Affordable,Affordable
50705131218,149,1195,0.12468619246861924,True,343,1800,1937,2.8,0.17707795560144554,0.21444740081807712,Affordable,Affordable
11602163324,149,1489,0.10006715916722633,True,643,2600,3656,3.6,0.17587527352297594,0.16411378555798686,Affordable,Affordable
21301157015,149,999,0.14914914914914915,True,400,1950,2444,3.7,0.16366612111292964,0.18412438625204583,Affordable,Affordable
12302144108,149,1124,0.13256227758007116,True,380,1886,1809,2.7,0.21006080707573244,0.24059191223370327,Affordable,Affordable
70102102004,149,837,0.17801672640382318,True,350,1411,1733,2.2,0.20196191575302944,0.18789116250166452,Affordable,Affordable
31802147214,149,1070,0.13925233644859814,True,270,1300,910,2.0,0.2967032967032967,0.32967032967032966,Affordable,Moderately_Affordable
50703116904,149,882,0.1689342403628118,True,360,1889,2163,3.0,0.1664355062413315,0.20153632774991997,Affordable,Affordable
11603131325,148,1010,0.14653465346534653,True,350,1544,1406,3.3,0.24893314366998578,0.25341941131414814,Affordable,Affordable
21305158822,147,1444,0.1018005540166205,True,384,1831,2169,3.4,0.17704011065006917,0.19480795829343547,Affordable,Affordable
50701125918,147,534,0.2752808988764045,True,390,1950,2067,2.6,0.18867924528301888,0.21770682148040638,Affordable,Affordable
31202134603,147,680,0.2161764705882353,True,250,1404,1011,1.8,0.24727992087042533,0.32047477744807124,Affordable,Moderately_Affordable
11603131953,147,621,0.23671497584541062,True,430,2195,2036,3.8,0.2111984282907662,0.24879099289708326,Affordable,Affordable
21304135933,147,1078,0.13636363636363635,True,400,2025,2101,2.9,0.19038553069966682,0.22242155750009154,Affordable,Affordable
11602163009,147,1030,0.14271844660194175,True,550,2721,2777,3.2,0.19805545552754772,0.22611562006592614,Affordable,Affordable
11602156351,147,597,0.24623115577889448,True,400,1977,2166,2.9,0.18467220683287167,0.21063285744726187,Affordable,Affordable
12302144343,147,714,0.20588235294117646,True,385,1950,1733,3.1,0.22215810732833238,0.259665320253895,Affordable,Affordable
12302170528,147,1189,0.12363330529857022,True,560,2600,3191,3.4,0.1754935756816045,0.1880288310874334,Affordable,Affordable
30306107909,146,1182,0.12351945854483926,True,400,1733,1829,3.0,0.21869874248223073,0.21865668503175337,Affordable,Affordable
50604113609,146,869,0.16800920598388952,True,300,1330,1383,2.5,0.21691973969631237,0.22192557984315034,Affordable,Affordable
21301133122,146,741,0.1970310391363023,True,350,1550,1676,3.0,0.20883054892601433,0.21342023131999266,Affordable,Affordable
11601130432,146,1096,0.1332116788321168,True,400,2299,2018,2.8,0.19821605550049554,0.26290310284363805,Affordable,Affordable
21305158306,146,1195,0.12217573221757322,True,391,1950,2370,3.7,0.1649789029535865,0.189873417721519,Affordable,Affordable
50703116947,146,467,0.31263383297644537,True,330,1710,1647,2.5,0.20036429872495445,0.23959646910466584,Affordable,Affordable
11601130433,145,775,0.1870967741935484,True,420,2114,1843,2.9,0.22788931090613132,0.2647021995909679,Affordable,Affordable
11601130338,145,951,0.15247108307045215,True,373,1950,1578,2.7,0.23637515842839038,0.28517110266159695,Affordable,Affordable
11303126939,145,790,0.18354430379746836,True,200,1235,949,1.9,0.2107481559536354,0.30031612223393045,Affordable,Moderately_Affordable
31302157226,145,1339,0.10828976848394324,True,360,1517,1610,2.7,0.2236024844720497,0.21743908265647396,Affordable,Affordable
12703173317,145,620,0.23387096774193547,True,580,2550,2821,3.7,0.20560085076214107,0.20860033266981157,Affordable,Affordable
50901123312,145,1289,0.11249030256012413,True,340,1600,1493,2.6,0.2277294038847957,0.24730794992014013,Affordable,Affordable
21203130055,145,1142,0.12697022767075306,True,376,2000,1961,3.3,0.1917389087200408,0.23535872592476367,Affordable,Affordable
30701117616,145,1236,0.11731391585760517,True,290,1138,2250,2.6,0.1288888888888889,0.11671794871794872,Affordable,Affordable
50503130318,145,1373,0.1056081573197378,True,370,2085,1991,2.7,0.18583626318432947,0.24166441293513116,Affordable,Affordable
21301133536,145,1184,0.12246621621621621,True,338,1300,1239,3.0,0.27280064568200163,0.24213075060532688,Affordable,Affordable
21301133514,145,933,0.15541264737406216,True,271,1300,1016,2.2,0.26673228346456695,0.2952755905511811,Affordable,Affordable
12302170608,145,1134,0.12786596119929453,True,380,1821,1653,3.1,0.22988505747126436,0.2542230908837079,Affordable,Affordable
11601156106,145,1272,0.1139937106918239,True,450,2121,2092,3.1,0.21510516252390058,0.2339682306221503,Affordable,Affordable
30306107918,145,1202,0.12063227953410982,True,415,1811,1618,2.9,0.2564894932014833,0.2582960920414567,Affordable,Affordable
11601156107,145,1040,0.13942307692307693,True,415,2000,1762,2.9,0.235527809307605,0.2619401030297739,Affordable,Affordable
21305158349,144,1142,0.12609457092819615,True,371,1800,2095,3.3,0.17708830548926013,0.19827427941986414,Affordable,Affordable
11602162829,144,1435,0.10034843205574913,True,680,2824,3423,3.6,0.19865614957639496,0.19038630081574867,Affordable,Affordable
12302144311,144,868,0.16589861751152074,True,420,2058,2044,3.3,0.2054794520547945,0.23234984193888303,Affordable,Affordable
12503171508,144,1145,0.125764192139738,True,650,2392,2856,3.6,0.22759103641456582,0.19327731092436976,Affordable,Affordable
11602163204,143,1223,0.1169255928045789,True,450,2500,2510,2.8,0.17928286852589642,0.22984983144345694,Affordable,Affordable
70102101003,143,1184,0.12077702702702703,True,316,1900,2010,2.8,0.1572139303482587,0.21814006888633755,Affordable,Affordable
50604113240,143,1116,0.12813620071684587,True,350,1800,1697,2.7,0.20624631703005303,0.24477584878292008,Affordable,Affordable
21304146104,143,1249,0.11449159327461969,True,451,2000,2263,3.5,0.1992929739284136,0.2039498283422278,Affordable,Affordable
21305158818,143,1201,0.11906744379683597,True,401,2000,2419,3.8,0.16577097974369573,0.19079721436067035,Affordable,Affordable
12501158509,142,885,0.16045197740112993,True,333,1825,1323,2.3,0.25170068027210885,0.31833246118960407,Affordable,Moderately_Affordable
11601156125,142,1285,0.11050583657587548,True,440,2002,1818,3.1,0.24202420242024203,0.25412541254125415,Affordable,Affordable
21301133117,142,1293,0.10982211910286156,True,375,1389,1722,3.0,0.21777003484320556,0.1861431251675154,Affordable,Affordable
12403146261,142,936,0.1517094017094017,True,495,2383,2518,3.4,0.1965845909451946,0.2183967739964563,Affordable,Affordable
70104104406,142,1198,0.11853088480801335,True,400,1975,2038,2.7,0.19627085377821393,0.22363554012229184,Affordable,Affordable
12405158105,142,1226,0.11582381729200653,True,390,1733,1649,2.4,0.23650697392359005,0.24252460698791808,Affordable,Affordable
50604113639,142,893,0.1590145576707727,True,350,1728,1444,2.9,0.24238227146814403,0.2761559769870019,Affordable,Affordable
21301133842,142,1038,0.13680154142581888,True,375,1625,1728,3.0,0.2170138888888889,0.2170138888888889,Affordable,Affordable
11603131510,142,625,0.2272,True,400,1875,1937,3.2,0.20650490449148168,0.223382709185497,Affordable,Affordable
12701150527,142,1303,0.10897927858787414,True,530,2498,2276,3.0,0.23286467486818982,0.25327835609030686,Affordable,Affordable
11603131412,142,801,0.1772784019975031,True,388,2167,1821,3.1,0.21306974190005493,0.27461665188189077,Affordable,Affordable
12405158136,141,811,0.17385943279901356,True,420,1950,1784,3.0,0.23542600896860988,0.2522421524663677,Affordable,Affordable
12703173108,141,1263,0.11163895486935867,True,390,1743,1455,2.5,0.26804123711340205,0.2764472640761301,Affordable,Affordable
21304135914,141,747,0.18875502008032127,True,380,1945,1875,2.9,0.20266666666666666,0.2393846153846154,Affordable,Affordable
11603131749,141,580,0.24310344827586206,True,300,1290,1068,2.1,0.2808988764044944,0.2787381158167675,Affordable,Affordable
50403105637,141,1140,0.12368421052631579,True,355,1688,1357,2.7,0.26160648489314664,0.2870585567711581,Affordable,Affordable
11601162718,141,1286,0.10964230171073094,True,445,2167,2314,3.1,0.19230769230769232,0.2161093012432684,Affordable,Affordable
50602111823,141,1124,0.12544483985765126,True,375,1788,1721,2.4,0.2178965717606043,0.23975327403566798,Affordable,Affordable
50102101517,141,1098,0.1284153005464481,True,320,1517,1600,2.9,0.2,0.21879807692307693,Affordable,Affordable
11601130636,140,414,0.33816425120772947,True,450,2383,2025,3.0,0.2222222222222222,0.27156695156695154,Affordable,Affordable
11701163517,140,1074,0.1303538175046555,True,450,2000,1708,2.5,0.26346604215456676,0.2702215816969915,Affordable,Affordable
11603131728,140,920,0.15217391304347827,True,400,2167,1542,3.1,0.2594033722438392,0.324304100568692,Affordable,Moderately_Affordable
11603131720,140,1159,0.12079378774805867,True,350,1723,1324,2.9,0.26435045317220546,0.3003137346037648,Affordable,Moderately_Affordable
11601162604,140,1392,0.10057471264367816,True,378,2167,1551,2.8,0.2437137330754352,0.32242225859247137,Affordable,Moderately_Affordable
12602172430,140,1157,0.12100259291270528,True,380,2159,1566,2.1,0.24265644955300128,0.3181550250515768,Affordable,Moderately_Affordable
11603131519,140,751,0.18641810918774968,True,400,2167,2018,3.4,0.19821605550049554,0.24780818784783107,Affordable,Affordable
31202135802,140,893,0.15677491601343785,True,270,1517,1447,2.2,0.18659295093296477,0.24193291159427993,Affordable,Affordable
50403129912,139,1098,0.12659380692167577,True,370,1860,2100,3.1,0.1761904761904762,0.2043956043956044,Affordable,Affordable
12602150314,139,1196,0.11622073578595318,True,350,2000,1516,1.9,0.23087071240105542,0.30444489547391923,Affordable,Moderately_Affordable
11602156347,139,1258,0.11049284578696343,True,430,2167,2347,3.3,0.1832126118449084,0.21307069581462423,Affordable,Affordable
11602156308,139,689,0.20174165457184326,True,455,2003,2014,2.9,0.22591857000993049,0.22950882285539684,Affordable,Affordable
50601111052,139,675,0.20592592592592593,True,360,1822,2116,3.2,0.17013232514177692,0.1987058310309728,Affordable,Affordable
11601156112,139,956,0.14539748953974896,True,500,2300,2355,3.5,0.21231422505307856,0.2253797158255757,Affordable,Affordable
11904137829,139,1127,0.1233362910381544,True,500,2400,2291,2.8,0.21824530772588388,0.24174864855790215,Affordable,Affordable
21304146321,139,1210,0.11487603305785124,True,427,2100,2446,3.4,0.17457072771872445,0.19812566828102396,Affordable,Affordable
21305158827,139,787,0.17662007623888182,True,411,1950,2304,3.8,0.17838541666666666,0.1953125,Affordable,Affordable
50903124911,139,1305,0.10651340996168582,True,246,1145,1320,2.2,0.18636363636363637,0.20017482517482518,Affordable,Affordable
50703117413,139,964,0.1441908713692946,True,350,1600,1645,2.9,0.2127659574468085,0.22445639466916062,Affordable,Affordable
12703152421,139,1058,0.13137996219281664,True,520,2000,2662,3.2,0.19534184823441023,0.17338033866959487,Affordable,Affordable
11303126727,139,1067,0.1302717900656045,True,200,915,919,2.2,0.2176278563656148,0.22976479450908177,Affordable,Affordable
50901123321,138,1239,0.11138014527845036,True,305,1571,1551,2.7,0.19664732430689877,0.2337449784258295,Affordable,Affordable
11601130650,138,964,0.14315352697095435,True,350,1767,1489,2.8,0.23505708529214236,0.2738544195898125,Affordable,Affordable
70104103907,138,1052,0.1311787072243346,True,330,1733,1613,2.7,0.20458772473651582,0.24793743144642091,Affordable,Affordable
11601130318,138,860,0.16046511627906976,True,370,1944,1387,2.6,0.26676279740447006,0.32344295934778994,Affordable,Moderately_Affordable
70102101305,138,1110,0.12432432432432433,True,380,1667,2166,3.1,0.17543859649122806,0.17760494353292136,Affordable,Affordable
21301133505,138,768,0.1796875,True,317,1768,1268,2.7,0.25,0.3217665615141956,Affordable,Moderately_Affordable
21203156204,138,1246,0.11075441412520064,True,360,1733,1666,3.4,0.21608643457382953,0.24004986610028628,Affordable,Affordable
11603131903,138,974,0.14168377823408623,True,450,2167,2125,3.2,0.21176470588235294,0.23533031674208144,Affordable,Affordable
31202135816,138,883,0.15628539071347677,True,378,1693,1968,2.6,0.19207317073170732,0.19852251407129456,Affordable,Affordable
31402138950,138,999,0.13813813813813813,True,425,1950,2397,3.1,0.1773049645390071,0.18773466833541927,Affordable,Affordable
30305107358,138,1257,0.10978520286396182,True,400,1733,1895,3.1,0.21108179419525067,0.2110412015425208,Affordable,Affordable
31103131134,138,928,0.14870689655172414,True,350,1690,1906,2.9,0.18363064008394545,0.20461699895068206,Affordable,Affordable
50403129904,138,1266,0.10900473933649289,True,325,1800,2029,2.9,0.16017742730409068,0.20472381241232893,Affordable,Affordable
50403106514,138,594,0.23232323232323232,True,320,1480,1449,2.7,0.22084195997239475,0.23570632266284441,Affordable,Affordable
50403105628,138,1018,0.13555992141453832,True,355,1549,1761,3.1,0.2015900056785917,0.20298781286856243,Affordable,Affordable
50603112715,138,1283,0.10756040530007795,True,320,1541,1583,2.7,0.20214782059380923,0.22464648428009135,Affordable,Affordable
12302143737,138,680,0.20294117647058824,True,440,2045,2216,2.9,0.19855595667870035,0.2129616773118578,Affordable,Affordable
50602130908,137,1032,0.13275193798449614,True,350,1750,1702,2.7,0.2056404230317274,0.23727741119045467,Affordable,Affordable
50701125907,137,1203,0.11388196176226101,True,395,2000,2137,2.7,0.18483855872718766,0.2159749469061589,Affordable,Affordable
11504162318,137,794,0.172544080604534,True,600,3358,3333,3.7,0.18001800180018002,0.2325001730942325,Affordable,Affordable
70102101908,137,933,0.14683815648445875,True,420,1733,2338,3.3,0.17964071856287425,0.17105349740080278,Affordable,Affordable
11602156346,137,802,0.1708229426433915,True,545,2600,3015,3.5,0.18076285240464346,0.19900497512437812,Affordable,Affordable
12602172435,137,1216,0.11266447368421052,True,350,2500,1447,1.9,0.24187975120939875,0.398702886608899,Affordable,Moderately_Affordable
11904137822,137,1299,0.10546574287913779,True,490,1859,2064,2.6,0.2374031007751938,0.20784883720930233,Affordable,Affordable
21304146208,137,821,0.1668696711327649,True,453,1950,2267,3.9,0.19982355535950597,0.1985002205558006,Affordable,Affordable
30202102830,136,1124,0.12099644128113879,True,360,1509,1483,1.8,0.24275118004045854,0.2348150837699051,Affordable,Affordable
