SA1_CODE_2021,Philippines_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
30501111103,257,1350,0.19037037037037038,True,390,1450,1625,1.9,0.24,0.20591715976331362,Affordable,Affordable
70102102804,257,1267,0.20284135753749014,True,320,1679,2039,2.8,0.1569396763119176,0.19002527634209831,Affordable,Affordable
50403105744,256,1303,0.19646968534151957,True,360,2000,2203,3.4,0.1634135270086246,0.209504521805929,Affordable,Affordable
11602156334,255,1495,0.1705685618729097,True,425,2000,2166,3.0,0.19621421975992612,0.21308331557639038,Affordable,Affordable
50604113636,254,695,0.36546762589928056,True,266,2000,1819,3.0,0.1462341946124244,0.2537319744576479,Affordable,Affordable
11603131753,253,668,0.3787425149700599,True,400,1680,1625,3.5,0.24615384615384617,0.23857988165680474,Affordable,Affordable
11601156026,252,1243,0.20273531777956558,True,385,1687,1586,2.7,0.24274905422446405,0.24546512755844407,Affordable,Affordable
11602162925,252,907,0.27783902976846747,True,610,2983,2862,3.7,0.21313766596785463,0.24052572165779712,Affordable,Affordable
40502111910,252,1157,0.21780466724286948,True,225,867,1119,2.2,0.20107238605898123,0.17879975252629407,Affordable,Affordable
31303137012,251,743,0.33781965006729475,True,343,1473,1399,2.7,0.24517512508934952,0.24297575191070545,Affordable,Affordable
50403129924,251,1218,0.20607553366174056,True,365,1994,2335,3.3,0.15631691648822268,0.19706802833141163,Affordable,Affordable
11603131328,250,1017,0.24582104228121926,True,350,1759,1812,3.5,0.19315673289183222,0.2240193581253184,Affordable,Affordable
21203156215,249,1214,0.20510708401976935,True,398,2000,2008,3.3,0.19820717131474103,0.22984983144345694,Affordable,Affordable
70104104216,248,1083,0.22899353647276086,True,578,2196,2490,3.1,0.2321285140562249,0.20352177942539387,Affordable,Affordable
11603131648,247,1837,0.13445835601524225,True,459,2383,2388,3.7,0.1922110552763819,0.2302860456126788,Affordable,Affordable
12302170501,246,1145,0.21484716157205241,True,380,1670,1467,2.5,0.25903203817314246,0.26270253264118293,Affordable,Affordable
21304157417,245,1586,0.1544766708701135,True,414,2000,2176,3.5,0.19025735294117646,0.21210407239819004,Affordable,Affordable
11602163245,244,2111,0.11558503079109426,True,450,2221,1923,2.1,0.23400936037441497,0.2665306612264491,Affordable,Affordable
12302143721,242,1044,0.23180076628352492,True,480,2216,2515,3.4,0.1908548707753479,0.2033338430952745,Affordable,Affordable
70104104212,242,1090,0.22201834862385322,True,525,2167,2616,3.1,0.2006880733944954,0.1911609033168666,Affordable,Affordable
11602163108,242,1698,0.1425206124852768,True,640,3000,3523,3.7,0.1816633550950894,0.19651084084805345,Affordable,Affordable
11603131515,242,843,0.2870699881376038,True,410,2167,2015,3.4,0.20347394540942929,0.2481771330406566,Affordable,Affordable
50102101419,242,1018,0.23772102161100198,True,320,1707,2071,2.7,0.1545147271849348,0.19020911488318537,Affordable,Affordable
11603131935,242,1040,0.2326923076923077,True,438,2184,2241,3.3,0.19544846050870146,0.2248995983935743,Affordable,Affordable
31004129932,242,1622,0.14919852034525277,True,370,1733,1962,3.7,0.18858307849133538,0.2038343919077864,Affordable,Affordable
11602163112,241,1183,0.2037193575655114,True,655,3000,3259,3.4,0.20098189628720467,0.2124294852125475,Affordable,Affordable
21305158613,241,1613,0.14941103533787972,True,403,2045,2391,3.5,0.1685487243831033,0.19737477077502172,Affordable,Affordable
21305158218,241,1436,0.16782729805013927,True,400,2000,2133,3.2,0.1875293014533521,0.21637996321540626,Affordable,Affordable
11602163103,240,1081,0.22201665124884365,True,650,3286,3716,3.9,0.17491926803013993,0.2040655792001325,Affordable,Affordable
11601130403,240,1237,0.19401778496362165,True,400,2222,1854,2.9,0.21574973031283712,0.27657455812795617,Affordable,Affordable
50102101404,240,886,0.2708803611738149,True,300,1733,1625,2.6,0.18461538461538463,0.24610650887573965,Affordable,Affordable
12102140356,238,1522,0.15637319316688567,True,450,2201,2117,2.2,0.21256495040151158,0.23992587478652666,Affordable,Affordable
11602162917,238,1113,0.2138364779874214,True,600,2897,3052,3.7,0.1965923984272608,0.21904929932452868,Affordable,Affordable
