SA1_CODE_2021,Iraq_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
12702151911,290,677,0.42836041358936483,True,525,1950,1833,3.3,0.2864157119476268,0.24549918166939444,Affordable,Affordable
12702151032,290,745,0.38926174496644295,True,490,2345,1422,3.1,0.34458509142053445,0.38055826030509576,Moderately_Affordable,Moderately_Affordable
12701159710,290,985,0.29441624365482233,True,500,2600,2600,4.0,0.19230769230769232,0.23076923076923078,Affordable,Affordable
21005154508,286,711,0.4022503516174402,True,390,1559,1578,3.8,0.24714828897338403,0.22799064053816906,Affordable,Affordable
12503148032,286,1271,0.2250196695515342,True,295,1810,1421,3.2,0.2076002814919071,0.2939425106912792,Affordable,Affordable
12701159745,285,958,0.2974947807933194,True,520,2340,2009,3.3,0.2588352414136386,0.26879044300647087,Affordable,Affordable
21005154530,283,814,0.3476658476658477,True,381,1516,1597,4.0,0.2385723231058234,0.2190645922643418,Affordable,Affordable
21005154204,283,963,0.29387331256490135,True,400,1750,1613,3.2,0.24798512089274644,0.25036959320902286,Affordable,Affordable
21005154524,282,935,0.3016042780748663,True,387,1733,1580,4.0,0.2449367088607595,0.25311587147030185,Affordable,Affordable
12701159509,281,1097,0.2561531449407475,True,470,1733,1508,3.4,0.3116710875331565,0.2652009793919608,Moderately_Affordable,Affordable
21005144209,281,1324,0.2122356495468278,True,400,1800,1990,3.6,0.20100502512562815,0.20873598763046,Affordable,Affordable
12702151027,280,887,0.3156708004509583,True,425,2316,1333,2.8,0.31882970742685673,0.4009463904437648,Moderately_Affordable,Expensive
12703173228,280,1189,0.23549201009251472,True,367,2167,1335,3.0,0.27490636704119853,0.3745894554883319,Affordable,Moderately_Affordable
21005144326,280,1139,0.24582967515364354,True,386,1842,1800,3.7,0.21444444444444444,0.23615384615384616,Affordable,Affordable
12703173221,279,1044,0.2672413793103448,True,420,1544,1538,3.2,0.27308192457737324,0.2316695008502551,Affordable,Affordable
12703173109,278,898,0.30957683741648107,True,310,1207,1007,2.2,0.30784508440913605,0.2766022458177374,Moderately_Affordable,Affordable
12702150940,277,1305,0.21226053639846743,True,450,2167,1515,3.2,0.297029702970297,0.3300837776085301,Affordable,Moderately_Affordable
12702151029,277,813,0.34071340713407133,True,540,2200,2639,3.5,0.2046229632436529,0.19238056373334889,Affordable,Affordable
12702151516,277,885,0.3129943502824859,True,380,1700,1125,2.5,0.3377777777777778,0.3487179487179487,Moderately_Affordable,Moderately_Affordable
12702151021,276,732,0.3770491803278688,True,520,1800,1441,2.8,0.3608605135322693,0.288261356963647,Moderately_Affordable,Affordable
21304146113,276,2743,0.1006197593875319,True,500,2500,2801,3.7,0.1785076758300607,0.20597039518853158,Affordable,Affordable
12703173113,275,957,0.28735632183908044,True,380,1400,1125,2.4,0.3377777777777778,0.28717948717948716,Moderately_Affordable,Affordable
12702151035,275,689,0.3991291727140784,True,455,1950,1562,3.4,0.2912932138284251,0.2880921895006402,Affordable,Affordable
12702151402,274,791,0.3463969658659924,True,500,2096,1963,3.3,0.2547121752419766,0.24640463968023826,Affordable,Affordable
12702150909,273,1421,0.1921182266009852,True,470,2000,1843,3.5,0.25501899077590884,0.2504278141825619,Affordable,Affordable
21005154419,272,811,0.3353884093711467,True,369,1517,1295,3.3,0.28494208494208495,0.2703296703296703,Affordable,Affordable
12703173112,272,892,0.30493273542600896,True,400,1838,1432,3.0,0.27932960893854747,0.2961968199398367,Affordable,Affordable
12703159923,271,960,0.28229166666666666,True,403,2225,1508,3.2,0.2672413793103448,0.34049173638033053,Affordable,Moderately_Affordable
12702151522,269,731,0.3679890560875513,True,380,2051,1178,3.1,0.3225806451612903,0.4017892124853076,Moderately_Affordable,Expensive
12703173203,269,961,0.27991675338189387,True,325,1300,1148,2.5,0.28310104529616725,0.2613240418118467,Affordable,Affordable
12702151718,269,671,0.4008941877794337,True,353,2342,1375,3.4,0.25672727272727275,0.39306293706293705,Affordable,Moderately_Affordable
21005144348,268,1569,0.17080943275971958,True,371,2000,1993,3.6,0.18615153035624687,0.23157975992898222,Affordable,Affordable
12703159913,268,1012,0.2648221343873518,True,445,1850,1411,3.4,0.31537916371367825,0.302567737011394,Moderately_Affordable,Moderately_Affordable
12702151509,268,953,0.2812172088142707,True,312,1950,1057,2.6,0.29517502365184484,0.42573320719016083,Affordable,Expensive
21005144511,267,684,0.39035087719298245,True,401,2100,1828,3.5,0.21936542669584244,0.26510688436290186,Affordable,Affordable
12703159918,266,1582,0.168141592920354,True,430,2167,1358,3.5,0.3166421207658321,0.36824515690495074,Moderately_Affordable,Moderately_Affordable
12702151026,266,698,0.38108882521489973,True,480,2180,1531,3.3,0.31352057478772044,0.32859367934482236,Moderately_Affordable,Moderately_Affordable
12702151512,265,1191,0.2225020990764064,True,328,1500,922,2.2,0.3557483731019523,0.37543801101284835,Moderately_Affordable,Moderately_Affordable
12701159506,265,1229,0.21562245728234336,True,550,2178,2277,3.8,0.24154589371980675,0.22073578595317725,Affordable,Affordable
12703160102,264,1738,0.1518987341772152,True,330,1473,1198,2.2,0.27545909849749584,0.2837421343264415,Affordable,Affordable
12703159906,264,787,0.3354510800508259,True,365,1687,1093,2.6,0.33394327538883806,0.3561827011049335,Moderately_Affordable,Moderately_Affordable
12702150905,263,959,0.27424400417101147,True,490,2300,1731,3.6,0.2830733679953784,0.3066257832289028,Affordable,Moderately_Affordable
21005154532,263,901,0.29189789123196447,True,383,1568,1644,3.5,0.2329683698296837,0.2201010668163953,Affordable,Affordable
12703159907,263,1469,0.17903335602450646,True,225,1907,919,2.8,0.24483133841131666,0.47886498702603164,Affordable,Expensive
21005154321,263,1248,0.2107371794871795,True,421,2200,2133,3.7,0.19737458977965308,0.23801795953694688,Affordable,Affordable
12702150908,263,945,0.2783068783068783,True,373,1950,1437,3.3,0.2595685455810717,0.31315240083507306,Affordable,Moderately_Affordable
12701159414,262,994,0.2635814889336016,True,480,1733,2250,4.1,0.21333333333333335,0.17774358974358975,Affordable,Affordable
31701145409,262,1108,0.2364620938628159,True,295,1192,1058,2.3,0.27882797731569,0.2599970917551258,Affordable,Affordable
12702152011,262,1072,0.24440298507462688,True,440,2000,1765,3.4,0.24929178470254956,0.26149487905861846,Affordable,Affordable
12702151020,262,537,0.48789571694599626,True,550,2275,1666,3.8,0.33013205282112845,0.31512605042016806,Moderately_Affordable,Moderately_Affordable
12703159920,261,984,0.2652439024390244,True,440,2322,1395,3.5,0.3154121863799283,0.38411910669975186,Moderately_Affordable,Moderately_Affordable
12701159306,261,971,0.2687950566426365,True,570,2314,2573,3.6,0.22153128643606684,0.20753983676642052,Affordable,Affordable
12702151009,260,826,0.31476997578692495,True,504,2400,1946,3.4,0.2589928057553957,0.28460747885208315,Affordable,Affordable
12703159901,259,1237,0.20937752627324172,True,225,1900,777,2.4,0.28957528957528955,0.5643005643005643,Affordable,Very_Expensive
12703159914,259,1115,0.23228699551569507,True,400,1804,1345,3.2,0.29739776951672864,0.3095224478124106,Affordable,Moderately_Affordable
21005144231,258,1411,0.18284904323175052,True,400,2000,2117,3.5,0.1889466225791214,0.21801533374514007,Affordable,Affordable
12702151003,257,700,0.36714285714285716,True,455,2167,1428,3.2,0.31862745098039214,0.35019392372333547,Moderately_Affordable,Moderately_Affordable
21005144534,256,758,0.33773087071240104,True,390,2000,1708,3.6,0.22833723653395785,0.2702215816969915,Affordable,Affordable
12703159902,256,1102,0.2323049001814882,True,435,2084,1226,3.3,0.3548123980424144,0.3922700464299159,Moderately_Affordable,Moderately_Affordable
12701159732,254,1075,0.23627906976744187,True,560,2200,2687,4.0,0.2084108671380722,0.18894391800979074,Affordable,Affordable
12702151411,254,542,0.46863468634686345,True,263,1617,1208,3.3,0.21771523178807947,0.3089021905247071,Affordable,Moderately_Affordable
12702151013,253,758,0.3337730870712401,True,465,1975,2230,3.7,0.2085201793721973,0.20438082097274923,Affordable,Affordable
21603159403,252,1547,0.16289592760180996,True,300,1194,1011,3.3,0.29673590504451036,0.272540515863958,Affordable,Affordable
12701159428,252,1082,0.23290203327171904,True,480,2600,2250,3.5,0.21333333333333335,0.26666666666666666,Affordable,Affordable
12503148016,252,1651,0.15263476680799515,True,204,2000,877,2.6,0.23261117445838084,0.5262696254714498,Affordable,Very_Expensive
12702151932,251,776,0.3234536082474227,True,435,1867,1708,3.3,0.2546838407494145,0.2522518465141416,Affordable,Affordable
12701159614,251,854,0.2939110070257611,True,450,2015,2018,3.4,0.22299306243805747,0.23042616451932607,Affordable,Affordable
31403139431,251,1007,0.24925521350546176,True,335,1250,935,2.4,0.3582887700534759,0.30851501439736734,Moderately_Affordable,Moderately_Affordable
21005154201,250,900,0.2777777777777778,True,428,2000,1968,3.6,0.21747967479674796,0.23452157598499063,Affordable,Affordable
12703159917,250,826,0.3026634382566586,True,390,1517,1142,2.8,0.3415061295971979,0.3065472181058871,Moderately_Affordable,Moderately_Affordable
12703173104,249,501,0.49700598802395207,True,480,975,1187,2.7,0.4043807919123842,0.18955349620893008,Expensive,Affordable
12702151910,247,695,0.3553956834532374,True,520,2500,1416,3.3,0.3672316384180791,0.4074315514993481,Moderately_Affordable,Expensive
12702151408,247,923,0.2676056338028169,True,450,2167,2088,3.3,0.21551724137931033,0.23950044208664897,Affordable,Affordable
21005154211,247,1066,0.23170731707317074,True,407,2050,1821,3.6,0.22350356946732564,0.2597896337599797,Affordable,Affordable
12701159411,246,1353,0.18181818181818182,True,340,2019,1281,3.2,0.2654176424668228,0.3637182489641506,Affordable,Moderately_Affordable
21005154216,245,822,0.2980535279805353,True,391,1777,1704,3.2,0.22946009389671362,0.24065547128927411,Affordable,Affordable
12702151908,244,485,0.5030927835051546,True,540,2552,1387,3.3,0.3893294881038212,0.4246020742055349,Moderately_Affordable,Expensive
12703159904,244,982,0.2484725050916497,True,428,2400,1292,3.4,0.33126934984520123,0.42867349368897356,Moderately_Affordable,Expensive
12702152015,244,649,0.37596302003081666,True,425,1733,2107,3.4,0.20170859041290934,0.1898068708699938,Affordable,Affordable
21005144310,244,962,0.25363825363825365,True,358,1387,1418,3.1,0.2524682651622003,0.22572420527286535,Affordable,Affordable
12702151521,244,661,0.3691376701966717,True,430,2167,1297,3.3,0.3315343099460293,0.3855643200284681,Moderately_Affordable,Moderately_Affordable
21005154503,243,624,0.3894230769230769,True,370,1725,2020,4.2,0.18316831683168316,0.19706778370144706,Affordable,Affordable
12702150902,243,1314,0.18493150684931506,True,460,1925,1836,3.6,0.25054466230936817,0.24195575666163902,Affordable,Affordable
21005154512,242,948,0.2552742616033755,True,400,1733,1833,3.8,0.2182214948172395,0.21817952914515926,Affordable,Affordable
21005154215,242,1044,0.23180076628352492,True,401,1980,1944,3.4,0.20627572016460904,0.23504273504273504,Affordable,Affordable
21005154523,242,870,0.27816091954022987,True,390,1600,1761,3.7,0.22146507666098808,0.20967107849561,Affordable,Affordable
12702151002,242,639,0.37871674491392804,True,450,2500,1803,3.2,0.24958402662229617,0.3199795213106361,Affordable,Moderately_Affordable
12703173220,241,765,0.3150326797385621,True,480,1950,1875,3.5,0.256,0.24,Affordable,Affordable
21005154409,240,899,0.26696329254727474,True,375,1517,1537,3.4,0.24398178269355889,0.2277663780591562,Affordable,Affordable
31701145925,240,1182,0.20304568527918782,True,283,1300,1189,2.9,0.2380151387720774,0.2523128679562658,Affordable,Affordable
12702151535,240,719,0.3337969401947149,True,350,1647,1149,3.0,0.30461270670147955,0.3307893151235188,Moderately_Affordable,Moderately_Affordable
12702151916,238,661,0.3600605143721634,True,350,1914,1284,2.7,0.27258566978193144,0.34399712437095614,Affordable,Moderately_Affordable
12703173334,238,900,0.2644444444444444,True,415,2210,1634,3.4,0.25397796817625456,0.31211750305997554,Affordable,Moderately_Affordable
12701159741,238,777,0.3063063063063063,True,523,2376,2333,3.5,0.224174882126018,0.235022585644103,Affordable,Affordable
21005144328,237,1141,0.2077125328659071,True,358,1733,1662,3.2,0.21540312876052947,0.2406276034434879,Affordable,Affordable
12702151931,237,595,0.3983193277310924,True,390,2383,1333,2.9,0.29257314328582146,0.412545444053321,Affordable,Expensive
21005124703,237,1188,0.1994949494949495,True,350,1279,1256,3.6,0.2786624203821656,0.2349951004409603,Affordable,Affordable
21005154318,237,1308,0.1811926605504587,True,373,1890,1711,3.5,0.21800116890707188,0.2549116576001439,Affordable,Affordable
21005154320,236,884,0.2669683257918552,True,381,1752,1721,3.5,0.22138291690877396,0.23492602690743306,Affordable,Affordable
12702150904,236,882,0.2675736961451247,True,430,1980,1958,3.7,0.21961184882533197,0.23336214347450301,Affordable,Affordable
12702151927,236,670,0.3522388059701492,True,400,2442,1212,3.0,0.33003300330033003,0.46496572734196495,Moderately_Affordable,Expensive
12703173205,236,861,0.27409988385598144,True,370,1733,1156,2.8,0.32006920415224915,0.34595421879158905,Moderately_Affordable,Moderately_Affordable
21005144314,235,1116,0.21057347670250895,True,400,1872,1919,3.6,0.20844189682126107,0.22511724856696197,Affordable,Affordable
12702151413,234,1093,0.2140896614821592,True,435,2050,1775,3.3,0.24507042253521127,0.26652221018418204,Affordable,Affordable
12703152215,234,917,0.25517993456924754,True,450,2000,1364,2.9,0.32991202346041054,0.3383713061132416,Moderately_Affordable,Moderately_Affordable
11001118635,233,591,0.3942470389170897,True,300,1398,1172,2.4,0.25597269624573377,0.2752690995011814,Affordable,Affordable
12702151011,233,631,0.3692551505546751,True,500,2500,1850,3.2,0.2702702702702703,0.31185031185031187,Affordable,Moderately_Affordable
12702151629,232,690,0.336231884057971,True,435,2167,1604,3.5,0.27119700748129677,0.31176865528486475,Affordable,Moderately_Affordable
21005154317,232,1245,0.18634538152610441,True,380,1850,1974,3.5,0.19250253292806485,0.21627308861351416,Affordable,Affordable
21005154214,232,1073,0.21621621621621623,True,410,1733,1951,3.4,0.21014864172219375,0.20498363758230492,Affordable,Affordable
12702151014,231,907,0.25468577728776187,True,525,2108,2020,3.3,0.2599009900990099,0.24082254379284082,Affordable,Affordable
12702151933,230,1292,0.1780185758513932,True,425,2167,1489,3.2,0.28542646071188715,0.3358474970294984,Affordable,Moderately_Affordable
21005154311,228,770,0.2961038961038961,True,437,2058,2014,3.5,0.2169811320754717,0.2358108624245665,Affordable,Affordable
12702151901,228,923,0.24702058504875407,True,500,2167,1430,3.0,0.34965034965034963,0.3497041420118343,Moderately_Affordable,Moderately_Affordable
12701159735,227,858,0.26456876456876455,True,520,2599,2187,3.6,0.23776863283036123,0.2742429038725335,Affordable,Affordable
21005154528,226,687,0.3289665211062591,True,365,1517,1420,3.3,0.25704225352112675,0.24653304442036836,Affordable,Affordable
12702150936,226,1184,0.19087837837837837,True,250,1530,744,2.8,0.33602150537634407,0.47456575682382135,Moderately_Affordable,Expensive
12703173131,226,1156,0.19550173010380623,True,350,1733,1220,2.5,0.28688524590163933,0.3278058007566204,Affordable,Moderately_Affordable
21005144555,225,1658,0.13570566948130278,True,398,1950,1890,3.2,0.2105820105820106,0.23809523809523808,Affordable,Affordable
12702151326,225,1390,0.1618705035971223,True,455,2167,1807,3.5,0.2517985611510791,0.2767442850453365,Affordable,Affordable
12702151015,224,611,0.36661211129296234,True,500,2200,1770,3.3,0.2824858757062147,0.28683181225554105,Affordable,Affordable
12701159518,224,801,0.27965043695380776,True,430,2167,1637,3.4,0.2626756261453879,0.30548376486067386,Affordable,Moderately_Affordable
21005144309,223,1385,0.16101083032490976,True,381,1925,2023,3.5,0.1883341571922887,0.21959009848283204,Affordable,Affordable
21005124721,223,1040,0.2144230769230769,True,335,1300,1168,3.3,0.2868150684931507,0.2568493150684932,Affordable,Affordable
21005144313,223,793,0.2812105926860025,True,383,1747,2014,3.8,0.19016881827209534,0.2001756932243526,Affordable,Affordable
21005124706,222,1099,0.20200181983621474,True,326,1083,1143,2.9,0.2852143482064742,0.21865536038764385,Affordable,Affordable
21005154401,221,888,0.24887387387387389,True,358,1800,1413,2.7,0.25336164189667376,0.29397354238118567,Affordable,Affordable
12701159521,220,774,0.2842377260981912,True,550,2400,2156,3.9,0.25510204081632654,0.25688597117168543,Affordable,Affordable
12702151503,220,520,0.4230769230769231,True,420,2159,1625,3.3,0.25846153846153846,0.306603550295858,Affordable,Moderately_Affordable
12702151636,220,598,0.36789297658862874,True,415,1142,1292,3.4,0.32120743034055727,0.20397713741366993,Moderately_Affordable,Affordable
12702151705,220,890,0.24719101123595505,True,463,1975,1466,3.2,0.31582537517053205,0.31089306328051214,Moderately_Affordable,Moderately_Affordable
12702151024,219,918,0.238562091503268,True,550,2167,2307,3.7,0.23840485478977028,0.21676502950885265,Affordable,Affordable
21005144520,219,889,0.24634420697412823,True,400,2127,1983,3.5,0.20171457387796268,0.2475270569067846,Affordable,Affordable
21005124320,217,1445,0.15017301038062283,True,325,1600,1190,3.3,0.27310924369747897,0.3102779573367809,Affordable,Moderately_Affordable
21005124307,217,423,0.5130023640661938,True,369,1875,1325,3.6,0.27849056603773586,0.3265602322206096,Affordable,Moderately_Affordable
12702152003,217,781,0.27784891165172854,True,470,2550,1452,3.2,0.3236914600550964,0.405276541640178,Moderately_Affordable,Expensive
12703173105,216,1401,0.15417558886509636,True,400,1733,1473,2.7,0.27155465037338766,0.2715024283252389,Affordable,Affordable
12702151506,215,443,0.4853273137697517,True,330,1500,1014,2.4,0.3254437869822485,0.3413746017296313,Moderately_Affordable,Moderately_Affordable
12701159708,215,1213,0.17724649629018963,True,530,2167,2483,4.2,0.21345146999597261,0.20140029121100406,Affordable,Affordable
21005124726,215,986,0.21805273833671399,True,358,1517,1357,3.6,0.26381724392041267,0.2579785726432742,Affordable,Affordable
21005144512,214,1128,0.18971631205673758,True,400,2100,2077,3.3,0.19258545979778527,0.233324691678086,Affordable,Affordable
11001118633,213,557,0.38240574506283664,True,250,1344,961,1.9,0.2601456815816857,0.32274073481149446,Affordable,Moderately_Affordable
21005154210,213,760,0.2802631578947368,True,360,1740,1491,3.0,0.2414486921529175,0.2693081566321003,Affordable,Affordable
12702151714,212,621,0.3413848631239936,True,455,2167,1542,2.9,0.29507133592736706,0.324304100568692,Affordable,Moderately_Affordable
12701159519,212,1121,0.18911685994647637,True,525,2050,2016,3.7,0.2604166666666667,0.23466117216117216,Affordable,Affordable
12302170324,210,1274,0.16483516483516483,True,580,3000,2909,3.7,0.19938123066345823,0.23798820636221804,Affordable,Affordable
12703173134,210,911,0.2305159165751921,True,400,1526,1279,2.7,0.3127443315089914,0.27533529800926204,Moderately_Affordable,Affordable
12701159610,209,1247,0.16760224538893345,True,490,2167,2337,3.6,0.20967051775780915,0.21398242322504196,Affordable,Affordable
12701159424,209,1014,0.20611439842209073,True,464,1907,1699,3.5,0.2731018246027075,0.259021143659166,Affordable,Affordable
12701159413,208,1187,0.17523167649536647,True,430,2050,1607,3.4,0.26757934038581205,0.29438514192714565,Affordable,Affordable
20904143714,208,1472,0.14130434782608695,True,400,2167,2023,3.4,0.1977261492832427,0.24719571086353093,Affordable,Affordable
12702151511,208,699,0.29756795422031473,True,294,2167,1089,2.8,0.2699724517906336,0.4592074592074592,Affordable,Expensive
12702151530,208,471,0.4416135881104034,True,320,1376,862,2.4,0.37122969837587005,0.3683740853114403,Moderately_Affordable,Moderately_Affordable
12701159606,208,678,0.30678466076696165,True,460,2167,1708,3.5,0.2693208430913349,0.29278508376869034,Affordable,Affordable
12701159406,208,1367,0.15215801024140455,True,450,2183,1718,3.5,0.2619324796274738,0.29323005283424375,Affordable,Affordable
12701159508,207,1092,0.18956043956043955,True,450,2000,2083,3.4,0.2160345655304849,0.22157391336459986,Affordable,Affordable
12701159316,207,891,0.23232323232323232,True,540,1733,2562,3.7,0.2107728337236534,0.15609800036029545,Affordable,Affordable
21005154501,206,693,0.2972582972582973,True,400,1800,1303,3.5,0.3069838833461243,0.3187909557825137,Moderately_Affordable,Moderately_Affordable
12703173137,206,1251,0.16466826538768986,True,391,1789,1336,2.8,0.2926646706586826,0.30901658222017503,Affordable,Moderately_Affordable
21005124713,205,1173,0.17476555839727195,True,348,1500,1230,3.3,0.28292682926829266,0.28142589118198874,Affordable,Affordable
12703173129,204,770,0.2649350649350649,True,320,1456,1068,2.1,0.299625468164794,0.3146067415730337,Affordable,Moderately_Affordable
12702152021,204,1171,0.17421007685738685,True,475,2000,1437,3.4,0.33054975643702156,0.3211819495744339,Moderately_Affordable,Moderately_Affordable
11001118644,204,995,0.2050251256281407,True,275,1300,1381,2.1,0.19913106444605358,0.2172338884866039,Affordable,Affordable
21005124309,204,712,0.28651685393258425,True,346,1662,1275,3.0,0.27137254901960783,0.30081447963800906,Affordable,Moderately_Affordable
21005144304,203,848,0.23938679245283018,True,401,1648,2225,3.6,0.1802247191011236,0.1709248055315471,Affordable,Affordable
12701159503,203,1159,0.17515099223468508,True,460,2167,1726,3.4,0.2665121668597914,0.2897317051430609,Affordable,Affordable
12701159734,203,806,0.2518610421836228,True,545,2201,2388,3.4,0.2282244556113903,0.2126981059141863,Affordable,Affordable
31701144629,203,825,0.24606060606060606,True,310,1275,1401,2.6,0.22127052105638828,0.2100148245758524,Affordable,Affordable
12701159609,202,913,0.2212486308871851,True,500,2167,1921,3.3,0.2602811035918792,0.26032114683858565,Affordable,Affordable
21005144523,202,922,0.21908893709327548,True,401,2000,1866,3.2,0.21489817792068597,0.24734108335394508,Affordable,Affordable
21005154308,202,808,0.25,True,439,2100,2125,3.9,0.20658823529411766,0.22805429864253393,Affordable,Affordable
12703159912,202,1171,0.17250213492741248,True,337,1950,1042,3.0,0.32341650671785027,0.43186180422264875,Moderately_Affordable,Expensive
21005144546,201,964,0.20850622406639005,True,392,2027,1784,3.1,0.21973094170403587,0.26220248361503967,Affordable,Affordable
12702152016,201,773,0.26002587322121606,True,450,2167,1531,3.4,0.29392553886348793,0.3266341757523991,Affordable,Moderately_Affordable
12702151926,200,870,0.22988505747126436,True,410,2167,1718,3.2,0.23864959254947612,0.2910808632578132,Affordable,Affordable
21005144553,199,934,0.21306209850107066,True,411,2000,1887,3.6,0.2178060413354531,0.24458847988259752,Affordable,Affordable
21005124207,199,1051,0.18934348239771645,True,330,1300,1059,2.9,0.311614730878187,0.28328611898017,Moderately_Affordable,Affordable
12701159313,199,582,0.34192439862542956,True,560,1509,2035,3.6,0.2751842751842752,0.17112077112077112,Affordable,Affordable
10402108529,198,1094,0.1809872029250457,True,373,1495,1125,2.4,0.33155555555555555,0.30666666666666664,Moderately_Affordable,Moderately_Affordable
21005154424,196,993,0.1973816717019134,True,370,1517,1761,3.3,0.21010789324247586,0.19879439129865023,Affordable,Affordable
21005144221,195,732,0.26639344262295084,True,341,1733,1625,3.3,0.20984615384615385,0.24610650887573965,Affordable,Affordable
12702151404,194,516,0.375968992248062,True,520,2167,1875,3.4,0.2773333333333333,0.2667076923076923,Affordable,Affordable
12702151401,194,502,0.38645418326693226,True,490,1898,1775,3.6,0.27605633802816903,0.24676056338028168,Affordable,Affordable
20904143708,194,1605,0.12087227414330218,True,392,1950,1861,3.2,0.2106394411606663,0.2418054809242343,Affordable,Affordable
12703159916,194,907,0.21389195148842338,True,300,2015,1216,2.9,0.24671052631578946,0.3824013157894737,Affordable,Moderately_Affordable
12701159408,193,986,0.19574036511156187,True,443,1952,1401,3.1,0.31620271234832265,0.3215285784878933,Moderately_Affordable,Moderately_Affordable
21005124708,193,916,0.21069868995633187,True,361,1453,1518,3.1,0.2378129117259552,0.22088780784432957,Affordable,Affordable
12701159714,192,539,0.3562152133580705,True,570,2791,2305,3.8,0.2472885032537961,0.2794259969964959,Affordable,Affordable
12703159921,191,780,0.24487179487179486,True,300,1667,1083,2.8,0.2770083102493075,0.3552098870658427,Affordable,Moderately_Affordable
11001118618,191,1174,0.16269165247018738,True,290,1474,1278,2.1,0.2269170579029734,0.26616106897797037,Affordable,Affordable
12701159409,191,869,0.21979286536248563,True,410,1844,1343,3.2,0.3052866716306776,0.3168566355461367,Moderately_Affordable,Moderately_Affordable
21005154307,190,925,0.20540540540540542,True,390,1681,1676,2.7,0.23269689737470167,0.2314576831283275,Affordable,Affordable
12702151038,190,662,0.28700906344410876,True,550,2300,2968,3.2,0.1853099730458221,0.17883060335890524,Affordable,Affordable
12701159412,190,1059,0.1794145420207743,True,425,1972,1687,3.4,0.25192649673977474,0.2697551411244357,Affordable,Affordable
12703173222,190,509,0.37328094302554027,True,300,1374,1006,2.0,0.2982107355864811,0.3151858082275577,Affordable,Moderately_Affordable
21005124329,190,945,0.20105820105820105,True,333,1420,1192,2.9,0.27936241610738255,0.274909654104285,Affordable,Affordable
12701172806,190,1397,0.13600572655690765,True,570,3000,2596,3.4,0.21956856702619415,0.26668247007230056,Affordable,Affordable
12703173122,188,568,0.33098591549295775,True,410,2000,1397,2.7,0.2934860415175376,0.33037828313418866,Affordable,Moderately_Affordable
21005154413,188,743,0.253028263795424,True,370,1526,1489,3.2,0.24848891873740767,0.2365035904324017,Affordable,Affordable
12701159305,187,1140,0.16403508771929826,True,550,2167,2484,3.5,0.2214170692431562,0.2013192121887774,Affordable,Affordable
21005124715,186,1324,0.1404833836858006,True,323,1300,1261,3.3,0.25614591593973035,0.23790642347343377,Affordable,Affordable
12702151902,186,756,0.24603174603174602,True,570,1975,1528,3.2,0.3730366492146597,0.29827829238824005,Moderately_Affordable,Affordable
21005124723,186,1203,0.1546134663341646,True,362,1517,1420,3.6,0.2549295774647887,0.24653304442036836,Affordable,Affordable
12702151220,186,1659,0.11211573236889692,True,365,1800,1255,3.2,0.2908366533864542,0.330983757278578,Affordable,Moderately_Affordable
12702150937,185,1435,0.1289198606271777,True,400,2000,1333,3.0,0.30007501875468867,0.34624040625541,Moderately_Affordable,Moderately_Affordable
21005124711,185,1022,0.18101761252446183,True,365,1517,1539,3.3,0.23716699155295645,0.2274703853651222,Affordable,Affordable
21005154529,185,663,0.2790346907993967,True,396,1517,1946,3.7,0.20349434737923947,0.1798956439244209,Affordable,Affordable
12701159522,184,868,0.2119815668202765,True,470,2167,1963,3.6,0.23942944472745797,0.25475136173047536,Affordable,Affordable
12702152010,184,917,0.20065430752453653,True,500,2167,1825,3.6,0.273972602739726,0.27401475237091677,Affordable,Affordable
21005154417,184,918,0.20043572984749455,True,400,1850,1449,3.2,0.27605244996549344,0.2946329033285555,Affordable,Affordable
12701159301,183,1086,0.1685082872928177,True,575,1974,2395,3.8,0.24008350730688935,0.19020395053797975,Affordable,Affordable
21005124326,182,792,0.2297979797979798,True,341,1200,1109,3.2,0.30748422001803427,0.24970520912811264,Moderately_Affordable,Affordable
12702150918,182,678,0.26843657817109146,True,475,1950,1875,3.4,0.25333333333333335,0.24,Affordable,Affordable
12703152208,182,1009,0.18037661050545095,True,300,2100,1090,2.8,0.27522935779816515,0.4446012702893437,Affordable,Expensive
12703152214,182,1061,0.17153628652214892,True,485,2054,1596,3.0,0.30388471177944865,0.29699248120300753,Moderately_Affordable,Affordable
12701159312,181,1019,0.17762512266928362,True,610,2360,2457,3.9,0.24827024827024827,0.22165868319714474,Affordable,Affordable
12503148027,181,1098,0.16484517304189436,True,260,1700,970,2.9,0.26804123711340205,0.40444091990483744,Affordable,Expensive
31403139408,181,1453,0.12456985547143841,True,355,1170,1403,2.5,0.25302922309337134,0.1924447612259444,Affordable,Affordable
12703159905,180,945,0.19047619047619047,True,181,1517,530,2.3,0.34150943396226413,0.660522496371553,Moderately_Affordable,Very_Expensive
21005154315,179,1033,0.1732817037754114,True,352,1500,1472,2.8,0.2391304347826087,0.23515886287625418,Affordable,Affordable
12702151935,179,575,0.31130434782608696,True,400,2100,1384,3.0,0.28901734104046245,0.3501556247220987,Affordable,Moderately_Affordable
