SA1_CODE_2021,Iraq_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
21005124701,178,1064,0.16729323308270677,True,355,1300,1367,3.4,0.25969275786393564,0.2194586686174104,Affordable,Affordable
11603131719,178,1161,0.1533161068044789,True,440,2174,1875,3.8,0.23466666666666666,0.2675692307692308,Affordable,Affordable
21005154531,178,614,0.2899022801302932,True,376,2000,1833,3.7,0.20512820512820512,0.2517940324814302,Affordable,Affordable
10402108528,177,1031,0.1716779825412221,True,320,1268,804,2.1,0.39800995024875624,0.3639494833524684,Moderately_Affordable,Moderately_Affordable
12703152219,177,1151,0.15377932232841007,True,410,2000,896,2.1,0.4575892857142857,0.5151098901098901,Expensive,Very_Expensive
21005154325,177,882,0.20068027210884354,True,365,1700,1674,3.2,0.21804062126642773,0.23435346015991176,Affordable,Affordable
12702150938,176,957,0.1839080459770115,True,296,2707,1329,3.4,0.22272385252069224,0.47004688313943394,Affordable,Expensive
11701132328,175,998,0.17535070140280562,True,430,2000,1518,2.5,0.28326745718050067,0.30404378230465184,Affordable,Moderately_Affordable
12702151514,175,646,0.2708978328173375,True,355,1300,1125,3.0,0.31555555555555553,0.26666666666666666,Moderately_Affordable,Affordable
12703173108,175,1263,0.13855898653998416,True,390,1743,1455,2.5,0.26804123711340205,0.2764472640761301,Affordable,Affordable
12702151637,175,761,0.22996057818659657,True,455,2330,1375,3.5,0.33090909090909093,0.39104895104895104,Moderately_Affordable,Moderately_Affordable
12701159510,174,1008,0.17261904761904762,True,480,1800,1930,3.4,0.24870466321243523,0.21522518931845358,Affordable,Affordable
12701159405,172,621,0.27697262479871176,True,470,1733,1875,3.5,0.25066666666666665,0.2132923076923077,Affordable,Affordable
31701145625,172,1051,0.1636536631779258,True,285,1339,1315,2.1,0.21673003802281368,0.2349809885931559,Affordable,Affordable
21005124222,171,946,0.18076109936575052,True,345,1500,1341,3.4,0.25727069351230425,0.2581311306143521,Affordable,Affordable
12702151540,171,705,0.2425531914893617,True,250,2500,1515,3.1,0.16501650165016502,0.38080731150038083,Affordable,Moderately_Affordable
21005144223,171,932,0.1834763948497854,True,400,1700,1952,3.7,0.20491803278688525,0.20097730138713746,Affordable,Affordable
12701159520,171,808,0.21163366336633663,True,470,2342,1652,3.7,0.2845036319612591,0.32715589495250513,Affordable,Moderately_Affordable
21005144547,171,843,0.20284697508896798,True,390,1950,1862,3.1,0.20945220193340494,0.24167561761546724,Affordable,Affordable
12702150914,170,1249,0.13610888710968774,True,440,2200,1987,3.6,0.2214393558127831,0.25550694901474974,Affordable,Affordable
21005124716,170,918,0.18518518518518517,True,340,1500,1112,3.3,0.3057553956834532,0.31128942999446596,Moderately_Affordable,Moderately_Affordable
21005154219,170,871,0.19517795637198623,True,394,1628,1712,3.8,0.23014018691588786,0.21944644140905822,Affordable,Affordable
21005124314,170,1232,0.137987012987013,True,343,1500,1177,2.9,0.29141886151231944,0.2940984249395464,Affordable,Affordable
21005154414,169,693,0.24386724386724387,True,381,1624,1537,3.4,0.24788549121665582,0.24383164005805516,Affordable,Affordable
12701159724,169,772,0.2189119170984456,True,550,2450,2542,3.7,0.21636506687647522,0.22241723657931367,Affordable,Affordable
12701159307,169,805,0.20993788819875778,True,570,2550,2416,3.3,0.2359271523178808,0.2435685175751401,Affordable,Affordable
12703159911,168,1072,0.15671641791044777,True,370,1906,1230,3.5,0.3008130081300813,0.3575984990619137,Moderately_Affordable,Moderately_Affordable
12702150903,168,919,0.18280739934711643,True,430,1975,1612,3.7,0.2667493796526055,0.2827352548196221,Affordable,Affordable
12703173214,168,951,0.17665615141955837,True,418,1800,2043,3.3,0.20460107684777287,0.20332090816672316,Affordable,Affordable
12701159743,167,785,0.21273885350318472,True,600,2550,2519,3.7,0.23818975784041285,0.2336091855742511,Affordable,Affordable
12701150438,167,1622,0.1029593094944513,True,350,2167,1255,3.5,0.2788844621513944,0.39846766779037696,Affordable,Moderately_Affordable
21005144550,167,1193,0.1399832355406538,True,400,1967,1934,3.0,0.20682523267838676,0.2347068650067616,Affordable,Affordable
21005124218,166,1466,0.11323328785811733,True,346,1380,1087,2.9,0.31830726770929163,0.2929728964687566,Moderately_Affordable,Affordable
21005124209,166,1197,0.13868003341687551,True,332,1300,1118,2.8,0.29695885509839,0.26833631484794274,Affordable,Affordable
12701159514,166,968,0.17148760330578514,True,450,2050,1771,3.3,0.2540937323546019,0.26712418016765843,Affordable,Affordable
12703173107,165,764,0.21596858638743455,True,320,1235,919,2.1,0.3482045701849837,0.3101196953210011,Moderately_Affordable,Moderately_Affordable
12702150911,165,1087,0.15179392824287027,True,450,1766,1440,3.3,0.3125,0.2830128205128205,Moderately_Affordable,Affordable
12701159309,165,772,0.21373056994818654,True,500,2000,2250,3.3,0.2222222222222222,0.20512820512820512,Affordable,Affordable
21005144219,164,1141,0.1437335670464505,True,367,1733,1908,3.3,0.19234800838574423,0.20960328979196904,Affordable,Affordable
21005144516,164,1019,0.16094210009813542,True,399,2029,1937,3.5,0.20598864223025296,0.24172987569993248,Affordable,Affordable
20904143753,164,1130,0.14513274336283186,True,411,2143,2111,3.4,0.19469445760303175,0.23426739059140764,Affordable,Affordable
12702152024,164,1226,0.13376835236541598,True,461,1950,1616,3.2,0.28527227722772275,0.2784653465346535,Affordable,Affordable
12701159737,163,594,0.27441077441077444,True,580,2600,2692,3.6,0.21545319465081725,0.22288261515601784,Affordable,Affordable
21005124717,163,1012,0.16106719367588934,True,350,1569,1341,3.3,0.2609992542878449,0.27000516262261226,Affordable,Affordable
21005144329,163,1128,0.14450354609929078,True,369,1517,2113,3.4,0.17463322290582112,0.1656776730132149,Affordable,Affordable
12703152217,162,727,0.22283356258596973,True,400,2200,1937,3.3,0.20650490449148168,0.2621023787776498,Affordable,Affordable
12302170305,162,1271,0.12745869394177814,True,560,2817,2348,3.4,0.23850085178875638,0.27686410693225005,Affordable,Affordable
11603131721,162,1169,0.13857998289136014,True,400,2167,1587,3.2,0.2520478890989288,0.31510833212156464,Affordable,Moderately_Affordable
21005124725,161,1327,0.12132629992464206,True,350,1315,1231,3.1,0.2843216896831844,0.24651627819783792,Affordable,Affordable
12701159430,161,510,0.3156862745098039,True,450,1555,1775,3.6,0.2535211267605634,0.20216684723726977,Affordable,Affordable
21005154418,161,963,0.1671858774662513,True,438,1882,1946,4.0,0.2250770811921891,0.2231796979998419,Affordable,Affordable
21005124318,160,1074,0.148975791433892,True,368,1670,1012,3.1,0.36363636363636365,0.38081483733657645,Moderately_Affordable,Moderately_Affordable
12702150907,160,1104,0.14492753623188406,True,440,2000,1637,3.5,0.2687843616371411,0.28194163808091727,Affordable,Affordable
21005124319,159,827,0.19226118500604594,True,320,1517,1181,3.1,0.270956816257409,0.29642415163160296,Affordable,Affordable
11603131756,159,930,0.17096774193548386,True,430,2135,1656,3.8,0.25966183574879226,0.29751950947603123,Affordable,Affordable
12703152230,159,1044,0.15229885057471265,True,485,2200,2203,3.3,0.22015433499773038,0.23045497398652187,Affordable,Affordable
21005154525,159,578,0.2750865051903114,True,395,1625,1850,3.8,0.21351351351351353,0.20270270270270271,Affordable,Affordable
12703173208,157,645,0.2434108527131783,True,360,1733,1187,3.0,0.3032855939342881,0.3369191886462316,Moderately_Affordable,Moderately_Affordable
12702151502,157,824,0.19053398058252427,True,415,1733,1392,3.2,0.29813218390804597,0.28730106100795755,Affordable,Affordable
12703159908,157,880,0.1784090909090909,True,302,2167,870,2.9,0.3471264367816092,0.5748010610079576,Moderately_Affordable,Very_Expensive
12701159720,157,1039,0.15110683349374399,True,540,2557,2031,3.6,0.2658788774002954,0.29053516645835703,Affordable,Affordable
21005124317,157,988,0.15890688259109312,True,323,1450,1109,3.3,0.29125338142470697,0.3017271276964694,Affordable,Moderately_Affordable
12702151537,156,614,0.254071661237785,True,445,2080,1176,3.2,0.3784013605442177,0.40816326530612246,Moderately_Affordable,Expensive
21005124301,156,832,0.1875,True,335,1300,1108,3.2,0.30234657039711194,0.27075812274368233,Moderately_Affordable,Affordable
12703152206,156,1211,0.12881915772089184,True,295,2037,1259,2.9,0.23431294678316125,0.37337325105395003,Affordable,Moderately_Affordable
21005154310,156,724,0.2154696132596685,True,412,1733,1763,3.9,0.23369256948383438,0.22684235786901696,Affordable,Affordable
11603131731,155,1132,0.13692579505300354,True,400,1786,1406,3.2,0.2844950213371266,0.29313929313929316,Affordable,Affordable
21005124705,155,908,0.17070484581497797,True,280,1616,942,2.9,0.29723991507430997,0.3958843704066634,Affordable,Moderately_Affordable
12701159616,155,1204,0.1287375415282392,True,480,2167,1897,3.5,0.2530311017395888,0.2636146141681197,Affordable,Affordable
12701159613,155,1132,0.13692579505300354,True,490,2123,2239,3.6,0.2188476998660116,0.21881334386917237,Affordable,Affordable
31701144623,154,984,0.1565040650406504,True,270,1391,1192,2.3,0.22651006711409397,0.26929530201342283,Affordable,Affordable
12702152017,153,1175,0.1302127659574468,True,332,1800,1537,3.3,0.21600520494469747,0.2702567439067114,Affordable,Affordable
31701145320,153,1344,0.11383928571428571,True,290,1200,1286,2.1,0.2255054432348367,0.21533676277066635,Affordable,Affordable
21005144119,153,944,0.1620762711864407,True,350,1400,1160,2.5,0.3017241379310345,0.27851458885941643,Moderately_Affordable,Affordable
21005144213,152,946,0.160676532769556,True,404,1772,2218,3.7,0.18214607754733994,0.1843656794062565,Affordable,Affordable
21005144312,152,790,0.19240506329113924,True,461,1742,2094,3.7,0.22015281757402103,0.19197707736389685,Affordable,Affordable
12703173121,152,850,0.17882352941176471,True,300,1392,977,1.9,0.3070624360286592,0.3287930084245335,Moderately_Affordable,Moderately_Affordable
12701159415,152,875,0.1737142857142857,True,570,2167,2154,3.9,0.2646239554317549,0.2321619884293979,Affordable,Affordable
12701159604,152,691,0.2199710564399421,True,485,2000,2068,3.8,0.23452611218568664,0.22318107424490402,Affordable,Affordable
21005154213,152,743,0.20457604306864063,True,401,1950,2100,3.5,0.19095238095238096,0.21428571428571427,Affordable,Affordable
12703173014,152,1190,0.12773109243697478,True,520,2817,2428,3.4,0.214168039538715,0.2677417310860474,Affordable,Affordable
21005144214,151,800,0.18875,True,360,1614,1728,3.0,0.20833333333333334,0.2155448717948718,Affordable,Affordable
12702150906,151,1034,0.14603481624758222,True,495,2000,2396,3.6,0.20659432387312188,0.19262874020803905,Affordable,Affordable
11603131703,151,998,0.15130260521042085,True,400,2167,1523,3.3,0.262639527248851,0.3283499166624577,Affordable,Moderately_Affordable
12702150923,151,727,0.2077028885832187,True,480,2449,1656,3.6,0.2898550724637681,0.34127647714604237,Affordable,Moderately_Affordable
21005154316,150,872,0.1720183486238532,True,369,1824,2119,3.4,0.17413874469089194,0.19864232039786547,Affordable,Affordable
12702151720,150,521,0.28790786948176583,True,600,2500,2250,4.0,0.26666666666666666,0.2564102564102564,Affordable,Affordable
20904143727,150,1477,0.1015572105619499,True,374,2000,2015,3.3,0.18560794044665013,0.22905134567665586,Affordable,Affordable
12703152210,150,1236,0.12135922330097088,True,450,1900,1862,3.6,0.24167561761546724,0.23547880690737832,Affordable,Affordable
12702151713,150,681,0.22026431718061673,True,550,1867,1708,3.0,0.32201405152224827,0.2522518465141416,Moderately_Affordable,Affordable
21005124338,150,495,0.30303030303030304,True,245,2000,1278,3.1,0.19170579029733958,0.36114120621162876,Affordable,Moderately_Affordable
12701159423,150,721,0.20804438280166435,True,410,2100,1578,3.7,0.2598225602027883,0.30710734132787365,Affordable,Moderately_Affordable
12701159721,149,817,0.18237454100367198,True,550,2167,2333,3.6,0.2357479639948564,0.21434930264763097,Affordable,Affordable
11001118632,149,899,0.1657397107897664,True,325,1153,1143,2.1,0.28433945756780404,0.2327882091661619,Affordable,Affordable
12701159507,148,501,0.2954091816367265,True,450,1724,2305,3.8,0.19522776572668113,0.17260136826297348,Affordable,Affordable
20904143729,148,880,0.16818181818181818,True,415,1900,1888,3.7,0.2198093220338983,0.23223598435462842,Affordable,Affordable
11603131718,148,919,0.16104461371055495,True,390,2040,1416,3.3,0.2754237288135593,0.3324641460234681,Affordable,Moderately_Affordable
12702150939,148,981,0.15086646279306828,True,360,1899,1312,3.6,0.27439024390243905,0.3340173545966229,Affordable,Moderately_Affordable
21005154412,147,748,0.196524064171123,True,375,1500,1362,3.0,0.2753303964757709,0.25415113520840393,Affordable,Affordable
12701159736,147,684,0.2149122807017544,True,260,2600,2515,3.4,0.10337972166998012,0.23856858846918488,Affordable,Affordable
12703173209,147,516,0.28488372093023256,True,313,1749,1018,2.3,0.3074656188605108,0.396478766812755,Moderately_Affordable,Moderately_Affordable
21005124718,147,1033,0.14230396902226525,True,351,1649,1369,3.4,0.25639152666179693,0.2779681968871158,Affordable,Affordable
12702151335,147,1381,0.10644460535843592,True,460,1798,1767,3.5,0.26032823995472554,0.23481781376518218,Affordable,Affordable
12702151539,147,709,0.2073342736248237,True,500,2100,1550,3.5,0.3225806451612903,0.31265508684863524,Moderately_Affordable,Moderately_Affordable
12701159511,147,942,0.15605095541401273,True,450,2167,1968,3.4,0.22865853658536586,0.2541041275797373,Affordable,Affordable
11303126928,147,1007,0.14597815292949354,True,190,1083,823,1.9,0.23086269744835966,0.3036732404897654,Affordable,Moderately_Affordable
21005144229,146,708,0.2062146892655367,True,371,2000,1687,3.1,0.21991701244813278,0.27358533582599975,Affordable,Affordable
12701150417,146,835,0.17485029940119762,True,380,2144,1241,3.3,0.30620467365028203,0.39868592326287733,Moderately_Affordable,Moderately_Affordable
12702152020,146,1048,0.13931297709923665,True,460,2134,1447,3.1,0.3178991015894955,0.34033278400935624,Moderately_Affordable,Moderately_Affordable
12702151715,146,779,0.18741976893453144,True,505,2190,1562,3.1,0.323303457106274,0.32354968974687287,Moderately_Affordable,Moderately_Affordable
11001118638,145,967,0.1499482936918304,True,300,1286,1183,2.1,0.25359256128486896,0.2508615644710319,Affordable,Affordable
12703152225,145,1261,0.11498810467882632,True,505,2100,2291,3.6,0.22042776080314272,0.21153006748816439,Affordable,Affordable
31701145413,145,892,0.1625560538116592,True,280,1146,974,2.3,0.2874743326488706,0.2715210867161586,Affordable,Affordable
12703159922,145,1102,0.13157894736842105,True,210,2300,966,3.2,0.21739130434782608,0.5494505494505495,Affordable,Very_Expensive
12701159515,145,1009,0.14370664023785926,True,495,2080,1921,3.5,0.2576782925559604,0.24986985944820406,Affordable,Affordable
21603159402,144,1202,0.11980033277870217,True,275,1127,1083,2.7,0.25392428439519854,0.24014489665459193,Affordable,Affordable
31105132604,144,1401,0.10278372591006424,True,360,1517,1575,2.8,0.22857142857142856,0.22227106227106228,Affordable,Affordable
12703159925,144,1122,0.12834224598930483,True,350,2000,1357,3.4,0.2579218865143699,0.34011677342554275,Affordable,Moderately_Affordable
12702151419,144,745,0.19328859060402684,True,490,2362,2296,3.6,0.21341463414634146,0.23740284106137766,Affordable,Affordable
12702151228,144,1190,0.12100840336134454,True,393,1733,1708,3.8,0.2300936768149883,0.23414700054044316,Affordable,Affordable
12703173136,143,1073,0.13327120223671948,True,300,1403,1079,2.4,0.27803521779425394,0.30006416197333713,Affordable,Moderately_Affordable
12701159729,143,843,0.16963226571767498,True,520,2600,2636,4.0,0.19726858877086495,0.2276176024279211,Affordable,Affordable
11603131730,143,1020,0.14019607843137255,True,390,2159,1638,3.5,0.23809523809523808,0.3041701887855734,Affordable,Moderately_Affordable
12703160116,143,805,0.17763975155279504,True,415,1733,1281,2.8,0.3239656518345043,0.3121960007205909,Moderately_Affordable,Moderately_Affordable
21005154405,143,814,0.17567567567567569,True,373,1667,1482,3.2,0.2516869095816464,0.2595764559327312,Affordable,Affordable
21005154314,142,1074,0.13221601489757914,True,380,1647,1846,3.1,0.20585048754062837,0.20589215767980665,Affordable,Affordable
11303126938,142,781,0.18181818181818182,True,250,1083,1144,2.4,0.21853146853146854,0.2184642280796127,Affordable,Affordable
12703173226,142,557,0.25493716337522443,True,380,1800,1295,2.9,0.29343629343629346,0.32076032076032074,Affordable,Moderately_Affordable
12701172820,141,719,0.19610570236439498,True,575,3000,2674,3.4,0.2150336574420344,0.2589034002646568,Affordable,Affordable
12701159427,141,593,0.23777403035413153,True,460,2167,1671,3.4,0.27528426092160385,0.2992680568982185,Affordable,Affordable
30204104140,141,1180,0.11949152542372882,True,385,1820,1831,2.9,0.21026761332605134,0.2293828509011469,Affordable,Affordable
12302170306,140,1397,0.10021474588403723,True,569,2700,2870,3.1,0.19825783972125435,0.21709997319753419,Affordable,Affordable
12503148026,140,1208,0.11589403973509933,True,214,1950,933,2.9,0.22936763129689175,0.48231511254019294,Affordable,Expensive
12701159618,140,1057,0.13245033112582782,True,500,2000,1884,3.4,0.2653927813163482,0.2449779519843214,Affordable,Affordable
12703173133,139,794,0.17506297229219145,True,400,1716,1592,2.3,0.25125628140703515,0.24874371859296482,Affordable,Affordable
12701150406,139,1272,0.10927672955974843,True,380,1733,1179,3.2,0.32230703986429177,0.33920532393814834,Moderately_Affordable,Moderately_Affordable
12701159726,139,888,0.15653153153153154,True,535,2167,2291,3.6,0.23352247926669575,0.21827888392707248,Affordable,Affordable
12503148017,138,974,0.14168377823408623,True,180,1924,765,2.4,0.23529411764705882,0.5803921568627451,Affordable,Very_Expensive
21005154415,138,851,0.16216216216216217,True,384,1530,1792,3.3,0.21428571428571427,0.19702953296703296,Affordable,Affordable
21005124203,138,1004,0.13745019920318724,True,330,1500,1166,2.6,0.2830188679245283,0.29687293838237233,Affordable,Affordable
12702151044,137,949,0.14436248682824027,True,550,2275,2433,3.2,0.2260583641594739,0.2157829839704069,Affordable,Affordable
31701145403,137,446,0.3071748878923767,True,300,1489,1357,2.3,0.2210759027266028,0.25321693781531657,Affordable,Affordable
31701145604,137,874,0.15675057208237986,True,250,1409,1125,2.1,0.2222222222222222,0.28902564102564104,Affordable,Affordable
21005124324,137,748,0.18315508021390375,True,349,1500,1854,4.3,0.18824163969795038,0.18670649738610903,Affordable,Affordable
31701145317,136,1144,0.11888111888111888,True,283,1300,1285,2.3,0.22023346303501945,0.23346303501945526,Affordable,Affordable
12703152223,136,1043,0.13039309683604985,True,292,1950,1115,2.9,0.26188340807174887,0.40358744394618834,Affordable,Expensive
10402108508,136,732,0.18579234972677597,True,300,1352,846,2.0,0.3546099290780142,0.36879432624113473,Moderately_Affordable,Moderately_Affordable
12701159512,136,1176,0.11564625850340136,True,430,2000,1886,3.5,0.22799575821845175,0.2447181662452076,Affordable,Affordable
11603131710,136,1054,0.12903225806451613,True,395,1950,1764,3.5,0.22392290249433106,0.25510204081632654,Affordable,Affordable
12702150920,136,1205,0.11286307053941909,True,440,2163,2078,3.7,0.21174205967276227,0.24020878063226475,Affordable,Affordable
12701159422,136,592,0.22972972972972974,True,450,2000,1231,3.2,0.3655564581640942,0.3749297006811223,Moderately_Affordable,Moderately_Affordable
12702151216,136,899,0.15127919911012236,True,155,1833,876,2.5,0.1769406392694064,0.4828767123287671,Affordable,Expensive
21005154203,136,858,0.1585081585081585,True,401,2000,2050,3.6,0.19560975609756098,0.225140712945591,Affordable,Affordable
21005124328,135,855,0.15789473684210525,True,345,1383,1014,2.9,0.34023668639053256,0.3147473827947201,Moderately_Affordable,Moderately_Affordable
12702151337,135,1315,0.10266159695817491,True,250,2167,1239,3.2,0.20177562550443906,0.40361333581672565,Affordable,Expensive
21005144552,134,1250,0.1072,True,407,2167,2095,3.5,0.19427207637231503,0.23870020194602534,Affordable,Affordable
12503148025,134,1072,0.125,True,185,2123,988,2.8,0.18724696356275303,0.4958735596387418,Affordable,Expensive
12701159416,134,665,0.20150375939849624,True,450,2300,1428,3.5,0.31512605042016806,0.37168713639301876,Moderately_Affordable,Moderately_Affordable
12702152005,134,683,0.19619326500732065,True,445,1783,1406,3.4,0.31650071123755336,0.2926468979100558,Moderately_Affordable,Affordable
21005144220,133,804,0.1654228855721393,True,391,1742,2358,3.7,0.16581849024597117,0.17048346055979643,Affordable,Affordable
20904143747,133,1148,0.11585365853658537,True,351,2121,1804,3.1,0.19456762749445677,0.2713201432713628,Affordable,Affordable
12703173218,133,861,0.15447154471544716,True,450,1975,1333,3.3,0.33758439609902474,0.3419124011772174,Moderately_Affordable,Moderately_Affordable
12503148024,132,1252,0.10543130990415335,True,500,1939,2059,3.6,0.24283632831471588,0.21731983412410805,Affordable,Affordable
21005124327,132,1104,0.11956521739130435,True,333,1495,1021,3.0,0.32615083251714005,0.3379040156709109,Moderately_Affordable,Moderately_Affordable
12302170313,132,993,0.13293051359516617,True,600,2620,2553,3.8,0.23501762632197415,0.23682545421675857,Affordable,Affordable
12701150439,132,1158,0.11398963730569948,True,300,2167,1142,3.3,0.2626970227670753,0.43789572948942473,Affordable,Expensive
20904143734,132,1223,0.10793131643499591,True,380,1925,2062,3.4,0.1842870999030068,0.21543684249794823,Affordable,Affordable
21005124340,131,939,0.1395101171458999,True,353,1563,1472,4.1,0.23980978260869565,0.24503553511705686,Affordable,Affordable
21005124710,131,893,0.14669652855543114,True,331,1375,963,3.0,0.34371754932502596,0.32949916127486223,Moderately_Affordable,Moderately_Affordable
12702151806,131,793,0.16519546027742749,True,1000,3683,3613,3.8,0.2767783005812344,0.23524026485554303,Affordable,Affordable
12702151721,131,508,0.2578740157480315,True,465,2500,1724,3.1,0.2697215777262181,0.3346421559878636,Affordable,Moderately_Affordable
12501158210,131,865,0.15144508670520232,True,450,2275,1292,3.7,0.34829721362229105,0.40634674922600617,Moderately_Affordable,Expensive
31701144621,131,1241,0.10556003223207092,True,290,1356,1328,2.4,0.2183734939759036,0.2356348470806302,Affordable,Affordable
12701159513,131,823,0.1591737545565006,True,500,1733,1968,3.4,0.2540650406504065,0.20321294559099437,Affordable,Affordable
21005154313,131,741,0.1767881241565452,True,360,1950,2022,3.3,0.17804154302670624,0.22255192878338279,Affordable,Affordable
12703152202,130,1082,0.12014787430683918,True,450,2145,1696,3.2,0.2653301886792453,0.2918632075471698,Affordable,Affordable
50502108531,130,1066,0.12195121951219512,True,270,1300,1261,3.0,0.2141157811260904,0.23790642347343377,Affordable,Affordable
21005154411,130,686,0.18950437317784258,True,366,1613,1821,3.2,0.20098846787479407,0.20441008744138892,Affordable,Affordable
21005144509,130,939,0.13844515441959532,True,421,2008,2321,3.7,0.18138733304610083,0.1996486925396878,Affordable,Affordable
12701159722,130,1179,0.1102629346904156,True,540,2600,2639,3.8,0.2046229632436529,0.22735884804850323,Affordable,Affordable
12703173213,130,507,0.2564102564102564,True,300,844,1154,2.1,0.25996533795493937,0.16877749633382216,Affordable,Affordable
21005144311,130,619,0.210016155088853,True,365,1800,1825,3.6,0.2,0.22760800842992623,Affordable,Affordable
12702150901,129,424,0.30424528301886794,True,455,2314,2541,3.8,0.1790633608815427,0.2101534828807556,Affordable,Affordable
12701159404,128,1219,0.10500410172272355,True,500,2167,2215,3.7,0.22573363431151242,0.22576836256294497,Affordable,Affordable
12701159517,128,914,0.1400437636761488,True,440,2000,2062,3.5,0.2133850630455868,0.223830485712154,Affordable,Affordable
31701145924,128,948,0.1350210970464135,True,250,1127,1024,2.4,0.244140625,0.2539813701923077,Affordable,Affordable
11603131702,128,1098,0.11657559198542805,True,400,1975,1395,3.1,0.2867383512544803,0.3267162944582299,Affordable,Moderately_Affordable
12703152224,127,910,0.13956043956043956,True,375,2370,1028,2.9,0.3647859922178988,0.5320263394193355,Moderately_Affordable,Very_Expensive
31701145309,127,1076,0.11802973977695168,True,295,1300,1083,2.0,0.2723915050784857,0.2770083102493075,Affordable,Affordable
11303126731,127,838,0.1515513126491647,True,380,1517,1980,3.1,0.1919191919191919,0.1768065268065268,Affordable,Affordable
21005144548,127,618,0.20550161812297735,True,373,1899,1708,2.8,0.21838407494145198,0.25657539182129346,Affordable,Affordable
21005124225,127,1235,0.10283400809716599,True,307,1378,1125,3.0,0.2728888888888889,0.2826666666666667,Affordable,Affordable
31701145629,126,946,0.1331923890063425,True,320,1396,1583,2.3,0.20214782059380923,0.2035084309247291,Affordable,Affordable
12703173118,126,932,0.1351931330472103,True,460,2167,1587,3.1,0.2898550724637681,0.31510833212156464,Affordable,Moderately_Affordable
12703173315,126,894,0.14093959731543623,True,468,2167,1912,3.5,0.24476987447698745,0.26154650788542,Affordable,Affordable
11001118642,126,1130,0.11150442477876106,True,250,1362,1130,2.3,0.22123893805309736,0.2781484002722941,Affordable,Affordable
12701159706,125,832,0.1502403846153846,True,515,2500,2441,3.5,0.21097910692339206,0.2363470204518955,Affordable,Affordable
21005124628,125,861,0.14518002322880372,True,525,2184,2235,3.3,0.2348993288590604,0.22550335570469798,Affordable,Affordable
21005144316,125,792,0.15782828282828282,True,350,1800,1663,3.1,0.21046301864101022,0.24978028585966047,Affordable,Affordable
50502108543,124,823,0.15066828675577157,True,320,1509,1268,3.1,0.25236593059936907,0.27462994418830383,Affordable,Affordable
21005124211,124,937,0.13233724653148346,True,331,1333,1172,2.8,0.28242320819112626,0.26247046468889473,Affordable,Affordable
12702151039,124,629,0.1971383147853736,True,525,2000,2611,3.1,0.20107238605898123,0.17676693279910438,Affordable,Affordable
21005144113,123,691,0.17800289435600578,True,369,1733,1394,2.8,0.2647058823529412,0.28688886436375677,Affordable,Affordable
21005144522,123,800,0.15375,True,407,2000,2017,3.1,0.2017848289538919,0.2288242248579383,Affordable,Affordable
12701150415,123,912,0.13486842105263158,True,243,1867,886,2.8,0.2742663656884876,0.48628234068414655,Affordable,Expensive
12703159910,123,535,0.22990654205607478,True,260,2023,1145,3.2,0.22707423580786026,0.4077258985555929,Affordable,Expensive
12702150919,123,1055,0.11658767772511848,True,600,2500,2192,3.7,0.2737226277372263,0.26319483436271757,Affordable,Affordable
12701159723,123,1217,0.10106820049301561,True,500,2167,2397,3.7,0.20859407592824364,0.20862616732454028,Affordable,Affordable
12701159311,123,771,0.15953307392996108,True,550,2079,2089,3.6,0.26328386787936814,0.22966454321169497,Affordable,Affordable
11303126915,122,881,0.13847900113507378,True,290,1083,1093,2.6,0.2653247941445563,0.22865789288479133,Affordable,Affordable
11001118643,122,1003,0.12163509471585245,True,270,1310,1534,2.1,0.1760104302477184,0.197071507371377,Affordable,Affordable
12702150929,122,960,0.12708333333333333,True,310,1650,1273,3.2,0.24351924587588375,0.2991117288053659,Affordable,Affordable
12702151803,122,966,0.12629399585921325,True,490,2500,2750,3.7,0.1781818181818182,0.2097902097902098,Affordable,Affordable
21005154422,122,532,0.22932330827067668,True,385,1733,1421,3.3,0.270935960591133,0.2814377740486115,Affordable,Affordable
21005124712,121,869,0.13924050632911392,True,369,1300,1426,3.5,0.258765778401122,0.21037868162692847,Affordable,Affordable
12702151219,121,775,0.15612903225806452,True,420,2550,1600,3.4,0.2625,0.36778846153846156,Affordable,Moderately_Affordable
11303126939,120,790,0.1518987341772152,True,200,1235,949,1.9,0.2107481559536354,0.30031612223393045,Affordable,Moderately_Affordable
50502108535,120,1007,0.11916583912611718,True,300,1517,1183,3.0,0.25359256128486896,0.2959230118993433,Affordable,Affordable
12702151012,120,602,0.19933554817275748,True,490,2167,1899,3.2,0.258030542390732,0.2633369789767894,Affordable,Affordable
21005144201,120,1091,0.10999083409715857,True,363,1785,1971,3.4,0.1841704718417047,0.20899192132068845,Affordable,Affordable
12703173001,119,898,0.13251670378619154,True,580,3033,2895,4.0,0.2003454231433506,0.24176962933439616,Affordable,Affordable
12702150912,119,916,0.1299126637554585,True,410,2084,1481,3.3,0.27683997299122215,0.32472861372253675,Affordable,Moderately_Affordable
12702151348,119,611,0.19476268412438624,True,495,1975,1781,3.9,0.2779337450870298,0.25590636202651923,Affordable,Affordable
31701145318,119,734,0.16212534059945505,True,300,1350,1138,2.3,0.26362038664323373,0.27375963228335815,Affordable,Affordable
