SA1_CODE_2021,India_population,total_population,concentration_ratio,is_cluster,anchor_strength
21203155704,918,1821,0.5041186161449753,True,3.4397455575631635
21305158511,516,940,0.548936170212766,True,3.4297767268578188
11602163212,1233,2562,0.4812646370023419,True,3.425649484818796
21305158701,588,1096,0.5364963503649635,True,3.4220023686013983
21305158820,678,1293,0.5243619489559165,True,3.419165602849804
21305158302,651,1239,0.5254237288135594,True,3.4047691766055297
11602163111,374,652,0.5736196319018405,True,3.399801125326585
21305158403,491,896,0.5479910714285714,True,3.3967109930778157
12504158937,626,1189,0.5264928511354079,True,3.391112308188569
11602130901,502,922,0.544468546637744,True,3.3869156891432417
21304157210,574,1077,0.5329619312906221,True,3.386637329078625
21203155822,554,1037,0.5342333654773385,True,3.375803601750747
21305158708,358,624,0.5737179487179487,True,3.3753676523698775
12003139615,518,960,0.5395833333333333,True,3.3734231369582606
21305157923,416,744,0.5591397849462365,True,3.373338532618684
21005154209,575,1085,0.5299539170506913,True,3.3684441519816937
12504148954,784,1552,0.5051546391752577,True,3.3672010533127628
11601162632,283,475,0.5957894736842105,True,3.3655993882097293
21203130462,520,967,0.5377456049638056,True,3.3640020907050165
21305158912,470,861,0.5458768873403019,True,3.3597947783829456
12504148951,330,571,0.5779334500875657,True,3.3532382904981275
11602163242,602,1150,0.5234782608695652,True,3.3512644803737093
21305157901,521,973,0.5354573484069887,True,3.350714093819995
21304135929,343,598,0.5735785953177257,True,3.350067037590427
21305158207,444,810,0.5481481481481482,True,3.3426481250392723
21203155621,525,985,0.5329949238578681,True,3.339373742829744
21303134805,335,584,0.5736301369863014,True,3.3368702715542353
21305158346,766,1527,0.501637197118533,True,3.33211846093472
21203130637,605,1165,0.51931330472103,True,3.327178018516682
11602163241,609,1174,0.5187393526405452,True,3.3269135476277008
11602130920,506,948,0.5337552742616034,True,3.324500598963227
21203155517,621,1202,0.5166389351081531,True,3.3235073191273132
21305158809,588,1129,0.520814880425155,True,3.321979270139179
21305136301,455,839,0.5423122765196663,True,3.3203030135030347
21203155819,462,855,0.5403508771929825,True,3.316526197646597
21203130465,567,1086,0.5220994475138122,True,3.311218088779828
21305158710,446,823,0.5419198055893074,True,3.3070973671903423
21205156817,386,696,0.5545977011494253,True,3.304528637226287
21305158714,519,983,0.5279755849440488,True,3.3018689249315063
12003139647,474,885,0.535593220338983,True,3.301029623855842
20904143738,368,660,0.5575757575757576,True,3.2957169166771427
12504149312,691,1372,0.5036443148688047,True,3.293625288142718
10402109127,550,1054,0.5218216318785579,True,3.2935997580968723
12504158914,442,818,0.5403422982885085,True,3.292613494327567
21305146617,599,1164,0.5146048109965635,True,3.2918907761808174
12504171806,632,1240,0.5096774193548387,True,3.2876591183831603
11602162828,529,1010,0.5237623762376238,True,3.285496966794973
11602163101,466,872,0.5344036697247706,True,3.284620910634984
12504149149,277,475,0.5831578947368421,True,3.2817916810364345
12403146247,489,925,0.5286486486486487,True,3.274664039189389
11601156023,464,871,0.5327210103329506,True,3.271992372207271
11601130426,726,1467,0.4948875255623722,True,3.2607775205789604
40203103818,519,996,0.5210843373493976,True,3.2587722421763763
20802118209,324,579,0.5595854922279793,True,3.236544661614568
21305146615,614,1220,0.5032786885245901,True,3.2318656331419686
11601162722,759,1558,0.4871630295250321,True,3.231507503761108
12003139602,661,1329,0.49736644093303234,True,3.2305271124713033
80104103908,281,492,0.5711382113821138,True,3.2223087132796953
12003139616,551,1080,0.5101851851851852,True,3.2210786791654438
12504158933,325,584,0.5565068493150684,True,3.2204480290140065
21203130355,391,727,0.5378266850068776,True,3.211503960602573
21203155602,461,884,0.5214932126696833,True,3.1996554465935314
11602163218,704,1444,0.48753462603878117,True,3.197348513282436
12003139642,357,657,0.54337899543379,True,3.1953581067656773
21203155809,472,911,0.5181119648737651,True,3.1911010135765006
21304135946,300,537,0.5586592178770949,True,3.188329756842947
21304135925,310,559,0.554561717352415,True,3.183069414625335
21305158613,772,1613,0.4786112833230006,True,3.18289858990049
21305146626,603,1214,0.49670510708401977,True,3.1806880077056783
40203117514,450,865,0.5202312138728323,True,3.1793760725736475
31004130453,490,956,0.5125523012552301,True,3.1760016973005385
40203103625,866,1846,0.46912242686890576,True,3.173631502650027
80104112107,511,1006,0.5079522862823062,True,3.1687712558600283
11602130929,778,1637,0.4752596212583995,True,3.164283807994772
11601156110,484,946,0.5116279069767442,True,3.1639831535028984
21305158920,348,644,0.5403726708074534,True,3.1639208523702558
11602130902,426,816,0.5220588235294118,True,3.161997536317885
40204104338,810,1716,0.47202797202797203,True,3.161769885683849
21205156820,641,1311,0.4889397406559878,True,3.1607941286539014
21203155626,418,800,0.5225,True,3.1547875556593166
21305158316,665,1371,0.4850474106491612,True,3.153433720575754
20904122526,726,1517,0.47857613711272246,True,3.153302981337729
21305158214,268,477,0.5618448637316562,True,3.1433598526903417
11602162918,730,1534,0.4758800521512386,True,3.138149821132554
20904143715,570,1153,0.4943625325238508,True,3.1379114046001093
12003139636,417,803,0.5193026151930261,True,3.1342412918590576
11602163214,686,1431,0.47938504542278126,True,3.1315033713938023
12504171813,658,1366,0.4816983894582723,True,3.1265710729887624
11602162908,654,1357,0.4819454679439941,True,3.125240563084344
21305146620,646,1338,0.4828101644245142,True,3.124914578660375
21305158919,411,792,0.5189393939393939,True,3.1245462078063833
12504148947,329,612,0.5375816993464052,True,3.117486083852145
21005144231,674,1411,0.47767540751240256,True,3.1119180394387564
11601130340,222,386,0.5751295336787565,True,3.109824179440794
21305158311,500,1001,0.4995004995004995,True,3.105197852689743
50601130717,976,2165,0.45080831408775984,True,3.103583820967093
20904143728,404,782,0.5166240409207161,True,3.101752397840207
31402138942,526,1064,0.4943609022556391,True,3.0982589177939444
40203103839,395,763,0.5176933158584535,True,3.0965381565472083
21005144552,604,1250,0.4832,True,3.095006390920503
40203103816,563,1153,0.48829141370338247,True,3.0933525963516106
21305158705,500,1005,0.4975124378109453,True,3.092838856261127
11602156344,300,554,0.5415162454873647,True,3.0904929231492106
21304135935,500,1006,0.4970178926441352,True,3.0897644637598733
21304135930,354,673,0.5260029717682021,True,3.0887514078369946
11602156354,381,734,0.5190735694822888,True,3.086110697382977
21203130453,435,857,0.5075845974329055,True,3.0849175914315405
11602163244,310,577,0.537261698440208,True,3.0837708886924826
50603112746,458,911,0.5027442371020856,True,3.0813446720172664
21005154307,464,925,0.5016216216216216,True,3.080978763451387
12602150024,393,763,0.5150720838794234,True,3.0782515168467737
11602163215,541,1107,0.48870822041553746,True,3.076548244606006
20904143744,692,1472,0.4701086956521739,True,3.0749950811409055
21305158341,528,1077,0.49025069637883006,True,3.0743564457021186
11602130904,411,805,0.5105590062111801,True,3.0740876976182054
11601130339,403,787,0.5120711562897078,True,3.073151455931822
21304135917,531,1087,0.48850045998160074,True,3.066143231683913
12504171921,433,858,0.5046620046620046,True,3.0648348289807403
21305159002,540,1109,0.48692515779981965,True,3.06442417545275
21305158811,547,1126,0.4857904085257549,True,3.0635280479223486
11601156103,355,682,0.5205278592375366,True,3.058065116499224
21205156811,379,738,0.513550135501355,True,3.050575751735831
21305158720,462,930,0.4967741935483871,True,3.0490644075138067
11601130703,463,933,0.4962486602357985,True,3.0469094830447547
12504158904,677,1449,0.46721877156659763,True,3.045867987533228
11601130335,565,1178,0.4796264855687606,True,3.0401576011755505
21305157918,540,1118,0.48300536672629696,True,3.039755286741592
12601172126,283,526,0.5380228136882129,True,3.039277014067721
21304157215,604,1274,0.4740973312401884,True,3.036701717936129
21305157911,648,1382,0.46888567293777134,True,3.0362376269350584
11601162608,476,968,0.49173553719008267,True,3.0327870347756725
21305158513,640,1365,0.46886446886446886,True,3.0302848735745265
20904143740,313,594,0.5269360269360269,True,3.0295622972883556
21305158829,514,1060,0.4849056603773585,True,3.027831874472793
