SA1_CODE_2021,Nepal_population,total_population,concentration_ratio,is_cluster,anchor_strength
11904138129,621,1509,0.4115308151093439,True,2.647353079914533
11902166020,333,734,0.4536784741144414,True,2.6363895785575493
12003168034,495,1169,0.4234388366124893,True,2.6281052897594863
11902165925,330,729,0.45267489711934156,True,2.626473338648053
11902166006,307,675,0.45481481481481484,True,2.606134271663537
21104127125,224,467,0.4796573875802998,True,2.5978725697939833
11904167005,527,1274,0.41365777080062793,True,2.593260393652433
11904137825,407,946,0.43023255813953487,True,2.586242854104116
12003167817,532,1297,0.41017733230531994,True,2.575307168586144
12003168008,449,1071,0.419234360410831,True,2.561206502951634
12501158323,206,429,0.4801864801864802,True,2.5606994671623915
12003168033,475,1157,0.4105445116681072,True,2.5311784621952675
11904137831,462,1122,0.4117647058823529,True,2.5272993752119786
12003167612,389,926,0.4200863930885529,True,2.5062970642755036
11903166413,547,1378,0.3969521044992743,True,2.50328924670578
12003168027,300,685,0.43795620437956206,True,2.4994643495250553
11903166522,352,827,0.42563482466747277,True,2.4969731028301334
11904138152,332,780,0.4256410256410256,True,2.4721837265044964
11903166412,390,945,0.4126984126984127,True,2.4632761358669764
11903166709,555,1449,0.3830227743271222,True,2.4209982079427697
21301133610,326,784,0.41581632653061223,True,2.407559969021052
12501158605,497,1284,0.3870716510903427,True,2.4039472260757417
12003139630,258,601,0.4292845257903494,True,2.3854602993651923
70101100509,461,1191,0.38706968933669184,True,2.374891196296122
11904137906,386,978,0.3946830265848671,True,2.351689091523002
12501158653,202,459,0.4400871459694989,True,2.3382736552645773
11904138139,234,547,0.42778793418647165,True,2.3355448086101154
12003139618,453,1205,0.3759336099585062,True,2.2999983657367062
11904138101,288,713,0.40392706872370265,True,2.2888231222670132
12501158617,220,523,0.42065009560229444,True,2.2707376564701827
11904138148,216,515,0.41941747572815535,True,2.256422967698523
11904138125,221,533,0.4146341463414634,True,2.240134524190945
12003168021,419,1133,0.3698146513680494,True,2.2337746902252746
12504171713,334,870,0.3839080459770115,True,2.232091491528244
11903166701,616,1775,0.3470422535211268,True,2.229701024634208
31701144609,334,879,0.3799772468714448,True,2.2092373124340976
11902165907,345,920,0.375,True,2.192414540646647
12501158317,318,841,0.37812128418549346,True,2.1799414633597864
11903166407,270,698,0.3868194842406877,True,2.1670087129477356
12503148152,406,1126,0.3605683836589698,True,2.1665880579837418
12003139607,337,906,0.3719646799116998,True,2.1659674026244784
12504171721,253,648,0.3904320987654321,True,2.161953039437793
11902165927,226,568,0.397887323943662,True,2.158518844983798
11902166008,344,938,0.36673773987206826,True,2.1430482723441235
12504171811,216,543,0.39779005524861877,True,2.1400696654967573
11902165911,226,573,0.3944153577661431,True,2.139683602008372
11903166526,475,1374,0.3457059679767103,True,2.1314217472779657
80109110605,391,1098,0.3561020036429873,True,2.126378305426294
12504171817,238,613,0.38825448613376834,True,2.1262615421854805
70102102301,443,1273,0.3479968578161822,True,2.121327793525118
21003153525,262,693,0.37806637806637805,True,2.106644092973412
11904167020,365,1026,0.3557504873294347,True,2.0998646848845017
11904138103,242,643,0.37636080870917576,True,2.067373047104841
11903137461,539,1644,0.3278588807785888,True,2.0627468164367
12503148150,279,767,0.363754889178618,True,2.049682267645659
21003153603,333,952,0.34978991596638653,True,2.032678519602144
40403110702,375,1098,0.34153005464480873,True,2.025132904163215
11902165910,324,926,0.34989200863930886,True,2.0237142106639685
12003139647,309,885,0.34915254237288135,True,2.002938802170701
11904138140,298,859,0.3469150174621653,True,1.977569481804918
11902166016,233,648,0.3595679012345679,True,1.961558364009791
21005124213,420,1303,0.32233307751343054,True,1.9477404375645435
80101100317,315,931,0.3383458646616541,True,1.9474315760256469
11902166015,330,989,0.33367037411526795,True,1.9359950089731353
11903166415,274,800,0.3425,True,1.923744100950801
12003139617,351,1077,0.32590529247910865,True,1.9109884332729175
12003167824,475,1538,0.3088426527958388,True,1.90414400569566
12501158302,201,567,0.3544973544973545,True,1.8817668556924907
12003139629,329,1016,0.32381889763779526,True,1.8778557906668434
12003167618,312,956,0.3263598326359833,True,1.8753299115570374
11903166625,351,1102,0.31851179673321234,True,1.867635701120628
11904137803,246,730,0.336986301369863,True,1.856588398370524
12003139639,352,1114,0.31597845601436264,True,1.853677518887361
12501158629,275,836,0.32894736842105265,True,1.8488160742490625
12503148136,331,1041,0.31796349663784823,True,1.845821013171333
11902166002,244,729,0.3347050754458162,True,1.8412990444072888
12003167611,314,984,0.31910569105691056,True,1.8356786672675292
12501158206,403,1321,0.30507191521574567,True,1.8308631308238787
11903166704,430,1428,0.3011204481792717,True,1.8266291867959463
11903137411,207,607,0.34102141680395387,True,1.8202147981847987
11904137904,402,1326,0.3031674208144796,True,1.8186821251150576
12701150525,397,1312,0.30259146341463417,True,1.8114492729404892
12504171809,219,655,0.33435114503816793,True,1.8033655460323164
11904138104,309,983,0.3143438453713123,True,1.8032561952401531
12703173023,309,984,0.31402439024390244,True,1.801423617805966
12501158606,347,1129,0.3073516386182462,True,1.7986840216844486
21003153607,452,1537,0.2940793754066363,True,1.798557736316416
31902150302,203,602,0.3372093023255814,True,1.7933195328079332
11902165923,299,961,0.31113423517169614,True,1.7746419978378813
12504171715,376,1262,0.2979397781299525,True,1.7674518149607388
11902165920,318,1047,0.3037249283667622,True,1.7510322547140216
21003123707,390,1359,0.2869757174392936,True,1.712874134212136
11902165928,296,990,0.298989898989899,True,1.7023683970561607
12001167223,261,854,0.30562060889929743,True,1.7018008378005225
11903166715,306,1030,0.2970873786407767,True,1.7013741852055169
21003153518,298,999,0.2982982982982983,True,1.7004326174879125
11904137905,219,699,0.3133047210300429,True,1.6898489737498816
80109110507,382,1355,0.2819188191881919,True,1.6768630006398573
40403110747,273,914,0.2986870897155361,True,1.6765688982975309
12003139635,244,804,0.3034825870646766,True,1.6695360738469074
12501158655,341,1199,0.28440366972477066,True,1.6594415857700986
12003167602,256,864,0.2962962962962963,True,1.6441706918208059
70102102804,350,1267,0.27624309392265195,True,1.6190017191894657
21005124212,484,1849,0.26176311519740403,True,1.618782078536367
12003167822,310,1102,0.2813067150635209,True,1.6146422892700205
12003167816,227,773,0.2936610608020699,True,1.5943873968598425
80109110907,201,672,0.29910714285714285,True,1.587740784490539
80101100217,214,724,0.2955801104972376,True,1.5874537817946406
21003153605,334,1225,0.2726530612244898,True,1.5852404878608752
12504171803,308,1114,0.2764811490125673,True,1.5851607839178687
70101100222,273,969,0.28173374613003094,True,1.5814076089204778
12302144343,210,714,0.29411764705882354,True,1.574075921610608
21003153613,422,1626,0.25953259532595324,True,1.5694901965298456
10503110108,236,826,0.2857142857142857,True,1.5623028974671804
11902166019,306,1123,0.27248441674087265,True,1.5604767682650775
11904137935,252,906,0.2781456953642384,True,1.5390884670632836
11904137826,346,1319,0.2623199393479909,True,1.5343945215023604
11903166404,477,1918,0.24869655891553702,True,1.534360959018991
11902166018,220,782,0.2813299232736573,True,1.5186646986367078
12003167820,349,1362,0.25624082232011747,True,1.5010416086011213
12503148137,249,920,0.27065217391304347,True,1.4943954005953253
11903166630,282,1069,0.2637979420018709,True,1.489257273279133
10503110136,259,969,0.2672858617131063,True,1.4862915814582267
80109110921,446,1837,0.24278715296679368,True,1.4816228269992662
12302170316,255,957,0.2664576802507837,True,1.477555118434993
12102157715,283,1086,0.2605893186003683,True,1.4720623475134635
70101100213,251,943,0.26617179215270415,True,1.471778049804207
11902166001,224,833,0.2689075630252101,True,1.4564303602566506
11902166011,205,755,0.271523178807947,True,1.4466418736448532
11904137829,287,1127,0.2546583850931677,True,1.4421203707178496
12003139633,226,852,0.2652582159624413,True,1.4390125633225317
11903166410,307,1224,0.2508169934640523,True,1.4372063998144504
12003139627,1192,5899,0.20206814714358365,True,1.4314965070589447
11904137903,276,1085,0.2543778801843318,True,1.4306256513435072
60201104112,363,1501,0.2418387741505663,True,1.4261604623265403
11602163217,275,1095,0.2511415525114155,True,1.4115161991527088
60103101716,429,1847,0.23226854358419058,True,1.4084265590292278
11902166013,293,1190,0.246218487394958,True,1.3994024133027174
11904137921,253,1003,0.2522432701894317,True,1.3967553036447555
80101100203,338,1414,0.23903818953323905,True,1.392636517888679
12003167830,311,1285,0.24202334630350195,True,1.38994084934533
12504149115,270,1090,0.24770642201834864,True,1.387680808841761
12003167811,266,1074,0.24767225325884543,True,1.383806464743451
12003167818,271,1104,0.24547101449275363,True,1.3760619202592532
12003167819,252,1017,0.24778761061946902,True,1.3711053600386776
12701150527,310,1303,0.23791250959324636,True,1.3655685362820895
80104103910,310,1307,0.23718439173680184,True,1.3613892905704381
11904137802,269,1110,0.24234234234234234,True,1.356734690964471
12003167714,265,1094,0.24223034734917734,True,1.3524922502990404
11903166406,260,1071,0.24276377217553688,True,1.350863964429412
11904137913,205,809,0.25339925834363414,True,1.3500798697180028
11902166010,210,833,0.25210084033613445,True,1.3492079328090925
12703173014,284,1190,0.23865546218487396,True,1.348997417812014
12501158312,234,958,0.24425887265135698,True,1.3335522028285314
70102101602,268,1126,0.23801065719360567,True,1.331600932267578
60103101906,234,969,0.24148606811145512,True,1.3184138393289302
12503148145,207,849,0.24381625441696114,True,1.3013785424006747
10503110110,200,820,0.24390243902439024,True,1.2934890019656282
21301133618,266,1159,0.22950819672131148,True,1.2823193642230082
12701172823,256,1112,0.2302158273381295,True,1.2774851418463817
70102102508,276,1218,0.22660098522167488,True,1.274407907805998
12003167803,227,969,0.23426212590299278,True,1.2718900493009888
12302170303,309,1396,0.22134670487106017,True,1.2697713753016264
12501158223,225,972,0.23148148148148148,True,1.2547534720537699
12302170535,218,946,0.23044397463002114,True,1.241879108985198
11903166417,281,1304,0.21549079754601227,True,1.2157790543969402
12203169517,240,1084,0.22140221402214022,True,1.2143461845366763
10503110024,202,885,0.22824858757062147,True,1.212731760188069
12504171806,268,1240,0.2161290322580645,True,1.2091795562365264
60201104010,226,1020,0.22156862745098038,True,1.2019987293635266
11902166003,226,1025,0.22048780487804878,True,1.1961353209276069
12503148155,243,1117,0.21754700089525514,True,1.1958924608292283
70101100808,233,1064,0.21898496240601503,True,1.1946332893593463
12102157708,200,892,0.2242152466367713,True,1.1890818179504654
80109110915,259,1219,0.2124692370795734,True,1.181473783784267
21005124207,228,1051,0.21693625118934348,True,1.1787712814561053
11903166613,224,1033,0.21684414327202323,True,1.174449651591278
70101100802,264,1256,0.21019108280254778,True,1.1728094538697156
12003167707,254,1223,0.20768601798855274,True,1.1508429603190844
70101100502,240,1144,0.2097902097902098,True,1.1506566993337037
21003123705,214,1004,0.21314741035856574,True,1.1447375876686452
12302170320,217,1024,0.2119140625,True,1.1410502232668285
12102157712,205,961,0.2133194588969823,True,1.1365396613963206
12003167627,215,1045,0.20574162679425836,True,1.1059185240689908
12302144326,215,1054,0.20398481973434535,True,1.0964751970133733
12001138325,211,1052,0.2005703422053232,True,1.074372342163303
11902165918,207,1033,0.20038722168441434,True,1.0695744264261111
