SA1_CODE_2021,Lebanon_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
12503148007,197,927,0.21251348435814454,True,420,2167,1687,3.7,0.24896265560165975,0.2964297113674707,Affordable,Affordable
11902136628,197,785,0.25095541401273885,True,400,2167,1263,3.4,0.3167062549485352,0.3959437237346976,Moderately_Affordable,Moderately_Affordable
11901165606,196,736,0.266304347826087,True,400,2167,1375,3.5,0.2909090909090909,0.3636923076923077,Affordable,Moderately_Affordable
11901136137,196,1071,0.1830065359477124,True,400,1733,1081,2.4,0.3700277520814061,0.3699565928983135,Moderately_Affordable,Moderately_Affordable
12503148115,195,824,0.2366504854368932,True,230,2167,979,3.8,0.23493360572012256,0.5108038029386344,Affordable,Very_Expensive
12501158405,195,1163,0.16766981943250214,True,450,2438,1656,4.0,0.2717391304347826,0.33974358974358976,Affordable,Moderately_Affordable
11901157216,195,1149,0.16971279373368145,True,460,2084,1571,3.7,0.2928071292170592,0.3061254468001763,Affordable,Moderately_Affordable
11901135611,194,1284,0.15109034267912771,True,480,2500,1762,3.6,0.2724177071509648,0.3274251287872173,Affordable,Moderately_Affordable
10701154533,194,1040,0.18653846153846154,True,325,1590,1192,3.1,0.2726510067114094,0.3078213732576149,Affordable,Moderately_Affordable
12503148307,194,889,0.21822272215973004,True,360,2000,1416,3.4,0.2542372881355932,0.3259452411994785,Affordable,Moderately_Affordable
12503148009,193,757,0.25495376486129456,True,445,2000,1449,4.0,0.30710835058661146,0.3185220576524924,Moderately_Affordable,Moderately_Affordable
12503147916,193,774,0.24935400516795866,True,195,2050,900,2.8,0.21666666666666667,0.5256410256410257,Affordable,Very_Expensive
11901136118,193,1177,0.16397621070518267,True,447,2282,1721,3.0,0.2597327135386403,0.3059938318508917,Affordable,Moderately_Affordable
21005124225,192,1235,0.15546558704453442,True,307,1378,1125,3.0,0.2728888888888889,0.2826666666666667,Affordable,Affordable
11901135435,192,1233,0.15571776155717762,True,515,2650,1537,3.2,0.3350683148991542,0.3978779840848806,Moderately_Affordable,Moderately_Affordable
11904166910,192,1175,0.16340425531914893,True,560,2763,1875,3.2,0.2986666666666667,0.34006153846153847,Affordable,Moderately_Affordable
12501158404,192,1260,0.1523809523809524,True,145,2579,810,3.1,0.17901234567901234,0.7347578347578347,Affordable,Very_Expensive
12503147924,191,1577,0.12111604311984782,True,350,1600,1284,2.8,0.27258566978193144,0.2875629043853343,Affordable,Affordable
11902165915,191,1242,0.1537842190016103,True,450,1800,1781,3.3,0.25266704098820886,0.23323111475834665,Affordable,Affordable
12703159909,190,1424,0.13342696629213482,True,425,2400,1413,3.4,0.3007784854918613,0.39196472317491426,Moderately_Affordable,Moderately_Affordable
12503148439,190,1092,0.17399267399267399,True,500,2367,1514,3.4,0.33025099075297226,0.36078650543643936,Moderately_Affordable,Moderately_Affordable
12503148117,190,719,0.26425591098748263,True,460,2184,1699,3.3,0.2707474985285462,0.2966450853443202,Affordable,Affordable
12503148309,189,681,0.2775330396475771,True,261,2546,1100,3.8,0.23727272727272727,0.5341258741258741,Affordable,Very_Expensive
11901165517,189,742,0.25471698113207547,True,430,2050,1471,3.1,0.29231815091774305,0.32160225905977097,Affordable,Moderately_Affordable
12503171440,188,787,0.2388818297331639,True,552,2500,2017,3.6,0.2736737729300942,0.28603028107242284,Affordable,Affordable
11901157119,188,823,0.2284325637910085,True,500,1809,1375,3.2,0.36363636363636365,0.3036083916083916,Moderately_Affordable,Moderately_Affordable
21005124310,187,791,0.23640960809102401,True,350,1590,1104,3.3,0.3170289855072464,0.33235785953177255,Moderately_Affordable,Moderately_Affordable
12503171426,187,1196,0.15635451505016723,True,360,2084,1152,2.8,0.3125,0.41746794871794873,Moderately_Affordable,Expensive
12503148138,187,1241,0.1506849315068493,True,395,2019,1192,3.1,0.3313758389261745,0.39087506453278265,Moderately_Affordable,Moderately_Affordable
21005124724,186,1285,0.14474708171206227,True,346,1600,1484,3.4,0.23315363881401618,0.2488077959776073,Affordable,Affordable
12503148416,186,1159,0.16048317515099222,True,550,2500,2010,3.6,0.2736318407960199,0.2870264064293915,Affordable,Affordable
12503148318,186,1558,0.11938382541720154,True,350,1946,1171,2.7,0.29888983774551664,0.38349865335347827,Affordable,Moderately_Affordable
12501158214,186,738,0.25203252032520324,True,365,2084,1292,3.2,0.2825077399380805,0.37223148368659204,Affordable,Moderately_Affordable
11902136725,185,1187,0.15585509688289806,True,540,2817,2125,3.5,0.2541176470588235,0.3059185520361991,Affordable,Moderately_Affordable
11902136627,184,880,0.20909090909090908,True,500,1913,1287,3.4,0.3885003885003885,0.3430159584005738,Moderately_Affordable,Moderately_Affordable
11902136603,184,921,0.1997828447339848,True,250,1920,806,2.4,0.31017369727047145,0.549723229623974,Moderately_Affordable,Very_Expensive
12503147940,183,1271,0.14398111723052714,True,455,2300,1337,3.3,0.3403141361256545,0.3969852137391404,Moderately_Affordable,Moderately_Affordable
21005124306,183,898,0.20378619153674832,True,369,1733,1208,3.2,0.3054635761589404,0.33106214977075904,Moderately_Affordable,Moderately_Affordable
12503171425,183,1233,0.14841849148418493,True,450,2000,1837,3.4,0.24496461622210125,0.25124576022779616,Affordable,Affordable
12503148438,182,1014,0.1794871794871795,True,540,2500,2016,3.6,0.26785714285714285,0.28617216117216115,Affordable,Affordable
11902136622,182,700,0.26,True,325,2084,1474,3.4,0.22048846675712347,0.32627074418119195,Affordable,Moderately_Affordable
11902136720,182,1559,0.11674150096215523,True,450,2600,1875,3.1,0.24,0.32,Affordable,Moderately_Affordable
11901165601,182,679,0.26804123711340205,True,450,2200,1797,4.1,0.25041736227045075,0.2825221523051239,Affordable,Affordable
11901135616,182,776,0.2345360824742268,True,530,2000,2160,3.8,0.24537037037037038,0.21367521367521367,Affordable,Affordable
12501158212,181,1240,0.14596774193548387,True,450,2150,1489,3.5,0.3022162525184688,0.3332127912383117,Moderately_Affordable,Moderately_Affordable
21302134311,181,680,0.2661764705882353,True,386,1650,1792,3.1,0.21540178571428573,0.21248282967032966,Affordable,Affordable
12503171422,181,1112,0.16276978417266186,True,500,2184,1786,3.3,0.2799552071668533,0.2821948488241881,Affordable,Affordable
12503171610,181,1205,0.15020746887966804,True,500,2600,1586,3.3,0.31525851197982346,0.37831021437578816,Moderately_Affordable,Moderately_Affordable
11902136203,181,1124,0.1610320284697509,True,450,2040,1412,2.4,0.31869688385269124,0.3334059707997385,Moderately_Affordable,Moderately_Affordable
12503171606,181,1105,0.16380090497737557,True,485,2383,1768,3.1,0.2743212669683258,0.3110424643230073,Affordable,Moderately_Affordable
12503148424,181,927,0.19525350593311758,True,410,2167,1583,3.1,0.25900189513581806,0.3159045629039312,Affordable,Moderately_Affordable
11901157109,181,839,0.21573301549463647,True,420,2167,1609,3.5,0.2610316967060286,0.310799827891189,Affordable,Moderately_Affordable
11902157310,181,1215,0.14897119341563786,True,500,2963,1718,3.5,0.2910360884749709,0.3980030446852333,Affordable,Moderately_Affordable
12703159912,181,1171,0.15456874466268147,True,337,1950,1042,3.0,0.32341650671785027,0.43186180422264875,Moderately_Affordable,Expensive
11901157210,181,823,0.21992709599027946,True,550,3000,1958,3.8,0.2808988764044944,0.3535790052643985,Affordable,Moderately_Affordable
11902136625,180,674,0.26706231454005935,True,360,1865,1571,3.3,0.22915340547422025,0.273955834108603,Affordable,Affordable
11902136633,180,562,0.3202846975088968,True,493,3142,1812,3.8,0.27207505518763797,0.4001528273051452,Affordable,Expensive
21005124205,180,1618,0.11124845488257108,True,321,1615,1220,2.8,0.26311475409836066,0.30548549810844894,Affordable,Moderately_Affordable
12503147901,180,1197,0.15037593984962405,True,370,1800,1202,3.0,0.30782029950083195,0.34557788301548703,Moderately_Affordable,Moderately_Affordable
11901136114,180,1100,0.16363636363636364,True,220,2167,919,2.9,0.23939064200217627,0.5441533439357161,Affordable,Very_Expensive
11901165519,179,587,0.3049403747870528,True,241,2400,1325,3.5,0.18188679245283018,0.41799709724238027,Affordable,Expensive
12503171417,179,1058,0.16918714555765596,True,470,2167,1899,3.6,0.24749868351764087,0.2633369789767894,Affordable,Affordable
11902165924,179,1171,0.15286080273270708,True,420,2279,1718,3.2,0.24447031431897556,0.3061251902928271,Affordable,Moderately_Affordable
11901157131,179,1181,0.15156646909398813,True,505,2000,1708,3.7,0.29566744730679156,0.2702215816969915,Affordable,Affordable
11902136620,179,803,0.22291407222914073,True,410,2084,1305,3.2,0.31417624521072796,0.3685234305923961,Moderately_Affordable,Moderately_Affordable
12503171427,178,795,0.2238993710691824,True,490,2500,1446,3.7,0.338865836791148,0.3989786147462496,Moderately_Affordable,Moderately_Affordable
11904167028,178,1088,0.1636029411764706,True,565,2750,1899,3.3,0.2975250131648236,0.334183983473083,Affordable,Moderately_Affordable
12503147925,178,1386,0.12842712842712842,True,460,2000,1658,3.3,0.27744270205066346,0.2783706040642108,Affordable,Affordable
11901136134,177,1373,0.12891478514202476,True,500,2540,1773,3.4,0.2820078962210942,0.33060002603149813,Affordable,Moderately_Affordable
11901136120,177,890,0.19887640449438201,True,480,2800,1718,3.6,0.27939464493597205,0.376108175875347,Affordable,Moderately_Affordable
12503148402,176,1040,0.16923076923076924,True,450,2400,1708,3.0,0.26346604215456676,0.32426589803638983,Affordable,Moderately_Affordable
11901165508,176,1058,0.166351606805293,True,490,2113,1711,3.4,0.2863822326125073,0.28498853571910265,Affordable,Affordable
11904166831,176,1073,0.16402609506057783,True,420,2392,1681,2.3,0.2498512790005949,0.32837596668649616,Affordable,Moderately_Affordable
11901136125,175,761,0.22996057818659657,True,490,2167,1625,3.7,0.30153846153846153,0.30773964497041423,Moderately_Affordable,Moderately_Affordable
12503148016,175,1651,0.10599636583888553,True,204,2000,877,2.6,0.23261117445838084,0.5262696254714498,Affordable,Very_Expensive
11902136726,174,1164,0.14948453608247422,True,563,2600,1875,3.4,0.3002666666666667,0.32,Moderately_Affordable,Moderately_Affordable
11901157145,174,1357,0.12822402358142962,True,380,1432,1104,2.5,0.3442028985507246,0.2993311036789298,Moderately_Affordable,Affordable
12503148441,173,1318,0.13125948406676782,True,350,1733,1460,2.9,0.23972602739726026,0.2739199157007376,Affordable,Affordable
12503148321,171,977,0.1750255885363357,True,303,2167,1134,3.2,0.2671957671957672,0.440984940984941,Affordable,Expensive
11902157415,171,726,0.23553719008264462,True,380,1722,1312,3.5,0.2896341463414634,0.30288461538461536,Affordable,Moderately_Affordable
11901136126,171,1239,0.13801452784503632,True,500,2167,1604,3.8,0.3117206982543641,0.31176865528486475,Moderately_Affordable,Moderately_Affordable
12503171402,171,1552,0.11018041237113402,True,296,2227,1288,3.1,0.22981366459627328,0.3990086000955566,Affordable,Moderately_Affordable
11901135606,170,1171,0.14517506404782238,True,505,2000,1724,3.3,0.29292343387471,0.26771372479029093,Affordable,Affordable
12503147931,169,772,0.2189119170984456,True,180,1921,519,2.3,0.3468208092485549,0.8541574032903513,Moderately_Affordable,Very_Expensive
11901136029,169,1326,0.12745098039215685,True,400,2400,1567,2.7,0.2552648372686662,0.35344362083353786,Affordable,Moderately_Affordable
12503148429,169,916,0.18449781659388648,True,495,2205,1981,3.2,0.24987380111055021,0.2568632780646915,Affordable,Affordable
12503148127,169,749,0.22563417890520696,True,222,2275,1325,3.0,0.16754716981132076,0.39622641509433965,Affordable,Moderately_Affordable
11904166907,169,1244,0.13585209003215434,True,500,2708,1978,3.2,0.2527805864509606,0.31593684374270825,Affordable,Moderately_Affordable
12503148140,168,985,0.17055837563451776,True,430,2167,1442,3.3,0.29819694868238555,0.3467939827163128,Affordable,Moderately_Affordable
12503148406,168,1663,0.10102224894768491,True,390,2000,1268,2.7,0.30757097791798105,0.36398932297985925,Moderately_Affordable,Moderately_Affordable
12504171813,167,1366,0.12225475841874085,True,385,1702,1797,2.8,0.2142459654980523,0.21856941055605497,Affordable,Affordable
12701150409,167,898,0.18596881959910913,True,300,1975,993,3.3,0.3021148036253776,0.4589821055077853,Moderately_Affordable,Expensive
11901165503,167,886,0.18848758465011287,True,234,3033,785,3.0,0.2980891719745223,0.8916217540421362,Affordable,Very_Expensive
11901157235,167,775,0.21548387096774194,True,530,1850,1514,3.6,0.35006605019815057,0.2819835382583071,Moderately_Affordable,Affordable
21005124218,167,1466,0.11391541609822646,True,346,1380,1087,2.9,0.31830726770929163,0.2929728964687566,Moderately_Affordable,Affordable
11902157303,167,1106,0.15099457504520797,True,395,1760,1258,3.2,0.3139904610492846,0.32285679344502877,Moderately_Affordable,Moderately_Affordable
12703159903,166,1068,0.15543071161048688,True,430,2167,1510,3.3,0.2847682119205298,0.33117677024961795,Affordable,Moderately_Affordable
12503147902,166,1208,0.13741721854304637,True,430,2167,1492,3.2,0.28820375335120646,0.3351722004537018,Affordable,Moderately_Affordable
11902157414,165,1223,0.1349141455437449,True,330,1509,1138,3.3,0.28998242530755713,0.3060024334189536,Affordable,Moderately_Affordable
11904166809,165,1132,0.14575971731448764,True,600,2200,2200,3.1,0.2727272727272727,0.23076923076923078,Affordable,Affordable
12503147942,165,1230,0.13414634146341464,True,425,2234,1583,3.4,0.26847757422615287,0.3256718013508917,Affordable,Moderately_Affordable
11901157224,165,1270,0.12992125984251968,True,371,1950,1198,2.8,0.3096828046744574,0.3756260434056761,Moderately_Affordable,Moderately_Affordable
12703152321,165,1348,0.12240356083086053,True,500,2373,1868,3.0,0.2676659528907923,0.29315598748146926,Affordable,Affordable
11902136607,164,939,0.17465388711395102,True,430,2167,1422,3.4,0.30239099859353025,0.351671535215839,Moderately_Affordable,Moderately_Affordable
12503148435,164,1136,0.1443661971830986,True,465,2550,1692,3.6,0.274822695035461,0.34779050736497547,Affordable,Moderately_Affordable
12503171331,163,1123,0.14514692787177205,True,550,2600,2315,3.2,0.23758099352051837,0.2591792656587473,Affordable,Affordable
11901135450,163,1184,0.13766891891891891,True,460,1975,1319,3.2,0.34874905231235787,0.34554149413891644,Moderately_Affordable,Moderately_Affordable
12503171304,163,864,0.1886574074074074,True,533,1900,2047,3.2,0.26038104543234003,0.2141971365224907,Affordable,Affordable
11901136130,163,826,0.1973365617433414,True,473,2600,1662,3.6,0.28459687123947053,0.36101083032490977,Affordable,Moderately_Affordable
12001138325,162,1052,0.15399239543726237,True,480,2600,2018,3.0,0.23785926660059464,0.29732408325074333,Affordable,Affordable
11902157421,161,973,0.16546762589928057,True,350,1975,1401,3.4,0.24982155603140613,0.32531708120573216,Affordable,Moderately_Affordable
11904166834,161,1168,0.13784246575342465,True,560,3000,2150,3.3,0.26046511627906976,0.3220035778175313,Affordable,Moderately_Affordable
11901157212,161,1394,0.11549497847919656,True,450,2000,1490,3.1,0.30201342281879195,0.3097573567372225,Moderately_Affordable,Moderately_Affordable
12503148427,161,1424,0.11306179775280899,True,500,2438,2019,3.5,0.24764735017335315,0.27866041833352384,Affordable,Affordable
12503171432,160,750,0.21333333333333335,True,530,2384,1928,3.2,0.274896265560166,0.2853495052665177,Affordable,Affordable
12503148326,160,570,0.2807017543859649,True,450,2383,1718,3.5,0.2619324796274738,0.3200949225396257,Affordable,Moderately_Affordable
12503171416,159,1262,0.1259904912836767,True,483,2167,1600,3.5,0.301875,0.3125480769230769,Moderately_Affordable,Moderately_Affordable
12504171910,158,778,0.20308483290488433,True,361,1515,1634,2.3,0.22093023255813954,0.21396290368138593,Affordable,Affordable
11901165514,158,867,0.18223760092272204,True,443,1983,1531,3.2,0.28935336381450033,0.29889966336733154,Affordable,Affordable
11901157217,158,1016,0.15551181102362205,True,450,2167,2026,3.9,0.22211253701875616,0.2468296757536639,Affordable,Affordable
11902136618,158,1120,0.14107142857142857,True,373,2275,1408,3.3,0.2649147727272727,0.3728693181818182,Affordable,Moderately_Affordable
21003153502,157,1101,0.14259763851044505,True,371,2117,1138,2.6,0.3260105448154657,0.42929566040286604,Moderately_Affordable,Expensive
11904166823,157,903,0.17386489479512734,True,395,3033,2062,2.9,0.1915615906886518,0.3394389315824815,Affordable,Moderately_Affordable
12701150424,156,1540,0.1012987012987013,True,230,1840,956,3.1,0.2405857740585774,0.4441583521081429,Affordable,Expensive
11901135617,156,801,0.1947565543071161,True,465,2400,1812,3.9,0.25662251655629137,0.3056546102903719,Affordable,Moderately_Affordable
11902136708,156,998,0.156312625250501,True,470,2167,1965,3.0,0.23918575063613232,0.2544920728126835,Affordable,Affordable
11901157130,156,953,0.16369359916054566,True,495,2600,1792,3.4,0.27622767857142855,0.33482142857142855,Affordable,Moderately_Affordable
12703159925,156,1122,0.13903743315508021,True,350,2000,1357,3.4,0.2579218865143699,0.34011677342554275,Affordable,Moderately_Affordable
11902157305,155,1286,0.12052877138413685,True,350,1733,1362,3.1,0.25697503671071953,0.293629278210776,Affordable,Affordable
11901157242,155,1216,0.12746710526315788,True,490,1875,1468,3.5,0.3337874659400545,0.2947495284007546,Moderately_Affordable,Affordable
11902136643,155,800,0.19375,True,450,2492,1318,3.3,0.34142640364188165,0.43632543480798414,Moderately_Affordable,Expensive
11901135453,155,573,0.2705061082024433,True,171,1992,731,2.9,0.23392612859097128,0.6288540460907082,Affordable,Very_Expensive
11902136723,154,1221,0.12612612612612611,True,350,2092,1363,2.7,0.25678650036683787,0.3541960607257746,Affordable,Moderately_Affordable
21005124314,154,1232,0.125,True,343,1500,1177,2.9,0.29141886151231944,0.2940984249395464,Affordable,Affordable
12701150425,154,902,0.17073170731707318,True,231,1625,841,2.8,0.2746730083234245,0.44589774078478,Affordable,Expensive
12503171612,154,1066,0.14446529080675422,True,450,2500,1899,3.3,0.23696682464454977,0.3038036213391664,Affordable,Moderately_Affordable
21005124723,154,1203,0.12801330008312553,True,362,1517,1420,3.6,0.2549295774647887,0.24653304442036836,Affordable,Affordable
11901135621,154,869,0.17721518987341772,True,535,2184,1666,3.1,0.32112845138055224,0.3025210084033613,Moderately_Affordable,Moderately_Affordable
12503171441,153,718,0.21309192200557103,True,470,2500,1839,3.4,0.255573681348559,0.313715648136529,Affordable,Moderately_Affordable
11902136229,153,934,0.16381156316916487,True,350,1625,1289,2.5,0.27152831652443754,0.29092319627618307,Affordable,Affordable
11901136002,153,1195,0.1280334728033473,True,300,2167,1649,2.7,0.18192844147968465,0.30326071745113586,Affordable,Moderately_Affordable
11904166913,152,1042,0.14587332053742802,True,598,2832,2279,3.0,0.26239578762615184,0.286765450433726,Affordable,Affordable
11904166807,152,834,0.18225419664268586,True,500,3000,1968,3.4,0.2540650406504065,0.3517823639774859,Affordable,Moderately_Affordable
11901135443,151,954,0.15828092243186584,True,500,2383,1800,3.6,0.2777777777777778,0.3055128205128205,Affordable,Moderately_Affordable
11901135446,151,755,0.2,True,225,2600,833,2.7,0.27010804321728693,0.7202881152460985,Affordable,Very_Expensive
11901135629,151,606,0.24917491749174916,True,545,1300,1792,3.7,0.3041294642857143,0.16741071428571427,Moderately_Affordable,Affordable
11901136112,151,1099,0.13739763421292084,True,440,2000,1483,3.1,0.29669588671611596,0.3112194615903314,Affordable,Moderately_Affordable
11901157214,151,1259,0.1199364575059571,True,495,2033,1473,2.9,0.3360488798370672,0.31850227165909445,Moderately_Affordable,Moderately_Affordable
11901135409,151,1019,0.1481844946025515,True,118,2342,1117,2.8,0.10564010743061773,0.4838509744507954,Affordable,Expensive
12003167915,151,1133,0.13327449249779347,True,490,3000,2428,3.2,0.20181219110378912,0.2851349638829046,Affordable,Affordable
12503148421,150,1163,0.1289767841788478,True,500,1954,1674,3.2,0.2986857825567503,0.2693686242073339,Affordable,Affordable
11902136220,150,858,0.17482517482517482,True,450,3000,1974,3.1,0.22796352583586627,0.3507131166705635,Affordable,Moderately_Affordable
11902136727,149,1179,0.1263782866836302,True,380,2581,1573,2.9,0.24157660521296884,0.37864932270526674,Affordable,Moderately_Affordable
12503148343,149,791,0.18836915297092288,True,400,2457,1115,2.7,0.35874439461883406,0.5085201793721973,Moderately_Affordable,Very_Expensive
12503147920,149,1430,0.1041958041958042,True,355,1848,1401,3.0,0.2533904354032834,0.30439795750288257,Affordable,Moderately_Affordable
11904166905,149,980,0.1520408163265306,True,500,2844,2078,3.2,0.24061597690086622,0.315836233064337,Affordable,Moderately_Affordable
11902136212,148,1161,0.12747631352282515,True,420,2875,1610,2.9,0.2608695652173913,0.41208791208791207,Affordable,Expensive
11901136122,148,1262,0.11727416798732171,True,465,2100,1485,3.4,0.31313131313131315,0.32634032634032634,Moderately_Affordable,Moderately_Affordable
12503147915,148,934,0.15845824411134904,True,265,2000,992,3.2,0.26713709677419356,0.4652605459057072,Affordable,Expensive
11904166919,148,902,0.164079822616408,True,520,2167,1687,2.8,0.3082394783639597,0.2964297113674707,Moderately_Affordable,Affordable
11901136129,147,916,0.16048034934497818,True,460,2167,1708,3.4,0.2693208430913349,0.29278508376869034,Affordable,Affordable
12701150411,147,1034,0.14216634429400388,True,290,1950,1044,3.1,0.2777777777777778,0.43103448275862066,Affordable,Expensive
21005124206,147,1200,0.1225,True,314,1416,969,2.8,0.3240454076367389,0.3372231483686592,Moderately_Affordable,Moderately_Affordable
11901165506,146,716,0.20391061452513967,True,650,2000,1812,3.7,0.358719646799117,0.2547121752419766,Moderately_Affordable,Affordable
12701150509,146,1109,0.13165013525698827,True,600,2167,1625,3.4,0.36923076923076925,0.30773964497041423,Moderately_Affordable,Moderately_Affordable
11902136219,146,1211,0.12056151940545004,True,390,2400,1786,2.8,0.21836506159014557,0.3101042294771298,Affordable,Moderately_Affordable
12503148431,146,1033,0.14133591481122942,True,430,2167,1516,3.2,0.2836411609498681,0.3298660442459915,Affordable,Moderately_Affordable
12703159922,145,1102,0.13157894736842105,True,210,2300,966,3.2,0.21739130434782608,0.5494505494505495,Affordable,Very_Expensive
21005124210,145,1072,0.13526119402985073,True,305,1459,927,2.6,0.3290183387270766,0.36320637291511076,Moderately_Affordable,Moderately_Affordable
12503148308,145,794,0.18261964735516373,True,211,2167,754,2.8,0.27984084880636606,0.6632319934707203,Affordable,Very_Expensive
12503147914,145,785,0.18471337579617833,True,380,2084,1363,3.2,0.27879677182685253,0.35284158248208136,Affordable,Moderately_Affordable
21003144015,144,939,0.15335463258785942,True,378,2058,1430,2.6,0.26433566433566436,0.3321140398063475,Affordable,Moderately_Affordable
11902136604,144,995,0.14472361809045226,True,340,2123,1174,2.9,0.28960817717206133,0.4173109684182938,Affordable,Expensive
11901136131,144,712,0.20224719101123595,True,468,2392,1357,3.4,0.34487840825350036,0.4067796610169492,Moderately_Affordable,Expensive
12503171309,144,1098,0.13114754098360656,True,500,2400,1763,3.0,0.28360748723766305,0.3141498320171037,Affordable,Moderately_Affordable
11901135418,144,1158,0.12435233160621761,True,450,2644,1739,3.1,0.25876940770557794,0.3508647763966913,Affordable,Moderately_Affordable
11901135452,143,782,0.18286445012787725,True,193,1608,790,2.9,0.24430379746835443,0.4697176241480039,Affordable,Expensive
12503171438,143,741,0.19298245614035087,True,260,2167,1025,2.6,0.25365853658536586,0.4878799249530957,Affordable,Expensive
11901135420,143,948,0.15084388185654007,True,600,2990,2066,3.5,0.2904162633107454,0.3339787028073572,Affordable,Moderately_Affordable
11901135614,143,1059,0.13503305004721436,True,500,2000,1446,3.4,0.3457814661134163,0.31918289179699966,Moderately_Affordable,Moderately_Affordable
12703159904,142,982,0.1446028513238289,True,428,2400,1292,3.4,0.33126934984520123,0.42867349368897356,Moderately_Affordable,Expensive
11904166820,142,597,0.23785594639865998,True,600,2615,1937,3.4,0.3097573567372225,0.31154441841070646,Moderately_Affordable,Moderately_Affordable
11902136613,142,756,0.18783068783068782,True,330,1200,1149,2.8,0.28720626631853785,0.24101225145611568,Affordable,Affordable
12703159913,142,1012,0.14031620553359683,True,445,1850,1411,3.4,0.31537916371367825,0.302567737011394,Moderately_Affordable,Moderately_Affordable
12503171423,141,1036,0.1361003861003861,True,528,2342,1781,3.5,0.29646266142616506,0.3034595948689155,Affordable,Moderately_Affordable
11901135444,141,1056,0.13352272727272727,True,550,2630,1553,3.5,0.3541532517707663,0.39080687503095746,Moderately_Affordable,Moderately_Affordable
12503148139,141,1025,0.1375609756097561,True,400,2442,1625,3.2,0.24615384615384617,0.346792899408284,Affordable,Moderately_Affordable
12503171601,141,822,0.17153284671532848,True,440,2383,1636,2.9,0.26894865525672373,0.3361388000752304,Affordable,Moderately_Affordable
12503147908,141,1228,0.11482084690553745,True,470,2461,1674,3.8,0.2807646356033453,0.33926109732561344,Affordable,Moderately_Affordable
11902136605,141,790,0.17848101265822786,True,488,2084,1916,3.7,0.2546972860125261,0.2510036935924201,Affordable,Affordable
12504171819,140,1212,0.11551155115511551,True,480,2213,2102,3.2,0.22835394862036157,0.24295542706579815,Affordable,Affordable
12703152236,140,889,0.15748031496062992,True,445,2550,1509,3.2,0.29489728296885354,0.38996788499770607,Affordable,Moderately_Affordable
12503148301,140,894,0.15659955257270694,True,0,2019,1205,3.6,0.0,0.3866581551228854,Affordable,Moderately_Affordable
11901136141,140,752,0.18617021276595744,True,545,1733,1906,3.6,0.28593913955928646,0.2098232302849302,Affordable,Affordable
12503148428,140,1029,0.1360544217687075,True,460,2470,1847,3.4,0.24905251759610178,0.3086085544125609,Affordable,Moderately_Affordable
12701150441,140,1080,0.12962962962962962,True,365,2000,1262,3.4,0.28922345483359746,0.36571985858832134,Affordable,Moderately_Affordable
12003168104,139,1034,0.1344294003868472,True,1025,4333,4062,3.5,0.25233874938453965,0.2461652084990342,Affordable,Affordable
11901135603,138,844,0.16350710900473933,True,500,2423,1771,3.5,0.282326369282891,0.31572775051035923,Affordable,Moderately_Affordable
11904166815,138,635,0.2173228346456693,True,550,2154,1968,3.1,0.27947154471544716,0.2525797373358349,Affordable,Affordable
12503148433,138,988,0.1396761133603239,True,0,2059,1562,3.3,0.0,0.3041958041958042,Affordable,Moderately_Affordable
11902136602,138,1114,0.12387791741472172,True,350,1800,1261,2.9,0.2775574940523394,0.32940889404013907,Affordable,Moderately_Affordable
11904167108,138,719,0.19193324061196107,True,460,2383,1875,2.2,0.24533333333333332,0.2932923076923077,Affordable,Affordable
11902136221,138,1000,0.138,True,510,2817,1731,2.9,0.29462738301559793,0.37554992667644316,Affordable,Moderately_Affordable
11901136145,137,882,0.15532879818594103,True,410,2000,1275,3.2,0.3215686274509804,0.36199095022624433,Moderately_Affordable,Moderately_Affordable
11902157316,137,1280,0.10703125,True,380,1517,1472,3.3,0.25815217391304346,0.2378239966555184,Affordable,Affordable
11902136617,137,669,0.20478325859491778,True,380,1707,1339,3.2,0.2837938760268857,0.29419199172746596,Affordable,Affordable
11902136601,137,757,0.1809775429326288,True,425,1778,1567,3.2,0.27121888959795787,0.2618428157675126,Affordable,Affordable
11901135402,137,877,0.15621436716077536,True,504,2475,1978,3.3,0.25480283114256824,0.2887532083689819,Affordable,Affordable
12503148434,136,1130,0.12035398230088495,True,470,2557,1437,3.2,0.32707028531663185,0.4106311225309138,Moderately_Affordable,Expensive
21005124319,136,827,0.16444981862152358,True,320,1517,1181,3.1,0.270956816257409,0.29642415163160296,Affordable,Affordable
12701150429,135,1241,0.10878323932312652,True,340,1733,1104,3.4,0.3079710144927536,0.36224916387959866,Moderately_Affordable,Moderately_Affordable
11902165913,135,1225,0.11020408163265306,True,550,2084,1958,3.5,0.2808988764044944,0.2456195489903355,Affordable,Affordable
12503148026,135,1208,0.11175496688741722,True,214,1950,933,2.9,0.22936763129689175,0.48231511254019294,Affordable,Expensive
11901157229,134,1012,0.1324110671936759,True,350,1930,1350,3.0,0.25925925925925924,0.3299145299145299,Affordable,Moderately_Affordable
11901165828,134,1320,0.10151515151515152,True,379,2650,1818,2.9,0.20847084708470848,0.3363797918253364,Affordable,Moderately_Affordable
