SA1_CODE_2021,New_Zealand_population,total_population,concentration_ratio,is_cluster,anchor_strength
31105132308,247,1201,0.20566194837635304,True,1.1339024981704835
30907155625,256,1253,0.20430965682362331,True,1.1337298305931176
31103131408,224,1081,0.2072155411655874,True,1.1223001758499445
30909154015,202,960,0.21041666666666667,True,1.117987091423376
30907125132,251,1245,0.20160642570281123,True,1.114768434510335
30907125141,248,1228,0.20195439739413681,True,1.1142738748560648
31103131731,208,998,0.20841683366733466,True,1.1134323891870548
30906124835,242,1196,0.20234113712374582,True,1.111472298736131
30907125116,214,1035,0.20676328502415459,True,1.1104507613713235
31106133110,226,1109,0.2037871956717764,True,1.1055353507220893
31106133023,238,1179,0.2018659881255301,True,1.1055117263441048
31106133304,207,1000,0.207,True,1.1048703824981727
30908126219,206,995,0.207035175879397,True,1.1040603732790613
31102131020,239,1187,0.2013479359730413,True,1.1035153350284213
51103127928,245,1224,0.20016339869281047,True,1.101965871162932
30907155623,229,1135,0.20176211453744494,True,1.0971983803906713
30901122618,202,979,0.20633299284984677,True,1.0962896912833922
31102130822,221,1093,0.20219579139981703,True,1.092398628905557
31103131413,205,1001,0.2047952047952048,True,1.0911234911107535
31106133601,205,1009,0.20317145688800792,True,1.0824723633318771
31103131141,214,1064,0.20112781954887218,True,1.0801847161835711
30907155317,213,1059,0.20113314447592068,True,1.079275629083715
