SA1_CODE_2021,Nepal_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
11903166518,549,857,0.6406067677946324,True,450,2080,1724,2.5,0.26102088167053367,0.27842227378190254,Affordable,Affordable
11903166413,547,1378,0.3969521044992743,True,530,1595,1726,2.9,0.3070683661645423,0.21325430073981638,Moderately_Affordable,Affordable
12501158240,546,908,0.6013215859030837,True,400,1733,1384,3.0,0.28901734104046245,0.28896176078257,Affordable,Affordable
11904137934,545,967,0.5635987590486039,True,408,2167,1687,2.6,0.24184943687018376,0.2964297113674707,Affordable,Affordable
11903137461,539,1644,0.3278588807785888,True,520,2383,1804,2.4,0.28824833702882485,0.3048354084939451,Affordable,Moderately_Affordable
12501158201,534,895,0.5966480446927375,True,400,1950,1963,3.0,0.20376974019358127,0.22924095771777891,Affordable,Affordable
12003167817,532,1297,0.41017733230531994,True,498,2297,2018,2.6,0.24677898909811694,0.26267439201036824,Affordable,Affordable
11904167032,527,1141,0.4618755477651183,True,380,1745,1588,2.4,0.23929471032745592,0.25358457663243555,Affordable,Affordable
11904167005,527,1274,0.41365777080062793,True,400,1950,1708,2.2,0.234192037470726,0.26346604215456676,Affordable,Affordable
11904167026,523,893,0.5856662933930571,True,400,1975,1625,2.5,0.24615384615384617,0.2804733727810651,Affordable,Affordable
11903137401,520,912,0.5701754385964912,True,455,1600,1916,2.7,0.23747390396659707,0.19270916974466035,Affordable,Affordable
12003168025,513,528,0.9715909090909091,True,433,1950,2019,2.6,0.2144626052501238,0.22288261515601784,Affordable,Affordable
40403110733,511,1114,0.45870736086175945,True,260,1000,1350,2.1,0.1925925925925926,0.17094017094017094,Affordable,Affordable
11904138133,500,1139,0.43898156277436345,True,410,1600,1515,2.5,0.2706270627062706,0.24371667936024372,Affordable,Affordable
12501158605,497,1284,0.3870716510903427,True,420,1806,1638,2.6,0.2564102564102564,0.25443786982248523,Affordable,Affordable
12003168034,495,1169,0.4234388366124893,True,600,1933,2159,2.8,0.2779064381658175,0.2066127480671251,Affordable,Affordable
12003168013,493,473,1.0422832980972516,True,471,3467,2091,3.1,0.22525107604017217,0.38262884891292354,Affordable,Moderately_Affordable
21005124212,484,1849,0.26176311519740403,True,346,1412,1419,3.0,0.24383368569415081,0.22963083428199707,Affordable,Affordable
12501158656,484,897,0.5395763656633222,True,435,1842,1604,2.8,0.27119700748129677,0.26501055054671013,Affordable,Affordable
12003168023,483,736,0.65625,True,500,2075,2708,3.3,0.18463810930576072,0.17682649698897854,Affordable,Affordable
12003167804,477,1077,0.4428969359331476,True,460,1822,1805,2.5,0.2548476454293629,0.23294268058810996,Affordable,Affordable
11903166404,477,1918,0.24869655891553702,True,450,2134,1741,2.2,0.2584721424468696,0.28286130870852294,Affordable,Affordable
12003167824,475,1538,0.3088426527958388,True,500,2350,1691,2.6,0.29568302779420463,0.32070236091525267,Affordable,Moderately_Affordable
11903137428,475,712,0.6671348314606742,True,465,2000,1771,2.8,0.26256352343308864,0.2606089562611302,Affordable,Affordable
11903166526,475,1374,0.3457059679767103,True,480,2167,1812,3.0,0.26490066225165565,0.27598064187468163,Affordable,Affordable
12003168033,475,1157,0.4105445116681072,True,550,2184,1852,2.5,0.296976241900648,0.27213822894168466,Affordable,Affordable
12003168015,465,676,0.6878698224852071,True,480,2827,2019,2.3,0.237741456166419,0.32312264258772433,Affordable,Moderately_Affordable
11904137831,462,1122,0.4117647058823529,True,478,2500,2122,2.5,0.22525918944392084,0.2718770390777931,Affordable,Affordable
70101100509,461,1191,0.38706968933669184,True,325,1647,2013,2.0,0.16145057128663687,0.1888111888111888,Affordable,Affordable
11904138124,457,755,0.6052980132450331,True,400,1733,1578,2.2,0.2534854245880862,0.25343667739105,Affordable,Affordable
12501158311,456,952,0.4789915966386555,True,350,1500,1462,2.8,0.2393980848153215,0.23676733663053773,Affordable,Affordable
12003139618,453,1205,0.3759336099585062,True,390,2000,1812,2.6,0.2152317880794702,0.2547121752419766,Affordable,Affordable
21003153607,452,1537,0.2940793754066363,True,360,1983,1941,2.5,0.18547140649149924,0.23576269171323266,Affordable,Affordable
12003168008,449,1071,0.419234360410831,True,530,2309,2426,2.7,0.21846661170651277,0.2196397996068235,Affordable,Affordable
11903137426,448,683,0.6559297218155198,True,471,1900,1761,2.7,0.2674616695059625,0.2489844057135369,Affordable,Affordable
21003153608,447,867,0.5155709342560554,True,361,1634,1775,2.5,0.20338028169014086,0.2124377031419285,Affordable,Affordable
80109110921,446,1837,0.24278715296679368,True,500,1538,2149,1.9,0.23266635644485809,0.1651573182517808,Affordable,Affordable
70102102301,443,1273,0.3479968578161822,True,320,1300,1820,2.3,0.17582417582417584,0.16483516483516483,Affordable,Affordable
12302170308,442,978,0.45194274028629855,True,560,3000,2488,3.4,0.22508038585209003,0.27825871877318825,Affordable,Affordable
12503148114,433,731,0.5923392612859097,True,345,1559,1390,2.5,0.24820143884892087,0.2588267847260653,Affordable,Affordable
12102157706,432,976,0.4426229508196721,True,470,1900,1924,2.7,0.2442827442827443,0.22789061250599713,Affordable,Affordable
12003168022,431,736,0.5855978260869565,True,480,2167,1875,2.4,0.256,0.2667076923076923,Affordable,Affordable
11903166704,430,1428,0.3011204481792717,True,390,1779,1601,2.2,0.24359775140537165,0.2564262720415125,Affordable,Affordable
60103101716,429,1847,0.23226854358419058,True,315,1320,1240,2.4,0.2540322580645161,0.2456575682382134,Affordable,Affordable
70101100504,426,951,0.4479495268138801,True,350,1396,2147,2.5,0.1630181648812296,0.15004836802694277,Affordable,Affordable
21003153613,422,1626,0.25953259532595324,True,364,2000,1822,2.4,0.19978046103183314,0.2533141940386726,Affordable,Affordable
12504171706,421,889,0.4735658042744657,True,380,2167,2055,2.5,0.18491484184914841,0.2433464345873105,Affordable,Affordable
21005124213,420,1303,0.32233307751343054,True,351,1450,1297,3.1,0.27062451811873556,0.2579918154320622,Affordable,Affordable
12003168021,419,1133,0.3698146513680494,True,530,2675,2136,2.8,0.24812734082397003,0.2890017286084702,Affordable,Affordable
11904167024,411,753,0.545816733067729,True,410,2167,1765,2.6,0.23229461756373937,0.2833297014600131,Affordable,Affordable
11904137825,407,946,0.43023255813953487,True,470,2092,2125,2.4,0.2211764705882353,0.22718552036199094,Affordable,Affordable
12503148152,406,1126,0.3605683836589698,True,453,1863,1635,2.7,0.27706422018348625,0.2629498941425547,Affordable,Affordable
12501158206,403,1321,0.30507191521574567,True,430,1709,1538,3.4,0.2795838751625488,0.25642692807842354,Affordable,Affordable
12504171802,402,824,0.4878640776699029,True,360,1305,1413,2.2,0.25477707006369427,0.21313081822635963,Affordable,Affordable
11904137904,402,1326,0.3031674208144796,True,440,1900,1619,2.4,0.27177269919703523,0.27082244500403857,Affordable,Affordable
11904138132,397,853,0.4654161781946073,True,450,2054,1625,2.4,0.27692307692307694,0.2916923076923077,Affordable,Affordable
12701150525,397,1312,0.30259146341463417,True,520,2611,2264,2.8,0.22968197879858657,0.2661388964392498,Affordable,Affordable
12501158649,393,570,0.6894736842105263,True,390,2297,1666,2.5,0.234093637454982,0.31817342321544,Affordable,Moderately_Affordable
80109110605,391,1098,0.3561020036429873,True,360,1225,1678,2.0,0.21454112038140644,0.1684697900430916,Affordable,Affordable
21003123707,390,1359,0.2869757174392936,True,373,1916,1982,2.9,0.18819374369323916,0.22308468524412015,Affordable,Affordable
11903166412,390,945,0.4126984126984127,True,500,2500,1596,2.4,0.3132832080200501,0.3614806246385194,Moderately_Affordable,Moderately_Affordable
12503148153,390,714,0.5462184873949579,True,340,1509,1281,2.4,0.2654176424668228,0.27184291118717346,Affordable,Affordable
12003167612,389,926,0.4200863930885529,True,430,1900,1696,2.2,0.2535377358490566,0.2585268505079826,Affordable,Affordable
11903166716,388,790,0.4911392405063291,True,410,2000,1720,2.4,0.23837209302325582,0.26833631484794274,Affordable,Affordable
11904137906,386,978,0.3946830265848671,True,410,1896,1408,2.5,0.2911931818181818,0.3107517482517482,Affordable,Moderately_Affordable
12003167810,385,799,0.4818523153942428,True,400,2192,1315,2.1,0.3041825095057034,0.384673881251828,Moderately_Affordable,Moderately_Affordable
80109110507,382,1355,0.2819188191881919,True,360,1950,2020,2.4,0.1782178217821782,0.22277227722772278,Affordable,Affordable
12504171715,376,1262,0.2979397781299525,True,373,1411,1823,2.2,0.20460778935820076,0.17861513144014515,Affordable,Affordable
40403110702,375,1098,0.34153005464480873,True,285,1640,1618,2.2,0.1761433868974042,0.2339070077018161,Affordable,Affordable
11904167020,365,1026,0.3557504873294347,True,430,1787,1868,2.4,0.23019271948608136,0.2207626420688519,Affordable,Affordable
11903137410,364,714,0.5098039215686274,True,410,2103,1660,2.6,0.2469879518072289,0.29235403151065803,Affordable,Affordable
60201104112,363,1501,0.2418387741505663,True,250,1083,1165,2.4,0.2145922746781116,0.21452624628590294,Affordable,Affordable
11904137827,362,701,0.5164051355206848,True,450,2379,2095,2.5,0.21479713603818615,0.26205250596658713,Affordable,Affordable
11903166414,361,495,0.7292929292929293,True,380,1517,1571,2.5,0.24188415022278803,0.22283699750281546,Affordable,Affordable
12504158908,357,2412,0.1480099502487562,True,450,2060,2482,2.8,0.18130539887187752,0.19153288291080395,Affordable,Affordable
12503148130,357,737,0.4843962008141113,True,335,1950,1292,2.4,0.2592879256965944,0.34829721362229105,Affordable,Moderately_Affordable
12003168003,354,566,0.6254416961130742,True,490,2631,2269,2.8,0.21595416483032173,0.2675865342238194,Affordable,Affordable
12003139639,352,1114,0.31597845601436264,True,420,2000,1908,2.6,0.22012578616352202,0.24189646831156264,Affordable,Affordable
11903166522,352,827,0.42563482466747277,True,500,2300,2011,2.9,0.2486325211337643,0.26393298397276516,Affordable,Affordable
11903166625,351,1102,0.31851179673321234,True,390,1800,1548,1.9,0.25193798449612403,0.26833631484794274,Affordable,Affordable
12003139617,351,1077,0.32590529247910865,True,400,2057,1419,2.6,0.28188865398167723,0.334525939177102,Affordable,Moderately_Affordable
70102102804,350,1267,0.27624309392265195,True,320,1679,2039,2.8,0.1569396763119176,0.19002527634209831,Affordable,Affordable
12003167820,349,1362,0.25624082232011747,True,530,2167,1656,2.5,0.32004830917874394,0.3019788182831661,Moderately_Affordable,Moderately_Affordable
12501158606,347,1129,0.3073516386182462,True,478,2066,1803,2.8,0.2651136993899057,0.2644310764111097,Affordable,Affordable
11904137826,346,1319,0.2623199393479909,True,475,2000,1739,2.7,0.27314548591144333,0.26540452072366966,Affordable,Affordable
11902165907,345,920,0.375,True,410,2383,1534,2.6,0.26727509778357234,0.35848961989770334,Affordable,Moderately_Affordable
11902166008,344,938,0.36673773987206826,True,385,2000,1394,2.5,0.27618364418938307,0.33108928374351615,Affordable,Moderately_Affordable
80101100216,342,2933,0.11660415956358677,True,460,1548,1594,1.9,0.28858218318695106,0.22410964192645497,Affordable,Affordable
12501158655,341,1199,0.28440366972477066,True,520,2167,1885,2.8,0.27586206896551724,0.2652927973882881,Affordable,Affordable
12003167607,340,699,0.4864091559370529,True,390,2275,1666,2.0,0.234093637454982,0.31512605042016806,Affordable,Moderately_Affordable
80101100203,338,1414,0.23903818953323905,True,480,1712,2108,2.0,0.22770398481973433,0.18741789519778135,Affordable,Affordable
12003139607,337,906,0.3719646799116998,True,460,2140,2150,2.7,0.21395348837209302,0.229695885509839,Affordable,Affordable
21003153605,334,1225,0.2726530612244898,True,400,1950,1958,2.6,0.20429009193054137,0.22982635342185903,Affordable,Affordable
12504171713,334,870,0.3839080459770115,True,415,2184,2032,2.4,0.20423228346456693,0.24803149606299213,Affordable,Affordable
31701144609,334,879,0.3799772468714448,True,120,0,850,1.5,0.1411764705882353,0.0,Affordable,Affordable
11902166020,333,734,0.4536784741144414,True,390,2152,1468,2.9,0.2656675749318801,0.33829385872982604,Affordable,Moderately_Affordable
21003153603,333,952,0.34978991596638653,True,370,1979,2098,2.8,0.17635843660629172,0.21767984160739165,Affordable,Affordable
12003167827,333,1781,0.18697361033127458,True,500,2008,1625,2.6,0.3076923076923077,0.2851597633136095,Moderately_Affordable,Affordable
11904138152,332,780,0.4256410256410256,True,380,1830,1802,2.2,0.21087680355160932,0.23435499018184922,Affordable,Affordable
12503148136,331,1041,0.31796349663784823,True,411,1905,1937,3.0,0.2121837893649974,0.22695683253246496,Affordable,Affordable
11902165925,330,729,0.45267489711934156,True,360,1779,1267,2.6,0.2841357537490134,0.32402404225608644,Affordable,Moderately_Affordable
11902166015,330,989,0.33367037411526795,True,360,1733,1319,2.6,0.27293404094010615,0.3032017262494897,Affordable,Moderately_Affordable
12003139629,329,1016,0.32381889763779526,True,360,2000,1390,2.5,0.2589928057553957,0.3320420586607637,Affordable,Moderately_Affordable
21301133610,326,784,0.41581632653061223,True,395,1625,1899,3.0,0.20800421274354924,0.19747235387045814,Affordable,Affordable
11904137817,325,1821,0.17847336628226249,True,500,2218,2269,2.3,0.22036139268400176,0.22558226260297656,Affordable,Affordable
11902165910,324,926,0.34989200863930886,True,410,1792,1805,3.0,0.22714681440443213,0.22910718090773494,Affordable,Affordable
11902165920,318,1047,0.3037249283667622,True,380,2167,1230,2.3,0.3089430894308943,0.4065666041275797,Moderately_Affordable,Expensive
12501158317,318,841,0.37812128418549346,True,350,1475,1297,2.9,0.26985350809560527,0.26243995018089084,Affordable,Affordable
80101100317,315,931,0.3383458646616541,True,410,1400,1965,2.0,0.20865139949109415,0.1644157369348209,Affordable,Affordable
12003167611,314,984,0.31910569105691056,True,395,2103,1797,2.1,0.21981079577072898,0.2700654937716707,Affordable,Affordable
12003167618,312,956,0.3263598326359833,True,450,2184,1981,2.4,0.2271580010095911,0.254416961130742,Affordable,Affordable
12003167830,311,1285,0.24202334630350195,True,450,2600,1775,2.6,0.2535211267605634,0.3380281690140845,Affordable,Moderately_Affordable
12003167822,310,1102,0.2813067150635209,True,470,2400,1730,2.7,0.27167630057803466,0.3201422854602045,Affordable,Moderately_Affordable
80104103910,310,1307,0.23718439173680184,True,460,1500,1993,2.3,0.2308078273958856,0.17368481994673665,Affordable,Affordable
12701150527,310,1303,0.23791250959324636,True,530,2498,2276,3.0,0.23286467486818982,0.25327835609030686,Affordable,Affordable
12703173023,309,984,0.31402439024390244,True,580,2550,2559,3.9,0.22665103556076593,0.22995761565515377,Affordable,Affordable
12302170303,309,1396,0.22134670487106017,True,580,2929,2682,3.7,0.2162565249813572,0.2520220271898124,Affordable,Affordable
11904138104,309,983,0.3143438453713123,True,420,2609,1681,2.6,0.2498512790005949,0.3581659268750286,Affordable,Moderately_Affordable
12003139647,309,885,0.34915254237288135,True,450,2250,2101,2.5,0.21418372203712518,0.2471350638889906,Affordable,Affordable
12504171803,308,1114,0.2764811490125673,True,410,1990,2008,2.7,0.20418326693227093,0.22870058228623966,Affordable,Affordable
11904138146,308,629,0.48966613672496023,True,480,2050,1968,2.3,0.24390243902439024,0.2403846153846154,Affordable,Affordable
11903166410,307,1224,0.2508169934640523,True,500,2120,1777,2.5,0.28137310073157007,0.2753127570235055,Affordable,Affordable
11902166006,307,675,0.45481481481481484,True,370,2035,1442,2.6,0.2565880721220527,0.32566947615491304,Affordable,Moderately_Affordable
11902166019,306,1123,0.27248441674087265,True,380,2167,1263,2.5,0.3008709422011085,0.3959437237346976,Moderately_Affordable,Moderately_Affordable
11903166715,306,1030,0.2970873786407767,True,460,1873,2009,3.0,0.22896963663514186,0.21514722211586323,Affordable,Affordable
12003168027,300,685,0.43795620437956206,True,450,2167,1954,2.3,0.23029682702149437,0.255924730336194,Affordable,Affordable
11902165923,299,961,0.31113423517169614,True,370,1800,1361,2.5,0.2718589272593681,0.3052054484824507,Affordable,Moderately_Affordable
11904138140,298,859,0.3469150174621653,True,450,1820,1742,2.5,0.25832376578645233,0.24110218140068887,Affordable,Affordable
21003153518,298,999,0.2982982982982983,True,360,1700,1588,2.4,0.22670025188916876,0.2470451462894788,Affordable,Affordable
12501158322,296,511,0.5792563600782779,True,345,1573,1235,2.6,0.2793522267206478,0.29392712550607286,Affordable,Affordable
11902165928,296,990,0.298989898989899,True,380,1710,1343,2.8,0.28294862248696945,0.29383126181339136,Affordable,Affordable
11902166013,293,1190,0.246218487394958,True,400,1500,1177,2.5,0.33984706881903143,0.2940984249395464,Moderately_Affordable,Affordable
11904138101,288,713,0.40392706872370265,True,430,2000,1713,2.5,0.2510215995329831,0.269432843863667,Affordable,Affordable
12503148132,287,594,0.4831649831649832,True,0,1323,1345,2.3,0.0,0.22699456677151844,Affordable,Affordable
11904137829,287,1127,0.2546583850931677,True,500,2400,2291,2.8,0.21824530772588388,0.24174864855790215,Affordable,Affordable
12504171705,284,1467,0.19359236537150648,True,460,2113,2409,2.8,0.19095060190950602,0.20241402433183256,Affordable,Affordable
12703173014,284,1190,0.23865546218487396,True,520,2817,2428,3.4,0.214168039538715,0.2677417310860474,Affordable,Affordable
80104104030,283,1605,0.1763239875389408,True,450,1521,1781,2.1,0.25266704098820886,0.19708029197080293,Affordable,Affordable
12102157715,283,1086,0.2605893186003683,True,415,2050,1649,2.2,0.25166767738023044,0.28688715771796425,Affordable,Affordable
11903166630,282,1069,0.2637979420018709,True,415,2000,1803,2.0,0.23017193566278424,0.2559836170485089,Affordable,Affordable
12302170421,281,1809,0.15533443891652846,True,550,2200,2924,3.4,0.1880984952120383,0.17362938019572766,Affordable,Affordable
11903166417,281,1304,0.21549079754601227,True,480,1733,1687,3.1,0.2845287492590397,0.23706169349322875,Affordable,Affordable
21005124215,281,1583,0.17751105495893874,True,340,1500,1432,2.7,0.23743016759776536,0.24172754619681994,Affordable,Affordable
12503148150,279,767,0.363754889178618,True,430,1850,1708,2.6,0.25175644028103045,0.24995496306971718,Affordable,Affordable
12501158304,278,588,0.47278911564625853,True,350,1200,1312,2.7,0.26676829268292684,0.21106941838649157,Affordable,Affordable
12302170519,277,1464,0.18920765027322403,True,400,2210,1866,3.0,0.21436227224008575,0.2733118971061093,Affordable,Affordable
70102102508,276,1218,0.22660098522167488,True,398,1769,2189,2.3,0.18181818181818182,0.18649190005973926,Affordable,Affordable
11904137903,276,1085,0.2543778801843318,True,400,2000,1539,2.3,0.2599090318388564,0.299895036737142,Affordable,Affordable
12501158629,275,836,0.32894736842105265,True,405,1900,1812,2.7,0.22350993377483444,0.24197656647987772,Affordable,Affordable
11602163217,275,1095,0.2511415525114155,True,530,2327,2471,3.3,0.21448806151355726,0.21732092270335895,Affordable,Affordable
11903166415,274,800,0.3425,True,440,2068,1678,2.7,0.2622169249106079,0.2844045108645824,Affordable,Affordable
70101100222,273,969,0.28173374613003094,True,460,1817,2236,2.3,0.20572450805008943,0.18752580156873538,Affordable,Affordable
40403110747,273,914,0.2986870897155361,True,277,1300,1411,2.2,0.19631467044649184,0.21261516654854712,Affordable,Affordable
21005124205,273,1618,0.16872682323856614,True,321,1615,1220,2.8,0.26311475409836066,0.30548549810844894,Affordable,Moderately_Affordable
11903137404,271,540,0.5018518518518519,True,415,2167,1480,2.8,0.28040540540540543,0.3378898128898129,Affordable,Moderately_Affordable
12003167818,271,1104,0.24547101449275363,True,500,2817,1398,2.1,0.35765379113018597,0.46500495212941567,Moderately_Affordable,Expensive
11903166407,270,698,0.3868194842406877,True,468,2050,1786,3.3,0.2620380739081747,0.26488069601171504,Affordable,Affordable
12504149115,270,1090,0.24770642201834864,True,375,1500,1875,2.4,0.2,0.18461538461538463,Affordable,Affordable
11904137802,269,1110,0.24234234234234234,True,390,2000,1737,2.3,0.22452504317789293,0.26571011026969577,Affordable,Affordable
12504171806,268,1240,0.2161290322580645,True,400,1499,1821,2.7,0.21965952773201539,0.18996324927132177,Affordable,Affordable
70102101602,268,1126,0.23801065719360567,True,380,1487,2120,2.4,0.1792452830188679,0.16186502177068215,Affordable,Affordable
21301133618,266,1159,0.22950819672131148,True,360,1913,1816,2.6,0.19823788546255505,0.24309556082683836,Affordable,Affordable
12003167811,266,1074,0.24767225325884543,True,520,2300,1694,2.5,0.3069657615112161,0.3133230405957679,Moderately_Affordable,Moderately_Affordable
12003167714,265,1094,0.24223034734917734,True,430,2167,1906,2.1,0.22560335781741866,0.2623698442166438,Affordable,Affordable
12703173007,264,1409,0.1873669268985096,True,480,2500,2294,3.1,0.2092414995640802,0.25149218697605796,Affordable,Affordable
70101100802,264,1256,0.21019108280254778,True,350,1500,2037,2.2,0.1718213058419244,0.16993315962388128,Affordable,Affordable
21003153525,262,693,0.37806637806637805,True,318,2000,1702,2.7,0.18683901292596944,0.2711741842176625,Affordable,Affordable
12503148151,262,500,0.524,True,470,1800,2047,2.9,0.22960429897410845,0.202923603021307,Affordable,Affordable
12001167223,261,854,0.30562060889929743,True,475,2184,2328,2.5,0.20403780068728522,0.21649484536082475,Affordable,Affordable
11903166406,260,1071,0.24276377217553688,True,510,2500,1875,2.5,0.272,0.3076923076923077,Affordable,Moderately_Affordable
80109110915,259,1219,0.2124692370795734,True,420,1625,2231,2.3,0.18825638727028238,0.16808606006275212,Affordable,Affordable
10503110136,259,969,0.2672858617131063,True,230,1083,1339,1.9,0.1717699775952203,0.18664904923306716,Affordable,Affordable
12003139630,258,601,0.4292845257903494,True,381,1950,1930,2.7,0.19740932642487047,0.23316062176165803,Affordable,Affordable
60103101702,258,1293,0.19953596287703015,True,350,1322,1312,2.6,0.26676829268292684,0.2325281425891182,Affordable,Affordable
12701172823,256,1112,0.2302158273381295,True,520,2400,2304,3.1,0.22569444444444445,0.2403846153846154,Affordable,Affordable
12003167602,256,864,0.2962962962962963,True,450,2709,1863,2.5,0.24154589371980675,0.3355629877369008,Affordable,Moderately_Affordable
12302170316,255,957,0.2664576802507837,True,535,2475,2412,3.2,0.22180762852404642,0.236796785304248,Affordable,Affordable
12102157910,254,1557,0.16313423249839434,True,480,2167,2150,2.8,0.22325581395348837,0.23259391771019677,Affordable,Affordable
12003167707,254,1223,0.20768601798855274,True,460,2115,1830,2.2,0.25136612021857924,0.26670870113493067,Affordable,Affordable
12503171445,254,1924,0.13201663201663202,True,423,2050,1591,2.4,0.26587052168447517,0.29734564618285547,Affordable,Affordable
12504171721,253,648,0.3904320987654321,True,340,1042,1507,1.8,0.22561380225613803,0.1595630646725537,Affordable,Affordable
11904137921,253,1003,0.2522432701894317,True,420,2167,1646,2.4,0.2551640340218712,0.3038134405084587,Affordable,Moderately_Affordable
12501158652,253,1598,0.1583229036295369,True,500,2167,1615,2.3,0.30959752321981426,0.30964515360800193,Moderately_Affordable,Moderately_Affordable
12003168014,253,520,0.48653846153846153,True,500,1600,2349,2.5,0.21285653469561516,0.1571863640829158,Affordable,Affordable
12003167819,252,1017,0.24778761061946902,True,480,2539,1687,2.3,0.2845287492590397,0.34731658383110664,Affordable,Moderately_Affordable
11904137935,252,906,0.2781456953642384,True,410,1981,1694,2.3,0.24203069657615112,0.2698664971392244,Affordable,Affordable
70101100213,251,943,0.26617179215270415,True,438,1733,2358,2.4,0.18575063613231552,0.16960266196907417,Affordable,Affordable
21003153510,249,1375,0.18109090909090908,True,371,1950,1859,2.4,0.19956966110812266,0.2420656266810113,Affordable,Affordable
12503148137,249,920,0.27065217391304347,True,445,2200,1875,3.4,0.23733333333333334,0.27076923076923076,Affordable,Affordable
70104103702,248,1430,0.17342657342657342,True,350,1943,1971,2.6,0.17757483510908167,0.22749092612106311,Affordable,Affordable
11904137803,246,730,0.336986301369863,True,390,1500,1383,2.0,0.28199566160520606,0.2502920073418989,Affordable,Affordable
12003167616,245,450,0.5444444444444444,True,376,1975,1937,2.3,0.19411461022199278,0.23529645367539018,Affordable,Affordable
12003139635,244,804,0.3034825870646766,True,420,2000,2042,2.4,0.20568070519098922,0.226022752957131,Affordable,Affordable
11904137919,244,1222,0.19967266775777415,True,460,2200,1757,2.4,0.2618099032441662,0.28895407381463156,Affordable,Affordable
11902166002,244,729,0.3347050754458162,True,390,3700,1492,2.9,0.2613941018766756,0.5722829449371004,Affordable,Very_Expensive
12503148155,243,1117,0.21754700089525514,True,400,1733,1632,2.5,0.24509803921568626,0.24505090497737556,Affordable,Affordable
11904138103,242,643,0.37636080870917576,True,360,1486,1187,2.3,0.3032855939342881,0.28889896960663597,Moderately_Affordable,Affordable
12203169517,240,1084,0.22140221402214022,True,505,2240,2017,2.2,0.25037183936539414,0.2562831318408909,Affordable,Affordable
70101100502,240,1144,0.2097902097902098,True,420,1867,2448,2.5,0.1715686274509804,0.17599924585218704,Affordable,Affordable
30910156204,239,2141,0.11163007940214853,True,415,1300,1289,2.0,0.32195500387897596,0.23273855702094648,Moderately_Affordable,Affordable
12003167712,238,1209,0.1968569065343259,True,530,2433,2114,2.4,0.2507095553453169,0.26559202387016956,Affordable,Affordable
12504171817,238,613,0.38825448613376834,True,380,1300,1819,2.6,0.20890599230346343,0.16492578339747113,Affordable,Affordable
10503110108,236,826,0.2857142857142857,True,260,1300,1662,2.2,0.15643802647412755,0.18050541516245489,Affordable,Affordable
21003153712,236,1256,0.18789808917197454,True,381,2037,2151,2.3,0.17712691771269176,0.21853878339233987,Affordable,Affordable
12504171818,236,1416,0.16666666666666666,True,490,2300,2569,2.9,0.1907356948228883,0.20660538371710033,Affordable,Affordable
12003139602,234,1329,0.17607223476297967,True,430,2139,2216,2.6,0.194043321299639,0.2227506248264371,Affordable,Affordable
60103101906,234,969,0.24148606811145512,True,310,1498,1190,2.3,0.2605042016806723,0.2904977375565611,Affordable,Affordable
12501158312,234,958,0.24425887265135698,True,260,1247,1091,2.2,0.2383134738771769,0.26376648099837835,Affordable,Affordable
11904138139,234,547,0.42778793418647165,True,450,2200,2092,2.2,0.21510516252390058,0.2426827474628622,Affordable,Affordable
70101100808,233,1064,0.21898496240601503,True,370,1533,1979,2.0,0.1869631126831733,0.17876161231391147,Affordable,Affordable
12503171433,233,1236,0.18851132686084143,True,360,1600,1328,2.4,0.2710843373493976,0.27803521779425394,Affordable,Affordable
12003139632,233,2252,0.10346358792184725,True,505,2000,2029,2.6,0.24889107934943322,0.22747090268036546,Affordable,Affordable
11902166016,233,648,0.3595679012345679,True,390,1875,1262,2.4,0.3090332805071315,0.34286236742655124,Moderately_Affordable,Moderately_Affordable
21005124207,228,1051,0.21693625118934348,True,330,1300,1059,2.9,0.311614730878187,0.28328611898017,Moderately_Affordable,Affordable
12003167803,227,969,0.23426212590299278,True,500,2800,1335,2.1,0.37453183520599254,0.4840103716508211,Moderately_Affordable,Expensive
12003167816,227,773,0.2936610608020699,True,400,1399,1068,2.1,0.37453183520599254,0.30229040622299047,Moderately_Affordable,Moderately_Affordable
11904137912,227,1647,0.13782635094110504,True,460,2167,1767,2.3,0.26032823995472554,0.2830090113621523,Affordable,Affordable
12003139633,226,852,0.2652582159624413,True,416,1951,2091,2.4,0.1989478718316595,0.2153183975278667,Affordable,Affordable
11902166003,226,1025,0.22048780487804878,True,380,2129,1535,2.9,0.247557003257329,0.3200701578551741,Affordable,Moderately_Affordable
11902165911,226,573,0.3944153577661431,True,390,2485,1784,3.0,0.218609865470852,0.3214470507071404,Affordable,Moderately_Affordable
60201104010,226,1020,0.22156862745098038,True,275,1292,1090,2.6,0.25229357798165136,0.27353563867325337,Affordable,Affordable
11902165927,226,568,0.397887323943662,True,420,2000,1708,2.9,0.2459016393442623,0.2702215816969915,Affordable,Affordable
12302144114,226,1476,0.15311653116531165,True,340,2167,1718,2.8,0.1979045401629802,0.2910808632578132,Affordable,Affordable
12501158223,225,972,0.23148148148148148,True,443,1950,1428,3.3,0.31022408963585435,0.31512605042016806,Moderately_Affordable,Moderately_Affordable
21104127125,224,467,0.4796573875802998,True,270,2381,1292,2.7,0.2089783281733746,0.42527982853060253,Affordable,Expensive
