SA1_CODE_2021,Nepal_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
11903166402,744,1079,0.6895273401297498,True,470,2291,1852,2.7,0.25377969762419006,0.2854710084731683,Affordable,Affordable
11903137402,736,1251,0.5883293365307753,True,420,2063,1633,2.6,0.25719534598897736,0.2915351641622309,Affordable,Affordable
12501158657,735,905,0.8121546961325967,True,450,2000,2166,2.9,0.2077562326869806,0.21308331557639038,Affordable,Affordable
11903166416,729,1012,0.7203557312252964,True,400,1786,1542,2.6,0.2594033722438392,0.26728524393894043,Affordable,Affordable
11903137429,728,1345,0.5412639405204461,True,480,2084,2023,2.9,0.23727137913989124,0.23772767025362182,Affordable,Affordable
12003168017,727,827,0.879081015719468,True,470,2400,2239,2.9,0.20991514068780706,0.2473631772425877,Affordable,Affordable
11904138153,721,1201,0.6003330557868443,True,450,2167,2036,2.6,0.22102161100196463,0.24561734925192685,Affordable,Affordable
11903166411,716,1025,0.6985365853658536,True,510,2240,1657,3.0,0.30778515389257693,0.31196323290469335,Moderately_Affordable,Moderately_Affordable
11904167004,712,1059,0.67233238904627,True,400,2000,1728,2.4,0.23148148148148148,0.2670940170940171,Affordable,Affordable
11904167023,701,1285,0.5455252918287937,True,390,1894,1657,2.5,0.23536511768255883,0.26377605496495055,Affordable,Affordable
11903137425,695,872,0.7970183486238532,True,500,1578,1605,2.6,0.3115264797507788,0.22688713156002877,Moderately_Affordable,Affordable
11903166420,692,1096,0.6313868613138686,True,470,2167,1802,2.5,0.26082130965593786,0.2775121659694357,Affordable,Affordable
11903137403,686,797,0.8607277289836889,True,400,2084,1625,2.8,0.24615384615384617,0.29595266272189347,Affordable,Affordable
11903137462,682,912,0.7478070175438597,True,500,1800,1933,2.9,0.2586652871184687,0.21489116160611246,Affordable,Affordable
21003153523,679,1366,0.4970717423133236,True,368,1834,1756,2.6,0.20956719817767655,0.24101980024531278,Affordable,Affordable
12003168018,650,1418,0.45839210155148097,True,415,2167,1862,2.8,0.22287862513426424,0.2685697760885731,Affordable,Affordable
12501158320,645,1273,0.5066771406127258,True,370,1733,1644,3.2,0.22506082725060828,0.24326221224031444,Affordable,Affordable
11903137422,630,926,0.6803455723542117,True,425,2206,2117,2.9,0.20075578649031647,0.2404709131208895,Affordable,Affordable
12501158309,626,956,0.6548117154811716,True,390,1842,1766,3.1,0.22083805209513024,0.2407004094433313,Affordable,Affordable
11904138129,621,1509,0.4115308151093439,True,480,2134,2190,2.4,0.2191780821917808,0.22486828240252899,Affordable,Affordable
11903166701,616,1775,0.3470422535211268,True,380,1950,1559,2.2,0.24374599101988453,0.28864656831302116,Affordable,Affordable
11904138154,608,1065,0.5708920187793427,True,400,1950,1469,2.3,0.27229407760381213,0.3063308373042886,Affordable,Moderately_Affordable
12501158325,605,808,0.7487623762376238,True,370,1517,1536,3.2,0.24088541666666666,0.22791466346153846,Affordable,Affordable
21003153615,596,1122,0.5311942959001783,True,366,1560,1838,2.4,0.19912948857453755,0.19586507072905332,Affordable,Affordable
11903166714,591,1026,0.5760233918128655,True,380,1800,1521,2.3,0.24983563445101906,0.27309968138370505,Affordable,Affordable
11903166713,589,1270,0.4637795275590551,True,380,1837,1581,2.2,0.24035420619860848,0.2681360385345205,Affordable,Affordable
12503148131,586,1264,0.46360759493670883,True,340,1388,1044,2.3,0.32567049808429116,0.3068081343943413,Moderately_Affordable,Moderately_Affordable
12504171701,586,1112,0.5269784172661871,True,390,1500,2038,2.4,0.19136408243375858,0.16984977730806974,Affordable,Affordable
12003168030,585,960,0.609375,True,480,2600,1768,2.5,0.27149321266968324,0.3393665158371041,Affordable,Moderately_Affordable
12003168005,583,912,0.6392543859649122,True,450,2184,2461,2.9,0.1828524989841528,0.2047947988622511,Affordable,Affordable
12503148156,580,946,0.6131078224101479,True,440,1993,1795,3.3,0.24512534818941503,0.25622455538890077,Affordable,Affordable
12003168011,574,1184,0.4847972972972973,True,500,2165,2080,2.5,0.2403846153846154,0.24019970414201183,Affordable,Affordable
11904138131,567,869,0.6524741081703107,True,420,2167,1837,2.5,0.2286336418072945,0.27222478120681715,Affordable,Affordable
11903166401,566,787,0.7191867852604829,True,418,1918,1625,2.8,0.2572307692307692,0.27237869822485206,Affordable,Affordable
11903166403,563,1098,0.5127504553734062,True,450,1857,1708,2.4,0.26346604215456676,0.25090073860565665,Affordable,Affordable
11903166709,555,1449,0.3830227743271222,True,380,1881,1470,2.0,0.2585034013605442,0.29529042386185245,Affordable,Affordable
11904138145,552,1205,0.4580912863070539,True,450,2400,2088,2.3,0.21551724137931033,0.26525198938992045,Affordable,Affordable
12302170304,549,1209,0.45409429280397023,True,550,2500,2324,3.5,0.23666092943201378,0.248245730173441,Affordable,Affordable
