SA1_CODE_2021,Iraq_population,total_population,concentration_ratio,is_cluster,anchor_strength
12702151403,400,955,0.418848167539267,True,2.510559760128406
12702151914,456,1115,0.40896860986547084,True,2.504803252240141
12702151538,353,828,0.42632850241545894,True,2.502248563207998
12702151022,291,661,0.4402420574886536,True,2.499145773767126
21005154522,310,712,0.4353932584269663,True,2.4990671387297225
12702152002,389,929,0.418729817007535,True,2.498203532313365
12703173225,456,1132,0.4028268551236749,True,2.4671869489821177
12702151630,394,957,0.4117032392894462,True,2.46152663675135
12701159711,513,1307,0.3925019127773527,True,2.450084571674445
12702151911,290,677,0.42836041358936483,True,2.4302271011517473
12702151031,405,1002,0.4041916167664671,True,2.427717594449802
11603131711,528,1364,0.3870967741935484,True,2.427479392977406
12702151702,394,972,0.4053497942386831,True,2.423540114579261
12701159302,374,924,0.40476190476190477,True,2.3989938676546902
12703173224,403,1010,0.39900990099009903,True,2.394623956255786
12702151909,375,930,0.4032258064516129,True,2.3909633642701187
12702152025,320,775,0.4129032258064516,True,2.3830466572923936
12702151407,543,1439,0.37734537873523283,True,2.3768793891888653
12702151708,387,976,0.39651639344262296,True,2.363636338559638
12702151530,208,471,0.4416135881104034,True,2.359247397895288
12703173227,497,1310,0.3793893129770992,True,2.3562352963979025
12702151712,707,1997,0.3540310465698548,True,2.32330895054655
21005154504,420,1093,0.38426349496797807,True,2.3219632114790487
12702151903,314,779,0.4030808729139923,True,2.3187520007589844
21005154502,392,1011,0.3877349159248269,True,2.3162545676090507
21005154402,392,1012,0.38735177865612647,True,2.3139657785106227
12702151007,358,913,0.39211391018619934,True,2.3069325466361486
12702151503,220,520,0.4230769230769231,True,2.283838066026741
12703173216,375,974,0.38501026694045176,True,2.282952698943748
21005154519,450,1205,0.37344398340248963,True,2.282290707698096
21005154508,286,711,0.4022503516174402,True,2.276528711261957
12702151412,431,1154,0.3734835355285962,True,2.2664570437896114
12703173201,491,1344,0.36532738095238093,True,2.2644739953852104
12702151704,403,1069,0.37698783910196443,True,2.2624604263969537
21005154312,416,1113,0.37376460017969454,True,2.254954059540253
12702151638,398,1058,0.3761814744801512,True,2.2529363364103645
12702151718,269,671,0.4008941877794337,True,2.2443748240991996
12702151035,275,689,0.3991291727140784,True,2.2432659478551757
12702151607,456,1245,0.36626506024096384,True,2.2432575311226968
12702151018,361,958,0.3768267223382046,True,2.2201289775251603
12702151627,424,1157,0.36646499567847884,True,2.217878831135655
12702151032,290,745,0.38926174496644295,True,2.2084077147378967
12702151415,334,886,0.37697516930022573,True,2.191782841568366
21005144511,267,684,0.39035087719298245,True,2.1824466722169573
12702151931,237,595,0.3983193277310924,True,2.179711175899394
12702152026,338,904,0.37389380530973454,True,2.1783053498833986
21005154208,384,1050,0.3657142857142857,True,2.17718613368239
12701159615,609,1810,0.3364640883977901,True,2.1578986214999563
11001118635,233,591,0.3942470389170897,True,2.1507441960716487
12702151923,449,1280,0.35078125,True,2.1430095036415624
21005154503,243,624,0.3894230769230769,True,2.140724164657449
12701159429,320,864,0.37037037037037035,True,2.13757078634445
12702151515,413,1168,0.3535958904109589,True,2.130721444511862
12702151026,266,698,0.38108882521489973,True,2.1292380274132756
12702151037,366,1017,0.35988200589970504,True,2.125233467441468
12702151021,276,732,0.3770491803278688,True,2.120531190857521
12702151418,367,1024,0.3583984375,True,2.117447693660154
12702151604,346,963,0.3592938733125649,True,2.1016265564502734
21005144344,412,1183,0.34826711749788675,True,2.0977687306001234
12702151422,309,845,0.3656804733727811,True,2.0977524732793733
21005154514,443,1290,0.3434108527131783,True,2.0933723109747873
12702151002,242,639,0.37871674491392804,True,2.080314349434136
12702150935,392,1127,0.34782608695652173,True,2.077846821519743
12702151420,294,805,0.3652173913043478,True,2.076982304054543
21005144346,297,817,0.3635250917992656,True,2.0710364326708754
12702151618,310,860,0.36046511627906974,True,2.068995119506468
12702152015,244,649,0.37596302003081666,True,2.068269650805722
12702151601,339,959,0.3534932221063608,True,2.0604927678517835
12702151522,269,731,0.3679890560875513,True,2.0601580122716316
12703173207,456,1361,0.33504775900073475,True,2.0520614447081247
11001118633,213,557,0.38240574506283664,True,2.051980056013742
12702152004,356,1020,0.34901960784313724,True,2.051445037562305
21005154513,320,903,0.35437430786268,True,2.0452504533794076
12702151406,339,967,0.3505687693898656,True,2.0434462920060605
12702151920,484,1468,0.329700272479564,True,2.038915574396282
12702151003,257,700,0.36714285714285716,True,2.038729447606937
12702151521,244,661,0.3691376701966717,True,2.030721638990792
12702151011,233,631,0.3692551505546751,True,2.0144054197755064
12702151921,293,830,0.3530120481927711,True,2.0063721347352215
12703173204,386,1149,0.3359442993907746,True,2.001698808972581
12703173223,350,1027,0.34079844206426485,True,1.9973468142288733
12702151636,220,598,0.36789297658862874,True,1.9859461443710793
12702151015,224,611,0.36661211129296234,True,1.9856080034268249
12702151905,409,1247,0.3279871692060946,True,1.9732223563084414
12702151916,238,661,0.3600605143721634,True,1.971858283448865
21005154530,283,814,0.3476658476658477,True,1.963955416952852
12702151910,247,695,0.3553956834532374,True,1.9594487774140297
12702151904,362,1089,0.33241505968778695,True,1.9593882699760108
21005124343,295,857,0.3442240373395566,True,1.9587585052807441
12702151717,350,1051,0.3330161750713606,True,1.9517366110495271
12703173210,338,1011,0.334322453016815,True,1.9477626471756597
12702151402,274,791,0.3463969658659924,True,1.9456324661955
21005144340,351,1059,0.3314447592067989,True,1.9434698230735903
12702151927,236,670,0.3522388059701492,True,1.9260629750864044
12702151605,432,1362,0.31718061674008813,True,1.925520336635151
12702151602,318,954,0.3333333333333333,True,1.921730367594948
12702151029,277,813,0.34071340713407133,True,1.917405963705174
12702151937,421,1333,0.3158289572393098,True,1.9091877248380802
21005144337,319,964,0.3309128630705394,True,1.908811615828022
12702151938,371,1159,0.3201035375323555,True,1.8946588610313522
12703173127,331,1019,0.32482826300294404,True,1.8856719084507925
21005124306,297,898,0.3307349665924276,True,1.884228023933302
21005154419,272,811,0.3353884093711467,True,1.8813518227993946
21005144534,256,758,0.33773087071240104,True,1.8740942978010242
12703159906,264,787,0.3354510800508259,True,1.871726396518885
12703173217,310,957,0.3239289446185998,True,1.8592850603715385
12702151626,384,1234,0.31118314424635335,True,1.8525489792273173
12701159740,325,1016,0.3198818897637795,True,1.8511236702206495
12702151013,253,758,0.3337730870712401,True,1.8482131524481396
12702151939,376,1213,0.3099752679307502,True,1.8388492914101007
12702151629,232,690,0.336231884057971,True,1.832812929314844
12702151535,240,719,0.3337969401947149,True,1.8308084339885358
12702151714,212,621,0.3413848631239936,True,1.8302639921584514
12702151417,381,1248,0.30528846153846156,True,1.8150683108005652
21005154319,355,1152,0.3081597222222222,True,1.8104170220941587
12701159504,358,1166,0.307032590051458,True,1.8063717110452864
12702151925,421,1412,0.2981586402266289,True,1.8023705645957233
21005144347,418,1407,0.2970859985785359,True,1.7937669115333714
12702151932,251,776,0.3234536082474227,True,1.788513789903824
21005154528,226,687,0.3289665211062591,True,1.7846269344261967
12702151027,280,887,0.3156708004509583,True,1.7798639316949818
12702151622,369,1228,0.3004885993485342,True,1.776940235407591
21005124633,572,2047,0.2794333170493405,True,1.7746490620228779
12702151603,412,1403,0.2936564504632929,True,1.7688242397006027
12702151928,327,1071,0.30532212885154064,True,1.768735247377792
12702151934,301,974,0.30903490759753593,True,1.7647212856569157
12702151516,277,885,0.3129943502824859,True,1.7614136141156007
12701159621,428,1477,0.2897765741367637,True,1.7564682202445439
12702151009,260,826,0.31476997578692495,True,1.751543953878814
12703173109,278,898,0.30957683741648107,True,1.7432927342386855
12703173220,241,765,0.3150326797385621,True,1.7291947607892306
12701159742,291,956,0.3043933054393305,True,1.72796585403773
12702151929,292,969,0.3013415892672859,True,1.7116722413137089
12703173112,272,892,0.30493273542600896,True,1.710511578800795
21005144341,353,1213,0.29101401483924155,True,1.7080476589746267
21005154524,282,935,0.3016042780748663,True,1.7026909359736822
12701159745,285,958,0.2974947807933194,True,1.6826280439286618
12701159741,238,777,0.3063063063063063,True,1.6774753222132555
12703159917,250,826,0.3026634382566586,True,1.6723525844829852
12701159710,290,985,0.29441624365482233,True,1.670318525360135
21005154323,472,1747,0.2701774470520893,True,1.6640486682130464
21005154204,283,963,0.29387331256490135,True,1.6600827719622235
12702151331,320,1114,0.2872531418312388,True,1.6578645955131106
21005154216,245,822,0.2980535279805353,True,1.6408834869871398
12701159606,208,678,0.30678466076696165,True,1.6389462011927443
12701159603,448,1672,0.2679425837320574,True,1.6363314914524703
21005154202,306,1076,0.2843866171003718,True,1.6286388575852067
21005154532,263,901,0.29189789123196447,True,1.627607784825173
12701159614,251,854,0.2939110070257611,True,1.6251600713880179
12701159701,360,1307,0.2754399387911247,True,1.6220321843916121
12703173113,275,957,0.28735632183908044,True,1.6150577200336635
21005154311,228,770,0.2961038961038961,True,1.6089462555978788
12702151511,208,699,0.29756795422031473,True,1.5897074741182842
21005154501,206,693,0.2972582972582973,True,1.5851949082433854
12703159923,271,960,0.28229166666666666,True,1.582471208298141
12702151509,268,953,0.2812172088142707,True,1.5733291182930669
12703173203,269,961,0.27991675338189387,True,1.5670920988247272
21005144339,365,1384,0.26372832369942195,True,1.5566915944302735
12702150908,263,945,0.2783068783068783,True,1.5518249884946889
21005154209,295,1085,0.271889400921659,True,1.547148423065067
12702151045,306,1136,0.26936619718309857,True,1.5426191996141567
12702151619,339,1281,0.2646370023419204,True,1.542554695058439
12702151621,321,1202,0.2670549084858569,True,1.5421223345422255
21005154302,321,1203,0.26683291770573564,True,1.5408404373397797
21005154201,250,900,0.2777777777777778,True,1.5348480386477177
12701159521,220,774,0.2842377260981912,True,1.5343614913874748
12702150905,263,959,0.27424400417101147,True,1.5291706091006059
21005154523,242,870,0.27816091954022987,True,1.527955022170589
12703173212,297,1109,0.2678088367899008,True,1.525731979704333
21005124309,204,712,0.28651685393258425,True,1.5251320726744877
12703173211,356,1372,0.2594752186588921,True,1.525126777196466
21005144313,223,793,0.2812105926860025,True,1.5218121936490212
12701159518,224,801,0.27965043695380776,True,1.51461484406216
21005154305,304,1151,0.26411815812337097,True,1.5108382103289775
21005154324,386,1525,0.25311475409836065,True,1.5081652009898332
12703173221,279,1044,0.2672413793103448,True,1.5058489456745405
21005154210,213,760,0.2802631578947368,True,1.5038853831574397
12703173205,236,861,0.27409988385598144,True,1.498794649602661
12701159306,261,971,0.2687950566426365,True,1.4967434762941774
12702152003,217,781,0.27784891165172854,True,1.496076092990054
21005144349,351,1383,0.25379609544468545,True,1.4881666974945278
12702151930,294,1128,0.26063829787234044,True,1.4822435769183575
12703159913,268,1012,0.2648221343873518,True,1.4816034088273646
21005144333,295,1134,0.2601410934744268,True,1.4802963307104038
12703159920,261,984,0.2652439024390244,True,1.476969426302486
12702151408,247,923,0.2676056338028169,True,1.4754245940441502
12701159414,262,994,0.2635814889336016,True,1.468716656368787
21005154409,240,899,0.26696329254727474,True,1.4642394483178611
12702150904,236,882,0.2675736961451247,True,1.4631090627073595
21005154205,346,1384,0.25,True,1.4623311949867148
12701150506,401,1646,0.24362089914945323,True,1.4608610495359826
21005144330,449,1879,0.23895689196381054,True,1.4598468146147952
21005154320,236,884,0.2669683257918552,True,1.4597988612080215
12703173334,238,900,0.2644444444444444,True,1.4482203615107772
12702151625,315,1253,0.25139664804469275,True,1.4469742995050898
12701159509,281,1097,0.2561531449407475,True,1.4451922396842387
12701150522,564,2476,0.22778675282714056,True,1.4434449565293186
12701159735,227,858,0.26456876456876455,True,1.4364352654692985
12703173129,204,770,0.2649350649350649,True,1.4102519944730327
21005154512,242,948,0.2552742616033755,True,1.4022372038907307
21005144310,244,962,0.25363825363825365,True,1.395329525335669
12703152215,234,917,0.25517993456924754,True,1.3931766742745182
12702151014,231,907,0.25468577728776187,True,1.3872065411851353
21005144326,280,1139,0.24582967515364354,True,1.3860748967633438
12702152016,201,773,0.26002587322121606,True,1.3802869433087224
31403139431,251,1007,0.24925521350546176,True,1.3782390277709704
21005144226,359,1541,0.23296560674886438,True,1.3712597970737221
12703159904,244,982,0.2484725050916497,True,1.3669114087300545
12702152011,262,1072,0.24440298507462688,True,1.361851078759864
12701159601,376,1641,0.2291285801340646,True,1.3592469168071006
21005154309,319,1366,0.2335285505124451,True,1.3470676410382234
21005154401,221,888,0.24887387387387389,True,1.3445852493173127
12702151901,228,923,0.24702058504875407,True,1.3422411883102565
21005154218,312,1336,0.23353293413173654,True,1.341927691203988
21005154220,296,1257,0.2354813046937152,True,1.3407674726217973
12701159734,203,806,0.2518610421836228,True,1.339427244107166
12702151705,220,890,0.24719101123595505,True,1.3343772970043881
21005144520,219,889,0.24634420697412823,True,1.3286889006199856
21005154308,202,808,0.25,True,1.3283014947604468
12703173228,280,1189,0.23549201009251472,True,1.32778747469592
21005144342,317,1383,0.2292118582791034,True,1.3207305049467217
31701145409,262,1108,0.2364620938628159,True,1.3176032097748867
12703159909,323,1424,0.22682584269662923,True,1.3112220193826702
12701159732,254,1075,0.23627906976744187,True,1.30928459578627
31701144629,203,825,0.24606060606060606,True,1.3085798287883343
12703159914,259,1115,0.23228699551569507,True,1.2916740290879118
12703159902,256,1102,0.2323049001814882,True,1.2890775660010674
12701159428,252,1082,0.23290203327171904,True,1.2887376628089975
12702151024,219,918,0.238562091503268,True,1.286715068247459
21005154211,247,1066,0.23170731707317074,True,1.2775017826479838
12503148032,286,1271,0.2250196695515342,True,1.2734948180230146
21005154215,242,1044,0.23180076628352492,True,1.2732958518088244
21005144304,203,848,0.23938679245283018,True,1.2730876872056318
12702151512,265,1191,0.2225020990764064,True,1.242339648889295
12701159316,207,891,0.23232323232323232,True,1.2400340993245487
12703173134,210,911,0.2305159165751921,True,1.2336884830186323
12503148020,301,1405,0.21423487544483985,True,1.2233726208041535
12702151926,200,870,0.22988505747126436,True,1.219150553576799
12701159506,265,1229,0.21562245728234336,True,1.2039271943264038
21005144209,281,1324,0.2122356495468278,True,1.1974138118833912
12702150940,277,1305,0.21226053639846743,True,1.1945218762393153
21005154214,232,1073,0.21621621621621623,True,1.1786029088790704
12701159609,202,913,0.2212486308871851,True,1.1755395484846014
21005154321,263,1248,0.2107371794871795,True,1.1750597869611228
21005124726,215,986,0.21805273833671399,True,1.172094176117744
12702151413,234,1093,0.2140896614821592,True,1.168840814556023
12703159901,259,1237,0.20937752627324172,True,1.1642817642950862
21005144523,202,922,0.21908893709327548,True,1.1640646505059014
21005124721,223,1040,0.2144230769230769,True,1.1603817976573787
21005144314,235,1116,0.21057347670250895,True,1.1505380593019878
21005144328,237,1141,0.2077125328659071,True,1.136659202156126
31701145925,240,1182,0.20304568527918782,True,1.113664351977798
21005144546,201,964,0.20850622406639005,True,1.1068068539187161
12701159424,209,1014,0.20611439842209073,True,1.102115851992062
21005124706,222,1099,0.20200181983621474,True,1.092258538001953
11001118644,204,995,0.2050251256281407,True,1.0913507896926988
