SA1_CODE_2021,Malaysia_population,total_population,concentration_ratio,is_cluster
50601130705,179,1417,0.12632321806633734,True
21101125439,179,870,0.2057471264367816,True
20702115707,179,1212,0.1476897689768977,True
21205132131,178,1133,0.15710503089143865,True
50603113131,178,1163,0.1530524505588994,True
20702115712,178,1381,0.12889210716871832,True
50603112506,177,926,0.19114470842332612,True
50603112406,176,1007,0.17477656405163852,True
20703116358,176,1107,0.15898825654923215,True
50604113340,176,1185,0.14852320675105485,True
50603112925,175,1540,0.11363636363636363,True
20604150409,175,1522,0.11498028909329829,True
50604113358,175,1625,0.1076923076923077,True
21104127001,174,1286,0.13530326594090203,True
20604150418,173,810,0.21358024691358024,True
50603112526,173,1048,0.1650763358778626,True
21205132137,172,783,0.21966794380587484,True
21205132308,172,1225,0.1404081632653061,True
21205132115,171,990,0.17272727272727273,True
21204131706,171,906,0.18874172185430463,True
50604113331,171,1335,0.12808988764044943,True
20604150312,171,650,0.2630769230769231,True
20604150307,170,1051,0.16175071360608945,True
20703116410,170,1056,0.16098484848484848,True
20702142410,170,1061,0.16022620169651272,True
50704117903,170,1034,0.1644100580270793,True
21204131728,170,753,0.22576361221779548,True
50603113134,169,914,0.18490153172866522,True
12003167830,168,1285,0.13073929961089495,True
20702142523,168,1081,0.15541165587419056,True
50603112906,167,1170,0.14273504273504273,True
21503140308,167,726,0.23002754820936638,True
50603113126,167,922,0.18112798264642083,True
20604150527,167,1614,0.10346964064436183,True
21204131716,166,1102,0.15063520871143377,True
21205132549,166,1059,0.15675165250236073,True
21503140309,166,542,0.3062730627306273,True
20702142519,165,1077,0.1532033426183844,True
21205132749,165,892,0.18497757847533633,True
50603112826,165,970,0.17010309278350516,True
50603112901,165,1086,0.15193370165745856,True
21502146924,165,1047,0.15759312320916904,True
21204131822,165,1377,0.11982570806100218,True
20702115753,164,1335,0.12284644194756554,True
50603112744,164,1181,0.1388653683319221,True
20702142506,164,836,0.19617224880382775,True
50603112529,163,412,0.39563106796116504,True
20702142418,163,1080,0.15092592592592594,True
50603112416,163,1508,0.10809018567639257,True
20604150306,163,814,0.20024570024570024,True
21502146906,162,919,0.176278563656148,True
20702142404,162,1381,0.1173062997827661,True
50603113137,160,1312,0.12195121951219512,True
21204131719,160,1061,0.15080113100848255,True
21205132548,160,1413,0.11323425336164189,True
50603112818,159,1351,0.11769059955588453,True
21204145901,158,1536,0.10286458333333333,True
50603113127,158,970,0.16288659793814433,True
50704118031,158,573,0.2757417102966841,True
50704117909,158,688,0.22965116279069767,True
50601130817,158,1362,0.11600587371512482,True
20702142511,157,799,0.1964956195244055,True
20604150305,157,962,0.1632016632016632,True
21502146944,157,829,0.18938480096501809,True
50704118403,156,984,0.15853658536585366,True
21205156712,156,1109,0.1406672678088368,True
21101125437,155,1033,0.15004840271055178,True
20701114705,155,880,0.17613636363636365,True
20604112419,155,1378,0.11248185776487664,True
50603112911,155,878,0.1765375854214123,True
50704117609,155,1026,0.15107212475633527,True
40101100152,155,1428,0.10854341736694678,True
20604150318,155,924,0.16774891774891776,True
20703116415,154,1129,0.13640389725420726,True
50704118408,154,665,0.23157894736842105,True
21205132125,153,968,0.15805785123966942,True
21101126045,153,697,0.21951219512195122,True
50603112522,153,1044,0.14655172413793102,True
21204146002,153,1312,0.11661585365853659,True
50603112432,153,1148,0.1332752613240418,True
11902166004,152,934,0.16274089935760172,True
20701114823,152,1010,0.1504950495049505,True
21204131703,152,1445,0.10519031141868512,True
11703164535,151,1071,0.14098972922502334,True
20702142503,151,1221,0.12366912366912367,True
50604113339,151,757,0.19947159841479525,True
40101100158,151,1267,0.11917916337805841,True
20604111728,150,836,0.17942583732057416,True
21205132103,149,992,0.1502016129032258,True
21205132126,149,590,0.25254237288135595,True
50704118402,149,550,0.27090909090909093,True
20604150321,149,1218,0.12233169129720854,True
50704118029,149,969,0.15376676986584106,True
20702142425,148,1049,0.14108674928503337,True
21204131029,148,1142,0.1295971978984238,True
50704118020,148,1093,0.1354071363220494,True
21101126022,147,978,0.15030674846625766,True
21102126121,147,944,0.15572033898305085,True
50502109605,147,1291,0.11386522075910147,True
20702142401,147,823,0.17861482381530985,True
21101125930,147,832,0.17668269230769232,True
21204146015,146,1215,0.12016460905349795,True
21205132544,146,1231,0.11860276198212835,True
50603113130,146,1027,0.14216163583252192,True
21205132218,146,991,0.14732593340060546,True
50603113106,145,755,0.19205298013245034,True
21101125403,145,1320,0.10984848484848485,True
21204131724,145,954,0.1519916142557652,True
21101125929,145,1059,0.1369216241737488,True
20604111746,145,1104,0.13134057971014493,True
50603112404,144,1396,0.10315186246418338,True
40101100149,144,866,0.16628175519630484,True
20604150925,144,1314,0.1095890410958904,True
21603159439,143,1143,0.12510936132983377,True
21205132720,143,900,0.15888888888888889,True
50601130713,143,1188,0.12037037037037036,True
21101126043,143,608,0.23519736842105263,True
21205132141,143,960,0.14895833333333333,True
50607114606,143,1352,0.10576923076923077,True
50603112727,143,999,0.14314314314314314,True
12003167820,143,1362,0.10499265785609398,True
20703116135,143,1418,0.1008462623413258,True
20702115750,142,831,0.17087845968712395,True
21502146908,142,977,0.14534288638689866,True
50603112435,142,924,0.15367965367965367,True
21603159433,141,799,0.17647058823529413,True
21502146914,141,763,0.18479685452162517,True
50704118404,141,876,0.16095890410958905,True
11902166019,140,1123,0.1246660730186999,True
50604113342,140,920,0.15217391304347827,True
20702142416,140,1266,0.11058451816745656,True
50704117801,140,1262,0.1109350237717908,True
21205131914,140,1252,0.11182108626198083,True
20702115731,140,1045,0.1339712918660287,True
20702115715,139,1229,0.11310008136696502,True
50603113115,139,901,0.15427302996670367,True
11902166008,139,938,0.14818763326226012,True
20605112833,139,1112,0.125,True
50601130706,138,1314,0.1050228310502283,True
21502146915,138,947,0.1457233368532207,True
50603112824,138,708,0.19491525423728814,True
50704118410,138,994,0.13883299798792756,True
11301125605,138,750,0.184,True
20702115747,138,962,0.14345114345114346,True
50603112921,138,906,0.152317880794702,True
20701114816,138,898,0.15367483296213807,True
21205132113,138,888,0.1554054054054054,True
21204131015,137,837,0.16367980884109917,True
21205132216,137,610,0.22459016393442624,True
30303106421,137,1205,0.11369294605809128,True
50704117823,136,901,0.1509433962264151,True
21502146931,136,628,0.21656050955414013,True
20702142520,136,966,0.14078674948240166,True
20604150303,136,774,0.17571059431524547,True
20701114852,136,936,0.1452991452991453,True
21205132144,136,566,0.24028268551236748,True
50607114612,135,913,0.14786418400876233,True
50603113101,135,771,0.17509727626459143,True
21204146029,135,1347,0.10022271714922049,True
20702142415,135,1138,0.11862917398945519,True
20702142518,134,787,0.17026683608640406,True
21101126007,134,1104,0.1213768115942029,True
21204131723,134,1026,0.13060428849902533,True
20604150913,134,1275,0.10509803921568628,True
21503140306,134,522,0.2567049808429119,True
20604111747,134,1233,0.10867802108678021,True
20702115757,133,858,0.155011655011655,True
21205132545,133,834,0.15947242206235013,True
50603112828,133,437,0.30434782608695654,True
20604150431,133,1042,0.1276391554702495,True
50603112515,133,760,0.175,True
21303134741,132,741,0.17813765182186234,True
20604151007,132,823,0.16038882138517618,True
50704117901,132,498,0.26506024096385544,True
50601130812,132,1050,0.12571428571428572,True
50603113138,131,1170,0.11196581196581197,True
20702142426,131,984,0.133130081300813,True
50704117518,131,1192,0.1098993288590604,True
11902166016,130,648,0.2006172839506173,True
12503147934,130,1023,0.1270772238514174,True
21204131801,130,942,0.13800424628450106,True
20703116429,130,1240,0.10483870967741936,True
50603113122,130,602,0.2159468438538206,True
50603112932,129,963,0.13395638629283488,True
11902165920,129,1047,0.12320916905444126,True
50604113328,128,1225,0.10448979591836735,True
21205132318,128,1020,0.12549019607843137,True
20702115720,128,782,0.1636828644501279,True
50603112822,128,735,0.17414965986394557,True
11902166010,128,833,0.15366146458583432,True
21205132150,128,749,0.17089452603471295,True
21101125906,127,941,0.13496280552603612,True
20703116102,127,1080,0.1175925925925926,True
20604150517,127,877,0.14481185860889395,True
21503140414,127,930,0.13655913978494624,True
50603112410,126,1007,0.12512413108242304,True
40101100119,126,1242,0.10144927536231885,True
21101125431,126,1203,0.10473815461346633,True
50604113355,126,981,0.12844036697247707,True
20702115755,125,788,0.15862944162436549,True
20604111733,124,827,0.14993954050785974,True
40702115716,124,994,0.12474849094567404,True
21205156703,124,919,0.13492927094668117,True
20703116354,124,686,0.18075801749271136,True
30403109604,123,799,0.1539424280350438,True
21205132215,123,1210,0.10165289256198347,True
50604113718,123,924,0.1331168831168831,True
20703116304,123,1091,0.11274060494958753,True
21101126044,123,775,0.15870967741935485,True
50701114838,123,913,0.13472070098576122,True
50603112504,123,1108,0.11101083032490974,True
20703116408,122,805,0.1515527950310559,True
20701152110,122,994,0.1227364185110664,True
21503140310,122,613,0.19902120717781402,True
21205132109,122,1137,0.10729991204925242,True
40101100159,122,654,0.18654434250764526,True
20604150422,122,718,0.16991643454038996,True
20701114832,122,1093,0.11161939615736505,True
21205132739,121,672,0.1800595238095238,True
20703116621,121,1204,0.1004983388704319,True
50603113139,120,900,0.13333333333333333,True
21205132726,120,955,0.1256544502617801,True
21205132246,120,871,0.1377726750861079,True
20604150416,120,775,0.15483870967741936,True
20702142532,120,999,0.12012012012012012,True
20703116419,120,974,0.12320328542094455,True
50604113226,119,1135,0.10484581497797357,True
21104127320,119,822,0.14476885644768855,True
20702142501,119,894,0.1331096196868009,True
50603113109,119,1033,0.11519845111326234,True
50603112520,118,765,0.1542483660130719,True
50603112909,118,1007,0.11717974180734857,True
21101126023,118,931,0.1267454350161117,True
21205132101,118,1156,0.10207612456747404,True
21101126013,118,966,0.12215320910973085,True
50603112519,118,1133,0.10414827890556046,True
20702142420,118,826,0.14285714285714285,True
20702142521,117,803,0.14570361145703611,True
20604150906,117,1091,0.10724106324472961,True
20701114812,117,1097,0.10665451230628988,True
50301103510,117,1120,0.10446428571428572,True
20702115710,117,1015,0.11527093596059114,True
21205132731,117,898,0.13028953229398663,True
21205131947,117,1150,0.10173913043478261,True
21205132206,117,608,0.1924342105263158,True
21205132234,117,681,0.17180616740088106,True
50604113214,117,805,0.1453416149068323,True
40104101632,116,1094,0.10603290676416818,True
21205132310,116,1143,0.10148731408573929,True
20701114938,116,1018,0.11394891944990176,True
50604113356,116,924,0.12554112554112554,True
50603112823,116,871,0.13318025258323765,True
50603112834,115,762,0.15091863517060367,True
21205132117,115,1076,0.10687732342007435,True
50603113107,115,779,0.14762516046213095,True
40203117526,115,1065,0.107981220657277,True
50604113353,115,898,0.12806236080178174,True
50301103528,115,1069,0.10757717492984098,True
21305136831,115,1120,0.10267857142857142,True
21101126033,115,1038,0.11078998073217726,True
50604113257,115,964,0.11929460580912864,True
50603112804,115,545,0.21100917431192662,True
50603112524,114,503,0.22664015904572565,True
21502146917,114,837,0.13620071684587814,True
21204131727,114,972,0.11728395061728394,True
50603112914,114,885,0.1288135593220339,True
21205132110,113,966,0.11697722567287784,True
50603113121,113,488,0.23155737704918034,True
50604113712,113,739,0.15290933694181327,True
20701114813,113,725,0.15586206896551724,True
50603112802,112,681,0.1644640234948605,True
30303106425,112,1023,0.10948191593352884,True
21101126046,112,764,0.14659685863874344,True
21101125633,112,934,0.11991434689507495,True
20604150921,111,884,0.1255656108597285,True
21101144611,111,922,0.12039045553145336,True
20702142526,111,739,0.15020297699594046,True
20702142512,111,930,0.11935483870967742,True
50704117824,111,1025,0.10829268292682927,True
50601130831,111,892,0.12443946188340807,True
50602112334,111,716,0.15502793296089384,True
20604150412,111,494,0.22469635627530365,True
21205132129,110,880,0.125,True
50604113345,110,956,0.11506276150627615,True
20702142530,110,979,0.11235955056179775,True
50604113310,110,1057,0.10406811731315042,True
21602141113,109,726,0.15013774104683195,True
50603113113,109,827,0.13180169286577992,True
20702115742,109,1033,0.10551790900290416,True
21503140304,109,692,0.157514450867052,True
21205132217,109,579,0.18825561312607944,True
50604113248,109,796,0.13693467336683418,True
11802156938,109,1074,0.10148975791433892,True
20703116414,108,1046,0.10325047801147227,True
21205132224,108,718,0.15041782729805014,True
50704117602,108,884,0.12217194570135746,True
50603112920,108,955,0.1130890052356021,True
50603112401,108,899,0.12013348164627363,True
21205132223,108,908,0.11894273127753303,True
11802156504,107,672,0.15922619047619047,True
21101126042,107,814,0.13144963144963145,True
21205132130,107,1055,0.1014218009478673,True
11902166109,107,1046,0.1022944550669216,True
50603112745,107,968,0.11053719008264463,True
21603159423,107,579,0.1848013816925734,True
40103101220,107,997,0.10732196589769308,True
50603112904,107,721,0.14840499306518723,True
21205132142,107,829,0.12907117008443908,True
50704117829,106,1026,0.10331384015594541,True
21104126922,106,1048,0.10114503816793893,True
21303134748,106,956,0.1108786610878661,True
21205132232,106,1033,0.10261374636979671,True
40101100146,105,698,0.1504297994269341,True
20604150316,105,879,0.11945392491467577,True
20703116504,105,749,0.14018691588785046,True
21205132204,104,746,0.13941018766756033,True
50603112933,104,302,0.3443708609271523,True
50603113112,104,1024,0.1015625,True
20703116306,104,827,0.12575574365175332,True
21503140307,104,339,0.30678466076696165,True
50604113359,104,856,0.12149532710280374,True
20604150506,103,649,0.15870570107858242,True
50604113323,103,759,0.13570487483530963,True
21205132153,103,668,0.15419161676646706,True
50704118009,103,731,0.1409028727770178,True
11902165910,103,926,0.11123110151187905,True
50704117902,103,806,0.12779156327543426,True
21204131713,103,839,0.12276519666269368,True
12101168444,103,968,0.10640495867768596,True
50604113711,102,775,0.13161290322580646,True
30403109606,102,882,0.11564625850340136,True
20702142517,102,762,0.13385826771653545,True
20701114839,102,930,0.10967741935483871,True
21204131742,102,788,0.12944162436548223,True
21205132108,102,819,0.12454212454212454,True
50603113124,102,669,0.15246636771300448,True
20702115758,101,824,0.12257281553398058,True
21101126034,101,775,0.13032258064516128,True
21104127303,101,653,0.1546707503828484,True
12502171221,101,813,0.12423124231242312,True
21204131702,101,712,0.14185393258426968,True
20604150430,101,773,0.13065976714100905,True
20604150311,101,506,0.19960474308300397,True
12003167710,100,902,0.11086474501108648,True
51102127615,100,743,0.13458950201884254,True
21205132712,100,779,0.12836970474967907,True
20702115738,100,899,0.11123470522803114,True
50603112507,100,946,0.10570824524312897,True
20702115930,100,831,0.12033694344163658,True
50704117606,100,990,0.10101010101010101,True
50603112829,100,579,0.17271157167530224,True
20702115717,99,817,0.1211750305997552,True
50601130832,99,601,0.16472545757071547,True
50602111829,99,794,0.12468513853904283,True
50704118226,99,523,0.18929254302103252,True
21205132128,99,743,0.13324360699865412,True
21101126011,99,745,0.13288590604026845,True
50604113312,99,790,0.12531645569620253,True
20702142424,99,563,0.17584369449378331,True
21102126116,99,987,0.10030395136778116,True
21101125916,98,681,0.14390602055800295,True
20703116426,98,899,0.10901001112347053,True
30403109605,98,975,0.10051282051282051,True
20702142405,98,861,0.11382113821138211,True
21205132248,98,654,0.14984709480122324,True
50603112902,98,614,0.15960912052117263,True
50704118212,97,777,0.12483912483912483,True
50603112513,97,730,0.13287671232876713,True
50604113642,97,871,0.1113662456946039,True
20701114830,97,861,0.11265969802555169,True
21101126004,97,746,0.13002680965147453,True
11501162208,97,952,0.10189075630252101,True
50704117825,97,961,0.10093652445369407,True
21205132211,97,555,0.17477477477477477,True
21503140519,97,716,0.13547486033519554,True
21205132520,96,869,0.11047180667433831,True
50603112827,96,617,0.15559157212317667,True
50603113116,96,722,0.1329639889196676,True
21205156815,96,834,0.11510791366906475,True
20702116012,96,879,0.10921501706484642,True
21205132719,96,798,0.12030075187969924,True
50603112501,96,600,0.16,True
50604113349,96,874,0.10983981693363844,True
50704118022,95,672,0.14136904761904762,True
50704118415,95,520,0.18269230769230768,True
21104127314,95,833,0.11404561824729892,True
50603112929,95,676,0.14053254437869822,True
21204131707,95,668,0.14221556886227546,True
21101126038,95,913,0.10405257393209201,True
20604150313,95,678,0.140117994100295,True
21102126119,94,848,0.11084905660377359,True
20702115726,94,900,0.10444444444444445,True
50604113202,94,805,0.11677018633540373,True
50704117502,94,908,0.10352422907488987,True
20604150415,94,741,0.12685560053981107,True
20604150502,94,934,0.1006423982869379,True
20604150425,94,802,0.1172069825436409,True
11902165904,94,811,0.1159062885326757,True
20604150323,94,744,0.12634408602150538,True
20604111735,93,587,0.15843270868824533,True
50301103520,93,776,0.11984536082474227,True
20703116108,93,682,0.13636363636363635,True
12602150043,93,863,0.10776361529548088,True
80108109812,93,610,0.15245901639344261,True
20702142428,93,527,0.17647058823529413,True
50704118406,92,534,0.17228464419475656,True
21102126120,92,467,0.19700214132762311,True
20604151016,92,792,0.11616161616161616,True
20604150310,92,600,0.15333333333333332,True
50607114611,92,522,0.17624521072796934,True
50604113329,92,654,0.14067278287461774,True
21205132307,91,895,0.10167597765363129,True
20604111729,91,600,0.15166666666666667,True
20702142412,91,659,0.13808801213960548,True
20604150924,91,778,0.11696658097686376,True
50602131102,90,814,0.11056511056511056,True
21205132135,90,681,0.13215859030837004,True
21205132710,90,857,0.10501750291715285,True
11902166018,90,782,0.11508951406649616,True
20702115730,90,854,0.1053864168618267,True
20604150433,90,549,0.16393442622950818,True
50604113710,89,564,0.15780141843971632,True
21101125912,89,872,0.10206422018348624,True
21502146930,89,773,0.11513583441138421,True
21502147003,88,861,0.10220673635307782,True
50607114618,88,566,0.15547703180212014,True
20701114819,88,766,0.11488250652741515,True
21205131916,88,876,0.1004566210045662,True
21205132210,88,680,0.12941176470588237,True
50603112502,88,735,0.11972789115646258,True
21205132229,88,852,0.10328638497652583,True
21101125425,87,818,0.10635696821515893,True
40103101116,87,753,0.11553784860557768,True
21205132722,87,850,0.10235294117647059,True
40101100160,87,815,0.1067484662576687,True
90102100201,87,862,0.10092807424593968,True
20702115922,87,835,0.10419161676646707,True
20703116626,87,793,0.10970996216897856,True
50704117601,87,813,0.1070110701107011,True
50603113103,87,653,0.1332312404287902,True
50603112412,86,477,0.18029350104821804,True
21503140523,86,412,0.2087378640776699,True
21102126139,86,773,0.111254851228978,True
50604113246,86,601,0.14309484193011648,True
21103126651,86,569,0.15114235500878734,True
20703116147,86,556,0.15467625899280577,True
21101125931,86,789,0.10899873257287707,True
50503110128,86,637,0.13500784929356358,True
20702115711,86,813,0.1057810578105781,True
20604111738,85,713,0.11921458625525946,True
21204131812,85,842,0.10095011876484561,True
50704117906,85,755,0.11258278145695365,True
21205132133,85,542,0.15682656826568267,True
50301103531,85,788,0.10786802030456853,True
21101126030,84,599,0.14023372287145242,True
21104127306,84,789,0.10646387832699619,True
50603112805,84,674,0.12462908011869436,True
21205132727,84,722,0.11634349030470914,True
21205132220,84,700,0.12,True
21205132152,84,646,0.13003095975232198,True
40702115720,83,808,0.10272277227722772,True
21205132725,83,830,0.1,True
20703116505,83,803,0.10336239103362391,True
50301103526,82,602,0.1362126245847176,True
11301125603,82,647,0.1267387944358578,True
21101144820,82,789,0.10392902408111533,True
50603112903,82,819,0.10012210012210013,True
21205132334,82,714,0.11484593837535013,True
50602111936,82,804,0.10199004975124377,True
50601130809,82,681,0.12041116005873716,True
20702115748,81,692,0.11705202312138728,True
20604150319,81,694,0.11671469740634005,True
21205132102,81,651,0.12442396313364056,True
50604113703,81,707,0.11456859971711457,True
50704118414,81,672,0.12053571428571429,True
50603113135,81,650,0.12461538461538461,True
20604150402,81,539,0.150278293135436,True
11703164605,81,744,0.10887096774193548,True
12101168415,80,601,0.13311148086522462,True
50301103519,80,590,0.13559322033898305,True
50502109606,80,580,0.13793103448275862,True
50604113701,80,559,0.14311270125223613,True
21101125434,80,729,0.10973936899862825,True
50603112509,80,689,0.11611030478955008,True
21305146428,79,595,0.13277310924369748,True
21205156714,79,681,0.11600587371512482,True
11902165929,79,548,0.14416058394160583,True
20702115714,79,594,0.132996632996633,True
50603113104,79,694,0.1138328530259366,True
21503140507,79,718,0.11002785515320335,True
21502146919,78,445,0.1752808988764045,True
50704118401,78,534,0.14606741573033707,True
50403105707,78,747,0.10441767068273092,True
21204146016,78,586,0.13310580204778158,True
21101126032,78,609,0.12807881773399016,True
40101100153,78,463,0.16846652267818574,True
21204131725,78,591,0.1319796954314721,True
20703116434,77,734,0.10490463215258855,True
50602112340,77,531,0.14500941619585686,True
20701152101,77,764,0.10078534031413612,True
21603141618,77,697,0.11047345767575323,True
21205132146,77,757,0.10171730515191546,True
50704118014,77,633,0.12164296998420221,True
20604111736,76,413,0.18401937046004843,True
20604150301,76,352,0.2159090909090909,True
21205132203,76,710,0.10704225352112676,True
50704117915,76,673,0.11292719167904904,True
20604151004,76,684,0.1111111111111111,True
50604113332,76,638,0.11912225705329153,True
50604113307,76,732,0.10382513661202186,True
20702115942,76,731,0.1039671682626539,True
40103101117,76,702,0.10826210826210826,True
21205132207,76,593,0.1281618887015177,True
21205156819,76,334,0.2275449101796407,True
50603112833,76,554,0.1371841155234657,True
50701114843,76,697,0.10903873744619799,True
20702142433,75,698,0.10744985673352435,True
50704117904,75,464,0.16163793103448276,True
21205132526,75,669,0.11210762331838565,True
20702142504,75,713,0.10518934081346423,True
21101126036,75,690,0.10869565217391304,True
20703116341,75,556,0.13489208633093525,True
20604150417,74,315,0.23492063492063492,True
20702115940,74,599,0.12353923205342238,True
50704118027,74,468,0.1581196581196581,True
21205156818,74,710,0.10422535211267606,True
20604150419,74,625,0.1184,True
20702115754,73,661,0.11043872919818457,True
21104127317,73,717,0.10181311018131102,True
11802156404,73,720,0.10138888888888889,True
21205132721,73,713,0.10238429172510519,True
21205132148,73,623,0.11717495987158909,True
50604113228,73,636,0.11477987421383648,True
20702115721,73,708,0.10310734463276836,True
50603112439,72,632,0.11392405063291139,True
20701115232,72,575,0.12521739130434784,True
21101126012,71,557,0.12746858168761221,True
50701114840,71,683,0.10395314787701318,True
10902117911,70,450,0.15555555555555556,True
40101100136,70,700,0.1,True
20605151429,70,545,0.12844036697247707,True
50603112928,70,672,0.10416666666666667,True
50403105631,69,688,0.1002906976744186,True
50603112527,69,474,0.14556962025316456,True
21502139515,68,474,0.14345991561181434,True
21101125638,68,546,0.12454212454212454,True
21205132209,68,414,0.1642512077294686,True
50603112750,68,587,0.11584327086882454,True
50604113744,68,625,0.1088,True
20604150905,68,657,0.1035007610350076,True
20702115909,68,588,0.11564625850340136,True
20701114842,67,670,0.1,True
40101100156,67,444,0.15090090090090091,True
40101100139,67,579,0.1157167530224525,True
