SA1_CODE_2021,China_population,total_population,concentration_ratio,is_cluster
21205132208,282,894,0.31543624161073824,True
21205132241,282,616,0.4577922077922078,True
12103140730,281,521,0.5393474088291746,True
12002167525,281,1381,0.20347574221578565,True
30303106424,281,907,0.3098125689084895,True
12601149654,281,1372,0.20481049562682216,True
30305107202,281,1089,0.2580348943985308,True
12502147816,281,1137,0.24714160070360597,True
12003167808,281,772,0.3639896373056995,True
12502147748,281,1140,0.24649122807017543,True
12502147831,281,952,0.29516806722689076,True
20701114701,281,1044,0.26915708812260536,True
11501129018,281,1190,0.2361344537815126,True
11703164806,281,688,0.40843023255813954,True
11903137446,281,1035,0.2714975845410628,True
21205132148,281,623,0.4510433386837881,True
12103140938,280,914,0.3063457330415755,True
30303106027,280,773,0.36222509702457956,True
12103141003,280,1431,0.19566736547868624,True
12801153110,280,1182,0.23688663282571912,True
30303106109,280,891,0.31425364758698093,True
12101168425,280,529,0.5293005671077504,True
20702115717,280,817,0.3427172582619339,True
11501155520,280,1179,0.23748939779474132,True
21205156707,280,992,0.28225806451612906,True
21104127324,279,962,0.29002079002079,True
12602172308,279,574,0.48606271777003485,True
21104127320,279,822,0.33941605839416056,True
20802117406,279,832,0.33533653846153844,True
60105102720,279,1879,0.1484832357637041,True
21205132153,279,668,0.4176646706586826,True
11903137458,279,972,0.28703703703703703,True
11802156819,279,2125,0.1312941176470588,True
20702116017,279,1220,0.22868852459016392,True
12102140362,279,775,0.36,True
12501158219,279,1256,0.22213375796178345,True
11703164301,279,869,0.32105868814729577,True
12102157804,278,929,0.2992465016146394,True
30306108008,278,877,0.3169897377423033,True
21205132314,278,970,0.2865979381443299,True
21205132325,278,881,0.3155505107832009,True
12601172026,278,958,0.29018789144050106,True
21205132128,278,743,0.37415881561238223,True
11903137326,278,777,0.3577863577863578,True
12003167816,277,773,0.35834411384217335,True
12101139930,277,822,0.33698296836982966,True
21205132228,277,724,0.3825966850828729,True
20703116435,277,669,0.414050822122571,True
12003139647,277,885,0.3129943502824859,True
30305107342,277,795,0.3484276729559748,True
21104127322,277,831,0.3333333333333333,True
12103140936,277,1112,0.24910071942446044,True
11903137005,277,771,0.35927367055771725,True
12101168418,277,823,0.33657351154313486,True
20703116145,276,957,0.2884012539184953,True
12001138358,276,903,0.30564784053156147,True
40101100162,276,1011,0.27299703264094954,True
40101100146,276,698,0.3954154727793696,True
40104101516,276,872,0.3165137614678899,True
12101168215,276,1102,0.25045372050816694,True
12003139618,276,1205,0.22904564315352696,True
21205156714,276,681,0.4052863436123348,True
80104104007,275,1010,0.2722772277227723,True
21101125120,275,1845,0.14905149051490515,True
12102157711,275,872,0.31536697247706424,True
20604111728,275,836,0.32894736842105265,True
30303106612,275,1008,0.2728174603174603,True
20804119552,275,664,0.4141566265060241,True
20702142425,274,1049,0.2612011439466158,True
12101168415,274,601,0.4559068219633943,True
12003139644,274,1049,0.2612011439466158,True
12502147806,274,933,0.2936763129689175,True
12101168615,274,860,0.3186046511627907,True
12502147717,274,1261,0.21728786677240286,True
20703116221,274,1353,0.2025129342202513,True
20703116316,273,1066,0.25609756097560976,True
21104126910,273,824,0.3313106796116505,True
11703164614,273,671,0.4068554396423249,True
12003139616,273,1080,0.25277777777777777,True
20604111733,273,827,0.3301088270858525,True
21205132725,273,830,0.3289156626506024,True
30305107354,273,1022,0.2671232876712329,True
50704117916,273,1208,0.2259933774834437,True
12602172507,273,706,0.386685552407932,True
11903166701,273,1775,0.15380281690140846,True
12602172414,273,1153,0.2367736339982654,True
21205132406,273,1259,0.21683876092136617,True
20703116214,273,899,0.303670745272525,True
12102157903,272,1090,0.24954128440366974,True
30305107506,272,1532,0.17754569190600522,True
21205132324,272,981,0.27726809378185524,True
12504149002,272,922,0.2950108459869848,True
12103141006,272,824,0.3300970873786408,True
30305107305,272,831,0.32731648616125153,True
11903137303,272,1099,0.24749772520473157,True
21205132230,272,956,0.28451882845188287,True
11901135808,272,1155,0.2354978354978355,True
11904137817,272,1821,0.14936847885777046,True
20701114852,272,936,0.2905982905982906,True
30303106001,271,689,0.39332365747460085,True
20702115723,271,824,0.3288834951456311,True
20604150927,271,1275,0.21254901960784314,True
60105102719,271,1153,0.23503902862098872,True
30501110508,271,1340,0.20223880597014926,True
20604150605,271,978,0.2770961145194274,True
12103140744,270,843,0.3202846975088968,True
21205131922,270,1030,0.2621359223300971,True
21305146412,270,1257,0.21479713603818615,True
21104127017,270,1001,0.26973026973026976,True
20703116340,270,618,0.4368932038834951,True
12602150303,270,966,0.2795031055900621,True
21104126917,269,1140,0.23596491228070177,True
11802156501,269,639,0.4209702660406886,True
12602172338,269,499,0.5390781563126252,True
11703164508,269,1891,0.14225277630883132,True
12502171220,269,1086,0.24769797421731124,True
11903137445,269,891,0.30190796857463525,True
20702142511,269,799,0.33667083854818525,True
11501155301,269,1049,0.25643469971401334,True
12602150044,269,832,0.3233173076923077,True
12003139648,269,959,0.2805005213764338,True
12003168021,269,1133,0.23742277140335394,True
12602172205,268,1098,0.24408014571949,True
11701132331,268,735,0.36462585034013606,True
11501129158,268,740,0.3621621621621622,True
12601172028,268,619,0.43295638126009695,True
11701163543,268,1520,0.1763157894736842,True
12504149013,268,894,0.29977628635346754,True
21205132207,268,593,0.45193929173693087,True
40104101608,268,1267,0.21152328334648776,True
12601149602,267,686,0.3892128279883382,True
21205132229,267,852,0.31338028169014087,True
12103140947,267,985,0.27106598984771574,True
20604112419,267,1378,0.1937590711175617,True
12602150335,267,1198,0.22287145242070117,True
20702115720,267,782,0.3414322250639386,True
12501158650,267,713,0.3744740532959327,True
12602150038,266,842,0.3159144893111639,True
12103140826,266,1047,0.25405921680993315,True
12003167720,266,885,0.30056497175141245,True
30305107510,266,1014,0.26232741617357,True
21205132245,266,460,0.5782608695652174,True
11902136230,266,1140,0.23333333333333334,True
21205132141,266,960,0.27708333333333335,True
40104101604,266,1202,0.22129783693843594,True
11902165901,266,713,0.37307152875175315,True
30909126404,266,1147,0.23190932868352224,True
12502147701,265,820,0.3231707317073171,True
21205132150,265,749,0.3538050734312417,True
20702142429,265,750,0.35333333333333333,True
12101140132,265,1359,0.1949963208241354,True
11703164807,265,1130,0.2345132743362832,True
12501158505,265,772,0.3432642487046632,True
30305107355,265,1172,0.22610921501706485,True
30306107901,265,1003,0.2642073778664008,True
12501158417,265,1266,0.2093206951026856,True
20701114809,265,767,0.3455019556714472,True
21305146409,265,923,0.28710725893824485,True
21205132137,265,783,0.3384418901660281,True
11903166606,265,1252,0.21166134185303515,True
21205132311,265,936,0.2831196581196581,True
21205132248,265,654,0.40519877675840976,True
12102157823,265,986,0.268762677484787,True
11504162542,265,906,0.2924944812362031,True
11903137109,265,1078,0.24582560296846012,True
20703116428,264,899,0.2936596218020022,True
21205132313,264,851,0.3102232667450059,True
20703116128,264,1091,0.24197983501374887,True
21204131014,264,909,0.29042904290429045,True
21205132327,264,946,0.27906976744186046,True
20702116014,264,1016,0.25984251968503935,True
12502147837,263,1156,0.22750865051903113,True
20701114829,263,787,0.3341804320203304,True
60105103118,263,1018,0.2583497053045187,True
12502171228,263,1016,0.2588582677165354,True
20702142533,263,863,0.3047508690614137,True
21205132142,263,829,0.3172496984318456,True
30403109433,263,703,0.3741109530583215,True
11904167117,263,757,0.3474240422721268,True
12503148139,263,1025,0.25658536585365854,True
20701114848,263,610,0.4311475409836066,True
30303106430,262,793,0.33039092055485497,True
12602172517,262,756,0.34656084656084657,True
12602150047,262,531,0.4934086629001883,True
12602150309,262,1227,0.21352893235533824,True
12501158207,262,818,0.3202933985330073,True
11903166717,262,689,0.3802612481857765,True
20702142414,262,842,0.31116389548693585,True
20702115907,262,944,0.2775423728813559,True
21101125930,262,832,0.31490384615384615,True
21205132735,262,857,0.3057176196032672,True
30304106910,262,633,0.41390205371248023,True
21204131703,262,1445,0.18131487889273357,True
12502171103,262,1101,0.23796548592188918,True
21101126022,261,978,0.2668711656441718,True
20604150904,261,1268,0.2058359621451104,True
20701114833,261,885,0.29491525423728815,True
12602150032,261,708,0.3686440677966102,True
21205131935,261,1180,0.2211864406779661,True
30305107511,261,1075,0.2427906976744186,True
20701114842,261,670,0.3895522388059702,True
12602172521,261,1510,0.1728476821192053,True
21205132742,261,1207,0.21623860811930407,True
12001167317,261,1146,0.22774869109947643,True
12504149010,261,999,0.26126126126126126,True
21205132204,261,746,0.34986595174262736,True
11703133150,261,1049,0.24880838894184937,True
20703116141,261,996,0.2620481927710843,True
30501111039,260,777,0.33462033462033464,True
12102140608,260,1102,0.23593466424682397,True
30303106017,260,838,0.31026252983293556,True
12003167626,260,1170,0.2222222222222222,True
20703116112,260,1027,0.25316455696202533,True
11903137121,260,840,0.30952380952380953,True
12601149608,260,1067,0.2436738519212746,True
11501155311,260,1297,0.2004626060138782,True
12501158515,260,629,0.4133545310015898,True
21104126921,260,1644,0.15815085158150852,True
12103140914,260,1096,0.23722627737226276,True
70102101307,259,814,0.3181818181818182,True
12102157724,259,576,0.4496527777777778,True
11903137010,259,978,0.26482617586912066,True
21205132307,259,895,0.28938547486033517,True
11902136645,259,1038,0.24951830443159922,True
12502147810,259,900,0.2877777777777778,True
21205132238,259,505,0.5128712871287129,True
20703116309,259,998,0.2595190380761523,True
12504148945,259,905,0.2861878453038674,True
20703116506,258,739,0.3491204330175913,True
50603113125,258,1281,0.20140515222482436,True
21204156622,258,1522,0.16951379763469118,True
11903137029,258,825,0.31272727272727274,True
21205131924,258,1142,0.22591943957968477,True
12602150324,258,1494,0.17269076305220885,True
12003167609,258,1132,0.22791519434628976,True
11703164612,258,801,0.32209737827715357,True
12101168419,258,566,0.4558303886925795,True
11902136711,257,1040,0.24711538461538463,True
60105103122,257,885,0.2903954802259887,True
11904137918,257,1096,0.23448905109489052,True
11903137007,257,1153,0.22289679098005205,True
12003139629,257,1016,0.2529527559055118,True
21305136318,257,1151,0.22328410078192876,True
20702115748,257,692,0.3713872832369942,True
11902136225,257,1096,0.23448905109489052,True
12503148142,257,742,0.3463611859838275,True
12702150927,256,765,0.33464052287581697,True
21205131943,256,917,0.2791712104689204,True
30503112627,256,748,0.3422459893048128,True
30305107509,256,1104,0.2318840579710145,True
12502171225,256,734,0.34877384196185285,True
20904121711,256,1144,0.22377622377622378,True
21205132135,256,681,0.37591776798825255,True
21205132316,256,787,0.3252858958068615,True
20701114918,256,1028,0.2490272373540856,True
12504171716,256,1461,0.17522245037645448,True
11902165908,256,608,0.42105263157894735,True
11904138149,256,1414,0.18104667609618105,True
11501155810,256,1076,0.2379182156133829,True
30303106009,256,996,0.2570281124497992,True
21205132439,256,1024,0.25,True
12502147830,255,1111,0.2295229522952295,True
11501155607,255,1327,0.19216277317256972,True
12102157912,255,731,0.3488372093023256,True
40105101914,255,1113,0.22911051212938005,True
12501158613,255,545,0.46788990825688076,True
60104102201,255,979,0.2604698672114402,True
12502171216,255,618,0.41262135922330095,True
21205132217,255,579,0.44041450777202074,True
12602150306,255,1014,0.2514792899408284,True
21101126015,255,1007,0.253227408142999,True
12503148401,254,1829,0.1388737014762165,True
12102157732,254,731,0.34746922024623805,True
30305107337,254,1221,0.20802620802620803,True
21305146447,254,827,0.30713422007255137,True
20701152101,254,764,0.3324607329842932,True
11902136712,254,1003,0.25324027916251246,True
21205132301,253,871,0.2904707233065442,True
21205156712,253,1109,0.22813345356176737,True
20701114710,253,1401,0.18058529621698788,True
21305136329,253,1034,0.24468085106382978,True
12602150328,253,1076,0.23513011152416358,True
21305136327,253,1298,0.19491525423728814,True
20702115727,253,705,0.3588652482269504,True
20703116327,253,786,0.32188295165394404,True
21205132233,253,1272,0.1988993710691824,True
12602150033,252,1280,0.196875,True
11504162426,252,1814,0.13891951488423374,True
12103141225,252,763,0.3302752293577982,True
21204156604,252,1561,0.16143497757847533,True
21101125403,252,1320,0.19090909090909092,True
21205132407,252,985,0.25583756345177666,True
21104127301,252,636,0.39622641509433965,True
12101139922,252,1032,0.2441860465116279,True
12602172416,252,887,0.28410372040586246,True
12501158311,252,952,0.2647058823529412,True
20702142503,251,1221,0.20556920556920558,True
20606151506,251,1042,0.24088291746641075,True
12101168204,251,1030,0.2436893203883495,True
12103141010,251,1084,0.23154981549815498,True
12504148954,251,1552,0.16172680412371135,True
12103140745,251,764,0.3285340314136126,True
20702115714,251,594,0.4225589225589226,True
12601172104,251,376,0.6675531914893617,True
40104101631,251,1290,0.1945736434108527,True
21205132318,251,1020,0.246078431372549,True
20803118855,251,900,0.2788888888888889,True
11903137028,251,905,0.2773480662983425,True
12103140859,250,1007,0.24826216484607747,True
20701114817,250,1287,0.19425019425019424,True
20604150916,250,1751,0.1427755568246716,True
12502171236,250,663,0.3770739064856712,True
50302129723,250,515,0.4854368932038835,True
12702151128,250,1356,0.18436578171091444,True
50302129508,250,1603,0.15595757953836556,True
30306108033,250,723,0.3457814661134163,True
21205132714,250,938,0.26652452025586354,True
12103140805,249,945,0.2634920634920635,True
20703116341,249,556,0.447841726618705,True
12502147827,249,913,0.2727272727272727,True
12103140902,249,859,0.28987194412107103,True
11903166604,249,872,0.2855504587155963,True
12602150327,249,820,0.30365853658536585,True
21104127309,249,726,0.34297520661157027,True
12103140857,249,727,0.3425034387895461,True
12501158201,249,895,0.2782122905027933,True
11501129628,249,1026,0.24269005847953215,True
21204156614,249,872,0.2855504587155963,True
20701114735,249,541,0.4602587800369686,True
12601172120,249,1040,0.23942307692307693,True
20802117645,248,775,0.32,True
20703116213,248,1122,0.22103386809269163,True
12103140723,248,735,0.33741496598639453,True
30305107353,248,685,0.362043795620438,True
11902165922,248,868,0.2857142857142857,True
11501129029,248,1114,0.22262118491921004,True
12602150342,248,993,0.2497482376636455,True
11903137414,248,861,0.2880371660859466,True
20702115904,248,1062,0.2335216572504708,True
12601149624,248,1000,0.248,True
11501155312,248,1262,0.196513470681458,True
11902166123,248,799,0.31038798498122655,True
12502171226,247,670,0.3686567164179104,True
11501129128,247,1115,0.22152466367713006,True
12602172423,247,1185,0.20843881856540084,True
12602172208,247,956,0.2583682008368201,True
21101125931,247,789,0.31305449936628643,True
20701115508,247,729,0.3388203017832647,True
20703116520,247,828,0.29830917874396135,True
20701114830,247,861,0.2868757259001161,True
20703116345,247,805,0.306832298136646,True
21104127316,247,792,0.31186868686868685,True
11703164306,247,558,0.44265232974910396,True
12503148127,247,749,0.32977303070761016,True
11904167005,247,1274,0.19387755102040816,True
30303106014,247,1036,0.2384169884169884,True
12501158407,247,683,0.3616398243045388,True
21204131017,247,1213,0.20362737015663643,True
30504113726,246,382,0.643979057591623,True
11904166915,246,927,0.26537216828478966,True
30306107812,246,1153,0.21335646140503037,True
20703116521,246,766,0.32114882506527415,True
21205156809,246,948,0.25949367088607594,True
11903137003,246,723,0.34024896265560167,True
12102157717,246,778,0.3161953727506427,True
30306107827,246,968,0.25413223140495866,True
40104101635,246,1447,0.17000691085003455,True
12601149647,246,1254,0.19617224880382775,True
30501110530,246,837,0.2939068100358423,True
21205132102,246,651,0.3778801843317972,True
12602172406,246,1120,0.21964285714285714,True
21101126019,246,921,0.2671009771986971,True
12101168426,245,834,0.29376498800959233,True
50302129716,245,1041,0.23535062439961577,True
20703116326,245,813,0.3013530135301353,True
12101139926,245,726,0.33746556473829203,True
12601172012,245,1031,0.2376333656644035,True
11903137004,245,786,0.31170483460559795,True
11703164602,245,692,0.3540462427745665,True
12001138314,245,915,0.2677595628415301,True
12601172117,244,613,0.39804241435562804,True
21104127321,244,938,0.2601279317697228,True
40302106226,244,1695,0.143952802359882,True
20702142524,244,774,0.3152454780361757,True
21205132123,244,524,0.46564885496183206,True
20702142501,244,894,0.27293064876957496,True
20604111829,244,1458,0.1673525377229081,True
12103141054,244,655,0.37251908396946565,True
12501171014,243,839,0.2896305125148987,True
11903166705,243,901,0.26970033296337403,True
21205132423,243,1096,0.22171532846715328,True
30909154139,243,1756,0.13838268792710706,True
12504171805,243,1477,0.16452268111035884,True
11501155401,243,938,0.25906183368869934,True
12504171901,243,1212,0.2004950495049505,True
40103101330,243,1122,0.21657754010695188,True
21104127001,243,1286,0.18895800933125972,True
20702142406,243,791,0.30720606826801516,True
20702115703,242,1033,0.23426911907066797,True
12502147835,242,649,0.3728813559322034,True
21104127224,242,689,0.35123367198838895,True
12602150304,242,920,0.26304347826086955,True
11703164803,242,1348,0.1795252225519288,True
12504148944,242,1117,0.21665174574753804,True
12003168024,242,1083,0.2234533702677747,True
12101139916,242,776,0.3118556701030928,True
11903137025,242,1137,0.21284080914687775,True
30501111040,242,852,0.284037558685446,True
30403109409,242,874,0.2768878718535469,True
20701152110,242,994,0.24346076458752516,True
12103141021,241,832,0.28966346153846156,True
12102157708,241,892,0.2701793721973094,True
11903166621,241,899,0.26807563959955505,True
11904138145,241,1205,0.2,True
30303106008,241,758,0.3179419525065963,True
40105101828,241,1160,0.20775862068965517,True
20703116605,241,932,0.25858369098712447,True
20703116529,241,764,0.31544502617801046,True
21205132108,241,819,0.29426129426129427,True
40103101307,241,1164,0.20704467353951891,True
20702142410,241,1061,0.22714420358152687,True
20702142527,241,496,0.48588709677419356,True
20703116515,241,923,0.2611050920910076,True
12504171801,241,819,0.29426129426129427,True
11903166414,240,495,0.48484848484848486,True
12502147826,240,998,0.24048096192384769,True
12602172518,240,1148,0.20905923344947736,True
11502129736,240,941,0.255047821466525,True
12502147738,240,762,0.31496062992125984,True
21101125906,240,941,0.255047821466525,True
20604151005,240,965,0.24870466321243523,True
80110113606,240,1757,0.13659647125782584,True
20702115746,240,952,0.25210084033613445,True
21205132550,240,1350,0.17777777777777778,True
21103126622,240,878,0.2733485193621868,True
40203117528,240,1291,0.18590240123934934,True
21205156713,239,893,0.26763717805151177,True
21205132326,239,966,0.2474120082815735,True
30303106418,239,638,0.37460815047021945,True
12502147808,239,835,0.28622754491017965,True
50604113532,239,2062,0.11590688651794374,True
11904137935,239,906,0.26379690949227375,True
20604111741,239,1193,0.20033528918692373,True
12101168213,239,1010,0.23663366336633662,True
12503148108,239,1185,0.20168776371308017,True
12601172003,239,498,0.4799196787148594,True
11501162201,239,1708,0.13992974238875877,True
11701132002,239,977,0.24462640736949848,True
12501158627,239,1076,0.22211895910780668,True
12601172119,239,729,0.3278463648834019,True
12501158404,239,1260,0.18968253968253967,True
60104102215,239,630,0.37936507936507935,True
12103141040,238,949,0.2507903055848261,True
21102126127,238,1189,0.2001682085786375,True
20604150617,238,791,0.3008849557522124,True
20701114834,238,711,0.33473980309423346,True
12103141037,238,780,0.30512820512820515,True
21205132713,238,814,0.29238329238329236,True
11703133616,238,1113,0.2138364779874214,True
20802142618,238,1360,0.175,True
12003167910,238,683,0.3484626647144949,True
21204156626,238,1232,0.19318181818181818,True
21205132202,238,885,0.2689265536723164,True
20701115509,238,723,0.32918395573997233,True
11703164123,238,926,0.2570194384449244,True
12103140708,237,1064,0.22274436090225563,True
11501129620,237,1061,0.2233741753063148,True
12103141209,237,838,0.2828162291169451,True
11904167031,237,1110,0.21351351351351353,True
12001138329,237,1131,0.20954907161803712,True
30306107914,237,629,0.3767885532591415,True
30303106028,237,1049,0.2259294566253575,True
21104127205,237,1301,0.18216756341275941,True
30910126724,237,1318,0.17981790591805766,True
11501129014,237,1249,0.18975180144115292,True
11901157106,237,947,0.2502639915522703,True
40103101205,237,1161,0.2041343669250646,True
11904137828,237,1013,0.23395853899308983,True
21205132242,237,535,0.44299065420560746,True
21104127116,237,1268,0.18690851735015773,True
11501129614,237,1294,0.1831530139103555,True
20702142418,236,1080,0.21851851851851853,True
12003168114,236,991,0.23814328960645811,True
11904137829,236,1127,0.20940550133096716,True
11901135823,236,1270,0.1858267716535433,True
20701114811,236,873,0.27033218785796104,True
40102101003,236,2008,0.11752988047808766,True
11703163912,236,1091,0.21631530705774518,True
20703116602,236,749,0.315086782376502,True
21205132106,236,487,0.48459958932238195,True
60105103120,236,725,0.3255172413793103,True
11501155403,235,811,0.28976572133168926,True
21104127023,235,1079,0.21779425393883226,True
20703116333,235,907,0.25909592061742004,True
11501129002,235,1557,0.15093127809890816,True
12102157712,235,961,0.2445369406867846,True
21205132329,235,925,0.25405405405405407,True
12003167726,235,850,0.27647058823529413,True
12003167921,235,955,0.24607329842931938,True
12602149812,235,878,0.26765375854214124,True
20701114941,235,1234,0.19043760129659643,True
12103141028,235,926,0.25377969762419006,True
50502109607,235,792,0.2967171717171717,True
11501155608,235,1164,0.20189003436426117,True
21101125409,235,949,0.2476290832455216,True
12502147823,235,1000,0.235,True
11903137320,235,628,0.37420382165605093,True
12001167220,235,958,0.2453027139874739,True
12102157729,234,616,0.37987012987012986,True
11904137805,234,1032,0.22674418604651161,True
12001138325,234,1052,0.2224334600760456,True
12001138340,234,1125,0.208,True
12504148950,234,1079,0.21686746987951808,True
21104126916,234,1010,0.2316831683168317,True
11904138130,234,1563,0.14971209213051823,True
20604150503,234,869,0.26927502876869963,True
30305107319,234,834,0.2805755395683453,True
21205132643,234,819,0.2857142857142857,True
30907125243,234,1252,0.1869009584664537,True
12601172025,234,826,0.28329297820823246,True
20702115943,234,750,0.312,True
11902166005,234,682,0.34310850439882695,True
11703164730,234,529,0.44234404536862004,True
21104126911,234,1208,0.19370860927152317,True
11903166609,234,1125,0.208,True
20701114702,234,614,0.3811074918566775,True
12504149001,233,1035,0.2251207729468599,True
40302106402,233,2029,0.11483489403647117,True
12103140807,233,911,0.2557628979143798,True
11602163308,233,1949,0.11954848640328374,True
20802118226,233,1314,0.17732115677321156,True
50502109605,233,1291,0.18048024786986833,True
11904167032,233,1141,0.2042068361086766,True
12601172013,233,628,0.37101910828025475,True
30803121109,233,1188,0.19612794612794612,True
12102157831,232,833,0.2785114045618247,True
20604150422,232,718,0.3231197771587744,True
21104127312,232,838,0.27684964200477324,True
12502171234,232,724,0.32044198895027626,True
12503148131,232,1264,0.18354430379746836,True
40105101817,232,1068,0.21722846441947566,True
20701114828,232,1149,0.20191470844212359,True
21104127317,231,717,0.32217573221757323,True
11904137913,231,809,0.28553770086526575,True
12502171117,231,595,0.38823529411764707,True
12602150131,231,955,0.2418848167539267,True
20702115938,231,822,0.28102189781021897,True
30501111034,231,561,0.4117647058823529,True
12504171712,231,1278,0.1807511737089202,True
21104127221,231,917,0.25190839694656486,True
21205132627,231,1114,0.2073608617594255,True
12602150311,231,981,0.23547400611620795,True
12501158523,231,803,0.2876712328767123,True
12602172210,231,794,0.29093198992443325,True
11703164526,231,1298,0.17796610169491525,True
20604150805,231,904,0.2555309734513274,True
12003167813,231,722,0.31994459833795014,True
11703164308,231,701,0.32952924393723254,True
20902120503,230,784,0.29336734693877553,True
20802118003,230,1086,0.21178637200736647,True
12602172508,230,717,0.3207810320781032,True
12103140832,230,1036,0.222007722007722,True
21104126912,230,791,0.29077117572692796,True
20702142530,230,979,0.23493360572012256,True
12502147727,230,1053,0.2184235517568851,True
11802156403,230,1864,0.12339055793991416,True
11904167027,230,1026,0.22417153996101363,True
21104126906,230,1055,0.21800947867298578,True
21104126922,230,1048,0.21946564885496184,True
11904137934,229,967,0.23681489141675285,True
12504149014,229,729,0.31412894375857336,True
20902142911,229,1271,0.18017309205350118,True
12601149618,229,1421,0.16115411681914146,True
20804119538,229,680,0.33676470588235297,True
12503147907,229,1436,0.1594707520891365,True
12103140834,229,973,0.23535457348406988,True
21305146445,229,779,0.2939666238767651,True
11903137306,229,754,0.3037135278514589,True
20604150811,229,861,0.2659698025551684,True
30303106005,229,685,0.3343065693430657,True
11903137238,229,1244,0.18408360128617363,True
20703116302,229,799,0.28660826032540676,True
12103141131,229,1341,0.17076808351976136,True
21205132710,229,857,0.26721120186697783,True
12501158609,229,753,0.3041168658698539,True
11903137219,229,1338,0.1711509715994021,True
20703116310,228,782,0.2915601023017903,True
20604150923,228,1002,0.2275449101796407,True
50603113134,228,914,0.24945295404814005,True
11904166906,228,1054,0.21631878557874762,True
12501158704,228,989,0.23053589484327602,True
12801153137,228,1452,0.15702479338842976,True
12101168402,228,737,0.3093622795115332,True
40103101334,228,1063,0.21448730009407338,True
21101126046,228,764,0.29842931937172773,True
20802118225,228,1494,0.15261044176706828,True
12502147715,228,1190,0.1915966386554622,True
30303106025,228,731,0.3119015047879617,True
12103140738,228,794,0.2871536523929471,True
30403109417,227,1423,0.1595221363316936,True
30306107824,227,989,0.2295247724974722,True
12003157606,227,1610,0.1409937888198758,True
20702115612,227,607,0.37397034596375617,True
60105102714,227,1133,0.2003530450132392,True
20701114706,227,1006,0.22564612326043737,True
20701114840,227,734,0.30926430517711173,True
12504149015,227,1064,0.21334586466165414,True
20703116321,227,784,0.2895408163265306,True
11501129038,227,1284,0.17679127725856697,True
12503148140,227,985,0.23045685279187816,True
50604113356,227,924,0.24567099567099568,True
20703116511,227,701,0.3238231098430813,True
20604150307,227,1051,0.2159847764034253,True
12502171217,227,715,0.3174825174825175,True
21204156602,227,1337,0.16978309648466716,True
20702116020,227,699,0.32474964234620884,True
30306108003,227,422,0.5379146919431279,True
21204131732,227,1282,0.17706708268330734,True
30306108018,227,900,0.25222222222222224,True
12001138360,227,1128,0.20124113475177305,True
11901157215,227,839,0.27056019070321813,True
12602172207,226,706,0.32011331444759206,True
12501158642,226,722,0.31301939058171746,True
50603113137,226,1312,0.1722560975609756,True
11703164312,226,1153,0.19601040763226366,True
12103140719,226,954,0.23689727463312368,True
20701152119,226,1124,0.20106761565836298,True
30305107328,226,935,0.24171122994652405,True
20701114723,226,954,0.23689727463312368,True
20702142438,226,1199,0.1884904086738949,True
21204156618,226,1753,0.1289218482601255,True
11703164223,226,733,0.3083219645293315,True
12203169525,225,1634,0.13769889840881272,True
20802142615,225,1338,0.1681614349775785,True
12003139643,225,952,0.23634453781512604,True
12602172514,225,690,0.32608695652173914,True
20604150517,225,877,0.25655644241733183,True
12103141224,225,920,0.24456521739130435,True
12501170902,225,1009,0.22299306243805747,True
30305107321,225,1000,0.225,True
21102126125,225,1132,0.19876325088339222,True
30304106714,225,988,0.22773279352226722,True
21103126643,225,1338,0.1681614349775785,True
12602172318,225,603,0.373134328358209,True
30903123911,225,1914,0.11755485893416928,True
11501155833,225,933,0.24115755627009647,True
11903137433,225,968,0.23243801652892562,True
12503171426,225,1196,0.18812709030100336,True
11902166018,225,782,0.2877237851662404,True
12103141027,225,1084,0.20756457564575645,True
30303106514,225,1307,0.17214996174445293,True
30303106220,225,1423,0.15811665495432187,True
11501155845,224,1146,0.19546247818499127,True
30303106428,224,599,0.3739565943238731,True
12601149646,224,907,0.24696802646085997,True
21103126637,224,936,0.23931623931623933,True
80101101810,224,790,0.28354430379746837,True
12602172316,224,590,0.37966101694915255,True
12602172310,224,604,0.3708609271523179,True
12003168119,224,1325,0.16905660377358492,True
20702115619,224,1303,0.17191097467382963,True
11501129004,224,1140,0.19649122807017544,True
12501158624,224,698,0.3209169054441261,True
21205132231,224,854,0.26229508196721313,True
20702115930,224,831,0.2695547533092659,True
11501155837,224,901,0.2486126526082131,True
11903166708,224,944,0.23728813559322035,True
12102140640,224,1142,0.19614711033274956,True
11901136002,223,1195,0.18661087866108786,True
12602150017,223,1051,0.21217887725975262,True
11904137826,223,1319,0.16906747536012132,True
20703116419,223,974,0.22895277207392198,True
20703116134,223,796,0.28015075376884424,True
12102157921,223,761,0.29303547963206306,True
11904137909,223,550,0.40545454545454546,True
11903166627,223,1070,0.20841121495327103,True
12003139611,223,712,0.31320224719101125,True
12003139631,223,1341,0.1662938105891126,True
20802117401,223,1222,0.18248772504091654,True
21205132323,223,867,0.25720876585928487,True
20701114944,223,1111,0.2007200720072007,True
20701115519,223,576,0.3871527777777778,True
30909154037,223,1859,0.11995696611081226,True
12501158637,223,767,0.2907431551499348,True
12602172301,222,590,0.376271186440678,True
40205105225,222,1345,0.16505576208178438,True
12101139917,222,1016,0.21850393700787402,True
