SA1_CODE_2021,Vietnam_population,total_population,concentration_ratio,is_cluster,anchor_strength
11702163602,268,723,0.3706777316735823,True,2.073834923559188
12702152008,282,768,0.3671875,True,2.0729375327283766
11901157244,465,1379,0.33720087019579403,True,2.071824742471664
12503148020,472,1405,0.33594306049822065,True,2.069105354710457
12702150921,263,709,0.3709449929478138,True,2.0683704007439787
31001127426,243,646,0.3761609907120743,True,2.0678202457372263
21204131817,246,656,0.375,True,2.0660206262354914
12702152003,285,781,0.3649167733674776,True,2.0639662817972573
21204131742,287,788,0.36421319796954316,True,2.0625249464454525
21301133309,269,731,0.3679890560875513,True,2.0601580122716316
21301133407,362,1038,0.348747591522158,True,2.0556587919112483
11901136144,260,704,0.3693181818181818,True,2.0550785595225856
31001127417,280,769,0.3641092327698309,True,2.052976992735304
11901157124,403,1180,0.34152542372881356,True,2.049635759168088
12503148003,308,862,0.35730858468677495,True,2.0485720571746007
21301133312,260,707,0.36775106082036774,True,2.0463582827495053
12702151209,315,889,0.3543307086614173,True,2.0394362174126854
21301133512,330,939,0.3514376996805112,True,2.03908313511654
21301133807,256,697,0.3672883787661406,True,2.0381111588711285
31001127443,467,1409,0.33144073811213626,True,2.0378528702580136
11901136114,377,1100,0.3427272727272727,True,2.034050101589622
21204131801,330,942,0.3503184713375796,True,2.0325892397817733
21204131716,377,1102,0.34210526315789475,True,2.0303585406067013
12702152010,322,917,0.3511450381679389,True,2.0287939455591006
21301133503,424,1265,0.33517786561264823,True,2.0285263301375123
21301133436,399,1180,0.338135593220339,True,2.025927418894987
21301133315,382,1123,0.340160284951024,True,2.0232852768183496
21301133333,412,1228,0.3355048859934853,True,2.020896097964125
12503147918,392,1159,0.3382226056945643,True,2.020477452849655
21001153424,257,707,0.3635077793493635,True,2.0185440075316206
31001127421,316,902,0.35033259423503327,True,2.0175309983871625
11901136118,396,1177,0.3364485981308411,True,2.0132869729414846
12702152005,249,683,0.3645680819912152,True,2.0129484166144938
12702151541,381,1128,0.3377659574468085,True,2.0081606842899866
31001156312,329,955,0.34450261780104713,True,1.9978026003324743
31001127111,332,966,0.34368530020703936,True,1.99617319531419
11901157209,353,1041,0.3390970220941403,True,1.9902611050299928
12702151215,337,987,0.3414387031408308,True,1.9882132388832598
21301133826,352,1043,0.3374880153403643,True,1.9798626615920616
21204131736,378,1134,0.3333333333333333,True,1.9791787350274754
21204131813,349,1033,0.3378509196515005,True,1.979108103499252
21301132914,371,1110,0.3342342342342342,True,1.9782969548967
12702152021,388,1171,0.33134073441502987,True,1.9759767594568376
12702151219,272,775,0.35096774193548386,True,1.9687436494068502
12702151220,521,1659,0.3140446051838457,True,1.9651867470083515
40402110241,254,717,0.3542538354253835,True,1.9630138639752301
40401109724,305,892,0.3419282511210762,True,1.9570554440532242
12702152016,270,773,0.34928848641655885,True,1.956755603670788
11901157237,400,1226,0.3262642740619902,True,1.9556154738357485
12503148011,206,563,0.36589698046181174,True,1.951225704107755
21204131822,441,1377,0.3202614379084967,True,1.950811661580439
21303134743,312,922,0.3383947939262473,True,1.9444852445211795
31001127205,375,1144,0.3277972027972028,True,1.9437027349398694
12702150920,392,1205,0.3253112033195021,True,1.9433471932387971
31001127423,319,948,0.33649789029535865,True,1.9410278456310266
21303134731,309,914,0.33807439824945296,True,1.9393882274847598
12702151601,321,959,0.3347236704900938,True,1.9328790887588687
20902120510,220,616,0.35714285714285715,True,1.9279152505420545
12501158708,322,967,0.3329886246122027,True,1.92389250059741
21204146022,314,939,0.3343982960596379,True,1.9236504883825865
40402110212,237,675,0.3511111111111111,True,1.92137503653354
40402110243,335,1015,0.33004926108374383,True,1.9199332399878555
21303134725,240,686,0.3498542274052478,True,1.9188793936410453
12503147934,337,1023,0.32942326490713586,True,1.9182467905941127
11901157110,416,1310,0.31755725190839695,True,1.9158502811208409
11901136123,315,948,0.3322784810126582,True,1.9125092798310943
12503148022,291,865,0.33641618497109826,True,1.9097518571792718
12503147910,227,646,0.35139318885448917,True,1.907835073951483
12503147925,434,1386,0.31313131313131315,True,1.9023810804419112
12501158638,260,762,0.34120734908136485,True,1.898655257091733
11901136142,448,1447,0.30960608154803043,True,1.8907714261980169
11901157109,281,839,0.33492252681764006,True,1.8896017722689036
21204131713,281,839,0.33492252681764006,True,1.8896017722689036
12503147922,248,725,0.34206896551724136,True,1.8873494045837895
21204146014,359,1123,0.3196794300979519,True,1.881666382271243
21204146015,384,1215,0.3160493827160494,True,1.88151888096009
12702150940,408,1305,0.31264367816091954,True,1.8801500257972898
21204146035,310,947,0.3273495248152059,True,1.878918482339559
11901136134,423,1373,0.3080844865258558,True,1.863829025173429
12702151603,430,1403,0.30648610121168923,True,1.859177818064584
12702151535,243,719,0.3379694019471488,True,1.857874657505213
21204131824,346,1091,0.3171402383134739,True,1.8550562546852551
21204131809,245,728,0.33653846153846156,True,1.852755805361853
12503148005,327,1026,0.31871345029239767,True,1.8463113547189232
12702152011,339,1072,0.3162313432835821,True,1.843295302583825
21301133438,212,617,0.34359805510534847,True,1.8421295609893003
21301132917,408,1335,0.3056179775280899,True,1.8378994634198227
12503148026,374,1208,0.30960264900662254,True,1.8349919981067333
12702151619,393,1281,0.30679156908665106,True,1.833494072875947
11901136126,381,1239,0.3075060532687651,True,1.8282528263753874
21301133535,321,1014,0.3165680473372781,True,1.8280385070214549
21301133812,377,1227,0.3072534637326813,True,1.8235167984911038
21301133401,276,852,0.323943661971831,True,1.8218648259480112
21204156628,456,1535,0.2970684039087948,True,1.8194499193796467
31001156427,261,799,0.32665832290362956,True,1.8189460769482433
11901157245,259,793,0.3266078184110971,True,1.8161620963846428
21204156604,461,1561,0.29532351057014733,True,1.8119765629652027
31001156314,214,635,0.33700787401574805,True,1.8099473039674328
11901136148,287,901,0.31853496115427304,True,1.8038508965582871
11901136135,253,779,0.3247753530166881,True,1.798389691342349
12702151223,335,1086,0.30847145488029465,True,1.794412742714248
50403105626,264,821,0.3215590742996346,True,1.7942127576861908
12501158520,218,657,0.3318112633181126,True,1.7881546987823396
40402110238,374,1240,0.3016129032258065,True,1.7876373658975273
40402110249,366,1214,0.3014827018121911,True,1.780364445130126
31001127512,319,1034,0.30851063829787234,True,1.7795883923193552
21204156507,309,997,0.30992978936810434,True,1.7779346438526284
12702152023,243,752,0.32313829787234044,True,1.7763455834391597
12702150909,417,1421,0.29345531315974666,True,1.7711440938513887
21303134910,203,615,0.3300813008130081,True,1.7554119654477656
11901136136,258,817,0.3157894736842105,True,1.7547878089577484
21303134702,409,1404,0.2913105413105413,True,1.7525699988010162
12702151542,272,872,0.3119266055045872,True,1.7497434957457674
12702150904,274,882,0.31065759637188206,True,1.7448926085721548
40401109718,548,1982,0.27648839556004035,True,1.744116017127761
21303134817,226,703,0.32147937411095306,True,1.7440095362031254
21204146003,349,1173,0.29752770673486784,True,1.742897417659614
21301133502,362,1225,0.29551020408163264,True,1.7418561844929599
21301133324,273,880,0.31022727272727274,True,1.741345423913572
21204131811,372,1266,0.2938388625592417,True,1.7399898673834908
21204131709,300,984,0.3048780487804878,True,1.7399726416917303
21301133313,254,812,0.312807881773399,True,1.7333509119091628
21303134923,206,634,0.3249211356466877,True,1.7327130463922176
12702151621,354,1202,0.2945091514143095,True,1.7293924271832757
21301133836,256,823,0.3110571081409477,True,1.7260795598215992
21303134824,295,973,0.30318602261048305,True,1.7252374501804706
12702151544,315,1052,0.2994296577946768,True,1.7234399213687046
21301133331,244,779,0.31322207958921694,True,1.7231155370640738
21301133839,296,979,0.3023493360572012,True,1.7214961318545445
21204131734,354,1211,0.29232039636663915,True,1.7165397997310465
21301133834,240,767,0.31290743155149936,True,1.7162337210401006
21204131025,248,799,0.31038798498122655,True,1.7125510867625124
21303134902,282,931,0.3029001074113856,True,1.7100064716814105
12702151406,291,967,0.30093071354705275,True,1.7083095723475388
11901136145,269,882,0.30498866213151926,True,1.7074552233226337
21301133428,264,864,0.3055555555555556,True,1.7049174468291235
11901135626,334,1141,0.2927256792287467,True,1.7019453090530867
21301133306,201,627,0.32057416267942584,True,1.7016934723726351
12702151626,357,1234,0.2893030794165316,True,1.7012563015762157
12702151511,220,699,0.3147353361945637,True,1.698992552695144
21204131738,225,724,0.31077348066298344,True,1.6845585287793707
21301133442,260,859,0.30267753201396974,True,1.6842553037298025
21301133325,216,691,0.3125904486251809,True,1.6817045273006357
21303134738,334,1156,0.2889273356401384,True,1.6798612436241973
21301133418,305,1040,0.2932692307692308,True,1.678551400091804
12501158524,212,678,0.31268436578171094,True,1.6763922406053071
21303134713,202,642,0.3146417445482866,True,1.671756398390095
21301133419,254,842,0.3016627078384798,True,1.671592565879145
50403105646,373,1323,0.2819349962207105,True,1.6702550358545885
12702151705,266,890,0.298876404494382,True,1.6698967900387263
40402110203,204,651,0.31336405529953915,True,1.668039993462727
12702150929,283,960,0.2947916666666667,True,1.6652705306246056
40402110245,363,1286,0.2822706065318818,True,1.6645931990296554
21301156921,308,1061,0.29029217719132894,True,1.6643441218515604
21301157004,324,1126,0.2877442273534636,True,1.664262308236976
12503148001,331,1155,0.2865800865800866,True,1.6636360820011755
21301133311,292,998,0.2925851703406814,True,1.6619342703737312
11901157243,251,836,0.30023923444976075,True,1.6601515561786688
12702150905,282,959,0.2940563086548488,True,1.6600792754279383
11901157113,269,909,0.29592959295929594,True,1.6567387315407733
11901135615,341,1201,0.2839300582847627,True,1.6566781526547445
11901135610,386,1390,0.2776978417266187,True,1.654641677344961
21301133427,310,1077,0.2878365831012071,True,1.6521223795501974
21204131023,301,1041,0.28914505283381364,True,1.6511417216424935
11901157236,284,982,0.2892057026476578,True,1.6347321050878785
21204156516,312,1100,0.28363636363636363,True,1.6298321776804796
12702150902,363,1314,0.2762557077625571,True,1.6291224154886887
21301133110,221,736,0.30027173913043476,True,1.6222713334154533
12702151638,300,1058,0.2835538752362949,True,1.6182732319703805
31001127414,247,842,0.29334916864608074,True,1.617359739076901
21301133421,262,904,0.28982300884955753,True,1.6149384473789539
40402110210,281,983,0.28585961342828076,True,1.612793374296653
21301133615,286,1005,0.2845771144278607,True,1.6105591181166685
40402110205,241,823,0.2928311057108141,True,1.6073317035282644
11901136101,231,785,0.29426751592356687,True,1.6027978762483026
21301133827,309,1106,0.2793851717902351,True,1.6027132368183277
40401109707,262,911,0.287596048298573,True,1.6025294801652847
21301133329,201,666,0.30180180180180183,True,1.6020447555219854
20607151808,316,1136,0.27816901408450706,True,1.6019480286489618
50503110415,323,1166,0.2770154373927959,True,1.6013551934827808
21301133430,310,1112,0.2787769784172662,True,1.6001221247981676
21204131739,223,756,0.294973544973545,True,1.5962924200577697
21301132805,241,833,0.2893157262905162,True,1.5880360048064364
21303134736,204,684,0.2982456140350877,True,1.587564379743034
11901136115,313,1136,0.2755281690140845,True,1.5841197223497212
21301133319,293,1054,0.27798861480075904,True,1.5799704666321004
21301157002,253,887,0.2852311161217587,True,1.5794200333209578
21204131818,295,1063,0.277516462841016,True,1.579168428057947
40402110206,254,894,0.2841163310961969,True,1.574363468087517
20607114204,333,1230,0.2707317073170732,True,1.5732601224888143
21204131730,340,1261,0.2696272799365583,True,1.5724346092596317
12702150923,213,727,0.29298486932599727,True,1.5721497815676126
40204117219,205,695,0.2949640287769784,True,1.5715318195710275
40204117215,396,1515,0.2613861386138614,True,1.5641179981202162
40402110239,228,795,0.28679245283018867,True,1.5583504613966876
21301156928,251,891,0.28170594837261503,True,1.557673065056529
21301133323,213,735,0.2897959183673469,True,1.5550379472104139
12503147931,222,772,0.28756476683937826,True,1.554912089720397
12702151602,265,954,0.2777777777777778,True,1.5509711968838054
40401109723,408,1582,0.2579013906447535,True,1.5509455016848694
50502130128,362,1379,0.2625090645395214,True,1.5473341740419695
12503147903,317,1183,0.2679628064243449,True,1.5440154592910533
12702151702,268,972,0.2757201646090535,True,1.542574742523964
11901135442,220,770,0.2857142857142857,True,1.5423322004336435
12503147943,320,1198,0.2671118530884808,True,1.5416203333903213
12503147930,342,1297,0.2636854279105628,True,1.539324450987472
50503109823,278,1018,0.2730844793713163,True,1.53779653766831
21204156537,291,1079,0.26969416126042633,True,1.5309873553846802
21303134813,221,780,0.2833333333333333,True,1.530758591530479
51102127615,212,743,0.2853297442799462,True,1.5297361226519492
21301156917,204,712,0.28651685393258425,True,1.5251320726744877
21301133614,278,1027,0.27069133398247325,True,1.5243202291590454
21301132818,200,696,0.28735632183908044,True,1.5239381919709987
11901135422,341,1306,0.2611026033690659,True,1.5234842736128242
21204146021,417,1653,0.25226860254083483,True,1.5225624666441762
12702151222,270,995,0.271356783919598,True,1.520172946369366
12503148032,332,1271,0.2612116443745083,True,1.5171544505692427
12501158706,222,793,0.27994955863808324,True,1.5137353509005629
11901135445,295,1109,0.2660054102795311,True,1.5136664012854804
12702151937,345,1333,0.25881470367591897,True,1.5131443191259677
21301133608,227,815,0.2785276073619632,True,1.5122226475738136
12702151509,259,953,0.27177334732423925,True,1.5112450602655
12702151620,254,932,0.27253218884120173,True,1.5101726829079831
11901157214,328,1259,0.26052422557585386,True,1.510013456911074
12702151237,229,825,0.2775757575757576,True,1.5094789839314082
21301133837,200,705,0.28368794326241137,True,1.504483661860731
21301133429,297,1126,0.26376554174067496,True,1.5026969498153686
11901157221,315,1209,0.26054590570719605,True,1.4996350680561434
12703173218,236,861,0.27409988385598144,True,1.498794649602661
12703160108,301,1147,0.26242371403661724,True,1.4985514666345559
12701150434,290,1099,0.26387625113739765,True,1.4970552752317863
40402110248,227,824,0.27548543689320387,True,1.495705652636721
40402110111,279,1053,0.26495726495726496,True,1.4929784418653567
21204156522,218,787,0.2770012706480305,True,1.4927797167725505
21301133612,294,1121,0.2622658340767172,True,1.491499335204199
21204131735,293,1117,0.26230975828111014,True,1.4908584349420178
40402110208,219,793,0.27616645649432536,True,1.4895390071263144
40401109709,261,976,0.26741803278688525,True,1.4890757330754572
21301156939,267,1005,0.2656716417910448,True,1.4853666903446754
40402110235,266,1006,0.2644135188866799,True,1.4773440786624914
21204146012,279,1065,0.2619718309859155,True,1.4761561495626483
21301133303,213,775,0.27483870967741936,True,1.474777924128586
21204156622,378,1522,0.2483574244415243,True,1.4746311994225736
12701159410,233,862,0.2703016241299304,True,1.4745821576314904
21204146011,295,1140,0.25877192982456143,True,1.4725052973908754
11901157127,229,846,0.2706855791962175,True,1.4720096474508413
40401109729,275,1051,0.26165556612749763,True,1.4706091703826984
21301156920,206,748,0.27540106951871657,True,1.4686364591078422
21204156526,228,849,0.26855123674911663,True,1.459232764205379
11901157223,277,1071,0.2586367880485528,True,1.4555098491991658
11901136122,318,1262,0.2519809825673534,True,1.4527185187682887
12503147907,355,1436,0.24721448467966572,True,1.4523679731563166
21303134748,251,956,0.2625523012552301,True,1.4517643315537314
21204146008,309,1221,0.25307125307125306,True,1.4517615396568961
21301133830,214,793,0.2698612862547289,True,1.4493272862790918
21503140301,217,807,0.26889714993804215,True,1.4478753762394452
21301133101,227,852,0.2664319248826291,True,1.4465510067754204
50503110412,205,756,0.27116402116402116,True,1.444728326192942
21301133825,209,775,0.2696774193548387,True,1.4419941598967108
21204156536,244,931,0.2620837808807734,True,1.44179055142096
12701159418,211,786,0.2684478371501272,True,1.437963999943759
21204146020,290,1152,0.2517361111111111,True,1.4281803363539347
21301133817,232,887,0.2615558060879369,True,1.4257507567387175
21301133805,804,3774,0.21303656597774245,True,1.4253940622799484
21301157007,224,852,0.26291079812206575,True,1.4239512794528053
40402110234,231,884,0.26131221719457015,True,1.423299019066649
31001127425,215,812,0.2647783251231527,True,1.4232572138572603
12702152026,235,904,0.25995575221238937,True,1.4203545068374097
11702163734,329,1344,0.24479166666666666,True,1.419569556039816
12702152009,278,1105,0.2515837104072398,True,1.4167211541595832
11901136140,269,1066,0.2523452157598499,True,1.4127349971581267
11901135611,314,1284,0.24454828660436137,True,1.4067817823919384
21301133214,212,808,0.2623762376237624,True,1.4066756672405918
40402110104,243,952,0.2552521008403361,True,1.403163738178832
21303134739,254,1007,0.2522343594836147,True,1.3976970610429398
50403105629,207,793,0.2610340479192938,True,1.3932791708678092
11901135621,223,869,0.2566168009205984,True,1.3887192975416272
12701150441,268,1080,0.24814814814814815,True,1.3883172682715674
21303134714,262,1055,0.24834123222748816,True,1.3837955985123929
11901157137,244,971,0.2512873326467559,True,1.38239650192885
21303134812,255,1024,0.2490234375,True,1.380879148771766
31001127406,376,1618,0.2323856613102596,True,1.3785687209397108
11901157234,303,1259,0.24066719618745036,True,1.3759010274234196
21301133441,272,1109,0.24526600541027954,True,1.3758127396666449
12503147941,213,831,0.2563176895306859,True,1.375394574247478
12702151607,299,1245,0.24016064257028114,True,1.3698240641945414
20607113905,279,1148,0.24303135888501742,True,1.3694305742893906
21303134804,254,1031,0.2463627546071775,True,1.3651609509895637
21301133423,322,1363,0.23624358033749082,True,1.3649332707833421
11901136117,346,1488,0.2325268817204301,True,1.3601252512510842
21204156514,203,797,0.2547051442910916,True,1.3545525203894302
12702151502,207,824,0.2512135922330097,True,1.3408621146822486
11901135603,211,844,0.25,True,1.339146568668003
21301133804,334,1451,0.23018607856650586,True,1.3383319073946052
12702151504,274,1152,0.2378472222222222,True,1.335933403438056
40204104301,270,1139,0.2370500438981563,True,1.3279825124122207
12701150420,214,866,0.2471131639722864,True,1.3271553556805078
11901135612,291,1249,0.23298638911128902,True,1.3226063702642674
11901157145,312,1357,0.22991893883566691,True,1.3211609399031154
12702151609,266,1128,0.23581560283687944,True,1.3175604105802008
20607151821,210,855,0.24561403508771928,True,1.3144914713800864
21301157008,370,1669,0.22168963451168364,True,1.311560672956711
21301133511,207,845,0.24497041420118343,True,1.307538914199021
12702151610,257,1095,0.23470319634703196,True,1.3032973637669913
21204146007,252,1070,0.23551401869158878,True,1.303190795476014
21301157009,209,860,0.24302325581395348,True,1.2994714813022685
11902136607,225,939,0.23961661341853036,True,1.2988502394422412
11702163612,215,890,0.24157303370786518,True,1.2985223119686466
11901136113,320,1424,0.2247191011235955,True,1.2969530613775315
12503148017,231,974,0.23716632443531827,True,1.2917826826025847
21204156519,211,878,0.24031890660592256,True,1.28728895666947
20904122326,207,859,0.2409778812572759,True,1.2862286175764526
21303134723,210,874,0.2402745995423341,True,1.2859155698283455
21204146030,207,861,0.24041811846689895,True,1.2832408623672158
21204146031,220,926,0.23758099352051837,True,1.2825008578119932
21301157005,264,1150,0.22956521739130434,True,1.2809118904872718
21304136001,210,882,0.23809523809523808,True,1.2742519365419205
12702150906,240,1034,0.23210831721470018,True,1.2730669864968638
12702150907,253,1104,0.22916666666666666,True,1.2689724361917478
11901157125,308,1392,0.22126436781609196,True,1.2685841331066852
12702151612,272,1205,0.22572614107883818,True,1.2662044218176838
21301133103,278,1238,0.2245557350565428,True,1.2645209009259608
50401104707,216,919,0.235038084874864,True,1.2644807707994987
31001127216,321,1468,0.2186648501362398,True,1.2626914483104599
50503110426,264,1168,0.22602739726027396,True,1.261171809983187
31001127506,239,1041,0.22958693563880883,True,1.2582830957528683
21204156611,338,1578,0.21419518377693283,True,1.2479011636847859
21204131737,235,1029,0.22837706511175898,True,1.2478138718960334
21301157013,233,1020,0.2284313725490196,True,1.2461664900768084
12701150423,202,864,0.2337962962962963,True,1.2422078793593068
12702151543,248,1103,0.22484134179510426,True,1.2405515125324094
12702151204,313,1452,0.21556473829201103,True,1.2393663943452364
21301133823,226,994,0.22736418511066397,True,1.2334393399907415
12702151624,400,1953,0.2048131080389145,True,1.2276418693920266
12503147908,269,1228,0.21905537459283386,True,1.226364419357136
21204156508,227,1005,0.22587064676616916,True,1.226329808729013
12702151523,229,1016,0.22539370078740156,True,1.2257088206135942
12701159413,260,1187,0.21903959561920808,True,1.2188502998347939
11901136112,243,1099,0.2211101000909918,True,1.2154794165115996
12702151605,291,1362,0.21365638766519823,True,1.2128747110573201
12501158614,293,1376,0.2129360465116279,True,1.2102390056905767
12702150903,208,919,0.22633297062023938,True,1.20914638129345
12503147904,226,1014,0.22287968441814596,True,1.2091111478804706
12701159404,264,1219,0.2165709598031173,True,1.2084074438559167
11702163605,221,991,0.22300706357214933,True,1.2048352183590048
12701159408,220,986,0.2231237322515213,True,1.2044582092635958
21301156942,246,1130,0.2176991150442478,True,1.199388965319011
20606151604,250,1154,0.21663778162911612,True,1.1970218672295891
21301156903,204,908,0.22466960352422907,True,1.1959185415685412
21204146013,264,1234,0.21393841166936792,True,1.193718536515691
21204145909,252,1172,0.2150170648464164,True,1.189773166518204
21303134904,200,893,0.22396416573348266,True,1.1877502593637348
12503147920,297,1430,0.2076923076923077,True,1.1832424933511225
11901157207,290,1391,0.20848310567936737,True,1.182792054262928
21204156501,200,897,0.2229654403567447,True,1.1824537141714773
21303134819,247,1153,0.2142237640936687,True,1.1811074590656987
50503109819,211,957,0.22048066875653083,True,1.1810237240917394
12702151405,253,1189,0.2127838519764508,True,1.178255315017401
21301133616,255,1201,0.21232306411323898,True,1.1773690660635208
12702151037,221,1017,0.21730580137659783,True,1.174033138046975
12703160107,208,949,0.2191780821917808,True,1.1709225757731092
11702163713,237,1108,0.213898916967509,True,1.1705127704513894
21301132804,264,1259,0.2096902303415409,True,1.170014832454617
11901135441,204,929,0.21959095801937567,True,1.1688848608657
12003139232,303,1484,0.204177897574124,True,1.1672906964461491
12702151604,210,963,0.21806853582554517,True,1.167071867113161
50503110216,205,936,0.21901709401709402,True,1.1668959557712224
12501158507,213,982,0.21690427698574338,True,1.163903147861155
50503109822,233,1093,0.2131747483989021,True,1.162936706201596
11901135618,227,1063,0.21354656632173094,True,1.1594181164371196
12701150439,244,1158,0.21070811744386875,True,1.1591597611165056
31001127416,241,1145,0.21048034934497817,True,1.1553135301342896
21301133814,220,1028,0.2140077821011673,True,1.1552488271730599
20902152515,226,1064,0.212406015037594,True,1.1522920149913507
12702151614,290,1430,0.20279720279720279,True,1.1505340891466662
21204156515,233,1106,0.21066907775768534,True,1.1492674682444344
21301157003,276,1352,0.20414201183431951,True,1.1480982483045157
20607113910,231,1102,0.20961887477313976,True,1.1417389590335005
40303106602,209,980,0.21326530612244898,True,1.1403525244081132
12701150406,259,1272,0.20361635220125787,True,1.1322457094599228
12703152343,223,1067,0.20899718837863168,True,1.131018809338026
31001156307,279,1391,0.20057512580877068,True,1.1301986335616252
50403105738,226,1086,0.20810313075506445,True,1.1289490828276216
12702151704,223,1069,0.20860617399438727,True,1.1289027778893113
11901135409,214,1019,0.2100098135426889,True,1.1278866908923648
12702151412,237,1154,0.20537261698440207,True,1.1238545490989078
12501158704,206,989,0.2082912032355915,True,1.1107584139662952
50502108539,241,1191,0.20235096557514692,True,1.1106918488696569
12702152004,211,1020,0.2068627450980392,True,1.108078141133132
70203105714,226,1124,0.20106761565836298,True,1.0907817650807803
21204146009,218,1087,0.20055197792088317,True,1.0807889945722147
12702151413,219,1093,0.20036596523330283,True,1.0806993894338217
