SA1_CODE_2021,India_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
11602130920,506,948,0.5337552742616034,True,575,3000,3287,3.5,0.17493154852449042,0.2106199246448714,Affordable,Affordable
11601162716,505,773,0.6532988357050453,True,425,1887,2030,2.9,0.20935960591133004,0.21451307313376278,Affordable,Affordable
20802118204,505,1445,0.3494809688581315,True,383,1833,1837,2.0,0.2084921066956995,0.23026673924877517,Affordable,Affordable
21203155805,504,1422,0.35443037974683544,True,412,2097,2142,3.7,0.19234360410831,0.22592113768584357,Affordable,Affordable
12504171927,504,631,0.7987321711568938,True,440,1903,2193,2.5,0.20063839489284085,0.20025255182573923,Affordable,Affordable
21305158323,503,1086,0.4631675874769797,True,361,1860,2202,3.3,0.1639418710263397,0.19492768811569902,Affordable,Affordable
50403105752,503,1073,0.46877912395153776,True,420,1975,2136,3.3,0.19662921348314608,0.2133751080380294,Affordable,Affordable
21203155610,503,1082,0.46487985212569316,True,420,2300,2202,3.3,0.1907356948228883,0.24103961433661705,Affordable,Affordable
30501110606,502,1574,0.3189326556543837,True,380,1300,1753,1.9,0.21677124928693667,0.17113519680547631,Affordable,Affordable
11602130901,502,922,0.544468546637744,True,650,2953,3115,3.5,0.2086677367576244,0.21876774910482777,Affordable,Affordable
11602162820,501,1453,0.34480385409497594,True,650,3000,3583,3.5,0.18141222439296678,0.1932201206552309,Affordable,Affordable
21305158202,501,895,0.5597765363128492,True,401,1925,1898,3.8,0.2112750263435195,0.23405203858312393,Affordable,Affordable
21305158705,500,1005,0.4975124378109453,True,418,2100,2547,3.5,0.16411464468001571,0.19026909486273444,Affordable,Affordable
21304135935,500,1006,0.4970178926441352,True,366,1960,1929,3.1,0.18973561430793157,0.23447780835028115,Affordable,Affordable
31004130441,500,1440,0.3472222222222222,True,450,2000,2424,3.5,0.18564356435643564,0.19040365575019041,Affordable,Affordable
21305158311,500,1001,0.4995004995004995,True,369,1945,2029,3.5,0.1818629866929522,0.22121545285665542,Affordable,Affordable
20604111832,499,1284,0.3886292834890966,True,409,1896,2112,1.9,0.19365530303030304,0.20716783216783216,Affordable,Affordable
21203130055,498,1142,0.436077057793345,True,376,2000,1961,3.3,0.1917389087200408,0.23535872592476367,Affordable,Affordable
12504148941,498,1228,0.40553745928338764,True,400,1753,1758,2.3,0.22753128555176336,0.23011289052244685,Affordable,Affordable
11601162604,497,1392,0.35704022988505746,True,378,2167,1551,2.8,0.2437137330754352,0.32242225859247137,Affordable,Moderately_Affordable
11601162616,497,1146,0.4336823734729494,True,440,2167,1867,3.0,0.23567220139260847,0.2678505211981377,Affordable,Affordable
12504158927,497,656,0.7576219512195121,True,395,2084,2220,2.7,0.17792792792792791,0.21663201663201664,Affordable,Affordable
40204117103,496,1751,0.2832667047401485,True,380,1637,2049,2.7,0.18545632015617375,0.18436760896497353,Affordable,Affordable
20604150512,494,1598,0.3091364205256571,True,401,1800,1603,2.0,0.25015595757953835,0.2591295167714382,Affordable,Affordable
20604111821,494,1354,0.36484490398818314,True,421,2102,1665,1.8,0.25285285285285286,0.2913374913374913,Affordable,Affordable
21005154206,494,780,0.6333333333333333,True,350,1995,2012,3.4,0.17395626242544732,0.22881939134424223,Affordable,Affordable
21305158215,493,1055,0.46729857819905213,True,376,1867,2148,3.7,0.1750465549348231,0.20058014611087238,Affordable,Affordable
50604113324,493,2762,0.1784938450398262,True,403,1850,2035,2.9,0.19803439803439804,0.2097902097902098,Affordable,Affordable
20604111827,493,1602,0.30774032459425715,True,390,1730,1709,1.7,0.22820362785254536,0.23360489715083044,Affordable,Affordable
30907155415,493,1530,0.32222222222222224,True,500,2053,2274,3.2,0.2198768689533861,0.2083417901359854,Affordable,Affordable
20604111824,492,1032,0.47674418604651164,True,398,1800,2083,1.9,0.19107057129140662,0.1994165220281399,Affordable,Affordable
21305158403,491,896,0.5479910714285714,True,401,1957,2488,3.7,0.16117363344051447,0.18151743754637645,Affordable,Affordable
21203155825,491,1453,0.3379215416379904,True,401,2025,2040,2.7,0.1965686274509804,0.22907239819004524,Affordable,Affordable
12003168008,490,1071,0.45751633986928103,True,530,2309,2426,2.7,0.21846661170651277,0.2196397996068235,Affordable,Affordable
21305158517,490,1144,0.42832167832167833,True,370,1832,1908,3.7,0.19392033542976939,0.2215771649733914,Affordable,Affordable
31004130453,490,956,0.5125523012552301,True,440,2050,2361,3.8,0.18636171113934774,0.20037142019352946,Affordable,Affordable
21005144555,490,1658,0.2955367913148372,True,398,1950,1890,3.2,0.2105820105820106,0.23809523809523808,Affordable,Affordable
12102157918,490,1082,0.45286506469500926,True,480,2000,2234,2.4,0.21486123545210384,0.20659734178086908,Affordable,Affordable
21005154321,489,1248,0.3918269230769231,True,421,2200,2133,3.7,0.19737458977965308,0.23801795953694688,Affordable,Affordable
12403146247,489,925,0.5286486486486487,True,605,2800,2702,3.6,0.2239082161361954,0.2391390992427262,Affordable,Affordable
12504149344,489,1548,0.31589147286821706,True,530,2341,2437,3.0,0.21748050882232253,0.2216786086297781,Affordable,Affordable
11601162715,488,574,0.8501742160278746,True,415,2000,2206,2.6,0.18812330009066183,0.20921961085152382,Affordable,Affordable
50601130706,488,1314,0.3713850837138508,True,425,2080,2392,3.2,0.17767558528428093,0.20066889632107024,Affordable,Affordable
21305158914,488,668,0.7305389221556886,True,370,1800,2216,3.3,0.16696750902527077,0.1874479311302416,Affordable,Affordable
21305158713,487,856,0.5689252336448598,True,395,1900,2217,3.2,0.17816869643662608,0.19777245758301237,Affordable,Affordable
21005144230,487,797,0.6110414052697616,True,381,2400,2421,3.7,0.15737298636926889,0.22876751501286818,Affordable,Affordable
20604150901,486,1221,0.39803439803439805,True,401,1900,2036,1.8,0.1969548133595285,0.21535439020704247,Affordable,Affordable
40204104436,486,2519,0.1929337038507344,True,335,1517,1942,3.0,0.1725025746652935,0.18026618078111384,Affordable,Affordable
21305146602,485,1346,0.3603268945022288,True,418,2184,2759,3.6,0.15150416817687568,0.182674882203697,Affordable,Affordable
40203103632,485,1103,0.4397098821396192,True,300,1546,1632,2.5,0.18382352941176472,0.21860859728506787,Affordable,Affordable
50703116938,485,1160,0.41810344827586204,True,370,1924,2207,3.3,0.1676483914816493,0.20117806977797917,Affordable,Affordable
21005154215,484,1044,0.46360153256704983,True,401,1980,1944,3.4,0.20627572016460904,0.23504273504273504,Affordable,Affordable
21305146857,484,1023,0.4731182795698925,True,370,2000,2185,3.2,0.16933638443935928,0.21123041718007393,Affordable,Affordable
11601156110,484,946,0.5116279069767442,True,400,2342,2071,3.4,0.19314340898116852,0.26096645990417117,Affordable,Affordable
50601130701,483,1095,0.4410958904109589,True,460,2049,2454,3.4,0.18744906275468623,0.19268384427308632,Affordable,Affordable
50603112730,483,1142,0.42294220665499127,True,360,1517,1666,2.8,0.21608643457382953,0.21013020592852524,Affordable,Affordable
50403129904,483,1266,0.3815165876777251,True,325,1800,2029,2.9,0.16017742730409068,0.20472381241232893,Affordable,Affordable
21305158335,482,1177,0.40951571792693287,True,396,2167,2388,3.8,0.1658291457286432,0.20941244684963278,Affordable,Affordable
11601130403,482,1237,0.3896523848019402,True,400,2222,1854,2.9,0.21574973031283712,0.27657455812795617,Affordable,Affordable
21005154309,482,1366,0.3528550512445095,True,410,2000,1899,3.6,0.21590310689836756,0.24304289707133309,Affordable,Affordable
21203130639,481,1036,0.4642857142857143,True,451,2225,2469,3.5,0.18266504657756177,0.20796336106178148,Affordable,Affordable
21203155609,479,818,0.5855745721271394,True,450,2228,2522,4.1,0.17842981760507534,0.20386750442261942,Affordable,Affordable
50603112740,479,1421,0.3370865587614356,True,350,1663,1841,2.9,0.19011406844106463,0.20845694229724648,Affordable,Affordable
50603112720,479,1235,0.38785425101214577,True,340,1440,1358,2.5,0.2503681885125184,0.24470374985838902,Affordable,Affordable
40104101616,478,1405,0.3402135231316726,True,290,1387,1325,2.1,0.2188679245283019,0.24156748911465892,Affordable,Affordable
50601130822,478,994,0.48088531187122735,True,450,2200,2545,3.3,0.17681728880157171,0.1994861719812604,Affordable,Affordable
40203103825,477,1487,0.32078009414929387,True,317,1623,1836,2.7,0.17265795206971676,0.2039969834087481,Affordable,Affordable
80109110207,477,1569,0.30401529636711283,True,550,2058,2470,2.4,0.22267206477732793,0.1922765493615696,Affordable,Affordable
21305146616,477,1371,0.3479212253829322,True,407,2000,2272,3.2,0.17913732394366197,0.20314192849404117,Affordable,Affordable
11601156001,476,1101,0.4323342415985468,True,400,1949,1984,3.1,0.20161290322580644,0.22669820099255583,Affordable,Affordable
11602162905,476,853,0.5580304806565064,True,595,3000,2849,3.7,0.20884520884520885,0.243000243000243,Affordable,Affordable
12504158806,476,784,0.6071428571428571,True,460,2175,2474,3.2,0.18593371059013744,0.20287917418071016,Affordable,Affordable
11601162608,476,968,0.49173553719008267,True,420,1950,1952,2.6,0.2151639344262295,0.2305327868852459,Affordable,Affordable
50601130819,475,1233,0.38523925385239255,True,465,2190,2932,3.2,0.15859481582537516,0.17236855913527127,Affordable,Affordable
40203103811,474,1468,0.3228882833787466,True,301,1636,1327,2.3,0.22682743029389602,0.28450524607269145,Affordable,Affordable
12003139647,474,885,0.535593220338983,True,450,2250,2101,2.5,0.21418372203712518,0.2471350638889906,Affordable,Affordable
12504171923,473,387,1.2222222222222223,True,380,1800,1666,2.4,0.22809123649459784,0.24933050143134178,Affordable,Affordable
80110113606,473,1757,0.26920887877063177,True,420,2167,2546,2.6,0.16496465043205027,0.1964167019155236,Affordable,Affordable
21203155809,472,911,0.5181119648737651,True,415,2001,2166,3.7,0.19159741458910434,0.21318985723417858,Affordable,Affordable
21305159001,472,1353,0.34885439763488546,True,360,1912,2151,3.7,0.16736401673640167,0.20512820512820512,Affordable,Affordable
12504171807,471,682,0.6906158357771262,True,390,1706,1863,2.6,0.20933977455716588,0.21132168958255915,Affordable,Affordable
21305158912,470,861,0.5458768873403019,True,380,1950,2166,3.3,0.17543859649122806,0.2077562326869806,Affordable,Affordable
11602156337,470,752,0.625,True,480,2250,2163,3.1,0.22191400832177532,0.24005121092499734,Affordable,Affordable
30305107503,470,2213,0.2123813827383642,True,500,2000,2466,3.6,0.20275750202757503,0.18716077110237694,Affordable,Affordable
12003139648,470,959,0.49009384775808135,True,480,2181,2336,2.3,0.2054794520547945,0.21545706006322446,Affordable,Affordable
50403105754,469,1195,0.39246861924686194,True,380,1982,2201,3.1,0.17264879600181735,0.20780763988396883,Affordable,Affordable
21203155918,469,1305,0.3593869731800766,True,416,2227,2379,3.6,0.17486338797814208,0.21602483267048211,Affordable,Affordable
11602163234,469,1388,0.33789625360230546,True,651,3467,3470,3.8,0.18760806916426512,0.23056971846597207,Affordable,Affordable
21305158401,468,1001,0.4675324675324675,True,391,2167,2054,3.4,0.19036027263875366,0.24346490899558085,Affordable,Affordable
21005154202,467,1076,0.4340148698884758,True,430,2000,1947,3.1,0.22085259373394966,0.23705108450871162,Affordable,Affordable
30305107501,467,2576,0.18128881987577639,True,423,1560,1711,2.9,0.2472238457042665,0.2104032729398013,Affordable,Affordable
11602163325,466,1122,0.41532976827094475,True,580,3000,3097,3.7,0.18727801097836616,0.22354139241449542,Affordable,Affordable
21305136327,466,1298,0.35901386748844377,True,446,2300,3065,3.4,0.14551386623164764,0.17317103777136403,Affordable,Affordable
21305146629,466,1085,0.4294930875576037,True,381,2177,2304,2.9,0.16536458333333334,0.2180488782051282,Affordable,Affordable
11602163101,466,872,0.5344036697247706,True,588,3000,3166,3.7,0.18572331017056223,0.21866951746926477,Affordable,Affordable
11601156119,466,1478,0.3152909336941813,True,500,2500,2468,3.3,0.2025931928687196,0.23376137638698416,Affordable,Affordable
21203155524,465,826,0.562953995157385,True,430,2383,2339,3.3,0.1838392475416845,0.23511033643568915,Affordable,Affordable
21005144226,465,1541,0.3017521090201168,True,400,1891,2033,3.6,0.19675356615838663,0.21465057323394757,Affordable,Affordable
21305158217,464,572,0.8111888111888111,True,400,2067,2057,3.2,0.19445794846864364,0.23189110354885756,Affordable,Affordable
11602163117,464,1281,0.3622170179547229,True,540,2817,2812,3.3,0.19203413940256045,0.23117956012692856,Affordable,Affordable
21005144545,464,1108,0.4187725631768953,True,396,2025,1937,3.1,0.20443985544656684,0.24125332592033677,Affordable,Affordable
21005154307,464,925,0.5016216216216216,True,390,1681,1676,2.7,0.23269689737470167,0.2314576831283275,Affordable,Affordable
11601156023,464,871,0.5327210103329506,True,408,2167,1921,3.1,0.21238938053097345,0.26032114683858565,Affordable,Affordable
11902157309,463,1669,0.2774116237267825,True,380,1800,1193,3.2,0.31852472757753564,0.3481849248823264,Moderately_Affordable,Moderately_Affordable
12504158913,463,480,0.9645833333333333,True,400,1850,1890,2.9,0.21164021164021163,0.2258852258852259,Affordable,Affordable
11601130324,463,1011,0.4579624134520277,True,400,2019,1894,2.9,0.21119324181626187,0.2459995126309804,Affordable,Affordable
11601130703,463,933,0.4962486602357985,True,615,2600,3191,3.5,0.19272955186461924,0.1880288310874334,Affordable,Affordable
21203155819,462,855,0.5403508771929825,True,401,1996,2045,3.4,0.1960880195599022,0.22523979687793869,Affordable,Affordable
21305158720,462,930,0.4967741935483871,True,400,1943,2267,3.1,0.17644464049404499,0.19778765566149775,Affordable,Affordable
12504158825,462,656,0.7042682926829268,True,350,1038,1544,2.2,0.2266839378238342,0.15514149063371863,Affordable,Affordable
21201154615,462,1265,0.3652173913043478,True,404,1985,2326,2.8,0.17368873602751506,0.19693762815000992,Affordable,Affordable
20904143101,462,1437,0.32150313152400833,True,340,1517,1371,2.4,0.24799416484318015,0.2553442181450934,Affordable,Affordable
21203155602,461,884,0.5214932126696833,True,406,2300,2183,3.5,0.1859825927622538,0.24313753127312449,Affordable,Affordable
21005144344,461,1183,0.389687235841082,True,413,2000,1942,3.8,0.21266735324407826,0.23766141170878555,Affordable,Affordable
21305157916,460,968,0.47520661157024796,True,351,1800,2223,3.2,0.15789473684210525,0.18685767673621925,Affordable,Affordable
20904143305,460,1611,0.2855369335816263,True,386,2000,1919,3.3,0.20114643043251693,0.24050988094760892,Affordable,Affordable
50503130410,460,1473,0.3122878479293958,True,500,2233,2511,3.6,0.19912385503783353,0.2052201084459149,Affordable,Affordable
21304157404,459,1406,0.3264580369843528,True,436,2100,2243,3.3,0.19438252340615247,0.21605679207105868,Affordable,Affordable
11601130447,459,1308,0.35091743119266056,True,560,2700,2951,3.3,0.18976618095560827,0.2111409430962125,Affordable,Affordable
21305146860,459,951,0.48264984227129337,True,386,2167,2456,3.1,0.15716612377850162,0.2036143823603107,Affordable,Affordable
21204146021,459,1653,0.2776769509981851,True,360,1810,1507,2.6,0.23888520238885202,0.2771680873870655,Affordable,Affordable
50603112741,459,1229,0.37347436940602113,True,348,1625,1553,2.8,0.2240824211204121,0.24146812620734062,Affordable,Affordable
50403105753,458,1285,0.35642023346303503,True,360,2000,2077,3.1,0.17332691381800674,0.22221399207436762,Affordable,Affordable
50603112746,458,911,0.5027442371020856,True,350,1500,1663,2.7,0.21046301864101022,0.20815023821638373,Affordable,Affordable
21305146609,457,1026,0.44541910331384016,True,400,1975,2676,3.3,0.14947683109118087,0.17031735081062435,Affordable,Affordable
20802117632,457,977,0.4677584442169908,True,395,2000,2056,2.1,0.1921206225680934,0.22448368751870698,Affordable,Affordable
21203155629,457,930,0.4913978494623656,True,376,2221,2177,3.4,0.17271474506201195,0.2354333769124766,Affordable,Affordable
50604113358,457,1625,0.28123076923076923,True,323,1733,1308,2.4,0.24694189602446484,0.3057515878616796,Affordable,Moderately_Affordable
11602156328,456,668,0.6826347305389222,True,460,2000,2359,3.1,0.1949978804578211,0.19565004728209476,Affordable,Affordable
11602162915,456,696,0.6551724137931034,True,600,2804,2808,3.7,0.21367521367521367,0.2304404996712689,Affordable,Affordable
11602163204,456,1223,0.37285363859362225,True,450,2500,2510,2.8,0.17928286852589642,0.22984983144345694,Affordable,Affordable
11601130638,456,1378,0.3309143686502177,True,400,2167,2031,3.2,0.19694731659281142,0.24622202022497444,Affordable,Affordable
21304157114,455,1908,0.23846960167714884,True,360,1658,1657,3.8,0.21726010863005432,0.23090850006963465,Affordable,Affordable
21005144342,455,1383,0.3289949385394071,True,436,2300,2327,3.8,0.18736570691877955,0.22809163333443522,Affordable,Affordable
21205156821,455,1039,0.4379210779595765,True,400,2000,1455,2.8,0.27491408934707906,0.317208564631245,Affordable,Moderately_Affordable
21004153908,455,1468,0.30994550408719346,True,426,2000,2200,3.1,0.19363636363636363,0.2097902097902098,Affordable,Affordable
20904143747,455,1148,0.39634146341463417,True,351,2121,1804,3.1,0.19456762749445677,0.2713201432713628,Affordable,Affordable
21305136301,455,839,0.5423122765196663,True,330,1822,1899,2.6,0.17377567140600317,0.22141207923198444,Affordable,Affordable
21304135915,455,966,0.47101449275362317,True,407,2200,2278,3.7,0.17866549604916593,0.22286756263929222,Affordable,Affordable
11103122637,455,2234,0.20367054610564012,True,505,2392,2521,3.2,0.20031733439111463,0.21896072986909956,Affordable,Affordable
21305158828,454,593,0.7655986509274874,True,365,1775,1713,3.6,0.2130764740221833,0.23912164892900445,Affordable,Affordable
21305146604,453,1046,0.43307839388145314,True,420,2167,2769,3.4,0.15167930660888407,0.1805983831985999,Affordable,Affordable
21305136318,453,1151,0.3935708079930495,True,450,2186,2702,3.4,0.16654330125832717,0.18669931105164267,Affordable,Affordable
21201155111,453,1105,0.4099547511312217,True,341,1496,1567,2.4,0.21761327377153797,0.22031319031957194,Affordable,Affordable
12601172005,453,1214,0.3731466227347611,True,450,2350,2078,2.4,0.2165543792107796,0.26097579033093954,Affordable,Affordable
11301125635,453,1846,0.24539544962080173,True,330,1500,1021,2.2,0.3232125367286974,0.33903412943569655,Moderately_Affordable,Moderately_Affordable
21304135358,452,977,0.4626407369498465,True,405,1900,2257,3.1,0.179441736818786,0.19426740738216147,Affordable,Affordable
21203130623,452,1231,0.36718115353371245,True,394,2167,2284,3.5,0.1725043782837128,0.21894786474471237,Affordable,Affordable
12102157910,452,1557,0.29030186255619783,True,480,2167,2150,2.8,0.22325581395348837,0.23259391771019677,Affordable,Affordable
31701144619,450,2330,0.19313304721030042,True,433,1950,2268,3.0,0.19091710758377425,0.1984126984126984,Affordable,Affordable
11501162216,450,927,0.4854368932038835,True,750,4333,4750,3.9,0.15789473684210525,0.21051012145748987,Affordable,Affordable
21305136837,450,1167,0.3856041131105398,True,401,2410,2420,3.1,0.16570247933884297,0.229815638906548,Affordable,Affordable
40203117514,450,865,0.5202312138728323,True,350,1595,1708,2.7,0.20491803278688525,0.21550171140335075,Affordable,Affordable
11601130424,450,1398,0.3218884120171674,True,450,2500,2393,3.4,0.1880484747179273,0.24108778809990677,Affordable,Affordable
50601130709,450,1428,0.31512605042016806,True,410,2058,2385,3.0,0.1719077568134172,0.19912917271407837,Affordable,Affordable
21301156924,449,2122,0.2115928369462771,True,381,1805,1968,3.4,0.19359756097560976,0.21165572232645402,Affordable,Affordable
40203103834,449,929,0.48331539289558667,True,300,1517,1608,2.7,0.1865671641791045,0.21770952927669346,Affordable,Affordable
40204104337,448,1677,0.2671437090041741,True,380,1751,2006,3.5,0.18943170488534397,0.2014341590612777,Affordable,Affordable
50604113316,448,1328,0.3373493975903614,True,391,1733,1949,2.9,0.20061570035915854,0.20519398508110667,Affordable,Affordable
21203155717,448,1888,0.23728813559322035,True,411,2123,2142,3.8,0.19187675070028012,0.22872225813402283,Affordable,Affordable
21305158105,448,1458,0.30727023319615915,True,416,2000,2740,3.5,0.15182481751824817,0.16844469399213924,Affordable,Affordable
20904143742,448,1261,0.35527359238699446,True,401,1907,1947,3.7,0.20595788392398562,0.22602820907905655,Affordable,Affordable
20904153201,447,1539,0.290448343079922,True,386,1802,2235,3.1,0.1727069351230425,0.186060918946825,Affordable,Affordable
12504171721,447,648,0.6898148148148148,True,340,1042,1507,1.8,0.22561380225613803,0.1595630646725537,Affordable,Affordable
21304157206,447,1117,0.40017905102954343,True,331,1878,2105,2.9,0.15724465558194775,0.20588342773615934,Affordable,Affordable
21305158710,446,823,0.5419198055893074,True,391,1828,2296,3.2,0.17029616724738675,0.18373090324309838,Affordable,Affordable
20904153120,446,1194,0.37353433835845895,True,421,2100,2200,3.2,0.19136363636363637,0.2202797202797203,Affordable,Affordable
11501129052,445,1187,0.37489469250210616,True,490,2300,2203,2.5,0.2224239673172946,0.2409302000768183,Affordable,Affordable
21305146856,445,1164,0.38230240549828176,True,381,1950,2286,3.1,0.16666666666666666,0.1968503937007874,Affordable,Affordable
21203155705,445,1125,0.39555555555555555,True,381,1805,1708,3.2,0.2230679156908665,0.24387497748153486,Affordable,Affordable
21305136326,445,1247,0.3568564554931836,True,429,2152,2362,3.1,0.18162574089754446,0.21025206799973947,Affordable,Affordable
21304135934,445,750,0.5933333333333334,True,434,2200,2650,3.8,0.16377358490566038,0.19158200290275762,Affordable,Affordable
12504158918,445,1022,0.4354207436399217,True,300,2300,1671,2.8,0.17953321364452424,0.31763568567877365,Affordable,Moderately_Affordable
21305146632,444,962,0.46153846153846156,True,400,2400,2397,3.2,0.1668752607425949,0.23105805333590065,Affordable,Affordable
21305158816,444,1049,0.4232602478551001,True,385,1800,1958,4.2,0.19662921348314608,0.21214740315863911,Affordable,Affordable
21305158207,444,810,0.5481481481481482,True,375,2167,1899,3.2,0.19747235387045814,0.2633369789767894,Affordable,Affordable
21304157213,444,1112,0.39928057553956836,True,380,1857,2243,3.4,0.16941596076683013,0.19105593470283616,Affordable,Affordable
11501129153,444,1538,0.2886866059817945,True,1300,4333,4388,3.6,0.29626253418413856,0.22787672673725545,Affordable,Affordable
20904153208,443,985,0.449746192893401,True,401,2184,2278,3.7,0.17603160667251974,0.2212467076382792,Affordable,Affordable
21005144509,443,939,0.47177848775292863,True,421,2008,2321,3.7,0.18138733304610083,0.1996486925396878,Affordable,Affordable
30305107429,443,1259,0.35186656076250994,True,475,2167,2421,3.6,0.19619991738950845,0.20655800209703556,Affordable,Affordable
12403170812,443,1372,0.3228862973760933,True,545,2650,2727,3.3,0.19985331866519984,0.22425319455022424,Affordable,Affordable
40204117125,443,1632,0.27144607843137253,True,340,1300,1611,2.0,0.21104903786468032,0.186219739292365,Affordable,Affordable
21005144111,443,1039,0.42637151106833493,True,346,1500,1391,3.0,0.24874191229331416,0.24885251341038545,Affordable,Affordable
12504158914,442,818,0.5403422982885085,True,450,2001,2113,2.7,0.2129673450070989,0.21853726018420766,Affordable,Affordable
31403139420,441,1711,0.2577440093512566,True,450,1820,2140,2.8,0.2102803738317757,0.19626168224299065,Affordable,Affordable
12504158807,441,1208,0.3650662251655629,True,450,2500,2143,3.2,0.2099860009332711,0.2692128217093219,Affordable,Affordable
21203155709,441,1111,0.39693969396939693,True,395,1988,2140,3.2,0.18457943925233644,0.2143781452192667,Affordable,Affordable
11602163023,441,1185,0.3721518987341772,True,550,2890,2730,3.3,0.20146520146520147,0.24429416737109044,Affordable,Affordable
12504148953,440,1100,0.4,True,480,2200,2309,2.1,0.2078822000866176,0.2198754039377686,Affordable,Affordable
21005154218,440,1336,0.32934131736526945,True,394,1806,1758,3.7,0.2241183162684869,0.23707009713835653,Affordable,Affordable
12302170306,439,1397,0.31424481030780244,True,569,2700,2870,3.1,0.19825783972125435,0.21709997319753419,Affordable,Affordable
30305107426,438,1134,0.3862433862433862,True,493,2199,2509,3.4,0.19649262654444002,0.20225649201336726,Affordable,Affordable
21005144538,437,887,0.4926719278466742,True,400,1950,1924,3.4,0.2079002079002079,0.2338877338877339,Affordable,Affordable
40203103636,437,1194,0.3659966499162479,True,290,1506,1494,2.4,0.19410977242302543,0.23262279888785914,Affordable,Affordable
12003139644,437,1049,0.41658722592945663,True,500,2134,2023,2.3,0.24715768660405338,0.24343130917525382,Affordable,Affordable
20904143315,437,2116,0.20652173913043478,True,360,1885,1817,3.2,0.19812878370941112,0.23940561364887178,Affordable,Affordable
12003139618,436,1205,0.36182572614107883,True,390,2000,1812,2.6,0.2152317880794702,0.2547121752419766,Affordable,Affordable
21005154208,436,1050,0.41523809523809524,True,393,2000,1831,3.8,0.2146368104860732,0.2520690669243373,Affordable,Affordable
12601172030,435,1140,0.3815789473684211,True,520,2650,2316,2.4,0.22452504317789293,0.2640494220805102,Affordable,Affordable
21203130453,435,857,0.5075845974329055,True,421,2000,2399,3.3,0.17548978741142143,0.1923878539134896,Affordable,Affordable
21204145917,434,1312,0.3307926829268293,True,356,1619,1432,2.4,0.24860335195530725,0.260904598195101,Affordable,Affordable
31004130434,434,1346,0.3224368499257058,True,460,2200,2625,3.4,0.17523809523809525,0.1934065934065934,Affordable,Affordable
21305158205,434,544,0.7977941176470589,True,400,2123,2229,3.7,0.17945266935845672,0.2197950098353867,Affordable,Affordable
12504171921,433,858,0.5046620046620046,True,375,2000,1704,2.6,0.22007042253521128,0.27085590465872156,Affordable,Affordable
21305158515,433,972,0.4454732510288066,True,369,1959,2312,3.7,0.15960207612456748,0.19553500133084908,Affordable,Affordable
21305158343,433,1277,0.33907595927956147,True,381,1800,1062,2.5,0.3587570621468927,0.39113428943937417,Moderately_Affordable,Moderately_Affordable
21304157403,433,1102,0.3929219600725953,True,451,2341,2481,3.3,0.18178153970173316,0.2177471863082504,Affordable,Affordable
11904137829,433,1127,0.3842058562555457,True,500,2400,2291,2.8,0.21824530772588388,0.24174864855790215,Affordable,Affordable
31004130436,433,1130,0.3831858407079646,True,440,2229,2620,3.5,0.16793893129770993,0.1963300058719906,Affordable,Affordable
21201154609,432,1742,0.24799081515499427,True,406,2000,2325,3.0,0.1746236559139785,0.19851116625310175,Affordable,Affordable
21305136325,432,537,0.8044692737430168,True,365,1400,1681,1.7,0.21713265913146937,0.19219329153891915,Affordable,Affordable
21304135943,432,733,0.5893587994542974,True,418,2100,2098,3.5,0.1992373689227836,0.23098922050304319,Affordable,Affordable
50601130825,432,1132,0.38162544169611307,True,420,2100,2833,3.5,0.1482527356159548,0.17106084878764016,Affordable,Affordable
21305157921,432,1073,0.4026095060577819,True,351,1755,2217,3.2,0.15832205683355885,0.18267929634641408,Affordable,Affordable
21305146623,431,1217,0.3541495480690222,True,401,2000,2526,3.3,0.1587490102929533,0.1827151470856934,Affordable,Affordable
11602162919,431,680,0.6338235294117647,True,600,2600,2849,3.2,0.2106002106002106,0.2106002106002106,Affordable,Affordable
12003139639,431,1114,0.3868940754039497,True,420,2000,1908,2.6,0.22012578616352202,0.24189646831156264,Affordable,Affordable
21304157401,431,1534,0.28096479791395046,True,420,2167,2173,3.5,0.1932811780947998,0.23013204007221494,Affordable,Affordable
50603112752,431,1011,0.42631058358061324,True,340,1408,1542,2.4,0.2204928664072633,0.21071535468422628,Affordable,Affordable
40403110606,430,1146,0.37521815008726006,True,298,1509,1553,2.4,0.19188667095943335,0.22423101689038585,Affordable,Affordable
20604150913,430,1275,0.33725490196078434,True,401,1950,1975,1.9,0.20303797468354431,0.22784810126582278,Affordable,Affordable
20904143713,430,683,0.6295754026354319,True,401,2166,2208,3.3,0.1816123188405797,0.22637959866220736,Affordable,Affordable
12504148952,429,1271,0.33752950432730133,True,460,1892,1924,2.4,0.2390852390852391,0.22693107308491925,Affordable,Affordable
11602162836,428,1229,0.3482506102522376,True,650,2914,3663,3.7,0.17745017745017744,0.1835821835821836,Affordable,Affordable
11602156338,427,978,0.43660531697341515,True,520,2278,2779,3.2,0.18711766822598058,0.18916599773022946,Affordable,Affordable
21203155814,427,870,0.4908045977011494,True,400,2000,2012,3.4,0.1988071570576541,0.2293928735280624,Affordable,Affordable
21303134702,427,1404,0.3041310541310541,True,336,1798,1507,2.8,0.22295952222959523,0.2753305089071512,Affordable,Affordable
