SA1_CODE_2021,Lebanon_population,total_population,concentration_ratio,is_cluster
11902157411,119,899,0.13236929922135707,True
21005124709,119,974,0.12217659137577003,True
12503171413,119,599,0.1986644407345576,True
12701150430,119,864,0.13773148148148148,True
11901135425,118,731,0.16142270861833105,True
11904138155,118,952,0.12394957983193278,True
11901157226,118,865,0.13641618497109825,True
12503147922,117,725,0.16137931034482758,True
11901136148,117,901,0.12985571587125416,True
12503171437,117,964,0.12136929460580913,True
11902166017,116,1079,0.10750695088044486,True
12503148120,116,813,0.14268142681426815,True
12701150414,116,795,0.1459119496855346,True
12503148014,116,655,0.17709923664122137,True
11901165713,116,1090,0.10642201834862386,True
11901135434,116,686,0.16909620991253643,True
12503171605,115,982,0.11710794297352342,True
11901135454,115,554,0.2075812274368231,True
11901135432,115,673,0.17087667161961367,True
11902157407,115,1143,0.10061242344706911,True
12503171311,115,976,0.11782786885245902,True
11904166903,115,889,0.12935883014623173,True
20601149718,114,722,0.15789473684210525,True
21003153521,114,1008,0.1130952380952381,True
12503148407,113,1002,0.11277445109780439,True
12701150434,113,1099,0.10282074613284804,True
12501158703,113,944,0.11970338983050847,True
12503171329,113,930,0.12150537634408602,True
12503148116,113,567,0.19929453262786595,True
12503148327,113,510,0.22156862745098038,True
11902157330,113,865,0.130635838150289,True
12501158230,113,906,0.12472406181015452,True
12503148319,112,824,0.13592233009708737,True
21005124335,112,839,0.133492252681764,True
12003139322,112,716,0.1564245810055866,True
11902136642,112,1113,0.10062893081761007,True
11904166902,112,985,0.11370558375634518,True
12502147815,112,815,0.1374233128834356,True
11901135424,112,713,0.1570827489481066,True
11901136135,112,779,0.14377406931964057,True
21005124721,111,1040,0.10673076923076923,True
21005125002,111,788,0.14086294416243655,True
12504148935,111,682,0.1627565982404692,True
12501158218,111,766,0.14490861618798956,True
12501158217,111,971,0.11431513903192585,True
12503148128,111,930,0.11935483870967742,True
12003139327,110,720,0.1527777777777778,True
12503147910,110,646,0.17027863777089783,True
12501158523,110,803,0.136986301369863,True
11901136110,110,766,0.14360313315926893,True
11904166813,110,941,0.11689691817215728,True
21302134332,109,875,0.12457142857142857,True
12504149305,109,965,0.11295336787564766,True
12503171420,109,997,0.10932798395185557,True
12503171504,109,1052,0.10361216730038023,True
12504158805,109,944,0.11546610169491525,True
21003153522,109,868,0.12557603686635946,True
11901135436,109,689,0.15820029027576196,True
12802153401,109,674,0.16172106824925817,True
11901157107,109,909,0.11991199119911991,True
12703152209,108,799,0.13516896120150187,True
12504171905,108,422,0.2559241706161137,True
11902136719,108,954,0.11320754716981132,True
11901136010,107,919,0.11643090315560392,True
11901157104,107,1006,0.10636182902584493,True
12703159923,107,960,0.11145833333333334,True
12504171904,107,770,0.13896103896103895,True
12504148945,107,905,0.11823204419889503,True
11904166833,107,774,0.13824289405684753,True
11904166806,106,984,0.10772357723577236,True
12503147939,106,719,0.1474269819193324,True
12503171303,106,934,0.11349036402569593,True
11901157236,106,982,0.1079429735234216,True
12501158414,106,872,0.12155963302752294,True
11904166822,106,859,0.12339930151338765,True
12503171447,106,903,0.11738648947951273,True
12503171324,105,774,0.13565891472868216,True
11902136216,105,945,0.1111111111111111,True
21003153535,105,734,0.14305177111716622,True
12503148159,105,836,0.1255980861244019,True
20602111221,104,1022,0.10176125244618395,True
12501158210,104,865,0.12023121387283237,True
11902136703,104,660,0.15757575757575756,True
11901165525,104,468,0.2222222222222222,True
11904166904,104,960,0.10833333333333334,True
12501158608,103,887,0.1161217587373168,True
11502129719,103,791,0.1302149178255373,True
11901165513,103,406,0.2536945812807882,True
11902136231,103,915,0.11256830601092896,True
11904138108,103,702,0.1467236467236467,True
12503147921,103,997,0.10330992978936811,True
11902165904,103,811,0.12700369913686807,True
12003139304,103,786,0.13104325699745548,True
11904167033,103,859,0.119906868451688,True
11902136709,103,775,0.1329032258064516,True
11901135406,103,979,0.10520939734422881,True
12501158506,102,968,0.10537190082644628,True
11903137450,102,567,0.17989417989417988,True
11901135407,102,533,0.19136960600375236,True
11901135401,101,883,0.1143827859569649,True
11902166313,101,912,0.11074561403508772,True
11902136222,101,741,0.13630229419703105,True
11901135451,101,974,0.10369609856262833,True
21005124707,101,651,0.15514592933947774,True
12701150508,101,672,0.15029761904761904,True
11901136022,101,881,0.11464245175936436,True
11902136647,100,546,0.18315018315018314,True
12503148411,100,684,0.14619883040935672,True
12503171313,100,885,0.11299435028248588,True
11901136133,100,909,0.11001100110011001,True
11902136706,100,926,0.1079913606911447,True
12703152229,100,781,0.12804097311139565,True
21005124312,100,975,0.10256410256410256,True
11904166829,100,808,0.12376237623762376,True
11901165603,100,742,0.1347708894878706,True
21003144006,100,804,0.12437810945273632,True
11904166825,100,732,0.1366120218579235,True
11901157114,100,716,0.13966480446927373,True
11903137312,99,729,0.13580246913580246,True
12503148146,99,538,0.18401486988847585,True
21005124719,99,743,0.13324360699865412,True
12501158616,98,899,0.10901001112347053,True
11904166909,98,530,0.18490566037735848,True
11901157232,98,630,0.15555555555555556,True
12503148121,98,415,0.236144578313253,True
12503148422,98,609,0.16091954022988506,True
12503148316,97,729,0.13305898491083676,True
12501158619,97,786,0.12340966921119594,True
11901135411,96,813,0.11808118081180811,True
12703152224,96,910,0.1054945054945055,True
11901136123,96,948,0.10126582278481013,True
12703159908,96,880,0.10909090909090909,True
12503171312,96,831,0.11552346570397112,True
21302134321,96,918,0.10457516339869281,True
11901136116,96,861,0.11149825783972125,True
11902136701,96,812,0.11822660098522167,True
11902136236,95,596,0.1593959731543624,True
11901165805,95,810,0.11728395061728394,True
11902136619,95,543,0.17495395948434622,True
21005124330,95,588,0.16156462585034015,True
12703159921,95,780,0.12179487179487179,True
12703159924,93,633,0.14691943127962084,True
11901135429,93,604,0.15397350993377484,True
12504148933,93,636,0.14622641509433962,True
12703152336,92,897,0.10256410256410256,True
11902136233,92,818,0.11246943765281174,True
12503148003,92,862,0.10672853828306264,True
11904138136,92,736,0.125,True
12502147804,92,831,0.11070998796630566,True
12504171815,92,875,0.10514285714285715,True
12503147941,91,831,0.1095066185318893,True
12701150426,91,725,0.12551724137931033,True
11901135426,91,761,0.11957950065703023,True
21003144008,90,825,0.10909090909090909,True
12504158940,90,610,0.14754098360655737,True
11901157133,90,587,0.15332197614991483,True
11901157117,90,559,0.16100178890876565,True
11901135431,90,775,0.11612903225806452,True
12504171921,90,858,0.1048951048951049,True
20601149722,89,645,0.13798449612403102,True
12503147933,89,498,0.178714859437751,True
21302134314,89,691,0.1287988422575977,True
21302134319,89,851,0.1045828437132785,True
11902136614,88,640,0.1375,True
11901135417,88,813,0.10824108241082411,True
11902136214,88,819,0.10744810744810745,True
12003139409,88,679,0.12960235640648013,True
12503171319,88,775,0.1135483870967742,True
12503171337,88,686,0.1282798833819242,True
11902165901,88,713,0.12342215988779803,True
12003139408,88,711,0.12376933895921238,True
12503171302,87,749,0.11615487316421896,True
12501158412,87,588,0.14795918367346939,True
12701150513,87,845,0.10295857988165681,True
11902136210,86,765,0.11241830065359477,True
21005124301,86,832,0.10336538461538461,True
11904166918,86,593,0.14502529510961215,True
11502129718,85,723,0.11756569847856155,True
12503171501,85,729,0.11659807956104253,True
21005124344,85,616,0.137987012987013,True
11902136646,85,679,0.1251840942562592,True
20902152411,84,703,0.11948790896159317,True
12504171926,83,727,0.11416781292984869,True
11904138021,83,634,0.1309148264984227,True
12503148328,83,682,0.1217008797653959,True
11901157123,82,672,0.12202380952380952,True
11901135405,82,709,0.1156558533145275,True
12703152216,81,685,0.11824817518248175,True
11901157240,81,634,0.1277602523659306,True
21003144009,80,691,0.11577424023154848,True
12503171414,80,564,0.14184397163120568,True
12701150440,80,715,0.11188811188811189,True
