SA1_CODE_2021,England_population,total_population,concentration_ratio,is_cluster
50501107714,427,1155,0.3696969696969697,True
50501107114,426,924,0.461038961038961,True
40701114819,426,1677,0.25402504472271914,True
50201102752,426,1306,0.32618683001531396,True
40201102626,426,1176,0.3622448979591837,True
50705131315,425,1253,0.3391859537110934,True
50705119137,425,1036,0.41023166023166024,True
50503109960,424,910,0.46593406593406594,True
50705131306,424,1790,0.23687150837988827,True
12203169720,424,2513,0.16872264226024672,True
50201102713,423,959,0.4410844629822732,True
40701114823,422,1321,0.3194549583648751,True
50705118821,420,1240,0.3387096774193548,True
50705118718,420,1110,0.3783783783783784,True
50501107105,420,1082,0.38817005545286504,True
50503109936,419,1050,0.39904761904761904,True
50503109938,418,785,0.532484076433121,True
50503109915,416,1209,0.34408602150537637,True
50201102113,416,1904,0.2184873949579832,True
50705118806,415,550,0.7545454545454545,True
50705119131,414,1319,0.31387414708112205,True
50501107921,413,1042,0.3963531669865643,True
50601111612,412,1093,0.37694419030192133,True
50503109948,411,922,0.44577006507592193,True
50503110548,411,784,0.5242346938775511,True
50501107008,410,1957,0.20950434338272866,True
50606114208,409,1774,0.23055242390078917,True
21402137705,408,2176,0.1875,True
50503110509,408,699,0.5836909871244635,True
50201102901,407,619,0.6575121163166397,True
50705118818,407,1163,0.34995700773860705,True
50705119147,406,893,0.45464725643896975,True
50605114032,405,1494,0.2710843373493976,True
40304108615,405,1673,0.242080095636581,True
50201102440,404,1277,0.3163664839467502,True
50705119142,404,1239,0.32606941081517354,True
50902123609,404,1267,0.31886345698500396,True
50705118803,400,1305,0.3065134099616858,True
50705131313,400,729,0.5486968449931413,True
50403105809,400,1615,0.2476780185758514,True
50501107926,400,1088,0.36764705882352944,True
31102130730,398,1138,0.34973637961335674,True
40304117821,397,1156,0.34342560553633217,True
50403106109,395,1998,0.1976976976976977,True
50501107134,394,917,0.4296619411123228,True
40202103512,393,641,0.6131045241809673,True
50501107603,393,927,0.42394822006472493,True
40304108312,392,1116,0.35125448028673834,True
50501107107,392,809,0.484548825710754,True
12201141924,391,1261,0.31007137192704204,True
50705119225,391,1131,0.34571175950486294,True
50503109921,391,1008,0.3878968253968254,True
40701114434,391,1290,0.30310077519379847,True
50902123905,390,1278,0.3051643192488263,True
50101100102,389,2931,0.13271920846127602,True
40304117807,388,1236,0.313915857605178,True
50705118807,388,1247,0.3111467522052927,True
50503110541,388,806,0.4813895781637717,True
50501107118,388,1351,0.2871946706143597,True
40701114411,386,826,0.46731234866828086,True
50503109944,385,1182,0.3257191201353638,True
50201102205,385,1463,0.2631578947368421,True
50501107902,385,945,0.4074074074074074,True
31305138009,384,1552,0.24742268041237114,True
50605113930,384,719,0.5340751043115438,True
50501107123,383,1024,0.3740234375,True
31605143524,381,2841,0.1341077085533263,True
50503109949,381,1466,0.2598908594815825,True
50705118805,380,1111,0.342034203420342,True
50503110546,379,684,0.554093567251462,True
11703164706,379,2143,0.17685487634157723,True
50503110549,378,707,0.5346534653465347,True
50705119015,378,1063,0.35559736594543745,True
50605114006,377,1046,0.3604206500956023,True
31607154702,377,2232,0.1689068100358423,True
50501107522,376,1422,0.26441631504922647,True
50503125816,376,1620,0.23209876543209876,True
11703164818,375,1882,0.19925611052072265,True
50501107602,375,762,0.4921259842519685,True
21402137929,374,1716,0.21794871794871795,True
50503110520,374,843,0.44365361803084225,True
40304108903,373,1399,0.2666190135811294,True
40304117812,371,874,0.4244851258581236,True
50902123920,370,1511,0.24487094639311713,True
50503110019,370,874,0.4233409610983982,True
50601111055,370,751,0.49267643142476697,True
50501108326,369,1263,0.2921615201900237,True
50705119118,369,1155,0.3194805194805195,True
12201141945,369,1156,0.31920415224913495,True
50705119129,368,1517,0.24258404746209625,True
40304117719,368,1263,0.2913697545526524,True
50604113405,368,718,0.5125348189415042,True
50705119134,368,916,0.4017467248908297,True
50601111514,368,1079,0.3410565338276182,True
50702116634,367,1764,0.20804988662131518,True
50501107228,367,1222,0.30032733224222585,True
31601141438,366,3108,0.11776061776061776,True
50501107101,366,816,0.4485294117647059,True
50402105305,366,1218,0.30049261083743845,True
40205105424,365,1314,0.2777777777777778,True
50501107732,364,1027,0.35443037974683544,True
50501107724,364,921,0.3952225841476656,True
50503110508,364,729,0.4993141289437586,True
50201102830,363,1321,0.2747918243754731,True
40202103206,363,910,0.3989010989010989,True
50501107122,363,821,0.44214372716199757,True
50601111033,362,1177,0.30756159728122345,True
50503125814,361,1544,0.2338082901554404,True
50201102211,361,1370,0.2635036496350365,True
50606114404,361,844,0.4277251184834123,True
50201102214,361,1372,0.2631195335276968,True
50701115808,360,1260,0.2857142857142857,True
50705131307,360,1421,0.2533427163969036,True
50503110719,359,1103,0.3254759746146872,True
31601141519,359,3500,0.10257142857142858,True
10201104121,358,2063,0.1735336888027145,True
50702116610,358,1512,0.23677248677248677,True
50403106814,357,832,0.42908653846153844,True
50604113535,357,3346,0.10669456066945607,True
50705119218,357,1921,0.18584070796460178,True
31905152502,357,2347,0.15210907541542396,True
50601111521,357,718,0.4972144846796657,True
50501107706,355,933,0.3804930332261522,True
50201102815,355,1069,0.33208606173994387,True
11401127944,354,1259,0.2811755361397935,True
12202169112,354,2029,0.1744701823558403,True
50501107132,354,812,0.43596059113300495,True
50501107205,353,1346,0.262258543833581,True
50501107510,353,1382,0.25542691751085383,True
40304107210,352,1510,0.23311258278145697,True
50705118717,352,868,0.4055299539170507,True
50503110730,352,1162,0.3029259896729776,True
50501107102,352,831,0.42358604091456076,True
50503110553,351,659,0.5326251896813353,True
50501107725,351,866,0.4053117782909931,True
50705119212,351,1611,0.21787709497206703,True
30907125239,351,1464,0.23975409836065573,True
50503110522,350,1261,0.2775574940523394,True
50501107731,350,821,0.42630937880633374,True
50503110707,350,1117,0.3133393017009848,True
31301136205,350,1255,0.2788844621513944,True
50503110732,349,911,0.38309549945115257,True
50503109906,349,967,0.3609100310237849,True
30907155420,349,1431,0.24388539482879107,True
30102101208,349,1363,0.25605282465150403,True
50501107823,348,1211,0.28736581337737405,True
30907125235,348,1234,0.2820097244732577,True
50503110540,347,625,0.5552,True
50503110735,347,660,0.5257575757575758,True
50705119305,347,931,0.3727175080558539,True
50705119220,346,1112,0.31115107913669066,True
50705119125,346,817,0.423500611995104,True
30903124014,346,1435,0.24111498257839722,True
40304117707,345,1298,0.2657935285053929,True
40701114822,345,1108,0.31137184115523464,True
50201102721,344,1099,0.3130118289353958,True
40304108417,344,1512,0.2275132275132275,True
50705131316,344,1153,0.2983521248915872,True
50501107703,344,894,0.38478747203579416,True
50703116908,343,1147,0.2990409764603313,True
50503110544,343,730,0.46986301369863015,True
50501107736,342,1182,0.2893401015228426,True
50501108321,341,823,0.41433778857837184,True
50501107007,341,1135,0.3004405286343612,True
50503125512,341,931,0.36627282491944146,True
50705119148,340,701,0.48502139800285304,True
50705131342,339,974,0.3480492813141684,True
21402138233,338,1591,0.21244500314267756,True
40701114814,338,1139,0.2967515364354697,True
11203125441,338,951,0.35541535226077814,True
11703133048,337,2300,0.14652173913043479,True
12201141922,337,1248,0.27003205128205127,True
50501107833,337,1261,0.26724821570182394,True
11801134018,336,1309,0.25668449197860965,True
50403106104,336,1855,0.1811320754716981,True
50705118604,336,1084,0.30996309963099633,True
50705131322,336,1070,0.31401869158878504,True
50201102104,336,1560,0.2153846153846154,True
50503110737,336,814,0.41277641277641275,True
21401137444,335,2832,0.1182909604519774,True
31401138713,335,1823,0.18376302797586397,True
31304137314,335,1341,0.24981357196122297,True
50503130621,335,1043,0.3211888782358581,True
50501107723,334,1118,0.29874776386404295,True
31608154901,334,1495,0.2234113712374582,True
50705118816,334,973,0.3432682425488181,True
30102100809,334,1360,0.24558823529411763,True
40701114813,334,1352,0.2470414201183432,True
40205105512,334,1324,0.25226586102719034,True
40304108920,333,1621,0.2054287476866132,True
50705119002,332,1152,0.2881944444444444,True
50503110029,332,745,0.44563758389261743,True
50503125514,332,807,0.4114002478314746,True
50503125540,332,863,0.3847045191193511,True
11203125014,332,758,0.43799472295514513,True
31301136348,331,1142,0.28984238178633975,True
12203142948,331,1561,0.21204356181934658,True
40304107222,330,1079,0.30583873957367935,True
50605114019,330,972,0.3395061728395062,True
50701115207,330,1295,0.2548262548262548,True
11801134012,330,1343,0.2457185405807893,True
31601141628,330,1126,0.29307282415630553,True
31304137348,330,986,0.33468559837728196,True
50503130629,329,1253,0.26256983240223464,True
50403130027,329,692,0.4754335260115607,True
50705119206,329,961,0.34235171696149846,True
30402108605,329,1179,0.27905004240882103,True
50705118814,329,1227,0.26813365933170336,True
50501107511,329,1031,0.31910766246362754,True
31103131131,329,1029,0.3197278911564626,True
40302106011,328,1124,0.2918149466192171,True
50501107412,328,1492,0.21983914209115282,True
50601111615,328,1631,0.20110361741263028,True
31605143519,327,1364,0.23973607038123168,True
50501107722,326,810,0.4024691358024691,True
31607154528,326,1052,0.30988593155893535,True
50605114024,326,1056,0.3087121212121212,True
50705118810,326,1134,0.2874779541446208,True
40304117709,325,1568,0.2072704081632653,True
31605143415,325,1293,0.251353441608662,True
50201102406,325,1116,0.29121863799283154,True
40304117818,325,837,0.38829151732377537,True
50501107604,325,823,0.39489671931956255,True
50503109945,325,1005,0.32338308457711445,True
11802157021,325,1484,0.21900269541778974,True
50503130610,324,1021,0.31733594515181196,True
50705118831,324,1144,0.28321678321678323,True
50503130634,324,1161,0.27906976744186046,True
21402159122,324,1667,0.1943611277744451,True
40304117803,323,1044,0.30938697318007663,True
50702116608,323,1319,0.244882486732373,True
31602142105,323,2231,0.14477812640071716,True
50501107112,322,820,0.3926829268292683,True
50705119011,322,1032,0.312015503875969,True
50402105020,322,1061,0.30348727615457116,True
50201102746,322,1864,0.17274678111587982,True
40205105423,321,1414,0.22701555869872703,True
10201103418,321,1383,0.23210412147505424,True
31605154406,320,1052,0.3041825095057034,True
50503125520,319,833,0.382953181272509,True
31602142124,319,1236,0.2580906148867314,True
50605114034,318,1228,0.25895765472312704,True
21402159110,318,1426,0.22300140252454417,True
50705119325,317,1123,0.28227960819234194,True
50501108325,317,910,0.34835164835164834,True
31602158120,316,1737,0.18192285549798504,True
50501107223,316,1055,0.2995260663507109,True
50705119003,316,958,0.3298538622129436,True
50503125527,316,975,0.3241025641025641,True
11802157015,315,1507,0.2090245520902455,True
31603142735,315,2112,0.14914772727272727,True
50103101703,315,1407,0.22388059701492538,True
31305157506,315,1515,0.2079207920792079,True
50503130603,314,1356,0.23156342182890854,True
50501107226,314,1093,0.28728270814272644,True
12201141839,314,1150,0.27304347826086955,True
50704118213,314,2253,0.13936972924988902,True
30102100706,313,1517,0.2063282794990112,True
30903123920,313,1665,0.187987987987988,True
50601130711,313,1847,0.16946399566865186,True
50501108022,313,867,0.36101499423298733,True
50705119119,313,778,0.4023136246786632,True
50501107901,313,921,0.33984799131378934,True
50201102526,313,1131,0.27674624226348365,True
50503109913,313,753,0.4156706507304117,True
12203143029,313,1392,0.22485632183908047,True
50403106615,312,1440,0.21666666666666667,True
21402138114,312,1096,0.2846715328467153,True
12201141921,312,1160,0.2689655172413793,True
50705118734,312,1050,0.29714285714285715,True
40701114827,312,1085,0.28755760368663597,True
12202142111,311,1210,0.25702479338842976,True
12203169642,311,1202,0.25873544093178036,True
50101100328,311,1870,0.1663101604278075,True
50705119123,311,613,0.5073409461663948,True
50503130618,310,936,0.3311965811965812,True
50501107129,310,730,0.4246575342465753,True
12201141936,310,1199,0.2585487906588824,True
50501107512,310,1132,0.27385159010600707,True
50705118811,310,1189,0.2607232968881413,True
50501108302,309,995,0.31055276381909547,True
50201102116,309,1503,0.2055888223552894,True
11402128901,309,1417,0.2180663373323924,True
40304107227,308,988,0.3117408906882591,True
50503110723,308,1108,0.2779783393501805,True
12202142030,308,1377,0.22367465504720407,True
12201141947,307,1148,0.26742160278745647,True
50502109216,307,1795,0.17103064066852366,True
50503110731,307,884,0.34728506787330315,True
50401104429,307,1296,0.2368827160493827,True
40701114804,307,1083,0.283471837488458,True
50605114016,307,1594,0.19259723964868256,True
31601141303,307,1215,0.25267489711934155,True
50702116503,306,1537,0.19908913467794404,True
40205105502,306,1127,0.27151730257320317,True
50503130602,305,972,0.31378600823045266,True
50301103611,305,1696,0.17983490566037735,True
50705131303,305,1095,0.2785388127853881,True
50501107501,305,1169,0.2609067579127459,True
50501108317,305,870,0.3505747126436782,True
50501107721,305,1010,0.30198019801980197,True
31904152117,304,1740,0.17471264367816092,True
50501107416,304,1391,0.21854780733285406,True
31601141631,304,1250,0.2432,True
50502108941,304,1248,0.24358974358974358,True
50503125535,303,962,0.31496881496881496,True
50501108020,303,884,0.3427601809954751,True
40304107325,303,1364,0.2221407624633431,True
50702116513,303,1330,0.22781954887218045,True
50201102505,303,1121,0.27029438001784123,True
50705118832,302,916,0.3296943231441048,True
50402105335,302,1109,0.2723174030658251,True
50503109956,302,878,0.3439635535307517,True
50705131324,302,1253,0.24102154828411812,True
50201102708,302,1187,0.2544229149115417,True
11802165129,302,1061,0.2846371347785108,True
50501107127,302,771,0.39169909208819714,True
50503110733,301,920,0.32717391304347826,True
40304108419,301,1279,0.23534010946051603,True
50501107113,301,839,0.35876042908224076,True
50501107128,300,669,0.4484304932735426,True
50501107727,300,1021,0.2938295788442703,True
50705119204,300,979,0.30643513789581206,True
50201102102,300,981,0.3058103975535168,True
50101129439,300,1075,0.27906976744186046,True
10202105021,299,1520,0.19671052631578947,True
31305137910,299,2267,0.13189236876929863,True
50605114028,299,779,0.38382541720154045,True
50601111603,299,983,0.3041709053916582,True
50503110026,298,694,0.42939481268011526,True
40304117712,298,1176,0.2534013605442177,True
50403106829,298,1584,0.18813131313131312,True
50503125804,298,673,0.4427934621099554,True
50503125518,298,711,0.4191279887482419,True
40202103121,298,1202,0.24792013311148087,True
50403130005,297,863,0.34414831981460026,True
11801134114,297,940,0.3159574468085106,True
50702116410,297,1304,0.227760736196319,True
40304107424,297,1115,0.2663677130044843,True
50705131344,297,1456,0.20398351648351648,True
50702116515,297,1307,0.2272379495026779,True
50503110011,297,1148,0.2587108013937282,True
50501107712,296,843,0.35112692763938314,True
31701145938,296,2093,0.14142379359770665,True
31605143509,296,1092,0.27106227106227104,True
30906124718,296,895,0.3307262569832402,True
50503110727,295,613,0.4812398042414356,True
50503110504,295,573,0.5148342059336823,True
40304108020,295,1257,0.2346857597454256,True
12201141832,295,1103,0.26745240253853125,True
50501107910,295,984,0.2997967479674797,True
50503130318,295,1373,0.21485797523670794,True
50705118835,295,1219,0.24200164068908941,True
21402138217,295,1434,0.20571827057182707,True
12201141905,294,1152,0.2552083333333333,True
40304117811,294,1081,0.2719703977798335,True
50705119217,294,1436,0.20473537604456823,True
40202103020,294,769,0.3823146944083225,True
50604113505,294,1399,0.21015010721944247,True
40301105613,294,1221,0.24078624078624078,True
10201104312,294,1373,0.21412964311726146,True
50607114726,294,1444,0.203601108033241,True
12301143302,294,1349,0.21793921423276502,True
12201141808,293,1166,0.25128644939965694,True
50402105421,293,1090,0.26880733944954127,True
12002138906,293,1108,0.2644404332129964,True
50503110008,293,1158,0.25302245250431776,True
50501107821,293,1043,0.2809204218600192,True
21105127837,292,964,0.3029045643153527,True
30101100625,292,1321,0.2210446631339894,True
50201102438,292,753,0.38778220451527223,True
40304108904,292,1371,0.21298322392414296,True
12201141806,292,1318,0.22154779969650987,True
31606144004,292,1570,0.1859872611464968,True
31603142627,291,1028,0.2830739299610895,True
50501107719,291,1481,0.19648885887913572,True
40202103518,291,957,0.30407523510971785,True
50201102812,291,1606,0.18119551681195517,True
30102101305,291,1406,0.2069701280227596,True
50201102304,291,1085,0.26820276497695855,True
50501107520,291,1540,0.18896103896103897,True
20502108605,291,1569,0.18546845124282982,True
30907125107,290,1554,0.1866151866151866,True
40701114708,290,1785,0.16246498599439776,True
50403106813,290,878,0.33029612756264237,True
50501108005,290,914,0.3172866520787746,True
50705131347,290,1559,0.1860166773572803,True
40302105928,290,893,0.3247480403135498,True
50501108314,290,1021,0.2840352595494613,True
50501107715,290,680,0.4264705882352941,True
40601113662,290,1036,0.2799227799227799,True
50705118720,290,772,0.3756476683937824,True
21402138137,289,1179,0.24512298558100085,True
50501107014,289,1247,0.23175621491579793,True
50501107912,289,924,0.31277056277056275,True
40304117801,289,1066,0.27110694183864914,True
50201102417,289,1147,0.25196163905841323,True
50501107216,289,1271,0.22738001573564123,True
11802165103,289,1243,0.2325020112630732,True
50503110537,289,850,0.34,True
50705131312,289,877,0.3295324971493729,True
50705119326,289,1011,0.2858555885262117,True
50701115906,289,1031,0.28031037827352084,True
50605114026,289,910,0.31758241758241756,True
50503110010,289,1209,0.23904052936311002,True
50705131222,289,582,0.4965635738831615,True
40701114908,288,1220,0.2360655737704918,True
21402138229,288,1546,0.18628719275549807,True
50601111421,288,858,0.3356643356643357,True
50501107803,288,908,0.31718061674008813,True
40701114428,287,975,0.29435897435897435,True
50501107126,287,708,0.4053672316384181,True
50201102420,287,734,0.391008174386921,True
50503110108,287,991,0.289606458123108,True
50705119228,287,779,0.3684210526315789,True
50606114413,287,825,0.3478787878787879,True
31607154705,287,1600,0.179375,True
50705119025,287,1097,0.26162260711030083,True
21402159205,286,1425,0.2007017543859649,True
50705131332,286,722,0.3961218836565097,True
40302105929,286,1001,0.2857142857142857,True
30905124510,286,2177,0.13137344970142398,True
30502111409,286,1921,0.14888079125455492,True
50601111512,286,780,0.36666666666666664,True
30907125118,285,1612,0.17679900744416874,True
50605114114,285,886,0.3216704288939052,True
50503125536,285,825,0.34545454545454546,True
50503110135,285,961,0.29656607700312176,True
50705119149,285,1270,0.22440944881889763,True
50201102816,285,975,0.2923076923076923,True
50606114238,285,960,0.296875,True
50601111508,285,888,0.32094594594594594,True
50705119008,285,1144,0.2491258741258741,True
40205105016,285,1136,0.25088028169014087,True
40401109201,285,1471,0.1937457511896669,True
10202104713,284,1569,0.1810070108349267,True
50501107409,284,1069,0.2656688493919551,True
30102100726,284,1399,0.20300214438884917,True
50702116609,284,1077,0.26369545032497677,True
31601141315,284,1069,0.2656688493919551,True
50501108015,284,584,0.4863013698630137,True
50503110531,284,910,0.3120879120879121,True
11801133923,284,1436,0.1977715877437326,True
50301103314,284,1708,0.16627634660421545,True
50503109943,284,960,0.29583333333333334,True
50606114312,284,1678,0.16924910607866508,True
12202142024,284,1329,0.21369450714823177,True
40304107720,283,1209,0.23407775020678245,True
40304117721,283,867,0.3264129181084198,True
50503125541,283,875,0.32342857142857145,True
40304107809,282,1174,0.2402044293015332,True
31602158126,282,849,0.3321554770318021,True
50601111407,282,832,0.3389423076923077,True
30902123415,282,2422,0.11643270024772914,True
50503109952,282,890,0.31685393258426964,True
50705119224,282,790,0.3569620253164557,True
30906124804,282,1198,0.2353923205342237,True
50402105013,281,1067,0.2633552014995314,True
50503125807,281,648,0.43364197530864196,True
50201102809,281,965,0.2911917098445596,True
30907155308,281,1860,0.1510752688172043,True
50503110734,281,687,0.4090247452692867,True
50501108331,281,582,0.48281786941580757,True
50705118605,280,1122,0.24955436720142601,True
21402159203,280,1050,0.26666666666666666,True
50201102433,280,1254,0.22328548644338117,True
40304108801,280,760,0.3684210526315789,True
30907125310,280,1072,0.26119402985074625,True
50503125812,280,858,0.32634032634032634,True
50501107513,280,1145,0.2445414847161572,True
31301136351,280,1174,0.23850085178875638,True
12201141934,279,1039,0.2685274302213667,True
50402105015,279,1184,0.23564189189189189,True
12202142017,279,1342,0.20789865871833085,True
50201102421,279,968,0.2882231404958678,True
11801134033,279,1163,0.23989681857265693,True
12202142028,279,1057,0.2639545884578997,True
40304107239,279,962,0.29002079002079,True
12203142951,279,2239,0.12460920053595355,True
50705118827,279,747,0.37349397590361444,True
50501107220,279,1119,0.24932975871313673,True
50201102437,278,892,0.3116591928251121,True
50501108121,278,959,0.28988529718456724,True
50705131321,278,1112,0.25,True
21204156418,278,995,0.2793969849246231,True
50403106815,278,871,0.31917336394948337,True
11801133934,278,1226,0.2267536704730832,True
10201103103,278,918,0.3028322440087146,True
10603112541,278,1677,0.1657722122838402,True
40304108308,278,1289,0.2156710628394104,True
40304107415,278,874,0.3180778032036613,True
40302105908,278,716,0.388268156424581,True
50503125522,278,683,0.40702781844802344,True
50705131301,278,1360,0.20441176470588235,True
50503109950,277,762,0.36351706036745407,True
50501107915,277,1003,0.2761714855433699,True
20605113034,277,1801,0.1538034425319267,True
50705119007,277,1291,0.21456235476374902,True
50201102740,277,1249,0.22177742193755004,True
11801134004,277,1170,0.23675213675213674,True
50705131320,277,835,0.3317365269461078,True
50201102410,277,929,0.2981700753498385,True
50501108002,277,657,0.4216133942161339,True
50705131326,276,1188,0.23232323232323232,True
50503130616,276,1272,0.2169811320754717,True
50705119156,276,1281,0.2154566744730679,True
50501107728,276,678,0.40707964601769914,True
31001127203,275,1367,0.2011704462326262,True
30601113925,275,1117,0.24619516562220234,True
12203143006,275,1356,0.2028023598820059,True
11801134031,275,1129,0.24357838795394154,True
50705118830,275,950,0.2894736842105263,True
50201102407,275,952,0.28886554621848737,True
50503109940,275,982,0.280040733197556,True
12202142109,275,1378,0.1995645863570392,True
50705118815,275,968,0.2840909090909091,True
40205105436,275,1315,0.20912547528517111,True
12201141912,274,971,0.282183316168898,True
50705119109,274,993,0.2759315206445116,True
50605114126,274,993,0.2759315206445116,True
50503110708,274,1107,0.24751580849141824,True
40304117805,274,803,0.3412204234122042,True
