SA1_CODE_2021,Iraq_population,total_population,concentration_ratio,is_cluster
12702152016,201,773,0.26002587322121606,True
12702151926,200,870,0.22988505747126436,True
21005144553,199,934,0.21306209850107066,True
21005124207,199,1051,0.18934348239771645,True
12701159313,199,582,0.34192439862542956,True
10402108529,198,1094,0.1809872029250457,True
21005154424,196,993,0.1973816717019134,True
21005144221,195,732,0.26639344262295084,True
12702151404,194,516,0.375968992248062,True
12702151401,194,502,0.38645418326693226,True
20904143708,194,1605,0.12087227414330218,True
12703159916,194,907,0.21389195148842338,True
12701159408,193,986,0.19574036511156187,True
21005124708,193,916,0.21069868995633187,True
12701159714,192,539,0.3562152133580705,True
12703159921,191,780,0.24487179487179486,True
11001118618,191,1174,0.16269165247018738,True
12701159409,191,869,0.21979286536248563,True
21005154307,190,925,0.20540540540540542,True
12702151038,190,662,0.28700906344410876,True
12701159412,190,1059,0.1794145420207743,True
12703173222,190,509,0.37328094302554027,True
21005124329,190,945,0.20105820105820105,True
12701172806,190,1397,0.13600572655690765,True
12703173122,188,568,0.33098591549295775,True
21005154413,188,743,0.253028263795424,True
12701159305,187,1140,0.16403508771929826,True
21005124715,186,1324,0.1404833836858006,True
12702151902,186,756,0.24603174603174602,True
21005124723,186,1203,0.1546134663341646,True
12702151220,186,1659,0.11211573236889692,True
12702150937,185,1435,0.1289198606271777,True
21005124711,185,1022,0.18101761252446183,True
21005154529,185,663,0.2790346907993967,True
12701159522,184,868,0.2119815668202765,True
12702152010,184,917,0.20065430752453653,True
21005154417,184,918,0.20043572984749455,True
12701159301,183,1086,0.1685082872928177,True
21005124326,182,792,0.2297979797979798,True
12702150918,182,678,0.26843657817109146,True
12703152208,182,1009,0.18037661050545095,True
12703152214,182,1061,0.17153628652214892,True
12701159312,181,1019,0.17762512266928362,True
12503148027,181,1098,0.16484517304189436,True
31403139408,181,1453,0.12456985547143841,True
12703159905,180,945,0.19047619047619047,True
21005154315,179,1033,0.1732817037754114,True
12702151935,179,575,0.31130434782608696,True
21005124701,178,1064,0.16729323308270677,True
11603131719,178,1161,0.1533161068044789,True
21005154531,178,614,0.2899022801302932,True
10402108528,177,1031,0.1716779825412221,True
12703152219,177,1151,0.15377932232841007,True
21005154325,177,882,0.20068027210884354,True
12702150938,176,957,0.1839080459770115,True
11701132328,175,998,0.17535070140280562,True
12702151514,175,646,0.2708978328173375,True
12703173108,175,1263,0.13855898653998416,True
12702151637,175,761,0.22996057818659657,True
12701159510,174,1008,0.17261904761904762,True
12701159405,172,621,0.27697262479871176,True
31701145625,172,1051,0.1636536631779258,True
21005124222,171,946,0.18076109936575052,True
12702151540,171,705,0.2425531914893617,True
21005144223,171,932,0.1834763948497854,True
12701159520,171,808,0.21163366336633663,True
21005144547,171,843,0.20284697508896798,True
12702150914,170,1249,0.13610888710968774,True
21005124716,170,918,0.18518518518518517,True
21005154219,170,871,0.19517795637198623,True
21005124314,170,1232,0.137987012987013,True
21005154414,169,693,0.24386724386724387,True
12701159724,169,772,0.2189119170984456,True
12701159307,169,805,0.20993788819875778,True
12703159911,168,1072,0.15671641791044777,True
12702150903,168,919,0.18280739934711643,True
12703173214,168,951,0.17665615141955837,True
12701159743,167,785,0.21273885350318472,True
12701150438,167,1622,0.1029593094944513,True
21005144550,167,1193,0.1399832355406538,True
21005124218,166,1466,0.11323328785811733,True
21005124209,166,1197,0.13868003341687551,True
12701159514,166,968,0.17148760330578514,True
12703173107,165,764,0.21596858638743455,True
12702150911,165,1087,0.15179392824287027,True
12701159309,165,772,0.21373056994818654,True
21005144219,164,1141,0.1437335670464505,True
21005144516,164,1019,0.16094210009813542,True
20904143753,164,1130,0.14513274336283186,True
12702152024,164,1226,0.13376835236541598,True
12701159737,163,594,0.27441077441077444,True
21005124717,163,1012,0.16106719367588934,True
21005144329,163,1128,0.14450354609929078,True
12703152217,162,727,0.22283356258596973,True
12302170305,162,1271,0.12745869394177814,True
11603131721,162,1169,0.13857998289136014,True
21005124725,161,1327,0.12132629992464206,True
12701159430,161,510,0.3156862745098039,True
21005154418,161,963,0.1671858774662513,True
21005124318,160,1074,0.148975791433892,True
12702150907,160,1104,0.14492753623188406,True
21005124319,159,827,0.19226118500604594,True
11603131756,159,930,0.17096774193548386,True
12703152230,159,1044,0.15229885057471265,True
21005154525,159,578,0.2750865051903114,True
12703173208,157,645,0.2434108527131783,True
12702151502,157,824,0.19053398058252427,True
12703159908,157,880,0.1784090909090909,True
12701159720,157,1039,0.15110683349374399,True
21005124317,157,988,0.15890688259109312,True
12702151537,156,614,0.254071661237785,True
21005124301,156,832,0.1875,True
12703152206,156,1211,0.12881915772089184,True
21005154310,156,724,0.2154696132596685,True
11603131731,155,1132,0.13692579505300354,True
21005124705,155,908,0.17070484581497797,True
12701159616,155,1204,0.1287375415282392,True
12701159613,155,1132,0.13692579505300354,True
31701144623,154,984,0.1565040650406504,True
12702152017,153,1175,0.1302127659574468,True
31701145320,153,1344,0.11383928571428571,True
21005144119,153,944,0.1620762711864407,True
21005144213,152,946,0.160676532769556,True
21005144312,152,790,0.19240506329113924,True
12703173121,152,850,0.17882352941176471,True
12701159415,152,875,0.1737142857142857,True
12701159604,152,691,0.2199710564399421,True
21005154213,152,743,0.20457604306864063,True
12703173014,152,1190,0.12773109243697478,True
21005144214,151,800,0.18875,True
12702150906,151,1034,0.14603481624758222,True
11603131703,151,998,0.15130260521042085,True
12702150923,151,727,0.2077028885832187,True
21005154316,150,872,0.1720183486238532,True
12702151720,150,521,0.28790786948176583,True
20904143727,150,1477,0.1015572105619499,True
12703152210,150,1236,0.12135922330097088,True
12702151713,150,681,0.22026431718061673,True
21005124338,150,495,0.30303030303030304,True
12701159423,150,721,0.20804438280166435,True
12701159721,149,817,0.18237454100367198,True
11001118632,149,899,0.1657397107897664,True
12701159507,148,501,0.2954091816367265,True
20904143729,148,880,0.16818181818181818,True
11603131718,148,919,0.16104461371055495,True
12702150939,148,981,0.15086646279306828,True
21005154412,147,748,0.196524064171123,True
12701159736,147,684,0.2149122807017544,True
12703173209,147,516,0.28488372093023256,True
21005124718,147,1033,0.14230396902226525,True
12702151335,147,1381,0.10644460535843592,True
12702151539,147,709,0.2073342736248237,True
12701159511,147,942,0.15605095541401273,True
11303126928,147,1007,0.14597815292949354,True
21005144229,146,708,0.2062146892655367,True
12701150417,146,835,0.17485029940119762,True
12702152020,146,1048,0.13931297709923665,True
12702151715,146,779,0.18741976893453144,True
11001118638,145,967,0.1499482936918304,True
12703152225,145,1261,0.11498810467882632,True
31701145413,145,892,0.1625560538116592,True
12703159922,145,1102,0.13157894736842105,True
12701159515,145,1009,0.14370664023785926,True
21603159402,144,1202,0.11980033277870217,True
31105132604,144,1401,0.10278372591006424,True
12703159925,144,1122,0.12834224598930483,True
12702151419,144,745,0.19328859060402684,True
12702151228,144,1190,0.12100840336134454,True
12703173136,143,1073,0.13327120223671948,True
12701159729,143,843,0.16963226571767498,True
11603131730,143,1020,0.14019607843137255,True
12703160116,143,805,0.17763975155279504,True
21005154405,143,814,0.17567567567567569,True
21005154314,142,1074,0.13221601489757914,True
11303126938,142,781,0.18181818181818182,True
12703173226,142,557,0.25493716337522443,True
12701172820,141,719,0.19610570236439498,True
12701159427,141,593,0.23777403035413153,True
30204104140,141,1180,0.11949152542372882,True
12302170306,140,1397,0.10021474588403723,True
12503148026,140,1208,0.11589403973509933,True
12701159618,140,1057,0.13245033112582782,True
12703173133,139,794,0.17506297229219145,True
12701150406,139,1272,0.10927672955974843,True
12701159726,139,888,0.15653153153153154,True
12503148017,138,974,0.14168377823408623,True
21005154415,138,851,0.16216216216216217,True
21005124203,138,1004,0.13745019920318724,True
12702151044,137,949,0.14436248682824027,True
31701145403,137,446,0.3071748878923767,True
31701145604,137,874,0.15675057208237986,True
21005124324,137,748,0.18315508021390375,True
31701145317,136,1144,0.11888111888111888,True
12703152223,136,1043,0.13039309683604985,True
10402108508,136,732,0.18579234972677597,True
12701159512,136,1176,0.11564625850340136,True
11603131710,136,1054,0.12903225806451613,True
12702150920,136,1205,0.11286307053941909,True
12701159422,136,592,0.22972972972972974,True
12702151216,136,899,0.15127919911012236,True
21005154203,136,858,0.1585081585081585,True
21005124328,135,855,0.15789473684210525,True
12702151337,135,1315,0.10266159695817491,True
21005144552,134,1250,0.1072,True
12503148025,134,1072,0.125,True
12701159416,134,665,0.20150375939849624,True
12702152005,134,683,0.19619326500732065,True
21005144220,133,804,0.1654228855721393,True
20904143747,133,1148,0.11585365853658537,True
12703173218,133,861,0.15447154471544716,True
12503148024,132,1252,0.10543130990415335,True
21005124327,132,1104,0.11956521739130435,True
12302170313,132,993,0.13293051359516617,True
12701150439,132,1158,0.11398963730569948,True
20904143734,132,1223,0.10793131643499591,True
21005124340,131,939,0.1395101171458999,True
21005124710,131,893,0.14669652855543114,True
12702151806,131,793,0.16519546027742749,True
12702151721,131,508,0.2578740157480315,True
12501158210,131,865,0.15144508670520232,True
31701144621,131,1241,0.10556003223207092,True
12701159513,131,823,0.1591737545565006,True
21005154313,131,741,0.1767881241565452,True
12703152202,130,1082,0.12014787430683918,True
50502108531,130,1066,0.12195121951219512,True
21005154411,130,686,0.18950437317784258,True
21005144509,130,939,0.13844515441959532,True
12701159722,130,1179,0.1102629346904156,True
12703173213,130,507,0.2564102564102564,True
21005144311,130,619,0.210016155088853,True
12702150901,129,424,0.30424528301886794,True
12701159404,128,1219,0.10500410172272355,True
12701159517,128,914,0.1400437636761488,True
31701145924,128,948,0.1350210970464135,True
11603131702,128,1098,0.11657559198542805,True
12703152224,127,910,0.13956043956043956,True
31701145309,127,1076,0.11802973977695168,True
11303126731,127,838,0.1515513126491647,True
21005144548,127,618,0.20550161812297735,True
21005124225,127,1235,0.10283400809716599,True
31701145629,126,946,0.1331923890063425,True
12703173118,126,932,0.1351931330472103,True
12703173315,126,894,0.14093959731543623,True
11001118642,126,1130,0.11150442477876106,True
12701159706,125,832,0.1502403846153846,True
21005124628,125,861,0.14518002322880372,True
21005144316,125,792,0.15782828282828282,True
50502108543,124,823,0.15066828675577157,True
21005124211,124,937,0.13233724653148346,True
12702151039,124,629,0.1971383147853736,True
21005144113,123,691,0.17800289435600578,True
21005144522,123,800,0.15375,True
12701150415,123,912,0.13486842105263158,True
12703159910,123,535,0.22990654205607478,True
12702150919,123,1055,0.11658767772511848,True
12701159723,123,1217,0.10106820049301561,True
12701159311,123,771,0.15953307392996108,True
11303126915,122,881,0.13847900113507378,True
11001118643,122,1003,0.12163509471585245,True
12702150929,122,960,0.12708333333333333,True
12702151803,122,966,0.12629399585921325,True
21005154422,122,532,0.22932330827067668,True
21005124712,121,869,0.13924050632911392,True
12702151219,121,775,0.15612903225806452,True
11303126939,120,790,0.1518987341772152,True
50502108535,120,1007,0.11916583912611718,True
12702151012,120,602,0.19933554817275748,True
21005144201,120,1091,0.10999083409715857,True
12703173001,119,898,0.13251670378619154,True
12702150912,119,916,0.1299126637554585,True
12702151348,119,611,0.19476268412438624,True
31701145318,119,734,0.16212534059945505,True
12503148019,119,843,0.14116251482799524,True
21005144112,119,1006,0.11829025844930417,True
21005144106,118,949,0.12434141201264488,True
12703173219,118,991,0.11907164480322906,True
21005144537,118,729,0.16186556927297668,True
12702152009,118,1105,0.10678733031674208,True
