SA1_CODE_2021,Malaysia_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
21204131740,211,1131,0.1865605658709107,True,366,1517,1687,3.1,0.2169531713100178,0.2075144772240208,Affordable,Affordable
20703116357,211,1524,0.1384514435695538,True,411,1538,1051,1.8,0.3910561370123692,0.3377003586328039,Moderately_Affordable,Moderately_Affordable
21101125435,209,792,0.2638888888888889,True,471,2300,2616,3.1,0.18004587155963303,0.20289343683839098,Affordable,Affordable
50603112923,209,1281,0.16315378610460576,True,440,2167,1954,2.9,0.22517911975435004,0.255924730336194,Affordable,Affordable
50603112825,209,1083,0.19298245614035087,True,355,1700,1769,2.5,0.2006783493499152,0.22176805670304822,Affordable,Affordable
50604113325,208,1234,0.1685575364667747,True,500,2300,2691,3.7,0.18580453363062058,0.19723865877712032,Affordable,Affordable
50704117911,208,989,0.2103134479271992,True,445,2260,1833,2.6,0.24277141298417895,0.28452725670401613,Affordable,Affordable
50604113354,207,911,0.22722283205268934,True,400,1918,2178,3.1,0.18365472910927455,0.2032210214028396,Affordable,Affordable
20703116409,207,1341,0.15436241610738255,True,381,1863,1459,2.2,0.26113776559287183,0.29466968946064215,Affordable,Affordable
21204146004,207,1637,0.1264508246792914,True,335,1497,1323,2.4,0.25321239606953894,0.261119832548404,Affordable,Affordable
21205132550,206,1350,0.15259259259259259,True,493,2600,2404,2.7,0.2050748752079867,0.24958402662229617,Affordable,Affordable
50704117607,206,1243,0.16572807723250202,True,433,2000,2368,3.0,0.18285472972972974,0.1949064449064449,Affordable,Affordable
20604150512,205,1598,0.12828535669586985,True,401,1800,1603,2.0,0.25015595757953835,0.2591295167714382,Affordable,Affordable
50603113105,205,927,0.22114347357065803,True,400,2000,2327,3.0,0.17189514396218306,0.19834055072559584,Affordable,Affordable
20604150432,203,1491,0.13615023474178403,True,350,1812,966,1.5,0.36231884057971014,0.4328714763497372,Moderately_Affordable,Expensive
20703116334,203,1800,0.11277777777777778,True,391,1700,1262,2.0,0.3098256735340729,0.3108618798000731,Moderately_Affordable,Moderately_Affordable
20604150309,201,718,0.2799442896935933,True,341,1517,1343,2.0,0.2539091586001489,0.2606678503923478,Affordable,Affordable
50604113348,200,1403,0.14255167498218105,True,450,2000,2801,3.5,0.16065690824705461,0.16477631615082525,Affordable,Affordable
50607114605,199,836,0.23803827751196172,True,500,2000,2283,3.2,0.21901007446342532,0.20216314565854646,Affordable,Affordable
50302129513,198,1758,0.11262798634812286,True,420,1775,1995,1.9,0.21052631578947367,0.205320994794679,Affordable,Affordable
20604150524,197,1187,0.16596461668070767,True,369,1935,1413,1.8,0.2611464968152866,0.3160215580597746,Affordable,Moderately_Affordable
50603113111,195,663,0.29411764705882354,True,420,2126,2020,3.2,0.2079207920792079,0.24287890327494288,Affordable,Affordable
50604113736,194,1680,0.11547619047619048,True,350,1700,1825,3.1,0.1917808219178082,0.21496311907270813,Affordable,Affordable
20702115756,194,656,0.29573170731707316,True,830,3683,2625,3.0,0.3161904761904762,0.32378021978021976,Moderately_Affordable,Moderately_Affordable
20604150403,194,960,0.20208333333333334,True,392,1900,1420,2.0,0.27605633802816903,0.3087757313109426,Affordable,Moderately_Affordable
50603112521,193,863,0.22363847045191193,True,500,2167,2774,3.4,0.1802451333813987,0.18027286340191892,Affordable,Affordable
50704117831,191,1093,0.1747483989021043,True,320,1950,1604,2.4,0.19950124688279303,0.2805486284289277,Affordable,Affordable
50603112722,191,849,0.2249705535924617,True,338,1733,1525,2.6,0.2216393442622951,0.26224464060529634,Affordable,Affordable
50603112835,190,866,0.21939953810623555,True,300,1700,1605,2.3,0.18691588785046728,0.24442846872753415,Affordable,Affordable
50603112436,189,938,0.20149253731343283,True,320,1600,1542,2.5,0.20752269779507135,0.23944926668662078,Affordable,Affordable
50603113123,189,1040,0.18173076923076922,True,430,2183,2395,3.1,0.17954070981210857,0.21034205877629678,Affordable,Affordable
20703116352,189,652,0.2898773006134969,True,379,1750,1444,2.4,0.26246537396121883,0.2796718516940124,Affordable,Affordable
50301103533,188,1575,0.11936507936507937,True,745,6000,3524,2.8,0.21140749148694665,0.3929101545446608,Affordable,Moderately_Affordable
11902165926,188,830,0.22650602409638554,True,480,2000,1735,3.0,0.276657060518732,0.2660164043449346,Affordable,Affordable
21205132120,187,902,0.2073170731707317,True,550,2925,2279,3.1,0.2413339183852567,0.2961825362000878,Affordable,Affordable
50601130836,187,1268,0.1474763406940063,True,420,2167,2652,3.4,0.1583710407239819,0.1885659589279499,Affordable,Affordable
20703116350,187,1007,0.18570009930486595,True,335,1640,972,1.8,0.3446502057613169,0.38936372269705605,Moderately_Affordable,Moderately_Affordable
50603112832,187,993,0.18831822759315206,True,340,1683,1775,2.6,0.19154929577464788,0.2188082340195016,Affordable,Affordable
20702142437,186,1390,0.13381294964028778,True,425,1733,1478,2.1,0.28755074424898514,0.27058394920370565,Affordable,Affordable
12003167827,185,1781,0.10387422796181921,True,500,2008,1625,2.6,0.3076923076923077,0.2851597633136095,Moderately_Affordable,Affordable
20702142514,185,1437,0.12874043145441894,True,511,2600,1812,2.9,0.28200883002207505,0.33112582781456956,Affordable,Moderately_Affordable
50604113360,185,1015,0.18226600985221675,True,410,1900,2349,3.0,0.17454235845040442,0.18665880734846252,Affordable,Affordable
50701115920,185,1196,0.15468227424749165,True,500,2167,2963,3.1,0.16874789065136686,0.1687738518653132,Affordable,Affordable
21503140305,184,978,0.18813905930470348,True,220,1185,1804,3.0,0.12195121951219512,0.1515862186593894,Affordable,Affordable
20604150903,184,1735,0.10605187319884726,True,400,2079,1447,1.7,0.27643400138217,0.3315613205039604,Affordable,Moderately_Affordable
21205132333,184,1446,0.1272475795297372,True,602,3209,2776,3.1,0.21685878962536023,0.2667645754821547,Affordable,Affordable
20703116335,183,1026,0.1783625730994152,True,330,1612,1168,1.9,0.2825342465753425,0.3184931506849315,Affordable,Moderately_Affordable
50603112913,183,1540,0.11883116883116883,True,400,2000,2028,2.9,0.19723865877712032,0.2275830678197542,Affordable,Affordable
50603113136,183,923,0.19826652221018418,True,445,2113,2484,3.1,0.17914653784219,0.19630248978075066,Affordable,Affordable
21204131720,181,1186,0.15261382799325462,True,315,1200,1095,2.7,0.2876712328767123,0.2528977871443625,Affordable,Affordable
50603113129,181,1305,0.13869731800766283,True,410,2100,2200,3.1,0.18636363636363637,0.2202797202797203,Affordable,Affordable
21101125635,181,1580,0.11455696202531646,True,401,1700,1738,2.1,0.23072497123130034,0.22572364344516244,Affordable,Affordable
50603113102,181,1144,0.15821678321678323,True,400,2000,2287,3.1,0.17490161783996502,0.20180955904611347,Affordable,Affordable
50601130705,179,1417,0.12632321806633734,True,450,2117,2817,3.3,0.1597444089456869,0.17342508396821496,Affordable,Affordable
21101125439,179,870,0.2057471264367816,True,480,2500,2639,3.2,0.18188707843880259,0.21861427696971464,Affordable,Affordable
20702115707,179,1212,0.1476897689768977,True,480,2000,1708,2.8,0.2810304449648712,0.2702215816969915,Affordable,Affordable
21205132131,178,1133,0.15710503089143865,True,549,2800,2059,3.1,0.26663428848955806,0.3138192550528636,Affordable,Moderately_Affordable
50603113131,178,1163,0.1530524505588994,True,175,1842,1906,2.6,0.09181532004197272,0.22302042134151262,Affordable,Affordable
20702115712,178,1381,0.12889210716871832,True,500,2012,1601,2.5,0.3123048094940662,0.2900110507855667,Moderately_Affordable,Affordable
50603112506,177,926,0.19114470842332612,True,500,1733,2323,3.1,0.2152389151958674,0.17215801847743303,Affordable,Affordable
50603112406,176,1007,0.17477656405163852,True,350,1562,1762,2.5,0.19863791146424517,0.20457522046625337,Affordable,Affordable
20703116358,176,1107,0.15898825654923215,True,351,1962,927,1.8,0.3786407766990291,0.48842419716206126,Moderately_Affordable,Expensive
50604113340,176,1185,0.14852320675105485,True,380,1703,1759,2.6,0.2160318362706083,0.22342239909039227,Affordable,Affordable
50603112925,175,1540,0.11363636363636363,True,410,2000,1984,3.0,0.20665322580645162,0.2326302729528536,Affordable,Affordable
20604150409,175,1522,0.11498028909329829,True,410,1800,1886,1.8,0.21739130434782608,0.22024634962068684,Affordable,Affordable
50604113358,175,1625,0.1076923076923077,True,323,1733,1308,2.4,0.24694189602446484,0.3057515878616796,Affordable,Moderately_Affordable
21104127001,174,1286,0.13530326594090203,True,446,2439,2218,2.5,0.20108205590622183,0.25376291877644447,Affordable,Affordable
20604150418,173,810,0.21358024691358024,True,391,1490,619,1.6,0.6316639741518578,0.5554865167143035,Very_Expensive,Very_Expensive
50603112526,173,1048,0.1650763358778626,True,500,2080,2654,3.3,0.18839487565938207,0.1808590806330068,Affordable,Affordable
21205132137,172,783,0.21966794380587484,True,457,3000,1908,2.9,0.23951781970649896,0.36284470246734396,Affordable,Moderately_Affordable
21205132308,172,1225,0.1404081632653061,True,462,3250,1807,2.7,0.25567238516878804,0.41505257332595463,Affordable,Expensive
21205132115,171,990,0.17272727272727273,True,512,2950,1989,2.9,0.2574157868275515,0.3422670843485323,Affordable,Moderately_Affordable
21204131706,171,906,0.18874172185430463,True,351,1250,1154,2.5,0.304159445407279,0.2499666711105186,Moderately_Affordable,Affordable
50604113331,171,1335,0.12808988764044943,True,385,1779,2163,3.2,0.1779935275080906,0.18980049077136454,Affordable,Affordable
20604150312,171,650,0.2630769230769231,True,406,1780,1797,2.0,0.22593210907067335,0.228586105046873,Affordable,Affordable
20604150307,170,1051,0.16175071360608945,True,401,1500,1815,1.8,0.2209366391184573,0.19071837253655435,Affordable,Affordable
20703116410,170,1056,0.16098484848484848,True,412,1950,1589,2.6,0.2592825676526117,0.28319697923222154,Affordable,Affordable
20702142410,170,1061,0.16022620169651272,True,580,2550,2222,3.2,0.26102610261026105,0.26483417572526485,Affordable,Affordable
50704117903,170,1034,0.1644100580270793,True,400,2000,2381,2.9,0.16799664006719867,0.19384227700061382,Affordable,Affordable
21204131728,170,753,0.22576361221779548,True,375,1083,1375,3.4,0.2727272727272727,0.18176223776223777,Affordable,Affordable
50603113134,169,914,0.18490153172866522,True,390,1762,2296,3.0,0.16986062717770034,0.17709729295095147,Affordable,Affordable
12003167830,168,1285,0.13073929961089495,True,450,2600,1775,2.6,0.2535211267605634,0.3380281690140845,Affordable,Moderately_Affordable
20702142523,168,1081,0.15541165587419056,True,462,2500,1705,3.1,0.2709677419354839,0.3383713061132416,Affordable,Moderately_Affordable
50603112906,167,1170,0.14273504273504273,True,460,2550,2791,2.8,0.16481547832318166,0.21084254333985614,Affordable,Affordable
21503140308,167,726,0.23002754820936638,True,268,997,1968,3.4,0.13617886178861788,0.11690900562851782,Affordable,Affordable
50603113126,167,922,0.18112798264642083,True,425,2167,2250,3.1,0.18888888888888888,0.22225641025641027,Affordable,Affordable
20604150527,167,1614,0.10346964064436183,True,380,1925,1712,1.8,0.2219626168224299,0.259480589503954,Affordable,Affordable
21204131716,166,1102,0.15063520871143377,True,380,1950,1478,3.0,0.2571041948579161,0.3044654939106901,Affordable,Moderately_Affordable
21205132549,166,1059,0.15675165250236073,True,481,2253,2225,2.9,0.21617977528089888,0.2336732929991357,Affordable,Affordable
21503140309,166,542,0.3062730627306273,True,200,726,1187,2.7,0.16849199663016007,0.1411444494848033,Affordable,Affordable
20702142519,165,1077,0.1532033426183844,True,500,1937,1508,2.5,0.33156498673740054,0.2964190981432361,Moderately_Affordable,Affordable
21205132749,165,892,0.18497757847533633,True,500,2383,2281,2.7,0.21920210434020165,0.24108859137355412,Affordable,Affordable
50603112826,165,970,0.17010309278350516,True,340,1600,1517,2.4,0.22412656558998023,0.24339536534658485,Affordable,Affordable
50603112901,165,1086,0.15193370165745856,True,360,2000,1770,2.7,0.2033898305084746,0.2607561929595828,Affordable,Affordable
21502146924,165,1047,0.15759312320916904,True,248,867,895,2.4,0.2770949720670391,0.22354963472281908,Affordable,Affordable
21204131822,165,1377,0.11982570806100218,True,369,1570,1545,3.3,0.23883495145631067,0.23450336071695296,Affordable,Affordable
20702115753,164,1335,0.12284644194756554,True,370,1645,1260,1.9,0.29365079365079366,0.30128205128205127,Affordable,Moderately_Affordable
50603112744,164,1181,0.1388653683319221,True,368,1733,1942,3.0,0.18949536560247168,0.20593361324566267,Affordable,Affordable
20702142506,164,836,0.19617224880382775,True,490,2200,2083,2.9,0.23523763802208353,0.24373130470105986,Affordable,Affordable
50603112529,163,412,0.39563106796116504,True,480,2535,2624,3.5,0.18292682926829268,0.2229420731707317,Affordable,Affordable
20702142418,163,1080,0.15092592592592594,True,531,2184,2184,3.0,0.24313186813186813,0.23076923076923078,Affordable,Affordable
50603112416,163,1508,0.10809018567639257,True,390,1733,1823,2.6,0.21393307734503567,0.21937634499345965,Affordable,Affordable
20604150306,163,814,0.20024570024570024,True,351,1500,1571,1.8,0.22342457033736474,0.220339812955981,Affordable,Affordable
21502146906,162,919,0.176278563656148,True,260,1029,1018,2.5,0.2554027504911591,0.23326280791899653,Affordable,Affordable
20702142404,162,1381,0.1173062997827661,True,481,2392,1593,2.8,0.3019460138104206,0.3465160075329567,Moderately_Affordable,Moderately_Affordable
50603113137,160,1312,0.12195121951219512,True,413,2325,2052,3.1,0.20126705653021443,0.2614709851551957,Affordable,Affordable
21204131719,160,1061,0.15080113100848255,True,330,2000,1453,3.1,0.22711631108052305,0.31764519032240984,Affordable,Moderately_Affordable
21205132548,160,1413,0.11323425336164189,True,520,2500,2669,3.0,0.19482952416635443,0.2161570164567542,Affordable,Affordable
50603112818,159,1351,0.11769059955588453,True,360,1570,1460,2.5,0.2465753424657534,0.24815595363540568,Affordable,Affordable
21204145901,158,1536,0.10286458333333333,True,311,1600,1411,2.6,0.22041105598866054,0.26168020498282724,Affordable,Affordable
50603113127,158,970,0.16288659793814433,True,438,2167,2235,3.1,0.1959731543624161,0.2237480640165204,Affordable,Affordable
50704118031,158,573,0.2757417102966841,True,420,1910,2363,3.0,0.17774016081252644,0.1865295094241349,Affordable,Affordable
50704117909,158,688,0.22965116279069767,True,480,1842,2083,2.9,0.23043686989918388,0.20406957420879648,Affordable,Affordable
50601130817,158,1362,0.11600587371512482,True,480,2200,2937,3.4,0.1634320735444331,0.17286084701815038,Affordable,Affordable
20702142511,157,799,0.1964956195244055,True,450,2134,1687,2.5,0.26674570243034973,0.2919155533263417,Affordable,Affordable
20604150305,157,962,0.1632016632016632,True,320,1410,1312,1.6,0.24390243902439024,0.2480065666041276,Affordable,Affordable
21502146944,157,829,0.18938480096501809,True,260,890,1040,2.5,0.25,0.19748520710059173,Affordable,Affordable
50704118403,156,984,0.15853658536585366,True,545,2800,2092,3.0,0.2605162523900574,0.30886895131637004,Affordable,Moderately_Affordable
21205156712,156,1109,0.1406672678088368,True,416,2167,2012,2.9,0.20675944333996024,0.24854717846765562,Affordable,Affordable
21101125437,155,1033,0.15004840271055178,True,476,2400,2243,2.9,0.21221578243423986,0.2469220480812099,Affordable,Affordable
20701114705,155,880,0.17613636363636365,True,502,3000,2277,2.7,0.2204655248133509,0.30404378230465184,Affordable,Moderately_Affordable
20604112419,155,1378,0.11248185776487664,True,351,1650,1631,1.8,0.21520539546290618,0.23345752959486865,Affordable,Affordable
50603112911,155,878,0.1765375854214123,True,405,2000,1728,3.0,0.234375,0.2670940170940171,Affordable,Affordable
50704117609,155,1026,0.15107212475633527,True,450,2275,2368,3.0,0.19003378378378377,0.22170608108108109,Affordable,Affordable
40101100152,155,1428,0.10854341736694678,True,420,2100,1037,1.7,0.40501446480231434,0.4673243824642089,Expensive,Expensive
20604150318,155,924,0.16774891774891776,True,394,2268,1046,1.6,0.37667304015296366,0.5003677011325195,Moderately_Affordable,Very_Expensive
20703116415,154,1129,0.13640389725420726,True,381,2100,1471,2.4,0.2590074779061863,0.32944621659781415,Affordable,Moderately_Affordable
50704118408,154,665,0.23157894736842105,True,521,2167,2235,2.9,0.23310961968680088,0.2237480640165204,Affordable,Affordable
21205132125,153,968,0.15805785123966942,True,562,2646,1963,3.1,0.2862964849719817,0.3110623457032015,Affordable,Moderately_Affordable
21101126045,153,697,0.21951219512195122,True,574,2000,2750,3.1,0.20872727272727273,0.16783216783216784,Affordable,Affordable
50603112522,153,1044,0.14655172413793102,True,425,2141,2515,3.2,0.16898608349900596,0.19645205688943262,Affordable,Affordable
21204146002,153,1312,0.11661585365853659,True,348,1680,1532,3.1,0.22715404699738903,0.2530628640289215,Affordable,Affordable
50603112432,153,1148,0.1332752613240418,True,330,1400,1551,3.0,0.2127659574468085,0.20830233596191042,Affordable,Affordable
11902166004,152,934,0.16274089935760172,True,350,2000,1472,2.6,0.23777173913043478,0.31354515050167225,Affordable,Moderately_Affordable
20701114823,152,1010,0.1504950495049505,True,692,3500,1968,2.9,0.3516260162601626,0.4104127579737336,Moderately_Affordable,Expensive
21204131703,152,1445,0.10519031141868512,True,411,2000,1680,2.8,0.24464285714285713,0.27472527472527475,Affordable,Affordable
11703164535,151,1071,0.14098972922502334,True,622,3000,1680,2.1,0.37023809523809526,0.41208791208791207,Moderately_Affordable,Expensive
20702142503,151,1221,0.12366912366912367,True,429,2255,1201,2.2,0.3572023313905079,0.4332927688464741,Moderately_Affordable,Expensive
50604113339,151,757,0.19947159841479525,True,425,1647,2568,3.6,0.16549844236760125,0.14800503235082674,Affordable,Affordable
