SA1_CODE_2021,Vietnam_population,total_population,concentration_ratio,is_cluster
12702152020,530,1048,0.5057251908396947,True
12702151236,530,737,0.7191316146540027,True
21301133506,529,873,0.6059564719358533,True
11901157231,529,589,0.8981324278438031,True
12702151310,528,928,0.5689655172413793,True
12702151106,528,1005,0.5253731343283582,True
21204131807,525,1089,0.4820936639118457,True
12702150913,523,1019,0.5132482826300294,True
12702151103,522,769,0.6788036410923277,True
31001127438,522,1160,0.45,True
12702151220,521,1659,0.3140446051838457,True
12702151334,519,810,0.6407407407407407,True
21301133515,518,992,0.5221774193548387,True
21301133516,516,1285,0.40155642023346305,True
21301133412,514,1002,0.5129740518962076,True
21301133720,513,924,0.5551948051948052,True
21204131719,512,1061,0.4825636192271442,True
12702151304,512,783,0.6538952745849298,True
12702151225,511,891,0.5735129068462402,True
31001156309,508,1254,0.405103668261563,True
31001127432,507,920,0.5510869565217391,True
21301133711,506,877,0.5769669327251995,True
21303134906,505,942,0.5360934182590233,True
21204131740,504,1131,0.44562334217506633,True
21204131724,504,954,0.5283018867924528,True
12702151324,503,791,0.6359039190897599,True
12702150915,503,1150,0.4373913043478261,True
21204131723,501,1026,0.48830409356725146,True
12702151340,500,861,0.5807200929152149,True
12702151116,499,748,0.6671122994652406,True
12702150914,499,1249,0.39951961569255406,True
12702151151,495,550,0.9,True
21301133705,495,922,0.5368763557483731,True
12702151345,494,726,0.6804407713498623,True
21204131706,494,906,0.5452538631346578,True
12702151121,492,783,0.6283524904214559,True
12702151323,492,723,0.6804979253112033,True
12702151123,492,636,0.7735849056603774,True
11901157216,490,1149,0.42645778938207135,True
21204131721,489,701,0.6975748930099858,True
21301133531,488,844,0.5781990521327014,True
21301133704,487,838,0.581145584725537,True
21204131823,486,896,0.5424107142857143,True
21301132913,486,1074,0.45251396648044695,True
21301133529,485,1023,0.47409579667644186,True
12503148028,484,1203,0.4023275145469659,True
21204146002,484,1312,0.36890243902439024,True
12702151152,483,801,0.602996254681648,True
31001127436,482,1266,0.3807266982622433,True
21301133426,480,1243,0.38616251005631536,True
21301133425,477,1083,0.4404432132963989,True
21301133432,476,835,0.5700598802395209,True
21301133330,476,1328,0.35843373493975905,True
21301133409,476,900,0.5288888888888889,True
12702152017,475,1175,0.40425531914893614,True
21204131816,474,1139,0.4161545215100966,True
11901157106,474,947,0.5005279831045406,True
11901157130,474,953,0.49737670514165794,True
21301133532,472,701,0.6733238231098431,True
12503148020,472,1405,0.33594306049822065,True
21301133607,472,1199,0.39366138448707255,True
40402110226,471,1003,0.4695912263210369,True
21303134720,471,1236,0.38106796116504854,True
21301132906,470,920,0.5108695652173914,True
31001127434,469,1303,0.35993860322333077,True
12702151104,468,755,0.6198675496688741,True
31001127443,467,1409,0.33144073811213626,True
21204131722,466,725,0.6427586206896552,True
21204146019,466,1367,0.3408924652523775,True
11901157244,465,1379,0.33720087019579403,True
12503148006,465,1098,0.42349726775956287,True
12702151328,464,698,0.664756446991404,True
21204131805,462,1162,0.39759036144578314,True
12702151625,462,1253,0.3687150837988827,True
21204156604,461,1561,0.29532351057014733,True
40402110108,460,1261,0.3647898493259318,True
21301133702,460,859,0.5355064027939465,True
21303134907,459,1023,0.44868035190615835,True
21301133406,458,914,0.5010940919037199,True
21301132905,457,941,0.485653560042508,True
21301133305,457,859,0.5320139697322468,True
21204131718,457,802,0.5698254364089775,True
21204156628,456,1535,0.2970684039087948,True
21301133301,456,1162,0.3924268502581756,True
21301133538,455,538,0.845724907063197,True
21204131825,455,1057,0.4304635761589404,True
31001156301,454,1106,0.4104882459312839,True
12702150936,454,1184,0.38344594594594594,True
21301133701,454,802,0.5660847880299252,True
21204131714,454,952,0.47689075630252103,True
12702150935,451,1127,0.40017746228926354,True
21301133717,451,1028,0.438715953307393,True
21301133611,450,1311,0.34324942791762014,True
12702150925,450,943,0.47720042417815484,True
11901136142,448,1447,0.30960608154803043,True
21303134732,445,955,0.46596858638743455,True
11901157222,443,765,0.5790849673202615,True
21301133510,443,1035,0.4280193236714976,True
21204131822,441,1377,0.3202614379084967,True
11901157213,440,804,0.5472636815920398,True
21301133403,437,757,0.5772787318361955,True
21204131727,437,972,0.4495884773662551,True
12702151145,437,571,0.7653239929947461,True
21301133708,437,750,0.5826666666666667,True
12702151144,436,999,0.4364364364364364,True
21301133414,435,909,0.47854785478547857,True
21204146010,435,1084,0.40129151291512916,True
21301133842,434,1038,0.41811175337186895,True
12503147925,434,1386,0.31313131313131315,True
21301132915,433,1132,0.3825088339222615,True
21204131728,433,753,0.5750332005312085,True
12702150910,432,1008,0.42857142857142855,True
12702151126,432,682,0.6334310850439883,True
40402110225,431,1019,0.422963689892051,True
12702151603,430,1403,0.30648610121168923,True
31001127112,429,914,0.46936542669584247,True
31001127410,428,817,0.5238678090575275,True
40401109720,428,1138,0.37609841827768015,True
21301132901,428,1108,0.3862815884476534,True
31001127427,427,756,0.5648148148148148,True
12702151627,427,1157,0.3690579083837511,True
31001127213,426,732,0.5819672131147541,True
12702150939,425,981,0.4332313965341488,True
21301133503,424,1265,0.33517786561264823,True
21301133715,423,621,0.6811594202898551,True
11901136134,423,1373,0.3080844865258558,True
21301133514,422,933,0.45230439442658094,True
12702151325,422,816,0.5171568627450981,True
11901136132,421,1077,0.39090064995357476,True
12702151218,419,1208,0.3468543046357616,True
21301133314,418,1093,0.38243366880146384,True
21301133320,417,901,0.462819089900111,True
21204146021,417,1653,0.25226860254083483,True
40402110223,417,1130,0.36902654867256635,True
12702150912,417,916,0.45524017467248906,True
12702150909,417,1421,0.29345531315974666,True
11901157110,416,1310,0.31755725190839695,True
21204131808,416,876,0.4748858447488584,True
40402110201,415,1176,0.352891156462585,True
12503148010,413,908,0.45484581497797355,True
12702151224,413,671,0.6154992548435171,True
21301133519,413,552,0.7481884057971014,True
21301133333,412,1228,0.3355048859934853,True
21301133710,412,746,0.5522788203753352,True
21301133525,411,666,0.6171171171171171,True
21301133609,411,1019,0.40333660451422965,True
21301133605,409,688,0.5944767441860465,True
21303134702,409,1404,0.2913105413105413,True
12702151124,408,535,0.7626168224299066,True
40401109723,408,1582,0.2579013906447535,True
21301132917,408,1335,0.3056179775280899,True
12702150940,408,1305,0.31264367816091954,True
21303134703,407,792,0.5138888888888888,True
21303134744,407,702,0.5797720797720798,True
12702151132,406,685,0.5927007299270073,True
21301133721,404,683,0.5915080527086384,True
21303134811,403,1043,0.38638542665388304,True
12503148027,403,1098,0.3670309653916211,True
11901157124,403,1180,0.34152542372881356,True
21301133413,403,889,0.453318335208099,True
12503148012,401,806,0.4975186104218362,True
11901157237,400,1226,0.3262642740619902,True
21204131726,400,1138,0.351493848857645,True
40402110215,400,954,0.4192872117400419,True
21301133318,400,1039,0.3849855630413859,True
12702151624,400,1953,0.2048131080389145,True
21301133436,399,1180,0.338135593220339,True
21303134706,398,819,0.48595848595848595,True
11901136116,398,861,0.462253193960511,True
31001127212,397,780,0.5089743589743589,True
12702151206,397,1002,0.3962075848303393,True
40204117215,396,1515,0.2613861386138614,True
11901157122,396,879,0.45051194539249145,True
11901136118,396,1177,0.3364485981308411,True
21301133844,395,963,0.4101765316718588,True
21301133509,395,624,0.6330128205128205,True
21204131804,394,976,0.4036885245901639,True
12503148025,394,1072,0.3675373134328358,True
21301133420,394,1122,0.3511586452762923,True
12702151348,394,611,0.6448445171849427,True
12702150911,394,1087,0.3624655013799448,True
11901157227,393,929,0.42303552206673845,True
12702151212,393,907,0.43329658213891953,True
21301132911,393,978,0.401840490797546,True
12702151619,393,1281,0.30679156908665106,True
21204131802,393,823,0.4775212636695018,True
12702150920,392,1205,0.3253112033195021,True
12503147918,392,1159,0.3382226056945643,True
12701159426,392,1001,0.3916083916083916,True
12702151156,391,556,0.7032374100719424,True
11901135502,390,2883,0.13527575442247658,True
12702152021,388,1171,0.33134073441502987,True
31001127407,387,923,0.419284940411701,True
21301133534,387,796,0.4861809045226131,True
11901135610,386,1390,0.2776978417266187,True
20607151801,385,707,0.5445544554455446,True
21204146015,384,1215,0.3160493827160494,True
21204146034,384,1046,0.367112810707457,True
12702151321,383,658,0.5820668693009119,True
12702151203,383,648,0.5910493827160493,True
21301133315,382,1123,0.340160284951024,True
11901136126,381,1239,0.3075060532687651,True
21303134727,381,972,0.39197530864197533,True
12702151541,381,1128,0.3377659574468085,True
31001127415,381,1059,0.3597733711048159,True
21301133521,381,917,0.4154852780806979,True
11901135614,380,1059,0.3588290840415486,True
40402110240,380,1034,0.36750483558994196,True
21204156622,378,1522,0.2483574244415243,True
21204131736,378,1134,0.3333333333333333,True
11901136114,377,1100,0.3427272727272727,True
21301133812,377,1227,0.3072534637326813,True
21204131711,377,605,0.6231404958677685,True
11901157226,377,865,0.43583815028901735,True
21204131716,377,1102,0.34210526315789475,True
21301133716,376,855,0.439766081871345,True
21301132902,376,1048,0.35877862595419846,True
11901157208,376,1976,0.1902834008097166,True
31001127406,376,1618,0.2323856613102596,True
12702150938,375,957,0.39184952978056425,True
31001127205,375,1144,0.3277972027972028,True
40402110238,374,1240,0.3016129032258065,True
31001127433,374,589,0.634974533106961,True
21301133508,374,840,0.4452380952380952,True
12503148026,374,1208,0.30960264900662254,True
50403105646,373,1323,0.2819349962207105,True
21204131702,373,712,0.523876404494382,True
12702152018,373,731,0.5102599179206566,True
21204131819,373,1023,0.364613880742913,True
21204131811,372,1266,0.2938388625592417,True
21301132914,371,1110,0.3342342342342342,True
21301133417,371,781,0.47503201024327785,True
21301133517,370,904,0.4092920353982301,True
21204146026,370,1045,0.35406698564593303,True
21301157008,370,1669,0.22168963451168364,True
21204131749,369,748,0.49331550802139035,True
12702152019,367,800,0.45875,True
31001127113,367,948,0.3871308016877637,True
40402110249,366,1214,0.3014827018121911,True
21301133606,366,1021,0.3584720861900098,True
40402110245,363,1286,0.2822706065318818,True
12702150902,363,1314,0.2762557077625571,True
21301133405,363,850,0.42705882352941177,True
21301133502,362,1225,0.29551020408163264,True
21301133407,362,1038,0.348747591522158,True
31001127404,362,727,0.49793672627235214,True
50502130128,362,1379,0.2625090645395214,True
21204131812,362,842,0.42992874109263657,True
12702152022,361,947,0.3812038014783527,True
21301133722,361,776,0.4652061855670103,True
12503148023,361,780,0.46282051282051284,True
21204146014,359,1123,0.3196794300979519,True
12702151302,358,547,0.6544789762340036,True
12702151317,357,493,0.7241379310344828,True
21303134916,357,905,0.39447513812154694,True
40402110209,357,875,0.408,True
12702151626,357,1234,0.2893030794165316,True
21301133310,356,931,0.38238453276047263,True
12503147907,355,1436,0.24721448467966572,True
21204131734,354,1211,0.29232039636663915,True
21204131701,354,501,0.7065868263473054,True
12702151621,354,1202,0.2945091514143095,True
11901136133,353,909,0.38833883388338836,True
11901157209,353,1041,0.3390970220941403,True
21204131704,353,757,0.4663143989431968,True
21301133826,352,1043,0.3374880153403643,True
12702151210,352,933,0.37727759914255093,True
21301133402,351,780,0.45,True
31001127412,350,770,0.45454545454545453,True
21204131813,349,1033,0.3378509196515005,True
21204146003,349,1173,0.29752770673486784,True
11901136138,348,907,0.3836824696802646,True
21204131814,348,836,0.41626794258373206,True
21204131717,348,902,0.3858093126385809,True
21301133424,348,892,0.3901345291479821,True
21204131707,346,668,0.5179640718562875,True
11901136117,346,1488,0.2325268817204301,True
21204131824,346,1091,0.3171402383134739,True
12702151937,345,1333,0.25881470367591897,True
12702151327,344,545,0.6311926605504588,True
21301133433,344,946,0.36363636363636365,True
31001127403,342,688,0.49709302325581395,True
12503147930,342,1297,0.2636854279105628,True
11901135615,341,1201,0.2839300582847627,True
11901135422,341,1306,0.2611026033690659,True
20607151802,341,742,0.45956873315363883,True
12503148029,341,771,0.44228274967574577,True
21301133719,340,619,0.5492730210016155,True
21204131730,340,1261,0.2696272799365583,True
12702152011,339,1072,0.3162313432835821,True
12702151153,339,581,0.5834767641996558,True
21301133321,338,931,0.36305048335123524,True
21204156611,338,1578,0.21419518377693283,True
12503147934,337,1023,0.32942326490713586,True
12702151215,337,987,0.3414387031408308,True
21301133603,337,738,0.45663956639566394,True
21303134709,337,827,0.407496977025393,True
40402110250,336,821,0.4092570036540804,True
21204131810,336,647,0.5193199381761978,True
40402110243,335,1015,0.33004926108374383,True
12702151223,335,1086,0.30847145488029465,True
21301132907,335,720,0.4652777777777778,True
31001127101,335,714,0.469187675070028,True
21303134814,334,876,0.3812785388127854,True
21303134738,334,1156,0.2889273356401384,True
21301133804,334,1451,0.23018607856650586,True
11901135626,334,1141,0.2927256792287467,True
21301133410,334,833,0.4009603841536615,True
20607114204,333,1230,0.2707317073170732,True
12702151217,333,875,0.38057142857142856,True
12702151540,333,705,0.4723404255319149,True
12702151303,333,367,0.9073569482288828,True
31001127111,332,966,0.34368530020703936,True
12503148032,332,1271,0.2612116443745083,True
21303134728,332,858,0.38694638694638694,True
12503148001,331,1155,0.2865800865800866,True
12702151539,331,709,0.46685472496473907,True
21204131801,330,942,0.3503184713375796,True
21301133512,330,939,0.3514376996805112,True
11702163734,329,1344,0.24479166666666666,True
31001156312,329,955,0.34450261780104713,True
11901157214,328,1259,0.26052422557585386,True
12702151347,328,625,0.5248,True
21303134810,327,771,0.42412451361867703,True
12503148005,327,1026,0.31871345029239767,True
21301157004,324,1126,0.2877442273534636,True
21303134710,324,773,0.4191461836998706,True
21301156924,324,2122,0.1526861451460886,True
11901136109,323,821,0.3934226552984166,True
50503110415,323,1166,0.2770154373927959,True
12501158708,322,967,0.3329886246122027,True
21301133423,322,1363,0.23624358033749082,True
12702152010,322,917,0.3511450381679389,True
21204131705,322,537,0.5996275605214153,True
31001127216,321,1468,0.2186648501362398,True
12702151601,321,959,0.3347236704900938,True
21301133535,321,1014,0.3165680473372781,True
12503147943,320,1198,0.2671118530884808,True
11901136113,320,1424,0.2247191011235955,True
12702150930,319,727,0.43878954607977994,True
31001127423,319,948,0.33649789029535865,True
31001127512,319,1034,0.30851063829787234,True
21303134909,319,606,0.5264026402640264,True
11901136122,318,1262,0.2519809825673534,True
12503148002,318,642,0.4953271028037383,True
21303134903,317,791,0.40075853350189633,True
12503147903,317,1183,0.2679628064243449,True
11901136111,316,479,0.6597077244258872,True
12503148019,316,843,0.3748517200474496,True
20607151808,316,1136,0.27816901408450706,True
31001127421,316,902,0.35033259423503327,True
12702151637,316,761,0.4152431011826544,True
31001127211,316,632,0.5,True
11901136123,315,948,0.3322784810126582,True
11901157221,315,1209,0.26054590570719605,True
12702151544,315,1052,0.2994296577946768,True
12702151209,315,889,0.3543307086614173,True
11901135611,314,1284,0.24454828660436137,True
21301133533,314,522,0.6015325670498084,True
21204146022,314,939,0.3343982960596379,True
31001127422,314,738,0.4254742547425474,True
12702150927,313,765,0.4091503267973856,True
31001127431,313,557,0.5619389587073609,True
12702151204,313,1452,0.21556473829201103,True
11901136115,313,1136,0.2755281690140845,True
21303134743,312,922,0.3383947939262473,True
21204156516,312,1100,0.28363636363636363,True
21301132903,312,721,0.43273231622746183,True
21301133332,312,857,0.36406067677946324,True
11901157145,312,1357,0.22991893883566691,True
12702150917,311,711,0.43741209563994377,True
21301133422,311,710,0.43802816901408453,True
21204131803,311,740,0.42027027027027025,True
21301133430,310,1112,0.2787769784172662,True
21204146035,310,947,0.3273495248152059,True
21301133427,310,1077,0.2878365831012071,True
12503148030,310,800,0.3875,True
31001127107,309,784,0.39413265306122447,True
12702151140,309,555,0.5567567567567567,True
21204146008,309,1221,0.25307125307125306,True
21204156507,309,997,0.30992978936810434,True
21303134731,309,914,0.33807439824945296,True
21301133827,309,1106,0.2793851717902351,True
21301156921,308,1061,0.29029217719132894,True
12503148003,308,862,0.35730858468677495,True
21301133317,308,664,0.463855421686747,True
11901157125,308,1392,0.22126436781609196,True
40402110217,305,1837,0.16603157321720197,True
40401109724,305,892,0.3419282511210762,True
20607114203,305,777,0.39253539253539255,True
21301133418,305,1040,0.2932692307692308,True
31001127413,305,654,0.46636085626911317,True
31001127411,304,657,0.4627092846270928,True
11901157234,303,1259,0.24066719618745036,True
12003139232,303,1484,0.204177897574124,True
21301133526,303,700,0.4328571428571429,True
11901157210,301,823,0.36573511543134873,True
12703160108,301,1147,0.26242371403661724,True
21204131023,301,1041,0.28914505283381364,True
12702151638,300,1058,0.2835538752362949,True
21204131709,300,984,0.3048780487804878,True
21303134708,299,810,0.3691358024691358,True
12702151607,299,1245,0.24016064257028114,True
12503147935,299,2398,0.12468723936613844,True
31001127419,298,743,0.40107671601615075,True
12503147920,297,1430,0.2076923076923077,True
21301133429,297,1126,0.26376554174067496,True
21301133839,296,979,0.3023493360572012,True
21204146011,295,1140,0.25877192982456143,True
21303134824,295,973,0.30318602261048305,True
11901135445,295,1109,0.2660054102795311,True
21204131818,295,1063,0.277516462841016,True
21303134926,295,719,0.4102920723226704,True
21301133612,294,1121,0.2622658340767172,True
21303134733,294,657,0.4474885844748858,True
21204131820,294,794,0.3702770780856423,True
12501158614,293,1376,0.2129360465116279,True
21204131735,293,1117,0.26230975828111014,True
21303134719,293,528,0.5549242424242424,True
21301133319,293,1054,0.27798861480075904,True
21301133507,293,671,0.4366616989567809,True
21301133437,292,753,0.38778220451527223,True
21301133311,292,998,0.2925851703406814,True
12702151605,291,1362,0.21365638766519823,True
11901135612,291,1249,0.23298638911128902,True
12503148022,291,865,0.33641618497109826,True
12702151406,291,967,0.30093071354705275,True
21204156537,291,1079,0.26969416126042633,True
12702151919,291,1838,0.15832426550598477,True
12701150434,290,1099,0.26387625113739765,True
21204146020,290,1152,0.2517361111111111,True
11901157207,290,1391,0.20848310567936737,True
12702151614,290,1430,0.20279720279720279,True
12702151105,289,435,0.664367816091954,True
12702151305,289,516,0.560077519379845,True
21204145901,289,1536,0.18815104166666666,True
21204131742,287,788,0.36421319796954316,True
11901157235,287,775,0.37032258064516127,True
11901136148,287,901,0.31853496115427304,True
12702151214,286,673,0.424962852897474,True
12702151131,286,344,0.8313953488372093,True
21301133615,286,1005,0.2845771144278607,True
12702151207,286,675,0.4237037037037037,True
12702152003,285,781,0.3649167733674776,True
21301132918,285,650,0.43846153846153846,True
21204131725,284,591,0.4805414551607445,True
11901157236,284,982,0.2892057026476578,True
40401109736,284,649,0.43759630200308164,True
12702151138,284,726,0.39118457300275483,True
21301133326,283,733,0.3860845839017735,True
12702150929,283,960,0.2947916666666667,True
21303134902,282,931,0.3029001074113856,True
12702152008,282,768,0.3671875,True
12702150905,282,959,0.2940563086548488,True
11901157109,281,839,0.33492252681764006,True
21204131713,281,839,0.33492252681764006,True
40402110210,281,983,0.28585961342828076,True
31001127417,280,769,0.3641092327698309,True
12702151712,279,1997,0.1397095643465198,True
21204131024,279,749,0.3724966622162884,True
40402110111,279,1053,0.26495726495726496,True
31001156307,279,1391,0.20057512580877068,True
21204146012,279,1065,0.2619718309859155,True
20607113905,279,1148,0.24303135888501742,True
21301133103,278,1238,0.2245557350565428,True
21301133614,278,1027,0.27069133398247325,True
12702152009,278,1105,0.2515837104072398,True
50503109823,278,1018,0.2730844793713163,True
21204146001,277,1404,0.1972934472934473,True
21303134712,277,711,0.38959212376933894,True
12702151534,277,1564,0.17710997442455242,True
11901157223,277,1071,0.2586367880485528,True
12701150424,277,1540,0.17987012987012987,True
21301157003,276,1352,0.20414201183431951,True
21303134737,276,1476,0.18699186991869918,True
21301133401,276,852,0.323943661971831,True
40401109729,275,1051,0.26165556612749763,True
11901157129,275,650,0.4230769230769231,True
31001127405,274,581,0.47160068846815834,True
12702151504,274,1152,0.2378472222222222,True
31001127210,274,629,0.4356120826709062,True
12702150904,274,882,0.31065759637188206,True
21301133324,273,880,0.31022727272727274,True
12702151219,272,775,0.35096774193548386,True
12702151612,272,1205,0.22572614107883818,True
12702151542,272,872,0.3119266055045872,True
21301132910,272,635,0.4283464566929134,True
21301133441,272,1109,0.24526600541027954,True
12503148016,271,1651,0.16414294367050272,True
12702151912,270,1575,0.17142857142857143,True
21301133840,270,607,0.44481054365733114,True
12702151329,270,445,0.6067415730337079,True
12702151222,270,995,0.271356783919598,True
12702152016,270,773,0.34928848641655885,True
40204104301,270,1139,0.2370500438981563,True
11901136140,269,1066,0.2523452157598499,True
12503147908,269,1228,0.21905537459283386,True
11901157113,269,909,0.29592959295929594,True
11901136145,269,882,0.30498866213151926,True
21301133309,269,731,0.3679890560875513,True
12701150441,268,1080,0.24814814814814815,True
12702151702,268,972,0.2757201646090535,True
11702163602,268,723,0.3706777316735823,True
12702151330,267,513,0.52046783625731,True
21301156939,267,1005,0.2656716417910448,True
12702151705,266,890,0.298876404494382,True
12702151609,266,1128,0.23581560283687944,True
40402110235,266,1006,0.2644135188866799,True
21301133707,265,566,0.46819787985865724,True
21301133328,265,669,0.3961136023916293,True
21204131815,265,619,0.4281098546042003,True
12702151602,265,954,0.2777777777777778,True
21303134718,264,489,0.5398773006134969,True
12701159404,264,1219,0.2165709598031173,True
21301133428,264,864,0.3055555555555556,True
21301132804,264,1259,0.2096902303415409,True
21204146013,264,1234,0.21393841166936792,True
12701159411,264,1353,0.1951219512195122,True
50403105626,264,821,0.3215590742996346,True
21301157005,264,1150,0.22956521739130434,True
50503110426,264,1168,0.22602739726027396,True
21303134707,263,655,0.4015267175572519,True
21301133824,263,560,0.46964285714285714,True
12702150921,263,709,0.3709449929478138,True
12701150438,263,1622,0.1621454993834772,True
21204156511,263,661,0.3978819969742814,True
21301133421,262,904,0.28982300884955753,True
