SA1_CODE_2021,China_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
30303106220,225,1423,0.15811665495432187,True,493,2100,2145,3.2,0.22983682983682985,0.22592791823561054,Affordable,Affordable
11501155845,224,1146,0.19546247818499127,True,680,2925,2711,3.2,0.25082995204721503,0.24898561416451495,Affordable,Affordable
30303106428,224,599,0.3739565943238731,True,645,3116,2528,3.1,0.25514240506329117,0.2844449853943525,Affordable,Affordable
12601149646,224,907,0.24696802646085997,True,640,4304,4516,3.1,0.141718334809566,0.21993595421407644,Affordable,Affordable
21103126637,224,936,0.23931623931623933,True,386,1735,1469,1.8,0.2627637848876787,0.2725558988322773,Affordable,Affordable
80101101810,224,790,0.28354430379746837,True,550,1950,3012,2.5,0.18260292164674635,0.14940239043824702,Affordable,Affordable
12602172316,224,590,0.37966101694915255,True,460,2600,1656,3.0,0.2777777777777778,0.36231884057971014,Affordable,Moderately_Affordable
12602172310,224,604,0.3708609271523179,True,591,3700,2272,3.0,0.2601232394366197,0.37581256771397614,Affordable,Moderately_Affordable
12003168119,224,1325,0.16905660377358492,True,463,2516,2115,2.7,0.21891252955082743,0.2745226404800873,Affordable,Affordable
20702115619,224,1303,0.17191097467382963,True,462,2613,1625,2.6,0.2843076923076923,0.3710769230769231,Affordable,Moderately_Affordable
11501129004,224,1140,0.19649122807017544,True,490,2173,1636,2.4,0.2995110024449878,0.3065168328004514,Affordable,Moderately_Affordable
12501158624,224,698,0.3209169054441261,True,488,1967,1875,3.5,0.26026666666666665,0.2420923076923077,Affordable,Affordable
21205132231,224,854,0.26229508196721313,True,475,2800,1660,2.6,0.286144578313253,0.38924930491195553,Affordable,Moderately_Affordable
20702115930,224,831,0.2695547533092659,True,692,2600,2523,3.3,0.2742766547760602,0.23781212841854935,Affordable,Affordable
11501155837,224,901,0.2486126526082131,True,725,2923,3178,3.2,0.22813089993706734,0.21225250520404707,Affordable,Affordable
11903166708,224,944,0.23728813559322035,True,535,2232,1861,2.7,0.28747984954325634,0.27677427355020046,Affordable,Affordable
12102140640,224,1142,0.19614711033274956,True,560,3033,2767,2.9,0.2023852547885797,0.2529537683133635,Affordable,Affordable
11901136002,223,1195,0.18661087866108786,True,300,2167,1649,2.7,0.18192844147968465,0.30326071745113586,Affordable,Moderately_Affordable
12602150017,223,1051,0.21217887725975262,True,454,2349,1969,2.0,0.23057389537836465,0.27530569988670545,Affordable,Affordable
11904137826,223,1319,0.16906747536012132,True,475,2000,1739,2.7,0.27314548591144333,0.26540452072366966,Affordable,Affordable
20703116419,223,974,0.22895277207392198,True,410,2123,2017,3.0,0.20327218641546851,0.2428969146867015,Affordable,Affordable
20703116134,223,796,0.28015075376884424,True,511,2300,2353,2.9,0.21716957076073098,0.22557128379482821,Affordable,Affordable
12102157921,223,761,0.29303547963206306,True,500,2168,2394,2.5,0.20885547201336674,0.20898399845768267,Affordable,Affordable
11904137909,223,550,0.40545454545454546,True,620,2644,2527,3.2,0.24535021764938664,0.24145383702170406,Affordable,Affordable
11903166627,223,1070,0.20841121495327103,True,680,3000,2322,2.8,0.29285099052540914,0.2981514609421586,Affordable,Affordable
12003139611,223,712,0.31320224719101125,True,400,1931,1656,2.3,0.24154589371980675,0.26909141583054624,Affordable,Affordable
12003139631,223,1341,0.1662938105891126,True,500,2000,2148,2.7,0.23277467411545624,0.21486892995272883,Affordable,Affordable
20802117401,223,1222,0.18248772504091654,True,476,2414,2195,2.6,0.21685649202733484,0.2537935868231996,Affordable,Affordable
21205132323,223,867,0.25720876585928487,True,500,2500,2125,3.0,0.23529411764705882,0.27149321266968324,Affordable,Affordable
20701114944,223,1111,0.2007200720072007,True,496,2450,2440,2.6,0.20327868852459016,0.23171500630517025,Affordable,Affordable
20701115519,223,576,0.3871527777777778,True,650,4333,3562,2.9,0.18248175182481752,0.28071956117997665,Affordable,Affordable
30909154037,223,1859,0.11995696611081226,True,430,1360,1224,1.9,0.35130718954248363,0.2564102564102564,Moderately_Affordable,Affordable
12501158637,223,767,0.2907431551499348,True,480,2560,1593,3.6,0.3013182674199623,0.3708532522091844,Moderately_Affordable,Moderately_Affordable
12602172301,222,590,0.376271186440678,True,227,3000,949,2.3,0.23919915700737618,0.7295128475318149,Affordable,Very_Expensive
40205105225,222,1345,0.16505576208178438,True,340,1500,1388,2.6,0.24495677233429394,0.2493903790733762,Affordable,Affordable
12101139917,222,1016,0.21850393700787402,True,990,4000,3356,3.1,0.29499404052443384,0.27505271843770057,Affordable,Affordable
21205132209,222,414,0.5362318840579711,True,752,2896,2535,3.1,0.29664694280078896,0.26363222576240325,Affordable,Affordable
20804119516,222,1144,0.19405594405594406,True,325,2600,1608,2.1,0.20211442786069653,0.373134328358209,Affordable,Moderately_Affordable
12102140613,222,1209,0.18362282878411912,True,660,3479,3480,3.2,0.1896551724137931,0.2307029177718833,Affordable,Affordable
21101126007,222,1104,0.20108695652173914,True,542,2167,2466,3.3,0.2197891321978913,0.2027886954894254,Affordable,Affordable
21101125416,222,1263,0.17577197149643706,True,441,2167,2306,3.1,0.19124024284475283,0.21685902995530054,Affordable,Affordable
21101126035,222,793,0.27994955863808324,True,461,2280,2077,2.9,0.22195474241694751,0.2533239509647791,Affordable,Affordable
20701114810,222,641,0.3463338533541342,True,545,4838,2299,3.1,0.23705959112657676,0.4856292033325526,Affordable,Expensive
80104104402,222,1148,0.19337979094076654,True,580,2383,3368,3.1,0.17220902612826602,0.16327882331445276,Affordable,Affordable
11904167012,222,991,0.22401614530776992,True,450,2167,1937,3.0,0.2323180175529169,0.2581708430959851,Affordable,Affordable
11904167025,222,860,0.25813953488372093,True,580,2000,2125,3.2,0.27294117647058824,0.2171945701357466,Affordable,Affordable
11904137908,222,720,0.30833333333333335,True,560,2600,2374,3.1,0.2358887952822241,0.2527379949452401,Affordable,Affordable
12102157715,222,1086,0.20441988950276244,True,415,2050,1649,2.2,0.25166767738023044,0.28688715771796425,Affordable,Affordable
12102157706,222,976,0.22745901639344263,True,470,1900,1924,2.7,0.2442827442827443,0.22789061250599713,Affordable,Affordable
11904167102,222,733,0.30286493860845837,True,540,2079,2204,2.2,0.24500907441016334,0.21768113918749127,Affordable,Affordable
20703116307,221,789,0.28010139416983526,True,461,2800,2356,2.9,0.19567062818336162,0.2742588481128379,Affordable,Affordable
21205132605,221,1536,0.14388020833333334,True,421,2435,2321,2.6,0.18138733304610083,0.24210386769628475,Affordable,Affordable
21205132707,221,866,0.25519630484988454,True,490,1898,1931,2.9,0.25375453133091663,0.22682547902641118,Affordable,Affordable
11501155404,221,614,0.35993485342019543,True,950,4333,3750,3.6,0.25333333333333335,0.26664615384615387,Affordable,Affordable
21305146620,221,1338,0.16517189835575485,True,440,2167,2583,3.6,0.17034456058846303,0.19360314482265703,Affordable,Affordable
21305146612,221,1583,0.1396083385975995,True,462,2167,3160,3.6,0.14620253164556962,0.15825219084712755,Affordable,Affordable
30305107304,221,621,0.355877616747182,True,500,2400,2550,3.2,0.19607843137254902,0.2171945701357466,Affordable,Affordable
20703116106,221,865,0.25549132947976877,True,411,2200,2263,2.8,0.18161732213875387,0.22434481117645058,Affordable,Affordable
30303106409,221,579,0.38169257340241797,True,403,2500,2250,2.9,0.1791111111111111,0.2564102564102564,Affordable,Affordable
20701152112,221,617,0.3581847649918963,True,600,3100,2480,2.7,0.24193548387096775,0.28846153846153844,Affordable,Affordable
30903123619,221,1211,0.18249380677126342,True,445,2337,1762,2.9,0.2525539160045403,0.3060770103902907,Affordable,Moderately_Affordable
30909154002,221,865,0.25549132947976877,True,500,1424,1294,2.0,0.38639876352395675,0.2539531565806682,Moderately_Affordable,Affordable
40103101127,221,1098,0.20127504553734063,True,350,2383,1737,2.6,0.20149683362118595,0.3165935963863425,Affordable,Moderately_Affordable
12103140733,221,508,0.43503937007874016,True,877,3484,2374,3.2,0.36941870261162596,0.33866891322662174,Moderately_Affordable,Moderately_Affordable
12203169529,221,888,0.24887387387387389,True,450,2268,1614,2.1,0.2788104089219331,0.32427795253074065,Affordable,Moderately_Affordable
20702116006,221,1085,0.20368663594470046,True,461,2500,2115,2.9,0.21796690307328606,0.27277686852154936,Affordable,Affordable
11501155813,221,1144,0.19318181818181818,True,793,2650,2941,3.3,0.26963617817069024,0.2079355530562603,Affordable,Affordable
30306108038,221,925,0.23891891891891892,True,450,1603,1678,2.8,0.26817640047675806,0.22045475382781698,Affordable,Affordable
12003139649,221,891,0.24803591470258138,True,450,2000,1958,2.4,0.22982635342185903,0.23571933684293234,Affordable,Affordable
12601172101,221,495,0.44646464646464645,True,550,2925,2156,2.9,0.25510204081632654,0.31307977736549164,Affordable,Moderately_Affordable
30501111237,221,1586,0.13934426229508196,True,480,2000,2112,1.9,0.22727272727272727,0.21853146853146854,Affordable,Affordable
30303106002,220,1022,0.21526418786692758,True,450,1733,2232,2.9,0.20161290322580644,0.17917700578990903,Affordable,Affordable
12103140851,220,785,0.2802547770700637,True,795,4500,3204,3.3,0.24812734082397003,0.324114088159032,Affordable,Moderately_Affordable
11904137701,220,664,0.3313253012048193,True,530,3000,1971,2.8,0.2688990360223237,0.3512469265893923,Affordable,Moderately_Affordable
20604112518,220,678,0.32448377581120946,True,500,2000,2260,1.9,0.22123893805309736,0.2042205582028591,Affordable,Affordable
11904167034,220,555,0.3963963963963964,True,528,2650,2038,2.9,0.2590775269872424,0.30006793991092323,Affordable,Moderately_Affordable
21205132724,220,727,0.30261348005502064,True,670,2550,2216,2.9,0.30234657039711194,0.2655512357678423,Moderately_Affordable,Affordable
21104127319,220,746,0.2949061662198391,True,521,2500,2181,2.8,0.23888124713434206,0.26452227277536766,Affordable,Affordable
20702142433,220,698,0.3151862464183381,True,480,3000,2154,3.1,0.22284122562674094,0.3214056138847225,Affordable,Moderately_Affordable
21205156803,220,1008,0.21825396825396826,True,371,1690,1364,2.4,0.2719941348973607,0.2859237536656892,Affordable,Affordable
11501155314,220,929,0.23681377825618946,True,625,3000,2843,3.2,0.21983819908547308,0.24351308206390865,Affordable,Affordable
12601172031,220,799,0.2753441802252816,True,670,2700,2941,3.1,0.2278136688201292,0.21185886537807652,Affordable,Affordable
20703116522,220,735,0.29931972789115646,True,585,3225,2700,3.0,0.21666666666666667,0.27564102564102566,Affordable,Affordable
12501158656,220,897,0.24526198439241917,True,435,1842,1604,2.8,0.27119700748129677,0.26501055054671013,Affordable,Affordable
20702115741,220,795,0.27672955974842767,True,531,3227,2323,2.7,0.22858372793801118,0.32057352892479885,Affordable,Moderately_Affordable
12103141230,220,1100,0.2,True,1027,4500,3874,3.3,0.2651006711409396,0.2680592510225964,Affordable,Affordable
12003167926,220,865,0.2543352601156069,True,430,2329,2091,2.4,0.20564323290291728,0.2570356472795497,Affordable,Affordable
12003167925,220,809,0.2719406674907293,True,610,2284,1962,3.0,0.3109072375127421,0.2686426723123971,Moderately_Affordable,Affordable
21205132104,220,790,0.27848101265822783,True,450,3000,1637,2.7,0.2748930971288943,0.4229124571213759,Affordable,Expensive
11601156125,220,1285,0.17120622568093385,True,440,2002,1818,3.1,0.24202420242024203,0.25412541254125415,Affordable,Affordable
20701115214,220,816,0.2696078431372549,True,524,4100,4187,2.9,0.1251492715548125,0.22597416913156107,Affordable,Affordable
12103140841,219,766,0.2859007832898172,True,830,4333,4050,3.1,0.20493827160493827,0.2468945868945869,Affordable,Affordable
11903137416,219,1190,0.18403361344537816,True,590,3000,1701,2.9,0.34685479129923574,0.407000407000407,Moderately_Affordable,Expensive
11903137116,219,665,0.3293233082706767,True,600,2903,2408,3.0,0.24916943521594684,0.27820725785842065,Affordable,Affordable
11903137023,219,770,0.2844155844155844,True,525,2909,1843,2.9,0.2848616386326641,0.3642472557285362,Affordable,Moderately_Affordable
20703116408,219,805,0.2720496894409938,True,396,2000,1767,2.2,0.22410865874363328,0.26119890296460757,Affordable,Affordable
21305146636,219,1163,0.1883061049011178,True,446,2100,2794,3.6,0.15962777380100215,0.17344859864544904,Affordable,Affordable
11602163245,219,2111,0.10374230222643296,True,450,2221,1923,2.1,0.23400936037441497,0.2665306612264491,Affordable,Affordable
11501155519,219,1284,0.1705607476635514,True,800,3500,3016,3.1,0.26525198938992045,0.2678024892879004,Affordable,Affordable
11903137022,219,705,0.31063829787234043,True,580,2700,1906,2.8,0.304302203567681,0.32690289773185893,Moderately_Affordable,Moderately_Affordable
20702142526,219,739,0.2963464140730717,True,456,2500,1640,2.7,0.2780487804878049,0.3517823639774859,Affordable,Moderately_Affordable
21104127314,219,833,0.26290516206482595,True,495,2025,1985,2.9,0.24937027707808565,0.2354194923464445,Affordable,Affordable
20604112125,219,1282,0.17082683307332294,True,170,1733,796,1.8,0.2135678391959799,0.50241592578276,Affordable,Very_Expensive
12101168423,219,1025,0.21365853658536585,True,531,2500,1944,2.2,0.27314814814814814,0.29677113010446343,Affordable,Affordable
12003167703,219,426,0.5140845070422535,True,500,2137,1916,2.0,0.2609603340292276,0.257387184840212,Affordable,Affordable
20702116011,219,780,0.28076923076923077,True,430,2950,2047,2.8,0.21006350757205666,0.33256923828491974,Affordable,Moderately_Affordable
12602150012,219,593,0.36930860033726814,True,313,915,900,2.0,0.3477777777777778,0.23461538461538461,Moderately_Affordable,Affordable
12501170914,219,1529,0.1432308698495749,True,520,2243,2050,2.5,0.25365853658536586,0.2524953095684803,Affordable,Affordable
12003139638,219,1030,0.21262135922330097,True,445,2000,2218,2.4,0.2006311992786294,0.2080876742734272,Affordable,Affordable
12502147801,219,1108,0.1976534296028881,True,398,1794,1656,2.1,0.24033816425120774,0.25,Affordable,Affordable
12502147749,219,928,0.23599137931034483,True,460,2600,2205,3.1,0.20861678004535147,0.272108843537415,Affordable,Affordable
12602150101,219,980,0.22346938775510203,True,665,3359,2444,3.0,0.2720949263502455,0.3171660581644215,Affordable,Moderately_Affordable
12003167612,218,926,0.23542116630669546,True,430,1900,1696,2.2,0.2535377358490566,0.2585268505079826,Affordable,Affordable
12601149640,218,826,0.2639225181598063,True,690,3889,3704,3.2,0.18628509719222464,0.2422952317660741,Affordable,Affordable
12502171120,218,547,0.39853747714808047,True,630,2167,2250,3.0,0.28,0.22225641025641027,Affordable,Affordable
11903137424,218,657,0.3318112633181126,True,577,3033,2208,3.4,0.26132246376811596,0.31699414715719065,Affordable,Moderately_Affordable
12601172022,218,667,0.3268365817091454,True,500,2300,2012,2.4,0.2485089463220676,0.26380180455727176,Affordable,Affordable
30504113732,218,561,0.38859180035650626,True,500,1417,1823,1.9,0.27427317608337903,0.1793746571585299,Affordable,Affordable
11901135804,218,1381,0.15785662563359884,True,450,2167,2052,2.8,0.21929824561403508,0.24370220422852001,Affordable,Affordable
21104127315,218,707,0.30834512022630833,True,462,2720,1875,2.8,0.2464,0.33476923076923076,Affordable,Moderately_Affordable
11501129031,218,1064,0.20488721804511278,True,570,3000,2446,2.9,0.2330335241210139,0.28303666897289137,Affordable,Affordable
12501158605,218,1284,0.16978193146417445,True,420,1806,1638,2.6,0.2564102564102564,0.25443786982248523,Affordable,Affordable
20802117454,218,1552,0.1404639175257732,True,485,2200,2085,2.2,0.23261390887290168,0.24349750968456005,Affordable,Affordable
12501158217,218,971,0.22451081359423275,True,185,1945,817,3.0,0.22643818849449204,0.5493832972413144,Affordable,Very_Expensive
11903137012,217,747,0.29049531459170014,True,335,1975,1416,2.6,0.2365819209039548,0.321870925684485,Affordable,Moderately_Affordable
12501158240,217,908,0.23898678414096916,True,400,1733,1384,3.0,0.28901734104046245,0.28896176078257,Affordable,Affordable
21305146603,217,1791,0.12116136236739251,True,401,2167,2548,3.5,0.15737833594976453,0.1962625286801111,Affordable,Affordable
80104104401,217,1143,0.18985126859142606,True,578,2167,3222,3.3,0.17939168218497828,0.15520699040252112,Affordable,Affordable
11903137123,217,533,0.4071294559099437,True,540,2925,2562,3.2,0.2107728337236534,0.26346604215456676,Affordable,Affordable
20901119615,217,814,0.2665847665847666,True,391,1746,1645,2.7,0.23768996960486322,0.24493804068272154,Affordable,Affordable
11903137030,217,767,0.28292046936114734,True,340,1517,1203,2.2,0.2826267664172901,0.29100326107807406,Affordable,Affordable
12601172127,217,748,0.29010695187165775,True,420,1900,1863,2.4,0.22544283413848631,0.23535240926545276,Affordable,Affordable
12602150105,217,1192,0.1820469798657718,True,638,3300,2654,3.0,0.24039186134137153,0.2869398875427511,Affordable,Affordable
12602150308,217,1035,0.20966183574879227,True,575,2817,2794,3.2,0.205798138869005,0.23266890589725236,Affordable,Affordable
12602150312,217,1126,0.19271758436944939,True,504,2565,2512,3.1,0.20063694267515925,0.23563816756491915,Affordable,Affordable
12103141123,217,1195,0.1815899581589958,True,650,3500,3016,2.7,0.21551724137931033,0.2678024892879004,Affordable,Affordable
30303106601,217,1205,0.18008298755186722,True,600,2427,2763,3.2,0.21715526601520088,0.20270608869957404,Affordable,Affordable
60105102908,217,639,0.3395931142410016,True,448,1102,1125,2.9,0.3982222222222222,0.22605128205128205,Moderately_Affordable,Affordable
21205132549,217,1059,0.2049102927289896,True,481,2253,2225,2.9,0.21617977528089888,0.2336732929991357,Affordable,Affordable
21205132748,217,979,0.2216547497446374,True,462,2370,1862,2.9,0.24812030075187969,0.293728827563414,Affordable,Affordable
20604150433,216,549,0.39344262295081966,True,328,1300,1177,1.7,0.2786745964316058,0.2548853016142736,Affordable,Affordable
80104103714,216,951,0.22712933753943218,True,725,3017,3886,3.4,0.1865671641791045,0.1791638623856843,Affordable,Affordable
21104127304,216,682,0.31671554252199413,True,513,2500,2812,2.9,0.18243243243243243,0.20516467884888936,Affordable,Affordable
12003167702,216,574,0.37630662020905925,True,500,2383,1906,2.2,0.2623294858342078,0.28852207603519253,Affordable,Affordable
20604150522,216,1078,0.20037105751391465,True,420,1975,1909,1.9,0.22001047668936616,0.23874763267115284,Affordable,Affordable
12003167905,216,1074,0.2011173184357542,True,520,2959,2650,2.8,0.19622641509433963,0.257677793904209,Affordable,Affordable
12501158701,216,695,0.3107913669064748,True,410,2000,1478,3.0,0.2774018944519621,0.3122723014468617,Affordable,Moderately_Affordable
30303106521,216,1040,0.2076923076923077,True,423,1690,1508,2.2,0.28050397877984085,0.25862068965517243,Affordable,Affordable
21205132222,216,575,0.37565217391304345,True,517,3683,2187,3.0,0.23639689071787837,0.38862509232879605,Affordable,Moderately_Affordable
12504148926,216,1015,0.21280788177339902,True,415,2450,1691,2.5,0.24541691306918983,0.33434926989036984,Affordable,Moderately_Affordable
12101168203,216,985,0.21928934010152284,True,545,2557,2468,2.4,0.22082658022690438,0.2390911357686074,Affordable,Affordable
20606151517,216,1026,0.21052631578947367,True,404,2102,2088,1.5,0.19348659003831417,0.23231653404067198,Affordable,Affordable
11903137002,216,909,0.2376237623762376,True,550,2500,2079,3.0,0.26455026455026454,0.2775002775002775,Affordable,Affordable
40104101510,216,963,0.22429906542056074,True,295,1600,1367,2.4,0.21580102414045355,0.2701029767598897,Affordable,Affordable
21205132206,216,608,0.35526315789473684,True,590,2300,2399,2.9,0.24593580658607753,0.22124603200051304,Affordable,Affordable
20604111824,216,1032,0.20930232558139536,True,398,1800,2083,1.9,0.19107057129140662,0.1994165220281399,Affordable,Affordable
20703116201,215,932,0.23068669527896996,True,441,2000,2250,2.8,0.196,0.20512820512820512,Affordable,Affordable
20604150628,215,1448,0.1484806629834254,True,395,1700,1659,1.8,0.23809523809523808,0.23647238837112255,Affordable,Affordable
20703116514,215,836,0.25717703349282295,True,451,2167,1930,2.6,0.23367875647668393,0.2591072140294938,Affordable,Affordable
11501155826,215,911,0.23600439077936333,True,548,3147,2974,3.2,0.18426361802286484,0.24419326470436087,Affordable,Affordable
11904167114,215,735,0.2925170068027211,True,510,2146,1642,2.3,0.3105968331303289,0.30160217370936004,Moderately_Affordable,Moderately_Affordable
30306107803,215,938,0.22921108742004265,True,390,1733,1633,2.8,0.23882424984690753,0.24490084318620756,Affordable,Affordable
11703164230,215,1537,0.1398828887443071,True,550,2551,2315,1.8,0.23758099352051837,0.2542947333444094,Affordable,Affordable
12501158644,215,638,0.33699059561128525,True,450,2167,1375,2.4,0.32727272727272727,0.3636923076923077,Moderately_Affordable,Moderately_Affordable
12003167605,215,866,0.24826789838337182,True,430,2167,2101,2.2,0.20466444550214183,0.23801852597664117,Affordable,Affordable
21205132722,215,850,0.2529411764705882,True,551,1841,1847,2.7,0.29832160259880885,0.23001957436175086,Affordable,Affordable
12602150037,215,742,0.28975741239892183,True,540,2585,2047,2.7,0.26380068392769906,0.2914208410055992,Affordable,Affordable
21205132726,215,955,0.225130890052356,True,421,2138,1807,2.6,0.23298284449363585,0.273040739006428,Affordable,Affordable
50302129502,215,1181,0.18204911092294665,True,750,2480,3117,2.1,0.24061597690086622,0.18360849929666098,Affordable,Affordable
12501158322,215,511,0.4207436399217221,True,345,1573,1235,2.6,0.2793522267206478,0.29392712550607286,Affordable,Affordable
20604150901,215,1221,0.1760851760851761,True,401,1900,2036,1.8,0.1969548133595285,0.21535439020704247,Affordable,Affordable
12503148157,215,1408,0.15269886363636365,True,410,1914,1925,2.3,0.21298701298701297,0.22945054945054946,Affordable,Affordable
20901120022,215,1363,0.15774027879677183,True,500,2600,2097,2.8,0.23843586075345732,0.2861230329041488,Affordable,Affordable
12501158209,215,812,0.2647783251231527,True,365,1794,1183,3.0,0.30853761622992393,0.3499577345731192,Moderately_Affordable,Moderately_Affordable
11903137328,215,708,0.3036723163841808,True,500,2105,2092,3.1,0.2390057361376673,0.23220326518605677,Affordable,Affordable
12501158213,215,798,0.2694235588972431,True,375,1834,1312,3.6,0.2858231707317073,0.3225844277673546,Affordable,Moderately_Affordable
20703116222,215,809,0.2657601977750309,True,431,2500,2083,2.6,0.20691310609697552,0.27696739170574985,Affordable,Affordable
21205156815,215,834,0.2577937649880096,True,438,2159,1937,2.7,0.22612287041817244,0.2572177435367936,Affordable,Affordable
12003168103,215,1063,0.20225776105362184,True,735,3650,2639,3.3,0.27851458885941643,0.31917684437578336,Affordable,Moderately_Affordable
12102157735,215,890,0.24157303370786518,True,490,2300,2285,2.6,0.21444201312910285,0.23228412725130448,Affordable,Affordable
50603113138,215,1170,0.18376068376068377,True,450,2167,2238,3.2,0.20107238605898123,0.22344813363580118,Affordable,Affordable
12101139913,215,591,0.3637901861252115,True,820,3950,2843,3.0,0.2884277172001407,0.32062555805081305,Affordable,Moderately_Affordable
12601149635,214,1054,0.2030360531309298,True,680,3434,3359,3.1,0.2024412027389104,0.23592186319188402,Affordable,Affordable
20703116711,214,646,0.33126934984520123,True,498,2498,2103,2.3,0.23680456490727533,0.2741139032151871,Affordable,Affordable
12503148420,214,1496,0.14304812834224598,True,450,2134,1958,3.1,0.22982635342185903,0.2515125324114088,Affordable,Affordable
12103140758,214,647,0.33075734157650694,True,925,5000,2899,3.2,0.3190755432907899,0.39801523071616207,Moderately_Affordable,Moderately_Affordable
12003168112,214,970,0.22061855670103092,True,633,3900,3250,3.5,0.19476923076923078,0.27692307692307694,Affordable,Affordable
40101100141,214,722,0.296398891966759,True,470,2167,1511,1.9,0.3110522832561218,0.330957593035687,Moderately_Affordable,Moderately_Affordable
20804119515,214,1035,0.20676328502415459,True,331,2400,1525,2.1,0.21704918032786885,0.36317780580075665,Affordable,Moderately_Affordable
21305146608,214,1559,0.1372674791533034,True,439,2167,2527,3.3,0.17372378314206569,0.19789351922315912,Affordable,Affordable
21305146637,214,1139,0.18788410886742757,True,390,1980,2101,2.8,0.18562589243217514,0.21747885622231172,Affordable,Affordable
30305107201,214,1910,0.11204188481675392,True,395,1863,1739,2.9,0.22714203565267396,0.24722431105409828,Affordable,Affordable
12003168016,214,1540,0.13896103896103895,True,470,2500,2166,2.9,0.2169898430286242,0.26635414447048794,Affordable,Affordable
21104126903,214,747,0.28647925033467203,True,391,2000,1562,2.4,0.25032010243277847,0.29547916871860536,Affordable,Affordable
21205131917,214,1012,0.21146245059288538,True,215,2300,1202,2.3,0.1788685524126456,0.44157173940867783,Affordable,Expensive
21205132330,214,1035,0.20676328502415459,True,564,3000,2424,2.8,0.23267326732673269,0.2856054836252856,Affordable,Affordable
30306107920,214,698,0.30659025787965616,True,450,2600,2083,3.0,0.2160345655304849,0.28804608737397985,Affordable,Affordable
21205132432,214,1195,0.1790794979079498,True,401,2200,1800,2.3,0.22277777777777777,0.28205128205128205,Affordable,Affordable
20802117405,214,1163,0.18400687876182287,True,671,3000,2916,3.1,0.23010973936899862,0.23741690408357075,Affordable,Affordable
11903166624,214,1187,0.18028643639427128,True,550,3000,2408,2.7,0.22840531561461794,0.28750319447993866,Affordable,Affordable
12504171701,214,1112,0.19244604316546762,True,390,1500,2038,2.4,0.19136408243375858,0.16984977730806974,Affordable,Affordable
21205132317,214,940,0.2276595744680851,True,500,2684,2111,2.9,0.23685457129322596,0.29340815508508544,Affordable,Affordable
21205131937,214,928,0.23060344827586207,True,411,2464,1821,2.3,0.2257001647446458,0.31225446711443416,Affordable,Moderately_Affordable
30306108029,214,1075,0.19906976744186047,True,390,1733,1579,2.7,0.24699176694110198,0.2532761728455205,Affordable,Affordable
11501155807,213,869,0.24510932105868816,True,650,2124,1612,2.6,0.4032258064516129,0.30406566138576063,Expensive,Moderately_Affordable
12503148156,213,946,0.2251585623678647,True,440,1993,1795,3.3,0.24512534818941503,0.25622455538890077,Affordable,Affordable
21104127037,213,863,0.24681344148319814,True,410,2000,1710,2.2,0.23976608187134502,0.2699055330634278,Affordable,Affordable
50604113348,213,1403,0.1518175338560228,True,450,2000,2801,3.5,0.16065690824705461,0.16477631615082525,Affordable,Affordable
21104127109,213,1117,0.19068934646374217,True,391,2500,1908,2.7,0.20492662473794548,0.30237058538945333,Affordable,Moderately_Affordable
11501129112,213,752,0.28324468085106386,True,715,4000,3143,3.6,0.22748965956092904,0.29369294402701973,Affordable,Affordable
21101126038,213,913,0.23329682365826945,True,481,2017,2111,2.9,0.22785409758408337,0.22049338629158619,Affordable,Affordable
21205156701,213,670,0.31791044776119404,True,330,1346,1163,2.1,0.2837489251934652,0.26708115616112177,Affordable,Affordable
20702116008,213,913,0.23329682365826945,True,522,2500,2250,2.8,0.232,0.2564102564102564,Affordable,Affordable
12501170913,213,1078,0.19758812615955473,True,740,2600,3083,3.5,0.24002594875121636,0.19461563412260785,Affordable,Affordable
30909154040,213,780,0.27307692307692305,True,475,1148,1255,1.9,0.3784860557768924,0.21109408519767087,Moderately_Affordable,Affordable
20702142409,213,896,0.23772321428571427,True,650,2167,2428,3.0,0.2677100494233937,0.20596248891141808,Affordable,Affordable
30306107828,213,852,0.25,True,420,1517,1800,3.1,0.23333333333333334,0.19448717948717947,Affordable,Affordable
11903137009,213,739,0.2882273342354533,True,220,2184,1483,2.6,0.14834794335805798,0.3398516520566419,Affordable,Moderately_Affordable
12502171104,213,772,0.2759067357512953,True,695,2920,2471,3.3,0.28126264670174017,0.27270180244684494,Affordable,Affordable
12102157723,213,1031,0.20659553831231814,True,450,1822,1784,2.3,0.2522421524663677,0.23568471886857537,Affordable,Affordable
20604150410,213,514,0.4143968871595331,True,350,1681,941,1.7,0.37194473963868224,0.41224556527425815,Moderately_Affordable,Expensive
50603113119,212,986,0.2150101419878296,True,385,2145,2047,3.3,0.1880801172447484,0.2418172936003908,Affordable,Affordable
11501155623,212,1023,0.2072336265884653,True,555,2200,2182,2.8,0.2543538038496792,0.23267291828245082,Affordable,Affordable
20703116331,212,689,0.3076923076923077,True,401,2300,1422,2.6,0.2819971870604782,0.3732554365465758,Affordable,Moderately_Affordable
12602150018,212,1212,0.17491749174917492,True,420,2011,1958,2.2,0.21450459652706844,0.23701579319556848,Affordable,Affordable
