SA1_CODE_2021,Vietnam_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
12503147943,320,1198,0.2671118530884808,True,470,2245,1492,3.1,0.31501340482573725,0.34723654361724066,Moderately_Affordable,Moderately_Affordable
11901136113,320,1424,0.2247191011235955,True,380,1896,1335,3.0,0.2846441947565543,0.32774416594641315,Affordable,Moderately_Affordable
12702150930,319,727,0.43878954607977994,True,410,1733,1583,3.2,0.25900189513581806,0.25263618251615727,Affordable,Affordable
31001127423,319,948,0.33649789029535865,True,230,1300,1076,2.8,0.2137546468401487,0.2788104089219331,Affordable,Affordable
31001127512,319,1034,0.30851063829787234,True,360,1633,1954,3.0,0.1842374616171955,0.19285883001338477,Affordable,Affordable
21303134909,319,606,0.5264026402640264,True,541,1625,2449,3.3,0.22090649244589627,0.15312372396896692,Affordable,Affordable
11901136122,318,1262,0.2519809825673534,True,465,2100,1485,3.4,0.31313131313131315,0.32634032634032634,Moderately_Affordable,Moderately_Affordable
12503148002,318,642,0.4953271028037383,True,278,1424,1050,2.8,0.26476190476190475,0.312967032967033,Affordable,Moderately_Affordable
21303134903,317,791,0.40075853350189633,True,414,2000,2229,2.8,0.1857335127860027,0.20706077233668083,Affordable,Affordable
12503147903,317,1183,0.2679628064243449,True,460,2432,1718,3.5,0.26775320139697323,0.32667681561744427,Affordable,Moderately_Affordable
11901136111,316,479,0.6597077244258872,True,435,1800,1774,3.2,0.2452085682074408,0.2341514179169196,Affordable,Affordable
12503148019,316,843,0.3748517200474496,True,420,1800,1489,3.7,0.28206850235057085,0.27896884847858655,Affordable,Affordable
20607151808,316,1136,0.27816901408450706,True,173,2475,655,2.0,0.2641221374045801,0.8719906048150323,Affordable,Very_Expensive
31001127421,316,902,0.35033259423503327,True,278,1300,1142,3.2,0.2434325744308231,0.2626970227670753,Affordable,Affordable
12702151637,316,761,0.4152431011826544,True,455,2330,1375,3.5,0.33090909090909093,0.39104895104895104,Moderately_Affordable,Moderately_Affordable
31001127211,316,632,0.5,True,370,1599,1680,3.2,0.22023809523809523,0.21964285714285714,Affordable,Affordable
11901136123,315,948,0.3322784810126582,True,430,2084,1416,2.9,0.3036723163841808,0.3396349413298566,Moderately_Affordable,Moderately_Affordable
11901157221,315,1209,0.26054590570719605,True,180,2167,971,2.7,0.18537590113285274,0.5150122791729382,Affordable,Very_Expensive
12702151544,315,1052,0.2994296577946768,True,430,2334,1468,3.5,0.29291553133514986,0.36690421295325926,Affordable,Moderately_Affordable
12702151209,315,889,0.3543307086614173,True,300,1663,1125,2.8,0.26666666666666666,0.34112820512820513,Affordable,Moderately_Affordable
11901135611,314,1284,0.24454828660436137,True,480,2500,1762,3.6,0.2724177071509648,0.3274251287872173,Affordable,Moderately_Affordable
21301133533,314,522,0.6015325670498084,True,350,1908,1145,2.7,0.3056768558951965,0.38454820288881425,Moderately_Affordable,Moderately_Affordable
21204146022,314,939,0.3343982960596379,True,365,1900,1525,3.2,0.23934426229508196,0.287515762925599,Affordable,Affordable
31001127422,314,738,0.4254742547425474,True,297,1190,1166,3.2,0.25471698113207547,0.23551919778334873,Affordable,Affordable
12702150927,313,765,0.4091503267973856,True,560,2500,2968,4.1,0.18867924528301888,0.1943810906075057,Affordable,Affordable
31001127431,313,557,0.5619389587073609,True,300,1083,1100,2.9,0.2727272727272727,0.2272027972027972,Affordable,Affordable
12702151204,313,1452,0.21556473829201103,True,400,2000,1380,3.1,0.2898550724637681,0.33444816053511706,Affordable,Moderately_Affordable
11901136115,313,1136,0.2755281690140845,True,265,2392,1104,2.6,0.24003623188405798,0.5,Affordable,Very_Expensive
21303134743,312,922,0.3383947939262473,True,500,2500,2600,3.3,0.19230769230769232,0.22189349112426035,Affordable,Affordable
21204156516,312,1100,0.28363636363636363,True,380,2000,1718,3.1,0.22118742724097787,0.2686486970538193,Affordable,Affordable
21301132903,312,721,0.43273231622746183,True,419,1880,2062,3.5,0.2032007759456838,0.21040065656942475,Affordable,Affordable
21301133332,312,857,0.36406067677946324,True,330,1367,1261,3.1,0.2616970658207772,0.2501677545293723,Affordable,Affordable
11901157145,312,1357,0.22991893883566691,True,380,1432,1104,2.5,0.3442028985507246,0.2993311036789298,Moderately_Affordable,Affordable
12702150917,311,711,0.43741209563994377,True,275,1975,1437,2.9,0.19137091162143355,0.3171671752047535,Affordable,Moderately_Affordable
21301133422,311,710,0.43802816901408453,True,340,1500,1125,2.7,0.3022222222222222,0.3076923076923077,Moderately_Affordable,Moderately_Affordable
21204131803,311,740,0.42027027027027025,True,421,1424,1949,3.4,0.21600820933812212,0.1686071752772625,Affordable,Affordable
21301133430,310,1112,0.2787769784172662,True,330,1365,1079,2.5,0.30583873957367935,0.2919369786839666,Moderately_Affordable,Affordable
21204146035,310,947,0.3273495248152059,True,350,1509,1602,3.5,0.2184769038701623,0.2173725151253241,Affordable,Affordable
21301133427,310,1077,0.2878365831012071,True,340,1400,1187,2.7,0.2864363942712721,0.272179379171797,Affordable,Affordable
12503148030,310,800,0.3875,True,300,1404,1051,2.4,0.285442435775452,0.3082778306374881,Affordable,Moderately_Affordable
31001127107,309,784,0.39413265306122447,True,320,1352,1471,2.8,0.21753908905506458,0.21210061182868797,Affordable,Affordable
12702151140,309,555,0.5567567567567567,True,400,2167,1333,3.1,0.30007501875468867,0.37515148017773675,Moderately_Affordable,Moderately_Affordable
21204146008,309,1221,0.25307125307125306,True,360,1950,1301,2.8,0.2767102229054573,0.3458877786318217,Affordable,Moderately_Affordable
21204156507,309,997,0.30992978936810434,True,430,2002,1770,3.1,0.24293785310734464,0.26101694915254237,Affordable,Affordable
21303134731,309,914,0.33807439824945296,True,350,1900,1730,2.6,0.2023121387283237,0.2534459759893286,Affordable,Affordable
21301133827,309,1106,0.2793851717902351,True,357,1602,1408,3.0,0.25355113636363635,0.2625655594405594,Affordable,Affordable
21301156921,308,1061,0.29029217719132894,True,350,1625,1459,2.8,0.23989033584647018,0.2570253598355038,Affordable,Affordable
12503148003,308,862,0.35730858468677495,True,211,2000,869,2.8,0.2428078250863061,0.531114455165088,Affordable,Very_Expensive
21301133317,308,664,0.463855421686747,True,328,1409,1288,2.7,0.2546583850931677,0.2524486383182035,Affordable,Affordable
11901157125,308,1392,0.22126436781609196,True,400,1974,1237,2.5,0.32336297493936944,0.3682606803059511,Moderately_Affordable,Moderately_Affordable
40402110217,305,1837,0.16603157321720197,True,317,1863,1566,2.6,0.20242656449553,0.27453580901856767,Affordable,Affordable
40401109724,305,892,0.3419282511210762,True,280,1108,1111,2.2,0.252025202520252,0.23014609153223015,Affordable,Affordable
20607114203,305,777,0.39253539253539255,True,176,520,560,2.3,0.3142857142857143,0.21428571428571427,Moderately_Affordable,Affordable
21301133418,305,1040,0.2932692307692308,True,310,1389,972,2.9,0.31893004115226337,0.3297720797720798,Moderately_Affordable,Moderately_Affordable
31001127413,305,654,0.46636085626911317,True,320,956,1042,3.5,0.30710172744721687,0.2117230178650524,Moderately_Affordable,Affordable
31001127411,304,657,0.4627092846270928,True,295,1409,982,3.1,0.3004073319755601,0.3311138962870124,Moderately_Affordable,Moderately_Affordable
11901157234,303,1259,0.24066719618745036,True,368,1487,1185,2.2,0.3105485232067511,0.2895813047711782,Moderately_Affordable,Affordable
12003139232,303,1484,0.204177897574124,True,500,2167,1867,2.4,0.2678093197643278,0.2678505211981377,Affordable,Affordable
21301133526,303,700,0.4328571428571429,True,335,1733,1625,3.3,0.20615384615384616,0.24610650887573965,Affordable,Affordable
11901157210,301,823,0.36573511543134873,True,550,3000,1958,3.8,0.2808988764044944,0.3535790052643985,Affordable,Moderately_Affordable
12703160108,301,1147,0.26242371403661724,True,273,1452,1016,2.7,0.2687007874015748,0.32980012113870383,Affordable,Moderately_Affordable
21204131023,301,1041,0.28914505283381364,True,373,1900,1488,3.3,0.2506720430107527,0.29466501240694787,Affordable,Affordable
12702151638,300,1058,0.2835538752362949,True,470,2167,1463,3.6,0.3212576896787423,0.3418160786581839,Moderately_Affordable,Moderately_Affordable
21204131709,300,984,0.3048780487804878,True,350,1670,1259,2.6,0.2779984114376489,0.3061037453412354,Affordable,Moderately_Affordable
21303134708,299,810,0.3691358024691358,True,360,1950,1696,2.3,0.21226415094339623,0.2653301886792453,Affordable,Affordable
12702151607,299,1245,0.24016064257028114,True,445,1733,1321,3.4,0.3368660105980318,0.3027426774588016,Moderately_Affordable,Moderately_Affordable
12503147935,299,2398,0.12468723936613844,True,610,2466,1694,4.3,0.3600944510035419,0.335936790482245,Moderately_Affordable,Moderately_Affordable
31001127419,298,743,0.40107671601615075,True,300,1475,1269,3.0,0.2364066193853428,0.26823058737952354,Affordable,Affordable
12503147920,297,1430,0.2076923076923077,True,355,1848,1401,3.0,0.2533904354032834,0.30439795750288257,Affordable,Moderately_Affordable
21301133429,297,1126,0.26376554174067496,True,325,1550,1199,2.5,0.27105921601334443,0.2983255276833259,Affordable,Affordable
21301133839,296,979,0.3023493360572012,True,370,1578,2066,3.4,0.17909002904162633,0.1762603321170601,Affordable,Affordable
21204146011,295,1140,0.25877192982456143,True,360,1742,1452,2.7,0.24793388429752067,0.2768595041322314,Affordable,Affordable
21303134824,295,973,0.30318602261048305,True,150,1950,822,1.9,0.18248175182481752,0.5474452554744526,Affordable,Very_Expensive
11901135445,295,1109,0.2660054102795311,True,124,2167,470,2.1,0.26382978723404255,1.0639934533551554,Affordable,Very_Expensive
21204131818,295,1063,0.277516462841016,True,355,1644,1432,3.4,0.2479050279329609,0.26493339063171467,Affordable,Affordable
21303134926,295,719,0.4102920723226704,True,692,2854,3091,3.1,0.22387576835975412,0.2130751810467113,Affordable,Affordable
21301133612,294,1121,0.2622658340767172,True,330,2182,1562,2.5,0.2112676056338028,0.32236777307199843,Affordable,Moderately_Affordable
21303134733,294,657,0.4474885844748858,True,300,1350,1523,2.5,0.1969796454366382,0.20455578564573967,Affordable,Affordable
21204131820,294,794,0.3702770780856423,True,365,1733,1466,3.3,0.2489768076398363,0.27279882464057087,Affordable,Affordable
12501158614,293,1376,0.2129360465116279,True,435,2184,1478,3.2,0.2943166441136671,0.34100135317997293,Affordable,Moderately_Affordable
21204131735,293,1117,0.26230975828111014,True,365,1517,1309,3.0,0.27883880825057294,0.26743844390903215,Affordable,Affordable
21303134719,293,528,0.5549242424242424,True,150,1500,1125,2.6,0.13333333333333333,0.3076923076923077,Affordable,Moderately_Affordable
21301133319,293,1054,0.27798861480075904,True,322,1501,1278,2.8,0.2519561815336463,0.2710364752618274,Affordable,Affordable
21301133507,293,671,0.4366616989567809,True,286,1400,944,2.9,0.3029661016949153,0.34224250325945244,Moderately_Affordable,Moderately_Affordable
21301133437,292,753,0.38778220451527223,True,317,1517,960,2.7,0.3302083333333333,0.3646634615384615,Moderately_Affordable,Moderately_Affordable
21301133311,292,998,0.2925851703406814,True,300,1600,1336,3.0,0.2245508982035928,0.2763703362505758,Affordable,Affordable
12702151605,291,1362,0.21365638766519823,True,440,2167,1350,3.3,0.32592592592592595,0.3704273504273504,Moderately_Affordable,Moderately_Affordable
11901135612,291,1249,0.23298638911128902,True,500,2500,1488,3.1,0.33602150537634407,0.38771712158808935,Moderately_Affordable,Moderately_Affordable
12503148022,291,865,0.33641618497109826,True,392,1950,1274,3.3,0.3076923076923077,0.3532182103610675,Moderately_Affordable,Moderately_Affordable
12702151406,291,967,0.30093071354705275,True,400,2167,1625,3.3,0.24615384615384617,0.30773964497041423,Affordable,Moderately_Affordable
21204156537,291,1079,0.26969416126042633,True,371,1733,1660,3.0,0.22349397590361444,0.24091751621872104,Affordable,Affordable
12702151919,291,1838,0.15832426550598477,True,300,2100,1013,2.8,0.29615004935834155,0.47839623357885946,Affordable,Expensive
12701150434,290,1099,0.26387625113739765,True,350,1733,1481,3.8,0.2363268062120189,0.27003583857061236,Affordable,Affordable
21204146020,290,1152,0.2517361111111111,True,303,1600,1172,3.0,0.25853242320819114,0.31504331845628775,Affordable,Moderately_Affordable
11901157207,290,1391,0.20848310567936737,True,555,2184,1644,3.6,0.3375912408759124,0.30656934306569344,Moderately_Affordable,Moderately_Affordable
12702151614,290,1430,0.20279720279720279,True,500,2134,1402,3.6,0.3566333808844508,0.35125644683419294,Moderately_Affordable,Moderately_Affordable
12702151105,289,435,0.664367816091954,True,400,2026,1642,3.5,0.243605359317905,0.28473718729504355,Affordable,Affordable
12702151305,289,516,0.560077519379845,True,430,1900,1854,3.8,0.2319309600862999,0.23649489668907145,Affordable,Affordable
21204145901,289,1536,0.18815104166666666,True,311,1600,1411,2.6,0.22041105598866054,0.26168020498282724,Affordable,Affordable
21204131742,287,788,0.36421319796954316,True,350,1559,1431,3.0,0.2445842068483578,0.25141106273181746,Affordable,Affordable
11901157235,287,775,0.37032258064516127,True,530,1850,1514,3.6,0.35006605019815057,0.2819835382583071,Moderately_Affordable,Affordable
11901136148,287,901,0.31853496115427304,True,450,1985,1699,3.5,0.26486168334314303,0.2696156109928917,Affordable,Affordable
12702151214,286,673,0.424962852897474,True,430,1787,1347,3.1,0.3192279138827023,0.30615041973616586,Moderately_Affordable,Moderately_Affordable
12702151131,286,344,0.8313953488372093,True,310,274,754,2.7,0.41114058355437666,0.08386043664558253,Expensive,Affordable
21301133615,286,1005,0.2845771144278607,True,416,1663,1903,2.7,0.2186022070415134,0.2016653866364849,Affordable,Affordable
12702151207,286,675,0.4237037037037037,True,400,2000,1578,3.2,0.2534854245880862,0.2924831822170225,Affordable,Affordable
12702152003,285,781,0.3649167733674776,True,470,2550,1452,3.2,0.3236914600550964,0.405276541640178,Moderately_Affordable,Expensive
21301132918,285,650,0.43846153846153846,True,420,1338,2202,3.5,0.1907356948228883,0.14022217564451897,Affordable,Affordable
21204131725,284,591,0.4805414551607445,True,300,1659,1331,2.5,0.22539444027047334,0.2876379818528579,Affordable,Affordable
11901157236,284,982,0.2892057026476578,True,380,1410,1077,2.6,0.3528319405756732,0.30212127705163916,Moderately_Affordable,Moderately_Affordable
40401109736,284,649,0.43759630200308164,True,205,1235,1273,2.6,0.1610369206598586,0.22388059701492538,Affordable,Affordable
12702151138,284,726,0.39118457300275483,True,400,1656,1375,2.5,0.2909090909090909,0.2779300699300699,Affordable,Affordable
21301133326,283,733,0.3860845839017735,True,331,1647,1421,2.9,0.23293455313159747,0.26747144481134627,Affordable,Affordable
12702150929,283,960,0.2947916666666667,True,310,1650,1273,3.2,0.24351924587588375,0.2991117288053659,Affordable,Affordable
21303134902,282,931,0.3029001074113856,True,400,2100,1658,2.6,0.24125452352231605,0.29228913426742137,Affordable,Affordable
12702152008,282,768,0.3671875,True,440,2084,1579,3.1,0.2786573780873971,0.30457446290251866,Affordable,Moderately_Affordable
12702150905,282,959,0.2940563086548488,True,490,2300,1731,3.6,0.2830733679953784,0.3066257832289028,Affordable,Moderately_Affordable
11901157109,281,839,0.33492252681764006,True,420,2167,1609,3.5,0.2610316967060286,0.310799827891189,Affordable,Moderately_Affordable
21204131713,281,839,0.33492252681764006,True,366,1200,1674,3.1,0.21863799283154123,0.1654259718775848,Affordable,Affordable
40402110210,281,983,0.28585961342828076,True,233,1600,1144,2.6,0.20367132867132867,0.32275416890801506,Affordable,Moderately_Affordable
31001127417,280,769,0.3641092327698309,True,240,1348,850,2.8,0.2823529411764706,0.36597285067873303,Affordable,Moderately_Affordable
12702151712,279,1997,0.1397095643465198,True,400,2000,1193,2.8,0.3352891869237217,0.3868721387581404,Moderately_Affordable,Moderately_Affordable
21204131024,279,749,0.3724966622162884,True,396,1733,1476,3.0,0.2682926829268293,0.2709505941213258,Affordable,Affordable
40402110111,279,1053,0.26495726495726496,True,300,1517,1550,2.7,0.1935483870967742,0.2258560794044665,Affordable,Affordable
31001156307,279,1391,0.20057512580877068,True,450,1941,2374,3.8,0.18955349620893008,0.18867863391873502,Affordable,Affordable
21204146012,279,1065,0.2619718309859155,True,315,1450,1179,2.7,0.26717557251908397,0.2838128792327266,Affordable,Affordable
20607113905,279,1148,0.24303135888501742,True,575,2582,2573,2.3,0.22347454333462885,0.23157642978863344,Affordable,Affordable
21301133103,278,1238,0.2245557350565428,True,348,1517,1451,3.0,0.23983459682977257,0.24126597041827916,Affordable,Affordable
21301133614,278,1027,0.27069133398247325,True,350,1785,1763,2.7,0.19852524106636416,0.2336489375627209,Affordable,Affordable
12702152009,278,1105,0.2515837104072398,True,450,2084,1645,3.1,0.2735562310030395,0.2923544540565817,Affordable,Affordable
50503109823,278,1018,0.2730844793713163,True,395,1733,1988,3.1,0.19869215291750503,0.20116854976009907,Affordable,Affordable
21204146001,277,1404,0.1972934472934473,True,347,1635,1562,2.9,0.22215108834827144,0.24155422042745986,Affordable,Affordable
21303134712,277,711,0.38959212376933894,True,328,1882,2069,2.6,0.15853069115514742,0.2099118860839499,Affordable,Affordable
12702151534,277,1564,0.17710997442455242,True,470,1625,1637,3.6,0.2871105681124007,0.22907758094074526,Affordable,Affordable
11901157223,277,1071,0.2586367880485528,True,340,1517,900,2.4,0.37777777777777777,0.38897435897435895,Moderately_Affordable,Moderately_Affordable
12701150424,277,1540,0.17987012987012987,True,230,1840,956,3.1,0.2405857740585774,0.4441583521081429,Affordable,Expensive
21301157003,276,1352,0.20414201183431951,True,401,2000,2279,3.5,0.17595436594997807,0.20251797347014547,Affordable,Affordable
21303134737,276,1476,0.18699186991869918,True,369,1800,1595,2.4,0.23134796238244515,0.26042922594646734,Affordable,Affordable
21301133401,276,852,0.323943661971831,True,335,1500,1153,2.7,0.29054640069384213,0.30022016145173125,Affordable,Moderately_Affordable
40401109729,275,1051,0.26165556612749763,True,310,1900,1511,2.8,0.20516214427531437,0.29017970778394336,Affordable,Affordable
11901157129,275,650,0.4230769230769231,True,445,2500,1402,3.1,0.3174037089871612,0.41150005486667396,Moderately_Affordable,Expensive
31001127405,274,581,0.47160068846815834,True,283,1437,1025,2.8,0.2760975609756098,0.32352720450281425,Affordable,Moderately_Affordable
12702151504,274,1152,0.2378472222222222,True,450,1950,1464,3.3,0.3073770491803279,0.3073770491803279,Moderately_Affordable,Moderately_Affordable
31001127210,274,629,0.4356120826709062,True,350,1340,1297,3.3,0.26985350809560527,0.23842002253721606,Affordable,Affordable
12702150904,274,882,0.31065759637188206,True,430,1980,1958,3.7,0.21961184882533197,0.23336214347450301,Affordable,Affordable
21301133324,273,880,0.31022727272727274,True,323,1613,1312,2.8,0.2461890243902439,0.2837124765478424,Affordable,Affordable
12702151219,272,775,0.35096774193548386,True,420,2550,1600,3.4,0.2625,0.36778846153846156,Affordable,Moderately_Affordable
12702151612,272,1205,0.22572614107883818,True,500,2300,1536,3.8,0.3255208333333333,0.34555288461538464,Moderately_Affordable,Moderately_Affordable
12702151542,272,872,0.3119266055045872,True,470,2000,1431,3.6,0.3284416491963662,0.32252862441541685,Moderately_Affordable,Moderately_Affordable
21301132910,272,635,0.4283464566929134,True,369,1631,2392,3.6,0.15426421404682275,0.15735142783637768,Affordable,Affordable
21301133441,272,1109,0.24526600541027954,True,324,1509,1110,2.7,0.2918918918918919,0.3137214137214137,Affordable,Moderately_Affordable
12503148016,271,1651,0.16414294367050272,True,204,2000,877,2.6,0.23261117445838084,0.5262696254714498,Affordable,Very_Expensive
12702151912,270,1575,0.17142857142857143,True,460,2416,1296,3.5,0.3549382716049383,0.4301994301994302,Moderately_Affordable,Expensive
21301133840,270,607,0.44481054365733114,True,400,1975,1875,3.4,0.21333333333333335,0.24307692307692308,Affordable,Affordable
12702151329,270,445,0.6067415730337079,True,410,1375,1800,3.4,0.22777777777777777,0.1762820512820513,Affordable,Affordable
12702151222,270,995,0.271356783919598,True,343,1888,1536,3.2,0.22330729166666666,0.28365384615384615,Affordable,Affordable
12702152016,270,773,0.34928848641655885,True,450,2167,1531,3.4,0.29392553886348793,0.3266341757523991,Affordable,Moderately_Affordable
40204104301,270,1139,0.2370500438981563,True,310,1213,1407,3.1,0.22032693674484718,0.19895030342791536,Affordable,Affordable
11901136140,269,1066,0.2523452157598499,True,456,2167,1660,3.1,0.2746987951807229,0.30125115848007417,Affordable,Moderately_Affordable
12503147908,269,1228,0.21905537459283386,True,470,2461,1674,3.8,0.2807646356033453,0.33926109732561344,Affordable,Moderately_Affordable
11901157113,269,909,0.29592959295929594,True,380,1650,1273,2.8,0.29850746268656714,0.2991117288053659,Affordable,Affordable
11901136145,269,882,0.30498866213151926,True,410,2000,1275,3.2,0.3215686274509804,0.36199095022624433,Moderately_Affordable,Moderately_Affordable
21301133309,269,731,0.3679890560875513,True,323,1473,1023,2.8,0.31573802541544477,0.33228062260320324,Moderately_Affordable,Moderately_Affordable
12701150441,268,1080,0.24814814814814815,True,365,2000,1262,3.4,0.28922345483359746,0.36571985858832134,Affordable,Moderately_Affordable
12702151702,268,972,0.2757201646090535,True,460,2167,1702,3.7,0.2702702702702703,0.2938172285998373,Affordable,Affordable
11702163602,268,723,0.3706777316735823,True,560,2654,2183,2.4,0.2565277141548328,0.2805595686951619,Affordable,Affordable
12702151330,267,513,0.52046783625731,True,400,2500,1343,3.5,0.29784065524944153,0.429577868148233,Affordable,Expensive
21301156939,267,1005,0.2656716417910448,True,420,1900,2059,3.6,0.20398251578436133,0.21294878021444316,Affordable,Affordable
12702151705,266,890,0.298876404494382,True,463,1975,1466,3.2,0.31582537517053205,0.31089306328051214,Moderately_Affordable,Moderately_Affordable
12702151609,266,1128,0.23581560283687944,True,480,2167,1437,3.9,0.33402922755741127,0.34800064236389916,Moderately_Affordable,Moderately_Affordable
40402110235,266,1006,0.2644135188866799,True,320,1700,1398,2.6,0.22889842632331903,0.2806206668867613,Affordable,Affordable
21301133707,265,566,0.46819787985865724,True,344,1817,1292,2.9,0.26625386996904027,0.32454155751369373,Affordable,Moderately_Affordable
21301133328,265,669,0.3961136023916293,True,303,1500,1066,3.0,0.28424015009380865,0.3247221821330639,Affordable,Moderately_Affordable
21204131815,265,619,0.4281098546042003,True,357,1400,1825,3.3,0.19561643835616438,0.17702845100105374,Affordable,Affordable
12702151602,265,954,0.2777777777777778,True,420,2037,1678,3.7,0.25029797377830754,0.28014119372879803,Affordable,Affordable
21303134718,264,489,0.5398773006134969,True,323,1470,1069,2.5,0.3021515434985968,0.31733467654889547,Moderately_Affordable,Moderately_Affordable
12701159404,264,1219,0.2165709598031173,True,500,2167,2215,3.7,0.22573363431151242,0.22576836256294497,Affordable,Affordable
21301133428,264,864,0.3055555555555556,True,350,1300,1196,2.7,0.29264214046822745,0.2508361204013378,Affordable,Affordable
21301132804,264,1259,0.2096902303415409,True,300,1653,1190,2.2,0.25210084033613445,0.32055591467356176,Affordable,Moderately_Affordable
21204146013,264,1234,0.21393841166936792,True,352,2000,1520,3.3,0.23157894736842105,0.30364372469635625,Affordable,Moderately_Affordable
12701159411,264,1353,0.1951219512195122,True,340,2019,1281,3.2,0.2654176424668228,0.3637182489641506,Affordable,Moderately_Affordable
50403105626,264,821,0.3215590742996346,True,370,1749,1578,3.3,0.23447401774397972,0.2557765428487862,Affordable,Affordable
21301157005,264,1150,0.22956521739130434,True,388,2035,2239,3.5,0.17329164805716837,0.20974336070361083,Affordable,Affordable
50503110426,264,1168,0.22602739726027396,True,350,1649,1562,3.0,0.22407170294494239,0.2436225746084901,Affordable,Affordable
21303134707,263,655,0.4015267175572519,True,277,1635,1196,2.6,0.23160535117056857,0.31547465912014405,Affordable,Moderately_Affordable
21301133824,263,560,0.46964285714285714,True,349,1888,1678,3.1,0.20798569725864124,0.2596497662051893,Affordable,Affordable
12702150921,263,709,0.3709449929478138,True,310,1600,1488,3.6,0.20833333333333334,0.24813895781637718,Affordable,Affordable
12701150438,263,1622,0.1621454993834772,True,350,2167,1255,3.5,0.2788844621513944,0.39846766779037696,Affordable,Moderately_Affordable
21204156511,263,661,0.3978819969742814,True,501,1854,1607,3.3,0.3117610454262601,0.2662390503087454,Moderately_Affordable,Affordable
21301133421,262,904,0.28982300884955753,True,330,1637,1292,3.0,0.25541795665634676,0.2923910454870207,Affordable,Affordable
40401109707,262,911,0.287596048298573,True,225,1300,962,2.4,0.2338877338877339,0.31185031185031187,Affordable,Moderately_Affordable
20505110203,262,1662,0.15764139590854392,True,183,1600,2166,2.4,0.08448753462603878,0.17046665246111228,Affordable,Affordable
21303134714,262,1055,0.24834123222748816,True,481,1947,2238,2.7,0.21492403932082216,0.2007630439265828,Affordable,Affordable
31001156427,261,799,0.32665832290362956,True,360,1400,1658,2.6,0.21712907117008443,0.19485942284494756,Affordable,Affordable
21301133843,261,634,0.4116719242902208,True,385,1733,1890,3.0,0.2037037037037037,0.2115995115995116,Affordable,Affordable
31001127207,261,638,0.4090909090909091,True,328,1630,1520,2.9,0.21578947368421053,0.24746963562753035,Affordable,Affordable
40401109709,261,976,0.26741803278688525,True,236,1300,977,2.3,0.24155578300921188,0.3070624360286592,Affordable,Moderately_Affordable
21301133312,260,707,0.36775106082036774,True,330,1500,1386,2.8,0.23809523809523808,0.24975024975024976,Affordable,Affordable
12701159413,260,1187,0.21903959561920808,True,430,2050,1607,3.4,0.26757934038581205,0.29438514192714565,Affordable,Affordable
12702151514,260,646,0.4024767801857585,True,355,1300,1125,3.0,0.31555555555555553,0.26666666666666666,Moderately_Affordable,Affordable
11901136144,260,704,0.3693181818181818,True,400,3000,1312,3.1,0.3048780487804878,0.5276735459662288,Moderately_Affordable,Very_Expensive
21301133604,260,659,0.3945371775417299,True,350,2450,1468,2.9,0.23841961852861035,0.385139383776986,Affordable,Moderately_Affordable
12501158638,260,762,0.34120734908136485,True,475,2084,1874,3.7,0.2534685165421558,0.25662917658648715,Affordable,Affordable
21301133442,260,859,0.30267753201396974,True,300,1475,1125,2.7,0.26666666666666666,0.30256410256410254,Affordable,Moderately_Affordable
11901157245,259,793,0.3266078184110971,True,450,1878,1672,2.5,0.26913875598086123,0.2592013249907987,Affordable,Affordable
21204131715,259,592,0.4375,True,385,1206,1359,3.0,0.28329654157468726,0.20478858889454915,Affordable,Affordable
12702151509,259,953,0.27177334732423925,True,312,1950,1057,2.6,0.29517502365184484,0.42573320719016083,Affordable,Expensive
12701150406,259,1272,0.20361635220125787,True,380,1733,1179,3.2,0.32230703986429177,0.33920532393814834,Moderately_Affordable,Moderately_Affordable
11901136136,258,817,0.3157894736842105,True,465,1670,1761,3.0,0.26405451448040884,0.21884418817979295,Affordable,Affordable
21301133537,258,601,0.4292845257903494,True,325,867,1303,2.8,0.24942440521872603,0.15355097703524412,Affordable,Affordable
12503147926,258,1391,0.1854780733285406,True,450,2167,1601,3.7,0.2810743285446596,0.3123528563878345,Affordable,Moderately_Affordable
21301157016,257,1473,0.17447386286490157,True,405,1950,2392,3.7,0.169314381270903,0.18812709030100336,Affordable,Affordable
12702151610,257,1095,0.23470319634703196,True,450,2459,1432,3.4,0.31424581005586594,0.39627202406532014,Moderately_Affordable,Moderately_Affordable
21001153424,257,707,0.3635077793493635,True,401,1592,1958,2.5,0.20480081716036772,0.18763259212697414,Affordable,Affordable
21301133836,256,823,0.3110571081409477,True,300,1471,1193,2.9,0.2514668901927913,0.28454445805661227,Affordable,Affordable
21301133807,256,697,0.3672883787661406,True,365,1733,1343,2.7,0.2717795979151154,0.2977833782003551,Affordable,Affordable
11901157211,255,673,0.3789004457652303,True,520,2167,1656,3.8,0.3140096618357488,0.3019788182831661,Moderately_Affordable,Moderately_Affordable
21301157011,255,1473,0.17311608961303462,True,277,1950,1788,3.3,0.15492170022371365,0.2516778523489933,Affordable,Affordable
21301133616,255,1201,0.21232306411323898,True,346,2083,1773,2.6,0.19514946418499718,0.2711180528439412,Affordable,Affordable
21303134812,255,1024,0.2490234375,True,346,1710,1701,2.3,0.20340975896531452,0.231990231990232,Affordable,Affordable
