SA1_CODE_2021,Vietnam_population,total_population,concentration_ratio,is_cluster,Median_rent_weekly,Median_mortgage_repay_monthly,Median_tot_hhd_inc_weekly,Average_household_size,rent_to_income_ratio,mortgage_to_income_ratio,rent_affordability,mortgage_affordability
12702151149,705,964,0.7313278008298755,True,400,1733,1516,3.4,0.2638522427440633,0.263801501928151,Affordable,Affordable
11901157219,704,1000,0.704,True,400,1700,1133,3.0,0.353045013239188,0.3462556860615113,Moderately_Affordable,Moderately_Affordable
12702151125,701,659,1.0637329286798178,True,300,1310,907,2.6,0.33076074972436603,0.3333050631837842,Moderately_Affordable,Moderately_Affordable
21301132909,699,1362,0.513215859030837,True,400,2000,1846,3.4,0.21668472372697725,0.2500208350695891,Affordable,Affordable
11901135415,696,2132,0.32645403377110693,True,510,2500,1970,3.6,0.25888324873096447,0.29285435376805935,Affordable,Affordable
12702151231,696,1129,0.6164747564216121,True,450,2167,1890,3.6,0.23809523809523808,0.2645909645909646,Affordable,Affordable
12702151107,694,1116,0.6218637992831542,True,365,1418,2031,3.9,0.17971442639094043,0.16111805476650382,Affordable,Affordable
12702151333,692,1078,0.6419294990723562,True,420,2100,1339,3.4,0.31366691560866317,0.36192336416384213,Moderately_Affordable,Moderately_Affordable
21204131743,686,1093,0.6276303751143641,True,351,2000,1593,3.0,0.22033898305084745,0.2897291032884253,Affordable,Affordable
12702150937,682,1435,0.4752613240418119,True,400,2000,1333,3.0,0.30007501875468867,0.34624040625541,Moderately_Affordable,Moderately_Affordable
12702151129,677,675,1.002962962962963,True,320,1128,1086,2.6,0.2946593001841621,0.23969400764980875,Affordable,Affordable
12702151232,677,1130,0.5991150442477876,True,405,2000,1452,3.3,0.27892561983471076,0.3178639542275906,Affordable,Moderately_Affordable
12702151307,675,968,0.6973140495867769,True,400,2037,1302,3.2,0.30721966205837176,0.3610421836228288,Moderately_Affordable,Moderately_Affordable
40402110222,671,1184,0.566722972972973,True,281,1354,1239,2.8,0.22679580306698952,0.2521884894766251,Affordable,Affordable
12702151230,670,1151,0.5821025195482189,True,440,1415,1649,3.9,0.2668283808368708,0.19802211130288752,Affordable,Affordable
21303134701,661,754,0.876657824933687,True,351,1517,1841,3.5,0.1906572514937534,0.19015585175280994,Affordable,Affordable
12702151332,660,1092,0.6043956043956044,True,365,2167,1609,3.6,0.22684897451833436,0.310799827891189,Affordable,Moderately_Affordable
12702151322,652,989,0.6592517694641051,True,310,1300,918,2.3,0.33769063180827885,0.32679738562091504,Moderately_Affordable,Moderately_Affordable
21204131750,651,1741,0.3739230327398047,True,501,2097,1977,2.9,0.2534142640364188,0.24477646784171822,Affordable,Affordable
12702151114,645,853,0.7561547479484173,True,320,1400,949,2.9,0.33719704952581664,0.3404393288481803,Moderately_Affordable,Moderately_Affordable
21301133530,641,1018,0.6296660117878192,True,300,1300,1289,2.9,0.23273855702094648,0.23273855702094648,Affordable,Affordable
12702151228,639,1190,0.5369747899159664,True,393,1733,1708,3.8,0.2300936768149883,0.23414700054044316,Affordable,Affordable
11901157212,638,1394,0.45767575322812054,True,450,2000,1490,3.1,0.30201342281879195,0.3097573567372225,Moderately_Affordable,Moderately_Affordable
21301133520,632,1191,0.5306465155331654,True,300,1400,1168,2.9,0.2568493150684932,0.2766069546891465,Affordable,Affordable
21301133501,628,977,0.6427840327533265,True,333,1450,1292,2.9,0.25773993808049533,0.2589902357704215,Affordable,Affordable
12702151120,627,704,0.890625,True,370,1625,1678,3.6,0.2205005959475566,0.2234803337306317,Affordable,Affordable
12702151234,626,1039,0.602502406159769,True,335,1885,1261,3.5,0.2656621728786677,0.344964314036479,Affordable,Moderately_Affordable
12702151316,622,975,0.637948717948718,True,330,1300,1096,2.4,0.3010948905109489,0.2737226277372263,Moderately_Affordable,Affordable
21303134730,619,684,0.9049707602339181,True,265,1659,1589,3.1,0.16677155443675268,0.24093527617756694,Affordable,Affordable
12702151143,617,1033,0.5972894482090997,True,310,1441,1461,3.0,0.21218343600273784,0.22761017216869373,Affordable,Affordable
12702151146,617,688,0.8968023255813954,True,322,1350,1112,2.6,0.289568345323741,0.2801604869950194,Affordable,Affordable
21301133518,614,959,0.6402502606882169,True,338,1375,1238,3.0,0.2730210016155089,0.25630669814837825,Affordable,Affordable
12702151147,613,689,0.8896952104499274,True,330,1387,817,2.4,0.4039167686658507,0.39177101967799643,Expensive,Moderately_Affordable
12702151227,612,1028,0.5953307392996109,True,400,2167,1545,3.8,0.2588996763754045,0.3236743838685586,Affordable,Moderately_Affordable
31001127430,612,1166,0.5248713550600344,True,300,1384,1190,3.0,0.25210084033613445,0.26839043309631544,Affordable,Affordable
21301133724,606,1414,0.42857142857142855,True,320,1650,1418,2.7,0.22566995768688294,0.2685255506129977,Affordable,Affordable
11901157224,604,1270,0.4755905511811024,True,371,1950,1198,2.8,0.3096828046744574,0.3756260434056761,Moderately_Affordable,Moderately_Affordable
12702151344,600,890,0.6741573033707865,True,181,2817,1218,2.9,0.14860426929392448,0.5337248957938613,Affordable,Very_Expensive
11901157217,600,1016,0.5905511811023622,True,450,2167,2026,3.9,0.22211253701875616,0.2468296757536639,Affordable,Affordable
12702151306,599,991,0.6044399596367306,True,345,1733,1361,3.3,0.25349008082292435,0.2938450234556039,Affordable,Affordable
12702151331,597,1114,0.5359066427289049,True,450,2393,1662,3.9,0.27075812274368233,0.3322688142182727,Affordable,Moderately_Affordable
21301132916,594,1284,0.46261682242990654,True,378,2000,1928,3.4,0.19605809128630705,0.23938716884774977,Affordable,Affordable
21301133713,588,1066,0.551594746716698,True,350,1800,1341,2.9,0.2609992542878449,0.3097573567372225,Affordable,Moderately_Affordable
21301133718,588,1143,0.5144356955380578,True,350,1600,1440,3.1,0.24305555555555555,0.2564102564102564,Affordable,Affordable
12702151339,587,983,0.5971515768056969,True,302,1690,1125,3.4,0.26844444444444443,0.3466666666666667,Affordable,Moderately_Affordable
12702151135,585,946,0.6183932346723044,True,310,1458,1074,2.5,0.2886405959031657,0.31327889987107865,Affordable,Moderately_Affordable
21204146029,585,1347,0.43429844097995546,True,340,1408,1125,2.7,0.3022222222222222,0.2888205128205128,Moderately_Affordable,Affordable
12503147923,584,1653,0.35329703569267995,True,440,2000,1432,3.5,0.30726256983240224,0.32230339492909327,Moderately_Affordable,Moderately_Affordable
12702151336,582,1053,0.5527065527065527,True,430,2000,1422,3.3,0.30239099859353025,0.32456994482310936,Moderately_Affordable,Moderately_Affordable
11901157246,582,1189,0.4894869638351556,True,450,1973,1652,2.8,0.27239709443099275,0.2756099832371019,Affordable,Affordable
12702151341,581,761,0.7634691195795007,True,400,2247,1583,3.5,0.2526847757422615,0.3275669371689586,Affordable,Moderately_Affordable
21301133709,581,974,0.5965092402464066,True,300,1425,1267,2.7,0.23677979479084452,0.2595470827515026,Affordable,Affordable
12702152024,580,1226,0.4730831973898858,True,461,1950,1616,3.2,0.28527227722772275,0.2784653465346535,Affordable,Affordable
21301133828,579,1220,0.4745901639344262,True,375,1700,1515,3.3,0.24752475247524752,0.25894897182025894,Affordable,Affordable
11901157107,577,909,0.6347634763476347,True,490,1690,1625,3.5,0.30153846153846153,0.24,Moderately_Affordable,Affordable
12702151312,576,860,0.6697674418604651,True,390,1863,1224,3.4,0.31862745098039214,0.3512443438914027,Moderately_Affordable,Moderately_Affordable
12702151311,575,1073,0.5358807082945014,True,380,1733,1197,3.3,0.31746031746031744,0.3341044919992288,Moderately_Affordable,Moderately_Affordable
12702151319,574,853,0.6729191090269636,True,430,1879,1775,3.6,0.24225352112676057,0.24429035752979414,Affordable,Affordable
11901157131,574,1181,0.48602878916172737,True,505,2000,1708,3.7,0.29566744730679156,0.2702215816969915,Affordable,Affordable
12702151226,574,897,0.6399108138238573,True,410,2167,1775,3.6,0.23098591549295774,0.28173347778981583,Affordable,Affordable
21303134729,573,1461,0.3921971252566735,True,350,2000,1976,2.6,0.1771255060728745,0.23357209592027406,Affordable,Affordable
12702151313,572,956,0.5983263598326359,True,325,1650,1232,3.3,0.2637987012987013,0.3090659340659341,Affordable,Moderately_Affordable
21204131712,572,1106,0.5171790235081374,True,361,1200,1383,3.2,0.26102675343456255,0.2002336058735191,Affordable,Affordable
40401109719,572,894,0.639821029082774,True,321,1359,1146,2.7,0.2801047120418848,0.27366089407974226,Affordable,Affordable
11901157229,570,1012,0.5632411067193676,True,350,1930,1350,3.0,0.25925925925925924,0.3299145299145299,Affordable,Moderately_Affordable
12503148024,569,1252,0.4544728434504792,True,500,1939,2059,3.6,0.24283632831471588,0.21731983412410805,Affordable,Affordable
12503148004,568,1187,0.4785172704296546,True,155,2000,869,2.6,0.17836593785960875,0.531114455165088,Affordable,Very_Expensive
21204131806,568,1355,0.4191881918819188,True,371,1733,1606,2.9,0.23100871731008718,0.24901810518248874,Affordable,Affordable
12702151343,566,977,0.579324462640737,True,350,1517,1666,3.3,0.21008403361344538,0.21013020592852524,Affordable,Affordable
21204131710,563,851,0.6615746180963572,True,350,1787,1323,3.1,0.26455026455026454,0.311704168847026,Affordable,Moderately_Affordable
21301133723,563,754,0.746684350132626,True,323,1500,1562,3.2,0.20678617157490398,0.22160937653895402,Affordable,Affordable
31001127209,561,1107,0.5067750677506775,True,378,1517,1605,3.4,0.23551401869158878,0.21811646297627607,Affordable,Affordable
12702151139,560,1212,0.46204620462046203,True,395,2225,1562,3.3,0.2528809218950064,0.3287205751994484,Affordable,Moderately_Affordable
21301132919,557,841,0.6623067776456599,True,408,1875,2096,3.9,0.1946564885496183,0.20643716970052847,Affordable,Affordable
21301133443,555,1135,0.4889867841409692,True,317,1500,1212,2.8,0.2615511551155115,0.2856054836252856,Affordable,Affordable
21303134735,553,1376,0.4018895348837209,True,330,1756,1519,2.6,0.21724818959842002,0.26677469995442343,Affordable,Affordable
12702151137,553,1166,0.47427101200686106,True,465,2000,1735,3.1,0.2680115273775216,0.2660164043449346,Affordable,Affordable
21301133411,550,1121,0.49063336306868865,True,331,1668,1382,2.9,0.23950795947901593,0.2785261048647445,Affordable,Affordable
31001127214,549,849,0.6466431095406361,True,350,1426,1482,3.2,0.23616734143049933,0.22204920585487387,Affordable,Affordable
21301133513,549,666,0.8243243243243243,True,346,1408,1071,2.9,0.323062558356676,0.3033828916181857,Moderately_Affordable,Moderately_Affordable
40401109718,548,1982,0.27648839556004035,True,320,1460,1430,2.7,0.22377622377622378,0.235610543302851,Affordable,Affordable
21204131741,548,1351,0.40562546262028126,True,335,1763,1367,3.1,0.24506217995610827,0.2976197175173035,Affordable,Affordable
12702151233,546,921,0.5928338762214984,True,219,2167,1028,3.0,0.2130350194552529,0.486456150853038,Affordable,Expensive
12702151202,545,891,0.611672278338945,True,370,2000,1375,3.5,0.2690909090909091,0.3356643356643357,Affordable,Moderately_Affordable
20607151815,544,862,0.6310904872389791,True,144,728,612,2.3,0.23529411764705882,0.27450980392156865,Affordable,Affordable
11901157230,542,868,0.6244239631336406,True,420,1970,1351,3.1,0.31088082901554404,0.336502875362979,Moderately_Affordable,Moderately_Affordable
21303134711,541,1244,0.43488745980707394,True,246,1800,994,2.4,0.24748490945674045,0.41789196718774185,Affordable,Expensive
21301133307,540,975,0.5538461538461539,True,351,1500,1542,3.6,0.22762645914396887,0.22448368751870698,Affordable,Affordable
31001127409,538,816,0.6593137254901961,True,172,1306,615,2.6,0.27967479674796747,0.4900562851782364,Affordable,Expensive
31001127435,536,1275,0.4203921568627451,True,315,1580,1406,3.6,0.2240398293029872,0.25932815406499615,Affordable,Affordable
40402110207,535,1479,0.36173089925625423,True,270,1600,1375,2.7,0.19636363636363635,0.26853146853146853,Affordable,Affordable
40402110237,535,997,0.5366098294884654,True,244,1300,1145,2.6,0.2131004366812227,0.26200873362445415,Affordable,Affordable
12702151318,533,1048,0.5085877862595419,True,500,2167,1674,3.5,0.2986857825567503,0.29873173421560517,Affordable,Affordable
21301132908,532,1251,0.42525979216626697,True,383,1613,2018,3.6,0.1897918731417245,0.18445528703209577,Affordable,Affordable
12503147924,532,1577,0.3373493975903614,True,350,1600,1284,2.8,0.27258566978193144,0.2875629043853343,Affordable,Affordable
12702151315,531,973,0.5457348406988695,True,338,1218,1145,2.7,0.29519650655021834,0.2454820288881424,Affordable,Affordable
21301133440,531,792,0.6704545454545454,True,320,1419,1125,2.9,0.28444444444444444,0.29107692307692307,Affordable,Affordable
12702152020,530,1048,0.5057251908396947,True,460,2134,1447,3.1,0.3178991015894955,0.34033278400935624,Moderately_Affordable,Moderately_Affordable
12702151236,530,737,0.7191316146540027,True,320,2383,1262,3.2,0.25356576862123614,0.4357552115079849,Affordable,Expensive
21301133506,529,873,0.6059564719358533,True,320,1733,958,2.7,0.33402922755741127,0.4174562389593705,Moderately_Affordable,Expensive
11901157231,529,589,0.8981324278438031,True,400,1950,1178,3.6,0.3395585738539898,0.38200339558573854,Moderately_Affordable,Moderately_Affordable
12702151310,528,928,0.5689655172413793,True,360,2167,1678,3.6,0.21454112038140644,0.29801962042724855,Affordable,Affordable
12702151106,528,1005,0.5253731343283582,True,320,1322,1213,3.1,0.26380873866446825,0.2515061196017503,Affordable,Affordable
21204131807,525,1089,0.4820936639118457,True,346,1500,1437,3.2,0.2407794015309673,0.24088646218082543,Affordable,Affordable
12702150913,523,1019,0.5132482826300294,True,430,1805,1644,3.3,0.2615571776155718,0.2533688938798428,Affordable,Affordable
12702151103,522,769,0.6788036410923277,True,313,1133,1166,3.3,0.2684391080617496,0.22423802612481858,Affordable,Affordable
31001127438,522,1160,0.45,True,285,1352,1104,2.8,0.25815217391304346,0.2826086956521739,Affordable,Affordable
12702151220,521,1659,0.3140446051838457,True,365,1800,1255,3.2,0.2908366533864542,0.330983757278578,Affordable,Moderately_Affordable
12702151334,519,810,0.6407407407407407,True,375,1500,1402,3.5,0.2674750356633381,0.2469000329200044,Affordable,Affordable
21301133515,518,992,0.5221774193548387,True,350,1296,1333,2.8,0.2625656414103526,0.22436378325350567,Affordable,Affordable
21301133516,516,1285,0.40155642023346305,True,350,1842,1355,2.9,0.25830258302583026,0.31370990632983253,Affordable,Moderately_Affordable
21301133412,514,1002,0.5129740518962076,True,323,1433,1169,2.8,0.2763045337895637,0.28288477989076793,Affordable,Affordable
21301133720,513,924,0.5551948051948052,True,348,1559,1290,2.8,0.26976744186046514,0.27889087656529515,Affordable,Affordable
21204131719,512,1061,0.4825636192271442,True,330,2000,1453,3.1,0.22711631108052305,0.31764519032240984,Affordable,Moderately_Affordable
12702151304,512,783,0.6538952745849298,True,366,1500,1208,3.3,0.3029801324503311,0.28655119714722366,Moderately_Affordable,Affordable
12702151225,511,891,0.5735129068462402,True,450,2167,2055,3.9,0.21897810218978103,0.2433464345873105,Affordable,Affordable
31001156309,508,1254,0.405103668261563,True,380,1544,1666,3.2,0.22809123649459784,0.21387016344999538,Affordable,Affordable
31001127432,507,920,0.5510869565217391,True,200,1376,892,2.8,0.2242152466367713,0.35598482235253537,Affordable,Moderately_Affordable
21301133711,506,877,0.5769669327251995,True,346,2200,1215,3.0,0.2847736625514403,0.4178537511870845,Affordable,Expensive
21303134906,505,942,0.5360934182590233,True,420,1919,1971,2.9,0.213089802130898,0.22468095070834798,Affordable,Affordable
21204131740,504,1131,0.44562334217506633,True,366,1517,1687,3.1,0.2169531713100178,0.2075144772240208,Affordable,Affordable
21204131724,504,954,0.5283018867924528,True,369,1624,1542,3.4,0.23929961089494164,0.24304100568692008,Affordable,Affordable
12702151324,503,791,0.6359039190897599,True,190,1116,664,2.3,0.286144578313253,0.38785912882298423,Affordable,Moderately_Affordable
12702150915,503,1150,0.4373913043478261,True,500,1733,1721,3.5,0.2905287623474724,0.23237831314530907,Affordable,Affordable
21204131723,501,1026,0.48830409356725146,True,359,1000,1281,3.1,0.28024980483996875,0.18014772113132768,Affordable,Affordable
12702151340,500,861,0.5807200929152149,True,275,2000,1468,3.2,0.18732970027247955,0.3143994969608049,Affordable,Moderately_Affordable
12702151116,499,748,0.6671122994652406,True,300,1117,811,2.4,0.36991368680641185,0.3178412216636631,Moderately_Affordable,Moderately_Affordable
12702150914,499,1249,0.39951961569255406,True,440,2200,1987,3.6,0.2214393558127831,0.25550694901474974,Affordable,Affordable
12702151151,495,550,0.9,True,400,2000,1593,3.8,0.25109855618330196,0.2897291032884253,Affordable,Affordable
21301133705,495,922,0.5368763557483731,True,350,1500,1444,2.6,0.24238227146814403,0.23971873002343916,Affordable,Affordable
12702151345,494,726,0.6804407713498623,True,300,1394,1242,2.9,0.24154589371980675,0.2590115198810851,Affordable,Affordable
21204131706,494,906,0.5452538631346578,True,351,1250,1154,2.5,0.304159445407279,0.2499666711105186,Moderately_Affordable,Affordable
12702151121,492,783,0.6283524904214559,True,420,2600,1850,4.0,0.22702702702702704,0.32432432432432434,Affordable,Moderately_Affordable
12702151323,492,723,0.6804979253112033,True,340,1525,1273,2.6,0.2670856245090338,0.27645174935041394,Affordable,Affordable
12702151123,492,636,0.7735849056603774,True,290,1170,1068,2.6,0.27153558052434457,0.25280898876404495,Affordable,Affordable
11901157216,490,1149,0.42645778938207135,True,460,2084,1571,3.7,0.2928071292170592,0.3061254468001763,Affordable,Moderately_Affordable
21204131721,489,701,0.6975748930099858,True,390,1333,1454,3.0,0.26822558459422285,0.21156491376573908,Affordable,Affordable
21301133531,488,844,0.5781990521327014,True,240,1250,1111,3.1,0.21602160216021601,0.2596413487502596,Affordable,Affordable
21301133704,487,838,0.581145584725537,True,327,1400,1182,2.9,0.2766497461928934,0.27333073018352205,Affordable,Affordable
21204131823,486,896,0.5424107142857143,True,369,1733,1424,3.2,0.25912921348314605,0.2808448573898012,Affordable,Affordable
21301132913,486,1074,0.45251396648044695,True,396,1733,1947,3.3,0.2033898305084746,0.20540476472679864,Affordable,Affordable
21301133529,485,1023,0.47409579667644186,True,301,1200,1195,3.1,0.2518828451882845,0.23173479240424846,Affordable,Affordable
12503148028,484,1203,0.4023275145469659,True,223,1950,1042,3.5,0.21401151631477927,0.43186180422264875,Affordable,Expensive
21204146002,484,1312,0.36890243902439024,True,348,1680,1532,3.1,0.22715404699738903,0.2530628640289215,Affordable,Affordable
12702151152,483,801,0.602996254681648,True,198,1733,854,2.6,0.23185011709601874,0.4682940010808863,Affordable,Expensive
31001127436,482,1266,0.3807266982622433,True,235,1408,1062,2.8,0.22128060263653485,0.3059539330725771,Affordable,Moderately_Affordable
21301133426,480,1243,0.38616251005631536,True,321,1454,1110,2.6,0.2891891891891892,0.3022869022869023,Affordable,Moderately_Affordable
21301133425,477,1083,0.4404432132963989,True,350,1500,1236,2.8,0.28317152103559873,0.28005974607916356,Affordable,Affordable
21301133432,476,835,0.5700598802395209,True,322,1500,1162,2.9,0.27710843373493976,0.2978948762081292,Affordable,Affordable
21301133330,476,1328,0.35843373493975905,True,346,1582,1325,3.0,0.2611320754716981,0.2755297532656023,Affordable,Affordable
21301133409,476,900,0.5288888888888889,True,340,1603,1257,2.8,0.27048528241845665,0.29429043510189096,Affordable,Affordable
12702152017,475,1175,0.40425531914893614,True,332,1800,1537,3.3,0.21600520494469747,0.2702567439067114,Affordable,Affordable
21204131816,474,1139,0.4161545215100966,True,360,1502,1489,3.0,0.24177300201477503,0.23278400578602057,Affordable,Affordable
11901157106,474,947,0.5005279831045406,True,600,2279,2150,3.6,0.27906976744186046,0.24461538461538462,Affordable,Affordable
11901157130,474,953,0.49737670514165794,True,495,2600,1792,3.4,0.27622767857142855,0.33482142857142855,Affordable,Moderately_Affordable
21301133532,472,701,0.6733238231098431,True,321,2000,1211,3.1,0.26507018992568127,0.3811217684050054,Affordable,Moderately_Affordable
12503148020,472,1405,0.33594306049822065,True,395,2000,1309,3.3,0.3017570664629488,0.35258858788270553,Moderately_Affordable,Moderately_Affordable
21301133607,472,1199,0.39366138448707255,True,300,1300,1399,2.7,0.21443888491779842,0.21443888491779842,Affordable,Affordable
40402110226,471,1003,0.4695912263210369,True,275,1380,1227,3.0,0.2241238793806031,0.2595448561218732,Affordable,Affordable
21303134720,471,1236,0.38106796116504854,True,250,1822,1125,2.4,0.2222222222222222,0.37374358974358973,Affordable,Moderately_Affordable
